date,코인스테이킹
2023-07-28,0.46904
2023-07-29,0.60975
2023-07-30,0.65666
2023-07-31,1.1726
2023-08-01,0.37523
2023-08-02,0.37523
2023-08-03,1.26641
2023-08-04,1.1726
2023-08-05,0.51594
2023-08-06,0.70356
2023-08-07,1.07879
2023-08-08,1.54784
2023-08-09,1.82926
2023-08-10,0.65666
2023-08-11,1.40712
2023-08-12,1.64165
2023-08-13,0.93808
2023-08-14,2.11069
2023-08-15,1.40712
2023-08-16,0.84427
2023-08-17,1.36022
2023-08-18,1.03189
2023-08-19,0.70356
2023-08-20,0.98499
2023-08-21,0.84427
2023-08-22,0.89118
2023-08-23,1.31332
2023-08-24,0.84427
2023-08-25,0.98499
2023-08-26,0.56285
2023-08-27,0.60975
2023-08-28,0.93808
2023-08-29,1.07879
2023-08-30,1.1726
2023-08-31,0.75046
2023-09-01,0.79737
2023-09-02,0.70356
2023-09-03,0.65666
2023-09-04,1.07879
2023-09-05,0.37523
2023-09-06,0.60975
2023-09-07,1.82926
2023-09-08,1.03189
2023-09-09,0.60975
2023-09-10,0.56285
2023-09-11,0.37523
2023-09-12,0.46904
2023-09-13,0.84427
2023-09-14,1.1726
2023-09-15,0.98499
2023-09-16,0.46904
2023-09-17,0.84427
2023-09-18,1.40712
2023-09-19,1.31332
2023-09-20,0.98499
2023-09-21,0.84427
2023-09-22,1.31332
2023-09-23,1.07879
2023-09-24,0.70356
2023-09-25,1.26641
2023-09-26,0.89118
2023-09-27,0.75046
2023-09-28,1.1726
2023-09-29,0.60975
2023-09-30,0.84427
2023-10-01,0.60975
2023-10-02,0.79737
2023-10-03,0.70356
2023-10-04,0.98499
2023-10-05,0.79737
2023-10-06,0.75046
2023-10-07,0.65666
2023-10-08,0.60975
2023-10-09,0.32833
2023-10-10,0.93808
2023-10-11,1.03189
2023-10-12,1.07879
2023-10-13,0.79737
2023-10-14,0.37523
2023-10-15,0.89118
2023-10-16,1.54784
2023-10-17,1.31332
2023-10-18,1.54784
2023-10-19,1.03189
2023-10-20,1.40712
2023-10-22,0.84427
2023-10-23,0.75046
2023-10-24,1.68855
2023-10-25,3.00187
2023-10-26,2.43902
2023-10-27,3.2833
2023-10-28,1.21951
2023-10-29,0.79737
2023-10-30,1.92307
2023-10-31,2.01688
2023-11-01,2.29831
2023-11-02,3.18949
2023-11-03,1.92307
2023-11-04,1.07879
2023-11-05,1.1257
2023-11-06,1.92307
2023-11-07,1.59474
2023-11-08,1.78236
2023-11-09,1.64165
2023-11-10,2.2045
2023-11-11,2.01688
2023-11-12,1.31332
2023-11-13,2.29831
2023-11-14,3.70544
2023-11-15,3.00187
2023-11-16,3.18949
2023-11-17,2.57973
2023-11-18,1.73545
2023-11-19,2.06378
2023-11-20,3.18949
2023-11-21,2.57973
2023-11-22,2.57973
2023-11-23,3.04878
2023-11-24,2.57973
2023-11-25,2.29831
2023-11-26,1.92307
2023-11-27,2.53283
2023-11-28,2.29831
2023-11-29,2.2514
2023-11-30,1.68855
2023-12-01,1.64165
2023-12-02,0.98499
2023-12-03,2.01688
2023-12-04,2.57973
2023-12-05,2.29831
2023-12-06,3.42401
2023-12-07,2.39212
2023-12-08,4.08067
2023-12-09,3.65853
2023-12-10,3.04878
2023-12-11,2.86116
2023-12-12,3.56472
2023-12-13,3.56472
2023-12-14,2.86116
2023-12-15,3.04878
2023-12-16,1.50093
2023-12-17,1.68855
2023-12-18,1.59474
2023-12-19,2.76735
2023-12-20,2.29831
2023-12-21,2.81425
2023-12-22,2.39212
2023-12-23,1.45403
2023-12-24,2.34521
2023-12-25,2.15759
2023-12-26,3.18949
2023-12-27,3.09568
2023-12-28,2.72045
2023-12-29,1.92307
2023-12-30,1.96998
2023-12-31,1.1726
2024-01-01,1.68855
2024-01-02,1.92307
2024-01-03,2.53283
2024-01-04,2.06378
2024-01-05,1.26641
2024-01-06,1.59474
2024-01-07,1.87617
2024-01-08,1.59474
2024-01-09,1.78236
2024-01-10,2.2045
2024-01-11,3.70544
2024-01-12,3.70544
2024-01-13,1.64165
2024-01-14,1.64165
2024-01-15,2.29831
2024-01-16,1.82926
2024-01-17,1.36022
2024-01-18,2.11069
2024-01-19,2.11069
2024-01-20,0.89118
2024-01-21,1.68855
2024-01-22,1.21951
2024-01-23,1.73545
2024-01-24,1.82926
2024-01-25,4.17448
2024-01-26,1.82926
2024-01-27,2.2045
2024-01-28,2.15759
2024-01-29,1.82926
2024-01-30,2.95497
2024-01-31,2.34521
2024-02-01,1.26641
2024-02-02,1.64165
2024-02-03,0.70356
2024-02-04,1.59474
2024-02-05,1.54784
2024-02-06,1.50093
2024-02-07,1.40712
2024-02-08,1.82926
2024-02-09,1.1257
2024-02-10,1.36022
2024-02-11,1.68855
2024-02-12,2.06378
2024-02-13,2.62664
2024-02-14,2.95497
2024-02-15,2.95497
2024-02-16,3.23639
2024-02-17,1.54784
2024-02-18,1.96998
2024-02-19,3.2833
2024-02-20,2.67354
2024-02-21,2.67354
2024-02-22,2.2045
2024-02-23,2.2045
2024-02-24,2.48592
2024-02-25,1.82926
2024-02-26,2.06378
2024-02-27,3.84615
2024-02-28,4.22138
2024-02-29,5.01876
2024-03-01,4.03377
2024-03-02,3.09568
2024-03-03,4.409
2024-03-04,4.87804
2024-03-05,6.89493
2024-03-06,4.3621
2024-03-07,4.69043
2024-03-08,6.14446
2024-03-09,4.83114
2024-03-10,4.31519
2024-03-11,5.5347
2024-03-12,6.33208
2024-03-13,6.47279
2024-03-14,6.94183
2024-03-15,5.4878
2024-03-16,4.78424
2024-03-17,5.15947
2024-03-18,6.94183
2024-03-19,5.20637
2024-03-20,5.20637
