date,3월공모주
2022-03-05,13.43283
2022-03-06,17.03818
2022-03-07,38.24384
2022-03-08,24.84977
2022-03-09,9.0909
2022-03-10,27.00135
2022-03-11,20.70168
2022-03-12,8.17987
2022-03-13,11.41694
2022-03-14,31.76972
2022-03-15,29.96704
2022-03-16,25.47005
2022-03-17,20.23647
2022-03-18,34.85171
2022-03-19,10.75789
2022-03-20,9.98255
2022-03-21,29.88951
2022-03-22,24.92731
2022-03-23,23.18278
2022-03-24,16.1853
2022-03-25,8.78077
2022-03-26,3.10137
2022-03-27,3.10137
2022-03-28,8.02481
2022-03-29,6.45473
2022-03-30,3.15952
2022-03-31,3.31459
2022-04-01,2.79123
2022-04-02,0.75596
2022-04-03,0.56212
2022-04-04,1.24055
2022-04-05,1.2987
2022-04-06,0.94979
2022-04-07,0.65904
2022-04-08,0.48459
2022-04-09,0.1163
2022-04-10,0.25198
2022-04-11,0.38767
2022-04-12,0.44582
2022-04-13,0.31013
2022-04-14,0.54274
2022-04-15,0.15506
2022-04-18,0.27137
2022-04-19,0.65904
2022-04-20,0.38767
2022-04-21,0.27137
2022-04-22,0.1163
2022-04-25,0.44582
2022-04-26,0.71719
2022-04-27,0.29075
2022-04-28,0.38767
2022-04-29,0.50397
2022-04-30,0.17445
2022-05-03,0.4652
2022-05-04,0.29075
2022-05-05,0.21321
2022-05-10,0.1163
2022-05-18,0.09691
2022-05-21,0.09691
2022-05-26,0.15506
2022-05-29,0.17445
2022-05-30,0.1163
2022-05-31,0.25198
2022-06-13,0.09691
2022-06-15,0.1163
2022-06-17,0.1163
2022-08-09,0.09691
2023-01-16,0.17445
2023-01-18,0.09691
2023-01-25,0.21321
2023-01-26,0.2326
2023-01-27,0.54274
2023-01-28,0.44582
2023-01-29,0.27137
2023-01-30,0.83349
2023-01-31,0.85287
2023-02-01,0.85287
2023-02-02,1.18239
2023-02-03,2.01589
2023-02-04,1.70575
2023-02-05,1.04671
2023-02-06,1.55068
2023-02-07,2.86877
2023-02-08,4.1287
2023-02-09,4.30315
2023-02-10,4.61329
2023-02-11,2.24849
2023-02-12,2.24849
2023-02-13,4.1287
2023-02-14,3.60534
2023-02-15,5.89261
2023-02-16,7.4433
2023-02-17,6.45473
2023-02-18,3.76041
2023-02-19,4.63268
2023-02-20,12.07598
2023-02-21,15.19674
2023-02-22,15.87516
2023-02-23,17.09633
2023-02-24,15.06105
2023-02-25,8.00542
2023-02-26,8.39309
2023-02-27,18.58887
2023-02-28,20.31401
2023-03-01,17.63907
2023-03-02,33.32041
2023-03-03,43.57433
2023-03-04,13.4716
2023-03-05,14.63461
2023-03-06,37.85617
2023-03-07,34.0376
2023-03-08,23.24093
2023-03-09,20.77922
2023-03-10,15.46811
2023-03-11,7.59837
2023-03-12,12.4055
2023-03-13,39.85268
2023-03-14,22.96956
2023-03-15,20.99244
2023-03-16,16.84434
2023-03-17,15.77825
2023-03-18,7.15254
2023-03-19,9.24597
2023-03-20,31.57588
2023-03-21,28.26129
2023-03-22,16.16592
2023-03-23,11.55262
2023-03-24,8.742
2023-03-25,3.27582
2023-03-26,4.82651
2023-03-27,16.80558
2023-03-28,12.26981
2023-03-29,10.73851
2023-03-30,7.46268
2023-03-31,2.55863
2023-04-01,0.52335
2023-04-02,0.5815
2023-04-03,1.55068
2023-04-04,1.18239
2023-04-05,0.85287
2023-04-06,0.87226
2023-04-07,0.77534
2023-04-08,0.2326
2023-04-09,0.44582
2023-04-10,0.65904
2023-04-11,0.73657
2023-04-12,0.17445
2023-04-13,0.65904
2023-04-14,0.44582
2023-04-15,0.19383
2023-04-16,0.1163
2023-04-17,0.32952
2023-04-18,0.21321
2023-04-19,0.09691
2023-04-21,0.15506
2023-04-24,0.15506
2023-04-26,0.1163
2023-04-27,0.2326
2023-04-28,0.15506
2023-05-09,0.1163
2023-05-14,0.09691
2023-05-18,0.2326
2023-05-20,0.1163
2023-05-24,0.09691
2023-05-26,0.09691
2023-06-07,0.1163
2023-08-13,0.13568
2024-01-08,0.09691
2024-01-13,0.1163
2024-01-14,0.15506
2024-01-16,0.15506
2024-01-17,0.65904
2024-01-18,1.22116
2024-01-19,1.06609
2024-01-20,0.25198
2024-01-21,0.19383
2024-01-22,0.60089
2024-01-23,0.81411
2024-01-24,1.55068
2024-01-25,2.5974
2024-01-26,4.08993
2024-01-27,2.65555
2024-01-28,2.50048
2024-01-29,3.15952
2024-01-30,3.56658
2024-01-31,2.07404
2024-02-01,5.3111
2024-02-02,3.91548
2024-02-03,2.32603
2024-02-04,2.22911
2024-02-05,3.56658
2024-02-06,4.88466
2024-02-07,4.63268
2024-02-08,4.74898
2024-02-09,2.9463
2024-02-10,2.36479
2024-02-11,3.29521
2024-02-12,5.52432
2024-02-13,13.20023
2024-02-14,22.65943
2024-02-15,25.02422
2024-02-16,20.21709
2024-02-17,11.76584
2024-02-18,9.57549
2024-02-19,26.69121
2024-02-20,20.29463
2024-02-21,15.93332
2024-02-22,20.52723
2024-02-23,22.95018
2024-02-24,11.28125
2024-02-25,12.50242
2024-02-26,28.82341
2024-02-27,38.14692
2024-02-28,32.17677
2024-02-29,39.58131
2024-03-01,25.17929
2024-03-02,23.47354
2024-03-03,33.66931
2024-03-04,92.45977
2024-03-05,86.06319
2024-03-06,76.42954
2024-03-07,71.87439
2024-03-08,40.25974
2024-03-09,18.14305
2024-03-10,23.74491
2024-03-11,82.36092
2024-03-12,92.80868
2024-03-13,100.0
2024-03-14,77.767
2024-03-15,54.27408
2024-03-16,18.18181
2024-03-17,21.82593
2024-03-18,75.09207
2024-03-19,59.48827
2024-03-20,44.44659
