date,하나은행파킹통장
2024-02-06,19.67213
2024-02-07,19.01639
2024-02-08,18.03278
2024-02-09,10.9836
2024-02-10,12.29508
2024-02-11,15.7377
2024-02-12,17.70491
2024-02-13,34.26229
2024-02-14,22.45901
2024-02-15,23.77049
2024-02-16,21.80327
2024-02-17,11.14754
2024-02-18,13.77049
2024-02-19,28.36065
2024-02-20,25.2459
2024-02-21,36.39344
2024-02-22,39.18032
2024-02-23,45.40983
2024-02-24,22.45901
2024-02-25,27.86885
2024-02-26,50.0
2024-02-27,42.62295
2024-02-28,42.78688
2024-02-29,38.36065
2024-03-01,21.96721
2024-03-02,18.36065
2024-03-03,14.59016
2024-03-04,27.37704
2024-03-05,26.39344
2024-03-06,20.4918
2024-03-07,20.0
2024-03-08,20.9836
2024-03-09,14.26229
2024-03-10,11.63934
2024-03-11,17.21311
2024-03-12,17.21311
2024-03-13,19.50819
2024-03-14,17.54098
2024-03-15,18.85245
2024-03-16,10.9836
2024-03-17,13.44262
2024-03-18,20.0
2024-03-19,15.57377
2024-03-20,21.31147
