date,AI관련주식
2021-08-12,3.26797
2021-08-13,3.26797
2021-08-15,3.92156
2021-08-17,3.92156
2021-08-25,3.26797
2021-09-07,4.57516
2021-09-08,3.92156
2021-09-12,3.26797
2021-09-16,5.88235
2021-10-31,3.92156
2021-11-05,5.22875
2021-11-16,3.26797
2021-11-18,4.57516
2021-11-20,3.92156
2021-12-13,3.26797
2021-12-23,5.88235
2021-12-27,3.26797
2021-12-30,3.26797
2022-01-02,3.26797
2022-01-05,3.26797
2022-01-10,3.92156
2022-01-12,5.88235
2022-01-24,3.92156
2022-02-04,3.92156
2022-02-06,3.26797
2022-02-07,6.53594
2022-02-20,3.92156
2022-02-27,4.57516
2022-03-02,5.88235
2022-03-10,5.22875
2022-03-19,7.84313
2022-03-20,9.15032
2022-03-21,4.57516
2022-03-31,6.53594
2022-04-05,4.57516
2022-04-19,4.57516
2022-05-20,4.57516
2022-07-20,6.53594
2022-08-03,3.26797
2022-08-25,3.26797
2022-09-21,3.26797
2022-09-25,5.22875
2022-10-05,3.92156
2022-10-10,3.92156
2022-11-04,3.26797
2022-11-14,3.92156
2022-12-25,3.26797
2023-01-04,4.57516
2023-01-05,4.57516
2023-01-09,3.92156
2023-01-10,4.57516
2023-01-11,3.26797
2023-01-12,3.26797
2023-01-13,9.80392
2023-01-15,6.53594
2023-01-16,9.15032
2023-01-17,7.84313
2023-01-18,5.88235
2023-01-19,5.88235
2023-01-20,7.18954
2023-01-21,5.22875
2023-01-23,3.92156
2023-01-24,7.18954
2023-01-25,11.7647
2023-01-26,19.60784
2023-01-27,21.56862
2023-01-28,7.84313
2023-01-29,7.84313
2023-01-30,13.72549
2023-01-31,24.183
2023-02-01,20.91503
2023-02-02,20.91503
2023-02-03,13.72549
2023-02-04,10.45751
2023-02-05,13.07189
2023-02-06,19.60784
2023-02-07,26.14379
2023-02-08,30.71895
2023-02-09,25.49019
2023-02-10,20.91503
2023-02-11,9.15032
2023-02-12,5.88235
2023-02-13,15.03267
2023-02-14,10.45751
2023-02-15,7.84313
2023-02-16,9.15032
2023-02-17,7.18954
2023-02-18,5.88235
2023-02-19,9.15032
2023-02-20,5.22875
2023-02-21,11.11111
2023-02-22,15.03267
2023-02-23,11.11111
2023-02-24,20.91503
2023-02-25,22.22222
2023-02-26,43.13725
2023-02-27,43.79084
2023-02-28,12.4183
2023-03-01,5.88235
2023-03-02,11.11111
2023-03-03,13.07189
2023-03-04,3.26797
2023-03-05,8.49673
2023-03-06,20.91503
2023-03-07,17.64705
2023-03-08,18.30065
2023-03-09,13.72549
2023-03-10,16.33986
2023-03-11,9.80392
2023-03-12,9.80392
2023-03-13,11.7647
2023-03-14,7.84313
2023-03-15,16.99346
2023-03-16,22.22222
2023-03-17,19.60784
2023-03-18,33.98692
2023-03-19,10.45751
2023-03-20,16.33986
2023-03-21,17.64705
2023-03-22,18.30065
2023-03-23,37.2549
2023-03-24,19.60784
2023-03-25,12.4183
2023-03-26,16.33986
2023-03-27,18.30065
2023-03-28,15.03267
2023-03-29,17.64705
2023-03-30,15.68627
2023-03-31,19.60784
2023-04-01,9.15032
2023-04-02,7.18954
2023-04-03,16.99346
2023-04-04,32.02614
2023-04-05,18.30065
2023-04-06,12.4183
2023-04-07,14.37908
2023-04-08,6.53594
2023-04-09,6.53594
2023-04-10,18.30065
2023-04-11,15.03267
2023-04-12,10.45751
2023-04-13,18.30065
2023-04-14,30.71895
2023-04-15,23.52941
2023-04-16,9.80392
2023-04-17,26.79738
2023-04-18,17.64705
2023-04-19,19.60784
2023-04-20,18.30065
2023-04-21,15.03267
2023-04-22,5.88235
2023-04-23,9.80392
2023-04-24,15.68627
2023-04-25,9.15032
2023-04-26,11.7647
2023-04-27,8.49673
2023-04-28,7.84313
2023-05-01,3.26797
2023-05-02,14.37908
2023-05-03,9.15032
2023-05-04,6.53594
2023-05-05,4.57516
2023-05-06,11.7647
2023-05-07,7.18954
2023-05-08,9.80392
2023-05-09,11.7647
2023-05-10,9.15032
2023-05-11,7.18954
2023-05-12,9.80392
2023-05-13,3.92156
2023-05-14,6.53594
2023-05-15,6.53594
2023-05-16,7.18954
2023-05-17,7.84313
2023-05-18,23.52941
2023-05-19,35.94771
2023-05-20,8.49673
2023-05-21,17.64705
2023-05-22,17.64705
2023-05-23,24.8366
2023-05-24,16.33986
2023-05-25,33.33333
2023-05-26,43.79084
2023-05-27,12.4183
2023-05-28,11.7647
2023-05-29,13.07189
2023-05-30,25.49019
2023-05-31,35.94771
2023-06-01,24.183
2023-06-02,15.03267
2023-06-03,10.45751
2023-06-04,16.99346
2023-06-05,22.87581
2023-06-06,26.14379
2023-06-07,41.83006
2023-06-08,41.17647
2023-06-09,43.13725
2023-06-10,23.52941
2023-06-11,16.33986
2023-06-12,28.10457
2023-06-13,45.75163
2023-06-14,32.67973
2023-06-15,36.6013
2023-06-16,35.94771
2023-06-17,23.52941
2023-06-18,26.14379
2023-06-19,30.71895
2023-06-20,22.87581
2023-06-21,29.41176
2023-06-22,18.95424
2023-06-23,23.52941
2023-06-24,16.33986
2023-06-25,24.8366
2023-06-26,30.71895
2023-06-27,22.87581
2023-06-28,30.71895
2023-06-29,23.52941
2023-06-30,18.95424
2023-07-01,22.22222
2023-07-02,9.80392
2023-07-03,40.52287
2023-07-04,26.14379
2023-07-05,30.06535
2023-07-06,34.64052
2023-07-07,13.72549
2023-07-08,16.99346
2023-07-09,17.64705
2023-07-10,20.91503
2023-07-11,16.99346
2023-07-12,16.99346
2023-07-13,33.98692
2023-07-14,33.98692
2023-07-15,15.68627
2023-07-16,18.30065
2023-07-17,31.37254
2023-07-18,43.13725
2023-07-19,67.97385
2023-07-20,92.15686
2023-07-21,53.59477
2023-07-22,36.6013
2023-07-23,41.83006
2023-07-24,40.52287
2023-07-25,56.86274
2023-07-26,38.56209
2023-07-27,58.16993
2023-07-28,52.94117
2023-07-29,22.22222
2023-07-30,20.91503
2023-07-31,50.32679
2023-08-01,94.77124
2023-08-02,73.20261
2023-08-03,50.32679
2023-08-04,39.86928
2023-08-05,35.94771
2023-08-06,43.79084
2023-08-07,42.48366
2023-08-08,33.98692
2023-08-09,31.37254
2023-08-10,31.37254
2023-08-11,24.8366
2023-08-12,26.14379
2023-08-13,28.75816
2023-08-14,36.6013
2023-08-15,41.83006
2023-08-16,44.44444
2023-08-17,45.75163
2023-08-18,20.26143
2023-08-19,28.10457
2023-08-20,18.30065
2023-08-21,35.29411
2023-08-22,36.6013
2023-08-23,41.83006
2023-08-24,83.66013
2023-08-25,33.98692
2023-08-26,18.95424
2023-08-27,18.95424
2023-08-28,17.64705
2023-08-29,46.40522
2023-08-30,63.39869
2023-08-31,51.63398
2023-09-01,20.91503
2023-09-02,24.8366
2023-09-03,5.22875
2023-09-04,25.49019
2023-09-05,42.48366
2023-09-06,37.2549
2023-09-07,44.44444
2023-09-08,24.8366
2023-09-09,20.26143
2023-09-10,13.07189
2023-09-11,28.10457
2023-09-12,28.75816
2023-09-13,26.79738
2023-09-14,29.41176
2023-09-15,19.60784
2023-09-16,5.22875
2023-09-17,18.30065
2023-09-18,16.99346
2023-09-19,15.68627
2023-09-20,9.80392
2023-09-21,18.30065
2023-09-22,7.18954
2023-09-23,5.88235
2023-09-24,14.37908
2023-09-25,9.15032
2023-09-26,15.68627
2023-09-27,16.33986
2023-09-28,5.22875
2023-09-29,7.18954
2023-09-30,10.45751
2023-10-01,13.72549
2023-10-02,13.72549
2023-10-03,6.53594
2023-10-04,19.60784
2023-10-05,19.60784
2023-10-06,23.52941
2023-10-07,12.4183
2023-10-08,14.37908
2023-10-09,11.7647
2023-10-10,15.03267
2023-10-11,13.72549
2023-10-12,17.64705
2023-10-13,18.95424
2023-10-14,10.45751
2023-10-15,3.26797
2023-10-16,13.72549
2023-10-17,13.72549
2023-10-18,15.03267
2023-10-19,10.45751
2023-10-20,8.49673
2023-10-21,7.84313
2023-10-22,10.45751
2023-10-23,18.95424
2023-10-24,21.56862
2023-10-25,18.30065
2023-10-26,15.68627
2023-10-27,7.84313
2023-10-28,9.80392
2023-10-29,17.64705
2023-10-30,20.26143
2023-10-31,20.26143
2023-11-01,19.60784
2023-11-02,43.13725
2023-11-03,33.33333
2023-11-04,19.60784
2023-11-05,15.03267
2023-11-06,23.52941
2023-11-07,28.10457
2023-11-08,28.10457
2023-11-09,18.95424
2023-11-10,27.45098
2023-11-11,10.45751
2023-11-12,11.7647
2023-11-13,14.37908
2023-11-14,16.33986
2023-11-15,33.33333
2023-11-16,37.90849
2023-11-17,15.68627
2023-11-18,10.45751
2023-11-19,9.15032
2023-11-20,22.22222
2023-11-21,31.37254
2023-11-22,20.91503
2023-11-23,10.45751
2023-11-24,28.10457
2023-11-25,9.15032
2023-11-26,7.18954
2023-11-27,5.88235
2023-11-28,16.99346
2023-11-29,16.33986
2023-11-30,24.8366
2023-12-01,20.91503
2023-12-02,3.92156
2023-12-03,7.18954
2023-12-04,10.45751
2023-12-05,13.07189
2023-12-06,24.183
2023-12-07,19.60784
2023-12-08,22.22222
2023-12-09,16.99346
2023-12-10,15.68627
2023-12-11,23.52941
2023-12-12,19.60784
2023-12-13,18.95424
2023-12-14,24.8366
2023-12-15,29.41176
2023-12-16,15.03267
2023-12-17,8.49673
2023-12-18,27.45098
2023-12-19,18.30065
2023-12-20,26.79738
2023-12-21,20.26143
2023-12-22,13.72549
2023-12-23,13.07189
2023-12-24,17.64705
2023-12-25,18.30065
2023-12-26,18.95424
2023-12-27,23.52941
2023-12-28,26.14379
2023-12-29,24.8366
2023-12-30,24.183
2023-12-31,20.91503
2024-01-01,39.21568
2024-01-02,70.58823
2024-01-03,66.66666
2024-01-04,42.48366
2024-01-05,48.36601
2024-01-06,28.10457
2024-01-07,26.79738
2024-01-08,45.75163
2024-01-09,67.32026
2024-01-10,63.39869
2024-01-11,55.55555
2024-01-12,51.63398
2024-01-13,19.60784
2024-01-14,18.95424
2024-01-15,31.37254
2024-01-16,29.41176
2024-01-17,32.02614
2024-01-18,47.71241
2024-01-19,54.90196
2024-01-20,64.05228
2024-01-21,46.40522
2024-01-22,79.73856
2024-01-23,81.69934
2024-01-24,58.82352
2024-01-25,56.86274
2024-01-26,40.52287
2024-01-27,30.71895
2024-01-28,44.44444
2024-01-29,54.90196
2024-01-30,41.17647
2024-01-31,35.94771
2024-02-01,27.45098
2024-02-02,26.79738
2024-02-03,24.183
2024-02-04,16.99346
2024-02-05,31.37254
2024-02-06,26.79738
2024-02-07,21.56862
2024-02-08,17.64705
2024-02-09,17.64705
2024-02-10,25.49019
2024-02-11,24.183
2024-02-12,23.52941
2024-02-13,97.38562
2024-02-14,64.70588
2024-02-15,79.08496
2024-02-16,83.00653
2024-02-17,39.21568
2024-02-18,51.63398
2024-02-19,90.19607
2024-02-20,68.62745
2024-02-21,53.59477
2024-02-22,63.39869
2024-02-23,99.3464
2024-02-24,79.73856
2024-02-25,70.58823
2024-02-26,100.0
2024-02-27,57.51633
2024-02-28,69.28104
2024-02-29,81.04575
2024-03-01,49.0196
2024-03-02,85.62091
2024-03-03,82.35294
2024-03-04,73.20261
2024-03-05,77.77777
2024-03-06,57.51633
2024-03-07,52.28758
2024-03-08,56.20915
2024-03-09,34.64052
2024-03-10,40.52287
2024-03-11,60.78431
2024-03-12,78.43137
2024-03-13,77.12418
2024-03-14,69.28104
2024-03-15,60.13071
2024-03-16,31.37254
2024-03-17,43.79084
2024-03-18,56.20915
2024-03-19,46.40522
2024-03-20,69.28104
