date,자동차다이렉트보험
2020-09-06,37.04697
2020-09-07,67.71812
2020-09-08,68.79194
2020-09-09,61.20805
2020-09-10,65.16778
2020-09-11,60.46979
2020-09-12,33.22147
2020-09-13,34.02684
2020-09-14,68.45637
2020-09-15,72.01342
2020-09-16,64.22818
2020-09-17,60.33557
2020-09-18,51.14093
2020-09-19,28.32214
2020-09-20,32.14765
2020-09-21,70.67114
2020-09-22,67.31543
2020-09-23,67.58389
2020-09-24,62.01342
2020-09-25,51.87919
2020-09-26,28.05369
2020-09-27,29.73154
2020-09-28,70.87248
2020-09-29,52.28187
2020-09-30,29.59731
2020-10-01,24.89932
2020-10-02,24.16107
2020-10-03,26.7114
2020-10-04,32.08053
2020-10-05,90.46979
2020-10-06,80.13422
2020-10-07,76.84563
2020-10-08,66.24161
2020-10-09,33.48993
2020-10-10,30.40268
2020-10-11,36.37583
2020-10-12,83.42281
2020-10-13,66.51006
2020-10-14,71.67785
2020-10-15,61.87919
2020-10-16,57.51677
2020-10-17,30.06711
2020-10-18,33.22147
2020-10-19,71.81208
2020-10-20,72.4161
2020-10-21,68.52348
2020-10-22,66.64429
2020-10-23,63.48993
2020-10-24,31.87919
2020-10-25,34.16107
2020-10-26,73.08724
2020-10-27,67.78523
2020-10-28,63.89261
2020-10-29,60.33557
2020-10-30,57.98657
2020-10-31,30.60402
2020-11-01,34.16107
2020-11-02,78.52348
2020-11-03,67.31543
2020-11-04,63.75838
2020-11-05,56.64429
2020-11-06,59.66442
2020-11-07,34.42953
2020-11-08,33.42281
2020-11-09,69.79865
2020-11-10,68.18791
2020-11-11,63.75838
2020-11-12,61.81208
2020-11-13,54.56375
2020-11-14,31.74496
2020-11-15,36.10738
2020-11-16,69.32885
2020-11-17,61.07382
2020-11-18,65.70469
2020-11-19,63.8255
2020-11-20,61.47651
2020-11-21,31.00671
2020-11-22,36.57718
2020-11-23,71.87919
2020-11-24,65.43624
2020-11-25,64.2953
2020-11-26,66.24161
2020-11-27,54.09395
2020-11-28,33.69127
2020-11-29,33.15436
2020-11-30,64.83221
2020-12-01,73.89261
2020-12-02,64.7651
2020-12-03,72.28187
2020-12-04,63.48993
2020-12-05,33.22147
2020-12-06,35.90604
2020-12-07,75.57046
2020-12-08,64.63087
2020-12-09,70.33557
2020-12-10,68.99328
2020-12-11,68.5906
2020-12-12,34.96644
2020-12-13,38.1208
2020-12-14,71.34228
2020-12-15,69.19463
2020-12-16,69.66442
2020-12-17,62.34899
2020-12-18,53.22147
2020-12-19,34.36241
2020-12-20,35.57046
2020-12-21,69.39597
2020-12-22,70.53691
2020-12-23,61.07382
2020-12-24,54.56375
2020-12-25,26.10738
2020-12-26,33.62416
2020-12-27,39.5302
2020-12-28,78.85906
2020-12-29,61.40939
2020-12-30,54.69798
2020-12-31,49.66442
2021-01-01,34.7651
2021-01-02,33.95973
2021-01-03,37.1812
2021-01-04,79.93288
2021-01-05,80.06711
2021-01-06,75.36912
2021-01-07,62.75167
2021-01-08,57.51677
2021-01-09,36.77852
2021-01-10,35.43624
2021-01-11,71.47651
2021-01-12,71.74496
2021-01-13,65.90604
2021-01-14,65.50335
2021-01-15,60.67114
2021-01-16,37.1812
2021-01-17,39.93288
2021-01-18,72.8859
2021-01-19,62.08053
2021-01-20,60.73825
2021-01-21,55.57046
2021-01-22,58.79194
2021-01-23,34.09395
2021-01-24,37.24832
2021-01-25,72.75167
2021-01-26,58.38926
2021-01-27,63.22147
2021-01-28,59.59731
2021-01-29,53.3557
2021-01-30,28.79194
2021-01-31,30.46979
2021-02-01,61.87919
2021-02-02,59.26174
2021-02-03,57.38255
2021-02-04,49.5302
2021-02-05,54.36241
2021-02-06,33.95973
2021-02-07,31.14093
2021-02-08,63.08724
2021-02-09,50.40268
2021-02-10,51.9463
2021-02-11,25.03355
2021-02-12,22.14765
2021-02-13,26.10738
2021-02-14,32.8859
2021-02-15,75.43624
2021-02-16,78.45637
2021-02-17,68.99328
2021-02-18,62.68456
2021-02-19,50.40268
2021-02-20,27.51677
2021-02-21,32.61744
2021-02-22,67.78523
2021-02-23,63.62416
2021-02-24,61.34228
2021-02-25,68.05369
2021-02-26,52.28187
2021-02-27,31.74496
2021-02-28,30.26845
2021-03-01,40.73825
2021-03-02,71.61073
2021-03-03,65.36912
2021-03-04,69.26174
2021-03-05,54.22818
2021-03-06,35.50335
2021-03-07,39.32885
2021-03-08,70.06711
2021-03-09,62.95302
2021-03-10,63.15436
2021-03-11,60.40268
2021-03-12,48.79194
2021-03-13,28.32214
2021-03-14,30.13422
2021-03-15,67.98657
2021-03-16,59.26174
2021-03-17,58.32214
2021-03-18,60.46979
2021-03-19,51.67785
2021-03-20,30.73825
2021-03-21,32.61744
2021-03-22,67.51677
2021-03-23,55.36912
2021-03-24,53.02013
2021-03-25,56.24161
2021-03-26,51.40939
2021-03-27,28.45637
2021-03-28,35.03355
2021-03-29,67.85234
2021-03-30,55.10067
2021-03-31,54.56375
2021-04-01,45.83892
2021-04-02,42.61744
2021-04-03,26.64429
2021-04-04,34.22818
2021-04-05,61.81208
2021-04-06,55.36912
2021-04-07,49.39597
2021-04-08,52.95302
2021-04-09,51.07382
2021-04-10,30.40268
2021-04-11,25.63758
2021-04-12,67.58389
2021-04-13,61.40939
2021-04-14,57.24832
2021-04-15,48.25503
2021-04-16,50.33557
2021-04-17,27.85234
2021-04-18,29.26174
2021-04-19,67.71812
2021-04-20,60.53691
2021-04-21,51.20805
2021-04-22,50.06711
2021-04-23,45.77181
2021-04-24,28.18791
2021-04-25,31.27516
2021-04-26,56.24161
2021-04-27,45.10067
2021-04-28,52.81879
2021-04-29,48.99328
2021-04-30,48.25503
2021-05-01,30.93959
2021-05-02,30.0
2021-05-03,67.91946
2021-05-04,50.26845
2021-05-05,32.61744
2021-05-06,64.42953
2021-05-07,51.61073
2021-05-08,31.61073
2021-05-09,29.73154
2021-05-10,68.38926
2021-05-11,67.24832
2021-05-12,58.32214
2021-05-13,57.24832
2021-05-14,47.71812
2021-05-15,30.80536
2021-05-16,36.10738
2021-05-17,60.46979
2021-05-18,57.85234
2021-05-19,30.53691
2021-05-20,62.4161
2021-05-21,49.26174
2021-05-22,28.92617
2021-05-23,29.0604
2021-05-24,67.78523
2021-05-25,61.00671
2021-05-26,57.651
2021-05-27,52.61744
2021-05-28,46.04026
2021-05-29,26.77852
2021-05-30,30.40268
2021-05-31,56.57718
2021-06-01,56.57718
2021-06-02,55.10067
2021-06-03,60.13422
2021-06-04,52.34899
2021-06-05,29.5302
2021-06-06,29.86577
2021-06-07,64.69798
2021-06-08,50.60402
2021-06-09,56.91275
2021-06-10,52.68456
2021-06-11,48.32214
2021-06-12,30.0
2021-06-13,28.85906
2021-06-14,68.32214
2021-06-15,58.92617
2021-06-16,56.51006
2021-06-17,52.01342
2021-06-18,47.11409
2021-06-19,25.23489
2021-06-20,29.19463
2021-06-21,65.63758
2021-06-22,54.22818
2021-06-23,57.85234
2021-06-24,53.22147
2021-06-25,48.18791
2021-06-26,26.04026
2021-06-27,28.25503
2021-06-28,58.05369
2021-06-29,51.14093
2021-06-30,50.60402
2021-07-01,61.40939
2021-07-02,48.92617
2021-07-03,30.40268
2021-07-04,30.06711
2021-07-05,62.61744
2021-07-06,56.51006
2021-07-07,54.56375
2021-07-08,53.42281
2021-07-09,51.47651
2021-07-10,29.93288
2021-07-11,29.32885
2021-07-12,66.64429
2021-07-13,62.75167
2021-07-14,52.75167
2021-07-15,55.77181
2021-07-16,45.70469
2021-07-17,26.7114
2021-07-18,35.70469
2021-07-19,61.34228
2021-07-20,55.43624
2021-07-21,55.63758
2021-07-22,56.64429
2021-07-23,51.67785
2021-07-24,30.93959
2021-07-25,28.85906
2021-07-26,58.1208
2021-07-27,58.65771
2021-07-28,54.09395
2021-07-29,53.89261
2021-07-30,45.10067
2021-07-31,26.17449
2021-08-01,25.97315
2021-08-02,58.5906
2021-08-03,52.48322
2021-08-04,49.79865
2021-08-05,54.56375
2021-08-06,48.5906
2021-08-07,25.36912
2021-08-08,27.91946
2021-08-09,59.5302
2021-08-10,51.20805
2021-08-11,50.13422
2021-08-12,50.67114
2021-08-13,41.47651
2021-08-14,26.91275
2021-08-15,28.18791
2021-08-16,36.24161
2021-08-17,61.40939
2021-08-18,55.57046
2021-08-19,51.20805
2021-08-20,52.08053
2021-08-21,29.39597
2021-08-22,31.54362
2021-08-23,58.72483
2021-08-24,54.69798
2021-08-25,50.73825
2021-08-26,49.12751
2021-08-27,47.31543
2021-08-28,27.91946
2021-08-29,29.5302
2021-08-30,57.98657
2021-08-31,50.53691
2021-09-01,55.90604
2021-09-02,50.26845
2021-09-03,47.11409
2021-09-04,24.96644
2021-09-05,27.78523
2021-09-06,55.03355
2021-09-07,53.42281
2021-09-08,52.75167
2021-09-09,43.15436
2021-09-10,48.52348
2021-09-11,28.25503
2021-09-12,29.93288
2021-09-13,52.14765
2021-09-14,56.7114
2021-09-15,52.48322
2021-09-16,51.81208
2021-09-17,46.10738
2021-09-18,22.4161
2021-09-19,17.31543
2021-09-20,18.05369
2021-09-21,16.24161
2021-09-22,28.79194
2021-09-23,63.8255
2021-09-24,51.40939
2021-09-25,31.67785
2021-09-26,30.40268
2021-09-27,64.42953
2021-09-28,58.65771
2021-09-29,53.42281
2021-09-30,53.75838
2021-10-01,42.8859
2021-10-02,25.90604
2021-10-03,23.95973
2021-10-04,36.10738
2021-10-05,64.49664
2021-10-06,50.73825
2021-10-07,55.03355
2021-10-08,51.61073
2021-10-09,24.89932
2021-10-10,28.85906
2021-10-11,39.39597
2021-10-12,64.83221
2021-10-13,60.73825
2021-10-14,58.79194
2021-10-15,39.0604
2021-10-16,25.77181
2021-10-17,24.22818
2021-10-18,53.42281
2021-10-19,51.00671
2021-10-20,48.38926
2021-10-21,48.99328
2021-10-22,41.9463
2021-10-23,26.84563
2021-10-24,27.85234
2021-10-25,54.09395
2021-10-26,57.24832
2021-10-27,44.63087
2021-10-28,47.98657
2021-10-29,48.65771
2021-10-30,23.8255
2021-10-31,25.70469
2021-11-01,54.2953
2021-11-02,59.66442
2021-11-03,51.14093
2021-11-04,51.61073
2021-11-05,40.80536
2021-11-06,24.56375
2021-11-07,25.23489
2021-11-08,56.7114
2021-11-09,50.06711
2021-11-10,43.02013
2021-11-11,49.93288
2021-11-12,36.37583
2021-11-13,22.48322
2021-11-14,24.69798
2021-11-15,47.24832
2021-11-16,53.02013
2021-11-17,48.25503
2021-11-18,41.54362
2021-11-19,44.02684
2021-11-20,24.16107
2021-11-21,25.23489
2021-11-22,53.48993
2021-11-23,47.31543
2021-11-24,51.54362
2021-11-25,41.00671
2021-11-26,38.79194
2021-11-27,17.651
2021-11-28,23.42281
2021-11-29,58.18791
2021-11-30,44.02684
2021-12-01,50.93959
2021-12-02,49.39597
2021-12-03,40.60402
2021-12-04,24.96644
2021-12-05,24.89932
2021-12-06,55.23489
2021-12-07,51.54362
2021-12-08,51.14093
2021-12-09,44.42953
2021-12-10,43.48993
2021-12-11,23.89261
2021-12-12,22.55033
2021-12-13,61.9463
2021-12-14,52.81879
2021-12-15,48.5906
2021-12-16,49.32885
2021-12-17,42.28187
2021-12-18,28.32214
2021-12-19,31.61073
2021-12-20,51.54362
2021-12-21,53.8255
2021-12-22,53.02013
2021-12-23,44.7651
2021-12-24,35.77181
2021-12-25,20.80536
2021-12-26,31.74496
2021-12-27,54.02684
2021-12-28,51.40939
2021-12-29,47.58389
2021-12-30,44.09395
2021-12-31,34.69798
2022-01-01,30.40268
2022-01-02,32.14765
2022-01-03,64.2953
2022-01-04,56.7114
2022-01-05,55.83892
2022-01-06,50.13422
2022-01-07,47.58389
2022-01-08,30.67114
2022-01-09,32.68456
2022-01-10,62.55033
2022-01-11,55.10067
2022-01-12,57.38255
2022-01-13,50.06711
2022-01-14,46.17449
2022-01-15,31.9463
2022-01-16,32.55033
2022-01-17,61.9463
2022-01-18,53.48993
2022-01-19,45.57046
2022-01-20,48.1208
2022-01-21,47.11409
2022-01-22,28.85906
2022-01-23,26.37583
2022-01-24,54.02684
2022-01-25,55.50335
2022-01-26,47.98657
2022-01-27,45.77181
2022-01-28,47.11409
2022-01-29,24.83221
2022-01-30,20.80536
2022-01-31,20.67114
2022-02-01,23.48993
2022-02-02,29.32885
2022-02-03,61.74496
2022-02-04,53.15436
2022-02-05,30.73825
2022-02-06,29.86577
2022-02-07,58.85906
2022-02-08,50.73825
2022-02-09,56.57718
2022-02-10,50.0
2022-02-11,53.22147
2022-02-12,31.87919
2022-02-13,30.26845
2022-02-14,60.67114
2022-02-15,55.70469
2022-02-16,58.5906
2022-02-17,48.05369
2022-02-18,47.71812
2022-02-19,28.99328
2022-02-20,35.36912
2022-02-21,61.81208
2022-02-22,58.99328
2022-02-23,60.13422
2022-02-24,57.98657
2022-02-25,51.20805
2022-02-26,31.14093
2022-02-27,31.74496
2022-02-28,53.69127
2022-03-01,39.5302
2022-03-02,63.28859
2022-03-03,56.7114
2022-03-04,54.22818
2022-03-05,34.2953
2022-03-06,33.89261
2022-03-07,60.87248
2022-03-08,52.81879
2022-03-09,33.55704
2022-03-10,60.33557
2022-03-11,57.31543
2022-03-12,30.53691
2022-03-13,35.23489
2022-03-14,61.40939
2022-03-15,58.65771
2022-03-16,51.47651
2022-03-17,54.09395
2022-03-18,46.04026
2022-03-19,29.0604
2022-03-20,30.80536
2022-03-21,62.81879
2022-03-22,61.00671
2022-03-23,50.0
2022-03-24,48.1208
2022-03-25,48.45637
2022-03-26,31.54362
2022-03-27,25.10067
2022-03-28,53.28859
2022-03-29,52.48322
2022-03-30,50.73825
2022-03-31,48.38926
2022-04-01,45.16778
2022-04-02,29.86577
2022-04-03,33.8255
2022-04-04,59.59731
2022-04-05,58.32214
2022-04-06,52.14765
2022-04-07,48.52348
2022-04-08,46.77852
2022-04-09,23.3557
2022-04-10,26.24161
2022-04-11,56.97986
2022-04-12,52.08053
2022-04-13,56.24161
2022-04-14,55.83892
2022-04-15,54.02684
2022-04-16,24.2953
2022-04-17,32.34899
2022-04-18,54.89932
2022-04-19,48.1208
2022-04-20,56.10738
2022-04-21,52.48322
2022-04-22,47.44966
2022-04-23,25.77181
2022-04-24,26.77852
2022-04-25,56.7114
2022-04-26,54.2953
2022-04-27,42.21476
2022-04-28,45.70469
2022-04-29,43.55704
2022-04-30,24.49664
2022-05-01,25.30201
2022-05-02,61.20805
2022-05-03,52.55033
2022-05-04,48.18791
2022-05-05,30.0
2022-05-06,49.66442
2022-05-07,23.62416
2022-05-08,25.97315
2022-05-09,60.13422
2022-05-10,54.83221
2022-05-11,58.5906
2022-05-12,52.01342
2022-05-13,50.80536
2022-05-14,30.53691
2022-05-15,27.31543
2022-05-16,63.15436
2022-05-17,48.45637
2022-05-18,48.5906
2022-05-19,43.15436
2022-05-20,41.74496
2022-05-21,24.02684
2022-05-22,27.651
2022-05-23,57.58389
2022-05-24,50.26845
2022-05-25,42.34899
2022-05-26,50.33557
2022-05-27,44.16107
2022-05-28,24.22818
2022-05-29,24.36241
2022-05-30,53.75838
2022-05-31,47.04697
2022-06-01,32.21476
2022-06-02,52.4161
2022-06-03,44.63087
2022-06-04,24.09395
2022-06-05,22.95302
2022-06-06,32.48322
2022-06-07,52.81879
2022-06-08,51.07382
2022-06-09,53.42281
2022-06-10,43.62416
2022-06-11,20.40268
2022-06-12,23.95973
2022-06-13,51.20805
2022-06-14,55.63758
2022-06-15,55.97315
2022-06-16,51.61073
2022-06-17,42.55033
2022-06-18,24.2953
2022-06-19,26.91275
2022-06-20,59.86577
2022-06-21,50.73825
2022-06-22,50.33557
2022-06-23,46.97986
2022-06-24,40.46979
2022-06-25,24.2953
2022-06-26,22.4161
2022-06-27,53.55704
2022-06-28,47.11409
2022-06-29,51.40939
2022-06-30,45.23489
2022-07-01,43.15436
2022-07-02,26.97986
2022-07-03,27.04697
2022-07-04,58.92617
2022-07-05,53.28859
2022-07-06,52.81879
2022-07-07,50.26845
2022-07-08,42.55033
2022-07-09,24.56375
2022-07-10,19.79865
2022-07-11,55.36912
2022-07-12,49.5302
2022-07-13,50.67114
2022-07-14,46.44295
2022-07-15,44.83221
2022-07-16,24.42953
2022-07-17,27.38255
2022-07-18,53.08724
2022-07-19,44.63087
2022-07-20,51.67785
2022-07-21,40.73825
2022-07-22,41.67785
2022-07-23,19.86577
2022-07-24,27.04697
2022-07-25,48.85906
2022-07-26,43.55704
2022-07-27,46.7114
2022-07-28,40.0
2022-07-29,41.07382
2022-07-30,23.22147
2022-07-31,23.15436
2022-08-01,48.18791
2022-08-02,44.69798
2022-08-03,43.95973
2022-08-04,44.96644
2022-08-05,42.75167
2022-08-06,24.83221
2022-08-07,23.69127
2022-08-08,47.58389
2022-08-09,44.96644
2022-08-10,47.51677
2022-08-11,46.24161
2022-08-12,45.90604
2022-08-13,21.67785
2022-08-14,21.47651
2022-08-15,23.22147
2022-08-16,53.22147
2022-08-17,54.96644
2022-08-18,52.55033
2022-08-19,43.42281
2022-08-20,24.2953
2022-08-21,19.32885
2022-08-22,53.69127
2022-08-23,49.12751
2022-08-24,42.8859
2022-08-25,42.61744
2022-08-26,41.54362
2022-08-27,23.62416
2022-08-28,24.89932
2022-08-29,46.91275
2022-08-30,42.68456
2022-08-31,43.22147
2022-09-01,43.95973
2022-09-02,41.34228
2022-09-03,22.28187
2022-09-04,25.10067
2022-09-05,45.57046
2022-09-06,45.16778
2022-09-07,45.70469
2022-09-08,39.12751
2022-09-09,18.05369
2022-09-10,17.58389
2022-09-11,18.25503
2022-09-12,23.75838
2022-09-13,58.65771
2022-09-14,48.25503
2022-09-15,46.57718
2022-09-16,42.4161
2022-09-17,22.4161
2022-09-18,24.22818
2022-09-19,46.10738
2022-09-20,48.38926
2022-09-21,45.77181
2022-09-22,42.75167
2022-09-23,35.90604
2022-09-24,22.21476
2022-09-25,25.77181
2022-09-26,48.65771
2022-09-27,48.79194
2022-09-28,46.64429
2022-09-29,43.75838
2022-09-30,35.97315
2022-10-01,14.42953
2022-10-02,13.08724
2022-10-03,19.19463
2022-10-04,42.55033
2022-10-05,37.58389
2022-10-06,34.89932
2022-10-07,32.4161
2022-10-08,13.69127
2022-10-09,14.96644
2022-10-10,18.99328
2022-10-11,38.32214
2022-10-12,36.04026
2022-10-13,34.16107
2022-10-14,33.62416
2022-10-15,16.7114
2022-10-16,20.0
2022-10-17,40.20134
2022-10-18,42.01342
2022-10-19,34.49664
2022-10-20,38.45637
2022-10-21,34.22818
2022-10-22,17.24832
2022-10-23,21.81208
2022-10-24,39.46308
2022-10-25,45.36912
2022-10-26,41.81208
2022-10-27,39.32885
2022-10-28,37.98657
2022-10-29,16.10738
2022-10-30,18.85906
2022-10-31,43.75838
2022-11-01,39.66442
2022-11-02,43.8255
2022-11-03,39.19463
2022-11-04,37.78523
2022-11-05,19.12751
2022-11-06,19.66442
2022-11-07,41.81208
2022-11-08,43.89261
2022-11-09,40.46979
2022-11-10,38.25503
2022-11-11,32.34899
2022-11-12,17.85234
2022-11-13,21.27516
2022-11-14,43.95973
2022-11-15,42.08053
2022-11-16,47.71812
2022-11-17,42.95302
2022-11-18,38.32214
2022-11-19,18.52348
2022-11-20,22.28187
2022-11-21,47.91946
2022-11-22,42.01342
2022-11-23,44.2953
2022-11-24,38.18791
2022-11-25,34.16107
2022-11-26,22.14765
2022-11-27,23.3557
2022-11-28,37.38255
2022-11-29,41.20805
2022-11-30,41.14093
2022-12-01,40.93959
2022-12-02,36.37583
2022-12-03,22.08053
2022-12-04,26.10738
2022-12-05,48.85906
2022-12-06,44.42953
2022-12-07,43.69127
2022-12-08,46.10738
2022-12-09,34.83221
2022-12-10,24.22818
2022-12-11,26.17449
2022-12-12,47.78523
2022-12-13,45.77181
2022-12-14,47.1812
2022-12-15,40.20134
2022-12-16,38.79194
2022-12-17,20.06711
2022-12-18,25.70469
2022-12-19,46.30872
2022-12-20,49.73154
2022-12-21,46.10738
2022-12-22,41.34228
2022-12-23,39.32885
2022-12-24,23.3557
2022-12-25,19.66442
2022-12-26,50.33557
2022-12-27,54.83221
2022-12-28,43.8255
2022-12-29,46.44295
2022-12-30,40.67114
2022-12-31,20.53691
2023-01-01,27.24832
2023-01-02,54.7651
2023-01-03,51.87919
2023-01-04,50.53691
2023-01-05,48.5906
2023-01-06,40.93959
2023-01-07,21.00671
2023-01-08,25.70469
2023-01-09,55.23489
2023-01-10,51.27516
2023-01-11,37.31543
2023-01-12,43.3557
2023-01-13,45.63758
2023-01-14,25.70469
2023-01-15,25.03355
2023-01-16,50.46979
2023-01-17,50.73825
2023-01-18,44.96644
2023-01-19,37.1812
2023-01-20,27.38255
2023-01-21,13.15436
2023-01-22,15.03355
2023-01-23,14.63087
2023-01-24,20.26845
2023-01-25,56.30872
2023-01-26,45.36912
2023-01-27,42.8859
2023-01-28,24.69798
2023-01-29,22.21476
2023-01-30,45.36912
2023-01-31,44.89932
2023-02-01,46.37583
2023-02-02,45.50335
2023-02-03,44.96644
2023-02-04,23.3557
2023-02-05,25.77181
2023-02-06,47.1812
2023-02-07,54.36241
2023-02-08,44.96644
2023-02-09,44.16107
2023-02-10,37.51677
2023-02-11,21.61073
2023-02-12,25.36912
2023-02-13,51.74496
2023-02-14,48.32214
2023-02-15,42.81879
2023-02-16,47.85234
2023-02-17,35.57046
2023-02-18,21.74496
2023-02-19,26.30872
2023-02-20,50.80536
2023-02-21,46.44295
2023-02-22,42.48322
2023-02-23,45.36912
2023-02-24,40.67114
2023-02-25,25.03355
2023-02-26,24.89932
2023-02-27,55.03355
2023-02-28,44.42953
2023-03-01,33.3557
2023-03-02,52.48322
2023-03-03,44.7651
2023-03-04,31.07382
2023-03-05,27.1812
2023-03-06,52.55033
2023-03-07,53.15436
2023-03-08,46.51006
2023-03-09,45.90604
2023-03-10,41.00671
2023-03-11,25.03355
2023-03-12,25.70469
2023-03-13,54.2953
2023-03-14,46.44295
2023-03-15,45.83892
2023-03-16,46.7114
2023-03-17,37.38255
2023-03-18,23.48993
2023-03-19,25.77181
2023-03-20,50.20134
2023-03-21,47.51677
2023-03-22,43.89261
2023-03-23,45.70469
2023-03-24,44.22818
2023-03-25,24.49664
2023-03-26,22.34899
2023-03-27,51.34228
2023-03-28,50.73825
2023-03-29,49.66442
2023-03-30,43.62416
2023-03-31,38.72483
2023-04-01,20.60402
2023-04-02,23.08724
2023-04-03,46.57718
2023-04-04,48.18791
2023-04-05,46.84563
2023-04-06,47.38255
2023-04-07,39.39597
2023-04-08,21.20805
2023-04-09,22.8859
2023-04-10,46.10738
2023-04-11,48.85906
2023-04-12,43.48993
2023-04-13,45.16778
2023-04-14,40.80536
2023-04-15,21.07382
2023-04-16,21.54362
2023-04-17,43.15436
2023-04-18,45.23489
2023-04-19,42.8859
2023-04-20,42.14765
2023-04-21,37.1812
2023-04-22,22.48322
2023-04-23,24.69798
2023-04-24,52.08053
2023-04-25,40.33557
2023-04-26,42.21476
2023-04-27,41.14093
2023-04-28,38.5906
2023-04-29,20.53691
2023-04-30,20.46979
2023-05-01,33.62416
2023-05-02,46.24161
2023-05-03,48.65771
2023-05-04,38.85906
2023-05-05,22.14765
2023-05-06,21.61073
2023-05-07,22.68456
2023-05-08,48.52348
2023-05-09,49.46308
2023-05-10,42.81879
2023-05-11,45.77181
2023-05-12,37.71812
2023-05-13,21.00671
2023-05-14,21.74496
2023-05-15,50.26845
2023-05-16,47.651
2023-05-17,42.8859
2023-05-18,42.28187
2023-05-19,35.03355
2023-05-20,20.53691
2023-05-21,19.39597
2023-05-22,51.47651
2023-05-23,45.90604
2023-05-24,44.22818
2023-05-25,44.09395
2023-05-26,36.30872
2023-05-27,19.32885
2023-05-28,17.98657
