date,중개수수료계산기
2023-05-30,80.17402
2023-05-31,88.28464
2023-06-01,75.45059
2023-06-02,65.22684
2023-06-03,53.48042
2023-06-04,35.27035
2023-06-05,71.59726
2023-06-06,53.66687
2023-06-07,74.36295
2023-06-08,66.9049
2023-06-09,71.97016
2023-06-10,57.61342
2023-06-11,35.61218
2023-06-12,73.52392
2023-06-13,71.84586
2023-06-14,73.77252
2023-06-15,76.75574
2023-06-16,69.45307
2023-06-17,56.18396
2023-06-18,32.75326
2023-06-19,73.95898
2023-06-20,75.04661
2023-06-21,68.95587
2023-06-22,71.13113
2023-06-23,69.73275
2023-06-24,58.91858
2023-06-25,35.79863
2023-06-26,75.35736
2023-06-27,75.57489
2023-06-28,72.34307
2023-06-29,69.2977
2023-06-30,77.5637
2023-07-01,60.81417
2023-07-02,31.26165
2023-07-03,77.15972
2023-07-04,69.422
2023-07-05,73.6793
2023-07-06,73.33747
2023-07-07,71.28651
2023-07-08,57.24052
2023-07-09,32.10068
2023-07-10,78.02983
2023-07-11,66.62523
2023-07-12,71.65941
2023-07-13,63.45556
2023-07-14,63.20696
2023-07-15,56.65009
2023-07-16,33.59229
2023-07-17,74.3008
2023-07-18,66.96706
2023-07-19,71.06898
2023-07-20,73.08887
2023-07-21,69.98135
2023-07-22,54.133
2023-07-23,33.00186
2023-07-24,74.11435
2023-07-25,75.51274
2023-07-26,75.04661
2023-07-27,69.39092
2023-07-28,70.63393
2023-07-29,56.61901
2023-07-30,33.74766
2023-07-31,75.57489
2023-08-01,70.60285
2023-08-02,62.55438
2023-08-03,59.1361
2023-08-04,64.26351
2023-08-05,52.92106
2023-08-06,32.93971
2023-08-07,72.74704
2023-08-08,70.85146
2023-08-09,64.51211
2023-08-10,56.46364
2023-08-11,65.75512
2023-08-12,57.73772
2023-08-13,34.02734
2023-08-14,77.00435
2023-08-15,62.33685
2023-08-16,80.08079
2023-08-17,71.28651
2023-08-18,73.555
2023-08-19,60.47234
2023-08-20,37.84959
2023-08-21,78.93101
2023-08-22,75.17091
2023-08-23,71.56619
2023-08-24,75.38844
2023-08-25,77.96768
2023-08-26,62.7719
2023-08-27,39.2169
2023-08-28,82.34928
2023-08-29,76.47607
2023-08-30,78.80671
2023-08-31,81.41702
2023-09-01,72.56059
2023-09-02,57.8931
2023-09-03,34.64885
2023-09-04,78.09198
2023-09-05,72.18769
2023-09-06,72.09446
2023-09-07,69.17339
2023-09-08,70.38533
2023-09-09,56.55686
2023-09-10,34.36917
2023-09-11,77.65692
2023-09-12,71.56619
2023-09-13,66.09695
2023-09-14,68.21006
2023-09-15,67.86824
2023-09-16,54.84773
2023-09-17,31.3238
2023-09-18,72.68489
2023-09-19,66.43878
2023-09-20,65.00932
2023-09-21,61.03169
2023-09-22,66.1591
2023-09-23,53.20074
2023-09-24,31.26165
2023-09-25,70.10565
2023-09-26,65.07147
2023-09-27,53.07644
2023-09-28,19.6706
2023-09-29,11.09384
2023-09-30,14.94717
2023-10-01,18.48974
2023-10-02,32.97078
2023-10-03,41.67184
2023-10-04,77.03542
2023-10-05,77.90553
2023-10-06,78.58918
2023-10-07,61.9018
2023-10-08,33.25046
2023-10-09,56.55686
2023-10-10,80.39154
2023-10-11,79.36606
2023-10-12,74.23865
2023-10-13,74.51833
2023-10-14,63.48663
2023-10-15,40.21131
2023-10-16,81.66563
2023-10-17,72.80919
2023-10-18,70.07458
2023-10-19,74.45618
2023-10-20,78.71348
2023-10-21,56.83654
2023-10-22,33.99627
2023-10-23,84.43132
2023-10-24,71.10006
2023-10-25,70.88253
2023-10-26,71.50403
2023-10-27,69.26662
2023-10-28,53.07644
2023-10-29,34.9596
2023-10-30,80.88875
2023-10-31,82.47358
2023-11-01,81.04412
2023-11-02,70.19888
2023-11-03,72.59167
2023-11-04,57.64449
2023-11-05,34.77315
2023-11-06,75.63704
2023-11-07,68.95587
2023-11-08,68.86264
2023-11-09,64.91609
2023-11-10,69.7949
2023-11-11,53.60472
2023-11-12,32.47358
2023-11-13,67.46426
2023-11-14,70.07458
2023-11-15,71.87694
2023-11-16,64.38781
2023-11-17,64.13921
2023-11-18,55.56246
2023-11-19,33.68551
2023-11-20,77.40832
2023-11-21,74.70478
2023-11-22,68.58297
2023-11-23,65.44437
2023-11-24,68.33436
2023-11-25,51.27408
2023-11-26,31.04412
2023-11-27,73.1821
2023-11-28,73.4307
2023-11-29,72.06339
2023-11-30,78.02983
2023-12-01,73.58607
2023-12-02,57.33374
2023-12-03,35.79863
2023-12-04,77.0665
2023-12-05,67.83716
2023-12-06,71.69049
2023-12-07,70.35425
2023-12-08,69.88812
2023-12-09,59.75761
2023-12-10,38.65755
2023-12-11,73.71037
2023-12-12,70.665
2023-12-13,73.21317
2023-12-14,68.98694
2023-12-15,67.99254
2023-12-16,58.66998
2023-12-17,34.12057
2023-12-18,73.21317
2023-12-19,70.60285
2023-12-20,70.0435
2023-12-21,67.09136
2023-12-22,63.82846
2023-12-23,52.05096
2023-12-24,25.41951
2023-12-25,26.78682
2023-12-26,78.4338
2023-12-27,69.9192
2023-12-28,74.48725
2023-12-29,74.26973
2023-12-30,54.10192
2023-12-31,29.33499
2024-01-01,25.54381
2024-01-02,78.34058
2024-01-03,79.49036
2024-01-04,83.18831
2024-01-05,84.52454
2024-01-06,76.9422
2024-01-07,45.92914
2024-01-08,74.67371
2024-01-09,80.57799
2024-01-10,86.48228
2024-01-11,82.16283
2024-01-12,82.38036
2024-01-13,78.89993
2024-01-14,49.75139
2024-01-15,93.56743
2024-01-16,88.75077
2024-01-17,86.0783
2024-01-18,84.8353
2024-01-19,83.56121
2024-01-20,76.78682
2024-01-21,48.07333
2024-01-22,87.19701
2024-01-23,85.17712
2024-01-24,81.821
2024-01-25,81.51025
2024-01-26,84.64885
2024-01-27,76.41392
2024-01-28,47.01678
2024-01-29,91.29894
2024-01-30,83.71659
2024-01-31,92.23119
2024-02-01,85.954
2024-02-02,82.28713
2024-02-03,70.85146
2024-02-04,48.25978
2024-02-05,87.35239
2024-02-06,80.67122
2024-02-07,80.45369
2024-02-08,68.95587
2024-02-09,27.71908
2024-02-10,19.82597
2024-02-11,22.24984
2024-02-12,39.80733
2024-02-13,96.45742
2024-02-14,88.7197
2024-02-15,93.07022
2024-02-16,95.27656
2024-02-17,79.92541
2024-02-18,54.47482
2024-02-19,98.91236
2024-02-20,96.2399
2024-02-21,90.05593
2024-02-22,85.48788
2024-02-23,88.34679
2024-02-24,76.81789
2024-02-25,51.18085
2024-02-26,100.0
2024-02-27,97.42075
2024-02-28,94.18893
2024-02-29,96.95463
2024-03-01,72.43629
2024-03-02,63.64201
2024-03-03,44.22001
2024-03-04,89.31013
2024-03-05,84.61777
2024-03-06,85.7054
2024-03-07,80.39154
2024-03-08,80.79552
2024-03-09,69.14232
2024-03-10,42.66625
2024-03-11,86.04723
2024-03-12,83.65444
2024-03-13,83.68551
2024-03-14,77.4394
2024-03-15,86.29583
2024-03-16,68.33436
2024-03-17,40.05593
2024-03-18,81.78993
2024-03-19,81.78993
2024-03-20,82.16283
