date,국내ETF
2023-05-30,23.83419
2023-05-31,27.20207
2023-06-01,19.68911
2023-06-02,22.53886
2023-06-03,2.3316
2023-06-04,4.66321
2023-06-05,22.79792
2023-06-06,9.84455
2023-06-07,23.31606
2023-06-08,24.87046
2023-06-09,22.79792
2023-06-10,5.44041
2023-06-11,6.73575
2023-06-12,18.91191
2023-06-13,26.68393
2023-06-14,22.79792
2023-06-15,30.31088
2023-06-16,26.1658
2023-06-17,5.18134
2023-06-18,7.51295
2023-06-19,25.12953
2023-06-20,33.93782
2023-06-21,23.57512
2023-06-22,17.09844
2023-06-23,23.57512
2023-06-24,3.1088
2023-06-25,5.44041
2023-06-26,20.20725
2023-06-27,17.87564
2023-06-28,19.68911
2023-06-29,25.3886
2023-06-30,24.87046
2023-07-01,8.80829
2023-07-02,10.36269
2023-07-03,29.79274
2023-07-04,28.75647
2023-07-05,30.05181
2023-07-06,26.68393
2023-07-07,22.79792
2023-07-08,5.44041
2023-07-09,3.36787
2023-07-10,20.98445
2023-07-11,25.12953
2023-07-12,25.90673
2023-07-13,27.97927
2023-07-14,27.46113
2023-07-15,9.32642
2023-07-16,6.21761
2023-07-17,21.50259
2023-07-18,29.27461
2023-07-19,31.34715
2023-07-20,33.67875
2023-07-21,27.20207
2023-07-22,6.47668
2023-07-23,7.51295
2023-07-24,28.4974
2023-07-25,35.23316
2023-07-26,34.19689
2023-07-27,36.52849
2023-07-28,23.57512
2023-07-29,8.03108
2023-07-30,5.69948
2023-07-31,19.43005
2023-08-01,27.46113
2023-08-02,26.42487
2023-08-03,25.12953
2023-08-04,22.53886
2023-08-05,6.99481
2023-08-06,4.92227
2023-08-07,18.13471
2023-08-08,22.79792
2023-08-09,23.31606
2023-08-10,17.87564
2023-08-11,23.31606
2023-08-12,6.73575
2023-08-13,8.54922
2023-08-14,20.72538
2023-08-15,6.99481
2023-08-16,26.42487
2023-08-17,17.35751
2023-08-18,23.05699
2023-08-19,6.99481
2023-08-20,6.73575
2023-08-21,18.65284
2023-08-22,19.68911
2023-08-23,17.87564
2023-08-24,20.98445
2023-08-25,16.83937
2023-08-26,5.44041
2023-08-27,7.77202
2023-08-28,24.09326
2023-08-29,30.56994
2023-08-30,23.31606
2023-08-31,25.3886
2023-09-01,19.68911
2023-09-02,4.40414
2023-09-03,6.21761
2023-09-04,20.20725
2023-09-05,25.12953
2023-09-06,20.46632
2023-09-07,18.91191
2023-09-08,16.32124
2023-09-09,5.44041
2023-09-10,7.77202
2023-09-11,20.20725
2023-09-12,22.79792
2023-09-13,16.83937
2023-09-14,21.24352
2023-09-15,25.3886
2023-09-16,6.21761
2023-09-17,6.99481
2023-09-18,20.20725
2023-09-19,13.98963
2023-09-20,16.83937
2023-09-21,18.39378
2023-09-22,17.87564
2023-09-23,2.59067
2023-09-25,11.65803
2023-09-26,12.43523
2023-09-27,12.43523
2023-09-28,1.5544
2023-09-29,2.07253
2023-09-30,2.84974
2023-10-01,3.88601
2023-10-02,4.92227
2023-10-03,5.69948
2023-10-04,18.39378
2023-10-05,12.6943
2023-10-06,13.4715
2023-10-07,5.18134
2023-10-08,3.62694
2023-10-09,4.92227
2023-10-10,16.06217
2023-10-11,16.83937
2023-10-12,19.94818
2023-10-13,16.06217
2023-10-14,5.18134
2023-10-15,4.92227
2023-10-16,18.65284
2023-10-17,30.31088
2023-10-18,22.02072
2023-10-19,27.20207
2023-10-20,20.98445
2023-10-21,3.36787
2023-10-22,4.92227
2023-10-23,23.57512
2023-10-24,25.12953
2023-10-25,20.98445
2023-10-26,34.45595
2023-10-27,20.72538
2023-10-28,5.95854
2023-10-29,5.18134
2023-10-30,23.83419
2023-10-31,25.64766
2023-11-01,20.98445
2023-11-02,16.83937
2023-11-03,20.20725
2023-11-04,4.40414
2023-11-05,9.06735
2023-11-06,27.46113
2023-11-07,21.50259
2023-11-08,22.27979
2023-11-09,19.43005
2023-11-10,17.61658
2023-11-11,8.03108
2023-11-12,3.62694
2023-11-13,12.95336
2023-11-14,14.50777
2023-11-15,30.56994
2023-11-16,20.20725
2023-11-17,20.46632
2023-11-18,4.92227
2023-11-19,6.99481
2023-11-20,26.1658
2023-11-21,20.72538
2023-11-22,15.8031
2023-11-23,22.53886
2023-11-24,18.39378
2023-11-25,8.03108
2023-11-26,9.06735
2023-11-27,21.50259
2023-11-28,15.8031
2023-11-29,24.35233
2023-11-30,15.28497
2023-12-01,14.2487
2023-12-02,6.99481
2023-12-03,4.14507
2023-12-04,25.64766
2023-12-05,13.98963
2023-12-06,24.35233
2023-12-07,24.09326
2023-12-08,27.46113
2023-12-09,5.95854
2023-12-10,10.36269
2023-12-11,19.68911
2023-12-12,22.53886
2023-12-13,27.7202
2023-12-14,24.87046
2023-12-15,27.97927
2023-12-16,9.06735
2023-12-17,10.36269
2023-12-18,24.61139
2023-12-19,23.05699
2023-12-20,23.57512
2023-12-21,23.57512
2023-12-22,24.35233
2023-12-23,9.06735
2023-12-24,8.29015
2023-12-25,9.84455
2023-12-26,29.01554
2023-12-27,30.31088
2023-12-28,35.23316
2023-12-29,14.76683
2023-12-30,6.73575
2023-12-31,10.88082
2024-01-01,8.54922
2024-01-02,26.68393
2024-01-03,20.72538
2024-01-04,43.52331
2024-01-05,23.31606
2024-01-06,10.88082
2024-01-07,13.73056
2024-01-08,21.24352
2024-01-09,23.31606
2024-01-10,24.35233
2024-01-11,33.16062
2024-01-12,37.04663
2024-01-13,13.21243
2024-01-14,15.28497
2024-01-15,25.90673
2024-01-16,24.87046
2024-01-17,25.64766
2024-01-18,25.3886
2024-01-19,26.42487
2024-01-20,12.17616
2024-01-21,11.39896
2024-01-22,32.64248
2024-01-23,26.1658
2024-01-24,31.86528
2024-01-25,26.42487
2024-01-26,27.20207
2024-01-27,10.10362
2024-01-28,12.6943
2024-01-29,27.7202
2024-01-30,34.19689
2024-01-31,29.53367
2024-02-01,29.27461
2024-02-02,30.82901
2024-02-03,10.88082
2024-02-04,15.8031
2024-02-05,34.19689
2024-02-06,24.61139
2024-02-07,23.83419
2024-02-08,31.08808
2024-02-09,12.6943
2024-02-10,15.8031
2024-02-11,12.17616
2024-02-12,14.50777
2024-02-13,32.90155
2024-02-14,29.53367
2024-02-15,34.97409
2024-02-16,28.75647
2024-02-17,10.10362
2024-02-18,14.2487
2024-02-19,36.01036
2024-02-20,32.12435
2024-02-21,30.05181
2024-02-22,38.8601
2024-02-23,32.38341
2024-02-24,16.06217
2024-02-25,21.76165
2024-02-26,36.52849
2024-02-27,28.75647
2024-02-28,36.52849
2024-02-29,31.86528
2024-03-01,13.21243
2024-03-02,19.68911
2024-03-03,16.32124
2024-03-04,34.19689
2024-03-05,33.93782
2024-03-06,33.16062
2024-03-07,38.60103
2024-03-08,37.56476
2024-03-09,11.39896
2024-03-10,13.73056
2024-03-11,28.4974
2024-03-12,33.41968
2024-03-13,30.05181
2024-03-14,33.16062
2024-03-15,24.09326
2024-03-16,11.39896
2024-03-17,7.51295
2024-03-18,33.16062
2024-03-19,26.42487
2024-03-20,31.86528
