date,의료실비보험
2020-09-02,19.82758
2020-09-03,23.27586
2020-09-04,17.24137
2020-09-05,10.05747
2020-09-06,14.08045
2020-09-07,20.97701
2020-09-08,28.16091
2020-09-09,21.83908
2020-09-10,33.33333
2020-09-11,20.97701
2020-09-12,16.66666
2020-09-13,8.04597
2020-09-14,31.32183
2020-09-15,26.72413
2020-09-16,16.09195
2020-09-17,28.44827
2020-09-18,19.54022
2020-09-19,9.77011
2020-09-20,12.64367
2020-09-21,23.27586
2020-09-22,31.60919
2020-09-23,22.9885
2020-09-24,21.83908
2020-09-25,21.26436
2020-09-26,10.34482
2020-09-27,10.34482
2020-09-28,20.68965
2020-09-29,19.25287
2020-09-30,4.31034
2020-10-01,3.44827
2020-10-02,11.20689
2020-10-03,6.32183
2020-10-04,14.36781
2020-10-05,33.90804
2020-10-06,24.42528
2020-10-07,35.34482
2020-10-08,33.90804
2020-10-09,14.65517
2020-10-10,11.7816
2020-10-11,6.03448
2020-10-12,22.9885
2020-10-13,25.0
2020-10-14,23.56321
2020-10-15,26.72413
2020-10-16,22.12643
2020-10-17,10.05747
2020-10-18,11.20689
2020-10-19,27.5862
2020-10-20,20.97701
2020-10-21,29.5977
2020-10-22,28.44827
2020-10-23,18.96551
2020-10-24,10.91954
2020-10-25,8.04597
2020-10-26,23.85057
2020-10-27,21.83908
2020-10-28,29.02298
2020-10-29,30.74712
2020-10-30,22.12643
2020-10-31,8.33333
2020-11-01,10.63218
2020-11-02,20.68965
2020-11-03,16.95402
2020-11-04,18.96551
2020-11-05,26.14942
2020-11-06,21.83908
2020-11-07,13.50574
2020-11-08,10.91954
2020-11-09,22.9885
2020-11-10,28.44827
2020-11-11,28.44827
2020-11-12,29.02298
2020-11-13,25.0
2020-11-14,7.1839
2020-11-15,8.04597
2020-11-16,26.14942
2020-11-17,28.44827
2020-11-18,30.74712
2020-11-19,29.31034
2020-11-20,14.08045
2020-11-21,13.21839
2020-11-22,8.90804
2020-11-23,17.81609
2020-11-24,21.83908
2020-11-25,22.41379
2020-11-26,15.80459
2020-11-27,18.10344
2020-11-28,10.91954
2020-11-29,13.21839
2020-11-30,19.25287
2020-12-01,18.96551
2020-12-02,25.28735
2020-12-03,25.28735
2020-12-04,15.22988
2020-12-05,14.94252
2020-12-06,7.75862
2020-12-07,23.85057
2020-12-08,29.88505
2020-12-09,37.93103
2020-12-10,35.63218
2020-12-11,25.28735
2020-12-12,14.08045
2020-12-13,9.77011
2020-12-14,24.42528
2020-12-15,32.47126
2020-12-16,30.17241
2020-12-17,32.47126
2020-12-18,37.64367
2020-12-19,10.91954
2020-12-20,14.08045
2020-12-21,20.40229
2020-12-22,29.88505
2020-12-23,30.17241
2020-12-24,30.17241
2020-12-25,12.93103
2020-12-26,12.06896
2020-12-27,12.35632
2020-12-28,35.05747
2020-12-29,39.08045
2020-12-30,30.45977
2020-12-31,32.1839
2021-01-01,12.93103
2021-01-02,19.54022
2021-01-03,16.09195
2021-01-04,25.57471
2021-01-05,30.74712
2021-01-06,26.72413
2021-01-07,27.87356
2021-01-08,25.57471
2021-01-09,15.80459
2021-01-10,7.75862
2021-01-11,28.16091
2021-01-12,32.1839
2021-01-13,32.75862
2021-01-14,37.35632
2021-01-15,33.04597
2021-01-16,17.81609
2021-01-17,12.35632
2021-01-18,29.31034
2021-01-19,34.1954
2021-01-20,39.65517
2021-01-21,38.50574
2021-01-22,31.32183
2021-01-23,10.91954
2021-01-24,11.49425
2021-01-25,34.1954
2021-01-26,41.66666
2021-01-27,36.49425
2021-01-28,28.44827
2021-01-29,35.05747
2021-01-30,14.94252
2021-01-31,12.06896
2021-02-01,28.16091
2021-02-02,33.04597
2021-02-03,33.62068
2021-02-04,24.13793
2021-02-05,25.57471
2021-02-06,18.10344
2021-02-07,10.63218
2021-02-08,21.26436
2021-02-09,23.56321
2021-02-10,22.41379
2021-02-11,5.45977
2021-02-12,10.34482
2021-02-13,10.63218
2021-02-14,10.91954
2021-02-15,35.34482
2021-02-16,34.48275
2021-02-17,24.42528
2021-02-18,50.86206
2021-02-19,41.37931
2021-02-20,20.97701
2021-02-21,22.41379
2021-02-22,46.55172
2021-02-23,50.57471
2021-02-24,48.27586
2021-02-25,41.66666
2021-02-26,34.48275
2021-02-27,17.81609
2021-02-28,21.55172
2021-03-01,19.54022
2021-03-02,36.49425
2021-03-03,22.70114
2021-03-04,25.0
2021-03-05,21.26436
2021-03-06,15.80459
2021-03-07,16.09195
2021-03-08,39.36781
2021-03-09,30.45977
2021-03-10,25.28735
2021-03-11,27.29885
2021-03-12,18.67816
2021-03-13,15.22988
2021-03-14,12.64367
2021-03-15,32.47126
2021-03-16,29.02298
2021-03-17,31.60919
2021-03-18,31.32183
2021-03-19,26.43678
2021-03-20,20.11494
2021-03-21,9.77011
2021-03-22,27.01149
2021-03-23,23.27586
2021-03-24,27.5862
2021-03-25,23.56321
2021-03-26,25.28735
2021-03-27,13.21839
2021-03-28,13.21839
2021-03-29,27.5862
2021-03-30,29.88505
2021-03-31,29.31034
2021-04-01,20.11494
2021-04-02,20.68965
2021-04-03,13.7931
2021-04-04,12.06896
2021-04-05,20.68965
2021-04-06,20.97701
2021-04-07,19.82758
2021-04-08,27.01149
2021-04-09,19.25287
2021-04-10,10.05747
2021-04-11,7.75862
2021-04-12,28.44827
2021-04-13,33.04597
2021-04-14,32.47126
2021-04-15,28.73563
2021-04-16,16.95402
2021-04-17,12.35632
2021-04-18,10.34482
2021-04-19,32.1839
2021-04-20,29.5977
2021-04-21,39.94252
2021-04-22,33.90804
2021-04-23,19.54022
2021-04-24,8.90804
2021-04-25,10.91954
2021-04-26,18.96551
2021-04-27,29.31034
2021-04-28,24.13793
2021-04-29,22.12643
2021-04-30,23.56321
2021-05-01,12.06896
2021-05-02,7.75862
2021-05-03,22.9885
2021-05-04,22.41379
2021-05-05,11.7816
2021-05-06,30.17241
2021-05-07,23.85057
2021-05-08,16.95402
2021-05-09,15.51724
2021-05-10,25.86206
2021-05-11,29.31034
2021-05-12,26.43678
2021-05-13,26.43678
2021-05-14,27.5862
2021-05-15,8.33333
2021-05-16,12.06896
2021-05-17,29.5977
2021-05-18,24.42528
2021-05-19,12.35632
2021-05-20,27.87356
2021-05-21,25.28735
2021-05-22,14.36781
2021-05-23,15.51724
2021-05-24,22.12643
2021-05-25,28.73563
2021-05-26,29.31034
2021-05-27,23.85057
2021-05-28,25.0
2021-05-29,11.20689
2021-05-30,12.64367
2021-05-31,29.5977
2021-06-01,27.87356
2021-06-02,30.45977
2021-06-03,33.90804
2021-06-04,24.13793
2021-06-05,13.50574
2021-06-06,11.7816
2021-06-07,30.45977
2021-06-08,34.1954
2021-06-09,23.56321
2021-06-10,30.17241
2021-06-11,22.9885
2021-06-12,14.94252
2021-06-13,16.09195
2021-06-14,30.45977
2021-06-15,39.94252
2021-06-16,29.31034
2021-06-17,29.02298
2021-06-18,28.44827
2021-06-19,12.06896
2021-06-20,9.77011
2021-06-21,30.74712
2021-06-22,32.1839
2021-06-23,44.54022
2021-06-24,36.49425
2021-06-25,42.52873
2021-06-26,19.25287
2021-06-27,14.94252
2021-06-28,42.52873
2021-06-29,69.82758
2021-06-30,100.0
2021-07-01,31.03448
2021-07-02,22.12643
2021-07-03,10.34482
2021-07-04,12.93103
2021-07-05,27.01149
2021-07-06,19.25287
2021-07-07,28.44827
2021-07-08,21.83908
2021-07-09,13.21839
2021-07-10,8.33333
2021-07-11,5.17241
2021-07-12,24.42528
2021-07-13,16.95402
2021-07-14,26.43678
2021-07-15,25.28735
2021-07-16,22.12643
2021-07-17,12.35632
2021-07-18,7.75862
2021-07-19,24.13793
2021-07-20,20.97701
2021-07-21,19.54022
2021-07-22,23.56321
2021-07-23,15.51724
2021-07-24,7.75862
2021-07-25,6.03448
2021-07-26,18.96551
2021-07-27,23.27586
2021-07-28,14.36781
2021-07-29,21.83908
2021-07-30,19.54022
2021-07-31,10.34482
2021-08-01,7.47126
2021-08-02,21.26436
2021-08-03,23.27586
2021-08-04,22.70114
2021-08-05,21.83908
2021-08-06,21.83908
2021-08-07,10.91954
2021-08-08,7.47126
2021-08-09,20.40229
2021-08-10,23.27586
2021-08-11,25.0
2021-08-12,26.43678
2021-08-13,23.85057
2021-08-14,13.7931
2021-08-15,10.05747
2021-08-16,13.7931
2021-08-17,22.9885
2021-08-18,20.97701
2021-08-19,16.95402
2021-08-20,20.11494
2021-08-21,10.05747
2021-08-22,4.02298
2021-08-23,19.82758
2021-08-24,25.28735
2021-08-25,24.13793
2021-08-26,20.68965
2021-08-27,21.55172
2021-08-28,12.06896
2021-08-29,9.48275
2021-08-30,19.54022
2021-08-31,28.44827
2021-09-01,18.67816
2021-09-02,22.70114
2021-09-03,14.94252
2021-09-04,6.32183
2021-09-05,8.04597
2021-09-06,16.37931
2021-09-07,19.25287
2021-09-08,16.37931
2021-09-09,15.80459
2021-09-10,18.10344
2021-09-11,11.49425
2021-09-12,11.7816
2021-09-13,20.40229
2021-09-14,18.10344
2021-09-15,14.65517
2021-09-16,18.96551
2021-09-17,17.52873
2021-09-18,8.62068
2021-09-19,6.60919
2021-09-20,3.44827
2021-09-21,5.74712
2021-09-22,11.7816
2021-09-23,25.57471
2021-09-24,24.13793
2021-09-25,8.90804
2021-09-26,7.75862
2021-09-27,22.70114
2021-09-28,26.14942
2021-09-29,16.09195
2021-09-30,24.42528
2021-10-01,17.24137
2021-10-02,8.04597
2021-10-03,7.75862
2021-10-04,10.63218
2021-10-05,24.71264
2021-10-06,16.66666
2021-10-07,18.3908
2021-10-08,25.28735
2021-10-09,6.03448
2021-10-10,6.60919
2021-10-11,13.50574
2021-10-12,20.68965
2021-10-13,14.36781
2021-10-14,16.37931
2021-10-15,15.22988
2021-10-16,9.1954
2021-10-17,5.74712
2021-10-18,18.96551
2021-10-19,24.13793
2021-10-20,18.96551
2021-10-21,17.24137
2021-10-22,15.22988
2021-10-23,10.91954
2021-10-24,8.90804
2021-10-25,21.26436
2021-10-26,19.54022
2021-10-27,19.25287
2021-10-28,17.81609
2021-10-29,21.83908
2021-10-30,11.7816
2021-10-31,4.5977
2021-11-01,17.81609
2021-11-02,17.81609
2021-11-03,14.94252
2021-11-04,17.24137
2021-11-05,7.75862
2021-11-06,6.60919
2021-11-07,10.34482
2021-11-08,15.22988
2021-11-09,18.96551
2021-11-10,15.22988
2021-11-11,18.67816
2021-11-12,16.37931
2021-11-13,5.17241
2021-11-14,8.62068
2021-11-15,19.25287
2021-11-16,21.26436
2021-11-17,16.09195
2021-11-18,19.54022
2021-11-19,15.80459
2021-11-20,5.45977
2021-11-21,8.62068
2021-11-22,19.54022
2021-11-23,17.81609
2021-11-24,12.93103
2021-11-25,12.93103
2021-11-26,16.95402
2021-11-27,11.49425
2021-11-28,8.04597
2021-11-29,15.51724
2021-11-30,16.09195
2021-12-01,14.65517
2021-12-02,22.9885
2021-12-03,20.40229
2021-12-04,10.91954
2021-12-05,4.31034
2021-12-06,16.66666
2021-12-07,21.55172
2021-12-08,16.95402
2021-12-09,15.51724
2021-12-10,15.80459
2021-12-11,9.48275
2021-12-12,7.1839
2021-12-13,24.71264
2021-12-14,25.86206
2021-12-15,25.28735
2021-12-16,23.85057
2021-12-17,16.09195
2021-12-18,6.60919
2021-12-19,9.48275
2021-12-20,18.3908
2021-12-21,21.26436
2021-12-22,26.43678
2021-12-23,18.96551
2021-12-24,28.73563
2021-12-25,23.27586
2021-12-26,18.3908
2021-12-27,41.66666
2021-12-28,34.1954
2021-12-29,40.22988
2021-12-30,30.74712
2021-12-31,37.06896
2022-01-01,23.85057
2022-01-02,19.54022
2022-01-03,42.24137
2022-01-04,33.90804
2022-01-05,32.75862
2022-01-06,34.48275
2022-01-07,27.5862
2022-01-08,18.67816
2022-01-09,17.81609
2022-01-10,29.5977
2022-01-11,29.5977
2022-01-12,22.12643
2022-01-13,24.71264
2022-01-14,15.51724
2022-01-15,9.77011
2022-01-16,4.88505
2022-01-17,23.85057
2022-01-18,26.14942
2022-01-19,19.82758
2022-01-20,28.16091
2022-01-21,22.12643
2022-01-22,10.05747
2022-01-23,8.33333
2022-01-24,19.54022
2022-01-25,19.82758
2022-01-26,28.44827
2022-01-27,18.67816
2022-01-28,11.20689
2022-01-29,8.62068
2022-01-30,4.88505
2022-01-31,6.60919
2022-02-01,9.77011
2022-02-02,9.48275
2022-02-03,24.13793
2022-02-04,20.68965
2022-02-05,8.90804
2022-02-06,9.1954
2022-02-07,24.71264
2022-02-08,24.13793
2022-02-09,19.25287
2022-02-10,18.96551
2022-02-11,16.09195
2022-02-12,14.65517
2022-02-13,7.75862
2022-02-14,17.52873
2022-02-15,14.36781
2022-02-16,17.52873
2022-02-17,15.51724
2022-02-18,15.22988
2022-02-19,8.62068
2022-02-20,4.5977
2022-02-21,14.36781
2022-02-22,16.95402
2022-02-23,17.24137
2022-02-24,15.51724
2022-02-25,17.81609
2022-02-26,10.34482
2022-02-27,9.48275
2022-02-28,15.80459
2022-03-01,7.75862
2022-03-02,14.94252
2022-03-03,13.21839
2022-03-04,12.93103
2022-03-05,8.33333
2022-03-06,7.75862
2022-03-07,12.64367
2022-03-08,20.40229
2022-03-09,6.32183
2022-03-10,21.55172
2022-03-11,18.3908
2022-03-12,9.77011
2022-03-13,7.47126
2022-03-14,15.51724
2022-03-15,25.0
2022-03-16,14.08045
2022-03-17,15.80459
2022-03-18,14.36781
2022-03-19,10.05747
2022-03-20,3.16091
2022-03-21,18.67816
2022-03-22,28.44827
2022-03-23,18.10344
2022-03-24,17.52873
2022-03-25,13.21839
2022-03-26,7.47126
2022-03-27,11.7816
2022-03-28,13.7931
2022-03-29,17.24137
2022-03-30,12.35632
2022-03-31,14.94252
2022-04-01,17.52873
2022-04-02,6.03448
2022-04-03,9.1954
2022-04-04,10.63218
2022-04-05,15.51724
2022-04-06,13.7931
2022-04-07,13.50574
2022-04-08,9.77011
2022-04-09,5.17241
2022-04-10,8.90804
2022-04-11,13.7931
2022-04-12,22.12643
2022-04-13,20.11494
2022-04-14,22.70114
2022-04-15,19.25287
2022-04-16,6.32183
2022-04-17,5.17241
2022-04-18,16.66666
2022-04-19,16.66666
2022-04-20,19.25287
2022-04-21,14.94252
2022-04-22,14.65517
2022-04-23,10.05747
2022-04-24,3.73563
2022-04-25,18.10344
2022-04-26,16.37931
2022-04-27,19.54022
2022-04-28,21.55172
2022-04-29,14.08045
2022-04-30,7.75862
2022-05-01,5.74712
2022-05-02,16.09195
2022-05-03,18.67816
2022-05-04,20.11494
2022-05-05,5.45977
2022-05-06,11.49425
2022-05-07,5.74712
2022-05-08,4.5977
2022-05-09,13.21839
2022-05-10,17.81609
2022-05-11,12.64367
2022-05-12,15.80459
2022-05-13,12.64367
2022-05-14,9.48275
2022-05-15,7.47126
2022-05-16,14.08045
2022-05-17,17.52873
2022-05-18,18.67816
2022-05-19,15.51724
2022-05-20,15.51724
2022-05-21,8.90804
2022-05-22,6.32183
2022-05-23,13.50574
2022-05-24,22.70114
2022-05-25,13.7931
2022-05-26,19.25287
2022-05-27,18.67816
2022-05-28,9.1954
2022-05-29,4.02298
2022-05-30,21.83908
2022-05-31,14.65517
2022-06-01,4.5977
2022-06-02,17.24137
2022-06-03,18.3908
2022-06-04,7.1839
2022-06-05,2.5862
2022-06-06,7.47126
2022-06-07,17.24137
2022-06-08,16.37931
2022-06-09,18.67816
2022-06-10,13.50574
2022-06-11,7.47126
2022-06-12,4.5977
2022-06-13,15.80459
2022-06-14,14.36781
2022-06-15,20.40229
2022-06-16,16.37931
2022-06-17,9.1954
2022-06-18,6.60919
2022-06-19,4.5977
2022-06-20,15.22988
2022-06-21,15.80459
2022-06-22,12.93103
2022-06-23,17.81609
2022-06-24,11.7816
2022-06-25,8.90804
2022-06-26,4.31034
2022-06-27,17.24137
2022-06-28,17.52873
2022-06-29,12.64367
2022-06-30,14.94252
2022-07-01,13.21839
2022-07-02,5.17241
2022-07-03,8.62068
2022-07-04,11.20689
2022-07-05,18.96551
2022-07-06,18.3908
2022-07-07,19.54022
2022-07-08,11.7816
2022-07-09,4.88505
2022-07-10,8.90804
2022-07-11,14.65517
2022-07-12,17.24137
2022-07-13,17.52873
2022-07-14,14.36781
2022-07-15,10.91954
2022-07-16,4.5977
2022-07-17,3.73563
2022-07-18,11.20689
2022-07-19,11.49425
2022-07-20,15.51724
2022-07-21,14.94252
2022-07-22,10.63218
2022-07-23,5.17241
2022-07-24,6.03448
2022-07-25,13.7931
2022-07-26,13.50574
2022-07-27,8.90804
2022-07-28,11.7816
2022-07-29,14.94252
2022-07-30,5.45977
2022-07-31,6.60919
2022-08-01,8.04597
2022-08-02,9.48275
2022-08-03,13.21839
2022-08-04,13.21839
2022-08-05,11.7816
2022-08-06,2.01149
2022-08-07,5.74712
2022-08-08,9.77011
2022-08-09,13.21839
2022-08-10,10.34482
2022-08-11,10.34482
2022-08-12,11.49425
2022-08-13,5.45977
2022-08-14,2.87356
2022-08-15,4.5977
2022-08-16,11.49425
2022-08-17,17.24137
2022-08-18,12.93103
2022-08-19,10.91954
2022-08-20,6.60919
2022-08-21,4.88505
2022-08-22,16.95402
2022-08-23,18.3908
2022-08-24,13.21839
2022-08-25,9.77011
2022-08-26,12.35632
2022-08-27,4.02298
2022-08-28,8.33333
2022-08-29,12.06896
2022-08-30,16.09195
2022-08-31,10.91954
2022-09-01,14.36781
2022-09-02,13.7931
2022-09-03,8.62068
2022-09-04,2.01149
2022-09-05,7.75862
2022-09-06,12.35632
2022-09-07,14.36781
2022-09-08,7.1839
2022-09-09,2.87356
2022-09-10,2.29885
2022-09-11,3.44827
2022-09-12,3.73563
2022-09-13,17.24137
2022-09-14,13.7931
2022-09-15,15.80459
2022-09-16,10.91954
2022-09-17,5.45977
2022-09-18,3.73563
2022-09-19,13.21839
2022-09-20,10.63218
2022-09-21,14.08045
2022-09-22,13.21839
2022-09-23,7.75862
2022-09-24,5.74712
2022-09-25,3.73563
2022-09-26,11.49425
2022-09-27,11.49425
2022-09-28,10.34482
2022-09-29,14.08045
2022-09-30,8.33333
2022-10-01,5.74712
2022-10-02,2.5862
2022-10-03,7.47126
2022-10-04,10.34482
2022-10-05,6.89655
2022-10-06,9.77011
2022-10-07,13.50574
2022-10-08,3.73563
2022-10-09,4.31034
2022-10-10,4.02298
2022-10-11,13.7931
2022-10-12,11.7816
2022-10-13,11.49425
2022-10-14,14.36781
2022-10-15,10.34482
2022-10-16,6.03448
2022-10-17,18.96551
2022-10-18,8.04597
2022-10-19,17.52873
2022-10-20,11.20689
2022-10-21,10.63218
2022-10-22,7.47126
2022-10-23,4.88505
2022-10-24,18.10344
2022-10-25,12.93103
2022-10-26,21.55172
2022-10-27,17.81609
2022-10-28,13.21839
2022-10-29,7.1839
2022-10-30,3.44827
2022-10-31,12.64367
2022-11-01,15.80459
2022-11-02,12.93103
2022-11-03,13.50574
2022-11-04,13.7931
2022-11-05,4.31034
2022-11-06,7.1839
2022-11-07,14.36781
2022-11-08,12.93103
2022-11-09,18.10344
2022-11-10,15.80459
2022-11-11,18.67816
2022-11-12,6.89655
2022-11-13,4.5977
2022-11-14,14.08045
2022-11-15,14.65517
2022-11-16,13.50574
2022-11-17,13.7931
2022-11-18,10.91954
2022-11-19,3.44827
2022-11-20,6.89655
2022-11-21,8.90804
2022-11-22,14.36781
2022-11-23,11.20689
2022-11-24,8.62068
2022-11-25,12.06896
2022-11-26,4.5977
2022-11-27,6.89655
2022-11-28,12.64367
2022-11-29,9.48275
2022-11-30,16.37931
2022-12-01,15.22988
2022-12-02,13.21839
2022-12-03,3.44827
2022-12-04,5.74712
2022-12-05,14.65517
2022-12-06,9.48275
2022-12-07,15.80459
2022-12-08,16.37931
2022-12-09,16.09195
2022-12-10,4.5977
2022-12-11,5.74712
2022-12-12,9.77011
2022-12-13,11.49425
2022-12-14,15.51724
2022-12-15,8.33333
2022-12-16,13.7931
2022-12-17,9.48275
2022-12-18,11.7816
2022-12-19,11.49425
2022-12-20,10.63218
2022-12-21,16.66666
2022-12-22,13.7931
2022-12-23,10.34482
2022-12-24,4.88505
2022-12-25,6.32183
2022-12-26,10.91954
2022-12-27,17.81609
2022-12-28,16.09195
2022-12-29,11.20689
2022-12-30,15.80459
2022-12-31,6.89655
2023-01-01,7.1839
2023-01-02,15.22988
2023-01-03,19.54022
2023-01-04,12.06896
2023-01-05,15.80459
2023-01-06,12.35632
2023-01-07,10.05747
2023-01-08,7.75862
2023-01-09,15.22988
2023-01-10,18.10344
2023-01-11,11.7816
2023-01-12,17.24137
2023-01-13,11.7816
2023-01-14,5.17241
2023-01-15,6.60919
2023-01-16,12.35632
2023-01-17,12.93103
2023-01-18,12.64367
2023-01-19,18.10344
2023-01-20,9.77011
2023-01-21,5.74712
2023-01-22,6.03448
2023-01-23,6.89655
2023-01-24,8.62068
2023-01-25,16.37931
2023-01-26,13.7931
2023-01-27,12.06896
2023-01-28,6.03448
2023-01-29,5.17241
2023-01-30,13.7931
2023-01-31,19.82758
2023-02-01,11.7816
2023-02-02,11.7816
2023-02-03,9.48275
2023-02-04,7.1839
2023-02-05,8.04597
2023-02-06,14.65517
2023-02-07,10.34482
2023-02-08,9.1954
2023-02-09,12.35632
2023-02-10,16.37931
2023-02-11,8.33333
2023-02-12,4.88505
2023-02-13,13.21839
2023-02-14,18.67816
2023-02-15,8.62068
2023-02-16,12.35632
2023-02-17,15.51724
2023-02-18,4.5977
2023-02-19,3.16091
2023-02-20,12.06896
2023-02-21,12.93103
2023-02-22,13.50574
2023-02-23,11.7816
2023-02-24,8.62068
2023-02-25,7.75862
2023-02-26,6.32183
2023-02-27,9.1954
2023-02-28,6.60919
2023-03-01,7.47126
2023-03-02,16.09195
2023-03-03,8.62068
2023-03-04,10.34482
2023-03-05,4.02298
2023-03-06,12.06896
2023-03-07,11.49425
2023-03-08,14.36781
2023-03-09,8.90804
2023-03-10,9.77011
2023-03-11,3.44827
2023-03-12,4.5977
2023-03-13,15.22988
2023-03-14,14.65517
2023-03-15,12.35632
2023-03-16,12.64367
2023-03-17,11.20689
2023-03-18,6.32183
2023-03-19,6.03448
2023-03-20,13.50574
2023-03-21,12.06896
2023-03-22,12.93103
2023-03-23,14.36781
2023-03-24,11.7816
2023-03-25,10.91954
2023-03-26,6.60919
2023-03-27,9.1954
2023-03-28,12.06896
2023-03-29,7.1839
2023-03-30,10.05747
2023-03-31,8.04597
2023-04-01,6.32183
2023-04-02,5.74712
2023-04-03,13.21839
2023-04-04,12.64367
2023-04-05,9.48275
2023-04-06,13.50574
2023-04-07,8.33333
2023-04-08,4.31034
2023-04-09,6.60919
2023-04-10,11.7816
2023-04-11,13.7931
2023-04-12,12.06896
2023-04-13,14.94252
2023-04-14,15.22988
2023-04-15,5.74712
2023-04-16,6.32183
2023-04-17,10.34482
2023-04-18,9.48275
2023-04-19,13.21839
2023-04-20,10.91954
2023-04-21,13.21839
2023-04-22,7.1839
2023-04-23,4.88505
2023-04-24,12.06896
2023-04-25,12.06896
2023-04-26,10.34482
2023-04-27,6.32183
2023-04-28,9.1954
2023-04-29,5.17241
2023-04-30,8.33333
2023-05-01,9.48275
2023-05-02,14.08045
2023-05-03,10.63218
2023-05-04,13.7931
2023-05-05,4.02298
2023-05-06,3.73563
2023-05-07,4.02298
2023-05-08,9.48275
2023-05-09,11.7816
2023-05-10,14.36781
2023-05-11,13.21839
2023-05-12,10.91954
2023-05-13,8.90804
2023-05-14,5.74712
2023-05-15,10.91954
2023-05-16,16.95402
2023-05-17,10.63218
2023-05-18,9.48275
2023-05-19,10.34482
2023-05-20,5.45977
2023-05-21,3.73563
2023-05-22,14.94252
2023-05-23,15.51724
2023-05-24,16.66666
2023-05-25,11.49425
2023-05-26,8.04597
2023-05-27,4.88505
2023-05-28,3.73563
2023-05-29,8.62068
