date,COIN
2020-06-11,2.98832
2020-06-12,2.81021
2020-06-13,2.88937
2020-06-14,2.63209
2020-06-15,3.12685
2020-06-16,2.98832
2020-06-17,2.94874
2020-06-18,2.90916
2020-06-19,2.03839
2020-06-20,2.13734
2020-06-21,2.39461
2020-06-22,2.6123
2020-06-23,2.98832
2020-06-24,2.59251
2020-06-25,2.29566
2020-06-26,2.6123
2020-06-27,1.88007
2020-06-28,1.8207
2020-06-29,2.2165
2020-06-30,2.15713
2020-07-01,2.53314
2020-07-02,2.77063
2020-07-03,2.23629
2020-07-04,1.68216
2020-07-05,1.95923
2020-07-06,2.4144
2020-07-07,2.92895
2020-07-08,2.47377
2020-07-09,2.45398
2020-07-10,2.45398
2020-07-11,1.54363
2020-07-12,1.93944
2020-07-13,2.39461
2020-07-14,2.96853
2020-07-15,2.67168
2020-07-16,3.52265
2020-07-17,3.36433
2020-07-18,2.07797
2020-07-19,1.93944
2020-07-20,2.98832
2020-07-21,2.69147
2020-07-22,2.77063
2020-07-23,2.33524
2020-07-24,2.15713
2020-07-25,1.62279
2020-07-26,1.56342
2020-07-27,2.6123
2020-07-28,2.45398
2020-07-29,2.29566
2020-07-30,2.55293
2020-07-31,1.95923
2020-08-01,1.50405
2020-08-02,1.46447
2020-08-03,2.15713
2020-08-04,2.07797
2020-08-05,2.27587
2020-08-06,2.07797
2020-08-07,2.03839
2020-08-08,1.38531
2020-08-09,1.93944
2020-08-10,2.98832
2020-08-11,2.43419
2020-08-12,2.59251
2020-08-13,2.79042
2020-08-14,2.09776
2020-08-15,1.74153
2020-08-16,1.62279
2020-08-17,2.81021
2020-08-18,2.37482
2020-08-19,2.84979
2020-08-20,2.35503
2020-08-21,2.69147
2020-08-22,1.84049
2020-08-23,1.91965
2020-08-24,2.75084
2020-08-25,2.96853
2020-08-26,3.06748
2020-08-27,3.52265
2020-08-28,2.84979
2020-08-29,1.84049
2020-08-30,1.74153
2020-08-31,2.96853
2020-09-01,3.10706
2020-09-02,3.08727
2020-09-03,3.32475
2020-09-04,3.12685
2020-09-05,2.05818
2020-09-06,1.95923
2020-09-07,3.70077
2020-09-08,3.8393
2020-09-09,3.76014
2020-09-10,3.34454
2020-09-11,3.28517
2020-09-12,2.33524
2020-09-13,2.59251
2020-09-14,3.26538
2020-09-15,4.11636
2020-09-16,3.52265
2020-09-17,3.00811
2020-09-18,2.67168
2020-09-19,1.93944
2020-09-20,1.89986
2020-09-21,2.69147
2020-09-22,3.10706
2020-09-23,3.30496
2020-09-24,3.06748
2020-09-25,2.81021
2020-09-26,1.89986
2020-09-27,1.8207
2020-09-28,2.23629
2020-09-29,1.95923
2020-09-30,1.64258
2020-10-01,1.36552
2020-10-02,1.46447
2020-10-03,1.8207
2020-10-04,2.13734
2020-10-05,2.83
2020-10-06,3.00811
2020-10-07,3.24559
2020-10-08,2.79042
2020-10-09,2.45398
2020-10-10,1.89986
2020-10-11,2.59251
2020-10-12,3.40391
2020-10-13,2.96853
2020-10-14,2.77063
2020-10-15,3.32475
2020-10-16,2.69147
2020-10-17,1.97902
2020-10-18,2.03839
2020-10-19,3.00811
2020-10-20,3.24559
2020-10-21,3.20601
2020-10-22,2.98832
2020-10-23,2.98832
2020-10-24,1.58321
2020-10-25,1.99881
2020-10-26,3.10706
2020-10-27,2.73105
2020-10-28,3.10706
2020-10-29,2.63209
2020-10-30,2.57272
2020-10-31,1.42489
2020-11-01,1.80091
2020-11-02,2.51335
2020-11-03,3.08727
2020-11-04,3.14664
2020-11-05,2.63209
2020-11-06,2.69147
2020-11-07,1.603
2020-11-08,2.23629
2020-11-09,3.06748
2020-11-10,3.0279
2020-11-11,3.14664
2020-11-12,2.71126
2020-11-13,2.25608
2020-11-14,1.8207
2020-11-15,2.03839
2020-11-16,2.83
2020-11-17,2.94874
2020-11-18,2.69147
2020-11-19,3.18622
2020-11-20,2.57272
2020-11-21,1.97902
2020-11-22,2.05818
2020-11-23,3.16643
2020-11-24,3.12685
2020-11-25,2.63209
2020-11-26,2.84979
2020-11-27,2.6123
2020-11-28,2.25608
2020-11-29,2.09776
2020-11-30,3.77993
2020-12-01,3.26538
2020-12-02,3.6414
2020-12-03,2.43419
2020-12-04,2.55293
2020-12-05,1.97902
2020-12-06,2.6123
2020-12-07,3.36433
2020-12-08,2.86958
2020-12-09,3.36433
2020-12-10,2.47377
2020-12-11,2.19671
2020-12-12,1.8207
2020-12-13,2.31545
2020-12-14,2.81021
2020-12-15,2.79042
2020-12-16,2.47377
2020-12-17,2.65188
2020-12-18,2.05818
2020-12-19,2.05818
2020-12-20,1.93944
2020-12-21,2.6123
2020-12-22,2.6123
2020-12-23,2.43419
2020-12-24,2.33524
2020-12-25,1.02909
2020-12-26,1.80091
2020-12-27,1.64258
2020-12-28,2.67168
2020-12-29,2.79042
2020-12-30,3.18622
2020-12-31,2.11755
2021-01-01,1.62279
2021-01-02,2.17692
2021-01-03,2.33524
2021-01-04,3.38412
2021-01-05,3.46328
2021-01-06,3.2258
2021-01-07,3.85909
2021-01-08,3.16643
2021-01-09,2.35503
2021-01-10,2.39461
2021-01-11,3.76014
2021-01-12,4.15594
2021-01-13,3.8393
2021-01-14,3.85909
2021-01-15,3.44349
2021-01-16,2.51335
2021-01-17,2.77063
2021-01-18,3.89867
2021-01-19,4.13615
2021-01-20,4.09657
2021-01-21,3.85909
2021-01-22,3.36433
2021-01-23,2.51335
2021-01-24,2.33524
2021-01-25,4.51217
2021-01-26,3.89867
2021-01-27,3.68098
2021-01-28,3.76014
2021-01-29,3.62161
2021-01-30,2.23629
2021-01-31,3.04769
2021-02-01,3.76014
2021-02-02,3.62161
2021-02-03,3.95804
2021-02-04,3.50286
2021-02-05,3.04769
2021-02-06,2.35503
2021-02-07,2.33524
2021-02-08,3.97783
2021-02-09,3.50286
2021-02-10,3.4237
2021-02-11,1.72174
2021-02-12,1.74153
2021-02-13,2.33524
2021-02-14,2.49356
2021-02-15,3.26538
2021-02-16,4.31426
2021-02-17,3.89867
2021-02-18,3.66119
2021-02-19,3.26538
2021-02-20,2.49356
2021-02-21,2.65188
2021-02-22,3.72056
2021-02-23,4.47259
2021-02-24,3.93825
2021-02-25,3.40391
2021-02-26,3.14664
2021-02-27,1.88007
2021-02-28,1.58321
2021-03-01,2.6123
2021-03-02,2.94874
2021-03-03,3.50286
2021-03-04,3.79972
2021-03-05,3.2258
2021-03-06,2.45398
2021-03-07,2.98832
2021-03-08,3.24559
2021-03-09,3.18622
2021-03-10,6.94636
2021-03-11,4.25489
2021-03-12,4.35384
2021-03-13,2.81021
2021-03-14,2.98832
2021-03-15,3.99762
2021-03-16,4.25489
2021-03-17,3.93825
2021-03-18,3.52265
2021-03-19,3.40391
2021-03-20,2.63209
2021-03-21,2.88937
2021-03-22,5.12566
2021-03-23,3.89867
2021-03-24,3.81951
2021-03-25,58.48011
2021-03-26,100.0
2021-03-27,64.83277
2021-03-28,50.9994
2021-03-29,44.62695
2021-03-30,34.92974
2021-03-31,34.67247
2021-04-01,37.42331
2021-04-02,34.92974
2021-04-03,38.31387
2021-04-04,28.1219
2021-04-05,24.10449
2021-04-06,23.6691
2021-04-07,22.6598
2021-04-08,21.51197
2021-04-09,23.41183
2021-04-10,23.29309
2021-04-11,21.96714
2021-04-12,19.49337
2021-04-13,20.10686
2021-04-14,43.00415
2021-04-15,62.75479
2021-04-16,29.03225
2021-04-17,24.77735
2021-04-18,20.72036
2021-04-19,18.26637
2021-04-20,18.04868
2021-04-21,17.43518
2021-04-22,18.02889
2021-04-23,18.70176
2021-04-24,60.08311
2021-04-25,24.04512
2021-04-26,17.09875
2021-04-27,16.22798
2021-04-28,17.43518
2021-04-29,15.7728
2021-04-30,15.45616
2021-05-01,17.85078
2021-05-02,15.29784
2021-05-03,13.51672
2021-05-04,14.01147
2021-05-05,14.88224
2021-05-06,13.83336
2021-05-07,17.61329
2021-05-08,15.21868
2021-05-09,13.31882
2021-05-10,13.27924
2021-05-11,14.42707
2021-05-12,13.21986
2021-05-13,12.38867
2021-05-14,12.30951
2021-05-15,12.3293
2021-05-16,11.33979
2021-05-17,11.7356
2021-05-18,12.92301
2021-05-19,12.44805
2021-05-20,13.45735
2021-05-21,10.40965
2021-05-22,11.71581
2021-05-23,9.81595
2021-05-24,10.5086
2021-05-25,10.60755
2021-05-26,9.93469
2021-05-27,9.81595
2021-05-28,9.59825
2021-05-29,9.51909
2021-05-30,8.49
2021-05-31,8.62853
2021-06-01,7.10469
2021-06-02,8.76706
2021-06-03,8.45042
2021-06-04,8.58895
2021-06-05,8.15357
2021-06-06,7.83692
2021-06-07,7.85671
2021-06-08,9.14308
2021-06-09,8.43063
2021-06-10,8.23273
2021-06-11,7.46091
2021-06-12,7.57965
2021-06-13,7.55986
2021-06-14,7.10469
2021-06-15,7.6786
2021-06-16,7.10469
2021-06-17,6.8672
2021-06-18,6.31308
2021-06-19,7.02552
2021-06-20,6.84741
2021-06-21,6.88699
2021-06-22,7.10469
2021-06-23,7.97546
2021-06-24,6.35266
2021-06-25,6.45161
2021-06-26,7.02552
2021-06-27,5.87769
2021-06-28,6.45161
2021-06-29,6.70888
2021-06-30,6.43182
2021-07-01,6.29329
2021-07-02,5.99643
2021-07-03,8.31189
2021-07-04,6.68909
2021-07-05,6.21413
2021-07-06,5.79853
2021-07-07,6.80783
2021-07-08,7.89629
2021-07-09,6.94636
2021-07-10,8.19315
2021-07-11,6.68909
2021-07-12,7.65881
2021-07-13,8.19315
2021-07-14,6.74846
2021-07-15,6.72867
2021-07-16,5.95685
2021-07-17,5.66
2021-07-18,5.06629
2021-07-19,7.04531
2021-07-20,6.31308
2021-07-21,5.8579
2021-07-22,6.29329
2021-07-23,6.09538
2021-07-24,6.03601
2021-07-25,4.55175
2021-07-26,6.72867
2021-07-27,7.04531
2021-07-28,6.60993
2021-07-29,6.35266
2021-07-30,6.0558
2021-07-31,5.28398
2021-08-01,5.2444
2021-08-02,5.42252
2021-08-03,6.49119
2021-08-04,7.16406
2021-08-05,6.98594
2021-08-06,6.13496
2021-08-07,6.37245
2021-08-08,5.26419
2021-08-09,6.92657
2021-08-10,6.96615
2021-08-11,6.96615
2021-08-12,6.55056
2021-08-13,6.11517
2021-08-14,4.94755
2021-08-15,5.50168
2021-08-16,5.64021
2021-08-17,6.92657
2021-08-18,6.41203
2021-08-19,6.21413
2021-08-20,5.75895
2021-08-21,4.92776
2021-08-22,4.86839
2021-08-23,6.09538
2021-08-24,5.8579
2021-08-25,6.15475
2021-08-26,6.19433
2021-08-27,5.12566
2021-08-28,5.10587
2021-08-29,5.12566
2021-08-30,5.71937
2021-08-31,5.2444
2021-09-01,5.14545
2021-09-02,5.48189
2021-09-03,5.66
2021-09-04,4.94755
2021-09-05,4.69028
2021-09-06,5.60063
2021-09-07,5.48189
2021-09-08,5.40273
2021-09-09,5.4621
2021-09-10,4.90797
2021-09-11,4.8486
2021-09-12,5.06629
2021-09-13,5.22461
2021-09-14,5.58084
2021-09-15,5.32357
2021-09-16,5.18503
2021-09-17,4.86839
2021-09-18,4.4528
2021-09-19,4.07678
2021-09-20,4.07678
2021-09-21,3.89867
2021-09-22,4.92776
2021-09-23,4.71007
2021-09-24,4.82881
2021-09-25,4.53196
2021-09-26,4.98713
2021-09-27,5.22461
2021-09-28,4.94755
2021-09-29,5.42252
2021-09-30,4.74965
2021-10-01,4.69028
2021-10-02,5.00692
2021-10-03,3.89867
2021-10-04,5.08608
2021-10-05,5.12566
2021-10-06,5.18503
2021-10-07,5.2444
2021-10-08,4.80902
2021-10-09,4.27468
2021-10-10,4.15594
2021-10-11,5.26419
2021-10-12,5.20482
2021-10-13,4.88818
2021-10-14,5.12566
2021-10-15,5.30377
2021-10-16,4.72986
2021-10-17,3.85909
2021-10-18,4.82881
2021-10-19,6.29329
2021-10-20,6.84741
2021-10-21,6.2735
2021-10-22,5.89748
2021-10-23,4.76944
2021-10-24,4.53196
2021-10-25,4.4528
2021-10-26,6.19433
2021-10-27,5.64021
2021-10-28,5.62042
2021-10-29,4.51217
2021-10-30,3.97783
2021-10-31,4.07678
2021-11-01,5.0465
2021-11-02,5.66
2021-11-03,5.93706
2021-11-04,4.61112
2021-11-05,5.4621
2021-11-06,3.95804
2021-11-07,3.2258
2021-11-08,5.22461
2021-11-09,5.77874
2021-11-10,5.87769
2021-11-11,5.77874
2021-11-12,5.14545
2021-11-13,4.07678
2021-11-14,4.43301
2021-11-15,5.4621
2021-11-16,5.56105
2021-11-17,5.62042
2021-11-18,4.72986
2021-11-19,4.74965
2021-11-20,3.91846
2021-11-21,3.99762
2021-11-22,4.21531
2021-11-23,4.39342
2021-11-24,5.0465
2021-11-25,5.26419
2021-11-26,4.47259
2021-11-27,3.95804
2021-11-28,3.95804
2021-11-29,4.33405
2021-11-30,4.29447
2021-12-01,4.11636
2021-12-02,4.78923
2021-12-03,4.6507
2021-12-04,4.27468
2021-12-05,4.31426
2021-12-06,5.2444
2021-12-07,4.80902
2021-12-08,4.96734
2021-12-09,4.92776
2021-12-10,4.59133
2021-12-11,4.2351
2021-12-12,4.25489
2021-12-13,3.99762
2021-12-14,4.27468
2021-12-15,4.72986
2021-12-16,4.72986
2021-12-17,3.62161
2021-12-18,3.24559
2021-12-19,3.50286
2021-12-20,3.62161
2021-12-21,4.39342
2021-12-22,3.97783
2021-12-23,4.0372
2021-12-24,3.24559
2021-12-25,2.43419
2021-12-26,3.04769
2021-12-27,4.53196
2021-12-28,4.11636
2021-12-29,3.62161
2021-12-30,3.8393
2021-12-31,4.47259
2022-01-01,3.4237
2022-01-02,3.66119
2022-01-03,4.51217
2022-01-04,4.78923
2022-01-05,4.90797
2022-01-06,4.43301
2022-01-07,3.97783
2022-01-08,4.19552
2022-01-09,3.85909
2022-01-10,3.72056
2022-01-11,4.07678
2022-01-12,4.25489
2022-01-13,5.06629
2022-01-14,4.63091
2022-01-15,3.46328
2022-01-16,2.81021
2022-01-17,4.59133
2022-01-18,5.14545
2022-01-19,4.35384
2022-01-20,4.4528
2022-01-21,4.07678
2022-01-22,3.72056
2022-01-23,3.74035
2022-01-24,5.32357
2022-01-25,5.2444
2022-01-26,5.54126
2022-01-27,5.38294
2022-01-28,3.97783
2022-01-29,3.16643
2022-01-30,3.4237
2022-01-31,2.73105
2022-02-01,2.6123
2022-02-02,3.68098
2022-02-03,4.98713
2022-02-04,4.11636
2022-02-05,3.52265
2022-02-06,2.79042
2022-02-07,4.63091
2022-02-08,4.37363
2022-02-09,4.29447
2022-02-10,4.92776
2022-02-11,4.76944
2022-02-12,3.2258
2022-02-13,3.44349
2022-02-14,3.93825
2022-02-15,4.76944
2022-02-16,4.15594
2022-02-17,4.4528
2022-02-18,3.91846
2022-02-19,2.94874
2022-02-20,3.26538
2022-02-21,4.51217
2022-02-22,4.37363
2022-02-23,4.96734
2022-02-24,3.99762
2022-02-25,4.43301
2022-02-26,3.60182
2022-02-27,2.57272
2022-02-28,3.0279
2022-03-01,4.0372
2022-03-02,3.85909
2022-03-03,3.81951
2022-03-04,3.04769
2022-03-05,3.74035
2022-03-06,3.60182
2022-03-07,4.0372
2022-03-08,4.19552
2022-03-09,3.6414
2022-03-10,3.74035
2022-03-11,3.62161
2022-03-12,3.00811
2022-03-13,3.68098
2022-03-14,3.76014
2022-03-15,4.55175
2022-03-16,4.31426
2022-03-17,4.05699
2022-03-18,3.4237
2022-03-19,3.74035
2022-03-20,3.70077
2022-03-21,4.2351
2022-03-22,4.29447
2022-03-23,4.11636
2022-03-24,3.58203
2022-03-25,3.76014
2022-03-26,4.05699
2022-03-27,3.62161
2022-03-28,3.4237
2022-03-29,4.27468
2022-03-30,3.62161
2022-03-31,3.66119
2022-04-01,3.4237
2022-04-02,3.24559
2022-04-03,3.28517
2022-04-04,3.44349
2022-04-05,4.15594
2022-04-06,3.60182
2022-04-07,4.47259
2022-04-08,4.11636
2022-04-09,4.67049
2022-04-10,3.62161
2022-04-11,4.15594
2022-04-12,3.74035
2022-04-13,4.07678
2022-04-14,3.85909
2022-04-15,3.60182
2022-04-16,2.96853
2022-04-17,3.93825
2022-04-18,3.79972
2022-04-19,3.95804
2022-04-20,3.72056
2022-04-21,4.43301
2022-04-22,4.05699
2022-04-23,3.28517
2022-04-24,3.91846
2022-04-25,3.91846
2022-04-26,3.8393
2022-04-27,3.46328
2022-04-28,3.85909
2022-04-29,3.28517
2022-04-30,2.71126
2022-05-01,3.48307
2022-05-02,3.08727
2022-05-03,3.24559
2022-05-04,3.14664
2022-05-05,2.79042
2022-05-06,3.26538
2022-05-07,2.67168
2022-05-08,2.94874
2022-05-09,3.68098
2022-05-10,4.13615
2022-05-11,6.21413
2022-05-12,4.86839
2022-05-13,4.05699
2022-05-14,3.66119
2022-05-15,3.30496
2022-05-16,3.95804
2022-05-17,4.13615
2022-05-18,4.31426
2022-05-19,4.29447
2022-05-20,3.56224
2022-05-21,3.54245
2022-05-22,3.24559
2022-05-23,3.68098
2022-05-24,3.89867
2022-05-25,3.87888
2022-05-26,3.76014
2022-05-27,3.4237
2022-05-28,3.04769
2022-05-29,2.67168
2022-05-30,3.34454
2022-05-31,3.54245
2022-06-01,3.72056
2022-06-02,4.13615
2022-06-03,3.44349
2022-06-04,3.00811
2022-06-05,3.10706
2022-06-06,3.46328
2022-06-07,3.18622
2022-06-08,4.05699
2022-06-09,3.08727
2022-06-10,3.81951
2022-06-11,3.91846
2022-06-12,3.56224
2022-06-13,4.01741
2022-06-14,4.35384
2022-06-15,4.61112
2022-06-16,3.79972
2022-06-17,3.10706
2022-06-18,3.4237
2022-06-19,3.76014
2022-06-20,3.93825
2022-06-21,3.34454
2022-06-22,3.6414
2022-06-23,3.24559
2022-06-24,3.56224
2022-06-25,2.77063
2022-06-26,2.73105
2022-06-27,3.46328
2022-06-28,3.56224
2022-06-29,3.48307
2022-06-30,3.00811
2022-07-01,3.08727
2022-07-02,2.63209
2022-07-03,2.35503
2022-07-04,2.86958
2022-07-05,3.14664
2022-07-06,3.0279
2022-07-07,2.92895
2022-07-08,2.2165
2022-07-09,2.23629
2022-07-10,2.17692
2022-07-11,3.70077
2022-07-12,3.81951
2022-07-13,3.30496
2022-07-14,3.00811
2022-07-15,3.14664
2022-07-16,2.43419
2022-07-17,2.6123
2022-07-18,3.20601
2022-07-19,3.74035
2022-07-20,3.87888
2022-07-21,4.4528
2022-07-22,3.58203
2022-07-23,2.49356
2022-07-24,2.11755
2022-07-25,3.30496
2022-07-26,3.54245
2022-07-27,3.60182
2022-07-28,3.58203
2022-07-29,3.44349
2022-07-30,2.45398
2022-07-31,2.11755
2022-08-01,3.44349
2022-08-02,3.52265
2022-08-03,3.12685
2022-08-04,4.8486
2022-08-05,4.51217
2022-08-06,3.6414
2022-08-07,2.2165
2022-08-08,4.11636
2022-08-09,4.29447
2022-08-10,4.2351
2022-08-11,4.33405
2022-08-12,3.91846
2022-08-13,3.04769
2022-08-14,2.03839
2022-08-15,2.55293
2022-08-16,3.58203
2022-08-17,4.11636
2022-08-18,4.0372
2022-08-19,3.28517
2022-08-20,2.65188
2022-08-21,2.27587
2022-08-22,3.24559
2022-08-23,3.60182
2022-08-24,3.34454
2022-08-25,3.40391
2022-08-26,2.49356
2022-08-27,2.11755
2022-08-28,2.49356
2022-08-29,3.20601
2022-08-30,3.14664
2022-08-31,3.48307
2022-09-01,3.97783
2022-09-02,3.76014
2022-09-03,3.79972
2022-09-04,3.48307
2022-09-05,4.29447
2022-09-06,4.41321
2022-09-07,3.89867
2022-09-08,3.76014
2022-09-09,2.03839
2022-09-10,2.47377
2022-09-11,2.19671
2022-09-12,3.34454
2022-09-13,4.15594
2022-09-14,3.8393
2022-09-15,4.37363
2022-09-16,3.6414
2022-09-17,2.90916
2022-09-18,4.09657
2022-09-19,5.00692
2022-09-20,4.55175
2022-09-21,4.41321
2022-09-22,4.4528
2022-09-23,3.54245
2022-09-24,3.28517
2022-09-25,3.20601
2022-09-26,4.07678
2022-09-27,4.15594
2022-09-28,3.52265
2022-09-29,3.87888
2022-09-30,3.38412
2022-10-01,3.38412
2022-10-02,2.98832
2022-10-03,3.50286
2022-10-04,3.87888
2022-10-05,3.58203
2022-10-06,3.48307
2022-10-07,3.38412
2022-10-08,2.59251
2022-10-09,2.51335
2022-10-10,3.26538
2022-10-11,3.40391
2022-10-12,3.74035
2022-10-13,3.93825
2022-10-14,3.85909
2022-10-15,2.35503
2022-10-16,3.14664
2022-10-17,3.60182
2022-10-18,3.36433
2022-10-19,3.40391
2022-10-20,3.50286
2022-10-21,3.0279
2022-10-22,2.59251
2022-10-23,2.75084
2022-10-24,3.68098
2022-10-25,4.80902
2022-10-26,3.58203
2022-10-27,3.58203
2022-10-28,3.06748
2022-10-29,2.59251
2022-10-30,2.07797
2022-10-31,3.52265
2022-11-01,3.08727
2022-11-02,3.34454
2022-11-03,3.93825
2022-11-04,3.14664
2022-11-05,2.35503
2022-11-06,2.51335
2022-11-07,3.72056
2022-11-08,4.72986
2022-11-09,5.10587
2022-11-10,4.0372
2022-11-11,3.28517
2022-11-12,3.2258
2022-11-13,3.48307
2022-11-14,4.39342
2022-11-15,4.05699
2022-11-16,3.00811
2022-11-17,3.0279
2022-11-18,3.52265
2022-11-19,2.29566
2022-11-20,2.77063
2022-11-21,3.40391
2022-11-22,2.94874
2022-11-23,2.96853
2022-11-24,3.12685
2022-11-25,2.11755
2022-11-26,2.2165
2022-11-27,2.17692
2022-11-28,2.98832
2022-11-29,3.14664
2022-11-30,2.59251
2022-12-01,2.47377
2022-12-02,2.63209
2022-12-03,2.29566
2022-12-04,2.27587
2022-12-05,2.65188
2022-12-06,2.63209
2022-12-07,2.92895
2022-12-08,2.83
2022-12-09,3.14664
2022-12-10,1.99881
2022-12-11,2.45398
2022-12-12,2.77063
2022-12-13,2.75084
2022-12-14,2.92895
2022-12-15,2.6123
2022-12-16,2.51335
2022-12-17,1.80091
2022-12-18,2.0186
2022-12-19,1.99881
2022-12-20,2.79042
2022-12-21,2.37482
2022-12-22,2.2165
2022-12-23,1.78112
2022-12-24,1.76132
2022-12-25,1.48426
2022-12-26,2.35503
2022-12-27,2.75084
2022-12-28,2.63209
2022-12-29,2.15713
2022-12-30,1.97902
2022-12-31,1.8207
2023-01-01,1.89986
2023-01-02,2.29566
2023-01-03,3.60182
2023-01-04,3.06748
2023-01-05,3.2258
2023-01-06,3.10706
2023-01-07,2.63209
2023-01-08,2.73105
2023-01-09,3.0279
2023-01-10,3.81951
2023-01-11,3.74035
2023-01-12,4.41321
2023-01-13,4.33405
2023-01-14,3.16643
2023-01-15,2.49356
2023-01-16,3.50286
2023-01-17,4.01741
2023-01-18,4.4528
2023-01-19,3.93825
2023-01-20,2.98832
2023-01-21,1.88007
2023-01-22,1.50405
2023-01-23,2.03839
2023-01-24,2.92895
2023-01-25,2.75084
2023-01-26,3.87888
2023-01-27,3.38412
2023-01-28,3.10706
2023-01-29,2.33524
2023-01-30,3.76014
2023-01-31,3.85909
2023-02-01,3.40391
2023-02-02,3.30496
2023-02-03,3.8393
2023-02-04,3.14664
2023-02-05,2.88937
2023-02-06,3.30496
2023-02-07,4.15594
2023-02-08,3.18622
2023-02-09,4.27468
2023-02-10,3.56224
2023-02-11,2.51335
2023-02-12,2.47377
2023-02-13,3.54245
2023-02-14,3.48307
2023-02-15,3.91846
2023-02-16,3.97783
2023-02-17,3.26538
2023-02-18,2.35503
2023-02-19,2.15713
2023-02-20,3.38412
2023-02-21,3.34454
2023-02-22,3.8393
2023-02-23,3.28517
2023-02-24,3.10706
2023-02-25,2.37482
2023-02-26,2.29566
2023-02-27,2.75084
2023-02-28,2.98832
2023-03-01,2.49356
2023-03-02,2.25608
2023-03-03,2.47377
2023-03-04,2.92895
2023-03-05,2.6123
2023-03-06,2.92895
2023-03-07,2.75084
2023-03-08,3.56224
2023-03-09,3.24559
2023-03-10,2.59251
2023-03-11,2.39461
2023-03-12,2.53314
2023-03-13,3.24559
2023-03-14,4.15594
2023-03-15,3.62161
2023-03-16,2.59251
2023-03-17,2.53314
2023-03-18,2.75084
2023-03-19,2.35503
2023-03-20,3.06748
2023-03-21,4.01741
2023-03-22,3.0279
2023-03-23,3.95804
2023-03-24,3.58203
2023-03-25,2.55293
2023-03-26,2.49356
2023-03-27,3.58203
2023-03-28,3.24559
2023-03-29,3.50286
2023-03-30,3.52265
2023-03-31,2.53314
2023-04-01,2.71126
2023-04-02,2.27587
2023-04-03,3.12685
2023-04-04,3.60182
2023-04-05,3.6414
2023-04-06,3.04769
2023-04-07,2.96853
2023-04-08,2.11755
2023-04-09,2.03839
2023-04-10,3.52265
2023-04-11,4.37363
2023-04-12,3.93825
2023-04-13,4.01741
2023-04-14,3.32475
2023-04-15,2.43419
2023-04-16,3.0279
2023-04-17,3.30496
2023-04-18,3.26538
2023-04-19,3.32475
2023-04-20,2.90916
2023-04-21,2.43419
2023-04-22,2.51335
2023-04-23,2.57272
2023-04-24,3.10706
2023-04-25,3.62161
2023-04-26,2.96853
2023-04-27,2.77063
2023-04-28,2.6123
2023-04-29,1.97902
2023-04-30,2.13734
2023-05-01,2.53314
2023-05-02,2.77063
2023-05-03,2.37482
2023-05-04,2.71126
2023-05-05,2.31545
2023-05-06,2.23629
2023-05-07,2.43419
2023-05-08,3.0279
2023-05-09,2.90916
2023-05-10,3.26538
2023-05-11,3.04769
2023-05-12,2.73105
2023-05-13,2.31545
2023-05-14,2.45398
2023-05-15,2.94874
2023-05-16,3.04769
2023-05-17,2.81021
2023-05-18,3.52265
2023-05-19,2.88937
2023-05-20,2.19671
2023-05-21,2.33524
2023-05-22,2.79042
2023-05-23,3.04769
2023-05-24,3.12685
2023-05-25,2.33524
2023-05-26,2.47377
2023-05-27,1.95923
2023-05-28,1.70195
2023-05-29,2.49356
