date,조선주
2021-06-10,8.64677
2021-06-11,8.17661
2021-06-12,4.64022
2021-06-13,4.51757
2021-06-14,8.36058
2021-06-15,8.95339
2021-06-16,8.27882
2021-06-17,9.17825
2021-06-18,12.69419
2021-06-19,4.78331
2021-06-20,6.05069
2021-06-21,8.87162
2021-06-22,7.37939
2021-06-23,8.78986
2021-06-24,7.15453
2021-06-25,7.33851
2021-06-26,7.03188
2021-06-27,4.39493
2021-06-28,7.29762
2021-06-29,8.09484
2021-06-30,6.68438
2021-07-01,5.84627
2021-07-02,7.54292
2021-07-03,3.10711
2021-07-04,4.78331
2021-07-05,6.80703
2021-07-06,6.56173
2021-07-07,7.4816
2021-07-08,10.44562
2021-07-09,6.76614
2021-07-10,6.76614
2021-07-11,6.41864
2021-07-12,7.54292
2021-07-13,6.68438
2021-07-14,8.19705
2021-07-15,6.52085
2021-07-16,6.1529
2021-07-17,3.69991
2021-07-18,4.3336
2021-07-19,6.86835
2021-07-20,6.70482
2021-07-21,13.32788
2021-07-22,16.65985
2021-07-23,10.67048
2021-07-24,4.94685
2021-07-25,4.25183
2021-07-26,4.66067
2021-07-27,4.86508
2021-07-28,3.76124
2021-07-29,4.17007
2021-07-30,3.86345
2021-07-31,3.10711
2021-08-01,3.43417
2021-08-02,6.07113
2021-08-03,5.88716
2021-08-04,5.0695
2021-08-05,4.17007
2021-08-06,4.53802
2021-08-07,2.96402
2021-08-08,3.96565
2021-08-09,10.11856
2021-08-10,7.46116
2021-08-11,7.76778
2021-08-12,8.48323
2021-08-13,9.52575
2021-08-14,5.15126
2021-08-15,4.72199
2021-08-16,5.31479
2021-08-17,13.96156
2021-08-18,7.2363
2021-08-19,9.52575
2021-08-20,5.74407
2021-08-21,3.80212
2021-08-22,5.35568
2021-08-23,6.82747
2021-08-24,5.58053
2021-08-25,5.6623
2021-08-26,4.96729
2021-08-27,4.00654
2021-08-28,2.33033
2021-08-29,5.15126
2021-08-30,5.19215
2021-08-31,4.94685
2021-09-01,5.86672
2021-09-02,6.33687
2021-09-03,5.19215
2021-09-04,2.82093
2021-09-05,3.08667
2021-09-06,4.23139
2021-09-07,5.47833
2021-09-08,5.68274
2021-09-09,10.65004
2021-09-10,7.19542
2021-09-11,3.33197
2021-09-12,4.84464
2021-09-13,5.27391
2021-09-14,7.07277
2021-09-15,4.3336
2021-09-16,5.15126
2021-09-17,12.81684
2021-09-18,3.90433
2021-09-19,3.72035
2021-09-20,2.63695
2021-09-21,3.4955
2021-09-22,3.4955
2021-09-23,7.78822
2021-09-24,6.43908
2021-09-25,4.04742
2021-09-26,4.14963
2021-09-27,5.417
2021-09-28,5.29435
2021-09-29,5.15126
2021-09-30,4.76287
2021-10-01,6.35731
2021-10-02,3.35241
2021-10-03,4.53802
2021-10-04,4.35404
2021-10-05,6.23466
2021-10-06,5.60098
2021-10-07,4.19051
2021-10-08,6.43908
2021-10-09,5.21259
2021-10-10,5.80539
2021-10-11,5.84627
2021-10-12,6.37775
2021-10-13,5.29435
2021-10-14,6.84791
2021-10-15,6.35731
2021-10-16,4.06786
2021-10-17,6.27555
2021-10-18,6.95012
2021-10-19,5.51921
2021-10-20,6.84791
2021-10-21,7.27718
2021-10-22,8.40147
2021-10-23,8.38103
2021-10-24,7.84955
2021-10-25,30.15126
2021-10-26,19.11283
2021-10-27,48.56909
2021-10-28,34.28045
2021-10-29,20.48242
2021-10-30,14.2273
2021-10-31,13.92068
2021-11-01,16.5372
2021-11-02,13.28699
2021-11-03,12.26492
2021-11-04,14.49304
2021-11-05,9.01471
2021-11-06,6.31643
2021-11-07,6.72526
2021-11-08,9.38266
2021-11-09,11.38593
2021-11-10,8.95339
2021-11-11,7.2363
2021-11-12,6.58217
2021-11-13,4.76287
2021-11-14,5.58053
2021-11-15,6.95012
2021-11-16,6.70482
2021-11-17,7.25674
2021-11-18,7.25674
2021-11-19,5.88716
2021-11-20,4.66067
2021-11-21,4.70155
2021-11-22,6.3982
2021-11-23,5.72363
2021-11-24,6.62305
2021-11-25,6.58217
2021-11-26,5.19215
2021-11-27,2.82093
2021-11-28,3.0049
2021-11-29,5.25347
2021-11-30,6.35731
2021-12-01,5.19215
2021-12-02,6.21422
2021-12-03,5.21259
2021-12-04,3.4955
2021-12-05,3.88389
2021-12-06,7.95175
2021-12-07,8.52412
2021-12-08,9.0556
2021-12-09,6.80703
2021-12-10,7.11365
2021-12-11,3.20932
2021-12-12,4.12919
2021-12-13,5.88716
2021-12-14,4.39493
2021-12-15,5.6623
2021-12-16,5.1717
2021-12-17,4.45625
2021-12-18,3.27064
2021-12-19,4.55846
2021-12-20,6.33687
2021-12-21,4.76287
2021-12-22,6.05069
2021-12-23,5.04905
2021-12-24,4.96729
2021-12-25,3.47506
2021-12-26,4.68111
2021-12-27,6.58217
2021-12-28,6.7457
2021-12-29,6.82747
2021-12-30,4.84464
2021-12-31,3.57726
2022-01-01,3.37285
2022-01-02,3.2502
2022-01-03,4.78331
2022-01-04,9.66884
2022-01-05,11.87653
2022-01-06,23.32379
2022-01-07,14.86099
2022-01-08,7.17497
2022-01-09,8.60588
2022-01-10,10.20032
2022-01-11,13.32788
2022-01-12,9.1578
2022-01-13,7.17497
2022-01-14,6.7457
2022-01-15,4.0883
2022-01-16,4.3336
2022-01-17,6.7457
2022-01-18,7.44071
2022-01-19,6.23466
2022-01-20,6.92968
2022-01-21,5.21259
2022-01-22,4.14963
2022-01-23,8.62632
2022-01-24,9.46443
2022-01-25,7.70645
2022-01-26,7.50204
2022-01-27,8.27882
2022-01-28,6.43908
2022-01-29,3.55682
2022-01-30,4.59934
2022-01-31,3.22976
2022-02-01,4.14963
2022-02-02,4.5789
2022-02-03,5.39656
2022-02-04,5.23303
2022-02-05,3.61815
2022-02-06,2.82093
2022-02-07,6.60261
2022-02-08,7.8291
2022-02-09,4.8242
2022-02-10,5.04905
2022-02-11,4.17007
2022-02-12,4.66067
2022-02-13,4.3336
2022-02-14,4.76287
2022-02-15,3.86345
2022-02-16,4.8242
2022-02-17,4.94685
2022-02-18,8.25838
2022-02-19,4.0883
2022-02-20,5.74407
2022-02-21,6.11201
2022-02-22,7.2363
2022-02-23,75.14309
2022-02-24,37.91905
2022-02-25,19.46034
2022-02-26,7.78822
2022-02-27,7.7269
2022-02-28,11.34505
2022-03-01,7.80866
2022-03-02,23.7735
2022-03-03,17.53883
2022-03-04,13.1439
2022-03-05,8.25838
2022-03-06,6.86835
2022-03-07,10.139
2022-03-08,9.30089
2022-03-09,5.56009
2022-03-10,6.95012
2022-03-11,7.62469
2022-03-12,6.5004
2022-03-13,6.1529
2022-03-14,6.7457
2022-03-15,9.83237
2022-03-16,6.35731
2022-03-17,7.01144
2022-03-18,6.03025
2022-03-19,4.35404
2022-03-20,3.82256
2022-03-21,4.86508
2022-03-22,9.0556
2022-03-23,7.31807
2022-03-24,7.89043
2022-03-25,7.19542
2022-03-26,5.23303
2022-03-27,5.58053
2022-03-28,6.58217
2022-03-29,6.00981
2022-03-30,6.90923
2022-03-31,5.6623
2022-04-01,6.84791
2022-04-02,4.0883
2022-04-03,5.27391
2022-04-04,5.9076
2022-04-05,5.33524
2022-04-06,7.15453
2022-04-07,9.01471
2022-04-08,5.74407
2022-04-09,4.84464
2022-04-10,5.62142
2022-04-11,7.60425
2022-04-12,9.09648
2022-04-13,26.71708
2022-04-14,21.6067
2022-04-15,24.69337
2022-04-16,13.16434
2022-04-17,14.04333
2022-04-18,17.92722
2022-04-19,21.30008
2022-04-20,18.15208
2022-04-21,16.94603
2022-04-22,13.22567
2022-04-23,6.84791
2022-04-24,5.62142
2022-04-25,7.86999
2022-04-26,7.91087
2022-04-27,10.05723
2022-04-28,8.29926
2022-04-29,6.991
2022-04-30,8.17661
2022-05-01,5.98937
2022-05-02,6.35731
2022-05-03,7.25674
2022-05-04,6.23466
2022-05-05,4.19051
2022-05-06,4.35404
2022-05-07,3.61815
2022-05-08,3.37285
2022-05-09,5.49877
2022-05-10,4.92641
2022-05-11,5.27391
2022-05-12,5.417
2022-05-13,3.843
2022-05-14,3.16843
2022-05-15,3.20932
2022-05-16,6.33687
2022-05-17,7.4816
2022-05-18,8.66721
2022-05-19,5.64186
2022-05-20,4.61978
2022-05-21,2.73916
2022-05-22,2.98446
2022-05-23,4.92641
2022-05-24,4.88552
2022-05-25,4.43581
2022-05-26,8.38103
2022-05-27,4.55846
2022-05-28,3.57726
2022-05-29,3.2502
2022-05-30,5.27391
2022-05-31,5.62142
2022-06-01,4.02698
2022-06-02,4.76287
2022-06-03,4.72199
2022-06-04,3.02534
2022-06-05,2.86181
2022-06-06,3.843
2022-06-07,6.56173
2022-06-08,7.50204
2022-06-09,8.13573
2022-06-10,11.03843
2022-06-11,5.76451
2022-06-12,5.23303
2022-06-13,7.29762
2022-06-14,6.17334
2022-06-15,7.46116
2022-06-16,5.60098
2022-06-17,11.34505
2022-06-18,6.54129
2022-06-19,5.15126
2022-06-20,6.52085
2022-06-21,16.5372
2022-06-22,9.87326
2022-06-23,8.15617
2022-06-24,5.31479
2022-06-25,4.06786
2022-06-26,4.84464
2022-06-27,7.09321
2022-06-28,5.98937
2022-06-29,13.67538
2022-06-30,21.56582
2022-07-01,8.70809
2022-07-02,5.29435
2022-07-03,5.6623
2022-07-04,23.24202
2022-07-05,8.93295
2022-07-06,50.55192
2022-07-07,10.46606
2022-07-08,5.33524
2022-07-09,2.96402
2022-07-10,3.843
2022-07-11,5.96892
2022-07-12,4.00654
2022-07-13,7.31807
2022-07-14,6.31643
2022-07-15,5.00817
2022-07-16,3.47506
2022-07-17,3.10711
2022-07-18,9.09648
2022-07-19,5.68274
2022-07-20,4.61978
2022-07-21,4.78331
2022-07-22,3.18887
2022-07-23,2.35077
2022-07-24,2.37121
2022-07-25,3.29108
2022-07-26,3.67947
2022-07-27,3.29108
2022-07-28,2.88225
2022-07-29,3.80212
2022-07-30,3.0049
2022-07-31,2.92313
2022-08-01,13.16434
2022-08-02,8.68765
2022-08-03,6.62305
2022-08-04,7.78822
2022-08-05,6.84791
2022-08-06,3.61815
2022-08-07,3.04578
2022-08-08,6.3982
2022-08-09,5.64186
2022-08-10,15.35159
2022-08-11,12.20359
2022-08-12,9.8937
2022-08-13,5.15126
2022-08-14,4.59934
2022-08-15,5.47833
2022-08-16,6.37775
2022-08-17,6.68438
2022-08-18,7.70645
2022-08-19,7.42027
2022-08-20,5.02861
2022-08-21,4.88552
2022-08-22,9.68928
2022-08-23,18.99018
2022-08-24,16.7825
2022-08-25,14.43172
2022-08-26,8.40147
2022-08-27,6.3982
2022-08-28,5.86672
2022-08-29,9.83237
2022-08-30,10.26165
2022-08-31,9.34178
2022-09-01,10.54783
2022-09-02,7.91087
2022-09-03,3.96565
2022-09-04,4.96729
2022-09-05,6.7457
2022-09-06,5.84627
2022-09-07,7.42027
2022-09-08,5.19215
2022-09-09,4.43581
2022-09-10,3.35241
2022-09-11,4.3336
2022-09-12,30.51921
2022-09-13,25.28618
2022-09-14,12.10139
2022-09-15,9.75061
2022-09-16,8.23793
2022-09-17,5.80539
2022-09-18,6.68438
2022-09-19,9.75061
2022-09-20,7.80866
2022-09-21,11.93785
2022-09-22,10.20032
2022-09-23,6.27555
2022-09-24,6.58217
2022-09-25,6.29599
2022-09-26,11.07931
2022-09-27,9.4031
2022-09-28,9.09648
2022-09-29,5.88716
2022-09-30,7.31807
2022-10-01,6.07113
2022-10-02,6.54129
2022-10-03,6.90923
2022-10-04,6.45952
2022-10-05,6.60261
2022-10-06,7.52248
2022-10-07,5.35568
2022-10-08,3.78168
2022-10-09,4.61978
2022-10-10,7.03188
2022-10-11,8.19705
2022-10-12,7.70645
2022-10-13,7.8291
2022-10-14,5.1717
2022-10-15,5.1717
2022-10-16,4.72199
2022-10-17,6.29599
2022-10-18,6.991
2022-10-19,6.62305
2022-10-20,5.47833
2022-10-21,7.17497
2022-10-22,2.96402
2022-10-23,3.08667
2022-10-24,4.19051
2022-10-25,7.52248
2022-10-26,5.62142
2022-10-27,5.27391
2022-10-28,5.00817
2022-10-29,3.22976
2022-10-30,4.00654
2022-10-31,5.19215
2022-11-01,3.90433
2022-11-02,3.67947
2022-11-03,3.22976
2022-11-04,3.72035
2022-11-05,2.90269
2022-11-06,2.92313
2022-11-07,4.72199
2022-11-08,4.66067
2022-11-09,4.88552
2022-11-10,4.86508
2022-11-11,4.3336
2022-11-12,4.14963
2022-11-13,3.18887
2022-11-14,4.74243
2022-11-15,4.06786
2022-11-16,4.27228
2022-11-17,2.92313
2022-11-18,2.92313
2022-11-19,1.75797
2022-11-20,2.1668
2022-11-21,9.54619
2022-11-22,7.35895
2022-11-23,8.3197
2022-11-24,5.11038
2022-11-25,3.4955
2022-11-26,6.05069
2022-11-27,6.33687
2022-11-28,6.05069
2022-11-29,2.92313
2022-11-30,7.62469
2022-12-01,4.21095
2022-12-02,4.06786
2022-12-03,5.33524
2022-12-04,2.20768
2022-12-05,2.86181
2022-12-06,2.92313
2022-12-07,2.53475
2022-12-08,2.69828
2022-12-09,2.67784
2022-12-10,2.45298
2022-12-11,2.67784
2022-12-12,3.29108
2022-12-13,5.25347
2022-12-14,2.73916
2022-12-15,4.84464
2022-12-16,4.61978
2022-12-17,4.92641
2022-12-18,2.88225
2022-12-19,5.47833
2022-12-20,4.61978
2022-12-21,4.12919
2022-12-22,6.35731
2022-12-23,3.61815
2022-12-24,2.59607
2022-12-25,3.43417
2022-12-26,3.98609
2022-12-27,3.45461
2022-12-28,3.37285
2022-12-29,3.92477
2022-12-30,3.53638
2022-12-31,2.08503
2023-01-01,3.0049
2023-01-02,4.14963
2023-01-03,5.1717
2023-01-04,4.88552
2023-01-05,9.68928
2023-01-06,4.78331
2023-01-07,3.04578
2023-01-08,3.27064
2023-01-09,4.84464
2023-01-10,4.04742
2023-01-11,3.90433
2023-01-12,3.39329
2023-01-13,3.82256
2023-01-14,3.0049
2023-01-15,2.49386
2023-01-16,4.29272
2023-01-17,3.14799
2023-01-18,4.00654
2023-01-19,3.31152
2023-01-20,3.08667
2023-01-21,1.81929
2023-01-22,2.43254
2023-01-23,2.37121
2023-01-24,2.67784
2023-01-25,3.63859
2023-01-26,4.31316
2023-01-27,6.76614
2023-01-28,4.49713
2023-01-29,2.90269
2023-01-30,4.27228
2023-01-31,8.68765
2023-02-01,5.35568
2023-02-02,4.55846
2023-02-03,5.45789
2023-02-04,3.2502
2023-02-05,3.33197
2023-02-06,5.13082
2023-02-07,7.2363
2023-02-08,6.37775
2023-02-09,5.23303
2023-02-10,5.13082
2023-02-11,3.2502
2023-02-12,2.4121
2023-02-13,6.88879
2023-02-14,5.11038
2023-02-15,5.62142
2023-02-16,3.10711
2023-02-17,3.12755
2023-02-18,2.47342
2023-02-19,2.20768
2023-02-20,3.12755
2023-02-21,6.33687
2023-02-22,3.61815
2023-02-23,3.31152
2023-02-24,2.12591
2023-02-25,1.83973
2023-02-26,2.84137
2023-02-27,3.88389
2023-02-28,4.31316
2023-03-01,2.82093
2023-03-02,2.69828
2023-03-03,6.52085
2023-03-04,2.80049
2023-03-05,3.06623
2023-03-06,5.76451
2023-03-07,6.09157
2023-03-08,7.4816
2023-03-09,5.23303
2023-03-10,3.72035
2023-03-11,3.31152
2023-03-12,2.69828
2023-03-13,3.86345
2023-03-14,3.22976
2023-03-15,3.04578
2023-03-16,5.00817
2023-03-17,3.18887
2023-03-18,2.12591
2023-03-19,2.61651
2023-03-20,3.98609
2023-03-21,5.76451
2023-03-22,4.72199
2023-03-23,3.7408
2023-03-24,3.37285
2023-03-25,3.0049
2023-03-26,3.4955
2023-03-27,4.43581
2023-03-28,9.70973
2023-03-29,5.6623
2023-03-30,3.90433
2023-03-31,5.31479
2023-04-01,2.65739
2023-04-02,3.18887
2023-04-03,4.5789
2023-04-04,6.43908
2023-04-05,6.97056
2023-04-06,4.00654
2023-04-07,4.39493
2023-04-08,3.39329
2023-04-09,3.7408
2023-04-10,5.64186
2023-04-11,5.76451
2023-04-12,6.25511
2023-04-13,5.25347
2023-04-14,9.81193
2023-04-15,5.19215
2023-04-16,5.49877
2023-04-17,8.17661
2023-04-18,5.98937
2023-04-19,9.52575
2023-04-20,8.58544
2023-04-21,4.98773
2023-04-22,3.31152
2023-04-23,4.3336
2023-04-24,7.31807
2023-04-25,5.60098
2023-04-26,4.90596
2023-04-27,5.51921
2023-04-28,5.60098
2023-04-29,2.84137
2023-04-30,2.90269
2023-05-01,3.18887
2023-05-02,5.45789
2023-05-03,5.08994
2023-05-04,3.76124
2023-05-05,2.1668
2023-05-06,2.02371
2023-05-07,2.4121
2023-05-08,3.61815
2023-05-09,9.60752
2023-05-10,5.98937
2023-05-11,6.29599
2023-05-12,6.03025
2023-05-13,2.69828
2023-05-14,4.53802
2023-05-15,4.47669
2023-05-16,4.49713
2023-05-17,3.96565
2023-05-18,4.66067
2023-05-19,4.90596
2023-05-20,4.80376
2023-05-21,3.82256
2023-05-22,43.704
2023-05-23,24.24366
2023-05-24,16.86426
2023-05-25,12.83728
2023-05-26,13.47097
2023-05-27,9.19869
2023-05-28,9.28045
2023-05-29,8.11529
2023-05-30,11.95829
