date,비트코인시세
2020-08-29,2.67022
2020-08-30,2.67078
2020-08-31,3.48622
2020-09-01,3.83774
2020-09-02,4.43838
2020-09-03,3.99133
2020-09-04,4.9433
2020-09-05,3.3369
2020-09-06,3.53222
2020-09-07,4.00005
2020-09-08,3.80045
2020-09-09,3.91583
2020-09-10,3.61904
2020-09-11,3.12357
2020-09-12,2.30275
2020-09-13,2.47211
2020-09-14,2.93159
2020-09-15,3.27921
2020-09-16,3.09408
2020-09-17,3.05086
2020-09-18,2.59083
2020-09-19,2.19553
2020-09-20,2.49919
2020-09-21,2.96646
2020-09-22,2.87278
2020-09-23,2.57599
2020-09-24,2.91211
2020-09-25,2.52665
2020-09-26,1.91877
2020-09-27,1.89893
2020-09-28,2.40255
2020-09-29,2.22503
2020-09-30,1.6485
2020-10-01,1.71974
2020-10-02,1.94604
2020-10-03,1.87036
2020-10-04,1.91729
2020-10-05,2.40014
2020-10-06,2.27919
2020-10-07,2.32612
2020-10-08,2.01839
2020-10-09,1.87667
2020-10-10,2.14823
2020-10-11,2.30832
2020-10-12,2.77169
2020-10-13,2.97852
2020-10-14,2.48343
2020-10-15,2.4441
2020-10-16,2.9225
2020-10-17,1.88872
2020-10-18,1.90597
2020-10-19,2.76186
2020-10-20,3.21707
2020-10-21,4.35713
2020-10-22,10.55995
2020-10-23,5.89564
2020-10-24,3.50811
2020-10-25,4.66116
2020-10-26,5.28294
2020-10-27,5.65394
2020-10-28,7.70646
2020-10-29,5.88803
2020-10-30,5.44432
2020-10-31,4.77357
2020-11-01,4.87559
2020-11-02,6.30559
2020-11-03,5.6109
2020-11-04,5.62704
2020-11-05,7.93759
2020-11-06,14.08105
2020-11-07,7.66083
2020-11-08,8.72168
2020-11-09,10.64621
2020-11-10,8.43156
2020-11-11,7.89845
2020-11-12,8.43342
2020-11-13,11.48651
2020-11-14,6.51575
2020-11-15,6.14179
2020-11-16,8.99826
2020-11-17,11.37262
2020-11-18,27.47874
2020-11-19,26.38023
2020-11-20,21.68234
2020-11-21,16.10074
2020-11-22,16.3187
2020-11-23,19.6441
2020-11-24,24.52007
2020-11-25,24.04835
2020-11-26,25.57276
2020-11-27,22.42303
2020-11-28,14.08328
2020-11-29,15.10462
2020-11-30,19.78601
2020-12-01,26.31753
2020-12-02,19.2898
2020-12-03,16.7127
2020-12-04,13.91837
2020-12-05,9.36721
2020-12-06,10.05355
2020-12-07,12.61563
2020-12-08,10.85731
2020-12-09,12.42308
2020-12-10,11.49504
2020-12-11,9.22215
2020-12-12,7.3529
2020-12-13,9.30303
2020-12-14,10.79016
2020-12-15,12.44516
2020-12-16,12.7106
2020-12-17,37.33177
2020-12-18,24.88216
2020-12-19,13.54089
2020-12-20,15.45911
2020-12-21,20.91012
2020-12-22,17.1117
2020-12-23,18.38959
2020-12-24,14.93285
2020-12-25,10.62469
2020-12-26,12.67258
2020-12-27,28.72713
2020-12-28,26.15596
2020-12-29,17.95385
2020-12-30,18.64409
2020-12-31,16.43018
2021-01-01,14.0421
2021-01-02,15.71101
2021-01-03,42.88759
2021-01-04,45.64815
2021-01-05,33.90472
2021-01-06,36.47793
2021-01-07,42.71489
2021-01-08,45.93196
2021-01-09,34.60497
2021-01-10,33.03715
2021-01-11,65.8723
2021-01-12,60.52295
2021-01-13,39.25074
2021-01-14,35.78807
2021-01-15,32.78117
2021-01-16,23.49854
2021-01-17,21.39463
2021-01-18,26.71208
2021-01-19,23.66753
2021-01-20,21.89826
2021-01-21,24.50263
2021-01-22,39.95859
2021-01-23,24.35794
2021-01-24,19.62518
2021-01-25,22.40021
2021-01-26,20.53133
2021-01-27,17.54279
2021-01-28,19.50368
2021-01-29,21.88305
2021-01-30,18.83459
2021-01-31,15.51123
2021-02-01,21.16721
2021-02-02,19.1249
2021-02-03,17.865
2021-02-04,19.02157
2021-02-05,15.36395
2021-02-06,15.2636
2021-02-07,15.05064
2021-02-08,22.90606
2021-02-09,72.49064
2021-02-10,34.24789
2021-02-11,22.12382
2021-02-12,28.42552
2021-02-13,26.36743
2021-02-14,25.43902
2021-02-15,32.93513
2021-02-16,33.50126
2021-02-17,40.8026
2021-02-18,41.92208
2021-02-19,36.86154
2021-02-20,51.63524
2021-02-21,42.60433
2021-02-22,59.84366
2021-02-23,88.57117
2021-02-24,68.40656
2021-02-25,43.83714
2021-02-26,41.30196
2021-02-27,30.34801
2021-02-28,32.32726
2021-03-01,36.58682
2021-03-02,33.79435
2021-03-03,30.59175
2021-03-04,28.96364
2021-03-05,26.76439
2021-03-06,19.21468
2021-03-07,18.06089
2021-03-08,22.96152
2021-03-09,31.19832
2021-03-10,31.73237
2021-03-11,30.67522
2021-03-12,27.38581
2021-03-13,25.52843
2021-03-14,36.10082
2021-03-15,40.36001
2021-03-16,36.23845
2021-03-17,29.18086
2021-03-18,31.62923
2021-03-19,27.4665
2021-03-20,21.01047
2021-03-21,22.99621
2021-03-22,26.49468
2021-03-23,34.79269
2021-03-24,30.00372
2021-03-25,31.19721
2021-03-26,24.97008
2021-03-27,17.17032
2021-03-28,16.45319
2021-03-29,21.63689
2021-03-30,25.13759
2021-03-31,28.19699
2021-04-01,28.79299
2021-04-02,31.70158
2021-04-03,25.91426
2021-04-04,24.48037
2021-04-05,30.93844
2021-04-06,37.06206
2021-04-07,48.08669
2021-04-08,44.41126
2021-04-09,32.03306
2021-04-10,25.19231
2021-04-11,26.17563
2021-04-12,28.25542
2021-04-13,31.79358
2021-04-14,34.30205
2021-04-15,32.86056
2021-04-16,28.37803
2021-04-17,22.28094
2021-04-18,34.62704
2021-04-19,46.00708
2021-04-20,59.23282
2021-04-21,45.05845
2021-04-22,51.62689
2021-04-23,93.15034
2021-04-24,63.1186
2021-04-25,43.91468
2021-04-26,54.76624
2021-04-27,45.77132
2021-04-28,40.17766
2021-04-29,31.99689
2021-04-30,25.98661
2021-05-01,24.64454
2021-05-02,23.22864
2021-05-03,28.22091
2021-05-04,28.20459
2021-05-05,23.89977
2021-05-06,24.98585
2021-05-07,23.71835
2021-05-08,19.6697
2021-05-09,21.40317
2021-05-10,22.96338
2021-05-11,24.76845
2021-05-12,21.72037
2021-05-13,53.76808
2021-05-14,36.73095
2021-05-15,24.47685
2021-05-16,29.61307
2021-05-17,66.86081
2021-05-18,43.09924
2021-05-19,69.2131
2021-05-20,91.13455
2021-05-21,62.39832
2021-05-22,72.92878
2021-05-23,70.45277
2021-05-24,100.0
2021-05-25,66.83559
2021-05-26,50.96801
2021-05-27,43.84531
2021-05-28,43.51215
2021-05-29,48.40315
2021-05-30,47.8819
2021-05-31,48.15235
2021-06-01,39.36389
2021-06-02,35.2134
2021-06-03,33.3831
2021-06-04,32.34636
2021-06-05,27.51566
2021-06-06,31.51385
2021-06-07,32.11468
2021-06-08,52.28263
2021-06-09,50.68902
2021-06-10,39.61431
2021-06-11,30.60473
2021-06-12,27.21051
2021-06-13,26.47465
2021-06-14,34.66377
2021-06-15,28.53533
2021-06-16,24.73098
2021-06-17,23.40987
2021-06-18,22.46847
2021-06-19,25.1719
2021-06-20,22.30969
2021-06-21,37.87899
2021-06-22,57.39603
2021-06-23,47.2935
2021-06-24,33.47047
2021-06-25,26.32792
2021-06-26,28.28343
2021-06-27,25.16671
2021-06-28,27.90205
2021-06-29,26.8705
2021-06-30,24.05132
2021-07-01,23.18802
2021-07-02,20.37663
2021-07-03,17.06811
2021-07-04,16.94568
2021-07-05,20.01046
2021-07-06,18.98577
2021-07-07,18.768
2021-07-08,18.12785
2021-07-09,20.03272
2021-07-10,13.71562
2021-07-11,13.00165
2021-07-12,16.64017
2021-07-13,16.41831
2021-07-14,18.74574
2021-07-15,17.76966
2021-07-16,18.6209
2021-07-17,15.48934
2021-07-18,15.14191
2021-07-19,17.81622
2021-07-20,28.24837
2021-07-21,23.95523
2021-07-22,21.88843
2021-07-23,16.29867
2021-07-24,13.49655
2021-07-25,13.43515
2021-07-26,25.16467
2021-07-27,23.75768
2021-07-28,20.487
2021-07-29,17.73812
2021-07-30,15.25284
2021-07-31,14.07159
2021-08-01,15.33279
2021-08-02,16.56281
2021-08-03,15.33965
2021-08-04,14.37191
2021-08-05,14.18159
2021-08-06,13.66795
2021-08-07,16.86555
2021-08-08,16.49882
2021-08-09,18.78711
2021-08-10,19.011
2021-08-11,17.53333
2021-08-12,19.19038
2021-08-13,17.94736
2021-08-14,17.2575
2021-08-15,15.1523
2021-08-16,16.48231
2021-08-17,18.56451
2021-08-18,16.11929
2021-08-19,15.51402
2021-08-20,16.39865
2021-08-21,14.71323
2021-08-22,11.35258
2021-08-23,15.01206
2021-08-24,13.27062
2021-08-25,12.67833
2021-08-26,12.20531
2021-08-27,11.11848
2021-08-28,9.31175
2021-08-29,9.58202
2021-08-30,11.51656
2021-08-31,11.6926
2021-09-01,11.42567
2021-09-02,12.99033
2021-09-03,11.95378
2021-09-04,10.91852
2021-09-05,9.28207
2021-09-06,14.80041
2021-09-07,16.71177
2021-09-08,26.99979
2021-09-09,17.13099
2021-09-10,13.16229
2021-09-11,10.43808
2021-09-12,9.52433
2021-09-13,12.14948
2021-09-14,11.74917
2021-09-15,11.49282
2021-09-16,11.03149
2021-09-17,10.45979
2021-09-18,8.79477
2021-09-19,7.50983
2021-09-20,10.73803
2021-09-21,16.81305
2021-09-22,17.67004
2021-09-23,15.55241
2021-09-24,15.95828
2021-09-25,19.14215
2021-09-26,14.45001
2021-09-27,14.3708
2021-09-28,13.74104
2021-09-29,14.79039
2021-09-30,12.40045
2021-10-01,13.55925
2021-10-02,13.36003
2021-10-03,10.98938
2021-10-04,12.40175
2021-10-05,18.73368
2021-10-06,19.79324
2021-10-07,21.05833
2021-10-08,14.81339
2021-10-09,10.55198
2021-10-10,10.4123
2021-10-11,14.0907
2021-10-12,17.34376
2021-10-13,13.96345
2021-10-14,13.15376
2021-10-15,15.30107
2021-10-16,16.31332
2021-10-17,13.25188
2021-10-18,18.37363
2021-10-19,16.77094
2021-10-20,20.81347
2021-10-21,26.58261
2021-10-22,22.09414
2021-10-23,15.46597
2021-10-24,13.45426
2021-10-25,17.76428
2021-10-26,16.61698
2021-10-27,17.99745
2021-10-28,17.43075
2021-10-29,15.94993
2021-10-30,11.8512
2021-10-31,11.10773
2021-11-01,14.43387
2021-11-02,14.22018
2021-11-03,13.72824
2021-11-04,13.30883
2021-11-05,11.96787
2021-11-06,8.41839
2021-11-07,9.32714
2021-11-08,18.25621
2021-11-09,21.39946
2021-11-10,17.69731
2021-11-11,15.81879
2021-11-12,13.08123
2021-11-13,10.30786
2021-11-14,10.29043
2021-11-15,13.51195
2021-11-16,16.30423
2021-11-17,16.97165
2021-11-18,14.40122
2021-11-19,16.4697
2021-11-20,11.20047
2021-11-21,10.06783
2021-11-22,12.91873
2021-11-23,13.92023
2021-11-24,13.39249
2021-11-25,13.10886
2021-11-26,13.9423
2021-11-27,13.71674
2021-11-28,13.00758
2021-11-29,15.12002
2021-11-30,14.81692
2021-12-01,13.35669
2021-12-02,12.41678
2021-12-03,10.69982
2021-12-04,31.81714
2021-12-05,33.17182
2021-12-06,35.86412
2021-12-07,29.82082
2021-12-08,22.04369
2021-12-09,19.03085
2021-12-10,21.76025
2021-12-11,16.30312
2021-12-12,15.4272
2021-12-13,18.40665
2021-12-14,26.47075
2021-12-15,22.54434
2021-12-16,19.70457
2021-12-17,17.11318
2021-12-18,15.10537
2021-12-19,13.77814
2021-12-20,18.5621
2021-12-21,19.26977
2021-12-22,16.60362
2021-12-23,14.6342
2021-12-24,15.27287
2021-12-25,11.02611
2021-12-26,10.98233
2021-12-27,13.13539
2021-12-28,13.85456
2021-12-29,16.94661
2021-12-30,16.64258
2021-12-31,14.27416
2022-01-01,12.73676
2022-01-02,11.41955
2022-01-03,14.41161
2022-01-04,15.12688
2022-01-05,14.95994
2022-01-06,23.54547
2022-01-07,23.03665
2022-01-08,17.94996
2022-01-09,16.99317
2022-01-10,22.88547
2022-01-11,25.1784
2022-01-12,19.6799
2022-01-13,17.74072
2022-01-14,16.53184
2022-01-15,12.39619
2022-01-16,12.90667
2022-01-17,13.87311
2022-01-18,15.793
2022-01-19,17.67505
2022-01-20,15.49825
2022-01-21,23.65732
2022-01-22,40.67016
2022-01-23,36.27834
2022-01-24,41.43533
2022-01-25,39.74657
2022-01-26,28.96401
2022-01-27,28.68707
2022-01-28,21.41522
2022-01-29,16.24506
2022-01-30,15.48267
2022-01-31,15.2738
2022-02-01,16.15713
2022-02-02,16.45745
2022-02-03,19.20522
2022-02-04,17.10539
2022-02-05,20.58717
2022-02-06,17.32354
2022-02-07,20.32636
2022-02-08,23.26797
2022-02-09,20.17796
2022-02-10,18.50237
2022-02-11,16.65185
2022-02-12,14.6995
2022-02-13,14.6394
2022-02-14,17.77281
2022-02-15,17.63814
2022-02-16,17.0542
2022-02-17,15.48267
2022-02-18,18.3434
2022-02-19,17.65279
2022-02-20,19.9153
2022-02-21,24.46423
2022-02-22,29.02003
2022-02-23,21.00491
2022-02-24,34.88822
2022-02-25,26.64901
2022-02-26,17.5645
2022-02-27,18.1694
2022-02-28,21.27517
2022-03-01,27.82581
2022-03-02,25.89757
2022-03-03,19.66562
2022-03-04,17.84849
2022-03-05,16.40496
2022-03-06,15.60361
2022-03-07,19.17275
2022-03-08,17.94365
2022-03-09,15.08682
2022-03-10,16.68394
2022-03-11,12.8757
2022-03-12,10.44068
2022-03-13,9.25387
2022-03-14,11.91
2022-03-15,12.28211
2022-03-16,13.03875
2022-03-17,13.5919
2022-03-18,11.5915
2022-03-19,10.48167
2022-03-20,9.96099
2022-03-21,11.32235
2022-03-22,13.32553
2022-03-23,12.84194
2022-03-24,12.72452
2022-03-25,13.09254
2022-03-26,10.79776
2022-03-27,10.49262
2022-03-28,16.94382
2022-03-29,16.31072
2022-03-30,14.22556
2022-03-31,12.54254
2022-04-01,11.76847
2022-04-02,9.84412
2022-04-03,8.76861
2022-04-04,12.42271
2022-04-05,12.01647
2022-04-06,11.88681
2022-04-07,12.8564
2022-04-08,10.74174
2022-04-09,8.19635
2022-04-10,7.66825
2022-04-11,11.18026
2022-04-12,14.404
2022-04-13,11.6989
2022-04-14,10.99884
2022-04-15,10.76419
2022-04-16,7.6061
2022-04-17,7.46921
2022-04-18,11.4624
2022-04-19,11.31882
2022-04-20,11.06803
2022-04-21,10.52675
2022-04-22,10.25555
2022-04-23,8.79959
2022-04-24,8.26054
2022-04-25,12.03985
2022-04-26,11.59855
2022-04-27,13.56444
2022-04-28,11.28024
2022-04-29,10.31009
2022-04-30,8.57347
2022-05-01,9.58962
2022-05-02,11.22552
2022-05-03,10.17301
2022-05-04,10.40321
2022-05-05,11.06284
2022-05-06,16.8891
2022-05-07,11.03872
2022-05-08,13.11721
2022-05-09,20.93052
2022-05-10,29.40995
2022-05-11,24.47852
2022-05-12,44.51829
2022-05-13,37.71056
2022-05-14,23.5783
2022-05-15,18.96982
2022-05-16,22.25219
2022-05-17,21.05369
2022-05-18,19.22191
2022-05-19,22.8404
2022-05-20,16.53889
2022-05-21,12.98662
2022-05-22,11.95563
2022-05-23,14.61992
2022-05-24,19.91103
2022-05-25,16.66428
2022-05-26,14.91727
2022-05-27,15.02913
2022-05-28,12.54032
2022-05-29,11.02574
2022-05-30,14.45761
2022-05-31,14.33018
2022-06-01,11.54921
2022-06-02,13.12408
2022-06-03,11.35091
2022-06-04,9.83151
2022-06-05,8.45531
2022-06-06,10.95599
2022-06-07,13.34816
2022-06-08,13.00424
2022-06-09,11.20251
2022-06-10,11.19695
2022-06-11,9.90719
2022-06-12,13.59524
2022-06-13,32.44597
2022-06-14,44.61122
2022-06-15,36.13754
2022-06-16,30.15323
2022-06-17,30.86684
2022-06-18,26.86419
2022-06-19,45.67894
2022-06-20,36.24254
2022-06-21,24.02182
2022-06-22,23.00215
2022-06-23,21.51205
2022-06-24,17.42723
2022-06-25,13.3016
2022-06-26,12.32329
2022-06-27,15.36042
2022-06-28,15.23447
2022-06-29,16.92008
2022-06-30,18.82847
2022-07-01,20.86003
2022-07-02,13.46483
2022-07-03,12.67499
2022-07-04,17.6194
2022-07-05,17.19276
2022-07-06,15.68133
2022-07-07,13.78352
2022-07-08,13.68576
2022-07-09,10.64714
2022-07-10,9.82223
2022-07-11,13.34259
2022-07-12,14.07363
2022-07-13,14.94213
2022-07-14,13.32441
2022-07-15,12.56944
2022-07-16,9.81667
2022-07-17,10.18859
2022-07-18,14.64719
2022-07-19,15.63125
2022-07-20,17.42185
2022-07-21,18.81474
2022-07-22,14.97107
2022-07-23,10.38466
2022-07-24,9.90886
2022-07-25,13.58633
2022-07-26,13.10145
2022-07-27,12.52399
2022-07-28,14.17621
2022-07-29,13.48672
2022-07-30,10.0619
2022-07-31,9.74024
2022-08-01,11.65772
2022-08-02,11.28265
2022-08-03,10.92167
2022-08-04,10.88309
2022-08-05,9.84932
2022-08-06,7.59145
2022-08-07,7.69941
2022-08-08,10.654
2022-08-09,10.59353
2022-08-10,10.61597
2022-08-11,12.03131
2022-08-12,10.36945
2022-08-13,8.67865
2022-08-14,8.11065
2022-08-15,9.72522
2022-08-16,10.66402
2022-08-17,10.09324
2022-08-18,8.96728
2022-08-19,11.11756
2022-08-20,11.99403
2022-08-21,9.34087
2022-08-22,11.49041
2022-08-23,10.86064
2022-08-24,9.51245
2022-08-25,9.17541
2022-08-26,8.94001
2022-08-27,10.19174
2022-08-28,9.07301
2022-08-29,12.67128
2022-08-30,11.21939
2022-08-31,9.93817
2022-09-01,9.51338
2022-09-02,8.69404
2022-09-03,6.89658
2022-09-04,6.52633
2022-09-05,8.62819
2022-09-06,8.16538
2022-09-07,10.64844
2022-09-08,9.23643
2022-09-09,7.52671
2022-09-10,8.54175
2022-09-11,7.74652
2022-09-12,9.97787
2022-09-13,12.81708
2022-09-14,14.46485
2022-09-15,10.76548
2022-09-16,10.36667
2022-09-17,7.87749
2022-09-18,7.47811
2022-09-19,12.97623
2022-09-20,10.84488
2022-09-21,11.07397
2022-09-22,13.24539
2022-09-23,11.88997
2022-09-24,8.44511
2022-09-25,7.38258
2022-09-26,12.54922
2022-09-27,12.51045
2022-09-28,12.99386
2022-09-29,10.80852
2022-09-30,9.7204
2022-10-01,7.21229
2022-10-02,6.89769
2022-10-03,8.00047
2022-10-04,9.80294
2022-10-05,9.38595
2022-10-06,8.25423
2022-10-07,7.59887
2022-10-08,6.59644
2022-10-09,5.80456
2022-10-10,7.02587
2022-10-11,9.35794
2022-10-12,8.03293
2022-10-13,9.37036
2022-10-14,9.30488
2022-10-15,7.50037
2022-10-16,6.52559
2022-10-17,8.07133
2022-10-18,7.97877
2022-10-19,7.19245
2022-10-20,6.81422
2022-10-21,6.47699
2022-10-22,5.37365
2022-10-23,4.74333
2022-10-24,6.74187
2022-10-25,6.28166
2022-10-26,8.25627
2022-10-27,8.47237
2022-10-28,6.9602
2022-10-29,6.11861
2022-10-30,5.36085
2022-10-31,6.88805
2022-11-01,6.75022
2022-11-02,6.46215
2022-11-03,7.20747
2022-11-04,6.3438
2022-11-05,6.02159
2022-11-06,5.85093
2022-11-07,7.28297
2022-11-08,9.26537
2022-11-09,18.15605
2022-11-10,28.00184
2022-11-11,19.06962
2022-11-12,21.07076
2022-11-13,16.58359
2022-11-14,28.59209
2022-11-15,20.32654
2022-11-16,14.92284
2022-11-17,13.08401
2022-11-18,11.6388
2022-11-19,8.73077
2022-11-20,8.27538
2022-11-21,11.90981
2022-11-22,13.26301
2022-11-23,10.85044
2022-11-24,9.9684
2022-11-25,10.6527
2022-11-26,7.91829
2022-11-27,6.92626
2022-11-28,9.51487
2022-11-29,10.06894
2022-11-30,8.73411
2022-12-01,9.40078
2022-12-02,8.11548
2022-12-03,5.38942
2022-12-04,5.74539
2022-12-05,8.35774
2022-12-06,8.41172
2022-12-07,8.57273
2022-12-08,9.8367
2022-12-09,7.81182
2022-12-10,5.35121
2022-12-11,5.08891
2022-12-12,7.35809
2022-12-13,7.92905
2022-12-14,8.02347
2022-12-15,7.76934
2022-12-16,7.32155
2022-12-17,7.44268
2022-12-18,6.66137
2022-12-19,8.0704
2022-12-20,9.33159
2022-12-21,8.0257
2022-12-22,7.76489
2022-12-23,8.23382
2022-12-24,5.67657
2022-12-25,5.84537
2022-12-26,7.39445
2022-12-27,7.54081
2022-12-28,8.87323
2022-12-29,9.22679
2022-12-30,7.76563
2022-12-31,6.27387
2023-01-01,6.04181
2023-01-02,7.7276
2023-01-03,7.99082
2023-01-04,7.92516
2023-01-05,7.25218
2023-01-06,6.83165
2023-01-07,5.57881
2023-01-08,4.93514
2023-01-09,7.17297
2023-01-10,7.22899
2023-01-11,6.9244
2023-01-12,8.24217
2023-01-13,9.70148
2023-01-14,14.04395
2023-01-15,11.117
2023-01-16,12.42846
2023-01-17,12.30084
2023-01-18,11.42715
2023-01-19,10.68776
2023-01-20,9.11809
2023-01-21,11.11923
2023-01-22,10.11458
2023-01-23,9.71669
2023-01-24,11.31826
2023-01-25,11.99496
2023-01-26,12.22163
2023-01-27,10.66606
2023-01-28,9.11642
2023-01-29,9.11735
2023-01-30,12.37207
2023-01-31,10.87474
2023-02-01,10.42881
2023-02-02,12.26838
2023-02-03,11.01294
2023-02-04,7.72018
2023-02-05,7.43841
2023-02-06,9.58368
2023-02-07,9.02775
2023-02-08,9.0437
2023-02-09,8.52728
2023-02-10,8.73967
2023-02-11,6.4794
2023-02-12,5.99451
2023-02-13,8.03052
2023-02-14,8.27204
2023-02-15,8.79773
2023-02-16,14.49527
2023-02-17,11.97956
2023-02-18,9.83244
2023-02-19,8.59016
2023-02-20,10.6937
2023-02-21,11.23739
2023-02-22,10.74044
2023-02-23,9.7076
2023-02-24,8.34457
2023-02-25,7.15219
2023-02-26,6.53338
2023-02-27,8.24087
2023-02-28,7.51502
2023-03-01,6.88452
2023-03-02,7.53302
2023-03-03,8.78827
2023-03-04,6.80865
2023-03-05,6.10766
2023-03-06,7.41838
2023-03-07,7.1329
2023-03-08,7.5371
2023-03-09,7.39427
2023-03-10,10.43178
2023-03-11,8.85969
2023-03-12,8.21694
2023-03-13,13.03448
2023-03-14,17.4749
2023-03-15,14.51771
2023-03-16,11.79072
2023-03-17,13.82358
2023-03-18,13.72008
2023-03-19,11.89739
2023-03-20,16.87853
2023-03-21,14.84493
2023-03-22,13.68075
2023-03-23,14.07067
2023-03-24,12.32421
2023-03-25,9.02348
2023-03-26,8.27501
2023-03-27,10.93837
2023-03-28,11.56145
2023-03-29,11.57611
2023-03-30,12.19937
2023-03-31,10.1348
2023-04-01,8.39502
2023-04-02,7.91885
2023-04-03,9.61578
2023-04-04,9.28132
2023-04-05,9.38724
2023-04-06,8.50113
2023-04-07,7.12455
2023-04-08,5.31207
2023-04-09,5.18166
2023-04-10,6.97486
2023-04-11,12.00887
2023-04-12,12.05061
2023-04-13,9.92908
2023-04-14,9.83726
2023-04-15,6.38795
2023-04-16,5.31466
2023-04-17,7.36422
2023-04-18,7.12901
2023-04-19,7.05907
2023-04-20,6.78565
2023-04-21,6.33415
2023-04-22,5.25827
2023-04-23,4.67767
2023-04-24,7.10229
2023-04-25,7.01864
2023-04-26,7.38017
2023-04-27,7.42079
2023-04-28,6.7172
2023-04-29,5.07593
2023-04-30,4.27403
2023-05-01,6.24456
2023-05-02,6.47884
2023-05-03,6.11193
2023-05-04,6.16869
2023-05-05,5.18352
2023-05-06,5.32802
2023-05-07,4.82124
2023-05-08,6.19559
2023-05-09,6.6482
2023-05-10,6.2453
2023-05-11,6.34157
2023-05-12,6.46381
2023-05-13,4.99579
2023-05-14,4.42576
2023-05-15,5.87004
2023-05-16,5.4293
2023-05-17,5.42095
2023-05-18,5.36605
2023-05-19,4.91139
2023-05-20,3.75
2023-05-21,3.66003
2023-05-22,5.22117
2023-05-23,5.0674
2023-05-24,4.86557
2023-05-25,5.12008
2023-05-26,4.58325
2023-05-27,3.53593
2023-05-28,3.76985
2023-05-29,5.09763
