date,KB
2023-05-30,17.22602
2023-05-31,16.11261
2023-06-01,16.82837
2023-06-02,14.55384
2023-06-03,7.26896
2023-06-04,7.57117
2023-06-05,15.92174
2023-06-06,8.47781
2023-06-07,16.00127
2023-06-08,15.49228
2023-06-09,13.71083
2023-06-10,7.9052
2023-06-11,7.77795
2023-06-12,15.61953
2023-06-13,16.04898
2023-06-14,15.09463
2023-06-15,16.71703
2023-06-16,15.06282
2023-06-17,7.31668
2023-06-18,8.47781
2023-06-19,15.50819
2023-06-20,15.73087
2023-06-21,14.41068
2023-06-22,14.10847
2023-06-23,14.87195
2023-06-24,7.14172
2023-06-25,7.45983
2023-06-26,22.6181
2023-06-27,14.31525
2023-06-28,16.38301
2023-06-29,14.96739
2023-06-30,17.25783
2023-07-01,8.25512
2023-07-02,7.6507
2023-07-03,17.08286
2023-07-04,15.61953
2023-07-05,16.30348
2023-07-06,15.61953
2023-07-07,15.23779
2023-07-08,7.45983
2023-07-09,7.6348
2023-07-10,17.83044
2023-07-11,14.77652
2023-07-12,14.29934
2023-07-13,14.95148
2023-07-14,14.95148
2023-07-15,7.6507
2023-07-16,6.15555
2023-07-17,14.88786
2023-07-18,14.10847
2023-07-19,14.12438
2023-07-20,14.15619
2023-07-21,14.10847
2023-07-22,7.28487
2023-07-23,7.18943
2023-07-24,16.20804
2023-07-25,20.32766
2023-07-26,20.05726
2023-07-27,17.67138
2023-07-28,14.09257
2023-07-29,7.55527
2023-07-30,7.30077
2023-07-31,18.03721
2023-08-01,17.52823
2023-08-02,14.79242
2023-08-03,15.2696
2023-08-04,13.3609
2023-08-05,7.71433
2023-08-06,9.0027
2023-08-07,19.54827
2023-08-08,25.8947
2023-08-09,20.31175
2023-08-10,20.9957
2023-08-11,16.81247
2023-08-12,7.28487
2023-08-13,7.41212
2023-08-14,13.82217
2023-08-15,7.9211
2023-08-16,15.41275
2023-08-17,13.18593
2023-08-18,14.66518
2023-08-19,6.8236
2023-08-20,7.49164
2023-08-21,15.69906
2023-08-22,14.68108
2023-08-23,17.16239
2023-08-24,15.63543
2023-08-25,15.88993
2023-08-26,7.12581
2023-08-27,8.06425
2023-08-28,16.87609
2023-08-29,34.42023
2023-08-30,18.83251
2023-08-31,16.0967
2023-09-01,17.22602
2023-09-02,7.9052
2023-09-03,7.74614
2023-09-04,16.23986
2023-09-05,15.63543
2023-09-06,15.12645
2023-09-07,14.14028
2023-09-08,43.85239
2023-09-09,9.75027
2023-09-10,8.87545
2023-09-11,18.73707
2023-09-12,17.62366
2023-09-13,15.54
2023-09-14,15.01511
2023-09-15,15.58772
2023-09-16,8.38237
2023-09-17,7.44393
2023-09-18,16.70112
2023-09-19,14.50612
2023-09-20,14.52202
2023-09-21,14.25163
2023-09-22,13.66311
2023-09-23,6.75998
2023-09-24,7.14172
2023-09-25,17.81453
2023-09-26,15.76268
2023-09-27,14.28344
2023-09-28,7.22125
2023-09-29,6.10784
2023-09-30,6.96675
2023-10-01,6.98266
2023-10-02,6.85541
2023-10-03,7.094
2023-10-04,19.6437
2023-10-05,16.25576
2023-10-06,14.47431
2023-10-07,8.28694
2023-10-08,6.42595
2023-10-09,8.23922
2023-10-10,18.70526
2023-10-11,14.69699
2023-10-12,15.15826
2023-10-13,14.23572
2023-10-14,7.52346
2023-10-15,7.18943
2023-10-16,15.85811
2023-10-17,16.3671
2023-10-18,13.82217
2023-10-19,14.23572
2023-10-20,15.34913
2023-10-21,8.38237
2023-10-22,7.25306
2023-10-23,15.71496
2023-10-24,16.03308
2023-10-25,18.45077
2023-10-26,15.46047
2023-10-27,14.61746
2023-10-28,7.33259
2023-10-29,7.3803
2023-10-30,17.65547
2023-10-31,16.76475
2023-11-01,16.86018
2023-11-02,16.31938
2023-11-03,15.61953
2023-11-04,7.9052
2023-11-05,7.55527
2023-11-06,16.92381
2023-11-07,15.31732
2023-11-08,14.41068
2023-11-09,12.89963
2023-11-10,13.56767
2023-11-11,7.3644
2023-11-12,6.93494
2023-11-13,16.47844
2023-11-14,15.23779
2023-11-15,16.19214
2023-11-16,13.59949
2023-11-17,14.79242
2023-11-18,7.82567
2023-11-19,7.50755
2023-11-20,16.6375
2023-11-21,16.31938
2023-11-22,13.17003
2023-11-23,15.19007
2023-11-24,16.86018
2023-11-25,8.97089
2023-11-26,9.08223
2023-11-27,21.45697
2023-11-28,18.10084
2023-11-29,18.59392
2023-11-30,19.40512
2023-12-01,17.68729
2023-12-02,7.87338
2023-12-03,8.62096
2023-12-04,19.88229
2023-12-05,17.95769
2023-12-06,16.20804
2023-12-07,15.50819
2023-12-08,15.87402
2023-12-09,7.98473
2023-12-10,8.06425
2023-12-11,16.27167
2023-12-12,16.54207
2023-12-13,19.11881
2023-12-14,31.57308
2023-12-15,18.41895
2023-12-16,8.23922
2023-12-17,9.0027
2023-12-18,18.02131
2023-12-19,16.27167
2023-12-20,16.87609
2023-12-21,15.44456
2023-12-22,15.60362
2023-12-23,8.63686
2023-12-24,7.28487
2023-12-25,7.50755
2023-12-26,18.46667
2023-12-27,18.18037
2023-12-28,23.30205
2023-12-29,15.38094
2023-12-30,7.3644
2023-12-31,7.34849
2024-01-01,8.44599
2024-01-02,17.24192
2024-01-03,15.58772
2024-01-04,13.55177
2024-01-05,14.87195
2024-01-06,7.26896
2024-01-07,6.95085
2024-01-08,14.06076
2024-01-09,15.22188
2024-01-10,16.38301
2024-01-11,14.71289
2024-01-12,12.66104
2024-01-13,7.42802
2024-01-14,7.28487
2024-01-15,20.04135
2024-01-16,17.65547
2024-01-17,17.43279
2024-01-18,15.71496
2024-01-19,15.39685
2024-01-20,7.77795
2024-01-21,8.35056
2024-01-22,18.8166
2024-01-23,17.735
2024-01-24,17.7191
2024-01-25,18.24399
2024-01-26,15.34913
2024-01-27,7.22125
2024-01-28,8.00063
2024-01-29,18.08493
2024-01-30,17.40098
2024-01-31,16.98743
2024-02-01,21.25019
2024-02-02,21.44106
2024-02-03,8.63686
2024-02-04,8.28694
2024-02-05,19.46874
2024-02-06,16.3671
2024-02-07,17.28964
2024-02-08,16.86018
2024-02-09,7.15762
2024-02-10,7.33259
2024-02-11,6.53729
2024-02-12,8.35056
2024-02-13,19.51646
2024-02-14,17.94178
2024-02-15,16.74884
2024-02-16,15.33322
2024-02-17,7.01447
2024-02-18,6.79179
2024-02-19,18.33943
2024-02-20,17.43279
2024-02-21,19.02338
2024-02-22,15.71496
2024-02-23,15.85811
2024-02-24,8.44599
2024-02-25,7.96882
2024-02-26,25.32209
2024-02-27,15.98536
2024-02-28,14.84014
2024-02-29,17.09877
2024-03-01,8.65277
2024-03-02,7.3644
2024-03-03,7.15762
2024-03-04,19.43693
2024-03-05,19.58008
2024-03-06,16.60569
2024-03-07,17.75091
2024-03-08,15.8104
2024-03-09,9.73437
2024-03-10,8.43009
2024-03-11,17.65547
2024-03-12,18.72117
2024-03-13,21.64784
2024-03-14,17.83044
2024-03-15,15.79449
2024-03-16,8.03244
2024-03-17,7.77795
2024-03-18,16.70112
2024-03-19,16.06489
2024-03-20,14.98329
