date,다이나믹디자인주가
2022-03-10,0.59306
2022-03-11,0.62347
2022-03-12,0.09124
2022-03-14,0.6843
2022-03-15,0.60827
2022-03-16,0.71472
2022-03-17,0.6843
2022-03-18,0.51703
2022-03-20,0.12165
2022-03-21,0.50182
2022-03-22,0.44099
2022-03-23,1.3534
2022-03-24,6.41727
2022-03-25,2.55474
2022-03-26,0.71472
2022-03-27,0.62347
2022-03-28,0.88199
2022-03-29,0.6843
2022-03-30,6.32603
2022-03-31,6.90389
2022-04-01,3.42153
2022-04-02,0.74513
2022-04-03,0.62347
2022-04-04,2.73722
2022-04-05,1.65754
2022-04-06,2.20498
2022-04-07,2.11374
2022-04-08,1.71836
2022-04-09,0.39537
2022-04-10,0.18248
2022-04-11,1.52068
2022-04-12,1.77919
2022-04-13,1.00364
2022-04-14,1.70316
2022-04-15,0.82116
2022-04-16,0.18248
2022-04-18,0.54744
2022-04-19,0.36496
2022-04-20,0.41058
2022-04-21,0.18248
2022-04-22,0.2433
2022-04-25,0.2433
2022-04-26,0.21289
2022-04-27,0.07603
2022-04-28,0.09124
2022-04-29,0.13686
2022-05-02,0.10644
2022-05-03,0.28892
2022-05-04,1.20133
2022-05-05,0.10644
2022-05-06,0.50182
2022-05-09,0.27372
2022-05-10,0.4562
2022-05-11,2.64598
2022-05-12,1.55109
2022-05-13,0.98844
2022-05-14,0.10644
2022-05-16,0.65389
2022-05-17,0.34975
2022-05-18,0.18248
2022-05-19,0.2433
2022-05-20,0.2281
2022-05-21,0.07603
2022-05-23,0.18248
2022-05-24,0.25851
2022-05-25,0.16727
2022-05-26,0.28892
2022-05-27,0.6843
2022-05-29,0.13686
2022-05-30,0.44099
2022-05-31,0.27372
2022-06-02,0.21289
2022-06-03,0.53223
2022-06-07,0.07603
2022-06-08,0.15206
2022-06-09,0.25851
2022-06-10,0.16727
2022-06-14,0.19768
2022-06-15,0.12165
2022-06-16,0.2281
2022-06-17,0.18248
2022-06-20,0.30413
2022-06-21,0.25851
2022-06-22,0.2281
2022-06-23,0.27372
2022-06-24,0.2281
2022-06-27,0.13686
2022-06-28,0.09124
2022-06-29,0.15206
2022-06-30,0.12165
2022-07-01,0.16727
2022-07-04,0.13686
2022-07-05,0.16727
2022-07-06,0.13686
2022-07-07,0.2281
2022-07-08,0.09124
2022-07-11,0.13686
2022-07-12,0.13686
2022-07-13,0.18248
2022-07-14,0.15206
2022-07-15,0.13686
2022-07-18,0.13686
2022-07-19,0.13686
2022-07-20,0.21289
2022-07-21,0.18248
2022-07-22,0.09124
2022-07-25,0.12165
2022-07-26,0.09124
2022-07-27,0.18248
2022-07-28,0.10644
2022-07-29,0.18248
2022-08-01,0.18248
2022-08-02,0.2433
2022-08-03,0.15206
2022-08-04,0.13686
2022-08-05,0.27372
2022-08-08,0.12165
2022-08-09,0.15206
2022-08-10,0.15206
2022-08-11,0.19768
2022-08-12,0.34975
2022-08-16,0.18248
2022-08-17,0.2433
2022-08-18,0.28892
2022-08-19,0.34975
2022-08-22,0.38017
2022-08-23,0.31934
2022-08-24,0.28892
2022-08-25,0.31934
2022-08-26,0.30413
2022-08-29,0.28892
2022-08-30,0.13686
2022-08-31,0.2433
2022-09-01,0.33454
2022-09-02,0.44099
2022-09-03,0.09124
2022-09-04,0.27372
2022-09-05,1.49026
2022-09-06,0.36496
2022-09-07,0.28892
2022-09-08,0.2281
2022-09-13,0.80596
2022-09-14,0.36496
2022-09-15,0.16727
2022-09-16,0.09124
2022-09-19,0.51703
2022-09-20,0.31934
2022-09-21,0.85158
2022-09-22,2.6916
2022-09-23,1.5815
2022-09-24,0.15206
2022-09-25,0.07603
2022-09-26,1.07968
2022-09-27,0.6843
2022-09-28,0.38017
2022-09-29,0.48661
2022-09-30,0.42579
2022-10-04,0.57785
2022-10-05,3.49756
2022-10-06,8.2725
2022-10-07,8.05961
2022-10-08,1.91605
2022-10-09,1.17092
2022-10-10,2.12895
2022-10-11,12.7281
2022-10-12,7.90754
2022-10-13,5.32238
2022-10-14,4.68369
2022-10-15,1.36861
2022-10-16,0.66909
2022-10-17,2.60036
2022-10-18,2.38746
2022-10-19,3.05656
2022-10-20,2.60036
2022-10-21,1.97688
2022-10-22,0.19768
2022-10-23,0.18248
2022-10-24,2.50912
2022-10-25,3.17822
2022-10-26,1.59671
2022-10-27,2.00729
2022-10-28,1.67274
2022-10-29,0.2281
2022-10-30,0.10644
2022-10-31,1.04927
2022-11-01,2.82846
2022-11-02,1.87043
2022-11-03,1.24695
2022-11-04,3.37591
2022-11-05,0.9124
2022-11-06,0.72992
2022-11-07,3.19343
2022-11-08,2.2506
2022-11-09,2.05291
2022-11-10,7.46654
2022-11-11,3.77128
2022-11-12,0.53223
2022-11-13,0.48661
2022-11-14,2.15936
2022-11-15,3.39111
2022-11-16,3.72566
2022-11-17,2.41788
2022-11-18,2.20498
2022-11-19,0.30413
2022-11-20,0.30413
2022-11-21,2.53953
2022-11-22,1.99209
2022-11-23,1.36861
2022-11-24,3.93856
2022-11-25,5.91545
2022-11-26,1.71836
2022-11-27,1.55109
2022-11-28,8.66788
2022-11-29,3.77128
2022-11-30,5.73296
2022-12-01,3.20863
2022-12-02,2.47871
2022-12-03,0.36496
2022-12-04,0.31934
2022-12-05,2.87408
2022-12-06,3.28467
2022-12-07,4.09063
2022-12-08,5.71776
2022-12-09,4.27311
2022-12-10,0.65389
2022-12-11,0.56265
2022-12-12,3.68004
2022-12-13,3.72566
2022-12-14,2.58515
2022-12-15,3.08698
2022-12-16,2.76763
2022-12-17,0.59306
2022-12-18,0.33454
2022-12-19,5.18552
2022-12-20,3.3607
2022-12-21,3.25425
2022-12-22,2.81326
2022-12-23,2.0225
2022-12-24,0.30413
2022-12-25,0.42579
2022-12-26,2.37226
2022-12-27,2.40267
2022-12-28,1.55109
2022-12-29,1.65754
2022-12-30,0.62347
2022-12-31,0.07603
2023-01-01,0.2281
2023-01-02,2.14416
2023-01-03,2.81326
2023-01-04,2.81326
2023-01-05,2.66119
2023-01-06,2.35705
2023-01-07,0.31934
2023-01-08,0.31934
2023-01-09,1.68795
2023-01-10,2.05291
2023-01-11,2.05291
2023-01-12,4.19708
2023-01-13,2.72201
2023-01-14,0.36496
2023-01-15,0.18248
2023-01-16,2.37226
2023-01-17,1.82481
2023-01-18,1.47506
2023-01-19,1.50547
2023-01-20,2.09854
2023-01-21,0.27372
2023-01-22,0.2281
2023-01-23,0.19768
2023-01-24,0.4562
2023-01-25,2.0225
2023-01-26,1.21654
2023-01-27,1.45985
2023-01-28,0.21289
2023-01-29,0.21289
2023-01-30,1.5815
2023-01-31,1.55109
2023-02-01,1.50547
2023-02-02,1.26216
2023-02-03,1.55109
2023-02-04,0.15206
2023-02-05,0.12165
2023-02-06,2.41788
2023-02-07,1.97688
2023-02-08,1.73357
2023-02-09,3.29987
2023-02-10,1.96167
2023-02-11,0.76034
2023-02-12,0.4562
2023-02-13,2.18978
2023-02-14,1.42944
2023-02-15,1.42944
2023-02-16,1.84002
2023-02-17,9.99087
2023-02-18,2.15936
2023-02-19,1.53588
2023-02-20,3.68004
2023-02-21,2.53953
2023-02-22,1.85523
2023-02-23,1.76399
2023-02-24,1.71836
2023-02-25,0.53223
2023-02-26,0.2281
2023-02-27,2.00729
2023-02-28,1.65754
2023-03-01,0.36496
2023-03-02,1.24695
2023-03-03,1.36861
2023-03-04,0.30413
2023-03-05,0.2281
2023-03-06,2.0225
2023-03-07,1.73357
2023-03-08,1.15571
2023-03-09,1.00364
2023-03-10,0.95802
2023-03-11,0.16727
2023-03-12,0.13686
2023-03-13,1.42944
2023-03-14,1.49026
2023-03-15,1.15571
2023-03-16,1.55109
2023-03-17,1.5815
2023-03-18,0.39537
2023-03-19,0.25851
2023-03-20,1.04927
2023-03-21,1.20133
2023-03-22,1.04927
2023-03-23,1.09489
2023-03-24,1.03406
2023-03-25,0.2281
2023-03-26,0.19768
2023-03-27,1.1253
2023-03-28,0.86678
2023-03-29,3.22384
2023-03-30,1.68795
2023-03-31,5.30717
2023-04-01,4.83576
2023-04-02,2.81326
2023-04-03,18.21776
2023-04-04,19.99695
2023-04-05,29.0298
2023-04-06,17.88321
2023-04-07,15.54136
2023-04-08,3.45194
2023-04-09,3.25425
2023-04-10,24.72627
2023-04-11,24.01155
2023-04-12,26.24695
2023-04-13,19.81447
2023-04-14,19.73844
2023-04-15,3.29987
2023-04-16,2.85888
2023-04-17,23.50973
2023-04-18,38.47323
2023-04-19,21.03102
2023-04-20,27.60036
2023-04-21,22.41484
2023-04-22,3.10218
2023-04-23,3.25425
2023-04-24,17.50304
2023-04-25,15.67822
2023-04-26,15.08515
2023-04-27,24.39172
2023-04-28,18.9933
2023-04-29,2.31143
2023-04-30,1.90085
2023-05-01,2.37226
2023-05-02,12.18065
2023-05-03,10.5079
2023-05-04,9.27615
2023-05-05,1.01885
2023-05-06,1.15571
2023-05-07,1.32299
2023-05-08,9.23053
2023-05-09,8.36374
2023-05-10,7.26885
2023-05-11,8.57664
2023-05-12,15.11557
2023-05-13,2.52433
2023-05-14,2.28102
2023-05-15,17.1989
2023-05-16,46.63929
2023-05-17,100.0
2023-05-18,38.42761
2023-05-19,49.36131
2023-05-20,9.36739
2023-05-21,6.11313
2023-05-22,33.51581
2023-05-23,17.21411
2023-05-24,12.62165
2023-05-25,10.736
2023-05-26,8.53102
2023-05-27,0.97323
2023-05-28,0.66909
2023-05-29,1.53588
2023-05-30,7.72506
2023-05-31,7.54257
2023-06-01,12.39355
2023-06-02,8.28771
2023-06-03,0.9124
2023-06-04,1.27737
2023-06-05,7.90754
2023-06-06,2.32664
2023-06-07,9.58029
2023-06-08,7.42092
2023-06-09,8.51581
2023-06-10,1.44464
2023-06-11,1.14051
2023-06-12,7.39051
2023-06-13,9.45863
2023-06-14,15.73905
2023-06-15,10.70559
2023-06-16,10.32542
2023-06-17,1.45985
2023-06-18,1.1253
2023-06-19,9.73236
2023-06-20,9.1697
2023-06-21,9.99087
2023-06-22,9.42822
2023-06-23,12.56082
2023-06-24,2.99574
2023-06-25,3.28467
2023-06-26,22.62773
2023-06-27,10.736
2023-06-28,10.2798
2023-06-29,12.88017
2023-06-30,9.18491
2023-07-01,1.91605
2023-07-02,1.09489
2023-07-03,7.86192
2023-07-04,5.88503
2023-07-05,11.19221
2023-07-06,8.78953
2023-07-07,9.1697
2023-07-08,1.62712
2023-07-09,1.64233
2023-07-10,9.79318
2023-07-11,7.22323
2023-07-12,5.32238
2023-07-13,7.42092
2023-07-14,6.34124
2023-07-15,1.15571
2023-07-16,0.95802
2023-07-17,6.91909
2023-07-18,5.91545
2023-07-19,4.85097
2023-07-20,6.59975
2023-07-21,5.5961
2023-07-22,0.80596
2023-07-23,0.54744
2023-07-24,6.23479
2023-07-25,5.79379
2023-07-26,5.07907
2023-07-27,4.95742
2023-07-28,6.81265
2023-07-29,1.03406
2023-07-30,1.20133
2023-07-31,5.70255
2023-08-01,4.98783
2023-08-02,3.87773
2023-08-03,3.51277
2023-08-04,4.06021
2023-08-05,0.63868
2023-08-06,0.69951
2023-08-07,3.10218
2023-08-08,3.72566
2023-08-09,5.47445
2023-08-10,3.66484
2023-08-11,4.12104
2023-08-12,0.47141
2023-08-13,0.42579
2023-08-14,3.28467
2023-08-15,0.60827
2023-08-16,3.19343
2023-08-17,4.28832
2023-08-18,2.44829
2023-08-19,0.48661
2023-08-20,0.4562
2023-08-21,5.61131
2023-08-22,8.10523
2023-08-23,4.42518
2023-08-24,6.53892
2023-08-25,4.39476
2023-08-26,0.60827
2023-08-27,0.42579
2023-08-28,5.01824
2023-08-29,3.66484
2023-08-30,4.42518
2023-08-31,15.26763
2023-09-01,8.77433
2023-09-02,2.06812
2023-09-03,1.77919
2023-09-04,12.65206
2023-09-05,8.80474
2023-09-06,7.63381
2023-09-07,6.06751
2023-09-08,10.53832
2023-09-09,1.64233
2023-09-10,1.85523
2023-09-11,5.74817
2023-09-12,6.00669
2023-09-13,5.39841
2023-09-14,5.42883
2023-09-15,7.32968
2023-09-16,1.15571
2023-09-17,1.21654
2023-09-18,5.03345
2023-09-19,4.30352
2023-09-20,5.45924
2023-09-21,4.39476
2023-09-22,5.24635
2023-09-23,0.54744
2023-09-24,0.66909
2023-09-25,4.01459
2023-09-26,6.29562
2023-09-27,3.1326
2023-09-28,0.38017
2023-09-29,0.30413
2023-09-30,0.18248
2023-10-01,0.19768
2023-10-02,0.44099
2023-10-03,0.38017
2023-10-04,3.33029
2023-10-05,3.48236
2023-10-06,3.25425
2023-10-07,0.34975
2023-10-08,0.30413
2023-10-09,0.33454
2023-10-10,2.44829
2023-10-11,2.61557
2023-10-12,3.69525
2023-10-13,3.83211
2023-10-14,0.25851
2023-10-15,0.38017
2023-10-16,2.88929
2023-10-17,15.95194
2023-10-18,5.53527
2023-10-19,3.08698
2023-10-20,3.49756
2023-10-21,0.4562
2023-10-22,0.31934
2023-10-23,3.34549
2023-10-24,3.72566
2023-10-25,2.85888
2023-10-26,2.73722
2023-10-27,2.81326
2023-10-28,0.25851
2023-10-29,0.28892
2023-10-30,2.75243
2023-10-31,2.37226
2023-11-01,2.61557
2023-11-02,2.35705
2023-11-03,2.66119
2023-11-04,0.21289
2023-11-05,0.36496
2023-11-06,4.13625
2023-11-07,2.67639
2023-11-08,2.41788
2023-11-09,4.4708
2023-11-10,1.99209
2023-11-11,0.15206
2023-11-12,0.09124
2023-11-13,3.66484
2023-11-14,3.8017
2023-11-15,2.82846
2023-11-16,2.6916
2023-11-17,2.06812
2023-11-18,0.2433
2023-11-19,0.28892
2023-11-20,2.29622
2023-11-21,2.72201
2023-11-22,2.29622
2023-11-23,1.94647
2023-11-24,2.40267
2023-11-25,0.27372
2023-11-26,0.27372
2023-11-27,2.05291
2023-11-28,2.26581
2023-11-29,1.91605
2023-11-30,2.88929
2023-12-01,2.37226
2023-12-02,0.12165
2023-12-03,0.36496
2023-12-04,2.00729
2023-12-05,1.77919
2023-12-06,1.87043
2023-12-07,1.94647
2023-12-08,2.55474
2023-12-09,0.21289
2023-12-10,0.2281
2023-12-11,2.50912
2023-12-12,2.78284
2023-12-13,3.49756
2023-12-14,8.07481
2023-12-15,5.33759
2023-12-16,0.79075
2023-12-17,0.47141
2023-12-18,8.34854
2023-12-19,5.00304
2023-12-20,4.53163
2023-12-21,3.68004
2023-12-22,2.88929
2023-12-23,0.38017
2023-12-24,0.27372
2023-12-25,0.42579
2023-12-26,4.68369
2023-12-27,5.50486
2023-12-28,5.62652
2023-12-29,1.42944
2023-12-30,0.80596
2023-12-31,0.71472
2024-01-01,0.80596
2024-01-02,5.24635
2024-01-03,3.48236
2024-01-04,3.84732
2024-01-05,3.52798
2024-01-06,0.66909
2024-01-07,0.63868
2024-01-08,4.18187
2024-01-09,3.68004
2024-01-10,4.0298
2024-01-11,3.49756
2024-01-12,3.31508
2024-01-13,0.34975
2024-01-14,0.36496
2024-01-15,3.04136
2024-01-16,5.368
2024-01-17,4.15145
2024-01-18,3.3607
2024-01-19,3.5888
2024-01-20,0.77554
2024-01-21,0.71472
2024-01-22,3.40632
2024-01-23,2.9197
2024-01-24,2.50912
2024-01-25,3.28467
2024-01-26,3.19343
2024-01-27,0.63868
2024-01-28,0.71472
2024-01-29,5.03345
2024-01-30,3.89294
2024-01-31,3.04136
2024-02-01,3.42153
2024-02-02,2.82846
2024-02-03,0.4562
2024-02-04,0.54744
2024-02-05,3.98418
2024-02-06,2.38746
2024-02-07,2.47871
2024-02-08,3.08698
2024-02-09,0.57785
2024-02-10,0.34975
2024-02-11,0.42579
2024-02-12,0.6843
2024-02-13,2.96532
2024-02-14,3.19343
2024-02-15,4.40997
2024-02-16,5.10948
2024-02-17,0.76034
2024-02-18,0.98844
2024-02-19,3.68004
2024-02-20,4.04501
2024-02-21,5.04866
2024-02-22,4.927
2024-02-23,3.33029
2024-02-24,0.28892
2024-02-25,0.36496
2024-02-26,3.74087
2024-02-27,3.45194
2024-02-28,2.96532
2024-02-29,2.75243
2024-03-01,0.4562
2024-03-02,0.47141
2024-03-03,0.6843
2024-03-04,3.23905
2024-03-05,3.08698
2024-03-06,3.28467
2024-03-07,3.39111
2024-03-08,2.98053
2024-03-09,0.60827
2024-03-10,0.59306
2024-03-11,2.2506
2024-03-12,2.96532
2024-03-13,3.77128
2024-03-14,3.60401
2024-03-15,2.4635
2024-03-16,0.71472
2024-03-17,0.51703
2024-03-18,2.73722
2024-03-19,4.2427
2024-03-20,4.2427
