date,공인중개사
2023-05-30,2.04639
2023-05-31,1.71304
2023-06-01,1.58966
2023-06-02,1.44434
2023-06-03,1.14776
2023-06-04,1.24563
2023-06-05,1.60271
2023-06-06,1.41053
2023-06-07,1.91056
2023-06-08,1.69584
2023-06-09,1.51492
2023-06-10,1.127
2023-06-11,1.31859
2023-06-12,1.94733
2023-06-13,1.76227
2023-06-14,1.59737
2023-06-15,1.65076
2023-06-16,1.46035
2023-06-17,1.12106
2023-06-18,1.29486
2023-06-19,1.85717
2023-06-20,1.61339
2023-06-21,1.61398
2023-06-22,1.63415
2023-06-23,1.41942
2023-06-24,1.1181
2023-06-25,1.2397
2023-06-26,1.73676
2023-06-27,1.82633
2023-06-28,1.67863
2023-06-29,1.59263
2023-06-30,1.48704
2023-07-01,1.13233
2023-07-02,1.31562
2023-07-03,1.90463
2023-07-04,1.73439
2023-07-05,1.68219
2023-07-06,1.56178
2023-07-07,1.44967
2023-07-08,1.09022
2023-07-09,1.26283
2023-07-10,1.8726
2023-07-11,1.65491
2023-07-12,1.71126
2023-07-13,1.56653
2023-07-14,1.43662
2023-07-15,1.08725
2023-07-16,1.25037
2023-07-17,1.83345
2023-07-18,1.74803
2023-07-19,1.70414
2023-07-20,1.70236
2023-07-21,1.42417
2023-07-22,1.1875
2023-07-23,1.40163
2023-07-24,2.14604
2023-07-25,1.81565
2023-07-26,1.78777
2023-07-27,1.70355
2023-07-28,1.49179
2023-07-29,1.20114
2023-07-30,1.30494
2023-07-31,1.96928
2023-08-01,2.1407
2023-08-02,2.03868
2023-08-03,2.03097
2023-08-04,1.9242
2023-08-05,1.54873
2023-08-06,2.51321
2023-08-07,10.7854
2023-08-08,3.60996
2023-08-09,3.09213
2023-08-10,2.73149
2023-08-11,3.29025
2023-08-12,1.48467
2023-08-13,1.39332
2023-08-14,1.86251
2023-08-15,1.70414
2023-08-16,2.10096
2023-08-17,1.82633
2023-08-18,1.49653
2023-08-19,1.17682
2023-08-20,1.26283
2023-08-21,1.84175
2023-08-22,1.5256
2023-08-23,1.63118
2023-08-24,1.55941
2023-08-25,1.32155
2023-08-26,1.29308
2023-08-27,1.32867
2023-08-28,1.64482
2023-08-29,1.77117
2023-08-30,1.63949
2023-08-31,1.52204
2023-09-01,1.39154
2023-09-02,1.10861
2023-09-03,1.16674
2023-09-04,1.7765
2023-09-05,1.81209
2023-09-06,1.63415
2023-09-07,1.47399
2023-09-08,1.37672
2023-09-09,1.02675
2023-09-10,1.14776
2023-09-11,1.78362
2023-09-12,1.64304
2023-09-13,1.46213
2023-09-14,1.43603
2023-09-15,1.27825
2023-09-16,1.04811
2023-09-17,1.12403
2023-09-18,1.71719
2023-09-19,1.52619
2023-09-20,1.45857
2023-09-21,1.28596
2023-09-22,1.23614
2023-09-23,0.96684
2023-09-24,0.98642
2023-09-25,1.44552
2023-09-26,1.37494
2023-09-27,1.16377
2023-09-28,0.83101
2023-09-29,0.81144
2023-09-30,0.90041
2023-10-01,1.30613
2023-10-02,1.33994
2023-10-03,1.52856
2023-10-04,2.09384
2023-10-05,1.77473
2023-10-06,1.78659
2023-10-07,1.22368
2023-10-08,1.14894
2023-10-09,1.50602
2023-10-10,2.02622
2023-10-11,1.93962
2023-10-12,2.39932
2023-10-13,1.716
2023-10-14,1.21775
2023-10-15,1.28062
2023-10-16,1.98886
2023-10-17,1.81506
2023-10-18,1.86607
2023-10-19,1.85539
2023-10-20,1.73083
2023-10-21,1.42239
2023-10-22,1.67033
2023-10-23,2.62176
2023-10-24,2.45389
2023-10-25,2.49601
2023-10-26,2.8519
2023-10-27,5.57924
2023-10-28,18.71533
2023-10-29,5.77558
2023-10-30,5.15217
2023-10-31,2.90706
2023-11-01,2.5227
2023-11-02,2.27654
2023-11-03,1.93132
2023-11-04,1.39629
2023-11-05,1.41349
2023-11-06,1.99182
2023-11-07,1.90225
2023-11-08,1.82633
2023-11-09,1.5861
2023-11-10,1.41468
2023-11-11,1.0487
2023-11-12,1.19995
2023-11-13,1.78066
2023-11-14,1.70355
2023-11-15,1.69524
2023-11-16,1.60271
2023-11-17,1.39332
2023-11-18,1.15072
2023-11-19,1.26283
2023-11-20,1.93251
2023-11-21,1.82396
2023-11-22,1.66025
2023-11-23,1.55288
2023-11-24,1.54755
2023-11-25,1.16199
2023-11-26,1.2741
2023-11-27,2.46575
2023-11-28,2.81275
2023-11-29,7.72529
2023-11-30,2.82877
2023-12-01,1.8459
2023-12-02,1.35951
2023-12-03,1.32689
2023-12-04,1.94733
2023-12-05,1.74922
2023-12-06,1.54992
2023-12-07,1.56415
2023-12-08,1.45739
2023-12-09,1.12759
2023-12-10,1.68041
2023-12-11,1.99182
2023-12-12,1.63593
2023-12-13,1.69643
2023-12-14,1.52501
2023-12-15,1.36545
2023-12-16,1.07598
2023-12-17,1.12047
2023-12-18,1.52856
2023-12-19,1.64008
2023-12-20,1.47815
2023-12-21,1.29427
2023-12-22,1.17741
2023-12-23,0.95735
2023-12-24,0.84169
2023-12-25,0.95617
2023-12-26,1.4912
2023-12-27,1.53509
2023-12-28,1.3696
2023-12-29,1.24563
2023-12-30,1.04811
2023-12-31,1.07598
2024-01-01,1.35655
2024-01-02,2.13596
2024-01-03,1.87675
2024-01-04,1.69939
2024-01-05,1.45383
2024-01-06,1.25927
2024-01-07,1.29545
2024-01-08,1.55348
2024-01-09,1.56237
2024-01-10,1.60093
2024-01-11,1.4301
2024-01-12,1.37731
2024-01-13,1.127
2024-01-14,1.20233
2024-01-15,1.66974
2024-01-16,1.85362
2024-01-17,1.56
2024-01-18,1.51433
2024-01-19,1.39451
2024-01-20,1.02616
2024-01-21,1.16318
2024-01-22,1.60034
2024-01-23,1.65787
2024-01-24,1.47933
2024-01-25,1.39629
2024-01-26,1.23139
2024-01-27,0.97277
2024-01-28,1.1786
2024-01-29,1.50602
2024-01-30,1.35655
2024-01-31,1.28596
2024-02-01,1.29249
2024-02-02,1.22605
2024-02-03,0.95795
2024-02-04,1.02913
2024-02-05,1.36426
2024-02-06,1.25156
2024-02-07,1.13056
2024-02-08,0.96566
2024-02-09,0.67738
2024-02-10,0.71179
2024-02-11,0.85177
2024-02-12,1.12878
2024-02-13,1.59559
2024-02-14,1.4562
2024-02-15,1.28952
2024-02-16,1.26995
2024-02-17,0.99709
2024-02-18,1.12996
2024-02-19,1.45264
2024-02-20,1.46391
2024-02-21,1.42061
2024-02-22,1.3085
2024-02-23,1.15191
2024-02-24,0.96091
2024-02-25,1.25749
2024-02-26,1.59441
2024-02-27,1.38561
2024-02-28,1.26402
2024-02-29,1.18275
2024-03-01,0.9615
2024-03-02,0.93896
2024-03-03,1.04514
2024-03-04,1.48467
2024-03-05,1.42773
2024-03-06,1.38027
2024-03-07,1.31799
2024-03-08,1.21656
2024-03-09,1.0054
2024-03-10,1.02023
2024-03-11,1.4301
2024-03-12,1.35477
2024-03-13,1.35655
2024-03-14,1.29486
2024-03-15,1.092
2024-03-16,0.86482
2024-03-17,0.97633
2024-03-18,1.38265
2024-03-19,1.35655
2024-03-20,1.24919
