date,적금금리비교
2020-07-28,5.95505
2020-07-29,5.95505
2020-07-30,5.84269
2020-07-31,4.94382
2020-08-01,1.01123
2020-08-02,2.69662
2020-08-03,6.06741
2020-08-04,5.84269
2020-08-05,5.39325
2020-08-06,5.73033
2020-08-07,2.92134
2020-08-08,2.24719
2020-08-09,2.80898
2020-08-10,4.26966
2020-08-11,5.95505
2020-08-12,5.28089
2020-08-13,5.50561
2020-08-14,4.26966
2020-08-15,1.68539
2020-08-17,2.58426
2020-08-18,4.1573
2020-08-19,5.16853
2020-08-20,4.83146
2020-08-21,3.48314
2020-08-22,2.24719
2020-08-23,1.79775
2020-08-24,4.94382
2020-08-25,6.51685
2020-08-26,6.40449
2020-08-27,6.17977
2020-08-28,5.84269
2020-08-29,2.47191
2020-08-30,1.23595
2020-08-31,7.86516
2020-09-01,4.60674
2020-09-02,5.73033
2020-09-03,4.1573
2020-09-04,4.83146
2020-09-05,2.02247
2020-09-06,1.68539
2020-09-07,4.26966
2020-09-08,6.06741
2020-09-09,5.39325
2020-09-10,5.95505
2020-09-11,4.49438
2020-09-12,2.13483
2020-09-13,3.14606
2020-09-14,5.16853
2020-09-15,5.50561
2020-09-16,7.41573
2020-09-17,6.62921
2020-09-18,3.93258
2020-09-19,1.12359
2020-09-20,2.35955
2020-09-21,5.16853
2020-09-22,4.60674
2020-09-23,6.85393
2020-09-24,5.61797
2020-09-25,5.73033
2020-09-26,1.91011
2020-09-27,1.57303
2020-09-28,6.96629
2020-09-29,5.73033
2020-09-30,2.35955
2020-10-01,1.91011
2020-10-02,2.13483
2020-10-03,2.80898
2020-10-04,2.69662
2020-10-05,6.62921
2020-10-06,5.84269
2020-10-07,6.29213
2020-10-08,6.62921
2020-10-09,2.02247
2020-10-10,1.91011
2020-10-11,1.23595
2020-10-12,7.97752
2020-10-13,6.74157
2020-10-14,4.04494
2020-10-15,3.70786
2020-10-16,3.48314
2020-10-17,1.12359
2020-10-18,1.79775
2020-10-19,4.7191
2020-10-20,4.83146
2020-10-21,4.94382
2020-10-22,4.26966
2020-10-23,5.39325
2020-10-24,1.91011
2020-10-25,1.91011
2020-10-26,6.85393
2020-10-27,5.50561
2020-10-28,4.49438
2020-10-29,5.73033
2020-10-30,5.73033
2020-10-31,2.69662
2020-11-01,2.02247
2020-11-02,5.95505
2020-11-03,5.16853
2020-11-04,4.26966
2020-11-05,5.50561
2020-11-06,3.82022
2020-11-07,1.79775
2020-11-08,1.68539
2020-11-09,3.5955
2020-11-10,5.61797
2020-11-11,3.93258
2020-11-12,3.82022
2020-11-13,3.25842
2020-11-14,2.58426
2020-11-15,2.02247
2020-11-16,4.49438
2020-11-17,5.39325
2020-11-18,4.60674
2020-11-19,4.26966
2020-11-20,4.83146
2020-11-21,0.78651
2020-11-22,1.91011
2020-11-23,6.06741
2020-11-24,4.60674
2020-11-25,6.29213
2020-11-26,4.26966
2020-11-27,4.04494
2020-11-28,1.57303
2020-11-29,2.24719
2020-11-30,6.51685
2020-12-01,5.73033
2020-12-02,8.8764
2020-12-03,4.7191
2020-12-04,3.37078
2020-12-05,2.58426
2020-12-06,3.70786
2020-12-07,5.39325
2020-12-08,3.5955
2020-12-09,4.94382
2020-12-10,7.30337
2020-12-11,4.94382
2020-12-12,2.47191
2020-12-13,2.02247
2020-12-14,4.1573
2020-12-15,5.50561
2020-12-16,4.04494
2020-12-17,3.5955
2020-12-18,3.5955
2020-12-19,2.35955
2020-12-20,2.80898
2020-12-21,6.74157
2020-12-22,6.17977
2020-12-23,6.29213
2020-12-24,5.84269
2020-12-25,2.80898
2020-12-26,2.69662
2020-12-27,3.25842
2020-12-28,5.84269
2020-12-29,7.19101
2020-12-30,6.74157
2020-12-31,5.61797
2021-01-01,4.83146
2021-01-02,5.16853
2021-01-03,6.51685
2021-01-04,13.37078
2021-01-05,9.55056
2021-01-06,8.42696
2021-01-07,6.96629
2021-01-08,7.30337
2021-01-09,3.37078
2021-01-10,4.83146
2021-01-11,8.08988
2021-01-12,10.11235
2021-01-13,7.30337
2021-01-14,6.06741
2021-01-15,6.62921
2021-01-16,4.60674
2021-01-17,4.04494
2021-01-18,5.16853
2021-01-19,6.96629
2021-01-20,9.55056
2021-01-21,10.56179
2021-01-22,9.21348
2021-01-23,4.1573
2021-01-24,4.1573
2021-01-25,10.78651
2021-01-26,9.4382
2021-01-27,8.65168
2021-01-28,6.85393
2021-01-29,10.67415
2021-01-30,3.5955
2021-01-31,4.7191
2021-02-01,10.44943
2021-02-02,8.20224
2021-02-03,9.4382
2021-02-04,10.44943
2021-02-05,7.41573
2021-02-06,4.7191
2021-02-07,3.82022
2021-02-08,6.74157
2021-02-09,6.17977
2021-02-10,8.20224
2021-02-11,3.0337
2021-02-12,2.47191
2021-02-13,2.58426
2021-02-14,5.61797
2021-02-15,10.56179
2021-02-16,9.32584
2021-02-17,8.20224
2021-02-18,6.29213
2021-02-19,5.95505
2021-02-20,3.37078
2021-02-21,4.49438
2021-02-22,7.52808
2021-02-23,6.62921
2021-02-24,7.97752
2021-02-25,10.0
2021-02-26,6.85393
2021-02-27,2.35955
2021-02-28,4.83146
2021-03-01,4.49438
2021-03-02,5.61797
2021-03-03,5.16853
2021-03-04,5.28089
2021-03-05,4.26966
2021-03-06,2.13483
2021-03-07,3.5955
2021-03-08,5.73033
2021-03-09,4.83146
2021-03-10,5.39325
2021-03-11,4.7191
2021-03-12,3.5955
2021-03-13,1.46067
2021-03-14,2.35955
2021-03-15,6.17977
2021-03-16,5.50561
2021-03-17,7.41573
2021-03-18,6.06741
2021-03-19,4.60674
2021-03-20,3.0337
2021-03-21,2.80898
2021-03-22,3.93258
2021-03-23,3.82022
2021-03-24,5.05617
2021-03-25,6.06741
2021-03-26,4.7191
2021-03-27,2.47191
2021-03-28,2.69662
2021-03-29,4.04494
2021-03-30,5.50561
2021-03-31,7.07865
2021-04-01,7.52808
2021-04-02,5.28089
2021-04-03,2.02247
2021-04-04,3.82022
2021-04-05,3.48314
2021-04-06,5.05617
2021-04-07,4.60674
2021-04-08,3.82022
2021-04-09,3.82022
2021-04-10,0.67415
2021-04-11,1.79775
2021-04-12,5.39325
2021-04-13,3.70786
2021-04-14,4.60674
2021-04-15,3.5955
2021-04-16,5.61797
2021-04-17,2.24719
2021-04-18,0.56179
2021-04-19,2.80898
2021-04-20,5.28089
2021-04-21,4.38202
2021-04-22,1.91011
2021-04-23,4.1573
2021-04-24,0.78651
2021-04-25,1.46067
2021-04-26,4.7191
2021-04-27,5.05617
2021-04-28,5.28089
2021-04-29,4.04494
2021-04-30,4.26966
2021-05-01,1.01123
2021-05-02,2.13483
2021-05-03,4.1573
2021-05-04,4.60674
2021-05-05,1.79775
2021-05-06,2.80898
2021-05-07,3.70786
2021-05-08,1.12359
2021-05-09,1.34831
2021-05-10,4.60674
2021-05-11,3.37078
2021-05-12,3.93258
2021-05-13,6.17977
2021-05-14,3.82022
2021-05-15,1.57303
2021-05-16,2.02247
2021-05-17,3.0337
2021-05-18,3.37078
2021-05-19,1.68539
2021-05-20,5.61797
2021-05-21,4.04494
2021-05-22,1.91011
2021-05-23,1.68539
2021-05-24,4.38202
2021-05-25,6.29213
2021-05-26,7.19101
2021-05-27,8.08988
2021-05-28,5.05617
2021-05-29,0.89887
2021-05-30,2.24719
2021-05-31,4.26966
2021-06-01,5.84269
2021-06-02,3.70786
2021-06-03,4.83146
2021-06-04,3.70786
2021-06-05,1.68539
2021-06-06,1.23595
2021-06-07,5.05617
2021-06-08,4.04494
2021-06-09,4.7191
2021-06-10,5.05617
2021-06-11,3.0337
2021-06-12,1.46067
2021-06-13,1.91011
2021-06-14,2.80898
2021-06-15,4.94382
2021-06-16,5.28089
2021-06-17,3.25842
2021-06-18,3.0337
2021-06-19,3.14606
2021-06-20,2.58426
2021-06-21,4.83146
2021-06-22,4.7191
2021-06-23,3.82022
2021-06-24,8.42696
2021-06-25,8.98876
2021-06-26,3.37078
2021-06-27,2.69662
2021-06-28,6.74157
2021-06-29,4.26966
2021-06-30,5.84269
2021-07-01,4.1573
2021-07-02,3.37078
2021-07-03,1.34831
2021-07-04,2.02247
2021-07-05,4.1573
2021-07-06,5.50561
2021-07-07,3.5955
2021-07-08,2.47191
2021-07-09,2.02247
2021-07-10,1.23595
2021-07-11,2.47191
2021-07-12,3.93258
2021-07-13,2.69662
2021-07-14,3.82022
2021-07-15,4.49438
2021-07-16,3.0337
2021-07-17,1.91011
2021-07-18,2.02247
2021-07-19,4.04494
2021-07-20,5.05617
2021-07-21,5.28089
2021-07-22,4.83146
2021-07-23,4.83146
2021-07-24,0.78651
2021-07-25,2.69662
2021-07-26,4.49438
2021-07-27,5.73033
2021-07-28,4.04494
2021-07-29,4.94382
2021-07-30,4.49438
2021-07-31,3.14606
2021-08-01,1.68539
2021-08-02,6.17977
2021-08-03,5.28089
2021-08-04,5.84269
2021-08-05,5.05617
2021-08-06,7.07865
2021-08-07,1.91011
2021-08-08,3.14606
2021-08-09,5.39325
2021-08-10,5.95505
2021-08-11,4.26966
2021-08-12,3.82022
2021-08-13,4.49438
2021-08-14,1.79775
2021-08-15,1.68539
2021-08-16,3.93258
2021-08-17,5.95505
2021-08-18,5.16853
2021-08-19,3.82022
2021-08-20,4.26966
2021-08-21,2.80898
2021-08-22,2.80898
2021-08-23,7.30337
2021-08-24,5.50561
2021-08-25,8.3146
2021-08-26,8.8764
2021-08-27,6.29213
2021-08-28,1.79775
2021-08-29,4.7191
2021-08-30,6.06741
2021-08-31,6.74157
2021-09-01,9.32584
2021-09-02,5.39325
2021-09-03,7.97752
2021-09-04,4.04494
2021-09-05,0.78651
2021-09-06,7.07865
2021-09-07,3.82022
2021-09-08,4.83146
2021-09-09,6.96629
2021-09-10,7.30337
2021-09-11,4.49438
2021-09-12,3.5955
2021-09-13,6.62921
2021-09-14,8.53932
2021-09-15,6.40449
2021-09-16,7.41573
2021-09-17,5.05617
2021-09-18,1.91011
2021-09-19,1.68539
2021-09-20,1.68539
2021-09-21,2.80898
2021-09-22,4.60674
2021-09-23,5.84269
2021-09-24,7.64044
2021-09-25,3.82022
2021-09-26,3.48314
2021-09-27,7.07865
2021-09-28,6.62921
2021-09-29,7.30337
2021-09-30,8.08988
2021-10-01,6.74157
2021-10-02,2.80898
2021-10-03,3.25842
2021-10-04,4.1573
2021-10-05,6.62921
2021-10-06,4.60674
2021-10-07,4.94382
2021-10-08,4.1573
2021-10-09,3.82022
2021-10-10,4.26966
2021-10-11,3.0337
2021-10-12,7.41573
2021-10-13,6.40449
2021-10-14,7.86516
2021-10-15,5.16853
2021-10-16,1.23595
2021-10-17,2.13483
2021-10-18,4.1573
2021-10-19,4.7191
2021-10-20,5.73033
2021-10-21,3.70786
2021-10-22,3.14606
2021-10-23,2.24719
2021-10-24,1.46067
2021-10-25,6.29213
2021-10-26,6.17977
2021-10-27,4.94382
2021-10-28,5.95505
2021-10-29,5.73033
2021-10-30,1.91011
2021-10-31,3.37078
2021-11-01,5.05617
2021-11-02,7.07865
2021-11-03,5.95505
2021-11-04,4.04494
2021-11-05,4.60674
2021-11-06,2.35955
2021-11-07,2.13483
2021-11-08,4.60674
2021-11-09,6.40449
2021-11-10,4.38202
2021-11-11,5.28089
2021-11-12,5.39325
2021-11-13,2.24719
2021-11-14,2.02247
2021-11-15,4.1573
2021-11-16,5.05617
2021-11-17,4.04494
2021-11-18,3.37078
2021-11-19,5.73033
2021-11-20,2.47191
2021-11-21,2.35955
2021-11-22,4.94382
2021-11-23,4.49438
2021-11-24,6.06741
2021-11-25,7.30337
2021-11-26,9.4382
2021-11-27,4.60674
2021-11-28,6.06741
2021-11-29,6.74157
2021-11-30,8.3146
2021-12-01,8.76404
2021-12-02,6.85393
2021-12-03,6.62921
2021-12-04,5.61797
2021-12-05,4.04494
2021-12-06,6.51685
2021-12-07,5.73033
2021-12-08,6.17977
2021-12-09,6.06741
2021-12-10,5.95505
2021-12-11,4.49438
2021-12-12,3.70786
2021-12-13,7.19101
2021-12-14,5.05617
2021-12-15,4.94382
2021-12-16,5.39325
2021-12-17,4.49438
2021-12-18,3.82022
2021-12-19,2.13483
2021-12-20,4.60674
2021-12-21,7.7528
2021-12-22,5.05617
2021-12-23,4.7191
2021-12-24,4.60674
2021-12-25,4.38202
2021-12-26,6.29213
2021-12-27,7.19101
2021-12-28,6.40449
2021-12-29,6.96629
2021-12-30,10.22471
2021-12-31,8.65168
2022-01-01,3.70786
2022-01-02,6.74157
2022-01-03,12.47191
2022-01-04,7.86516
2022-01-05,10.89887
2022-01-06,6.85393
2022-01-07,6.74157
2022-01-08,2.35955
2022-01-09,4.83146
2022-01-10,8.3146
2022-01-11,9.32584
2022-01-12,7.97752
2022-01-13,5.95505
2022-01-14,7.52808
2022-01-15,4.1573
2022-01-16,4.26966
2022-01-17,13.37078
2022-01-18,12.02247
2022-01-19,12.24719
2022-01-20,10.0
2022-01-21,11.12359
2022-01-22,7.41573
2022-01-23,6.17977
2022-01-24,10.67415
2022-01-25,17.19101
2022-01-26,14.60674
2022-01-27,12.58426
2022-01-28,8.08988
2022-01-29,6.06741
2022-01-30,6.17977
2022-01-31,5.95505
2022-02-01,8.65168
2022-02-02,7.7528
2022-02-03,14.26966
2022-02-04,12.69662
2022-02-05,6.40449
2022-02-06,9.66292
2022-02-07,13.48314
2022-02-08,11.34831
2022-02-09,11.91011
2022-02-10,11.68539
2022-02-11,8.3146
2022-02-12,4.38202
2022-02-13,6.51685
2022-02-14,12.47191
2022-02-15,9.88764
2022-02-16,7.97752
2022-02-17,10.89887
2022-02-18,10.11235
2022-02-19,6.51685
2022-02-20,5.61797
2022-02-21,15.95505
2022-02-22,18.42696
2022-02-23,16.74157
2022-02-24,24.94382
2022-02-25,14.1573
2022-02-26,5.28089
2022-02-27,7.07865
2022-02-28,11.34831
2022-03-01,6.85393
2022-03-02,12.80898
2022-03-03,12.58426
2022-03-04,9.88764
2022-03-05,4.38202
2022-03-06,5.05617
2022-03-07,9.88764
2022-03-08,9.66292
2022-03-09,4.1573
2022-03-10,7.97752
2022-03-11,9.32584
2022-03-12,3.37078
2022-03-13,5.16853
2022-03-14,7.7528
2022-03-15,8.53932
2022-03-16,7.86516
2022-03-17,9.10112
2022-03-18,7.7528
2022-03-19,2.80898
2022-03-20,4.04494
2022-03-21,9.21348
2022-03-22,8.76404
2022-03-23,7.41573
2022-03-24,6.85393
2022-03-25,7.19101
2022-03-26,3.70786
2022-03-27,4.49438
2022-03-28,8.98876
2022-03-29,9.21348
2022-03-30,7.7528
2022-03-31,8.3146
2022-04-01,7.52808
2022-04-02,3.0337
2022-04-03,5.28089
2022-04-04,6.96629
2022-04-05,7.86516
2022-04-06,8.20224
2022-04-07,4.94382
2022-04-08,5.95505
2022-04-09,1.01123
2022-04-10,3.70786
2022-04-11,7.41573
2022-04-12,6.40449
2022-04-13,6.74157
2022-04-14,5.95505
2022-04-15,5.39325
2022-04-16,6.40449
2022-04-17,7.30337
2022-04-18,7.30337
2022-04-19,7.7528
2022-04-20,7.97752
2022-04-21,8.42696
2022-04-22,6.51685
2022-04-23,3.48314
2022-04-24,4.49438
2022-04-25,9.32584
2022-04-26,9.4382
2022-04-27,6.51685
2022-04-28,6.96629
2022-04-29,6.06741
2022-04-30,3.48314
2022-05-01,5.28089
2022-05-02,5.61797
2022-05-03,7.19101
2022-05-04,4.60674
2022-05-05,2.47191
2022-05-06,6.17977
2022-05-07,2.13483
2022-05-08,3.93258
2022-05-09,8.98876
2022-05-10,8.3146
2022-05-11,8.76404
2022-05-12,8.8764
2022-05-13,7.86516
2022-05-14,1.23595
2022-05-15,3.0337
2022-05-16,7.52808
2022-05-17,6.51685
2022-05-18,7.41573
2022-05-19,7.07865
2022-05-20,7.64044
2022-05-21,3.48314
2022-05-22,3.5955
2022-05-23,6.29213
2022-05-24,7.30337
2022-05-25,8.3146
2022-05-26,7.7528
2022-05-27,8.08988
2022-05-28,3.93258
2022-05-29,2.69662
2022-05-30,8.8764
2022-05-31,10.78651
2022-06-01,5.16853
2022-06-02,7.41573
2022-06-03,11.68539
2022-06-04,3.82022
2022-06-05,6.06741
2022-06-06,5.50561
2022-06-07,8.65168
2022-06-08,12.58426
2022-06-09,10.56179
2022-06-10,11.79775
2022-06-11,4.04494
2022-06-12,5.50561
2022-06-13,10.33707
2022-06-14,12.92134
2022-06-15,12.35955
2022-06-16,11.91011
2022-06-17,15.05617
2022-06-18,6.85393
2022-06-19,7.64044
2022-06-20,13.70786
2022-06-21,13.93258
2022-06-22,11.91011
2022-06-23,12.92134
2022-06-24,13.25842
2022-06-25,4.83146
2022-06-26,7.19101
2022-06-27,17.30337
2022-06-28,13.93258
2022-06-29,11.57303
2022-06-30,12.47191
2022-07-01,10.78651
2022-07-02,4.49438
2022-07-03,8.42696
2022-07-04,15.84269
2022-07-05,11.34831
2022-07-06,14.94382
2022-07-07,10.22471
2022-07-08,11.57303
2022-07-09,5.05617
2022-07-10,5.16853
2022-07-11,11.34831
2022-07-12,11.46067
2022-07-13,15.28089
2022-07-14,21.01123
2022-07-15,14.26966
2022-07-16,11.57303
2022-07-17,8.98876
2022-07-18,18.42696
2022-07-19,12.58426
2022-07-20,16.17977
2022-07-21,15.95505
2022-07-22,14.94382
2022-07-23,6.85393
2022-07-24,11.01123
2022-07-25,21.79775
2022-07-26,18.98876
2022-07-27,16.51685
2022-07-28,16.40449
2022-07-29,12.69662
2022-07-30,8.3146
2022-07-31,11.12359
2022-08-01,14.49438
2022-08-02,16.17977
2022-08-03,14.60674
2022-08-04,11.34831
2022-08-05,12.58426
2022-08-06,6.74157
2022-08-07,9.32584
2022-08-08,11.46067
2022-08-09,11.01123
2022-08-10,13.70786
2022-08-11,11.79775
2022-08-12,10.44943
2022-08-13,8.3146
2022-08-14,7.07865
2022-08-15,6.74157
2022-08-16,14.7191
2022-08-17,14.26966
2022-08-18,14.26966
2022-08-19,11.79775
2022-08-20,7.30337
2022-08-21,7.97752
2022-08-22,17.19101
2022-08-23,14.38202
2022-08-24,13.93258
2022-08-25,19.88764
2022-08-26,17.07865
2022-08-27,10.56179
2022-08-28,9.55056
2022-08-29,16.85393
2022-08-30,15.61797
2022-08-31,18.08988
2022-09-01,18.65168
2022-09-02,12.47191
2022-09-03,7.86516
2022-09-04,5.95505
2022-09-05,14.49438
2022-09-06,12.58426
2022-09-07,12.92134
2022-09-08,13.14606
2022-09-09,6.17977
2022-09-10,6.62921
2022-09-11,7.97752
2022-09-12,12.13483
2022-09-13,20.89887
2022-09-14,20.78651
2022-09-15,15.28089
2022-09-16,13.5955
2022-09-17,7.64044
2022-09-18,9.4382
2022-09-19,16.74157
2022-09-20,14.94382
2022-09-21,16.51685
2022-09-22,19.77528
2022-09-23,19.88764
2022-09-24,11.12359
2022-09-25,10.0
2022-09-26,20.67415
2022-09-27,16.74157
2022-09-28,19.32584
2022-09-29,20.22471
2022-09-30,25.95505
2022-10-01,24.49438
2022-10-02,20.67415
2022-10-03,22.92134
2022-10-04,37.52808
2022-10-05,43.14606
2022-10-06,46.62921
2022-10-07,35.05617
2022-10-08,15.39325
2022-10-09,23.25842
2022-10-10,26.62921
2022-10-11,44.94382
2022-10-12,61.34831
2022-10-13,73.14606
2022-10-14,66.74157
2022-10-15,34.1573
2022-10-16,41.12359
2022-10-17,68.53932
2022-10-18,75.16853
2022-10-19,75.28089
2022-10-20,72.47191
2022-10-21,58.53932
2022-10-22,26.17977
2022-10-23,33.93258
2022-10-24,61.34831
2022-10-25,80.56179
2022-10-26,66.74157
2022-10-27,72.13483
2022-10-28,57.7528
2022-10-29,30.56179
2022-10-30,29.77528
2022-10-31,57.64044
2022-11-01,67.64044
2022-11-02,63.93258
2022-11-03,53.14606
2022-11-04,46.74157
2022-11-05,21.68539
2022-11-06,30.78651
2022-11-07,51.12359
2022-11-08,56.74157
2022-11-09,58.08988
2022-11-10,75.39325
2022-11-11,55.16853
2022-11-12,24.94382
2022-11-13,32.92134
2022-11-14,65.16853
2022-11-15,57.97752
2022-11-16,57.30337
2022-11-17,47.30337
2022-11-18,47.30337
2022-11-19,23.37078
2022-11-20,26.96629
2022-11-21,52.35955
2022-11-22,47.97752
2022-11-23,46.29213
2022-11-24,52.35955
2022-11-25,54.04494
2022-11-26,34.1573
2022-11-27,33.82022
2022-11-28,59.21348
2022-11-29,56.96629
2022-11-30,54.60674
2022-12-01,52.24719
2022-12-02,43.14606
2022-12-03,21.46067
2022-12-04,23.37078
2022-12-05,47.30337
2022-12-06,48.3146
2022-12-07,44.7191
2022-12-08,46.96629
2022-12-09,43.48314
2022-12-10,22.80898
2022-12-11,23.0337
2022-12-12,42.58426
2022-12-13,47.19101
2022-12-14,45.28089
2022-12-15,40.78651
2022-12-16,39.77528
2022-12-17,20.44943
2022-12-18,23.48314
2022-12-19,34.04494
2022-12-20,39.77528
2022-12-21,36.51685
2022-12-22,31.12359
2022-12-23,39.10112
2022-12-24,22.35955
2022-12-25,23.93258
2022-12-26,43.0337
2022-12-27,43.0337
2022-12-28,40.33707
2022-12-29,37.64044
2022-12-30,43.48314
2022-12-31,22.58426
2023-01-01,30.0
2023-01-02,53.70786
2023-01-03,47.86516
2023-01-04,46.51685
2023-01-05,47.86516
2023-01-06,38.20224
2023-01-07,26.74157
2023-01-08,25.95505
2023-01-09,44.7191
2023-01-10,45.61797
2023-01-11,43.37078
2023-01-12,39.88764
2023-01-13,37.7528
2023-01-14,23.14606
2023-01-15,24.49438
2023-01-16,35.61797
2023-01-17,43.5955
2023-01-18,35.28089
2023-01-19,39.88764
2023-01-20,46.29213
2023-01-21,21.01123
2023-01-22,26.96629
2023-01-23,27.19101
2023-01-24,30.67415
2023-01-25,69.32584
2023-01-26,55.16853
2023-01-27,40.11235
2023-01-28,23.48314
2023-01-29,24.26966
2023-01-30,40.56179
2023-01-31,46.17977
2023-02-01,45.16853
2023-02-02,36.62921
2023-02-03,32.80898
2023-02-04,17.7528
2023-02-05,18.42696
2023-02-06,36.17977
2023-02-07,40.78651
2023-02-08,37.52808
2023-02-09,35.28089
2023-02-10,32.02247
2023-02-11,17.97752
2023-02-12,18.65168
2023-02-13,32.69662
2023-02-14,28.42696
2023-02-15,29.4382
2023-02-16,27.07865
2023-02-17,27.64044
2023-02-18,14.1573
2023-02-19,17.86516
2023-02-20,32.35955
2023-02-21,38.98876
2023-02-22,28.76404
2023-02-23,27.86516
2023-02-24,36.06741
2023-02-25,18.08988
2023-02-26,21.01123
2023-02-27,32.92134
2023-02-28,36.74157
2023-03-01,27.07865
2023-03-02,32.13483
2023-03-03,28.08988
2023-03-04,14.49438
2023-03-05,19.77528
2023-03-06,26.51685
2023-03-07,25.95505
2023-03-08,27.30337
2023-03-09,24.1573
2023-03-10,25.84269
2023-03-11,14.7191
2023-03-12,18.98876
2023-03-13,24.1573
2023-03-14,23.82022
2023-03-15,27.41573
2023-03-16,27.07865
2023-03-17,24.7191
2023-03-18,14.49438
2023-03-19,16.17977
2023-03-20,30.22471
2023-03-21,29.4382
2023-03-22,28.53932
2023-03-23,25.39325
2023-03-24,32.80898
2023-03-25,19.4382
2023-03-26,17.97752
2023-03-27,29.88764
2023-03-28,27.19101
2023-03-29,30.11235
2023-03-30,26.96629
2023-03-31,25.05617
2023-04-01,13.25842
2023-04-02,12.80898
2023-04-03,24.83146
2023-04-04,25.28089
2023-04-05,27.97752
2023-04-06,25.73033
2023-04-07,18.53932
2023-04-08,10.22471
2023-04-09,12.69662
2023-04-10,26.51685
2023-04-11,27.07865
2023-04-12,29.32584
2023-04-13,21.91011
2023-04-14,20.33707
2023-04-15,11.46067
2023-04-16,12.69662
2023-04-17,20.33707
2023-04-18,22.47191
2023-04-19,17.7528
2023-04-20,24.26966
2023-04-21,18.65168
2023-04-22,8.98876
2023-04-23,12.35955
2023-04-24,21.79775
2023-04-25,24.83146
2023-04-26,24.38202
2023-04-27,17.19101
2023-04-28,19.55056
2023-04-29,11.57303
2023-04-30,11.79775
2023-05-01,17.07865
2023-05-02,22.35955
2023-05-03,19.77528
2023-05-04,17.86516
2023-05-05,12.02247
2023-05-06,9.21348
2023-05-07,11.68539
2023-05-08,26.29213
2023-05-09,27.86516
2023-05-10,24.83146
2023-05-11,23.0337
2023-05-12,17.64044
2023-05-13,10.11235
2023-05-14,11.01123
2023-05-15,25.84269
2023-05-16,21.23595
2023-05-17,23.70786
2023-05-18,25.61797
2023-05-19,28.98876
2023-05-20,14.83146
2023-05-21,12.92134
2023-05-22,26.62921
2023-05-23,20.33707
2023-05-24,20.56179
2023-05-25,23.25842
2023-05-26,20.56179
2023-05-27,9.88764
2023-05-28,11.57303
2023-05-29,14.1573
