date,알트코인추천
2021-03-23,18.96505
2021-03-24,16.0661
2021-03-25,12.02926
2021-03-26,12.21891
2021-03-27,14.68436
2021-03-28,19.42562
2021-03-29,18.99214
2021-03-30,27.47222
2021-03-31,23.00189
2021-04-01,29.20617
2021-04-02,37.44242
2021-04-03,49.95936
2021-04-04,36.52126
2021-04-05,46.13925
2021-04-06,43.34868
2021-04-07,32.75535
2021-04-08,20.6719
2021-04-09,25.14223
2021-04-10,29.07071
2021-04-11,23.29991
2021-04-12,25.49444
2021-04-13,100.0
2021-04-14,59.22514
2021-04-15,37.46952
2021-04-16,62.72013
2021-04-17,63.01815
2021-04-18,39.96206
2021-04-19,44.97426
2021-04-20,35.38336
2021-04-21,33.81197
2021-04-22,31.48198
2021-04-23,17.6104
2021-04-24,14.22378
2021-04-25,16.60796
2021-04-26,18.23354
2021-04-27,21.78271
2021-04-28,16.71633
2021-04-29,16.17447
2021-04-30,17.88133
2021-05-01,20.6719
2021-05-02,17.58331
2021-05-03,22.29748
2021-05-04,24.54619
2021-05-05,25.49444
2021-05-06,29.26036
2021-05-07,35.68138
2021-05-08,30.69628
2021-05-09,24.38363
2021-05-10,25.41316
2021-05-11,16.33703
2021-05-12,20.53643
2021-05-13,12.38146
2021-05-14,8.7781
2021-05-15,9.78054
2021-05-16,17.25819
2021-05-17,9.53671
2021-05-18,7.74857
2021-05-19,8.10078
2021-05-20,5.87916
2021-05-21,8.4259
2021-05-22,6.52939
2021-05-23,5.17474
2021-05-24,5.7437
2021-05-25,4.958
2021-05-26,5.25602
2021-05-27,4.22649
2021-05-28,3.63045
2021-05-29,2.43836
2021-05-30,2.22162
2021-05-31,2.98022
2021-06-01,2.81766
2021-06-02,1.67976
2021-06-03,2.62801
2021-06-04,1.62557
2021-06-05,1.65266
2021-06-06,1.11081
2021-06-07,1.21918
2021-06-08,0.97534
2021-06-09,0.48767
2021-06-10,0.89406
2021-06-11,1.16499
2021-06-12,0.70441
2021-06-13,0.56895
2021-06-14,0.56895
2021-06-15,0.65023
2021-06-16,0.3522
2021-06-17,0.3522
2021-06-19,0.13546
2021-06-20,0.16255
2021-06-22,0.27092
2021-06-23,0.13546
2021-06-28,0.32511
2021-06-29,0.83988
2021-06-30,0.70441
2021-07-01,0.24383
2021-07-02,0.62313
2021-07-03,0.54185
2021-07-04,0.83988
2021-07-05,0.81278
2021-07-06,0.78569
2021-07-07,0.67732
2021-07-08,0.46057
2021-07-09,0.27092
2021-07-10,0.59604
2021-07-11,0.48767
2021-07-12,0.67732
2021-07-13,1.21918
2021-07-14,0.92115
2021-07-15,1.24627
2021-07-16,0.46057
2021-07-17,1.11081
2021-07-18,0.46057
2021-07-19,0.24383
2021-07-20,0.3522
2021-07-21,0.46057
2021-07-22,0.51476
2021-07-23,0.83988
2021-07-24,1.5172
2021-07-25,1.08371
2021-07-26,1.81522
2021-07-27,1.62557
2021-07-28,1.35464
2021-07-29,0.97534
2021-07-30,1.54429
2021-07-31,2.14034
2021-08-01,1.8965
2021-08-02,2.11324
2021-08-03,0.81278
2021-08-04,0.89406
2021-08-05,1.65266
2021-08-06,1.59848
2021-08-07,1.1379
2021-08-08,1.49011
2021-08-09,1.30046
2021-08-10,1.84231
2021-08-11,2.57382
2021-08-12,3.16987
2021-08-13,2.73638
2021-08-14,2.98022
2021-08-15,3.33243
2021-08-16,3.11568
2021-08-17,2.03196
2021-08-18,1.73394
2021-08-19,2.92603
2021-08-20,2.54673
2021-08-21,3.4408
2021-08-22,3.4137
2021-08-23,3.98266
2021-08-24,4.09103
2021-08-25,1.97778
2021-08-26,1.78813
2021-08-27,1.59848
2021-08-28,2.43836
2021-08-29,2.11324
2021-08-30,2.19452
2021-08-31,3.73882
2021-09-01,2.81766
2021-09-02,2.54673
2021-09-03,4.03684
2021-09-04,4.1994
2021-09-05,5.25602
2021-09-06,4.36196
2021-09-07,4.25358
2021-09-08,2.03196
2021-09-09,2.03196
2021-09-10,2.41127
2021-09-11,1.92359
2021-09-12,1.38173
2021-09-13,1.16499
2021-09-14,1.67976
2021-09-15,0.92115
2021-09-16,1.73394
2021-09-17,1.73394
2021-09-18,1.35464
2021-09-19,1.27336
2021-09-20,0.78569
2021-09-21,0.62313
2021-09-22,1.21918
2021-09-23,0.89406
2021-09-24,1.00243
2021-09-25,1.11081
2021-09-26,0.67732
2021-09-27,0.51476
2021-09-28,0.7315
2021-09-29,0.89406
2021-09-30,0.94825
2021-10-01,1.40883
2021-10-02,2.60092
2021-10-03,2.41127
2021-10-04,1.84231
2021-10-05,2.54673
2021-10-06,4.03684
2021-10-07,3.98266
2021-10-08,3.00731
2021-10-09,3.14277
2021-10-10,3.00731
2021-10-11,2.35708
2021-10-12,2.81766
2021-10-13,1.86941
2021-10-14,3.0615
2021-10-15,2.46545
2021-10-16,2.60092
2021-10-17,2.32999
2021-10-18,2.62801
2021-10-19,2.41127
2021-10-20,2.22162
2021-10-21,4.1994
2021-10-22,2.41127
2021-10-23,2.24871
2021-10-24,3.0615
2021-10-25,2.24871
2021-10-26,2.84475
2021-10-27,2.03196
2021-10-28,1.78813
2021-10-29,2.38417
2021-10-30,2.79057
2021-10-31,3.76591
2021-11-01,3.38661
2021-11-02,4.958
2021-11-03,3.00731
2021-11-04,4.14521
2021-11-05,3.73882
2021-11-06,3.38661
2021-11-07,2.98022
2021-11-08,3.27824
2021-11-09,3.08859
2021-11-10,3.38661
2021-11-11,2.24871
2021-11-12,1.84231
2021-11-13,1.43592
2021-11-14,2.03196
2021-11-15,2.32999
2021-11-16,3.33243
2021-11-17,4.47033
2021-11-18,4.49742
2021-11-19,3.22405
2021-11-20,4.11812
2021-11-21,2.79057
2021-11-22,2.84475
2021-11-23,3.00731
2021-11-24,4.30777
2021-11-25,3.87428
2021-11-26,2.89894
2021-11-27,2.38417
2021-11-28,1.70685
2021-11-29,2.70929
2021-11-30,3.0344
2021-12-01,3.57626
2021-12-02,2.08615
2021-12-03,2.73638
2021-12-04,2.41127
2021-12-05,1.65266
2021-12-06,1.86941
2021-12-07,1.8965
2021-12-08,2.30289
2021-12-09,1.62557
2021-12-10,1.40883
2021-12-11,1.24627
2021-12-12,1.78813
2021-12-13,1.65266
2021-12-14,1.38173
2021-12-15,1.16499
2021-12-16,1.21918
2021-12-17,0.92115
2021-12-18,0.89406
2021-12-19,1.27336
2021-12-20,0.83988
2021-12-21,1.00243
2021-12-22,1.65266
2021-12-23,1.76104
2021-12-24,1.24627
2021-12-25,1.46301
2021-12-26,1.76104
2021-12-27,1.54429
2021-12-28,1.46301
2021-12-29,0.78569
2021-12-30,0.51476
2021-12-31,0.62313
2022-01-01,1.1379
2022-01-02,1.1379
2022-01-03,1.5172
2022-01-04,1.38173
2022-01-05,1.43592
2022-01-06,1.43592
2022-01-07,1.27336
2022-01-08,1.16499
2022-01-09,1.57138
2022-01-10,1.27336
2022-01-11,0.67732
2022-01-12,0.83988
2022-01-13,1.02953
2022-01-14,0.7586
2022-01-15,0.81278
2022-01-16,0.56895
2022-01-17,0.97534
2022-01-18,0.3793
2022-01-19,0.56895
2022-01-20,0.65023
2022-01-21,0.46057
2022-01-22,0.65023
2022-01-23,0.56895
2022-01-24,0.56895
2022-01-25,0.46057
2022-01-26,0.70441
2022-01-27,0.46057
2022-01-28,0.78569
2022-01-29,1.40883
2022-01-30,1.46301
2022-01-31,0.29802
2022-02-01,0.78569
2022-02-02,0.89406
2022-02-03,1.38173
2022-02-04,1.65266
2022-02-05,3.25115
2022-02-06,2.84475
2022-02-07,2.24871
2022-02-08,2.24871
2022-02-09,1.65266
2022-02-10,1.43592
2022-02-11,1.16499
2022-02-12,0.83988
2022-02-13,0.54185
2022-02-14,0.16255
2022-02-15,0.7586
2022-02-16,0.97534
2022-02-17,0.83988
2022-02-18,0.89406
2022-02-19,0.81278
2022-02-20,0.59604
2022-02-21,0.13546
2022-02-22,0.3793
2022-02-23,0.67732
2022-02-24,0.56895
2022-02-25,0.51476
2022-02-26,0.59604
2022-02-27,0.32511
2022-02-28,0.32511
2022-03-01,1.16499
2022-03-02,0.56895
2022-03-03,0.7586
2022-03-04,0.32511
2022-03-05,0.27092
2022-03-06,0.46057
2022-03-07,0.3793
2022-03-08,0.3522
2022-03-09,0.51476
2022-03-10,0.48767
2022-03-11,0.89406
2022-03-12,0.3793
2022-03-13,0.3793
2022-03-14,0.46057
2022-03-15,0.32511
2022-03-16,0.21674
2022-03-17,0.92115
2022-03-18,0.86697
2022-03-19,1.8965
2022-03-20,1.32755
2022-03-21,1.11081
2022-03-22,0.94825
2022-03-23,0.48767
2022-03-24,1.62557
2022-03-25,1.65266
2022-03-26,1.92359
2022-03-27,2.68219
2022-03-28,2.32999
2022-03-29,3.68463
2022-03-30,3.16987
2022-03-31,1.62557
2022-04-01,1.35464
2022-04-02,1.46301
2022-04-03,1.35464
2022-04-04,1.11081
2022-04-05,1.05662
2022-04-06,0.56895
2022-04-07,0.67732
2022-04-08,0.86697
2022-04-09,0.24383
2022-04-10,0.46057
2022-04-11,0.21674
2022-04-12,0.7586
2022-04-13,0.48767
2022-04-14,0.70441
2022-04-15,0.16255
2022-04-16,0.40639
2022-04-17,0.51476
2022-04-18,0.27092
2022-04-19,0.65023
2022-04-20,0.7586
2022-04-21,0.48767
2022-04-22,0.46057
2022-04-23,0.7315
2022-04-24,0.32511
2022-04-25,0.32511
2022-04-26,0.3793
2022-04-27,0.70441
2022-04-28,0.70441
2022-04-29,1.02953
2022-04-30,0.32511
2022-05-01,0.24383
2022-05-03,0.18965
2022-05-05,0.27092
2022-05-07,0.16255
2022-05-08,0.27092
2022-05-09,0.40639
2022-05-10,0.27092
2022-05-11,0.59604
2022-05-12,0.7315
2022-05-13,0.7586
2022-05-14,0.62313
2022-05-15,0.65023
2022-05-16,0.40639
2022-05-17,0.32511
2022-05-18,0.32511
2022-05-19,0.32511
2022-05-20,0.43348
2022-05-22,0.29802
2022-05-23,0.48767
2022-05-24,0.29802
2022-05-25,0.29802
2022-05-26,0.21674
2022-05-27,0.16255
2022-05-28,0.59604
2022-05-29,0.16255
2022-05-30,0.21674
2022-05-31,0.29802
2022-06-01,0.51476
2022-06-02,0.48767
2022-06-03,0.43348
2022-06-05,0.27092
2022-06-06,0.3522
2022-06-07,0.21674
2022-06-08,0.18965
2022-06-10,0.27092
2022-06-11,0.16255
2022-06-12,0.3522
2022-06-13,0.16255
2022-06-14,0.18965
2022-06-15,0.21674
2022-06-16,0.29802
2022-06-17,0.54185
2022-06-19,0.13546
2022-06-20,0.13546
2022-06-21,0.43348
2022-06-25,0.32511
2022-06-26,0.3793
2022-06-28,0.16255
2022-07-04,0.16255
2022-07-08,0.13546
2022-07-10,0.16255
2022-07-20,0.40639
2022-07-21,0.24383
2022-07-22,0.16255
2022-07-29,0.24383
2022-07-30,0.16255
2022-07-31,0.40639
2022-08-02,0.13546
2022-08-06,0.18965
2022-08-10,0.40639
2022-08-11,0.16255
2022-08-12,0.27092
2022-08-13,0.18965
2022-08-14,0.13546
2022-08-15,0.21674
2022-08-22,0.13546
2022-08-24,0.21674
2022-08-26,0.18965
2022-08-27,0.21674
2022-09-07,0.16255
2022-09-12,0.13546
2022-09-17,0.13546
2022-09-24,0.13546
2022-09-25,0.18965
2022-10-01,0.16255
2022-10-03,0.16255
2022-10-06,0.21674
2022-10-15,0.16255
2022-10-19,0.13546
2022-11-01,0.3522
2022-11-02,0.16255
2022-11-03,0.16255
2022-11-04,0.13546
2022-11-05,0.32511
2022-11-06,0.27092
2022-11-09,0.18965
2022-11-11,0.21674
2022-11-12,0.29802
2022-11-13,0.16255
2022-11-23,0.16255
2022-12-13,0.13546
2022-12-29,0.13546
2023-01-08,0.13546
2023-01-14,0.24383
2023-01-16,0.18965
2023-01-17,0.3522
2023-01-21,0.29802
2023-01-22,0.21674
2023-01-23,0.21674
2023-01-24,0.29802
2023-01-26,0.21674
2023-01-27,0.13546
2023-01-28,0.29802
2023-01-29,0.62313
2023-01-30,0.29802
2023-02-01,0.27092
2023-02-02,0.13546
2023-02-04,0.27092
2023-02-05,1.00243
2023-02-06,0.56895
2023-02-07,1.00243
2023-02-08,0.81278
2023-02-09,0.56895
2023-02-10,0.7315
2023-02-11,0.40639
2023-02-12,0.59604
2023-02-13,0.56895
2023-02-14,0.21674
2023-02-15,0.32511
2023-02-16,0.92115
2023-02-17,0.7586
2023-02-18,0.78569
2023-02-19,0.7315
2023-02-20,1.02953
2023-02-21,1.46301
2023-02-22,0.62313
2023-02-23,0.67732
2023-02-24,0.83988
2023-02-25,0.40639
2023-02-26,0.3522
2023-02-27,0.46057
2023-02-28,0.65023
2023-03-01,0.59604
2023-03-02,0.48767
2023-03-03,0.3793
2023-03-04,0.40639
2023-03-05,0.24383
2023-03-06,0.54185
2023-03-07,0.43348
2023-03-08,0.3522
2023-03-09,0.32511
2023-03-10,0.24383
2023-03-11,0.13546
2023-03-12,0.40639
2023-03-13,0.27092
2023-03-14,0.3522
2023-03-15,0.48767
2023-03-16,0.40639
2023-03-17,0.62313
2023-03-18,0.7586
2023-03-19,0.83988
2023-03-20,0.89406
2023-03-21,0.48767
2023-03-22,0.86697
2023-03-23,0.70441
2023-03-24,0.83988
2023-03-25,0.59604
2023-03-26,0.54185
2023-03-28,0.32511
2023-03-29,0.65023
2023-03-30,0.92115
2023-03-31,0.62313
2023-04-01,0.56895
2023-04-02,0.48767
2023-04-03,0.29802
2023-04-04,0.62313
2023-04-05,0.65023
2023-04-06,0.65023
2023-04-07,0.48767
2023-04-08,0.62313
2023-04-09,0.3522
2023-04-10,0.32511
2023-04-11,0.65023
2023-04-12,0.62313
2023-04-13,0.97534
2023-04-14,0.65023
2023-04-15,0.81278
2023-04-16,0.46057
2023-04-17,0.51476
2023-04-18,0.81278
2023-04-19,0.29802
2023-04-20,0.54185
2023-04-21,0.29802
2023-04-22,0.27092
2023-04-23,0.29802
2023-04-24,0.16255
2023-04-25,0.3793
2023-04-26,0.3522
2023-04-27,0.21674
2023-04-28,0.43348
2023-04-29,0.48767
2023-04-30,0.29802
2023-05-01,0.27092
2023-05-02,0.18965
2023-05-03,0.24383
2023-05-04,0.32511
2023-05-05,0.51476
2023-05-06,0.32511
2023-05-07,0.43348
2023-05-08,0.3522
2023-05-09,0.21674
2023-05-10,0.29802
2023-05-11,0.43348
2023-05-12,0.43348
2023-05-13,0.18965
2023-05-14,0.29802
2023-05-15,0.29802
2023-05-16,0.43348
2023-05-18,0.48767
2023-05-19,0.29802
2023-05-20,0.18965
2023-05-21,0.18965
2023-05-22,0.13546
2023-05-23,0.16255
2023-05-24,0.21674
2023-05-25,0.16255
2023-05-26,0.13546
2023-05-27,0.13546
2023-05-28,0.13546
2023-05-29,0.21674
2023-05-30,0.27092
2023-05-31,0.16255
2023-06-03,0.32511
2023-06-04,0.16255
2023-06-05,0.13546
2023-06-06,0.13546
2023-06-07,0.24383
2023-06-08,0.21674
2023-06-09,0.24383
2023-06-10,0.65023
2023-06-11,0.62313
2023-06-12,0.21674
2023-06-13,0.32511
2023-06-14,0.27092
2023-06-15,0.3522
2023-06-16,0.21674
2023-06-17,0.32511
2023-06-19,0.24383
2023-06-20,0.32511
2023-06-21,0.40639
2023-06-22,0.48767
2023-06-23,0.3522
2023-06-24,0.21674
2023-06-25,0.29802
2023-06-26,0.51476
2023-06-27,0.18965
2023-06-28,0.27092
2023-06-29,0.27092
2023-06-30,0.56895
2023-07-01,0.32511
2023-07-02,0.27092
2023-07-03,0.21674
2023-07-04,0.48767
2023-07-05,0.46057
2023-07-06,0.24383
2023-07-07,0.32511
2023-07-08,0.24383
2023-07-09,0.18965
2023-07-10,0.3793
2023-07-11,0.27092
2023-07-12,0.3793
2023-07-13,0.21674
2023-07-14,1.11081
2023-07-15,0.40639
2023-07-16,0.46057
2023-07-17,0.56895
2023-07-18,0.62313
2023-07-19,0.3793
2023-07-20,0.3793
2023-07-21,0.40639
2023-07-22,0.62313
2023-07-23,0.59604
2023-07-24,0.56895
2023-07-25,0.21674
2023-07-26,0.29802
2023-07-27,0.3522
2023-07-28,0.32511
2023-07-29,0.67732
2023-07-30,0.54185
2023-07-31,0.3793
2023-08-01,0.48767
2023-08-02,0.32511
2023-08-03,0.27092
2023-08-04,0.3793
2023-08-05,0.13546
2023-08-06,0.16255
2023-08-07,0.46057
2023-08-09,0.32511
2023-08-10,0.3793
2023-08-11,0.54185
2023-08-12,0.59604
2023-08-13,0.59604
2023-08-14,0.65023
2023-08-15,0.65023
2023-08-16,0.81278
2023-08-17,0.51476
2023-08-18,0.56895
2023-08-19,0.29802
2023-08-20,0.46057
2023-08-21,0.18965
2023-08-22,0.21674
2023-08-23,0.46057
2023-08-24,0.18965
2023-08-26,0.3793
2023-08-27,0.46057
2023-08-28,0.46057
2023-08-29,0.32511
2023-08-30,0.16255
2023-08-31,0.29802
2023-09-04,0.24383
2023-09-06,0.13546
2023-09-08,0.3522
2023-09-09,0.16255
2023-09-11,0.16255
2023-09-14,0.27092
2023-09-16,0.21674
2023-09-17,0.43348
2023-09-18,0.18965
2023-09-19,0.32511
2023-09-20,0.48767
2023-09-21,0.21674
2023-09-22,0.18965
2023-09-23,0.32511
2023-09-24,0.13546
2023-09-25,0.13546
2023-09-26,0.27092
2023-09-27,0.24383
2023-09-28,0.29802
2023-09-29,0.18965
2023-09-30,0.13546
2023-10-01,0.3793
2023-10-02,0.29802
2023-10-03,0.32511
2023-10-07,0.29802
2023-10-08,0.13546
2023-10-09,0.43348
2023-10-10,0.29802
2023-10-11,0.13546
2023-10-12,0.21674
2023-10-13,0.24383
2023-10-14,0.27092
2023-10-15,0.32511
2023-10-16,0.51476
2023-10-17,0.29802
2023-10-18,0.29802
2023-10-19,0.27092
2023-10-20,0.24383
2023-10-21,0.51476
2023-10-22,0.46057
2023-10-23,0.67732
2023-10-24,1.30046
2023-10-25,1.24627
2023-10-26,0.94825
2023-10-27,0.81278
2023-10-28,0.48767
2023-10-29,0.65023
2023-10-30,0.83988
2023-10-31,1.02953
2023-11-01,1.00243
2023-11-02,1.81522
2023-11-03,0.89406
2023-11-04,1.16499
2023-11-05,1.67976
2023-11-06,1.49011
2023-11-07,1.54429
2023-11-08,1.78813
2023-11-09,2.38417
2023-11-10,2.19452
2023-11-11,1.76104
2023-11-12,1.8965
2023-11-13,1.81522
2023-11-14,1.65266
2023-11-15,1.21918
2023-11-16,1.86941
2023-11-17,0.89406
2023-11-18,0.7315
2023-11-19,1.02953
2023-11-20,1.08371
2023-11-21,0.92115
2023-11-22,0.94825
2023-11-23,1.05662
2023-11-24,1.08371
2023-11-25,1.5172
2023-11-26,1.11081
2023-11-27,0.59604
2023-11-28,0.67732
2023-11-29,0.78569
2023-11-30,1.1379
2023-12-01,1.05662
2023-12-02,1.38173
2023-12-03,1.11081
2023-12-04,1.78813
2023-12-05,2.62801
2023-12-06,3.65754
2023-12-07,2.84475
2023-12-08,2.05906
2023-12-09,3.65754
2023-12-10,2.62801
2023-12-11,2.38417
2023-12-12,1.5172
2023-12-13,1.11081
2023-12-14,1.38173
2023-12-15,1.59848
2023-12-16,1.00243
2023-12-17,0.94825
2023-12-18,0.62313
2023-12-19,0.92115
2023-12-20,1.1379
2023-12-21,1.35464
2023-12-22,1.16499
2023-12-23,1.21918
2023-12-24,1.78813
2023-12-25,1.62557
2023-12-26,1.40883
2023-12-27,1.62557
2023-12-28,1.1379
2023-12-29,1.19208
2023-12-30,0.78569
2023-12-31,1.5172
2024-01-01,1.32755
2024-01-02,1.92359
2024-01-03,1.11081
2024-01-04,0.65023
2024-01-05,0.89406
2024-01-06,1.08371
2024-01-07,0.7586
2024-01-08,1.08371
2024-01-09,1.73394
2024-01-10,1.11081
2024-01-11,3.14277
2024-01-12,2.49254
2024-01-13,1.73394
2024-01-14,1.5172
2024-01-15,1.49011
2024-01-16,1.49011
2024-01-17,1.65266
2024-01-18,1.08371
2024-01-19,0.83988
2024-01-20,0.92115
2024-01-21,0.97534
2024-01-22,0.7315
2024-01-23,0.56895
2024-01-24,0.65023
2024-01-25,1.00243
2024-01-26,0.7315
2024-01-27,0.7315
2024-01-28,1.02953
2024-01-29,0.92115
2024-01-30,1.1379
2024-01-31,0.78569
2024-02-01,0.54185
2024-02-02,0.89406
2024-02-03,0.40639
2024-02-04,0.59604
2024-02-05,0.54185
2024-02-06,0.48767
2024-02-07,0.40639
2024-02-08,0.43348
2024-02-09,0.70441
2024-02-10,0.59604
2024-02-11,1.02953
2024-02-12,0.67732
2024-02-13,1.24627
2024-02-14,1.43592
2024-02-15,2.95312
2024-02-16,2.62801
2024-02-17,2.22162
2024-02-18,2.76347
2024-02-19,2.92603
2024-02-20,2.70929
2024-02-21,2.57382
2024-02-22,2.00487
2024-02-23,1.76104
2024-02-24,1.57138
2024-02-25,2.05906
2024-02-26,1.81522
2024-02-27,4.14521
2024-02-28,5.7437
2024-02-29,11.94798
2024-03-01,8.66973
2024-03-02,10.3224
2024-03-03,6.74613
2024-03-04,8.48008
2024-03-05,13.62774
2024-03-06,7.39636
2024-03-07,7.55892
2024-03-08,9.13031
2024-03-09,7.66729
2024-03-10,7.45055
2024-03-11,9.75345
2024-03-12,13.73611
2024-03-13,14.06123
2024-03-14,11.18937
2024-03-15,7.2609
2024-03-16,6.39393
2024-03-17,4.76835
2024-03-18,5.06637
2024-03-19,4.09103
2024-03-20,3.92847
