date,변액연금보험
2020-08-24,20.72072
2020-08-25,21.72172
2020-08-26,24.12412
2020-08-27,18.71871
2020-08-28,17.21721
2020-08-29,19.21921
2020-08-30,15.01501
2020-08-31,21.82182
2020-09-01,21.22122
2020-09-02,16.51651
2020-09-03,15.91591
2020-09-04,22.22222
2020-09-05,19.31931
2020-09-06,13.71371
2020-09-07,19.91991
2020-09-08,21.12112
2020-09-09,19.81981
2020-09-10,18.91891
2020-09-11,17.61761
2020-09-12,11.51151
2020-09-13,8.1081
2020-09-14,18.81881
2020-09-15,21.82182
2020-09-16,23.92392
2020-09-17,23.62362
2020-09-18,21.92192
2020-09-19,11.21121
2020-09-20,12.61261
2020-09-21,20.82082
2020-09-22,26.02602
2020-09-23,25.32532
2020-09-24,19.71971
2020-09-25,28.82882
2020-09-26,21.52152
2020-09-27,13.81381
2020-09-28,19.31931
2020-09-29,18.41841
2020-09-30,9.1091
2020-10-01,8.7087
2020-10-02,12.01201
2020-10-03,14.51451
2020-10-04,12.31231
2020-10-05,17.91791
2020-10-06,18.71871
2020-10-07,20.92092
2020-10-08,22.12212
2020-10-09,18.41841
2020-10-10,15.31531
2020-10-11,15.21521
2020-10-12,18.11811
2020-10-13,20.52052
2020-10-14,28.72872
2020-10-15,24.42442
2020-10-16,23.02302
2020-10-17,11.21121
2020-10-18,10.91091
2020-10-19,18.61861
2020-10-20,20.22022
2020-10-21,28.82882
2020-10-22,21.72172
2020-10-23,17.01701
2020-10-24,10.91091
2020-10-25,12.11211
2020-10-26,16.51651
2020-10-27,16.91691
2020-10-28,17.41741
2020-10-29,17.41741
2020-10-30,12.31231
2020-10-31,11.51151
2020-11-01,10.11011
2020-11-02,15.21521
2020-11-03,15.11511
2020-11-04,14.61461
2020-11-05,12.01201
2020-11-06,24.42442
2020-11-07,11.41141
2020-11-08,9.7097
2020-11-09,15.01501
2020-11-10,16.41641
2020-11-11,20.32032
2020-11-12,18.11811
2020-11-13,19.91991
2020-11-14,12.21221
2020-11-15,11.11111
2020-11-16,19.61961
2020-11-17,25.12512
2020-11-18,19.41941
2020-11-19,19.21921
2020-11-20,18.91891
2020-11-21,13.81381
2020-11-22,12.21221
2020-11-23,15.51551
2020-11-24,21.82182
2020-11-25,24.32432
2020-11-26,21.52152
2020-11-27,18.71871
2020-11-28,11.01101
2020-11-29,14.21421
2020-11-30,21.52152
2020-12-01,40.44044
2020-12-02,24.12412
2020-12-03,24.62462
2020-12-04,24.02402
2020-12-05,20.12012
2020-12-06,20.62062
2020-12-07,23.12312
2020-12-08,34.93493
2020-12-09,29.02902
2020-12-10,28.32832
2020-12-11,26.32632
2020-12-12,17.51751
2020-12-13,20.62062
2020-12-14,29.82982
2020-12-15,24.62462
2020-12-16,30.73073
2020-12-17,23.32332
2020-12-18,22.52252
2020-12-19,24.22422
2020-12-20,20.42042
2020-12-21,30.43043
2020-12-22,24.82482
2020-12-23,23.12312
2020-12-24,21.92192
2020-12-25,16.61661
2020-12-26,14.91491
2020-12-27,18.21821
2020-12-28,29.22922
2020-12-29,29.72972
2020-12-30,30.73073
2020-12-31,27.62762
2021-01-01,23.82382
2021-01-02,20.62062
2021-01-03,20.42042
2021-01-04,31.83183
2021-01-05,42.04204
2021-01-06,43.74374
2021-01-07,48.44844
2021-01-08,43.94394
2021-01-09,36.13613
2021-01-10,33.33333
2021-01-11,42.54254
2021-01-12,44.74474
2021-01-13,47.04704
2021-01-14,50.85085
2021-01-15,58.35835
2021-01-16,58.35835
2021-01-17,100.0
2021-01-18,55.95595
2021-01-19,56.95695
2021-01-20,56.85685
2021-01-21,59.05905
2021-01-22,58.25825
2021-01-23,66.76676
2021-01-24,54.85485
2021-01-25,58.55855
2021-01-26,87.78778
2021-01-27,76.97697
2021-01-28,72.27227
2021-01-29,50.05005
2021-01-30,33.43343
2021-01-31,35.13513
2021-02-01,43.64364
2021-02-02,50.05005
2021-02-03,41.04104
2021-02-04,44.44444
2021-02-05,38.23823
2021-02-06,52.55255
2021-02-07,40.54054
2021-02-08,48.54854
2021-02-09,48.54854
2021-02-10,31.93193
2021-02-11,40.94094
2021-02-12,30.23023
2021-02-13,25.22522
2021-02-14,24.12412
2021-02-15,46.54654
2021-02-16,38.73873
2021-02-17,43.54354
2021-02-18,40.14014
2021-02-19,38.23823
2021-02-20,23.12312
2021-02-21,23.82382
2021-02-22,38.53853
2021-02-23,38.93893
2021-02-24,38.23823
2021-02-25,45.24524
2021-02-26,31.43143
2021-02-27,28.32832
2021-02-28,22.12212
2021-03-01,24.32432
2021-03-02,34.83483
2021-03-03,31.33133
2021-03-04,24.52452
2021-03-05,25.42542
2021-03-06,20.82082
2021-03-07,26.62662
2021-03-08,32.13213
2021-03-09,37.33733
2021-03-10,30.83083
2021-03-11,33.83383
2021-03-12,33.23323
2021-03-13,16.61661
2021-03-14,22.32232
2021-03-15,34.93493
2021-03-16,33.73373
2021-03-17,32.23223
2021-03-18,32.03203
2021-03-19,29.72972
2021-03-20,32.43243
2021-03-21,27.92792
2021-03-22,34.33433
2021-03-23,39.83983
2021-03-24,32.43243
2021-03-25,31.23123
2021-03-26,31.43143
2021-03-27,18.21821
2021-03-28,27.22722
2021-03-29,34.43443
2021-03-30,37.73773
2021-03-31,23.12312
2021-04-01,22.72272
2021-04-02,23.22322
2021-04-03,15.51551
2021-04-04,16.41641
2021-04-05,29.02902
2021-04-06,29.92992
2021-04-07,29.22922
2021-04-08,27.42742
2021-04-09,25.32532
2021-04-10,18.81881
2021-04-11,17.61761
2021-04-12,24.52452
2021-04-13,34.53453
2021-04-14,30.83083
2021-04-15,28.32832
2021-04-16,28.92892
2021-04-17,15.91591
2021-04-18,19.81981
2021-04-19,31.23123
2021-04-20,33.13313
2021-04-21,27.22722
2021-04-22,25.82582
2021-04-23,24.02402
2021-04-24,16.61661
2021-04-25,24.42442
2021-04-26,27.12712
2021-04-27,34.23423
2021-04-28,28.92892
2021-04-29,26.02602
2021-04-30,25.52552
2021-05-01,17.31731
2021-05-02,15.11511
2021-05-03,22.02202
2021-05-04,20.32032
2021-05-05,17.41741
2021-05-06,21.92192
2021-05-07,21.02102
2021-05-08,11.71171
2021-05-09,15.41541
2021-05-10,28.52852
2021-05-11,27.22722
2021-05-12,23.72372
2021-05-13,26.62662
2021-05-14,18.81881
2021-05-15,17.91791
2021-05-16,16.31631
2021-05-17,23.42342
2021-05-18,21.12112
2021-05-19,18.21821
2021-05-20,24.22422
2021-05-21,32.83283
2021-05-22,24.12412
2021-05-23,19.11911
2021-05-24,27.62762
2021-05-25,32.03203
2021-05-26,31.33133
2021-05-27,30.93093
2021-05-28,30.43043
2021-05-29,24.72472
2021-05-30,23.22322
2021-05-31,26.72672
2021-06-01,26.62662
2021-06-02,26.52652
2021-06-03,26.42642
2021-06-04,23.12312
2021-06-05,15.21521
2021-06-06,17.51751
2021-06-07,25.32532
2021-06-08,31.53153
2021-06-09,25.02502
2021-06-10,23.12312
2021-06-11,19.81981
2021-06-12,27.22722
2021-06-13,17.61761
2021-06-14,26.72672
2021-06-15,33.43343
2021-06-16,38.53853
2021-06-17,33.53353
2021-06-18,24.32432
2021-06-19,20.42042
2021-06-20,12.81281
2021-06-21,20.62062
2021-06-22,26.32632
2021-06-23,26.52652
2021-06-24,22.32232
2021-06-25,20.12012
2021-06-26,15.71571
2021-06-27,17.81781
2021-06-28,29.82982
2021-06-29,31.03103
2021-06-30,25.22522
2021-07-01,21.92192
2021-07-02,16.21621
2021-07-03,22.02202
2021-07-04,23.22322
2021-07-05,31.03103
2021-07-06,33.83383
2021-07-07,31.83183
2021-07-08,35.03503
2021-07-09,22.02202
2021-07-10,13.71371
2021-07-11,14.11411
2021-07-12,14.81481
2021-07-13,23.82382
2021-07-14,22.22222
2021-07-15,22.42242
2021-07-16,20.52052
2021-07-17,16.31631
2021-07-18,16.21621
2021-07-19,18.81881
2021-07-20,27.42742
2021-07-21,28.42842
2021-07-22,24.52452
2021-07-23,23.42342
2021-07-24,18.51851
2021-07-25,11.41141
2021-07-26,22.62262
2021-07-27,21.72172
2021-07-28,24.22422
2021-07-29,27.62762
2021-07-30,19.21921
2021-07-31,11.51151
2021-08-01,11.51151
2021-08-02,17.11711
2021-08-03,22.82282
2021-08-04,21.52152
2021-08-05,23.22322
2021-08-06,22.32232
2021-08-07,19.51951
2021-08-08,17.81781
2021-08-09,21.12112
2021-08-10,19.31931
2021-08-11,25.72572
2021-08-12,21.12112
2021-08-13,20.52052
2021-08-14,21.32132
2021-08-15,13.51351
2021-08-16,13.21321
2021-08-17,26.92692
2021-08-18,26.12612
2021-08-19,29.52952
2021-08-20,30.43043
2021-08-21,28.22822
2021-08-22,20.32032
2021-08-23,25.32532
2021-08-24,26.52652
2021-08-25,27.02702
2021-08-26,28.12812
2021-08-27,26.72672
2021-08-28,16.41641
2021-08-29,18.81881
2021-08-30,24.42442
2021-08-31,25.12512
2021-09-01,22.52252
2021-09-02,23.12312
2021-09-03,19.21921
2021-09-04,18.71871
2021-09-05,14.21421
2021-09-06,20.02002
2021-09-07,20.32032
2021-09-08,20.12012
2021-09-09,21.02102
2021-09-10,19.31931
2021-09-11,16.21621
2021-09-12,13.91391
2021-09-13,20.52052
2021-09-14,21.02102
2021-09-15,21.12112
2021-09-16,24.12412
2021-09-17,19.01901
2021-09-18,14.61461
2021-09-19,12.71271
2021-09-20,11.41141
2021-09-21,11.91191
2021-09-22,15.51551
2021-09-23,24.72472
2021-09-24,23.32332
2021-09-25,13.81381
2021-09-26,13.61361
2021-09-27,20.92092
2021-09-28,21.22122
2021-09-29,20.62062
2021-09-30,19.11911
2021-10-01,12.91291
2021-10-02,8.6086
2021-10-03,10.61061
2021-10-04,11.71171
2021-10-05,17.11711
2021-10-06,18.41841
2021-10-07,19.61961
2021-10-08,15.71571
2021-10-09,8.9089
2021-10-10,7.8078
2021-10-11,9.2092
2021-10-12,16.61661
2021-10-13,17.91791
2021-10-14,15.11511
2021-10-15,17.91791
2021-10-16,11.71171
2021-10-17,10.01001
2021-10-18,14.41441
2021-10-19,18.51851
2021-10-20,20.02002
2021-10-21,20.42042
2021-10-22,19.51951
2021-10-23,10.51051
2021-10-24,11.11111
2021-10-25,17.51751
2021-10-26,22.82282
2021-10-27,18.91891
2021-10-28,18.81881
2021-10-29,14.51451
2021-10-30,31.33133
2021-10-31,28.82882
2021-11-01,24.92492
2021-11-02,24.72472
2021-11-03,16.01601
2021-11-04,17.71771
2021-11-05,16.31631
2021-11-06,6.9069
2021-11-07,8.6086
2021-11-08,15.51551
2021-11-09,17.21721
2021-11-10,17.41741
2021-11-11,17.01701
2021-11-12,17.51751
2021-11-13,10.11011
2021-11-14,8.4084
2021-11-15,14.91491
2021-11-16,19.81981
2021-11-17,18.31831
2021-11-18,18.21821
2021-11-19,16.71671
2021-11-20,9.4094
2021-11-21,7.8078
2021-11-22,18.61861
2021-11-23,16.01601
2021-11-24,18.51851
2021-11-25,18.51851
2021-11-26,16.71671
2021-11-27,10.91091
2021-11-28,12.61261
2021-11-29,19.11911
2021-11-30,17.01701
2021-12-01,15.21521
2021-12-02,15.01501
2021-12-03,15.11511
2021-12-04,7.8078
2021-12-05,7.8078
2021-12-06,16.01601
2021-12-07,16.31631
2021-12-08,14.11411
2021-12-09,19.11911
2021-12-10,15.61561
2021-12-11,9.5095
2021-12-12,8.9089
2021-12-13,16.81681
2021-12-14,17.71771
2021-12-15,19.01901
2021-12-16,16.41641
2021-12-17,15.01501
2021-12-18,10.91091
2021-12-19,10.11011
2021-12-20,18.01801
2021-12-21,18.81881
2021-12-22,16.81681
2021-12-23,20.62062
2021-12-24,13.91391
2021-12-25,9.3093
2021-12-26,9.3093
2021-12-27,18.91891
2021-12-28,18.41841
2021-12-29,20.12012
2021-12-30,22.12212
2021-12-31,15.41541
2022-01-01,9.3093
2022-01-02,10.31031
2022-01-03,15.21521
2022-01-04,16.81681
2022-01-05,20.42042
2022-01-06,18.51851
2022-01-07,17.21721
2022-01-08,11.21121
2022-01-09,14.71471
2022-01-10,18.21821
2022-01-11,18.31831
2022-01-12,18.61861
2022-01-13,18.51851
2022-01-14,17.11711
2022-01-15,11.31131
2022-01-16,14.41441
2022-01-17,17.31731
2022-01-18,19.51951
2022-01-19,16.71671
2022-01-20,17.31731
2022-01-21,20.72072
2022-01-22,13.01301
2022-01-23,14.41441
2022-01-24,20.62062
2022-01-25,23.32332
2022-01-26,22.62262
2022-01-27,21.42142
2022-01-28,12.91291
2022-01-29,11.21121
2022-01-30,10.61061
2022-01-31,7.1071
2022-02-01,9.9099
2022-02-02,10.61061
2022-02-03,16.81681
2022-02-04,17.61761
2022-02-05,10.51051
2022-02-06,13.11311
2022-02-07,19.91991
2022-02-08,15.71571
2022-02-09,20.02002
2022-02-10,22.62262
2022-02-11,17.41741
2022-02-12,11.71171
2022-02-13,9.7097
2022-02-14,16.11611
2022-02-15,20.52052
2022-02-16,19.51951
2022-02-17,18.61861
2022-02-18,18.91891
2022-02-19,11.91191
2022-02-20,11.51151
2022-02-21,17.71771
2022-02-22,21.12112
2022-02-23,22.32232
2022-02-24,17.91791
2022-02-25,17.51751
2022-02-26,15.51551
2022-02-27,12.21221
2022-02-28,15.41541
2022-03-01,11.61161
2022-03-02,14.41441
2022-03-03,14.81481
2022-03-04,12.31231
2022-03-05,8.1081
2022-03-06,7.9079
2022-03-07,14.31431
2022-03-08,16.71671
2022-03-09,7.7077
2022-03-10,15.31531
2022-03-11,17.61761
2022-03-12,9.9099
2022-03-13,11.01101
2022-03-14,15.21521
2022-03-15,15.91591
2022-03-16,17.81781
2022-03-17,20.72072
2022-03-18,16.81681
2022-03-19,14.01401
2022-03-20,8.3083
2022-03-21,16.21621
2022-03-22,15.51551
2022-03-23,14.61461
2022-03-24,17.61761
2022-03-25,16.81681
2022-03-26,12.01201
2022-03-27,7.8078
2022-03-28,15.11511
2022-03-29,16.01601
2022-03-30,12.91291
2022-03-31,16.11611
2022-04-01,12.81281
2022-04-02,7.4074
2022-04-03,9.5095
2022-04-04,16.11611
2022-04-05,13.01301
2022-04-06,15.41541
2022-04-07,16.51651
2022-04-08,12.81281
2022-04-09,6.9069
2022-04-10,5.9059
2022-04-11,12.91291
2022-04-12,12.81281
2022-04-13,14.91491
2022-04-14,14.01401
2022-04-15,15.41541
2022-04-16,7.4074
2022-04-17,6.5065
2022-04-18,13.61361
2022-04-19,15.51551
2022-04-20,16.11611
2022-04-21,14.81481
2022-04-22,13.51351
2022-04-23,5.4054
2022-04-24,6.3063
2022-04-25,13.71371
2022-04-26,15.71571
2022-04-27,14.31431
2022-04-28,13.81381
2022-04-29,11.01101
2022-04-30,6.5065
2022-05-01,6.4064
2022-05-02,10.01001
2022-05-03,12.51251
2022-05-04,8.7087
2022-05-05,5.8058
2022-05-06,9.7097
2022-05-07,7.1071
2022-05-08,8.1081
2022-05-09,10.21021
2022-05-10,11.81181
2022-05-11,13.21321
2022-05-12,12.71271
2022-05-13,13.11311
2022-05-14,8.3083
2022-05-15,6.2062
2022-05-16,12.51251
2022-05-17,12.21221
2022-05-18,14.71471
2022-05-19,16.91691
2022-05-20,15.61561
2022-05-21,7.1071
2022-05-22,5.7057
2022-05-23,11.21121
2022-05-24,16.21621
2022-05-25,15.41541
2022-05-26,15.51551
2022-05-27,15.21521
2022-05-28,5.8058
2022-05-29,6.1061
2022-05-30,13.01301
2022-05-31,9.6096
2022-06-01,4.9049
2022-06-02,10.01001
2022-06-03,11.51151
2022-06-04,6.006
2022-06-05,6.3063
2022-06-06,6.2062
2022-06-07,12.91291
2022-06-08,20.22022
2022-06-09,17.91791
2022-06-10,17.01701
2022-06-11,7.2072
2022-06-12,7.9079
2022-06-13,14.91491
2022-06-14,18.21821
2022-06-15,20.92092
2022-06-16,17.41741
2022-06-17,16.31631
2022-06-18,7.4074
2022-06-19,7.5075
2022-06-20,16.11611
2022-06-21,18.21821
2022-06-22,20.72072
2022-06-23,15.31531
2022-06-24,14.81481
2022-06-25,10.21021
2022-06-26,8.4084
2022-06-27,16.71671
2022-06-28,15.51551
2022-06-29,15.81581
2022-06-30,12.61261
2022-07-01,10.71071
2022-07-02,5.9059
2022-07-03,7.1071
2022-07-04,9.4094
2022-07-05,11.11111
2022-07-06,10.71071
2022-07-07,12.71271
2022-07-08,11.61161
2022-07-09,5.1051
2022-07-10,5.7057
2022-07-11,8.8088
2022-07-12,13.61361
2022-07-13,10.21021
2022-07-14,11.81181
2022-07-15,11.81181
2022-07-16,6.006
2022-07-17,5.9059
2022-07-18,8.9089
2022-07-19,12.41241
2022-07-20,15.21521
2022-07-21,17.91791
2022-07-22,18.71871
2022-07-23,7.7077
2022-07-24,6.7067
2022-07-25,15.11511
2022-07-26,16.11611
2022-07-27,15.71571
2022-07-28,13.61361
2022-07-29,10.91091
2022-07-30,7.2072
2022-07-31,10.41041
2022-08-01,11.11111
2022-08-02,12.31231
2022-08-03,10.91091
2022-08-04,16.11611
2022-08-05,14.81481
2022-08-06,7.4074
2022-08-07,6.9069
2022-08-08,10.11011
2022-08-09,12.01201
2022-08-10,12.61261
2022-08-11,13.61361
2022-08-12,11.81181
2022-08-13,6.1061
2022-08-14,5.8058
2022-08-15,5.8058
2022-08-16,12.11211
2022-08-17,14.51451
2022-08-18,14.61461
2022-08-19,15.91591
2022-08-20,7.7077
2022-08-21,7.5075
2022-08-22,14.81481
2022-08-23,14.21421
2022-08-24,14.71471
2022-08-25,14.21421
2022-08-26,14.31431
2022-08-27,8.3083
2022-08-28,5.4054
2022-08-29,11.81181
2022-08-30,13.21321
2022-08-31,15.41541
2022-09-01,11.41141
2022-09-02,12.41241
2022-09-03,7.1071
2022-09-04,9.3093
2022-09-05,11.41141
2022-09-06,12.71271
2022-09-07,13.51351
2022-09-08,12.71271
2022-09-09,4.004
2022-09-10,2.6026
2022-09-11,5.5055
2022-09-12,6.6066
2022-09-13,12.51251
2022-09-14,12.61261
2022-09-15,15.31531
2022-09-16,11.51151
2022-09-17,8.3083
2022-09-18,8.6086
2022-09-19,14.11411
2022-09-20,14.81481
2022-09-21,11.91191
2022-09-22,12.91291
2022-09-23,12.41241
2022-09-24,8.7087
2022-09-25,6.9069
2022-09-26,15.61561
2022-09-27,15.61561
2022-09-28,16.91691
2022-09-29,11.81181
2022-09-30,12.01201
2022-10-01,6.7067
2022-10-02,5.5055
2022-10-03,5.8058
2022-10-04,13.31331
2022-10-05,11.11111
2022-10-06,11.11111
2022-10-07,10.01001
2022-10-08,5.6056
2022-10-09,5.7057
2022-10-10,6.3063
2022-10-11,12.61261
2022-10-12,14.91491
2022-10-13,13.81381
2022-10-14,16.21621
2022-10-15,5.7057
2022-10-16,7.9079
2022-10-17,13.21321
2022-10-18,19.11911
2022-10-19,13.71371
2022-10-20,20.32032
2022-10-21,16.41641
2022-10-22,5.8058
2022-10-23,8.7087
2022-10-24,14.21421
2022-10-25,15.81581
2022-10-26,18.81881
2022-10-27,18.71871
2022-10-28,16.71671
2022-10-29,8.6086
2022-10-30,5.9059
2022-10-31,10.21021
2022-11-01,12.61261
2022-11-02,11.81181
2022-11-03,8.8088
2022-11-04,10.41041
2022-11-05,7.3073
2022-11-06,7.5075
2022-11-07,13.21321
2022-11-08,15.51551
2022-11-09,12.71271
2022-11-10,11.91191
2022-11-11,11.41141
2022-11-12,7.007
2022-11-13,7.007
2022-11-14,13.11311
2022-11-15,14.71471
2022-11-16,14.21421
2022-11-17,14.61461
2022-11-18,15.61561
2022-11-19,7.2072
2022-11-20,8.6086
2022-11-21,12.91291
2022-11-22,15.71571
2022-11-23,20.02002
2022-11-24,15.51551
2022-11-25,15.71571
2022-11-26,8.2082
2022-11-27,9.3093
2022-11-28,13.61361
2022-11-29,14.71471
2022-11-30,12.31231
2022-12-01,13.21321
2022-12-02,9.5095
2022-12-03,6.8068
2022-12-04,6.1061
2022-12-05,10.11011
2022-12-06,13.41341
2022-12-07,13.21321
2022-12-08,14.71471
2022-12-09,13.91391
2022-12-10,6.5065
2022-12-11,8.2082
2022-12-12,11.31131
2022-12-13,15.81581
2022-12-14,15.81581
2022-12-15,13.71371
2022-12-16,12.81281
2022-12-17,5.8058
2022-12-18,6.9069
2022-12-19,12.11211
2022-12-20,14.11411
2022-12-21,16.51651
2022-12-22,14.51451
2022-12-23,14.91491
2022-12-24,5.8058
2022-12-25,8.2082
2022-12-26,11.91191
2022-12-27,13.11311
2022-12-28,16.01601
2022-12-29,19.71971
2022-12-30,14.51451
2022-12-31,6.4064
2023-01-01,6.5065
2023-01-02,12.01201
2023-01-03,14.61461
2023-01-04,14.51451
2023-01-05,13.91391
2023-01-06,14.31431
2023-01-07,9.7097
2023-01-08,10.41041
2023-01-09,13.71371
2023-01-10,14.41441
2023-01-11,13.61361
2023-01-12,19.31931
2023-01-13,13.51351
2023-01-14,7.3073
2023-01-15,11.21121
2023-01-16,17.81781
2023-01-17,19.21921
2023-01-18,16.01601
2023-01-19,14.91491
2023-01-20,13.71371
2023-01-21,8.1081
2023-01-22,7.2072
2023-01-23,9.2092
2023-01-24,8.1081
2023-01-25,18.31831
2023-01-26,19.51951
2023-01-27,13.31331
2023-01-28,8.5085
2023-01-29,10.21021
2023-01-30,16.91691
2023-01-31,14.41441
2023-02-01,13.41341
2023-02-02,13.51351
2023-02-03,12.31231
2023-02-04,8.3083
2023-02-05,9.009
2023-02-06,11.71171
2023-02-07,11.71171
2023-02-08,14.51451
2023-02-09,17.71771
2023-02-10,15.31531
2023-02-11,8.2082
2023-02-12,7.5075
2023-02-13,13.91391
2023-02-14,14.51451
2023-02-15,24.82482
2023-02-16,18.21821
2023-02-17,17.51751
2023-02-18,10.91091
2023-02-19,7.8078
2023-02-20,12.71271
2023-02-21,18.41841
2023-02-22,15.91591
2023-02-23,13.31331
2023-02-24,12.91291
2023-02-25,7.3073
2023-02-26,8.6086
2023-02-27,16.11611
2023-02-28,11.71171
2023-03-01,13.01301
2023-03-02,15.41541
2023-03-03,13.61361
2023-03-04,7.6076
2023-03-05,7.007
2023-03-06,9.4094
2023-03-07,11.21121
2023-03-08,10.51051
2023-03-09,12.01201
2023-03-10,10.61061
2023-03-11,8.6086
2023-03-12,5.8058
2023-03-13,10.01001
2023-03-14,13.71371
2023-03-15,12.31231
2023-03-16,14.11411
2023-03-17,13.81381
2023-03-18,7.4074
2023-03-19,7.6076
2023-03-20,13.91391
2023-03-21,16.61661
2023-03-22,12.41241
2023-03-23,12.91291
2023-03-24,11.71171
2023-03-25,8.2082
2023-03-26,5.9059
2023-03-27,11.91191
2023-03-28,14.71471
2023-03-29,15.01501
2023-03-30,10.41041
2023-03-31,10.31031
2023-04-01,3.3033
2023-04-02,6.3063
2023-04-03,9.1091
2023-04-04,9.3093
2023-04-05,11.41141
2023-04-06,13.01301
2023-04-07,10.51051
2023-04-08,5.4054
2023-04-09,4.5045
2023-04-10,12.91291
2023-04-11,11.81181
2023-04-12,16.31631
2023-04-13,11.41141
2023-04-14,11.11111
2023-04-15,6.9069
2023-04-16,6.2062
2023-04-17,10.91091
2023-04-18,10.11011
2023-04-19,10.91091
2023-04-20,10.71071
2023-04-21,10.51051
2023-04-22,3.6036
2023-04-23,5.4054
2023-04-24,10.21021
2023-04-25,13.31331
2023-04-26,12.71271
2023-04-27,10.41041
2023-04-28,11.31131
2023-04-29,5.2052
2023-04-30,6.4064
2023-05-01,11.81181
2023-05-02,17.21721
2023-05-03,11.11111
2023-05-04,8.8088
2023-05-05,5.2052
2023-05-06,5.3053
2023-05-07,5.3053
2023-05-08,9.9099
2023-05-09,9.2092
2023-05-10,9.3093
2023-05-11,8.5085
2023-05-12,8.7087
2023-05-13,6.9069
2023-05-14,5.4054
2023-05-15,8.008
2023-05-16,10.21021
2023-05-17,11.11111
2023-05-18,11.61161
2023-05-19,12.51251
2023-05-20,5.9059
2023-05-21,7.4074
2023-05-22,12.31231
2023-05-23,11.41141
2023-05-24,12.41241
2023-05-25,11.41141
2023-05-26,12.61261
2023-05-27,5.4054
2023-05-28,6.5065
