date,65세실비보험
2023-06-14,14.10256
2023-06-15,21.79487
2023-06-16,20.51282
2023-06-17,12.82051
2023-06-18,6.41025
2023-06-19,11.53846
2023-06-20,19.23076
2023-06-21,24.35897
2023-06-22,16.66666
2023-06-23,21.79487
2023-06-24,8.97435
2023-06-26,17.94871
2023-06-27,30.76923
2023-06-28,38.46153
2023-06-29,19.23076
2023-06-30,11.53846
2023-07-01,16.66666
2023-07-02,7.6923
2023-07-03,16.66666
2023-07-04,29.48717
2023-07-05,15.38461
2023-07-06,15.38461
2023-07-07,24.35897
2023-07-08,6.41025
2023-07-09,26.92307
2023-07-10,26.92307
2023-07-11,17.94871
2023-07-12,12.82051
2023-07-13,21.79487
2023-07-14,19.23076
2023-07-15,19.23076
2023-07-16,11.53846
2023-07-17,12.82051
2023-07-18,21.79487
2023-07-19,24.35897
2023-07-20,21.79487
2023-07-21,12.82051
2023-07-22,8.97435
2023-07-23,20.51282
2023-07-24,14.10256
2023-07-25,19.23076
2023-07-26,14.10256
2023-07-27,11.53846
2023-07-28,15.38461
2023-07-29,17.94871
2023-07-30,11.53846
2023-07-31,11.53846
2023-08-01,12.82051
2023-08-02,24.35897
2023-08-03,10.25641
2023-08-04,25.64102
2023-08-05,12.82051
2023-08-06,23.07692
2023-08-07,23.07692
2023-08-08,25.64102
2023-08-09,12.82051
2023-08-10,33.33333
2023-08-11,25.64102
2023-08-12,17.94871
2023-08-13,11.53846
2023-08-14,21.79487
2023-08-15,16.66666
2023-08-16,25.64102
2023-08-17,14.10256
2023-08-18,20.51282
2023-08-19,23.07692
2023-08-20,17.94871
2023-08-21,20.51282
2023-08-22,26.92307
2023-08-23,10.25641
2023-08-24,24.35897
2023-08-25,34.61538
2023-08-26,14.10256
2023-08-27,14.10256
2023-08-28,21.79487
2023-08-29,23.07692
2023-08-30,24.35897
2023-08-31,10.25641
2023-09-02,21.79487
2023-09-03,23.07692
2023-09-04,23.07692
2023-09-05,16.66666
2023-09-06,21.79487
2023-09-07,19.23076
2023-09-08,11.53846
2023-09-09,7.6923
2023-09-10,10.25641
2023-09-11,25.64102
2023-09-12,24.35897
2023-09-13,16.66666
2023-09-14,11.53846
2023-09-15,16.66666
2023-09-16,14.10256
2023-09-17,12.82051
2023-09-18,17.94871
2023-09-19,17.94871
2023-09-20,11.53846
2023-09-21,17.94871
2023-09-22,19.23076
2023-09-23,17.94871
2023-09-24,12.82051
2023-09-25,16.66666
2023-09-26,15.38461
2023-09-27,7.6923
2023-09-28,11.53846
2023-09-29,16.66666
2023-09-30,15.38461
2023-10-01,16.66666
2023-10-02,7.6923
2023-10-03,10.25641
2023-10-04,14.10256
2023-10-05,33.33333
2023-10-06,25.64102
2023-10-07,23.07692
2023-10-08,11.53846
2023-10-09,23.07692
2023-10-10,14.10256
2023-10-11,8.97435
2023-10-12,12.82051
2023-10-13,34.61538
2023-10-14,15.38461
2023-10-15,7.6923
2023-10-16,19.23076
2023-10-17,16.66666
2023-10-18,16.66666
2023-10-19,28.20512
2023-10-20,17.94871
2023-10-22,10.25641
2023-10-23,28.20512
2023-10-24,17.94871
2023-10-25,14.10256
2023-10-26,20.51282
2023-10-28,23.07692
2023-10-29,7.6923
2023-10-30,25.64102
2023-10-31,32.05128
2023-11-01,20.51282
2023-11-02,25.64102
2023-11-03,17.94871
2023-11-04,16.66666
2023-11-05,8.97435
2023-11-06,23.07692
2023-11-07,21.79487
2023-11-08,20.51282
2023-11-09,20.51282
2023-11-10,17.94871
2023-11-11,20.51282
2023-11-12,12.82051
2023-11-13,17.94871
2023-11-14,12.82051
2023-11-15,14.10256
2023-11-16,24.35897
2023-11-17,19.23076
2023-11-18,14.10256
2023-11-19,11.53846
2023-11-20,26.92307
2023-11-21,16.66666
2023-11-22,16.66666
2023-11-23,25.64102
2023-11-24,11.53846
2023-11-25,10.25641
2023-11-26,10.25641
2023-11-27,29.48717
2023-11-28,28.20512
2023-11-29,15.38461
2023-11-30,7.6923
2023-12-01,34.61538
2023-12-02,19.23076
2023-12-03,12.82051
2023-12-04,15.38461
2023-12-05,35.89743
2023-12-06,16.66666
2023-12-07,43.58974
2023-12-08,15.38461
2023-12-09,20.51282
2023-12-10,14.10256
2023-12-11,17.94871
2023-12-12,37.17948
2023-12-13,20.51282
2023-12-14,24.35897
2023-12-15,24.35897
2023-12-16,11.53846
2023-12-17,23.07692
2023-12-18,47.43589
2023-12-19,29.48717
2023-12-20,24.35897
2023-12-21,19.23076
2023-12-22,16.66666
2023-12-23,23.07692
2023-12-24,19.23076
2023-12-25,20.51282
2023-12-26,34.61538
2023-12-27,44.87179
2023-12-28,14.10256
2023-12-29,21.79487
2023-12-30,12.82051
2023-12-31,15.38461
2024-01-01,17.94871
2024-01-02,14.10256
2024-01-03,28.20512
2024-01-04,35.89743
2024-01-05,21.79487
2024-01-06,15.38461
2024-01-07,17.94871
2024-01-08,12.82051
2024-01-09,35.89743
2024-01-10,38.46153
2024-01-11,21.79487
2024-01-12,34.61538
2024-01-13,23.07692
2024-01-14,11.53846
2024-01-15,15.38461
2024-01-16,29.48717
2024-01-17,28.20512
2024-01-18,25.64102
2024-01-19,30.76923
2024-01-20,20.51282
2024-01-21,19.23076
2024-01-22,35.89743
2024-01-23,21.79487
2024-01-24,20.51282
2024-01-25,28.20512
2024-01-26,26.92307
2024-01-27,19.23076
2024-01-28,21.79487
2024-01-29,26.92307
2024-01-30,19.23076
2024-01-31,12.82051
2024-02-01,25.64102
2024-02-02,16.66666
2024-02-03,14.10256
2024-02-04,35.89743
2024-02-05,23.07692
2024-02-06,42.30769
2024-02-07,16.66666
2024-02-08,20.51282
2024-02-09,15.38461
2024-02-10,30.76923
2024-02-11,20.51282
2024-02-12,24.35897
2024-02-13,35.89743
2024-02-14,24.35897
2024-02-15,32.05128
2024-02-16,17.94871
2024-02-17,8.97435
2024-02-18,12.82051
2024-02-19,43.58974
2024-02-20,23.07692
2024-02-21,25.64102
2024-02-22,11.53846
2024-02-23,39.74358
2024-02-24,15.38461
2024-02-25,21.79487
2024-02-26,21.79487
2024-02-27,34.61538
2024-02-28,20.51282
2024-02-29,14.10256
2024-03-01,14.10256
2024-03-02,14.10256
2024-03-03,23.07692
2024-03-04,29.48717
2024-03-05,41.02564
2024-03-06,17.94871
2024-03-07,32.05128
2024-03-08,35.89743
2024-03-09,34.61538
2024-03-10,17.94871
2024-03-11,16.66666
2024-03-12,17.94871
2024-03-13,33.33333
2024-03-14,20.51282
2024-03-15,26.92307
2024-03-16,7.6923
2024-03-17,7.6923
2024-03-18,21.79487
2024-03-19,15.38461
2024-03-20,34.61538
