date,고릴라매트리스
2020-06-21,33.07692
2020-06-22,45.38461
2020-06-23,38.71794
2020-06-24,41.28205
2020-06-25,34.10256
2020-06-26,34.35897
2020-06-27,33.33333
2020-06-28,35.89743
2020-06-29,49.23076
2020-06-30,38.71794
2020-07-01,41.02564
2020-07-02,38.20512
2020-07-03,31.79487
2020-07-04,32.82051
2020-07-05,42.82051
2020-07-06,42.5641
2020-07-07,35.1282
2020-07-08,42.30769
2020-07-09,28.97435
2020-07-10,27.94871
2020-07-11,38.20512
2020-07-12,44.61538
2020-07-13,43.58974
2020-07-14,44.61538
2020-07-15,44.87179
2020-07-16,32.5641
2020-07-17,28.97435
2020-07-18,38.20512
2020-07-19,42.30769
2020-07-20,51.02564
2020-07-21,39.48717
2020-07-22,37.6923
2020-07-23,31.79487
2020-07-24,41.53846
2020-07-25,41.53846
2020-07-26,58.71794
2020-07-27,51.53846
2020-07-28,41.28205
2020-07-29,34.10256
2020-07-30,35.64102
2020-07-31,23.84615
2020-08-01,37.6923
2020-08-02,56.41025
2020-08-03,44.35897
2020-08-04,48.71794
2020-08-05,45.89743
2020-08-06,34.61538
2020-08-07,30.0
2020-08-08,33.33333
2020-08-09,48.71794
2020-08-10,47.94871
2020-08-11,39.23076
2020-08-12,38.97435
2020-08-13,41.28205
2020-08-14,42.05128
2020-08-15,35.1282
2020-08-16,48.20512
2020-08-17,49.23076
2020-08-18,43.58974
2020-08-19,50.76923
2020-08-20,41.53846
2020-08-21,31.02564
2020-08-22,49.23076
2020-08-23,46.66666
2020-08-24,46.41025
2020-08-25,48.46153
2020-08-26,46.15384
2020-08-27,38.20512
2020-08-28,31.79487
2020-08-29,36.92307
2020-08-30,50.0
2020-08-31,40.76923
2020-09-01,57.17948
2020-09-02,47.17948
2020-09-03,38.46153
2020-09-04,43.07692
2020-09-05,28.20512
2020-09-06,49.23076
2020-09-07,42.82051
2020-09-08,47.94871
2020-09-09,44.87179
2020-09-10,43.07692
2020-09-11,47.6923
2020-09-12,46.66666
2020-09-13,55.38461
2020-09-14,56.41025
2020-09-15,42.05128
2020-09-16,42.82051
2020-09-17,47.94871
2020-09-18,47.94871
2020-09-19,40.25641
2020-09-20,48.97435
2020-09-21,41.02564
2020-09-22,47.17948
2020-09-23,37.43589
2020-09-24,41.79487
2020-09-25,38.46153
2020-09-26,36.15384
2020-09-27,44.35897
2020-09-28,40.76923
2020-09-29,34.35897
2020-09-30,28.46153
2020-10-01,41.28205
2020-10-02,40.76923
2020-10-03,44.61538
2020-10-04,65.38461
2020-10-05,53.33333
2020-10-06,48.97435
2020-10-07,58.71794
2020-10-08,50.76923
2020-10-09,44.87179
2020-10-10,48.20512
2020-10-11,53.58974
2020-10-12,51.53846
2020-10-13,45.64102
2020-10-14,44.10256
2020-10-15,38.97435
2020-10-16,46.15384
2020-10-17,37.43589
2020-10-18,48.46153
2020-10-19,56.66666
2020-10-20,45.1282
2020-10-21,31.02564
2020-10-22,46.15384
2020-10-23,30.0
2020-10-24,33.84615
2020-10-25,34.35897
2020-10-26,35.64102
2020-10-27,38.20512
2020-10-28,37.17948
2020-10-29,35.38461
2020-10-30,28.97435
2020-10-31,33.58974
2020-11-01,41.28205
2020-11-02,32.5641
2020-11-03,32.82051
2020-11-04,28.20512
2020-11-05,24.61538
2020-11-06,31.28205
2020-11-07,31.79487
2020-11-08,37.17948
2020-11-09,39.74358
2020-11-10,38.71794
2020-11-11,40.51282
2020-11-12,27.6923
2020-11-13,38.20512
2020-11-14,27.6923
2020-11-15,32.5641
2020-11-16,33.58974
2020-11-17,28.97435
2020-11-18,32.82051
2020-11-19,30.51282
2020-11-20,21.28205
2020-11-21,38.97435
2020-11-22,30.25641
2020-11-23,40.0
2020-11-24,42.82051
2020-11-25,35.1282
2020-11-26,38.71794
2020-11-27,29.23076
2020-11-28,35.89743
2020-11-29,41.02564
2020-11-30,38.46153
2020-12-01,51.28205
2020-12-02,40.51282
2020-12-03,46.41025
2020-12-04,25.38461
2020-12-05,30.51282
2020-12-06,44.87179
2020-12-07,43.84615
2020-12-08,34.87179
2020-12-09,28.71794
2020-12-10,29.48717
2020-12-11,27.17948
2020-12-12,37.43589
2020-12-13,38.46153
2020-12-14,53.84615
2020-12-15,42.5641
2020-12-16,36.15384
2020-12-17,32.30769
2020-12-18,25.89743
2020-12-19,24.61538
2020-12-20,32.30769
2020-12-21,30.25641
2020-12-22,30.25641
2020-12-23,29.74358
2020-12-24,24.10256
2020-12-25,23.07692
2020-12-26,34.10256
2020-12-27,42.30769
2020-12-28,49.48717
2020-12-29,40.0
2020-12-30,42.5641
2020-12-31,47.43589
2021-01-01,36.92307
2021-01-02,44.10256
2021-01-03,63.07692
2021-01-04,44.61538
2021-01-05,39.23076
2021-01-06,38.97435
2021-01-07,38.71794
2021-01-08,31.53846
2021-01-09,36.66666
2021-01-10,50.76923
2021-01-11,40.25641
2021-01-12,40.51282
2021-01-13,40.76923
2021-01-14,35.1282
2021-01-15,41.79487
2021-01-16,42.05128
2021-01-17,46.66666
2021-01-18,46.15384
2021-01-19,37.94871
2021-01-20,27.43589
2021-01-21,34.35897
2021-01-22,30.51282
2021-01-23,42.05128
2021-01-24,46.41025
2021-01-25,44.35897
2021-01-26,41.79487
2021-01-27,36.15384
2021-01-28,48.20512
2021-01-29,43.84615
2021-01-30,35.38461
2021-01-31,55.64102
2021-02-01,38.71794
2021-02-02,37.6923
2021-02-03,42.05128
2021-02-04,33.33333
2021-02-05,25.1282
2021-02-06,42.30769
2021-02-07,40.25641
2021-02-08,42.82051
2021-02-09,39.48717
2021-02-10,30.76923
2021-02-11,25.38461
2021-02-12,32.05128
2021-02-13,35.1282
2021-02-14,54.10256
2021-02-15,46.15384
2021-02-16,45.38461
2021-02-17,36.92307
2021-02-18,36.66666
2021-02-19,32.5641
2021-02-20,40.25641
2021-02-21,51.53846
2021-02-22,41.53846
2021-02-23,45.64102
2021-02-24,43.07692
2021-02-25,36.92307
2021-02-26,30.76923
2021-02-27,33.58974
2021-02-28,53.33333
2021-03-01,54.10256
2021-03-02,41.02564
2021-03-03,46.15384
2021-03-04,40.76923
2021-03-05,32.82051
2021-03-06,42.82051
2021-03-07,42.82051
2021-03-08,38.46153
2021-03-09,31.53846
2021-03-10,31.02564
2021-03-11,30.0
2021-03-12,27.94871
2021-03-13,27.17948
2021-03-14,47.94871
2021-03-15,37.17948
2021-03-16,35.89743
2021-03-17,34.10256
2021-03-18,25.38461
2021-03-19,21.53846
2021-03-20,40.51282
2021-03-21,34.87179
2021-03-22,31.79487
2021-03-23,36.92307
2021-03-24,27.43589
2021-03-25,27.6923
2021-03-26,30.0
2021-03-27,32.82051
2021-03-28,46.66666
2021-03-29,33.58974
2021-03-30,32.30769
2021-03-31,38.71794
2021-04-01,29.48717
2021-04-02,23.07692
2021-04-03,33.07692
2021-04-04,44.35897
2021-04-05,48.97435
2021-04-06,41.53846
2021-04-07,36.66666
2021-04-08,34.87179
2021-04-09,26.92307
2021-04-10,34.61538
2021-04-11,43.33333
2021-04-12,35.1282
2021-04-13,35.1282
2021-04-14,32.82051
2021-04-15,29.23076
2021-04-16,32.5641
2021-04-17,41.53846
2021-04-18,49.23076
2021-04-19,48.20512
2021-04-20,41.53846
2021-04-21,32.5641
2021-04-22,32.82051
2021-04-23,31.02564
2021-04-24,39.48717
2021-04-25,40.25641
2021-04-26,37.43589
2021-04-27,32.82051
2021-04-28,27.94871
2021-04-29,25.89743
2021-04-30,24.35897
2021-05-01,30.0
2021-05-02,30.25641
2021-05-03,24.35897
2021-05-04,28.71794
2021-05-05,34.35897
2021-05-06,27.94871
2021-05-07,25.89743
2021-05-08,23.84615
2021-05-09,28.71794
2021-05-10,30.76923
2021-05-11,27.43589
2021-05-12,24.10256
2021-05-13,25.38461
2021-05-14,25.1282
2021-05-15,32.30769
2021-05-16,28.97435
2021-05-17,39.74358
2021-05-18,34.87179
2021-05-19,37.94871
2021-05-20,38.71794
2021-05-21,36.15384
2021-05-22,39.48717
2021-05-23,39.74358
2021-05-24,38.46153
2021-05-25,35.38461
2021-05-26,33.07692
2021-05-27,27.17948
2021-05-28,19.23076
2021-05-29,31.53846
2021-05-30,30.51282
2021-05-31,30.25641
2021-06-01,23.84615
2021-06-02,26.92307
2021-06-03,27.17948
2021-06-04,29.74358
2021-06-05,29.74358
2021-06-06,31.79487
2021-06-07,32.82051
2021-06-08,27.6923
2021-06-09,34.10256
2021-06-10,29.23076
2021-06-11,28.46153
2021-06-12,29.23076
2021-06-13,34.87179
2021-06-14,40.51282
2021-06-15,35.89743
2021-06-16,28.46153
2021-06-17,30.0
2021-06-18,27.43589
2021-06-19,25.38461
2021-06-20,30.0
2021-06-21,23.58974
2021-06-22,23.33333
2021-06-23,22.30769
2021-06-24,19.74358
2021-06-25,26.41025
2021-06-26,21.28205
2021-06-27,32.05128
2021-06-28,22.5641
2021-06-29,31.53846
2021-06-30,25.64102
2021-07-01,26.66666
2021-07-02,27.94871
2021-07-03,25.89743
2021-07-04,32.82051
2021-07-05,32.30769
2021-07-06,25.89743
2021-07-07,25.1282
2021-07-08,18.97435
2021-07-09,17.43589
2021-07-10,17.6923
2021-07-11,35.89743
2021-07-12,34.61538
2021-07-13,32.5641
2021-07-14,19.23076
2021-07-15,25.1282
2021-07-16,22.82051
2021-07-17,29.23076
2021-07-18,29.74358
2021-07-19,29.23076
2021-07-20,34.35897
2021-07-21,26.41025
2021-07-22,24.61538
2021-07-23,16.41025
2021-07-24,25.38461
2021-07-25,26.66666
2021-07-26,22.05128
2021-07-27,22.30769
2021-07-28,18.46153
2021-07-29,26.66666
2021-07-30,22.30769
2021-07-31,19.74358
2021-08-01,23.33333
2021-08-02,21.53846
2021-08-03,22.30769
2021-08-04,27.94871
2021-08-05,22.5641
2021-08-06,21.28205
2021-08-07,19.74358
2021-08-08,25.64102
2021-08-09,18.46153
2021-08-10,28.71794
2021-08-11,22.82051
2021-08-12,22.82051
2021-08-13,19.74358
2021-08-14,23.33333
2021-08-15,28.46153
2021-08-16,26.41025
2021-08-17,28.97435
2021-08-18,25.38461
2021-08-19,20.76923
2021-08-20,22.30769
2021-08-21,29.23076
2021-08-22,26.66666
2021-08-23,25.1282
2021-08-24,28.20512
2021-08-25,19.48717
2021-08-26,21.79487
2021-08-27,22.82051
2021-08-28,26.66666
2021-08-29,25.64102
2021-08-30,28.97435
2021-08-31,25.89743
2021-09-01,22.05128
2021-09-02,18.97435
2021-09-03,25.89743
2021-09-04,22.30769
2021-09-05,22.5641
2021-09-06,22.30769
2021-09-07,30.0
2021-09-08,21.28205
2021-09-09,17.94871
2021-09-10,18.97435
2021-09-11,22.82051
2021-09-12,27.94871
2021-09-13,31.53846
2021-09-14,36.41025
2021-09-15,28.71794
2021-09-16,33.58974
2021-09-17,21.53846
2021-09-18,22.5641
2021-09-19,22.05128
2021-09-20,18.20512
2021-09-21,17.94871
2021-09-22,38.71794
2021-09-23,33.84615
2021-09-24,38.71794
2021-09-25,45.38461
2021-09-26,43.84615
2021-09-27,41.02564
2021-09-28,32.30769
2021-09-29,35.1282
2021-09-30,37.43589
2021-10-01,31.79487
2021-10-02,30.0
2021-10-03,34.35897
2021-10-04,34.35897
2021-10-05,32.5641
2021-10-06,57.17948
2021-10-07,33.84615
2021-10-08,29.48717
2021-10-09,27.17948
2021-10-10,34.35897
2021-10-11,45.38461
2021-10-12,39.48717
2021-10-13,29.74358
2021-10-14,26.66666
2021-10-15,24.87179
2021-10-16,34.35897
2021-10-17,43.58974
2021-10-18,41.28205
2021-10-19,39.74358
2021-10-20,28.20512
2021-10-21,34.35897
2021-10-22,24.61538
2021-10-23,27.43589
2021-10-24,27.94871
2021-10-25,39.74358
2021-10-26,27.94871
2021-10-27,28.71794
2021-10-28,26.15384
2021-10-29,23.33333
2021-10-30,20.0
2021-10-31,26.41025
2021-11-01,32.82051
2021-11-02,31.02564
2021-11-03,36.92307
2021-11-04,30.25641
2021-11-05,27.94871
2021-11-06,21.53846
2021-11-07,29.74358
2021-11-08,33.58974
2021-11-09,34.10256
2021-11-10,29.74358
2021-11-11,100.0
2021-11-12,75.64102
2021-11-13,38.46153
2021-11-14,39.74358
2021-11-15,43.58974
2021-11-16,25.64102
2021-11-17,31.02564
2021-11-18,20.0
2021-11-19,19.74358
2021-11-20,16.15384
2021-11-21,26.66666
2021-11-22,27.17948
2021-11-23,22.82051
2021-11-24,18.46153
2021-11-25,22.30769
2021-11-26,19.48717
2021-11-27,29.48717
2021-11-28,27.94871
2021-11-29,24.61538
2021-11-30,26.66666
2021-12-01,20.25641
2021-12-02,26.15384
2021-12-03,23.58974
2021-12-04,28.71794
2021-12-05,23.84615
2021-12-06,25.38461
2021-12-07,22.82051
2021-12-08,21.53846
2021-12-09,27.6923
2021-12-10,27.17948
2021-12-11,26.66666
2021-12-12,25.38461
2021-12-13,28.97435
2021-12-14,25.38461
2021-12-15,26.92307
2021-12-16,25.1282
2021-12-17,16.92307
2021-12-18,14.10256
2021-12-19,25.89743
2021-12-20,20.25641
2021-12-21,18.20512
2021-12-22,17.94871
2021-12-23,24.61538
2021-12-24,16.15384
2021-12-25,23.84615
2021-12-26,21.79487
2021-12-27,25.64102
2021-12-28,21.53846
2021-12-29,22.05128
2021-12-30,25.64102
2021-12-31,16.66666
2022-01-01,25.64102
2022-01-02,26.92307
2022-01-03,27.94871
2022-01-04,25.38461
2022-01-05,30.51282
2022-01-06,25.64102
2022-01-07,24.87179
2022-01-08,28.20512
2022-01-09,31.79487
2022-01-10,44.35897
2022-01-11,30.51282
2022-01-12,30.76923
2022-01-13,28.71794
2022-01-14,33.33333
2022-01-15,30.76923
2022-01-16,35.64102
2022-01-17,37.17948
2022-01-18,37.43589
2022-01-19,31.02564
2022-01-20,30.25641
2022-01-21,36.41025
2022-01-22,37.17948
2022-01-23,32.30769
2022-01-24,44.87179
2022-01-25,28.20512
2022-01-26,28.97435
2022-01-27,23.58974
2022-01-28,23.33333
2022-01-29,25.1282
2022-01-30,22.05128
2022-01-31,18.46153
2022-02-01,26.66666
2022-02-02,38.20512
2022-02-03,34.61538
2022-02-04,35.89743
2022-02-05,37.43589
2022-02-06,51.53846
2022-02-07,35.38461
2022-02-08,36.92307
2022-02-09,38.71794
2022-02-10,23.84615
2022-02-11,27.17948
2022-02-12,26.66666
2022-02-13,46.92307
2022-02-14,49.48717
2022-02-15,33.33333
2022-02-16,36.15384
2022-02-17,30.0
2022-02-18,27.94871
2022-02-19,36.41025
2022-02-20,38.20512
2022-02-21,37.43589
2022-02-22,36.92307
2022-02-23,29.23076
2022-02-24,35.1282
2022-02-25,32.5641
2022-02-26,25.1282
2022-02-27,30.76923
2022-02-28,31.28205
2022-03-01,40.25641
2022-03-02,40.25641
2022-03-03,38.46153
2022-03-04,22.05128
2022-03-05,27.94871
2022-03-06,30.51282
2022-03-07,28.71794
2022-03-08,36.15384
2022-03-09,33.58974
2022-03-10,28.46153
2022-03-11,27.43589
2022-03-12,28.20512
2022-03-13,35.1282
2022-03-14,33.07692
2022-03-15,27.17948
2022-03-16,26.92307
2022-03-17,31.53846
2022-03-18,23.58974
2022-03-19,23.33333
2022-03-20,34.35897
2022-03-21,38.20512
2022-03-22,32.05128
2022-03-23,23.33333
2022-03-24,18.20512
2022-03-25,26.92307
2022-03-26,23.58974
2022-03-27,30.76923
2022-03-28,34.35897
2022-03-29,31.28205
2022-03-30,26.15384
2022-03-31,24.87179
2022-04-01,17.94871
2022-04-02,15.89743
2022-04-03,18.20512
2022-04-04,32.5641
2022-04-05,23.33333
2022-04-06,17.43589
2022-04-07,20.0
2022-04-08,15.64102
2022-04-09,21.02564
2022-04-10,19.48717
2022-04-11,17.6923
2022-04-12,18.97435
2022-04-13,27.17948
2022-04-14,19.74358
2022-04-15,22.82051
2022-04-16,23.84615
2022-04-17,22.82051
2022-04-18,34.10256
2022-04-19,26.41025
2022-04-20,21.79487
2022-04-21,28.97435
2022-04-22,22.30769
2022-04-23,20.0
2022-04-24,27.17948
2022-04-25,28.46153
2022-04-26,21.79487
2022-04-27,18.46153
2022-04-28,13.84615
2022-04-29,13.58974
2022-04-30,23.07692
2022-05-01,23.07692
2022-05-02,32.5641
2022-05-03,20.51282
2022-05-04,22.5641
2022-05-05,15.89743
2022-05-06,17.43589
2022-05-07,20.76923
2022-05-08,30.76923
2022-05-09,31.02564
2022-05-10,24.35897
2022-05-11,22.82051
2022-05-12,23.33333
2022-05-13,23.07692
2022-05-14,26.66666
2022-05-15,25.64102
2022-05-16,31.53846
2022-05-17,32.5641
2022-05-18,22.82051
2022-05-19,20.25641
2022-05-20,18.97435
2022-05-21,22.5641
2022-05-22,24.61538
2022-05-23,26.66666
2022-05-24,24.35897
2022-05-25,24.87179
2022-05-26,23.84615
2022-05-27,22.05128
2022-05-28,18.20512
2022-05-29,15.89743
2022-05-30,21.53846
2022-05-31,17.6923
2022-06-01,20.76923
2022-06-02,21.02564
2022-06-03,19.74358
2022-06-04,15.89743
2022-06-05,24.87179
2022-06-06,20.0
2022-06-07,29.74358
2022-06-08,21.28205
2022-06-09,17.43589
2022-06-10,16.15384
2022-06-11,24.10256
2022-06-12,21.79487
2022-06-13,26.41025
2022-06-14,24.87179
2022-06-15,20.51282
2022-06-16,21.28205
2022-06-17,23.07692
2022-06-18,27.6923
2022-06-19,32.5641
2022-06-20,33.33333
2022-06-21,29.23076
2022-06-22,26.66666
2022-06-23,18.46153
2022-06-24,24.10256
2022-06-25,23.33333
2022-06-26,29.23076
2022-06-27,27.43589
2022-06-28,24.10256
2022-06-29,20.51282
2022-06-30,21.02564
2022-07-01,19.74358
2022-07-02,17.94871
2022-07-03,23.84615
2022-07-04,24.35897
2022-07-05,29.74358
2022-07-06,18.46153
2022-07-07,22.5641
2022-07-08,16.15384
2022-07-09,10.51282
2022-07-10,20.25641
2022-07-11,23.33333
2022-07-12,25.89743
2022-07-13,18.20512
2022-07-14,17.17948
2022-07-15,17.6923
2022-07-16,24.61538
2022-07-17,21.02564
2022-07-18,24.87179
2022-07-19,29.23076
2022-07-20,16.66666
2022-07-21,26.15384
2022-07-22,14.10256
2022-07-23,18.46153
2022-07-24,25.89743
2022-07-25,28.20512
2022-07-26,22.5641
2022-07-27,19.48717
2022-07-28,14.10256
2022-07-29,14.10256
2022-07-30,28.97435
2022-07-31,27.6923
2022-08-01,25.64102
2022-08-02,29.48717
2022-08-03,23.33333
2022-08-04,27.94871
2022-08-05,18.20512
2022-08-06,23.84615
2022-08-07,20.51282
2022-08-08,28.46153
2022-08-09,16.92307
2022-08-10,22.05128
2022-08-11,15.89743
2022-08-12,16.92307
2022-08-13,18.71794
2022-08-14,24.35897
2022-08-15,24.61538
2022-08-16,24.10256
2022-08-17,24.35897
2022-08-18,20.0
2022-08-19,22.5641
2022-08-20,20.0
2022-08-21,22.30769
2022-08-22,21.79487
2022-08-23,18.71794
2022-08-24,22.30769
2022-08-25,18.46153
2022-08-26,21.02564
2022-08-27,18.71794
2022-08-28,23.58974
2022-08-29,22.30769
2022-08-30,20.25641
2022-08-31,22.82051
2022-09-01,21.53846
2022-09-02,17.94871
2022-09-03,25.38461
2022-09-04,18.46153
2022-09-05,27.6923
2022-09-06,17.94871
2022-09-07,17.43589
2022-09-08,13.33333
2022-09-09,14.10256
2022-09-10,18.97435
2022-09-11,16.15384
2022-09-12,16.92307
2022-09-13,32.5641
2022-09-14,28.71794
2022-09-15,25.38461
2022-09-16,23.07692
2022-09-17,18.20512
2022-09-18,32.82051
2022-09-19,25.38461
2022-09-20,22.82051
2022-09-21,17.94871
2022-09-22,23.07692
2022-09-23,14.61538
2022-09-24,18.71794
2022-09-25,23.07692
2022-09-26,28.71794
2022-09-27,20.51282
2022-09-28,17.17948
2022-09-29,18.97435
2022-09-30,16.92307
2022-10-01,15.1282
2022-10-02,14.61538
2022-10-03,19.74358
2022-10-04,25.38461
2022-10-05,22.82051
2022-10-06,21.28205
2022-10-07,11.53846
2022-10-08,14.61538
2022-10-09,17.17948
2022-10-10,20.0
2022-10-11,19.48717
2022-10-12,20.51282
2022-10-13,19.48717
2022-10-14,17.43589
2022-10-15,11.79487
2022-10-16,23.84615
2022-10-17,29.74358
2022-10-18,20.76923
2022-10-19,21.28205
2022-10-20,15.89743
2022-10-21,14.87179
2022-10-22,14.61538
2022-10-23,16.15384
2022-10-24,26.66666
2022-10-25,21.28205
2022-10-26,17.17948
2022-10-27,18.20512
2022-10-28,17.17948
2022-10-29,19.74358
2022-10-30,15.38461
2022-10-31,21.28205
2022-11-01,20.25641
2022-11-02,13.58974
2022-11-03,15.38461
2022-11-04,16.92307
2022-11-05,15.89743
2022-11-06,18.46153
2022-11-07,16.41025
2022-11-08,16.15384
2022-11-09,18.20512
2022-11-10,15.64102
2022-11-11,12.05128
2022-11-12,12.5641
2022-11-13,18.20512
2022-11-14,20.76923
2022-11-15,22.5641
2022-11-16,17.17948
2022-11-17,16.15384
2022-11-18,17.17948
2022-11-19,11.28205
2022-11-20,16.92307
2022-11-21,22.5641
2022-11-22,15.64102
2022-11-23,15.38461
2022-11-24,16.15384
2022-11-25,8.46153
2022-11-26,11.53846
2022-11-27,12.30769
2022-11-28,17.17948
2022-11-29,14.61538
2022-11-30,13.07692
2022-12-01,18.46153
2022-12-02,15.38461
2022-12-03,9.48717
2022-12-04,11.79487
2022-12-05,25.38461
2022-12-06,13.33333
2022-12-07,9.74358
2022-12-08,11.79487
2022-12-09,8.20512
2022-12-10,15.38461
2022-12-11,18.97435
2022-12-12,17.17948
2022-12-13,8.20512
2022-12-14,16.15384
2022-12-15,11.53846
2022-12-16,9.48717
2022-12-17,9.23076
2022-12-18,16.15384
2022-12-19,12.05128
2022-12-20,9.48717
2022-12-21,10.25641
2022-12-22,13.58974
2022-12-23,11.02564
2022-12-24,10.25641
2022-12-25,13.58974
2022-12-26,11.28205
2022-12-27,9.74358
2022-12-28,17.6923
2022-12-29,12.05128
2022-12-30,10.0
2022-12-31,16.15384
2023-01-01,14.61538
2023-01-02,18.20512
2023-01-03,14.61538
2023-01-04,20.51282
2023-01-05,10.76923
2023-01-06,14.87179
2023-01-07,18.46153
2023-01-08,20.25641
2023-01-09,17.6923
2023-01-10,16.41025
2023-01-11,17.6923
2023-01-12,12.30769
2023-01-13,11.53846
2023-01-14,18.71794
2023-01-15,14.35897
2023-01-16,19.74358
2023-01-17,10.51282
2023-01-18,15.38461
2023-01-19,8.97435
2023-01-20,10.25641
2023-01-21,11.02564
2023-01-22,11.79487
2023-01-23,18.97435
2023-01-24,17.17948
2023-01-25,19.48717
2023-01-26,15.38461
2023-01-27,18.97435
2023-01-28,13.07692
2023-01-29,20.0
2023-01-30,18.46153
2023-01-31,10.25641
2023-02-01,13.58974
2023-02-02,11.02564
2023-02-03,21.53846
2023-02-04,17.94871
2023-02-05,15.38461
2023-02-06,23.84615
2023-02-07,15.89743
2023-02-08,13.07692
2023-02-09,17.43589
2023-02-10,15.1282
2023-02-11,12.05128
2023-02-12,21.02564
2023-02-13,22.05128
2023-02-14,15.1282
2023-02-15,20.76923
2023-02-16,15.38461
2023-02-17,13.84615
2023-02-18,17.17948
2023-02-19,21.79487
2023-02-20,16.66666
2023-02-21,17.43589
2023-02-22,13.07692
2023-02-23,16.15384
2023-02-24,8.97435
2023-02-25,12.30769
2023-02-26,15.1282
2023-02-27,16.15384
2023-02-28,13.58974
2023-03-01,25.1282
2023-03-02,18.46153
2023-03-03,15.1282
2023-03-04,11.53846
2023-03-05,18.46153
2023-03-06,22.30769
2023-03-07,14.35897
2023-03-08,10.0
2023-03-09,10.76923
2023-03-10,14.10256
2023-03-11,14.10256
2023-03-12,15.89743
2023-03-13,27.6923
2023-03-14,18.46153
2023-03-15,17.17948
2023-03-16,11.53846
2023-03-17,12.30769
2023-03-18,13.07692
2023-03-19,21.28205
2023-03-20,16.41025
2023-03-21,14.35897
2023-03-22,13.33333
2023-03-23,21.28205
2023-03-24,16.41025
2023-03-25,12.05128
2023-03-26,17.6923
2023-03-27,10.0
2023-03-28,12.82051
2023-03-29,10.76923
2023-03-30,10.25641
2023-03-31,12.5641
2023-04-01,12.82051
2023-04-02,13.33333
2023-04-03,19.48717
2023-04-04,15.64102
2023-04-05,11.79487
2023-04-06,12.30769
2023-04-07,7.94871
2023-04-08,10.51282
2023-04-09,14.61538
2023-04-10,15.38461
2023-04-11,10.25641
2023-04-12,13.58974
2023-04-13,8.97435
2023-04-14,7.6923
2023-04-15,11.53846
2023-04-16,12.82051
2023-04-17,15.1282
2023-04-18,15.1282
2023-04-19,15.64102
2023-04-20,11.53846
2023-04-21,12.30769
2023-04-22,8.97435
2023-04-23,18.46153
2023-04-24,16.15384
2023-04-25,13.33333
2023-04-26,17.6923
2023-04-27,14.10256
2023-04-28,15.1282
2023-04-29,16.66666
2023-04-30,12.5641
2023-05-01,15.89743
2023-05-02,15.1282
2023-05-03,12.30769
2023-05-04,7.17948
2023-05-05,13.07692
2023-05-06,13.07692
2023-05-07,16.66666
2023-05-08,17.43589
2023-05-09,13.07692
2023-05-10,16.66666
2023-05-11,13.33333
2023-05-12,14.87179
2023-05-13,14.35897
2023-05-14,17.43589
2023-05-15,24.10256
2023-05-16,17.17948
2023-05-17,17.6923
2023-05-18,12.82051
2023-05-19,12.5641
2023-05-20,11.28205
2023-05-21,14.35897
2023-05-22,17.6923
2023-05-23,12.5641
2023-05-24,12.5641
2023-05-25,12.05128
2023-05-26,12.30769
2023-05-27,10.51282
2023-05-28,10.76923
2023-05-29,14.35897
2023-05-30,12.05128
