date,실손보험료인상
2024-03-03,1.58273
2024-03-04,5.03597
2024-03-05,5.75539
2024-03-06,5.03597
2024-03-07,4.89208
2024-03-08,3.741
2024-03-09,1.43884
2024-03-10,1.43884
2024-03-11,5.17985
2024-03-12,4.60431
2024-03-13,5.46762
2024-03-14,11.07913
2024-03-15,5.46762
2024-03-16,3.88489
2024-03-17,2.01438
2024-03-18,4.7482
2024-03-19,4.7482
2024-03-20,5.03597
