date,개인IRP
2023-05-30,28.46715
2023-05-31,23.72262
2023-06-01,24.08759
2023-06-02,26.64233
2023-06-03,6.9343
2023-06-04,6.20437
2023-06-05,22.62773
2023-06-06,12.77372
2023-06-07,27.00729
2023-06-08,24.45255
2023-06-09,20.07299
2023-06-10,9.48905
2023-06-11,5.83941
2023-06-12,27.37226
2023-06-13,27.00729
2023-06-14,29.56204
2023-06-15,23.35766
2023-06-16,24.81751
2023-06-17,6.9343
2023-06-18,12.04379
2023-06-19,20.07299
2023-06-20,34.67153
2023-06-21,32.84671
2023-06-22,21.16788
2023-06-23,22.26277
2023-06-24,10.9489
2023-06-25,9.12408
2023-06-26,23.72262
2023-06-27,27.00729
2023-06-28,23.72262
2023-06-29,26.27737
2023-06-30,19.34306
2023-07-01,8.75912
2023-07-02,9.48905
2023-07-03,25.18248
2023-07-04,23.72262
2023-07-05,27.73722
2023-07-06,28.46715
2023-07-07,21.89781
2023-07-08,6.20437
2023-07-09,4.01459
2023-07-10,25.9124
2023-07-11,32.84671
2023-07-12,26.27737
2023-07-13,24.08759
2023-07-14,20.43795
2023-07-15,8.75912
2023-07-16,6.56934
2023-07-17,27.73722
2023-07-18,23.72262
2023-07-19,22.26277
2023-07-20,27.73722
2023-07-21,31.02189
2023-07-22,14.23357
2023-07-23,12.77372
2023-07-24,30.65693
2023-07-25,22.9927
2023-07-26,20.43795
2023-07-27,20.43795
2023-07-28,23.35766
2023-07-29,8.75912
2023-07-30,6.9343
2023-07-31,29.56204
2023-08-01,27.00729
2023-08-02,26.27737
2023-08-03,20.07299
2023-08-04,18.9781
2023-08-05,11.67883
2023-08-06,4.01459
2023-08-07,21.16788
2023-08-08,28.83211
2023-08-09,20.07299
2023-08-10,20.07299
2023-08-11,17.51824
2023-08-12,5.47445
2023-08-13,7.66423
2023-08-14,17.88321
2023-08-15,6.20437
2023-08-16,22.62773
2023-08-17,25.9124
2023-08-18,17.15328
2023-08-19,10.21897
2023-08-20,5.83941
2023-08-21,23.35766
2023-08-22,23.72262
2023-08-23,28.10218
2023-08-24,22.9927
2023-08-25,24.45255
2023-08-26,8.02919
2023-08-27,6.56934
2023-08-28,20.07299
2023-08-29,23.35766
2023-08-30,23.35766
2023-08-31,21.16788
2023-09-01,22.9927
2023-09-02,8.02919
2023-09-03,5.83941
2023-09-04,18.24817
2023-09-05,24.81751
2023-09-06,22.62773
2023-09-07,20.43795
2023-09-08,20.43795
2023-09-09,9.48905
2023-09-10,7.66423
2023-09-11,22.62773
2023-09-12,19.70802
2023-09-13,24.08759
2023-09-14,24.81751
2023-09-15,21.53284
2023-09-16,5.47445
2023-09-17,9.85401
2023-09-18,23.72262
2023-09-19,30.65693
2023-09-20,21.89781
2023-09-21,22.26277
2023-09-22,22.26277
2023-09-23,8.75912
2023-09-24,7.29927
2023-09-25,24.08759
2023-09-26,26.27737
2023-09-27,15.69343
2023-09-28,6.56934
2023-09-29,6.56934
2023-09-30,8.39416
2023-10-01,4.01459
2023-10-02,7.29927
2023-10-03,5.47445
2023-10-04,30.65693
2023-10-05,24.45255
2023-10-06,28.46715
2023-10-07,6.56934
2023-10-08,13.86861
2023-10-09,13.50364
2023-10-10,24.08759
2023-10-11,32.48175
2023-10-12,29.56204
2023-10-13,24.45255
2023-10-14,3.64963
2023-10-15,10.21897
2023-10-16,25.18248
2023-10-17,29.19708
2023-10-18,21.16788
2023-10-19,23.35766
2023-10-20,14.23357
2023-10-21,8.75912
2023-10-22,5.47445
2023-10-23,25.18248
2023-10-24,26.27737
2023-10-25,30.29197
2023-10-26,24.81751
2023-10-27,23.35766
2023-10-28,4.74452
2023-10-29,11.31386
2023-10-30,27.37226
2023-10-31,29.56204
2023-11-01,27.73722
2023-11-02,29.927
2023-11-03,29.56204
2023-11-04,8.75912
2023-11-05,5.10948
2023-11-06,27.73722
2023-11-07,21.89781
2023-11-08,21.16788
2023-11-09,20.80291
2023-11-10,22.9927
2023-11-11,6.56934
2023-11-12,8.39416
2023-11-13,21.16788
2023-11-14,25.18248
2023-11-15,27.00729
2023-11-16,23.35766
2023-11-17,27.37226
2023-11-18,9.12408
2023-11-19,12.40875
2023-11-20,34.67153
2023-11-21,28.83211
2023-11-22,29.19708
2023-11-23,31.75182
2023-11-24,31.02189
2023-11-25,13.86861
2023-11-26,14.59854
2023-11-27,32.84671
2023-11-28,38.68613
2023-11-29,41.24087
2023-11-30,33.21167
2023-12-01,29.56204
2023-12-02,11.31386
2023-12-03,13.86861
2023-12-04,47.08029
2023-12-05,38.32116
2023-12-06,39.05109
2023-12-07,40.14598
2023-12-08,36.49635
2023-12-09,18.24817
2023-12-10,18.61313
2023-12-11,44.89051
2023-12-12,46.71532
2023-12-13,46.35036
2023-12-14,42.33576
2023-12-15,46.71532
2023-12-16,17.88321
2023-12-17,17.51824
2023-12-18,42.70072
2023-12-19,45.62043
2023-12-20,51.09489
2023-12-21,56.56934
2023-12-22,56.20437
2023-12-23,25.54744
2023-12-24,15.69343
2023-12-25,25.54744
2023-12-26,73.35766
2023-12-27,93.43065
2023-12-28,85.40145
2023-12-29,62.40875
2023-12-30,17.15328
2023-12-31,18.24817
2024-01-01,16.78832
2024-01-02,44.16058
2024-01-03,36.49635
2024-01-04,40.87591
2024-01-05,35.03649
2024-01-06,17.51824
2024-01-07,17.51824
2024-01-08,42.70072
2024-01-09,30.65693
2024-01-10,35.40145
2024-01-11,35.76642
2024-01-12,30.29197
2024-01-13,13.86861
2024-01-14,14.23357
2024-01-15,42.70072
2024-01-16,49.63503
2024-01-17,49.27007
2024-01-18,49.27007
2024-01-19,39.05109
2024-01-20,19.70802
2024-01-21,17.15328
2024-01-22,48.17518
2024-01-23,52.18978
2024-01-24,48.54014
2024-01-25,52.18978
2024-01-26,43.79562
2024-01-27,21.53284
2024-01-28,27.73722
2024-01-29,42.33576
2024-01-30,47.44525
2024-01-31,49.27007
2024-02-01,39.41605
2024-02-02,35.03649
2024-02-03,17.51824
2024-02-04,12.77372
2024-02-05,47.81021
2024-02-06,40.14598
2024-02-07,41.9708
2024-02-08,38.32116
2024-02-09,15.32846
2024-02-10,12.40875
2024-02-11,11.31386
2024-02-12,19.34306
2024-02-13,53.64963
2024-02-14,45.25547
2024-02-15,48.54014
2024-02-16,40.51094
2024-02-17,20.07299
2024-02-18,16.42335
2024-02-19,44.16058
2024-02-20,50.72992
2024-02-21,56.56934
2024-02-22,51.82481
2024-02-23,51.45985
2024-02-24,13.13868
2024-02-25,14.9635
2024-02-26,45.9854
2024-02-27,44.89051
2024-02-28,52.55474
2024-02-29,50.36496
2024-03-01,16.05839
2024-03-02,7.66423
2024-03-03,5.47445
2024-03-04,40.14598
2024-03-05,47.44525
2024-03-06,43.43065
2024-03-07,41.9708
2024-03-08,44.16058
2024-03-09,14.23357
2024-03-10,10.21897
2024-03-11,35.03649
2024-03-12,38.68613
2024-03-13,33.9416
2024-03-14,30.65693
2024-03-15,27.00729
2024-03-16,18.61313
2024-03-17,17.15328
2024-03-18,29.927
2024-03-19,37.9562
2024-03-20,34.67153
