date,실손보험료
2020-06-14,2.53565
2020-06-15,3.80348
2020-06-16,6.6561
2020-06-17,7.92393
2020-06-18,5.07131
2020-06-19,4.75435
2020-06-20,2.53565
2020-06-21,1.58478
2020-06-22,6.18066
2020-06-23,6.18066
2020-06-24,5.38827
2020-06-25,6.6561
2020-06-26,6.97305
2020-06-27,3.01109
2020-06-28,3.96196
2020-06-29,6.6561
2020-06-30,6.81458
2020-07-01,9.19175
2020-07-02,7.92393
2020-07-03,5.54675
2020-07-04,5.07131
2020-07-05,2.53565
2020-07-06,5.07131
2020-07-07,5.70522
2020-07-08,3.32805
2020-07-09,7.13153
2020-07-10,4.4374
2020-07-11,4.4374
2020-07-12,3.01109
2020-07-13,6.81458
2020-07-14,7.13153
2020-07-15,4.59587
2020-07-16,5.22979
2020-07-17,6.97305
2020-07-18,3.32805
2020-07-19,5.07131
2020-07-20,6.18066
2020-07-21,6.18066
2020-07-22,9.03328
2020-07-23,3.96196
2020-07-24,4.91283
2020-07-25,3.32805
2020-07-26,5.07131
2020-07-27,7.13153
2020-07-28,5.8637
2020-07-29,6.6561
2020-07-30,7.13153
2020-07-31,5.54675
2020-08-01,4.12044
2020-08-02,2.06022
2020-08-03,3.645
2020-08-04,4.27892
2020-08-05,5.38827
2020-08-06,6.02218
2020-08-07,9.66719
2020-08-08,3.01109
2020-08-09,2.2187
2020-08-10,7.60697
2020-08-11,5.8637
2020-08-12,4.91283
2020-08-13,3.16957
2020-08-14,4.12044
2020-08-15,4.12044
2020-08-16,2.37717
2020-08-17,3.16957
2020-08-18,4.12044
2020-08-19,4.4374
2020-08-20,6.18066
2020-08-21,6.81458
2020-08-22,4.12044
2020-08-23,3.01109
2020-08-24,6.33914
2020-08-25,9.03328
2020-08-26,8.39936
2020-08-27,3.32805
2020-08-28,5.54675
2020-08-29,2.69413
2020-08-30,1.90174
2020-08-31,3.96196
2020-09-01,9.66719
2020-09-02,4.91283
2020-09-03,4.12044
2020-09-04,4.27892
2020-09-05,3.48652
2020-09-06,4.59587
2020-09-07,5.70522
2020-09-08,3.96196
2020-09-09,7.44849
2020-09-10,5.54675
2020-09-11,3.32805
2020-09-12,3.32805
2020-09-13,1.10935
2020-09-14,7.76545
2020-09-15,7.76545
2020-09-16,6.97305
2020-09-17,4.27892
2020-09-18,5.70522
2020-09-19,4.75435
2020-09-20,2.69413
2020-09-21,7.29001
2020-09-22,8.71632
2020-09-23,6.18066
2020-09-24,4.91283
2020-09-25,6.81458
2020-09-26,4.91283
2020-09-27,3.96196
2020-09-28,6.49762
2020-09-29,5.54675
2020-09-30,1.4263
2020-10-01,1.10935
2020-10-02,3.32805
2020-10-03,1.90174
2020-10-04,7.29001
2020-10-05,11.56893
2020-10-06,7.29001
2020-10-07,8.0824
2020-10-08,5.22979
2020-10-09,2.85261
2020-10-10,3.80348
2020-10-11,2.2187
2020-10-12,18.06656
2020-10-13,18.06656
2020-10-14,9.03328
2020-10-15,8.24088
2020-10-16,5.38827
2020-10-17,5.22979
2020-10-18,2.37717
2020-10-19,8.0824
2020-10-20,7.13153
2020-10-21,7.76545
2020-10-22,9.50871
2020-10-23,3.645
2020-10-24,3.96196
2020-10-25,4.4374
2020-10-26,8.8748
2020-10-27,12.67828
2020-10-28,24.56418
2020-10-29,14.58003
2020-10-30,9.35023
2020-10-31,2.85261
2020-11-01,5.70522
2020-11-02,12.36133
2020-11-03,4.91283
2020-11-04,6.49762
2020-11-05,6.49762
2020-11-06,6.6561
2020-11-07,4.75435
2020-11-08,4.12044
2020-11-09,10.77654
2020-11-10,9.19175
2020-11-11,6.81458
2020-11-12,9.66719
2020-11-13,7.92393
2020-11-14,7.29001
2020-11-15,2.2187
2020-11-16,8.0824
2020-11-17,6.6561
2020-11-18,9.66719
2020-11-19,7.92393
2020-11-20,5.70522
2020-11-21,1.90174
2020-11-22,4.12044
2020-11-23,7.60697
2020-11-24,6.18066
2020-11-25,6.81458
2020-11-26,6.02218
2020-11-27,6.33914
2020-11-28,4.12044
2020-11-29,3.80348
2020-11-30,7.92393
2020-12-01,8.39936
2020-12-02,9.82567
2020-12-03,9.19175
2020-12-04,7.60697
2020-12-05,4.4374
2020-12-06,8.24088
2020-12-07,7.60697
2020-12-08,8.71632
2020-12-09,42.31378
2020-12-10,44.05705
2020-12-11,16.95721
2020-12-12,8.8748
2020-12-13,24.24722
2020-12-14,26.78288
2020-12-15,16.16481
2020-12-16,15.05546
2020-12-17,13.94611
2020-12-18,16.32329
2020-12-19,6.02218
2020-12-20,8.8748
2020-12-21,15.21394
2020-12-22,16.64025
2020-12-23,32.01267
2020-12-24,29.00158
2020-12-25,9.66719
2020-12-26,5.8637
2020-12-27,9.66719
2020-12-28,15.37242
2020-12-29,14.73851
2020-12-30,12.5198
2020-12-31,11.25198
2021-01-01,5.8637
2021-01-02,4.59587
2021-01-03,6.18066
2021-01-04,9.19175
2021-01-05,9.19175
2021-01-06,5.8637
2021-01-07,10.14263
2021-01-08,7.13153
2021-01-09,6.18066
2021-01-10,7.60697
2021-01-11,11.0935
2021-01-12,12.67828
2021-01-13,10.14263
2021-01-14,14.10459
2021-01-15,15.37242
2021-01-16,4.27892
2021-01-17,5.07131
2021-01-18,15.37242
2021-01-19,18.38351
2021-01-20,16.00633
2021-01-21,15.5309
2021-01-22,12.5198
2021-01-23,2.69413
2021-01-24,5.22979
2021-01-25,15.05546
2021-01-26,19.9683
2021-01-27,9.66719
2021-01-28,12.04437
2021-01-29,10.14263
2021-01-30,7.60697
2021-01-31,2.53565
2021-02-01,9.98415
2021-02-02,7.76545
2021-02-03,12.5198
2021-02-04,10.3011
2021-02-05,9.98415
2021-02-06,4.59587
2021-02-07,3.48652
2021-02-08,11.25198
2021-02-09,10.45958
2021-02-10,6.33914
2021-02-11,2.85261
2021-02-12,4.4374
2021-02-13,3.96196
2021-02-14,3.96196
2021-02-15,12.04437
2021-02-16,10.3011
2021-02-17,8.0824
2021-02-18,9.98415
2021-02-19,47.06814
2021-02-20,18.06656
2021-02-21,8.8748
2021-02-22,11.41045
2021-02-23,74.48494
2021-02-24,57.52773
2021-02-25,37.24247
2021-02-26,25.35657
2021-02-27,9.50871
2021-02-28,15.21394
2021-03-01,23.29635
2021-03-02,22.82091
2021-03-03,19.01743
2021-03-04,15.5309
2021-03-05,9.03328
2021-03-06,5.70522
2021-03-07,20.76069
2021-03-08,40.41204
2021-03-09,19.33438
2021-03-10,15.68938
2021-03-11,17.11568
2021-03-12,9.19175
2021-03-13,9.19175
2021-03-14,7.60697
2021-03-15,13.78763
2021-03-16,15.21394
2021-03-17,12.04437
2021-03-18,11.25198
2021-03-19,6.81458
2021-03-20,8.39936
2021-03-21,4.4374
2021-03-22,9.66719
2021-03-23,10.45958
2021-03-24,12.5198
2021-03-25,14.26307
2021-03-26,10.93502
2021-03-27,3.96196
2021-03-28,7.60697
2021-03-29,10.77654
2021-03-30,7.60697
2021-03-31,8.55784
2021-04-01,12.5198
2021-04-02,10.14263
2021-04-03,5.70522
2021-04-04,3.01109
2021-04-05,7.76545
2021-04-06,7.44849
2021-04-07,12.04437
2021-04-08,6.33914
2021-04-09,9.50871
2021-04-10,2.53565
2021-04-11,5.38827
2021-04-12,6.6561
2021-04-13,6.97305
2021-04-14,8.71632
2021-04-15,10.3011
2021-04-16,6.33914
2021-04-17,4.12044
2021-04-18,3.80348
2021-04-19,7.92393
2021-04-20,9.66719
2021-04-21,9.03328
2021-04-22,7.60697
2021-04-23,5.38827
2021-04-24,3.01109
2021-04-25,1.26782
2021-04-26,9.98415
2021-04-27,7.29001
2021-04-28,6.49762
2021-04-29,7.29001
2021-04-30,6.49762
2021-05-01,2.53565
2021-05-02,4.12044
2021-05-03,7.92393
2021-05-04,7.60697
2021-05-05,9.35023
2021-05-06,13.3122
2021-05-07,7.13153
2021-05-08,5.70522
2021-05-09,3.80348
2021-05-10,10.93502
2021-05-11,8.0824
2021-05-12,7.92393
2021-05-13,9.35023
2021-05-14,7.60697
2021-05-15,4.27892
2021-05-16,6.49762
2021-05-17,9.35023
2021-05-18,9.03328
2021-05-19,4.75435
2021-05-20,6.49762
2021-05-21,7.44849
2021-05-22,3.645
2021-05-23,2.06022
2021-05-24,11.72741
2021-05-25,13.47068
2021-05-26,10.61806
2021-05-27,9.19175
2021-05-28,8.55784
2021-05-29,5.70522
2021-05-30,7.44849
2021-05-31,10.3011
2021-06-01,9.03328
2021-06-02,9.03328
2021-06-03,11.41045
2021-06-04,6.18066
2021-06-05,3.96196
2021-06-06,3.01109
2021-06-07,9.82567
2021-06-08,12.99524
2021-06-09,9.35023
2021-06-10,9.98415
2021-06-11,10.61806
2021-06-12,6.6561
2021-06-13,6.49762
2021-06-14,10.3011
2021-06-15,10.45958
2021-06-16,8.24088
2021-06-17,7.44849
2021-06-18,8.39936
2021-06-19,6.18066
2021-06-20,6.49762
2021-06-21,12.5198
2021-06-22,9.82567
2021-06-23,15.21394
2021-06-24,12.67828
2021-06-25,14.42155
2021-06-26,6.49762
2021-06-27,6.18066
2021-06-28,16.79873
2021-06-29,33.43898
2021-06-30,39.30269
2021-07-01,13.3122
2021-07-02,9.50871
2021-07-03,4.59587
2021-07-04,5.38827
2021-07-05,8.8748
2021-07-06,8.39936
2021-07-07,6.33914
2021-07-08,7.13153
2021-07-09,3.96196
2021-07-10,2.06022
2021-07-11,6.18066
2021-07-12,7.44849
2021-07-13,5.70522
2021-07-14,6.6561
2021-07-15,7.44849
2021-07-16,4.75435
2021-07-17,0.95087
2021-07-18,1.74326
2021-07-19,7.60697
2021-07-20,8.24088
2021-07-21,6.18066
2021-07-22,7.13153
2021-07-23,6.97305
2021-07-24,3.32805
2021-07-25,1.90174
2021-07-26,5.54675
2021-07-27,7.44849
2021-07-28,7.44849
2021-07-29,4.27892
2021-07-30,6.49762
2021-07-31,6.18066
2021-08-01,3.16957
2021-08-02,6.18066
2021-08-03,3.80348
2021-08-04,5.54675
2021-08-05,6.18066
2021-08-06,3.80348
2021-08-07,3.80348
2021-08-08,1.90174
2021-08-09,5.54675
2021-08-10,4.59587
2021-08-11,7.29001
2021-08-12,5.22979
2021-08-13,3.80348
2021-08-14,3.48652
2021-08-15,2.69413
2021-08-16,4.75435
2021-08-17,5.38827
2021-08-18,5.70522
2021-08-19,6.33914
2021-08-20,5.22979
2021-08-21,6.18066
2021-08-22,4.27892
2021-08-23,6.6561
2021-08-24,6.81458
2021-08-25,11.41045
2021-08-26,7.92393
2021-08-27,6.81458
2021-08-28,3.16957
2021-08-29,2.06022
2021-08-30,10.45958
2021-08-31,5.54675
2021-09-01,5.54675
2021-09-02,7.13153
2021-09-03,6.33914
2021-09-04,5.54675
2021-09-05,3.01109
2021-09-06,7.76545
2021-09-07,9.50871
2021-09-08,5.70522
2021-09-09,4.91283
2021-09-10,4.59587
2021-09-11,2.53565
2021-09-12,3.96196
2021-09-13,6.02218
2021-09-14,5.07131
2021-09-15,5.07131
2021-09-16,5.22979
2021-09-17,3.645
2021-09-18,1.74326
2021-09-19,1.58478
2021-09-20,2.37717
2021-09-21,2.69413
2021-09-22,3.32805
2021-09-23,6.6561
2021-09-24,8.8748
2021-09-25,1.58478
2021-09-26,3.80348
2021-09-27,8.0824
2021-09-28,7.92393
2021-09-29,8.71632
2021-09-30,7.60697
2021-10-01,5.07131
2021-10-02,3.645
2021-10-03,2.53565
2021-10-04,4.4374
2021-10-05,6.18066
2021-10-06,5.07131
2021-10-07,16.79873
2021-10-08,7.76545
2021-10-09,4.27892
2021-10-10,1.90174
2021-10-11,1.74326
2021-10-12,6.6561
2021-10-13,6.02218
2021-10-14,5.38827
2021-10-15,7.60697
2021-10-16,3.645
2021-10-17,3.96196
2021-10-18,6.49762
2021-10-19,5.07131
2021-10-20,8.39936
2021-10-21,6.49762
2021-10-22,7.60697
2021-10-23,6.33914
2021-10-24,2.69413
2021-10-25,6.49762
2021-10-26,6.6561
2021-10-27,4.91283
2021-10-28,6.49762
2021-10-29,4.12044
2021-10-30,2.37717
2021-10-31,4.59587
2021-11-01,4.59587
2021-11-02,4.75435
2021-11-03,4.12044
2021-11-04,5.22979
2021-11-05,5.54675
2021-11-06,3.645
2021-11-07,2.69413
2021-11-08,6.6561
2021-11-09,11.72741
2021-11-10,8.55784
2021-11-11,7.76545
2021-11-12,6.33914
2021-11-13,2.2187
2021-11-14,2.69413
2021-11-15,5.22979
2021-11-16,5.70522
2021-11-17,6.18066
2021-11-18,4.75435
2021-11-19,3.96196
2021-11-20,3.32805
2021-11-21,2.85261
2021-11-22,6.81458
2021-11-23,5.70522
2021-11-24,9.82567
2021-11-25,11.88589
2021-11-26,4.59587
2021-11-27,6.02218
2021-11-28,2.06022
2021-11-29,6.49762
2021-11-30,5.8637
2021-12-01,7.44849
2021-12-02,8.0824
2021-12-03,6.33914
2021-12-04,3.96196
2021-12-05,3.32805
2021-12-06,6.18066
2021-12-07,8.0824
2021-12-08,6.02218
2021-12-09,9.35023
2021-12-10,11.88589
2021-12-11,5.54675
2021-12-12,4.12044
2021-12-13,6.49762
2021-12-14,39.46117
2021-12-15,50.71315
2021-12-16,45.64183
2021-12-17,21.07765
2021-12-18,6.02218
2021-12-19,6.33914
2021-12-20,40.09508
2021-12-21,19.01743
2021-12-22,22.02852
2021-12-23,19.17591
2021-12-24,12.99524
2021-12-25,7.60697
2021-12-26,44.53248
2021-12-27,84.46909
2021-12-28,80.50713
2021-12-29,81.61648
2021-12-30,44.53248
2021-12-31,88.1141
2022-01-01,37.24247
2022-01-02,32.48811
2022-01-03,42.63074
2022-01-04,32.32963
2022-01-05,22.34548
2022-01-06,22.02852
2022-01-07,16.00633
2022-01-08,9.66719
2022-01-09,18.54199
2022-01-10,69.25515
2022-01-11,30.90332
2022-01-12,24.56418
2022-01-13,22.34548
2022-01-14,20.12678
2022-01-15,14.42155
2022-01-16,10.3011
2022-01-17,18.22503
2022-01-18,19.17591
2022-01-19,20.44374
2022-01-20,16.79873
2022-01-21,18.38351
2022-01-22,11.88589
2022-01-23,16.79873
2022-01-24,16.00633
2022-01-25,20.12678
2022-01-26,15.21394
2022-01-27,14.73851
2022-01-28,10.3011
2022-01-29,5.8637
2022-01-30,3.96196
2022-01-31,3.645
2022-02-01,15.5309
2022-02-02,7.29001
2022-02-03,12.67828
2022-02-04,11.72741
2022-02-05,9.19175
2022-02-06,7.29001
2022-02-07,12.67828
2022-02-08,15.05546
2022-02-09,12.67828
2022-02-10,12.36133
2022-02-11,9.98415
2022-02-12,4.75435
2022-02-13,4.59587
2022-02-14,10.93502
2022-02-15,9.82567
2022-02-16,10.14263
2022-02-17,11.72741
2022-02-18,11.41045
2022-02-19,6.49762
2022-02-20,5.22979
2022-02-21,9.66719
2022-02-22,7.60697
2022-02-23,9.98415
2022-02-24,4.27892
2022-02-25,9.19175
2022-02-26,9.03328
2022-02-27,3.80348
2022-02-28,10.61806
2022-03-01,4.12044
2022-03-02,6.33914
2022-03-03,8.8748
2022-03-04,8.0824
2022-03-05,4.27892
2022-03-06,2.53565
2022-03-07,6.97305
2022-03-08,6.6561
2022-03-09,4.12044
2022-03-10,8.71632
2022-03-11,8.8748
2022-03-12,6.18066
2022-03-13,2.69413
2022-03-14,8.39936
2022-03-15,6.81458
2022-03-16,8.8748
2022-03-17,9.50871
2022-03-18,5.54675
2022-03-19,5.07131
2022-03-20,3.96196
2022-03-21,8.55784
2022-03-22,8.39936
2022-03-23,9.66719
2022-03-24,8.39936
2022-03-25,6.49762
2022-03-26,8.24088
2022-03-27,4.4374
2022-03-28,6.02218
2022-03-29,5.54675
2022-03-30,11.56893
2022-03-31,7.92393
2022-04-01,6.49762
2022-04-02,1.4263
2022-04-03,2.2187
2022-04-04,3.48652
2022-04-05,7.60697
2022-04-06,5.8637
2022-04-07,6.81458
2022-04-08,6.6561
2022-04-09,2.85261
2022-04-10,3.32805
2022-04-11,4.75435
2022-04-12,5.8637
2022-04-13,6.33914
2022-04-14,6.49762
2022-04-15,5.07131
2022-04-16,1.4263
2022-04-17,3.16957
2022-04-18,6.02218
2022-04-19,6.6561
2022-04-20,6.02218
2022-04-21,8.24088
2022-04-22,4.4374
2022-04-23,4.91283
2022-04-24,2.85261
2022-04-25,8.0824
2022-04-26,6.97305
2022-04-27,7.13153
2022-04-28,8.55784
2022-04-29,5.54675
2022-04-30,2.2187
2022-05-01,3.645
2022-05-02,6.18066
2022-05-03,7.60697
2022-05-04,6.81458
2022-05-05,1.90174
2022-05-06,4.91283
2022-05-07,1.58478
2022-05-08,3.01109
2022-05-09,6.02218
2022-05-10,3.80348
2022-05-11,9.03328
2022-05-12,9.19175
2022-05-13,6.18066
2022-05-14,2.06022
2022-05-15,1.26782
2022-05-16,6.33914
2022-05-17,5.70522
2022-05-18,6.81458
2022-05-19,7.44849
2022-05-20,5.07131
2022-05-21,3.645
2022-05-22,2.37717
2022-05-23,6.81458
2022-05-24,9.03328
2022-05-25,10.14263
2022-05-26,9.35023
2022-05-27,7.13153
2022-05-28,2.69413
2022-05-29,1.58478
2022-05-30,6.6561
2022-05-31,6.49762
2022-06-01,2.69413
2022-06-02,4.75435
2022-06-03,4.27892
2022-06-04,2.69413
2022-06-05,0.95087
2022-06-06,4.59587
2022-06-07,7.60697
2022-06-08,9.03328
2022-06-09,6.6561
2022-06-10,7.60697
2022-06-11,3.16957
2022-06-12,3.96196
2022-06-13,10.14263
2022-06-14,7.92393
2022-06-15,6.33914
2022-06-16,5.8637
2022-06-17,7.76545
2022-06-18,4.75435
2022-06-19,4.75435
2022-06-20,6.81458
2022-06-21,7.60697
2022-06-22,7.60697
2022-06-23,7.60697
2022-06-24,8.8748
2022-06-25,4.75435
2022-06-26,2.53565
2022-06-27,7.13153
2022-06-28,11.88589
2022-06-29,8.8748
2022-06-30,6.6561
2022-07-01,7.13153
2022-07-02,3.01109
2022-07-03,1.10935
2022-07-04,5.22979
2022-07-05,6.33914
2022-07-06,3.48652
2022-07-07,6.97305
2022-07-08,3.96196
2022-07-09,1.58478
2022-07-10,2.06022
2022-07-11,4.75435
2022-07-12,4.75435
2022-07-13,3.80348
2022-07-14,5.22979
2022-07-15,5.07131
2022-07-16,3.01109
2022-07-17,1.58478
2022-07-18,6.81458
2022-07-19,6.02218
2022-07-20,7.76545
2022-07-21,4.4374
2022-07-22,6.81458
2022-07-23,4.4374
2022-07-24,3.01109
2022-07-25,7.92393
2022-07-26,7.44849
2022-07-27,4.4374
2022-07-28,5.8637
2022-07-29,5.38827
2022-07-30,1.90174
2022-07-31,5.70522
2022-08-01,4.59587
2022-08-02,6.33914
2022-08-03,3.48652
2022-08-04,8.24088
2022-08-05,6.6561
2022-08-06,3.80348
2022-08-07,1.74326
2022-08-08,4.59587
2022-08-09,7.60697
2022-08-10,7.13153
2022-08-11,6.18066
2022-08-12,4.12044
2022-08-13,4.59587
2022-08-14,2.37717
2022-08-15,3.16957
2022-08-16,6.33914
2022-08-17,6.02218
2022-08-18,5.38827
2022-08-19,6.18066
2022-08-20,2.2187
2022-08-21,1.90174
2022-08-22,4.59587
2022-08-23,10.14263
2022-08-24,13.15372
2022-08-25,7.76545
2022-08-26,5.70522
2022-08-27,3.32805
2022-08-29,5.07131
2022-08-30,7.60697
2022-08-31,6.33914
2022-09-01,5.38827
2022-09-02,4.91283
2022-09-03,3.16957
2022-09-04,4.4374
2022-09-05,4.75435
2022-09-06,7.13153
2022-09-07,4.27892
2022-09-08,5.8637
2022-09-09,2.06022
2022-09-10,1.90174
2022-09-11,1.74326
2022-09-12,3.96196
2022-09-13,7.44849
2022-09-14,7.76545
2022-09-15,9.82567
2022-09-16,6.02218
2022-09-17,4.59587
2022-09-18,1.90174
2022-09-19,5.8637
2022-09-20,7.60697
2022-09-21,8.0824
2022-09-22,12.67828
2022-09-23,5.8637
2022-09-24,4.27892
2022-09-25,3.32805
2022-09-26,8.8748
2022-09-27,8.8748
2022-09-28,8.55784
2022-09-29,8.0824
2022-09-30,6.81458
2022-10-01,3.01109
2022-10-02,2.2187
2022-10-03,2.85261
2022-10-04,7.60697
2022-10-05,7.60697
2022-10-06,7.29001
2022-10-07,3.645
2022-10-08,4.75435
2022-10-09,2.69413
2022-10-10,3.48652
2022-10-11,8.24088
2022-10-12,5.54675
2022-10-13,7.29001
2022-10-14,6.18066
2022-10-15,3.96196
2022-10-16,2.69413
2022-10-17,6.97305
2022-10-18,7.44849
2022-10-19,5.07131
2022-10-20,6.18066
2022-10-21,6.33914
2022-10-22,8.71632
2022-10-23,4.12044
2022-10-24,6.97305
2022-10-25,10.14263
2022-10-26,9.35023
2022-10-27,8.0824
2022-10-28,8.71632
2022-10-29,4.27892
2022-10-30,3.16957
2022-10-31,10.3011
2022-11-01,9.03328
2022-11-02,8.55784
2022-11-03,8.39936
2022-11-04,7.29001
2022-11-05,3.16957
2022-11-06,4.75435
2022-11-07,9.98415
2022-11-08,6.18066
2022-11-09,6.02218
2022-11-10,6.33914
2022-11-11,8.0824
2022-11-12,2.85261
2022-11-13,3.48652
2022-11-14,6.6561
2022-11-15,4.91283
2022-11-16,10.14263
2022-11-17,12.20285
2022-11-18,11.72741
2022-11-19,3.48652
2022-11-20,6.18066
2022-11-21,7.44849
2022-11-22,9.50871
2022-11-23,9.35023
2022-11-24,6.02218
2022-11-25,5.54675
2022-11-26,2.37717
2022-11-27,3.96196
2022-11-28,11.0935
2022-11-29,11.72741
2022-11-30,12.04437
2022-12-01,13.78763
2022-12-02,12.67828
2022-12-03,2.85261
2022-12-04,34.54833
2022-12-05,17.43264
2022-12-06,12.20285
2022-12-07,12.67828
2022-12-08,20.44374
2022-12-09,33.2805
2022-12-10,24.72266
2022-12-11,9.19175
2022-12-12,13.62916
2022-12-13,17.7496
2022-12-14,19.49286
2022-12-15,24.08874
2022-12-16,24.56418
2022-12-17,7.76545
2022-12-18,29.31854
2022-12-19,30.26941
2022-12-20,32.80507
2022-12-21,79.08082
2022-12-22,100.0
2022-12-23,34.0729
2022-12-24,28.52614
2022-12-25,14.26307
2022-12-26,26.78288
2022-12-27,28.52614
2022-12-28,17.59112
2022-12-29,22.50396
2022-12-30,23.93026
2022-12-31,10.3011
2023-01-01,12.5198
2023-01-02,15.68938
2023-01-03,16.00633
2023-01-04,12.83676
2023-01-05,10.45958
2023-01-06,10.93502
2023-01-07,7.29001
2023-01-08,8.0824
2023-01-09,15.37242
2023-01-10,16.32329
2023-01-11,16.00633
2023-01-12,17.7496
2023-01-13,15.5309
2023-01-14,7.13153
2023-01-15,7.44849
2023-01-16,13.62916
2023-01-17,9.98415
2023-01-18,8.71632
2023-01-19,13.78763
2023-01-20,19.49286
2023-01-21,6.81458
2023-01-22,6.02218
2023-01-23,8.0824
2023-01-24,7.76545
2023-01-25,20.44374
2023-01-26,19.65134
2023-01-27,16.00633
2023-01-28,10.3011
2023-01-29,5.8637
2023-01-30,14.42155
2023-01-31,17.7496
2023-02-01,15.5309
2023-02-02,14.42155
2023-02-03,11.56893
2023-02-04,6.97305
2023-02-05,8.55784
2023-02-06,10.14263
2023-02-07,13.3122
2023-02-08,15.68938
2023-02-09,19.01743
2023-02-10,15.21394
2023-02-11,5.54675
2023-02-12,6.33914
2023-02-13,12.20285
2023-02-14,12.36133
2023-02-15,12.04437
2023-02-16,13.47068
2023-02-17,8.71632
2023-02-18,8.8748
2023-02-19,3.96196
2023-02-20,11.41045
2023-02-21,23.29635
2023-02-22,12.36133
2023-02-23,16.48177
2023-02-24,12.5198
2023-02-25,9.35023
2023-02-26,10.77654
2023-02-27,16.00633
2023-02-28,14.10459
2023-03-01,9.03328
2023-03-02,16.48177
2023-03-03,11.72741
2023-03-04,7.13153
2023-03-05,6.6561
2023-03-06,13.3122
2023-03-07,12.5198
2023-03-08,11.25198
2023-03-09,8.8748
2023-03-10,12.67828
2023-03-11,6.49762
2023-03-12,6.02218
2023-03-13,15.5309
2023-03-14,13.62916
2023-03-15,15.68938
2023-03-16,13.94611
2023-03-17,11.25198
2023-03-18,6.97305
2023-03-19,7.29001
2023-03-20,15.05546
2023-03-21,23.61331
2023-03-22,17.11568
2023-03-23,16.00633
2023-03-24,12.20285
2023-03-25,6.49762
2023-03-26,4.91283
2023-03-27,15.84786
2023-03-28,16.64025
2023-03-29,14.42155
2023-03-30,9.82567
2023-03-31,8.24088
2023-04-01,5.54675
2023-04-02,6.02218
2023-04-03,9.50871
2023-04-04,10.45958
2023-04-05,14.42155
2023-04-06,14.10459
2023-04-07,9.03328
2023-04-08,7.44849
2023-04-09,7.44849
2023-04-10,13.62916
2023-04-11,14.26307
2023-04-12,13.15372
2023-04-13,15.84786
2023-04-14,10.77654
2023-04-15,4.4374
2023-04-16,6.49762
2023-04-17,12.99524
2023-04-18,15.21394
2023-04-19,12.36133
2023-04-20,9.03328
2023-04-21,19.9683
2023-04-22,6.81458
2023-04-23,4.91283
2023-04-24,13.94611
2023-04-25,17.43264
2023-04-26,14.26307
2023-04-27,8.71632
2023-04-28,11.0935
2023-04-29,5.54675
2023-04-30,4.12044
2023-05-01,7.92393
2023-05-02,9.82567
2023-05-03,11.0935
2023-05-04,10.3011
2023-05-05,3.96196
2023-05-06,6.18066
2023-05-07,7.60697
2023-05-08,9.35023
2023-05-09,17.59112
2023-05-10,13.47068
2023-05-11,9.98415
2023-05-12,9.50871
2023-05-13,6.49762
2023-05-14,4.27892
2023-05-15,9.50871
2023-05-16,13.78763
2023-05-17,17.11568
2023-05-18,15.5309
2023-05-19,11.0935
2023-05-20,6.81458
2023-05-21,5.8637
2023-05-22,15.05546
2023-05-23,19.49286
2023-05-24,20.28526
2023-05-25,15.5309
2023-05-26,13.94611
2023-05-27,6.6561
2023-05-28,6.33914
2023-05-29,6.81458
2023-05-30,16.00633
