date,MMF통장
2023-06-02,9.00473
2023-06-03,5.37124
2023-06-04,6.16113
2023-06-05,10.74249
2023-06-06,6.79304
2023-06-07,13.27014
2023-06-08,11.84834
2023-06-09,10.26856
2023-06-10,3.47551
2023-06-11,6.31911
2023-06-12,11.53238
2023-06-13,11.69036
2023-06-14,9.79462
2023-06-15,9.9526
2023-06-16,8.68878
2023-06-17,4.89731
2023-06-18,6.00315
2023-06-19,7.89889
2023-06-20,9.79462
2023-06-21,9.16271
2023-06-22,8.21484
2023-06-23,8.5308
2023-06-24,5.6872
2023-06-25,5.37124
2023-06-26,7.26698
2023-06-27,13.58609
2023-06-28,13.11216
2023-06-29,12.63823
2023-06-30,9.47867
2023-07-01,3.79146
2023-07-02,5.21327
2023-07-03,7.89889
2023-07-04,13.42812
2023-07-05,11.53238
2023-07-06,13.11216
2023-07-07,8.84676
2023-07-08,4.2654
2023-07-09,6.16113
2023-07-10,9.47867
2023-07-11,7.74091
2023-07-12,12.7962
2023-07-13,7.89889
2023-07-14,12.00631
2023-07-15,3.79146
2023-07-16,3.47551
2023-07-17,12.00631
2023-07-18,12.7962
2023-07-19,14.53396
2023-07-20,10.74249
2023-07-21,8.84676
2023-07-22,6.79304
2023-07-23,5.37124
2023-07-24,12.63823
2023-07-25,11.84834
2023-07-26,13.27014
2023-07-27,12.00631
2023-07-28,11.05845
2023-07-29,7.26698
2023-07-30,5.52922
2023-07-31,12.16429
2023-08-01,12.48025
2023-08-02,15.16587
2023-08-03,7.58293
2023-08-04,9.79462
2023-08-05,3.00157
2023-08-06,6.95102
2023-08-07,16.58767
2023-08-08,15.00789
2023-08-09,12.48025
2023-08-10,14.69194
2023-08-11,10.90047
2023-08-12,4.2654
2023-08-13,5.6872
2023-08-14,8.68878
2023-08-15,10.11058
2023-08-16,12.00631
2023-08-17,12.95418
2023-08-18,10.90047
2023-08-19,6.00315
2023-08-20,7.89889
2023-08-21,21.80094
2023-08-22,38.5466
2023-08-23,76.61927
2023-08-24,32.38546
2023-08-25,24.32859
2023-08-26,12.63823
2023-08-27,15.32385
2023-08-28,28.43601
2023-08-29,19.58925
2023-08-30,19.58925
2023-08-31,18.00947
2023-09-01,15.16587
2023-09-02,7.109
2023-09-03,8.05687
2023-09-04,15.48183
2023-09-05,19.2733
2023-09-06,13.27014
2023-09-07,17.06161
2023-09-08,15.79778
2023-09-09,7.109
2023-09-10,10.26856
2023-09-11,31.91153
2023-09-12,10.42654
2023-09-13,15.79778
2023-09-14,16.27172
2023-09-15,13.42812
2023-09-16,7.42496
2023-09-17,8.68878
2023-09-18,16.42969
2023-09-19,12.63823
2023-09-20,14.53396
2023-09-21,13.27014
2023-09-22,12.16429
2023-09-23,6.79304
2023-09-24,9.79462
2023-09-25,11.84834
2023-09-26,12.48025
2023-09-27,11.05845
2023-09-28,6.31911
2023-09-29,4.58135
2023-09-30,5.52922
2023-10-01,6.63507
2023-10-02,3.31753
2023-10-03,7.42496
2023-10-04,18.79936
2023-10-05,15.63981
2023-10-06,13.11216
2023-10-07,4.42338
2023-10-08,6.00315
2023-10-09,6.00315
2023-10-10,12.00631
2023-10-11,13.90205
2023-10-12,10.11058
2023-10-13,11.69036
2023-10-14,5.52922
2023-10-15,8.05687
2023-10-16,15.63981
2023-10-17,12.16429
2023-10-18,15.16587
2023-10-19,18.79936
2023-10-20,12.16429
2023-10-21,7.26698
2023-10-22,4.42338
2023-10-23,18.00947
2023-10-24,17.21958
2023-10-25,14.53396
2023-10-26,11.53238
2023-10-27,9.47867
2023-10-28,7.109
2023-10-29,9.47867
2023-10-30,18.00947
2023-10-31,13.58609
2023-11-01,15.63981
2023-11-02,11.3744
2023-11-03,9.16271
2023-11-04,6.47709
2023-11-05,6.47709
2023-11-06,10.90047
2023-11-07,10.90047
2023-11-08,10.58451
2023-11-09,12.63823
2023-11-10,13.27014
2023-11-11,4.2654
2023-11-12,5.37124
2023-11-13,10.74249
2023-11-14,10.42654
2023-11-15,11.3744
2023-11-16,11.84834
2023-11-17,8.68878
2023-11-18,8.21484
2023-11-19,6.00315
2023-11-20,15.16587
2023-11-21,11.21642
2023-11-22,11.05845
2023-11-23,14.218
2023-11-24,9.79462
2023-11-25,5.05529
2023-11-26,7.74091
2023-11-27,17.37756
2023-11-28,50.23696
2023-11-29,33.01737
2023-11-30,20.37914
2023-12-01,11.21642
2023-12-02,7.26698
2023-12-03,8.84676
2023-12-04,14.84992
2023-12-05,17.8515
2023-12-06,15.79778
2023-12-07,13.42812
2023-12-08,11.3744
2023-12-09,6.47709
2023-12-10,8.84676
2023-12-11,17.06161
2023-12-12,15.32385
2023-12-13,12.48025
2023-12-14,15.00789
2023-12-15,15.63981
2023-12-16,8.68878
2023-12-17,8.84676
2023-12-18,16.11374
2023-12-19,15.95576
2023-12-20,14.06003
2023-12-21,14.84992
2023-12-22,12.63823
2023-12-23,5.84518
2023-12-24,7.109
2023-12-25,7.89889
2023-12-26,14.84992
2023-12-27,17.21958
2023-12-28,15.00789
2023-12-29,15.79778
2023-12-30,9.00473
2023-12-31,8.21484
2024-01-01,9.32069
2024-01-02,15.79778
2024-01-03,19.43127
2024-01-04,18.00947
2024-01-05,13.42812
2024-01-06,8.37282
2024-01-07,13.27014
2024-01-08,17.06161
2024-01-09,14.53396
2024-01-10,16.58767
2024-01-11,16.42969
2024-01-12,17.06161
2024-01-13,9.00473
2024-01-14,14.06003
2024-01-15,21.32701
2024-01-16,16.74565
2024-01-17,15.95576
2024-01-18,18.95734
2024-01-19,17.21958
2024-01-20,10.58451
2024-01-21,9.63665
2024-01-22,16.27172
2024-01-23,17.8515
2024-01-24,19.43127
2024-01-25,18.48341
2024-01-26,15.79778
2024-01-27,9.9526
2024-01-28,7.58293
2024-01-29,15.95576
2024-01-30,19.74723
2024-01-31,17.06161
2024-02-01,19.11532
2024-02-02,23.06477
2024-02-03,10.58451
2024-02-04,9.32069
2024-02-05,18.00947
2024-02-06,16.58767
2024-02-07,18.64139
2024-02-08,14.53396
2024-02-09,12.32227
2024-02-10,8.84676
2024-02-11,10.58451
2024-02-12,11.53238
2024-02-13,17.37756
2024-02-14,18.48341
2024-02-15,20.53712
2024-02-16,15.32385
2024-02-17,11.05845
2024-02-18,10.90047
2024-02-19,20.53712
2024-02-20,20.37914
2024-02-21,20.85308
2024-02-22,20.37914
2024-02-23,18.79936
2024-02-24,11.3744
2024-02-25,8.68878
2024-02-26,19.58925
2024-02-27,19.43127
2024-02-28,17.37756
2024-02-29,22.74881
2024-03-01,10.11058
2024-03-02,6.47709
2024-03-03,12.16429
2024-03-04,18.64139
2024-03-05,23.06477
2024-03-06,20.06319
2024-03-07,18.16745
2024-03-08,17.06161
2024-03-09,8.37282
2024-03-10,10.58451
2024-03-11,17.37756
2024-03-12,17.06161
2024-03-13,19.90521
2024-03-14,16.11374
2024-03-15,16.27172
2024-03-16,6.95102
2024-03-17,8.68878
2024-03-18,20.06319
2024-03-19,14.69194
2024-03-20,18.79936
