date,미국주식시간
2023-05-30,5.92117
2023-05-31,3.34802
2023-06-01,2.60788
2023-06-02,3.05143
2023-06-03,1.53106
2023-06-04,0.66533
2023-06-05,2.62124
2023-06-06,2.7014
2023-06-07,3.13694
2023-06-08,2.56513
2023-06-09,3.7034
2023-06-10,1.68603
2023-06-11,0.70541
2023-06-12,3.19038
2023-06-13,4.33667
2023-06-14,4.05344
2023-06-15,3.41215
2023-06-16,3.66867
2023-06-17,1.60587
2023-06-18,0.82832
2023-06-19,7.54575
2023-06-20,4.73747
2023-06-21,3.40948
2023-06-22,2.78423
2023-06-23,2.30327
2023-06-24,1.21576
2023-06-25,0.70273
2023-06-26,2.38877
2023-06-27,2.39144
2023-06-28,2.39144
2023-06-29,2.93921
2023-06-30,2.57047
2023-07-01,1.65931
2023-07-02,0.8684
2023-07-03,4.99933
2023-07-04,9.15163
2023-07-05,4.20841
2023-07-06,2.73881
2023-07-07,2.18303
2023-07-08,1.51503
2023-07-09,0.67601
2023-07-10,2.55177
2023-07-11,3.05678
2023-07-12,2.81897
2023-07-13,3.17167
2023-07-14,3.52705
2023-07-15,1.75818
2023-07-16,0.86038
2023-07-17,3.00066
2023-07-18,3.46025
2023-07-19,3.52972
2023-07-20,3.36673
2023-07-21,3.55377
2023-07-22,1.43219
2023-07-23,0.72678
2023-07-24,2.93119
2023-07-25,2.82965
2023-07-26,3.03807
2023-07-27,3.2839
2023-07-28,2.91249
2023-07-29,1.92384
2023-07-30,0.83099
2023-07-31,3.52171
2023-08-01,4.17368
2023-08-02,4.32865
2023-08-03,3.08082
2023-08-04,3.33734
2023-08-05,1.81162
2023-08-06,0.78289
2023-08-07,3.28657
2023-08-08,3.16366
2023-08-09,2.62124
2023-08-10,3.05678
2023-08-11,2.55177
2023-08-12,1.50968
2023-08-13,0.71075
2023-08-14,2.4048
2023-08-15,2.63727
2023-08-16,2.56513
2023-08-17,2.38343
2023-08-18,2.26052
2023-08-19,1.3547
2023-08-20,0.74281
2023-08-21,2.31128
2023-08-22,2.88309
2023-08-23,2.60253
2023-08-24,3.91983
2023-08-25,2.69338
2023-08-26,1.37875
2023-08-27,0.73747
2023-08-28,2.55978
2023-08-29,2.55978
2023-08-30,3.24114
2023-08-31,2.91516
2023-09-01,2.77087
2023-09-02,1.67267
2023-09-03,0.8203
2023-09-04,8.14428
2023-09-05,4.1336
2023-09-06,2.50901
2023-09-07,2.4048
2023-09-08,2.38343
2023-09-09,1.32531
2023-09-10,0.71075
2023-09-11,2.73346
2023-09-12,2.99799
2023-09-13,2.50901
2023-09-14,2.62658
2023-09-15,2.77621
2023-09-16,1.48029
2023-09-17,0.68937
2023-09-18,2.44221
2023-09-19,2.41549
2023-09-20,1.94255
2023-09-21,2.4342
2023-09-22,1.95323
2023-09-23,1.18637
2023-09-24,0.52371
2023-09-25,1.88376
2023-09-26,1.99331
2023-09-27,1.94522
2023-09-28,1.86773
2023-09-29,1.8036
2023-09-30,1.54709
2023-10-01,0.8016
2023-10-02,1.88109
2023-10-03,1.93453
2023-10-04,2.22578
2023-10-05,2.08416
2023-10-06,1.76352
2023-10-07,1.31997
2023-10-08,0.62525
2023-10-09,2.36205
2023-10-10,2.3674
2023-10-11,2.37007
2023-10-12,3.15564
2023-10-13,2.29525
2023-10-14,1.21042
2023-10-15,0.7348
2023-10-16,2.1376
2023-10-17,2.28456
2023-10-18,2.3674
2023-10-19,2.71209
2023-10-20,2.25784
2023-10-21,1.25851
2023-10-22,0.69472
2023-10-23,2.27655
2023-10-24,2.46359
2023-10-25,2.29525
2023-10-26,2.44756
2023-10-27,1.99866
2023-10-28,0.97261
2023-10-29,0.47027
2023-10-30,2.02538
2023-10-31,2.34068
2023-11-01,2.27655
2023-11-02,3.0167
2023-11-03,3.09151
2023-11-04,1.4028
2023-11-05,0.86038
2023-11-06,17.62992
2023-11-07,6.68804
2023-11-08,4.95657
2023-11-09,3.73012
2023-11-10,2.99799
2023-11-11,1.49365
2023-11-12,0.63059
2023-11-13,4.26185
2023-11-14,4.80694
2023-11-15,6.06546
2023-11-16,4.19238
2023-11-17,2.92585
2023-11-18,1.30928
2023-11-19,0.63593
2023-11-20,4.0
2023-11-21,4.58249
2023-11-22,3.57247
2023-11-23,5.48029
2023-11-24,4.27521
2023-11-25,1.41883
2023-11-26,0.64128
2023-11-27,3.3881
2023-11-28,3.29993
2023-11-29,3.31596
2023-11-30,3.15564
2023-12-01,2.64796
2023-12-02,1.63794
2023-12-03,0.668
2023-12-04,3.81295
2023-12-05,3.46826
2023-12-06,3.21175
2023-12-07,3.11289
2023-12-08,3.16098
2023-12-09,1.64863
2023-12-10,0.80961
2023-12-11,3.5511
2023-12-12,3.6366
2023-12-13,3.73012
2023-12-14,5.4509
2023-12-15,4.98864
2023-12-16,2.12157
2023-12-17,0.99933
2023-12-18,4.32331
2023-12-19,4.1523
2023-12-20,4.37408
2023-12-21,4.41416
2023-12-22,3.60187
2023-12-23,1.98797
2023-12-24,0.73747
2023-12-25,1.49098
2023-12-26,4.70808
2023-12-27,4.60921
2023-12-28,3.99732
2023-12-29,4.0855
2023-12-30,1.5177
2023-12-31,0.69205
2024-01-01,1.56579
2024-01-02,4.91649
2024-01-03,4.90313
2024-01-04,4.08016
2024-01-05,3.36138
2024-01-06,1.50167
2024-01-07,0.87641
2024-01-08,3.45223
2024-01-09,4.43019
2024-01-10,3.99465
2024-01-11,5.1356
2024-01-12,3.61255
2024-01-13,2.01202
2024-01-14,1.09285
2024-01-15,7.18503
2024-01-16,5.76887
2024-01-17,4.09084
2024-01-18,3.28657
2024-01-19,3.66867
2024-01-20,2.57581
2024-01-21,1.39478
2024-01-22,5.91583
2024-01-23,5.03406
2024-01-24,4.97528
2024-01-25,5.73413
2024-01-26,5.3547
2024-01-27,2.41015
2024-01-28,1.30661
2024-01-29,5.13827
2024-01-30,5.79024
2024-01-31,4.60921
2024-02-01,4.56112
2024-02-02,4.64128
2024-02-03,2.49832
2024-02-04,1.46693
2024-02-05,5.22378
2024-02-06,5.14896
2024-02-07,4.12291
2024-02-08,5.00734
2024-02-09,5.08483
2024-02-10,4.30193
2024-02-11,2.16967
2024-02-12,5.75283
2024-02-13,8.7348
2024-02-14,6.46359
2024-02-15,7.12358
2024-02-16,6.83767
2024-02-17,3.48162
2024-02-18,1.55243
2024-02-19,11.99198
2024-02-20,9.81429
2024-02-21,6.89378
2024-02-22,8.50768
2024-02-23,8.60654
2024-02-24,3.96526
2024-02-25,2.14295
2024-02-26,6.97929
2024-02-27,6.64529
2024-02-28,6.28724
2024-02-29,5.37341
2024-03-01,5.1543
2024-03-02,4.17368
2024-03-03,2.55711
2024-03-04,9.53907
2024-03-05,8.79358
2024-03-06,7.66332
2024-03-07,7.13426
2024-03-08,9.15163
2024-03-09,5.35738
2024-03-10,2.72812
2024-03-11,12.96459
2024-03-12,9.23446
2024-03-13,7.69806
2024-03-14,6.501
2024-03-15,5.21843
2024-03-16,3.00601
2024-03-17,1.70474
2024-03-18,8.1336
2024-03-19,6.2338
2024-03-20,5.04742
