date,연금저축세액공제
2021-01-28,22.5344
2021-01-29,18.57798
2021-01-30,8.31422
2021-01-31,7.62614
2021-02-01,14.67889
2021-02-02,15.82568
2021-02-03,18.97935
2021-02-04,17.60321
2021-02-05,17.14449
2021-02-06,8.25688
2021-02-07,7.28211
2021-02-08,16.39908
2021-02-09,19.09403
2021-02-10,14.96559
2021-02-11,6.25
2021-02-12,6.02064
2021-02-13,4.70183
2021-02-14,6.07798
2021-02-15,19.78211
2021-02-16,19.38073
2021-02-17,21.84633
2021-02-18,18.4633
2021-02-19,18.23394
2021-02-20,6.70871
2021-02-21,6.19266
2021-02-22,15.13761
2021-02-23,14.73623
2021-02-24,16.39908
2021-02-25,17.66055
2021-02-26,14.33486
2021-02-27,6.36467
2021-02-28,5.61926
2021-03-01,6.82339
2021-03-02,10.26376
2021-03-03,11.23853
2021-03-04,9.34633
2021-03-05,8.25688
2021-03-06,4.18577
2021-03-07,4.0711
2021-03-08,11.18119
2021-03-09,8.1422
2021-03-10,10.55045
2021-03-11,7.45412
2021-03-12,6.07798
2021-03-13,4.47247
2021-03-14,4.30045
2021-03-15,8.08486
2021-03-16,8.37155
2021-03-17,8.54357
2021-03-18,7.68348
2021-03-19,5.21788
2021-03-20,3.38302
2021-03-21,4.75917
2021-03-22,7.79816
2021-03-23,5.16055
2021-03-24,8.54357
2021-03-25,8.25688
2021-03-26,6.99541
2021-03-27,5.33256
2021-03-28,4.0711
2021-03-29,8.02752
2021-03-30,7.68348
2021-03-31,6.25
2021-04-01,6.70871
2021-04-02,4.47247
2021-04-03,3.38302
2021-04-04,4.30045
2021-04-05,6.93807
2021-04-06,6.82339
2021-04-07,5.33256
2021-04-08,5.90596
2021-04-09,5.90596
2021-04-10,3.95642
2021-04-11,4.41513
2021-04-12,6.30733
2021-04-13,6.19266
2021-04-14,4.70183
2021-04-15,6.13532
2021-04-16,6.53669
2021-04-17,4.24311
2021-04-18,3.61238
2021-04-19,6.76605
2021-04-20,6.30733
2021-04-21,6.02064
2021-04-22,6.19266
2021-04-23,6.07798
2021-04-24,3.4977
2021-04-25,4.18577
2021-04-26,4.87385
2021-04-27,6.30733
2021-04-28,7.11009
2021-04-29,6.70871
2021-04-30,5.10321
2021-05-01,5.27522
2021-05-02,3.84174
2021-05-03,9.17431
2021-05-04,8.48623
2021-05-05,3.89908
2021-05-06,8.83027
2021-05-07,8.31422
2021-05-08,4.41513
2021-05-09,4.98853
2021-05-10,11.69724
2021-05-11,11.23853
2021-05-12,9.00229
2021-05-13,9.23165
2021-05-14,8.71559
2021-05-15,6.93807
2021-05-16,6.42201
2021-05-17,10.66513
2021-05-18,9.40366
2021-05-19,5.73394
2021-05-20,11.52522
2021-05-21,11.52522
2021-05-22,5.56192
2021-05-23,5.9633
2021-05-24,9.00229
2021-05-25,10.3211
2021-05-26,9.51834
2021-05-27,10.20642
2021-05-28,8.54357
2021-05-29,4.81651
2021-05-30,3.09633
2021-05-31,7.68348
2021-06-01,5.21788
2021-06-02,6.42201
2021-06-03,6.65137
2021-06-04,4.58715
2021-06-05,3.55504
2021-06-06,1.77752
2021-06-07,4.24311
2021-06-08,5.16055
2021-06-09,3.61238
2021-06-10,4.64449
2021-06-11,3.44036
2021-06-12,1.83486
2021-06-13,1.83486
2021-06-14,4.58715
2021-06-15,3.38302
2021-06-16,4.93119
2021-06-17,4.70183
2021-06-18,4.0711
2021-06-19,1.83486
2021-06-20,1.72018
2021-06-21,4.70183
2021-06-22,5.33256
2021-06-23,5.16055
2021-06-24,4.30045
2021-06-25,5.56192
2021-06-26,2.35091
2021-06-27,2.69495
2021-06-28,5.10321
2021-06-29,4.12844
2021-06-30,4.35779
2021-07-01,4.64449
2021-07-02,3.7844
2021-07-03,2.00688
2021-07-04,2.35091
2021-07-05,4.98853
2021-07-06,3.55504
2021-07-07,3.84174
2021-07-08,3.32568
2021-07-09,2.92431
2021-07-10,1.66284
2021-07-11,2.86697
2021-07-12,3.66972
2021-07-13,2.98165
2021-07-14,3.89908
2021-07-15,4.12844
2021-07-16,2.80963
2021-07-17,1.37614
2021-07-18,2.69495
2021-07-19,3.84174
2021-07-20,3.61238
2021-07-21,3.66972
2021-07-22,4.41513
2021-07-23,3.95642
2021-07-24,2.06422
2021-07-25,2.06422
2021-07-26,4.35779
2021-07-27,5.79128
2021-07-28,5.04587
2021-07-29,4.18577
2021-07-30,3.7844
2021-07-31,1.20412
2021-08-01,2.52293
2021-08-02,5.21788
2021-08-03,5.27522
2021-08-04,3.7844
2021-08-05,4.93119
2021-08-06,4.52981
2021-08-07,2.17889
2021-08-08,3.09633
2021-08-09,4.58715
2021-08-10,4.58715
2021-08-11,4.41513
2021-08-12,3.66972
2021-08-13,4.64449
2021-08-14,3.38302
2021-08-15,3.44036
2021-08-16,2.40825
2021-08-17,4.64449
2021-08-18,5.79128
2021-08-19,4.30045
2021-08-20,4.12844
2021-08-21,2.12155
2021-08-22,3.15366
2021-08-23,5.27522
2021-08-24,6.19266
2021-08-25,6.59403
2021-08-26,5.6766
2021-08-27,4.52981
2021-08-28,2.58027
2021-08-29,2.98165
2021-08-30,5.56192
2021-08-31,6.47935
2021-09-01,6.93807
2021-09-02,5.6766
2021-09-03,4.70183
2021-09-04,3.09633
2021-09-05,3.72706
2021-09-06,5.16055
2021-09-07,4.75917
2021-09-08,5.04587
2021-09-09,5.61926
2021-09-10,4.75917
2021-09-11,3.211
2021-09-12,4.01376
2021-09-13,6.07798
2021-09-14,5.79128
2021-09-15,6.13532
2021-09-16,4.41513
2021-09-17,4.52981
2021-09-18,2.69495
2021-09-19,3.44036
2021-09-20,4.98853
2021-09-21,3.89908
2021-09-22,4.81651
2021-09-23,7.74082
2021-09-24,7.8555
2021-09-25,4.64449
2021-09-26,4.81651
2021-09-27,7.91284
2021-09-28,6.93807
2021-09-29,5.50458
2021-09-30,4.93119
2021-10-01,4.24311
2021-10-02,2.52293
2021-10-03,2.63761
2021-10-04,3.7844
2021-10-05,5.79128
2021-10-06,6.76605
2021-10-07,5.56192
2021-10-08,4.93119
2021-10-09,2.75229
2021-10-10,2.40825
2021-10-11,2.92431
2021-10-12,5.27522
2021-10-13,5.9633
2021-10-14,6.47935
2021-10-15,5.6766
2021-10-16,3.66972
2021-10-17,3.55504
2021-10-18,5.44724
2021-10-19,6.19266
2021-10-20,6.99541
2021-10-21,6.88073
2021-10-22,5.56192
2021-10-23,2.75229
2021-10-24,3.66972
2021-10-25,8.54357
2021-10-26,7.5688
2021-10-27,6.42201
2021-10-28,7.16743
2021-10-29,7.39678
2021-10-30,3.95642
2021-10-31,3.89908
2021-11-01,6.65137
2021-11-02,8.25688
2021-11-03,9.461
2021-11-04,6.82339
2021-11-05,8.77293
2021-11-06,3.44036
2021-11-07,3.89908
2021-11-08,7.68348
2021-11-09,10.20642
2021-11-10,10.26376
2021-11-11,8.83027
2021-11-12,6.02064
2021-11-13,5.16055
2021-11-14,3.84174
2021-11-15,8.94495
2021-11-16,9.17431
2021-11-17,9.63302
2021-11-18,9.51834
2021-11-19,8.60091
2021-11-20,4.58715
2021-11-21,4.87385
2021-11-22,8.60091
2021-11-23,8.88761
2021-11-24,10.26376
2021-11-25,10.49311
2021-11-26,9.40366
2021-11-27,4.0711
2021-11-28,5.84862
2021-11-29,10.0344
2021-11-30,10.55045
2021-12-01,9.51834
2021-12-02,8.83027
2021-12-03,9.40366
2021-12-04,5.33256
2021-12-05,6.30733
2021-12-06,12.15596
2021-12-07,10.66513
2021-12-08,13.36009
2021-12-09,12.38532
2021-12-10,12.67201
2021-12-11,6.47935
2021-12-12,9.80504
2021-12-13,15.48165
2021-12-14,11.75458
2021-12-15,12.67201
2021-12-16,12.84403
2021-12-17,9.7477
2021-12-18,5.44724
2021-12-19,8.94495
2021-12-20,16.34174
2021-12-21,15.08027
2021-12-22,17.08715
2021-12-23,15.25229
2021-12-24,18.06192
2021-12-25,8.54357
2021-12-26,11.23853
2021-12-27,24.54128
2021-12-28,25.57339
2021-12-29,26.54816
2021-12-30,29.12844
2021-12-31,34.80504
2022-01-01,6.53669
2022-01-02,6.42201
2022-01-03,10.55045
2022-01-04,9.34633
2022-01-05,9.97706
2022-01-06,9.461
2022-01-07,6.47935
2022-01-08,4.41513
2022-01-09,4.75917
2022-01-10,9.11697
2022-01-11,8.42889
2022-01-12,9.80504
2022-01-13,9.05963
2022-01-14,7.51146
2022-01-15,12.67201
2022-01-16,10.83715
2022-01-17,34.00229
2022-01-18,39.22018
2022-01-19,33.37155
2022-01-20,36.41055
2022-01-21,40.19495
2022-01-22,15.59633
2022-01-23,15.88302
2022-01-24,38.01605
2022-01-25,37.32798
2022-01-26,29.47247
2022-01-27,25.91743
2022-01-28,20.6422
2022-01-29,8.31422
2022-01-30,8.31422
2022-01-31,6.47935
2022-02-01,6.53669
2022-02-02,10.20642
2022-02-03,19.38073
2022-02-04,18.63532
2022-02-05,9.23165
2022-02-06,7.8555
2022-02-07,18.40596
2022-02-08,17.37385
2022-02-09,18.97935
2022-02-10,17.71788
2022-02-11,17.25917
2022-02-12,7.22477
2022-02-13,8.37155
2022-02-14,19.26605
2022-02-15,19.61009
2022-02-16,22.41972
2022-02-17,21.50229
2022-02-18,19.15137
2022-02-19,7.79816
2022-02-20,7.74082
2022-02-21,18.69266
2022-02-22,18.40596
2022-02-23,18.75
2022-02-24,14.3922
2022-02-25,16.80045
2022-02-26,11.06651
2022-02-27,8.37155
2022-02-28,10.83715
2022-03-01,6.53669
2022-03-02,11.46788
2022-03-03,9.11697
2022-03-04,10.60779
2022-03-05,4.70183
2022-03-06,4.41513
2022-03-07,8.60091
2022-03-08,6.99541
2022-03-09,4.0711
2022-03-10,7.05275
2022-03-11,7.5688
2022-03-12,4.30045
2022-03-13,4.35779
2022-03-14,4.93119
2022-03-15,7.74082
2022-03-16,6.36467
2022-03-17,6.88073
2022-03-18,6.88073
2022-03-19,4.64449
2022-03-20,5.44724
2022-03-21,7.05275
2022-03-22,5.90596
2022-03-23,6.70871
2022-03-24,5.6766
2022-03-25,6.19266
2022-03-26,4.01376
2022-03-27,3.15366
2022-03-28,4.35779
2022-03-29,5.79128
2022-03-30,5.56192
2022-03-31,5.9633
2022-04-01,4.0711
2022-04-02,1.77752
2022-04-03,2.75229
2022-04-04,4.58715
2022-04-05,4.30045
2022-04-06,4.64449
2022-04-07,4.24311
2022-04-08,3.66972
2022-04-09,2.52293
2022-04-10,2.35091
2022-04-11,4.35779
2022-04-12,5.61926
2022-04-13,4.70183
2022-04-14,6.36467
2022-04-15,3.38302
2022-04-16,2.80963
2022-04-17,2.29357
2022-04-18,3.4977
2022-04-19,4.58715
2022-04-20,2.92431
2022-04-21,5.61926
2022-04-22,3.84174
2022-04-23,1.72018
2022-04-24,2.23623
2022-04-25,4.98853
2022-04-26,6.02064
2022-04-27,5.10321
2022-04-28,5.16055
2022-04-29,3.7844
2022-04-30,1.8922
2022-05-01,3.09633
2022-05-02,6.93807
2022-05-03,5.61926
2022-05-04,5.79128
2022-05-05,2.92431
2022-05-06,5.84862
2022-05-07,3.15366
2022-05-08,3.44036
2022-05-09,6.70871
2022-05-10,6.65137
2022-05-11,7.62614
2022-05-12,6.30733
2022-05-13,5.3899
2022-05-14,3.03899
2022-05-15,2.75229
2022-05-16,5.9633
2022-05-17,7.74082
2022-05-18,6.25
2022-05-19,7.5688
2022-05-20,6.82339
2022-05-21,3.38302
2022-05-22,3.44036
2022-05-23,6.36467
2022-05-24,7.68348
2022-05-25,7.62614
2022-05-26,6.19266
2022-05-27,6.13532
2022-05-28,3.55504
2022-05-29,2.75229
2022-05-30,6.53669
2022-05-31,5.21788
2022-06-01,2.17889
2022-06-02,4.47247
2022-06-03,3.26834
2022-06-04,1.66284
2022-06-05,3.26834
2022-06-06,1.94954
2022-06-07,2.46559
2022-06-08,3.211
2022-06-09,3.55504
2022-06-10,4.47247
2022-06-11,1.37614
2022-06-12,2.23623
2022-06-13,3.03899
2022-06-14,3.72706
2022-06-15,3.95642
2022-06-16,11.75458
2022-06-17,17.8899
2022-06-18,3.95642
2022-06-19,3.09633
2022-06-20,7.11009
2022-06-21,8.02752
2022-06-22,6.82339
2022-06-23,6.59403
2022-06-24,4.93119
2022-06-25,2.80963
2022-06-26,3.4977
2022-06-27,4.93119
2022-06-28,5.33256
2022-06-29,5.56192
2022-06-30,5.27522
2022-07-01,4.0711
2022-07-02,2.17889
2022-07-03,2.46559
2022-07-04,4.81651
2022-07-05,3.95642
2022-07-06,4.87385
2022-07-07,4.18577
2022-07-08,4.52981
2022-07-09,2.69495
2022-07-10,2.75229
2022-07-11,4.30045
2022-07-12,6.13532
2022-07-13,5.27522
2022-07-14,3.95642
2022-07-15,3.26834
2022-07-16,2.17889
2022-07-17,2.35091
2022-07-18,4.0711
2022-07-19,7.5688
2022-07-20,6.47935
2022-07-21,11.00917
2022-07-22,13.41743
2022-07-23,4.98853
2022-07-24,8.48623
2022-07-25,11.6399
2022-07-26,11.00917
2022-07-27,9.17431
2022-07-28,8.31422
2022-07-29,6.99541
2022-07-30,3.89908
2022-07-31,4.47247
2022-08-01,6.47935
2022-08-02,8.48623
2022-08-03,6.36467
2022-08-04,6.82339
2022-08-05,6.82339
2022-08-06,3.32568
2022-08-07,4.47247
2022-08-08,5.16055
2022-08-09,5.9633
2022-08-10,6.25
2022-08-11,6.70871
2022-08-12,6.07798
2022-08-13,3.211
2022-08-14,3.55504
2022-08-15,4.24311
2022-08-16,6.76605
2022-08-17,6.99541
2022-08-18,6.70871
2022-08-19,9.05963
2022-08-20,3.95642
2022-08-21,3.4977
2022-08-22,8.37155
2022-08-23,7.33944
2022-08-24,7.05275
2022-08-25,8.25688
2022-08-26,7.51146
2022-08-27,2.80963
2022-08-28,3.15366
2022-08-29,5.79128
2022-08-30,6.42201
2022-08-31,6.82339
2022-09-01,5.6766
2022-09-02,5.6766
2022-09-03,2.86697
2022-09-04,3.4977
2022-09-05,5.79128
2022-09-06,6.59403
2022-09-07,6.19266
2022-09-08,5.21788
2022-09-09,3.89908
2022-09-10,3.38302
2022-09-11,3.55504
2022-09-12,4.98853
2022-09-13,8.1422
2022-09-14,7.05275
2022-09-15,6.02064
2022-09-16,5.50458
2022-09-17,2.80963
2022-09-18,2.92431
2022-09-19,5.79128
2022-09-20,6.42201
2022-09-21,5.56192
2022-09-22,5.61926
2022-09-23,6.53669
2022-09-24,2.92431
2022-09-25,2.92431
2022-09-26,5.73394
2022-09-27,5.27522
2022-09-28,5.50458
2022-09-29,6.36467
2022-09-30,5.79128
2022-10-01,2.63761
2022-10-02,3.32568
2022-10-03,3.15366
2022-10-04,5.90596
2022-10-05,6.53669
2022-10-06,5.56192
2022-10-07,5.56192
2022-10-08,3.15366
2022-10-09,3.38302
2022-10-10,4.52981
2022-10-11,9.05963
2022-10-12,7.68348
2022-10-13,7.97018
2022-10-14,6.36467
2022-10-15,3.09633
2022-10-16,3.84174
2022-10-17,6.65137
2022-10-18,7.16743
2022-10-19,6.59403
2022-10-20,7.74082
2022-10-21,6.76605
2022-10-22,4.01376
2022-10-23,4.81651
2022-10-24,6.88073
2022-10-25,8.65825
2022-10-26,8.65825
2022-10-27,10.14908
2022-10-28,9.05963
2022-10-29,3.7844
2022-10-30,3.89908
2022-10-31,7.68348
2022-11-01,10.20642
2022-11-02,10.09174
2022-11-03,8.60091
2022-11-04,8.31422
2022-11-05,7.8555
2022-11-06,8.54357
2022-11-07,8.88761
2022-11-08,10.37844
2022-11-09,9.57568
2022-11-10,9.28899
2022-11-11,11.46788
2022-11-12,6.99541
2022-11-13,6.76605
2022-11-14,9.91972
2022-11-15,11.12385
2022-11-16,11.75458
2022-11-17,10.72247
2022-11-18,9.11697
2022-11-19,5.84862
2022-11-20,11.52522
2022-11-21,12.84403
2022-11-22,12.72935
2022-11-23,11.98394
2022-11-24,9.40366
2022-11-25,11.6399
2022-11-26,6.76605
2022-11-27,8.1422
2022-11-28,12.32798
2022-11-29,13.99082
2022-11-30,16.97247
2022-12-01,16.22706
2022-12-02,12.72935
2022-12-03,9.17431
2022-12-04,9.86238
2022-12-05,20.3555
2022-12-06,20.41284
2022-12-07,18.97935
2022-12-08,18.97935
2022-12-09,21.33027
2022-12-10,9.7477
2022-12-11,16.39908
2022-12-12,27.46559
2022-12-13,24.82798
2022-12-14,22.13302
2022-12-15,18.80733
2022-12-16,19.15137
2022-12-17,12.04128
2022-12-18,19.78211
2022-12-19,23.05045
2022-12-20,26.66284
2022-12-21,28.44036
2022-12-22,26.08944
2022-12-23,31.99541
2022-12-24,17.54587
2022-12-25,18.00458
2022-12-26,45.01146
2022-12-27,45.12614
2022-12-28,42.77522
2022-12-29,56.59403
2022-12-30,64.3922
2022-12-31,30.50458
2023-01-01,14.16284
2023-01-02,25.22935
2023-01-03,20.98623
2023-01-04,25.51605
2023-01-05,41.68577
2023-01-06,21.961
2023-01-07,12.72935
2023-01-08,15.59633
2023-01-09,28.09633
2023-01-10,27.86697
2023-01-11,27.06422
2023-01-12,19.43807
2023-01-13,21.67431
2023-01-14,12.44266
2023-01-15,26.26146
2023-01-16,62.78669
2023-01-17,63.8188
2023-01-18,79.18577
2023-01-19,73.16513
2023-01-20,69.26605
2023-01-21,28.95642
2023-01-22,23.10779
2023-01-23,30.04587
2023-01-24,36.98394
2023-01-25,99.1399
2023-01-26,89.62155
2023-01-27,70.98623
2023-01-28,35.55045
2023-01-29,30.16055
2023-01-30,62.27064
2023-01-31,58.71559
2023-02-01,46.67431
2023-02-02,44.49541
2023-02-03,42.02981
2023-02-04,20.6422
2023-02-05,22.41972
2023-02-06,38.07339
2023-02-07,37.55733
2023-02-08,37.5
2023-02-09,41.91513
2023-02-10,37.15596
2023-02-11,17.83256
2023-02-12,16.39908
2023-02-13,35.95183
2023-02-14,41.5711
2023-02-15,41.11238
2023-02-16,39.22018
2023-02-17,33.65825
2023-02-18,19.32339
2023-02-19,20.47018
2023-02-20,39.90825
2023-02-21,41.91513
2023-02-22,35.26376
2023-02-23,33.94495
2023-02-24,33.65825
2023-02-25,16.91513
2023-02-26,14.96559
2023-02-27,29.41513
2023-02-28,26.03211
2023-03-01,19.61009
2023-03-02,24.65596
2023-03-03,21.10091
2023-03-04,14.1055
2023-03-05,14.85091
2023-03-06,20.98623
2023-03-07,19.89678
2023-03-08,17.02981
2023-03-09,17.31651
2023-03-10,19.78211
2023-03-11,9.05963
2023-03-12,10.43577
2023-03-13,14.90825
2023-03-14,14.1055
2023-03-15,16.45642
2023-03-16,13.93348
2023-03-17,11.35321
2023-03-18,8.31422
2023-03-19,6.70871
2023-03-20,14.67889
2023-03-21,15.02293
2023-03-22,15.19495
2023-03-23,12.84403
2023-03-24,13.36009
2023-03-25,7.51146
2023-03-26,7.5688
2023-03-27,12.44266
2023-03-28,12.44266
2023-03-29,10.55045
2023-03-30,10.55045
2023-03-31,10.55045
2023-04-01,6.47935
2023-04-02,6.65137
2023-04-03,11.18119
2023-04-04,10.89449
2023-04-05,15.19495
2023-04-06,9.461
2023-04-07,10.20642
2023-04-08,4.64449
2023-04-09,4.98853
2023-04-10,9.91972
2023-04-11,10.95183
2023-04-12,9.80504
2023-04-13,9.40366
2023-04-14,7.28211
2023-04-15,5.90596
2023-04-16,6.47935
2023-04-17,9.11697
2023-04-18,9.17431
2023-04-19,8.60091
2023-04-20,7.45412
2023-04-21,9.51834
2023-04-22,5.27522
2023-04-23,5.27522
2023-04-24,8.83027
2023-04-25,11.69724
2023-04-26,9.57568
2023-04-27,7.68348
2023-04-28,7.8555
2023-04-29,4.70183
2023-04-30,4.12844
2023-05-01,8.54357
2023-05-02,12.38532
2023-05-03,12.09862
2023-05-04,10.20642
2023-05-05,7.5688
2023-05-06,7.45412
2023-05-07,7.8555
2023-05-08,12.15596
2023-05-09,11.52522
2023-05-10,12.95871
2023-05-11,14.44954
2023-05-12,12.32798
2023-05-13,7.28211
2023-05-14,6.36467
2023-05-15,12.2133
2023-05-16,13.93348
2023-05-17,13.36009
2023-05-18,13.01605
2023-05-19,12.32798
2023-05-20,6.30733
2023-05-21,7.97018
2023-05-22,13.87614
2023-05-23,14.73623
2023-05-24,14.56422
2023-05-25,14.90825
2023-05-26,12.09862
2023-05-27,7.8555
2023-05-28,8.42889
2023-05-29,8.48623
