date,샌드박스코인
2023-10-27,0.40806
2023-10-28,0.28937
2023-10-29,0.40928
2023-10-30,0.86139
2023-10-31,0.58976
2023-11-01,0.50472
2023-11-02,0.83203
2023-11-03,0.57508
2023-11-04,0.46924
2023-11-05,0.56774
2023-11-06,0.81062
2023-11-07,0.72129
2023-11-08,0.60077
2023-11-09,0.93481
2023-11-10,1.11223
2023-11-11,0.70967
2023-11-12,0.77819
2023-11-13,1.11406
2023-11-14,0.86017
2023-11-15,0.72619
2023-11-16,0.85834
2023-11-17,0.55611
2023-11-18,0.4882
2023-11-19,0.3689
2023-11-20,0.53103
2023-11-21,0.51573
2023-11-22,0.6228
2023-11-23,0.4827
2023-11-24,0.43192
2023-11-25,0.59649
2023-11-26,0.57997
2023-11-27,0.64421
2023-11-28,0.5243
2023-11-29,0.4986
2023-11-30,0.38726
2023-12-01,0.42825
2023-12-02,0.35789
2023-12-03,0.46924
2023-12-04,1.256
2023-12-05,1.19727
2023-12-06,1.45728
2023-12-07,1.01189
2023-12-08,1.06267
2023-12-09,1.26334
2023-12-10,2.47101
2023-12-11,1.69832
2023-12-12,1.03881
2023-12-13,0.72986
2023-12-14,0.7629
2023-12-15,0.57079
2023-12-16,0.40011
2023-12-17,0.40439
2023-12-18,0.56345
2023-12-19,0.57752
2023-12-20,0.51757
2023-12-21,0.62157
2023-12-22,0.69866
2023-12-23,0.45639
2023-12-24,0.50778
2023-12-25,1.08837
2023-12-26,2.37251
2023-12-27,1.20216
2023-12-28,0.83142
2023-12-29,0.66256
2023-12-30,0.54143
2023-12-31,0.51512
2024-01-01,1.28169
2024-01-02,0.95255
2024-01-03,0.82163
2024-01-04,0.73475
2024-01-05,0.57936
2024-01-06,0.58731
2024-01-07,0.53042
2024-01-08,0.80083
2024-01-09,0.74882
2024-01-10,0.64482
2024-01-11,1.3441
2024-01-12,0.89443
2024-01-13,0.61117
2024-01-14,0.45761
2024-01-15,0.56468
2024-01-16,0.53042
2024-01-17,0.56039
2024-01-18,0.52124
2024-01-19,0.50227
2024-01-20,0.36584
2024-01-21,0.33526
2024-01-22,0.47291
2024-01-23,0.58792
2024-01-24,0.51696
2024-01-25,0.4258
2024-01-26,0.39276
2024-01-27,0.33831
2024-01-28,0.3689
2024-01-29,0.38481
2024-01-30,0.40439
2024-01-31,0.40683
2024-02-01,0.40439
2024-02-02,0.3585
2024-02-03,0.31568
2024-02-04,0.31384
2024-02-05,0.41724
2024-02-06,0.31629
2024-02-07,0.27836
2024-02-08,0.31323
2024-02-09,0.33587
2024-02-10,0.39766
2024-02-11,0.34443
2024-02-12,0.37563
2024-02-13,0.64543
2024-02-14,0.56223
2024-02-15,0.91707
2024-02-16,0.71701
2024-02-17,0.69315
2024-02-18,0.5451
2024-02-19,0.79777
2024-02-20,0.82346
2024-02-21,0.58854
2024-02-22,0.58181
2024-02-23,0.50717
2024-02-24,0.46373
2024-02-25,0.45639
2024-02-26,0.78186
2024-02-27,1.29393
2024-02-28,1.47074
2024-02-29,2.14799
2024-03-01,1.63837
2024-03-02,2.16451
2024-03-03,1.87513
2024-03-04,1.99993
2024-03-05,2.79465
2024-03-06,2.01951
2024-03-07,1.79315
2024-03-08,1.62307
2024-03-09,1.82924
2024-03-10,2.31317
2024-03-11,2.48019
2024-03-12,2.356
2024-03-13,1.93264
2024-03-14,1.7283
2024-03-15,1.52824
2024-03-16,1.1367
2024-03-17,1.1159
2024-03-18,1.19849
2024-03-19,1.24682
2024-03-20,1.02658
