date,카카오주식
2021-01-19,5.58781
2021-01-20,6.06496
2021-01-21,5.58189
2021-01-22,6.01567
2021-01-23,2.08803
2021-01-24,1.88593
2021-01-25,6.49677
2021-01-26,5.75245
2021-01-27,5.35219
2021-01-28,5.34036
2021-01-29,5.52077
2021-01-30,2.12056
2021-01-31,1.72129
2021-02-01,4.39887
2021-02-02,3.97693
2021-02-03,3.98186
2021-02-04,3.54808
2021-02-05,3.23951
2021-02-06,1.39301
2021-02-07,1.32892
2021-02-08,5.78991
2021-02-09,5.97722
2021-02-10,6.32424
2021-02-11,2.37886
2021-02-12,2.59476
2021-02-13,2.72982
2021-02-14,2.25563
2021-02-15,6.89801
2021-02-16,7.20165
2021-02-17,5.90821
2021-02-18,5.65781
2021-02-19,5.05742
2021-02-20,1.96874
2021-02-21,2.02494
2021-02-22,4.77941
2021-02-23,4.9125
2021-02-24,4.808
2021-02-25,7.70937
2021-02-26,8.01399
2021-02-27,2.39562
2021-02-28,3.91975
2021-03-01,2.89052
2021-03-02,5.27135
2021-03-03,4.83265
2021-03-04,4.83166
2021-03-05,5.10671
2021-03-06,2.0486
2021-03-07,2.31774
2021-03-08,5.84216
2021-03-09,6.39128
2021-03-10,5.31177
2021-03-11,5.66372
2021-03-12,4.81884
2021-03-13,2.04071
2021-03-14,2.09888
2021-03-15,4.75181
2021-03-16,4.79223
2021-03-17,4.59999
2021-03-18,5.20826
2021-03-19,4.18593
2021-03-20,1.66116
2021-03-21,1.46892
2021-03-22,3.7137
2021-03-23,3.57766
2021-03-24,3.275
2021-03-25,3.46034
2021-03-26,3.30556
2021-03-27,1.36934
2021-03-28,1.35554
2021-03-29,4.73603
2021-03-30,4.34268
2021-03-31,4.52605
2021-04-01,4.2224
2021-04-02,4.3269
2021-04-03,1.81988
2021-04-04,1.59116
2021-04-05,4.26874
2021-04-06,10.8986
2021-04-07,6.77576
2021-04-08,6.55
2021-04-09,7.13954
2021-04-10,2.4597
2021-04-11,2.23394
2021-04-12,9.44545
2021-04-13,8.29496
2021-04-14,11.07211
2021-04-15,40.67136
2021-04-16,24.25691
2021-04-17,5.77907
2021-04-18,4.45605
2021-04-19,14.64583
2021-04-20,11.8115
2021-04-21,11.82234
2021-04-22,9.85655
2021-04-23,8.75338
2021-04-24,2.73574
2021-04-25,2.22507
2021-04-26,8.14314
2021-04-27,9.5677
2021-04-28,7.81485
2021-04-29,7.5536
2021-04-30,8.97126
2021-05-01,2.17774
2021-05-02,1.89185
2021-05-03,7.28249
2021-05-04,7.02518
2021-05-05,3.4909
2021-05-06,12.88805
2021-05-07,9.48094
2021-05-08,2.33844
2021-05-09,1.92931
2021-05-10,7.13461
2021-05-11,6.72154
2021-05-12,7.68176
2021-05-13,9.46911
2021-05-14,7.38502
2021-05-15,1.65524
2021-05-16,1.57933
2021-05-17,6.08468
2021-05-18,5.72386
2021-05-19,2.12747
2021-05-20,5.93384
2021-05-21,6.99955
2021-05-22,1.58032
2021-05-23,1.32991
2021-05-24,5.53063
2021-05-25,5.38965
2021-05-26,5.93483
2021-05-27,9.18617
2021-05-28,7.57726
2021-05-29,1.66609
2021-05-30,1.2816
2021-05-31,6.03834
2021-06-01,7.09025
2021-06-02,6.85759
2021-06-03,6.5362
2021-06-04,5.63612
2021-06-05,1.42554
2021-06-06,1.324
2021-06-07,5.60457
2021-06-08,5.96933
2021-06-09,6.26608
2021-06-10,8.83028
2021-06-11,8.00019
2021-06-12,1.78537
2021-06-13,1.4699
2021-06-14,12.04219
2021-06-15,11.95445
2021-06-16,9.9581
2021-06-17,11.75826
2021-06-18,17.02568
2021-06-19,3.48006
2021-06-20,2.71503
2021-06-21,12.84172
2021-06-22,11.44772
2021-06-23,20.41898
2021-06-24,23.63286
2021-06-25,15.82195
2021-06-26,3.28486
2021-06-27,2.31478
2021-06-28,10.76847
2021-06-29,10.09217
2021-06-30,11.01986
2021-07-01,9.32814
2021-07-02,8.9683
2021-07-03,2.48336
2021-07-04,1.94705
2021-07-05,9.02449
2021-07-06,9.35968
2021-07-07,9.79937
2021-07-08,9.4001
2021-07-09,8.69029
2021-07-10,2.13437
2021-07-11,1.77552
2021-07-12,8.0416
2021-07-13,7.65317
2021-07-14,7.51219
2021-07-15,7.28939
2021-07-16,7.50529
2021-07-17,1.94804
2021-07-18,1.70749
2021-07-19,7.50529
2021-07-20,8.69325
2021-07-21,13.14832
2021-07-22,8.75338
2021-07-23,8.05343
2021-07-24,2.18267
2021-07-25,1.79129
2021-07-26,8.47143
2021-07-27,7.53093
2021-07-28,6.89407
2021-07-29,6.33607
2021-07-30,6.79055
2021-07-31,2.22014
2021-08-01,1.91452
2021-08-02,6.14285
2021-08-03,7.3584
2021-08-04,7.55064
2021-08-05,6.82998
2021-08-06,9.32419
2021-08-07,2.35125
2021-08-08,1.92635
2021-08-09,8.74353
2021-08-10,7.55952
2021-08-11,7.15827
2021-08-12,7.02124
2021-08-13,7.29038
2021-08-14,2.59772
2021-08-15,2.23394
2021-08-16,2.91122
2021-08-17,8.32552
2021-08-18,7.21841
2021-08-19,6.71267
2021-08-20,6.31931
2021-08-21,2.00621
2021-08-22,1.672
2021-08-23,6.39621
2021-08-24,6.60521
2021-08-25,6.93941
2021-08-26,6.05609
2021-08-27,5.34628
2021-08-28,1.63355
2021-08-29,1.35456
2021-08-30,5.20826
2021-08-31,6.28875
2021-09-01,5.9299
2021-09-02,5.43993
2021-09-03,5.64795
2021-09-04,1.53891
2021-09-05,1.49258
2021-09-06,5.64696
2021-09-07,5.13037
2021-09-08,30.44708
2021-09-09,32.9334
2021-09-10,20.91782
2021-09-11,3.88919
2021-09-12,3.42288
2021-09-13,16.04574
2021-09-14,21.04599
2021-09-15,14.17262
2021-09-16,10.93902
2021-09-17,11.56011
2021-09-18,3.36373
2021-09-19,2.33055
2021-09-20,2.49026
2021-09-21,2.59969
2021-09-22,2.32562
2021-09-23,11.11845
2021-09-24,9.69586
2021-09-25,2.53068
2021-09-26,1.95888
2021-09-27,7.69261
2021-09-28,7.14151
2021-09-29,7.52107
2021-09-30,6.76097
2021-10-01,5.9437
2021-10-02,1.52412
2021-10-03,1.30822
2021-10-04,1.97762
2021-10-05,8.07216
2021-10-06,7.26277
2021-10-07,7.04589
2021-10-08,5.6933
2021-10-09,1.19682
2021-10-10,1.04599
2021-10-11,1.39892
2021-10-12,5.84117
2021-10-13,5.27135
2021-10-14,5.6164
2021-10-15,5.29403
2021-10-16,1.22344
2021-10-17,0.92965
2021-10-18,4.45408
2021-10-19,5.28614
2021-10-20,5.05644
2021-10-21,4.77645
2021-10-22,4.16128
2021-10-23,0.91092
2021-10-24,0.77783
2021-10-25,4.68871
2021-10-26,4.5714
2021-10-27,4.21649
2021-10-28,4.07551
2021-10-29,3.80933
2021-10-30,0.87938
2021-10-31,0.8222
2021-11-01,3.9089
2021-11-02,4.19086
2021-11-03,4.52703
2021-11-04,5.31966
2021-11-05,3.97988
2021-11-06,0.93853
2021-11-07,0.85867
2021-11-08,4.08438
2021-11-09,3.60033
2021-11-10,3.42189
2021-11-11,3.47118
2021-11-12,3.3095
2021-11-13,0.82811
2021-11-14,0.74727
2021-11-15,3.74032
2021-11-16,3.97101
2021-11-17,3.62498
2021-11-18,3.88721
2021-11-19,3.34006
2021-11-20,0.92374
2021-11-21,0.80248
2021-11-22,3.91975
2021-11-23,3.82905
2021-11-24,3.51949
2021-11-25,3.58456
2021-11-26,3.22373
2021-11-27,0.84191
2021-11-28,0.69601
2021-11-29,3.32232
2021-11-30,3.45048
2021-12-01,3.38048
2021-12-02,3.55301
2021-12-03,3.21782
2021-12-04,0.79854
2021-12-05,0.68615
2021-12-06,3.82609
2021-12-07,3.59934
2021-12-08,3.59244
2021-12-09,3.37556
2021-12-10,3.19317
2021-12-11,0.83698
2021-12-12,0.62996
2021-12-13,3.33908
2021-12-14,3.72948
2021-12-15,3.27993
2021-12-16,3.21881
2021-12-17,3.12219
2021-12-18,0.77389
2021-12-19,0.64573
2021-12-20,4.24705
2021-12-21,3.42978
2021-12-22,3.42682
2021-12-23,3.75018
2021-12-24,3.24345
2021-12-25,0.71671
2021-12-26,0.73741
2021-12-27,3.26415
2021-12-28,3.36767
2021-12-29,3.29077
2021-12-30,2.99107
2021-12-31,1.61679
2022-01-01,0.62601
2022-01-02,0.69305
2022-01-03,3.36865
2022-01-04,3.78468
2022-01-05,8.19046
2022-01-06,10.68566
2022-01-07,6.93941
2022-01-08,1.74693
2022-01-09,1.60891
2022-01-10,11.38758
2022-01-11,9.88613
2022-01-12,7.40375
2022-01-13,5.86286
2022-01-14,5.99102
2022-01-15,1.8327
2022-01-16,1.78537
2022-01-17,5.42416
2022-01-18,5.45472
2022-01-19,8.39453
2022-01-20,6.96998
2022-01-21,5.4074
2022-01-22,1.63257
2022-01-23,1.40878
2022-01-24,5.68442
2022-01-25,6.03834
2022-01-26,5.46458
2022-01-27,7.37023
2022-01-28,5.53753
2022-01-29,1.56553
2022-01-30,1.13866
2022-01-31,1.25794
2022-02-01,1.72327
2022-02-02,1.85537
2022-02-03,5.60556
2022-02-04,4.71533
2022-02-05,1.4906
2022-02-06,1.09331
2022-02-07,4.21156
2022-02-08,4.28944
2022-02-09,3.96904
2022-02-10,4.55464
2022-02-11,6.70971
2022-02-12,1.42554
2022-02-13,1.10809
2022-02-14,4.5921
2022-02-15,3.91679
2022-02-16,4.41169
2022-02-17,4.33775
2022-02-18,3.85764
2022-02-19,0.90599
2022-02-20,0.83107
2022-02-21,4.04298
2022-02-22,3.74328
2022-02-23,3.77581
2022-02-24,4.1879
2022-02-25,4.62167
2022-02-26,1.00852
2022-02-27,0.76009
2022-02-28,3.67033
2022-03-01,1.11204
2022-03-02,3.71863
2022-03-03,4.15044
2022-03-04,3.38837
2022-03-05,0.81332
2022-03-06,0.68615
2022-03-07,3.53822
2022-03-08,3.39922
2022-03-09,0.88923
2022-03-10,5.95849
2022-03-11,5.45078
2022-03-12,1.28949
2022-03-13,1.22935
2022-03-14,5.48627
2022-03-15,4.26381
2022-03-16,4.17705
2022-03-17,5.49908
2022-03-18,4.98151
2022-03-19,1.0312
2022-03-20,0.85572
2022-03-21,3.85862
2022-03-22,3.902
2022-03-23,4.06664
2022-03-24,3.55498
2022-03-25,3.69103
2022-03-26,0.68418
2022-03-27,0.64277
2022-03-28,3.51949
2022-03-29,3.53625
2022-03-30,3.5816
2022-03-31,3.37358
2022-04-01,2.96248
2022-04-02,0.62503
2022-04-03,0.48306
2022-04-04,3.07586
2022-04-05,3.2612
2022-04-06,3.24345
2022-04-07,3.69399
2022-04-08,3.69596
2022-04-09,0.69601
2022-04-10,0.50377
2022-04-11,3.45048
2022-04-12,3.38541
2022-04-13,3.39429
2022-04-14,3.11332
2022-04-15,2.74855
2022-04-16,0.62404
2022-04-17,0.5087
2022-04-18,2.96544
2022-04-19,2.84615
2022-04-20,2.69926
2022-04-21,2.94277
2022-04-22,2.87178
2022-04-23,0.60629
2022-04-24,0.5363
2022-04-25,3.3588
2022-04-26,3.18134
2022-04-27,3.36964
2022-04-28,3.04135
2022-04-29,2.78306
2022-04-30,0.57376
2022-05-01,0.54024
2022-05-02,2.92206
2022-05-03,2.787
2022-05-04,2.83334
2022-05-05,0.76305
2022-05-06,3.18233
2022-05-07,0.66249
2022-05-08,0.60334
2022-05-09,2.71405
2022-05-10,2.83629
2022-05-11,2.62434
2022-05-12,3.40415
2022-05-13,3.0798
2022-05-14,0.68319
2022-05-15,0.5087
2022-05-16,2.69137
2022-05-17,2.60856
2022-05-18,2.50012
2022-05-19,2.68053
2022-05-20,2.67757
2022-05-21,0.56095
2022-05-22,0.51954
2022-05-23,2.5711
2022-05-24,2.4459
2022-05-25,2.44392
2022-05-26,2.44688
2022-05-27,2.26549
2022-05-28,0.44363
2022-05-29,0.44659
2022-05-30,2.57307
2022-05-31,2.43801
2022-06-01,0.77783
2022-06-02,2.06831
2022-06-03,2.61842
2022-06-04,0.49982
2022-06-05,0.41504
2022-06-06,0.50771
2022-06-07,2.36111
2022-06-08,2.43209
2022-06-09,2.38477
2022-06-10,2.38182
2022-06-11,0.60235
2022-06-12,0.71375
2022-06-13,3.54019
2022-06-14,3.38739
2022-06-15,3.43668
2022-06-16,3.12219
2022-06-17,2.95953
2022-06-18,0.81431
2022-06-19,0.61221
2022-06-20,3.55202
2022-06-21,2.9753
2022-06-22,2.93882
2022-06-23,3.12515
2022-06-24,3.1005
2022-06-25,0.73347
2022-06-26,0.63686
2022-06-27,2.80376
2022-06-28,2.48237
2022-06-29,2.30689
2022-06-30,2.24774
2022-07-01,2.62236
2022-07-02,0.62503
2022-07-03,0.52053
2022-07-04,2.41336
2022-07-05,3.06698
2022-07-06,2.92108
2022-07-07,2.64011
2022-07-08,2.49519
2022-07-09,0.52545
2022-07-10,0.48503
2022-07-11,2.49815
2022-07-12,2.13634
2022-07-13,2.19253
2022-07-14,2.24084
2022-07-15,2.16197
2022-07-16,0.5087
2022-07-17,0.37856
2022-07-18,2.58786
2022-07-19,2.32562
2022-07-20,2.41928
2022-07-21,2.36604
2022-07-22,2.04958
2022-07-23,0.45546
2022-07-24,0.38842
2022-07-25,2.16296
2022-07-26,2.03282
2022-07-27,1.7903
2022-07-28,2.01804
2022-07-29,2.19845
2022-07-30,0.51855
2022-07-31,0.43081
2022-08-01,2.23788
2022-08-02,2.02494
2022-08-03,2.79686
2022-08-04,4.31606
2022-08-05,3.08867
2022-08-06,0.61122
2022-08-07,0.43969
2022-08-08,2.53167
2022-08-09,2.5849
2022-08-10,2.36506
2022-08-11,2.85305
2022-08-12,2.45083
2022-08-13,0.50771
2022-08-14,0.50278
2022-08-15,0.56587
2022-08-16,2.48336
2022-08-17,2.35816
2022-08-18,2.30591
2022-08-19,2.37393
2022-08-20,0.62404
2022-08-21,0.52841
2022-08-22,2.40646
2022-08-23,2.20929
2022-08-24,2.06536
2022-08-25,2.12845
2022-08-26,1.9924
2022-08-27,0.5087
2022-08-28,0.38744
2022-08-29,2.15704
2022-08-30,2.01804
2022-08-31,2.07029
2022-09-01,1.92832
2022-09-02,1.8948
2022-09-03,0.55207
2022-09-04,0.43673
2022-09-05,1.97762
2022-09-06,1.91058
2022-09-07,2.16493
2022-09-08,1.71439
2022-09-09,0.52743
2022-09-10,0.43377
2022-09-11,0.41898
2022-09-12,0.68911
2022-09-13,2.62926
2022-09-14,2.37886
2022-09-15,1.94114
2022-09-16,1.80213
2022-09-17,0.7315
2022-09-18,0.67728
2022-09-19,2.53462
2022-09-20,2.13437
2022-09-21,2.13634
2022-09-22,2.5504
2022-09-23,2.10381
2022-09-24,0.66545
2022-09-25,0.56292
2022-09-26,2.75052
2022-09-27,2.54251
2022-09-28,2.76728
2022-09-29,2.57997
2022-09-30,2.22704
2022-10-01,0.72263
2022-10-02,0.59052
2022-10-03,0.82022
2022-10-04,3.01178
2022-10-05,2.77911
2022-10-06,2.35816
2022-10-07,5.43402
2022-10-08,1.68778
2022-10-09,1.30132
2022-10-10,1.41864
2022-10-11,5.27234
2022-10-12,4.81096
2022-10-13,5.06827
2022-10-14,4.18297
2022-10-15,24.87011
2022-10-16,35.82984
2022-10-17,100.0
2022-10-18,29.20885
2022-10-19,19.07231
2022-10-20,10.74284
2022-10-21,7.55261
2022-10-22,3.45147
2022-10-23,2.74362
2022-10-24,5.82737
2022-10-25,4.83462
2022-10-26,4.59801
2022-10-27,4.69167
2022-10-28,3.78666
2022-10-29,1.49849
2022-10-30,1.07753
2022-10-31,3.48203
2022-11-01,3.97003
2022-11-02,4.03903
2022-11-03,3.98383
2022-11-04,3.24345
2022-11-05,0.99669
2022-11-06,0.8774
2022-11-07,3.20106
2022-11-08,3.36767
2022-11-09,3.53329
2022-11-10,3.03938
2022-11-11,10.47173
2022-11-12,1.87607
2022-11-13,1.29639
2022-11-14,4.64139
2022-11-15,3.74229
2022-11-16,3.29176
2022-11-17,3.15078
2022-11-18,2.65687
2022-11-19,0.72755
2022-11-20,0.70587
2022-11-21,2.77714
2022-11-22,2.54941
2022-11-23,2.96445
2022-11-24,2.74658
2022-11-25,2.27436
2022-11-26,0.64277
2022-11-27,0.59446
2022-11-28,2.21324
2022-11-29,2.26746
2022-11-30,2.36604
2022-12-01,2.63617
2022-12-02,2.14718
2022-12-03,0.50672
2022-12-04,0.64474
2022-12-05,2.35914
2022-12-06,2.17479
2022-12-07,2.15704
2022-12-08,2.13141
2022-12-09,2.3552
2022-12-10,0.71474
2022-12-11,0.68023
2022-12-12,2.60462
2022-12-13,2.22802
2022-12-14,2.24675
2022-12-15,2.64602
2022-12-16,2.36308
2022-12-17,0.6615
2022-12-18,0.58855
2022-12-19,2.07423
2022-12-20,2.02001
2022-12-21,2.01902
2022-12-22,2.0555
2022-12-23,2.00029
2022-12-24,0.54024
2022-12-25,0.57672
2022-12-26,2.0969
2022-12-27,2.08507
2022-12-28,2.11958
2022-12-29,2.15014
2022-12-30,1.38808
2022-12-31,0.60925
2023-01-01,0.58954
2023-01-02,1.98846
2023-01-03,2.18957
2023-01-04,2.61053
2023-01-05,3.16261
2023-01-06,2.75841
2023-01-07,0.90106
2023-01-08,0.68023
2023-01-09,4.1041
2023-01-10,3.46231
2023-01-11,3.44555
2023-01-12,3.32922
2023-01-13,3.31049
2023-01-14,0.93064
2023-01-15,0.95824
2023-01-16,4.55661
2023-01-17,3.61216
2023-01-18,2.81461
2023-01-19,2.57701
2023-01-20,2.3966
2023-01-21,0.70192
2023-01-22,0.65263
2023-01-23,0.74826
2023-01-24,0.76699
2023-01-25,3.25923
2023-01-26,3.38739
2023-01-27,3.61906
2023-01-28,0.90797
2023-01-29,0.73643
2023-01-30,3.24641
2023-01-31,2.94967
2023-02-01,3.08769
2023-02-02,3.4564
2023-02-03,4.07748
2023-02-04,0.98289
2023-02-05,0.77093
2023-02-06,3.22373
2023-02-07,3.85862
2023-02-08,4.22339
2023-02-09,4.36239
2023-02-10,5.09784
2023-02-11,1.1495
2023-02-12,0.78375
2023-02-13,3.82609
2023-02-14,3.763
2023-02-15,3.59442
2023-02-16,3.81327
2023-02-17,3.13106
2023-02-18,0.86755
2023-02-19,0.61517
2023-02-20,3.39429
2023-02-21,3.12515
2023-02-22,3.35288
2023-02-23,3.11529
2023-02-24,2.72686
2023-02-25,0.65263
2023-02-26,0.54813
2023-02-27,2.71799
2023-02-28,2.78503
2023-03-01,0.86459
2023-03-02,2.61743
2023-03-03,2.52772
2023-03-04,0.67925
2023-03-05,0.52644
2023-03-06,3.0798
2023-03-07,4.25888
2023-03-08,3.72948
2023-03-09,3.13008
2023-03-10,2.80672
2023-03-11,0.80248
2023-03-12,2.46463
2023-03-13,5.9092
2023-03-14,4.02326
2023-03-15,3.50865
2023-03-16,3.20205
2023-03-17,3.14881
2023-03-18,0.72657
2023-03-19,0.61221
2023-03-20,3.13994
2023-03-21,2.9822
2023-03-22,2.99797
2023-03-23,3.00586
2023-03-24,2.67264
2023-03-25,0.68319
2023-03-26,0.53827
2023-03-27,2.64208
2023-03-28,2.70518
2023-03-29,2.5435
2023-03-30,2.76433
2023-03-31,2.61448
2023-04-01,0.6477
2023-04-02,0.55306
2023-04-03,2.4528
2023-04-04,2.49125
2023-04-05,2.49322
2023-04-06,2.98121
2023-04-07,2.92206
2023-04-08,0.67235
2023-04-09,0.5639
2023-04-10,3.12416
2023-04-11,3.21782
2023-04-12,2.86488
2023-04-13,2.79193
2023-04-14,2.98121
2023-04-15,0.62404
2023-04-16,0.5156
2023-04-17,2.69335
2023-04-18,2.53561
2023-04-19,2.6549
2023-04-20,2.4597
2023-04-21,2.56716
2023-04-22,0.60334
2023-04-23,0.46828
2023-04-24,2.24873
2023-04-25,2.81066
2023-04-26,2.45773
2023-04-27,2.61941
2023-04-28,2.78109
2023-04-29,0.62305
2023-04-30,0.50475
2023-05-01,0.98979
2023-05-02,2.34041
2023-05-03,2.25957
2023-05-04,2.40153
2023-05-05,0.68418
2023-05-06,0.54616
2023-05-07,0.43673
2023-05-08,3.2119
2023-05-09,2.34534
2023-05-10,2.25365
2023-05-11,2.47843
2023-05-12,2.02494
2023-05-13,0.48503
2023-05-14,0.43574
2023-05-15,2.10972
2023-05-16,2.3621
2023-05-17,2.3966
2023-05-18,2.18465
2023-05-19,2.27534
2023-05-20,0.61517
2023-05-21,0.47419
2023-05-22,2.44787
2023-05-23,2.29013
2023-05-24,2.06141
2023-05-25,2.20732
2023-05-26,2.45477
2023-05-27,0.87543
2023-05-28,0.57278
2023-05-29,0.75812
