date,돈많이버는직업
2023-07-14,18.0625
2023-07-15,14.75
2023-07-16,18.875
2023-07-17,21.3125
2023-07-18,21.1875
2023-07-19,19.25
2023-07-20,17.1875
2023-07-21,15.125
2023-07-22,15.81249
2023-07-23,17.6875
2023-07-24,19.0625
2023-07-25,18.5
2023-07-26,17.3125
2023-07-27,19.25
2023-07-28,16.3125
2023-07-29,16.0625
2023-07-30,17.875
2023-07-31,19.875
2023-08-01,16.75
2023-08-02,20.75
2023-08-03,18.25
2023-08-04,19.75
2023-08-05,17.37499
2023-08-06,18.625
2023-08-07,19.8125
2023-08-08,23.75
2023-08-09,19.5
2023-08-10,18.875
2023-08-11,18.1875
2023-08-12,18.0625
2023-08-13,21.5625
2023-08-14,20.37499
2023-08-15,20.25
2023-08-16,25.75
2023-08-17,26.68749
2023-08-18,20.125
2023-08-19,20.9375
2023-08-20,24.9375
2023-08-21,23.375
2023-08-22,24.25
2023-08-23,26.4375
2023-08-24,24.75
2023-08-25,20.6875
2023-08-26,16.375
2023-08-27,22.125
2023-08-28,31.0
2023-08-29,24.75
2023-08-30,22.125
2023-08-31,22.1875
2023-09-01,18.6875
2023-09-02,16.5
2023-09-03,21.4375
2023-09-04,26.68749
2023-09-05,25.37499
2023-09-06,18.81249
2023-09-07,21.9375
2023-09-08,20.1875
2023-09-09,15.125
2023-09-10,19.9375
2023-09-11,25.0625
2023-09-12,22.6875
2023-09-13,24.6875
2023-09-14,21.9375
2023-09-15,18.75
2023-09-16,17.125
2023-09-17,20.9375
2023-09-18,23.125
2023-09-19,22.125
2023-09-20,17.0
2023-09-21,18.4375
2023-09-22,16.8125
2023-09-23,15.75
2023-09-24,17.24999
2023-09-25,18.125
2023-09-26,18.125
2023-09-27,14.1875
2023-09-28,15.125
2023-09-29,13.6875
2023-09-30,13.625
2023-10-01,16.3125
2023-10-02,17.37499
2023-10-03,18.25
2023-10-04,20.0
2023-10-05,18.625
2023-10-06,12.9375
2023-10-07,13.25
2023-10-08,15.4375
2023-10-09,20.0625
2023-10-10,20.875
2023-10-11,21.75
2023-10-12,18.5625
2023-10-13,16.5
2023-10-14,17.0
2023-10-15,19.875
2023-10-16,22.0
2023-10-17,20.0
2023-10-18,20.75
2023-10-19,20.4375
2023-10-20,16.75
2023-10-21,14.0625
2023-10-22,18.375
2023-10-23,22.125
2023-10-24,21.1875
2023-10-25,21.125
2023-10-26,20.1875
2023-10-27,15.5625
2023-10-28,15.0625
2023-10-29,15.875
2023-10-30,21.6875
2023-10-31,18.1875
2023-11-01,18.5
2023-11-02,17.9375
2023-11-03,15.68749
2023-11-04,16.1875
2023-11-05,20.0
2023-11-06,20.0625
2023-11-07,17.9375
2023-11-08,19.8125
2023-11-09,17.6875
2023-11-10,16.0
2023-11-11,14.0625
2023-11-12,16.5625
2023-11-13,20.0625
2023-11-14,20.125
2023-11-15,19.4375
2023-11-16,17.0
2023-11-17,16.4375
2023-11-18,15.0625
2023-11-19,17.9375
2023-11-20,23.0
2023-11-21,19.375
2023-11-22,18.25
2023-11-23,19.625
2023-11-24,18.81249
2023-11-25,16.0
2023-11-26,18.625
2023-11-27,22.0625
2023-11-28,17.3125
2023-11-29,18.0
2023-11-30,19.0625
2023-12-01,18.4375
2023-12-02,16.9375
2023-12-03,18.75
2023-12-04,18.625
2023-12-05,20.875
2023-12-06,19.4375
2023-12-07,20.5625
2023-12-08,18.5
2023-12-09,13.125
2023-12-10,18.81249
2023-12-11,22.8125
2023-12-12,22.0
2023-12-13,20.6875
2023-12-14,19.625
2023-12-15,19.1875
2023-12-16,14.8125
2023-12-17,18.6875
2023-12-18,21.625
2023-12-19,17.75
2023-12-20,17.24999
2023-12-21,16.1875
2023-12-22,14.0
2023-12-23,12.375
2023-12-24,12.875
2023-12-25,13.4375
2023-12-26,18.5625
2023-12-27,16.6875
2023-12-28,17.3125
2023-12-29,15.0625
2023-12-30,14.5625
2023-12-31,14.0625
2024-01-01,18.125
2024-01-02,18.81249
2024-01-03,19.3125
2024-01-04,17.6875
2024-01-05,14.5625
2024-01-06,15.81249
2024-01-07,17.5625
2024-01-08,16.625
2024-01-09,19.625
2024-01-10,17.9375
2024-01-11,19.625
2024-01-12,16.75
2024-01-13,16.3125
2024-01-14,20.25
2024-01-15,21.6875
2024-01-16,17.8125
2024-01-17,19.375
2024-01-18,19.375
2024-01-19,18.25
2024-01-20,16.125
2024-01-21,21.3125
2024-01-22,19.875
2024-01-23,18.5
2024-01-24,18.375
2024-01-25,21.125
2024-01-26,19.4375
2024-01-27,16.5
2024-01-28,20.4375
2024-01-29,22.0
2024-01-30,23.3125
2024-01-31,19.0625
2024-02-01,19.9375
2024-02-02,18.125
2024-02-03,15.5
2024-02-04,20.49999
2024-02-05,22.375
2024-02-06,17.875
2024-02-07,16.25
2024-02-08,17.3125
2024-02-09,17.875
2024-02-10,19.0625
2024-02-11,18.1875
2024-02-12,20.9375
2024-02-13,23.5
2024-02-14,19.8125
2024-02-15,22.0
2024-02-16,18.75
2024-02-17,14.6875
2024-02-18,19.9375
2024-02-19,23.5
2024-02-20,22.75
2024-02-21,23.0
2024-02-22,19.25
2024-02-23,20.875
2024-02-24,20.4375
2024-02-25,21.875
2024-02-26,23.1875
2024-02-27,20.3125
2024-02-28,23.3125
2024-02-29,17.0
2024-03-01,17.8125
2024-03-02,17.0
2024-03-03,20.3125
2024-03-04,28.8125
2024-03-05,25.12499
2024-03-06,23.5
2024-03-07,22.5
2024-03-08,18.6875
2024-03-09,15.75
2024-03-10,23.25
2024-03-11,22.4375
2024-03-12,23.75
2024-03-13,17.8125
2024-03-14,18.5
2024-03-15,17.1875
2024-03-16,16.375
2024-03-17,20.5625
2024-03-18,19.125
2024-03-19,19.1875
2024-03-20,17.3125
