date,아파트시세조회
2023-05-30,21.7877
2023-05-31,21.7877
2023-06-01,17.9702
2023-06-02,17.50465
2023-06-03,17.78398
2023-06-04,18.15642
2023-06-05,19.08752
2023-06-06,20.11173
2023-06-07,17.0391
2023-06-08,22.34636
2023-06-09,16.75977
2023-06-10,15.27001
2023-06-11,15.1769
2023-06-12,21.50837
2023-06-13,16.57355
2023-06-14,16.66666
2023-06-15,18.24953
2023-06-16,16.48044
2023-06-17,13.03538
2023-06-18,16.01489
2023-06-19,19.73929
2023-06-20,15.1769
2023-06-21,19.08752
2023-06-22,16.75977
2023-06-23,20.01862
2023-06-24,12.75605
2023-06-25,14.33891
2023-06-26,15.92178
2023-06-27,17.31843
2023-06-28,18.80819
2023-06-29,20.85661
2023-06-30,16.94599
2023-07-01,16.94599
2023-07-02,16.20111
2023-07-03,19.64618
2023-07-04,16.108
2023-07-05,21.32216
2023-07-06,19.8324
2023-07-07,14.24581
2023-07-08,11.73184
2023-07-09,15.92178
2023-07-10,16.29422
2023-07-11,14.99068
2023-07-12,14.80446
2023-07-13,18.62197
2023-07-14,13.68715
2023-07-15,16.48044
2023-07-16,17.87709
2023-07-17,22.34636
2023-07-18,20.7635
2023-07-19,20.29795
2023-07-20,17.22532
2023-07-21,19.08752
2023-07-22,16.66666
2023-07-23,19.64618
2023-07-24,23.83612
2023-07-25,18.24953
2023-07-26,17.9702
2023-07-27,20.85661
2023-07-28,18.71508
2023-07-29,17.22532
2023-07-30,17.13221
2023-07-31,17.41154
2023-08-01,18.52886
2023-08-02,17.0391
2023-08-03,18.52886
2023-08-04,15.45623
2023-08-05,13.2216
2023-08-06,15.36312
2023-08-07,17.0391
2023-08-08,18.99441
2023-08-09,19.73929
2023-08-10,16.57355
2023-08-11,16.48044
2023-08-12,17.87709
2023-08-13,18.71508
2023-08-14,17.87709
2023-08-15,17.0391
2023-08-16,18.52886
2023-08-17,25.41899
2023-08-18,20.7635
2023-08-19,19.08752
2023-08-20,15.82867
2023-08-21,23.37057
2023-08-22,21.69459
2023-08-23,21.69459
2023-08-24,19.27374
2023-08-25,20.94972
2023-08-26,18.15642
2023-08-27,15.64245
2023-08-28,20.85661
2023-08-29,19.27374
2023-08-30,17.59776
2023-08-31,22.7188
2023-09-01,24.48789
2023-09-02,23.83612
2023-09-03,34.54376
2023-09-04,33.9851
2023-09-05,29.23649
2023-09-06,34.63687
2023-09-07,33.70577
2023-09-08,30.54003
2023-09-09,30.72625
2023-09-10,30.2607
2023-09-11,30.54003
2023-09-12,32.96089
2023-09-13,30.2607
2023-09-14,34.82309
2023-09-15,32.86778
2023-09-16,30.54003
2023-09-17,35.28864
2023-09-18,36.8715
2023-09-19,28.77094
2023-09-20,26.4432
2023-09-21,26.07076
2023-09-22,24.86033
2023-09-23,27.46741
2023-09-24,22.25325
2023-09-25,27.00186
2023-09-26,26.81564
2023-09-27,20.11173
2023-09-28,19.08752
2023-09-29,23.37057
2023-09-30,27.28119
2023-10-01,22.81191
2023-10-02,26.07076
2023-10-03,27.56052
2023-10-04,28.49162
2023-10-05,21.13594
2023-10-06,20.11173
2023-10-07,20.7635
2023-10-08,19.8324
2023-10-09,30.07448
2023-10-10,30.63314
2023-10-11,27.93296
2023-10-12,27.3743
2023-10-13,21.04283
2023-10-14,19.73929
2023-10-15,19.64618
2023-10-16,26.90875
2023-10-17,28.49162
2023-10-18,25.97765
2023-10-19,26.90875
2023-10-20,24.39478
2023-10-21,20.7635
2023-10-22,24.86033
2023-10-23,31.09869
2023-10-24,28.11918
2023-10-25,23.27746
2023-10-26,22.7188
2023-10-27,21.32216
2023-10-28,18.34264
2023-10-29,18.71508
2023-10-30,24.95344
2023-10-31,23.83612
2023-11-01,27.93296
2023-11-02,24.95344
2023-11-03,24.30167
2023-11-04,22.99813
2023-11-05,21.69459
2023-11-06,27.00186
2023-11-07,22.34636
2023-11-08,25.60521
2023-11-09,24.95344
2023-11-10,24.76722
2023-11-11,16.29422
2023-11-12,19.64618
2023-11-13,24.67411
2023-11-14,24.95344
2023-11-15,22.81191
2023-11-16,21.97392
2023-11-17,20.11173
2023-11-18,17.50465
2023-11-19,18.9013
2023-11-20,25.97765
2023-11-21,27.74674
2023-11-22,25.04655
2023-11-23,24.76722
2023-11-24,23.27746
2023-11-25,20.67039
2023-11-26,21.7877
2023-11-27,26.62942
2023-11-28,24.20856
2023-11-29,23.09124
2023-11-30,23.6499
2023-12-01,22.16014
2023-12-02,19.55307
2023-12-03,24.30167
2023-12-04,25.5121
2023-12-05,30.16759
2023-12-06,25.79143
2023-12-07,26.16387
2023-12-08,22.53258
2023-12-09,17.13221
2023-12-10,20.85661
2023-12-11,20.20484
2023-12-12,19.45996
2023-12-13,17.50465
2023-12-14,23.37057
2023-12-15,17.22532
2023-12-16,18.34264
2023-12-17,19.73929
2023-12-18,23.74301
2023-12-19,20.85661
2023-12-20,17.13221
2023-12-21,20.11173
2023-12-22,18.9013
2023-12-23,23.83612
2023-12-24,25.97765
2023-12-25,24.39478
2023-12-26,30.35381
2023-12-27,23.74301
2023-12-28,24.95344
2023-12-29,19.08752
2023-12-30,17.41154
2023-12-31,17.87709
2024-01-01,23.55679
2024-01-02,27.93296
2024-01-03,29.05027
2024-01-04,26.53631
2024-01-05,21.04283
2024-01-06,21.22905
2024-01-07,23.27746
2024-01-08,28.77094
2024-01-09,27.46741
2024-01-10,27.74674
2024-01-11,26.62942
2024-01-12,21.13594
2024-01-13,21.41527
2024-01-14,21.32216
2024-01-15,34.07821
2024-01-16,27.83985
2024-01-17,26.81564
2024-01-18,25.04655
2024-01-19,25.79143
2024-01-20,22.25325
2024-01-21,20.7635
2024-01-22,22.34636
2024-01-23,22.25325
2024-01-24,26.07076
2024-01-25,23.55679
2024-01-26,18.62197
2024-01-27,16.48044
2024-01-28,22.81191
2024-01-29,24.20856
2024-01-30,29.14338
2024-01-31,21.32216
2024-02-01,26.25698
2024-02-02,22.25325
2024-02-03,16.85288
2024-02-04,20.94972
2024-02-05,21.97392
2024-02-06,17.9702
2024-02-07,15.92178
2024-02-08,17.22532
2024-02-09,16.01489
2024-02-10,15.82867
2024-02-11,17.50465
2024-02-12,21.41527
2024-02-13,27.74674
2024-02-14,24.39478
2024-02-15,23.09124
2024-02-16,22.81191
2024-02-17,17.50465
2024-02-18,15.64245
2024-02-19,24.11545
2024-02-20,22.25325
2024-02-21,20.11173
2024-02-22,22.16014
2024-02-23,20.94972
2024-02-24,16.66666
2024-02-25,19.73929
2024-02-26,24.11545
2024-02-27,22.81191
2024-02-28,21.22905
2024-02-29,18.99441
2024-03-01,15.27001
2024-03-02,19.64618
2024-03-03,18.62197
2024-03-04,26.90875
2024-03-05,23.18435
2024-03-06,25.60521
2024-03-07,24.11545
2024-03-08,22.99813
2024-03-09,18.52886
2024-03-10,18.06331
2024-03-11,23.74301
2024-03-12,22.90502
2024-03-13,26.07076
2024-03-14,22.06703
2024-03-15,17.78398
2024-03-16,18.43575
2024-03-17,20.01862
2024-03-18,23.27746
2024-03-19,24.48789
2024-03-20,18.34264
