date,모델하우스
2023-05-30,57.72266
2023-05-31,54.67869
2023-06-01,51.18376
2023-06-02,56.59526
2023-06-03,56.03156
2023-06-04,55.80608
2023-06-05,48.81623
2023-06-06,61.5558
2023-06-07,55.80608
2023-06-08,54.79143
2023-06-09,58.39909
2023-06-10,63.35963
2023-06-11,39.23337
2023-06-12,25.81736
2023-06-13,22.66065
2023-06-14,24.91544
2023-06-15,23.67531
2023-06-16,23.90078
2023-06-17,29.76324
2023-06-18,27.62119
2023-06-19,21.19503
2023-06-20,22.99887
2023-06-21,20.85682
2023-06-22,26.04284
2023-06-23,26.15558
2023-06-24,27.28297
2023-06-25,30.7779
2023-06-26,21.75873
2023-06-27,22.43517
2023-06-28,25.70462
2023-06-29,24.239
2023-06-30,29.6505
2023-07-01,31.45434
2023-07-02,32.46899
2023-07-03,26.94475
2023-07-04,27.84667
2023-07-05,24.46448
2023-07-06,27.73393
2023-07-07,25.02818
2023-07-08,28.63585
2023-07-09,34.04735
2023-07-10,21.19503
2023-07-11,22.32243
2023-07-12,23.22435
2023-07-13,23.90078
2023-07-14,21.87147
2023-07-15,26.71927
2023-07-16,27.39571
2023-07-17,22.88613
2023-07-18,23.90078
2023-07-19,20.63134
2023-07-20,22.66065
2023-07-21,23.78804
2023-07-22,29.31228
2023-07-23,31.00338
2023-07-24,25.81736
2023-07-25,25.59188
2023-07-26,22.66065
2023-07-27,22.88613
2023-07-28,22.09695
2023-07-29,26.94475
2023-07-30,25.9301
2023-07-31,25.14092
2023-08-01,22.77339
2023-08-02,21.08229
2023-08-03,26.83201
2023-08-04,24.01352
2023-08-05,25.3664
2023-08-06,25.81736
2023-08-07,22.43517
2023-08-08,23.22435
2023-08-09,21.08229
2023-08-10,21.42051
2023-08-11,22.09695
2023-08-12,30.10146
2023-08-13,37.09131
2023-08-14,29.0868
2023-08-15,36.86583
2023-08-16,25.3664
2023-08-17,25.14092
2023-08-18,24.01352
2023-08-19,29.19954
2023-08-20,32.80721
2023-08-21,21.53325
2023-08-22,25.25366
2023-08-23,23.67531
2023-08-24,24.35174
2023-08-25,26.04284
2023-08-26,32.46899
2023-08-27,35.062
2023-08-28,23.44983
2023-08-29,24.01352
2023-08-30,23.11161
2023-08-31,23.90078
2023-09-01,21.42051
2023-09-02,26.60653
2023-09-03,29.19954
2023-09-04,24.8027
2023-09-05,24.91544
2023-09-06,21.87147
2023-09-07,23.44983
2023-09-08,25.25366
2023-09-09,27.84667
2023-09-10,31.11612
2023-09-11,24.91544
2023-09-12,21.53325
2023-09-13,24.68996
2023-09-14,26.71927
2023-09-15,26.15558
2023-09-16,28.63585
2023-09-17,31.67981
2023-09-18,21.19503
2023-09-19,22.32243
2023-09-20,20.40586
2023-09-21,22.09695
2023-09-22,22.54791
2023-09-23,27.50845
2023-09-24,29.76324
2023-09-25,18.26381
2023-09-26,17.36189
2023-09-27,17.13641
2023-09-28,12.73957
2023-09-29,15.78354
2023-09-30,17.13641
2023-10-01,20.29312
2023-10-02,20.85682
2023-10-03,26.60653
2023-10-04,20.5186
2023-10-05,19.3912
2023-10-06,21.42051
2023-10-07,26.60653
2023-10-08,28.86133
2023-10-09,31.00338
2023-10-10,20.96956
2023-10-11,21.87147
2023-10-12,24.239
2023-10-13,27.50845
2023-10-14,31.56708
2023-10-15,32.69447
2023-10-16,27.17023
2023-10-17,25.9301
2023-10-18,21.42051
2023-10-19,21.87147
2023-10-20,26.94475
2023-10-21,28.18489
2023-10-22,28.07215
2023-10-23,24.35174
2023-10-24,22.32243
2023-10-25,23.22435
2023-10-26,22.99887
2023-10-27,25.14092
2023-10-28,27.17023
2023-10-29,32.69447
2023-10-30,23.56257
2023-10-31,24.239
2023-11-01,24.57722
2023-11-02,24.68996
2023-11-03,23.67531
2023-11-04,28.97406
2023-11-05,28.41037
2023-11-06,24.57722
2023-11-07,21.75873
2023-11-08,25.3664
2023-11-09,22.54791
2023-11-10,26.94475
2023-11-11,25.14092
2023-11-12,25.81736
2023-11-13,25.14092
2023-11-14,26.38105
2023-11-15,23.44983
2023-11-16,22.77339
2023-11-17,24.57722
2023-11-18,23.11161
2023-11-19,25.25366
2023-11-20,20.06764
2023-11-21,24.46448
2023-11-22,23.33709
2023-11-23,25.14092
2023-11-24,26.94475
2023-11-25,27.84667
2023-11-26,30.89064
2023-11-27,22.88613
2023-11-28,23.33709
2023-11-29,23.33709
2023-11-30,25.02818
2023-12-01,23.90078
2023-12-02,28.97406
2023-12-03,28.74859
2023-12-04,25.25366
2023-12-05,22.54791
2023-12-06,17.81285
2023-12-07,20.06764
2023-12-08,25.25366
2023-12-09,30.43968
2023-12-10,28.74859
2023-12-11,22.20969
2023-12-12,22.32243
2023-12-13,20.74408
2023-12-14,22.99887
2023-12-15,22.43517
2023-12-16,27.84667
2023-12-17,24.01352
2023-12-18,22.09695
2023-12-19,17.92559
2023-12-20,21.19503
2023-12-21,16.34723
2023-12-22,20.85682
2023-12-23,24.46448
2023-12-24,22.77339
2023-12-25,20.63134
2023-12-26,20.63134
2023-12-27,18.94024
2023-12-28,18.8275
2023-12-29,22.43517
2023-12-30,21.42051
2023-12-31,20.5186
2024-01-01,21.98421
2024-01-02,21.64599
2024-01-03,22.66065
2024-01-04,22.32243
2024-01-05,26.15558
2024-01-06,31.90529
2024-01-07,27.05749
2024-01-08,21.64599
2024-01-09,22.99887
2024-01-10,23.67531
2024-01-11,23.67531
2024-01-12,23.33709
2024-01-13,27.17023
2024-01-14,27.62119
2024-01-15,24.57722
2024-01-16,24.68996
2024-01-17,23.67531
2024-01-18,25.25366
2024-01-19,24.12626
2024-01-20,30.10146
2024-01-21,26.38105
2024-01-22,20.18038
2024-01-23,20.06764
2024-01-24,20.18038
2024-01-25,22.43517
2024-01-26,24.35174
2024-01-27,33.14543
2024-01-28,30.10146
2024-01-29,23.22435
2024-01-30,22.99887
2024-01-31,22.77339
2024-02-01,22.43517
2024-02-02,23.11161
2024-02-03,29.98872
2024-02-04,25.47914
2024-02-05,16.12175
2024-02-06,19.3912
2024-02-07,16.79819
2024-02-08,13.64148
2024-02-09,13.30326
2024-02-10,9.80834
2024-02-11,16.12175
2024-02-12,20.5186
2024-02-13,17.81285
2024-02-14,20.85682
2024-02-15,22.09695
2024-02-16,24.57722
2024-02-17,31.90529
2024-02-18,27.84667
2024-02-19,17.92559
2024-02-20,20.18038
2024-02-21,20.74408
2024-02-22,21.53325
2024-02-23,20.40586
2024-02-24,30.89064
2024-02-25,28.41037
2024-02-26,23.56257
2024-02-27,21.30777
2024-02-28,22.09695
2024-02-29,24.57722
2024-03-01,27.28297
2024-03-02,27.17023
2024-03-03,30.66516
2024-03-04,19.05298
2024-03-05,20.85682
2024-03-06,22.09695
2024-03-07,20.5186
2024-03-08,22.66065
2024-03-09,29.98872
2024-03-10,29.19954
2024-03-11,19.84216
2024-03-12,19.84216
2024-03-13,20.96956
2024-03-14,20.18038
2024-03-15,18.26381
2024-03-16,25.14092
2024-03-17,25.70462
2024-03-18,16.23449
2024-03-19,22.99887
2024-03-20,22.43517
