date,퇴직연금연말정산
2023-07-18,2.77098
2023-07-19,2.44498
2023-07-20,2.60798
2023-07-21,2.85248
2023-07-22,1.22249
2023-07-23,0.65199
2023-07-24,3.34148
2023-07-25,3.58598
2023-07-26,2.20048
2023-07-27,2.11898
2023-07-28,2.68948
2023-07-29,1.22249
2023-07-30,1.14099
2023-07-31,2.77098
2023-08-01,3.42298
2023-08-02,2.60798
2023-08-03,3.09698
2023-08-04,1.95599
2023-08-05,0.81499
2023-08-06,1.14099
2023-08-07,1.71149
2023-08-08,1.54849
2023-08-09,1.95599
2023-08-10,2.36348
2023-08-11,1.38549
2023-08-12,0.65199
2023-08-13,1.05949
2023-08-14,2.77098
2023-08-15,1.22249
2023-08-16,1.95599
2023-08-17,3.01548
2023-08-18,2.77098
2023-08-19,1.46699
2023-08-20,0.65199
2023-08-21,3.25998
2023-08-22,3.01548
2023-08-23,2.93398
2023-08-24,2.85248
2023-08-25,2.20048
2023-08-26,0.57049
2023-08-27,0.97799
2023-08-28,3.17848
2023-08-29,2.85248
2023-08-30,2.77098
2023-08-31,2.28198
2023-09-01,2.68948
2023-09-02,0.81499
2023-09-03,1.30399
2023-09-04,3.01548
2023-09-05,3.25998
2023-09-06,3.25998
2023-09-07,1.87449
2023-09-08,2.52648
2023-09-09,1.62999
2023-09-10,2.52648
2023-09-11,2.36348
2023-09-12,3.91198
2023-09-13,3.50448
2023-09-14,3.42298
2023-09-15,2.36348
2023-09-16,1.22249
2023-09-17,0.97799
2023-09-18,2.93398
2023-09-19,2.52648
2023-09-20,3.17848
2023-09-21,3.17848
2023-09-22,2.60798
2023-09-23,1.14099
2023-09-24,1.22249
2023-09-25,3.99348
2023-09-26,4.48247
2023-09-27,3.58598
2023-09-28,2.11898
2023-09-29,1.46699
2023-09-30,1.79299
2023-10-01,1.71149
2023-10-02,1.79299
2023-10-03,1.79299
2023-10-04,5.21597
2023-10-05,3.50448
2023-10-06,3.66748
2023-10-07,1.14099
2023-10-08,1.95599
2023-10-09,1.95599
2023-10-10,5.54197
2023-10-11,4.07497
2023-10-12,4.80847
2023-10-13,4.56397
2023-10-14,1.22249
2023-10-15,2.11898
2023-10-16,5.21597
2023-10-17,5.94947
2023-10-18,6.11246
2023-10-19,3.83048
2023-10-20,3.66748
2023-10-21,1.30399
2023-10-22,2.20048
2023-10-23,4.48247
2023-10-24,6.19396
2023-10-25,7.90546
2023-10-26,6.92746
2023-10-27,6.03096
2023-10-28,2.68948
2023-10-29,2.03748
2023-10-30,5.46047
2023-10-31,7.00896
2023-11-01,7.17196
2023-11-02,6.60146
2023-11-03,6.19396
2023-11-04,2.85248
2023-11-05,2.93398
2023-11-06,7.90546
2023-11-07,7.09046
2023-11-08,6.27546
2023-11-09,6.27546
2023-11-10,5.86797
2023-11-11,3.58598
2023-11-12,2.77098
2023-11-13,6.92746
2023-11-14,8.47595
2023-11-15,8.55745
2023-11-16,7.09046
2023-11-17,6.27546
2023-11-18,3.42298
2023-11-19,5.13447
2023-11-20,9.04645
2023-11-21,10.43194
2023-11-22,10.02444
2023-11-23,7.74246
2023-11-24,9.29095
2023-11-25,4.48247
2023-11-26,4.88997
2023-11-27,12.95843
2023-11-28,8.80195
2023-11-29,9.45395
2023-11-30,11.65444
2023-12-01,12.22493
2023-12-02,3.74898
2023-12-03,4.88997
2023-12-04,15.07742
2023-12-05,15.89242
2023-12-06,15.32192
2023-12-07,11.98044
2023-12-08,11.40994
2023-12-09,6.43846
2023-12-10,7.25346
2023-12-11,13.93643
2023-12-12,16.54441
2023-12-13,12.38793
2023-12-14,13.61043
2023-12-15,10.75794
2023-12-16,7.17196
2023-12-17,6.68296
2023-12-18,13.93643
2023-12-19,16.38141
2023-12-20,25.75387
2023-12-21,25.10187
2023-12-22,29.25835
2023-12-23,9.69845
2023-12-24,7.33496
2023-12-25,13.36593
2023-12-26,37.81581
2023-12-27,37.00081
2023-12-28,38.7938
2023-12-29,37.08231
2023-12-30,10.26894
2023-12-31,8.14995
2024-01-01,3.09698
2024-01-02,8.31295
2024-01-03,7.17196
2024-01-04,7.09046
2024-01-05,6.92746
2024-01-06,2.36348
2024-01-07,3.58598
2024-01-08,6.11246
2024-01-09,7.00896
2024-01-10,8.88345
2024-01-11,9.04645
2024-01-12,8.39445
2024-01-13,2.93398
2024-01-14,4.64547
2024-01-15,56.15321
2024-01-16,65.77017
2024-01-17,55.41972
2024-01-18,59.4132
2024-01-19,52.81173
2024-01-20,18.5004
2024-01-21,25.10187
2024-01-22,90.54604
2024-01-23,74.32762
2024-01-24,65.85167
2024-01-25,56.88671
2024-01-26,40.01629
2024-01-27,17.60391
2024-01-28,14.83292
2024-01-29,42.37978
2024-01-30,41.48329
2024-01-31,39.1198
2024-02-01,28.19885
2024-02-02,22.81988
2024-02-03,11.16544
2024-02-04,8.55745
2024-02-05,28.03585
2024-02-06,29.74735
2024-02-07,23.55338
2024-02-08,20.45639
2024-02-09,7.57946
2024-02-10,7.66096
2024-02-11,9.37245
2024-02-12,8.31295
2024-02-13,30.15484
2024-02-14,34.06682
2024-02-15,32.02933
2024-02-16,26.73186
2024-02-17,11.32844
2024-02-18,7.17196
2024-02-19,28.11735
2024-02-20,35.69682
2024-02-21,25.99837
2024-02-22,24.61287
2024-02-23,23.87938
2024-02-24,10.67644
2024-02-25,10.26894
2024-02-26,20.78239
2024-02-27,21.35289
2024-02-28,15.97392
2024-02-29,14.58842
2024-03-01,7.90546
2024-03-02,8.63895
2024-03-03,7.09046
2024-03-04,13.61043
2024-03-05,16.46291
2024-03-06,12.30643
2024-03-07,11.00244
2024-03-08,12.87693
2024-03-09,6.92746
2024-03-10,4.48247
2024-03-11,9.04645
2024-03-12,8.88345
2024-03-13,7.90546
2024-03-14,7.82396
2024-03-15,6.76446
2024-03-16,2.52648
2024-03-17,4.07497
2024-03-18,6.11246
2024-03-19,5.29747
2024-03-20,6.92746
