date,새마을금고
2023-05-30,5.4641
2023-05-31,5.20917
2023-06-01,4.68458
2023-06-02,4.49582
2023-06-03,1.53103
2023-06-04,1.5219
2023-06-05,4.94926
2023-06-06,1.75962
2023-06-07,4.79286
2023-06-08,4.56157
2023-06-09,5.22431
2023-06-10,1.60571
2023-06-11,1.50158
2023-06-12,4.94096
2023-06-13,4.3668
2023-06-14,4.18592
2023-06-15,5.87149
2023-06-16,4.99012
2023-06-17,1.57563
2023-06-18,1.49369
2023-06-19,4.95092
2023-06-20,4.7551
2023-06-21,4.57485
2023-06-22,5.26994
2023-06-23,4.38422
2023-06-24,1.41694
2023-06-25,1.41964
2023-06-26,4.89595
2023-06-27,4.36223
2023-06-28,4.579
2023-06-29,5.61054
2023-06-30,9.5044
2023-07-01,3.38151
2023-07-02,9.12522
2023-07-03,29.17555
2023-07-04,48.17005
2023-07-05,90.00522
2023-07-06,100.0
2023-07-07,58.16649
2023-07-08,17.9586
2023-07-09,15.48791
2023-07-10,25.63991
2023-07-11,19.23367
2023-07-12,15.9233
2023-07-13,10.95371
2023-07-14,10.66186
2023-07-15,3.77853
2023-07-16,3.22428
2023-07-17,7.66326
2023-07-18,6.40147
2023-07-19,5.94035
2023-07-20,6.71614
2023-07-21,6.03702
2023-07-22,2.217
2023-07-23,2.22903
2023-07-24,5.95197
2023-07-25,5.9752
2023-07-26,5.84411
2023-07-27,6.77111
2023-07-28,5.3079
2023-07-29,1.93303
2023-07-30,1.86873
2023-07-31,6.21541
2023-08-01,5.40892
2023-08-02,5.62776
2023-08-03,4.91545
2023-08-04,4.98307
2023-08-05,1.95999
2023-08-06,3.73829
2023-08-07,7.08723
2023-08-08,6.68814
2023-08-09,5.34524
2023-08-10,4.87915
2023-08-11,4.77045
2023-08-12,1.73327
2023-08-13,1.653
2023-08-14,5.32823
2023-08-15,2.21119
2023-08-16,5.30147
2023-08-17,5.80573
2023-08-18,5.22286
2023-08-19,1.70735
2023-08-20,1.65196
2023-08-21,5.22493
2023-08-22,4.5539
2023-08-23,4.3056
2023-08-24,5.06542
2023-08-25,5.05484
2023-08-26,1.67665
2023-08-27,1.59471
2023-08-28,4.99365
2023-08-29,4.69972
2023-08-30,4.71963
2023-08-31,6.76323
2023-09-01,5.82108
2023-09-02,1.67955
2023-09-03,1.84695
2023-09-04,5.42054
2023-09-05,4.92312
2023-09-06,4.741
2023-09-07,4.71403
2023-09-08,4.9225
2023-09-09,1.62914
2023-09-10,1.54036
2023-09-11,5.06355
2023-09-12,4.19484
2023-09-13,4.10108
2023-09-14,4.11415
2023-09-15,4.03761
2023-09-16,1.42877
2023-09-17,1.35555
2023-09-18,4.54311
2023-09-19,4.05544
2023-09-20,3.93099
2023-09-21,3.97579
2023-09-22,3.82437
2023-09-23,1.4045
2023-09-24,1.39475
2023-09-25,5.08678
2023-09-26,4.49602
2023-09-27,4.55058
2023-09-28,1.37919
2023-09-29,1.15102
2023-09-30,1.26594
2023-10-01,1.32982
2023-10-02,1.83865
2023-10-03,1.91
2023-10-04,5.79163
2023-10-05,4.63044
2023-10-06,4.10606
2023-10-07,1.31095
2023-10-08,1.13857
2023-10-09,1.60405
2023-10-10,6.91424
2023-10-11,4.93619
2023-10-12,4.53191
2023-10-13,4.27822
2023-10-14,1.47212
2023-10-15,1.61566
2023-10-16,4.97809
2023-10-17,4.51801
2023-10-18,5.42925
2023-10-19,4.90487
2023-10-20,5.28612
2023-10-21,1.68453
2023-10-22,1.62977
2023-10-23,5.80573
2023-10-24,5.96628
2023-10-25,6.04407
2023-10-26,5.71467
2023-10-27,5.56864
2023-10-28,1.59222
2023-10-29,1.69926
2023-10-30,6.0281
2023-10-31,5.76321
2023-11-01,5.58109
2023-11-02,5.03534
2023-11-03,4.56261
2023-11-04,1.69946
2023-11-05,1.69573
2023-11-06,5.26808
2023-11-07,4.71217
2023-11-08,4.62733
2023-11-09,4.44915
2023-11-10,5.40311
2023-11-11,1.69303
2023-11-12,1.65155
2023-11-13,5.32927
2023-11-14,6.41889
2023-11-15,5.90509
2023-11-16,4.82231
2023-11-17,4.45454
2023-11-18,1.63786
2023-11-19,1.57998
2023-11-20,5.47074
2023-11-21,4.92831
2023-11-22,4.46429
2023-11-23,4.27802
2023-11-24,4.63915
2023-11-25,1.57687
2023-11-26,1.59222
2023-11-27,5.44128
2023-11-28,5.00755
2023-11-29,4.75863
2023-11-30,5.26621
2023-12-01,4.84803
2023-12-02,1.58517
2023-12-03,1.68328
2023-12-04,5.45269
2023-12-05,5.20875
2023-12-06,4.82231
2023-12-07,4.73623
2023-12-08,4.38256
2023-12-09,1.50137
2023-12-10,1.56152
2023-12-11,5.02518
2023-12-12,4.67877
2023-12-13,4.44686
2023-12-14,4.29834
2023-12-15,4.42923
2023-12-16,1.46154
2023-12-17,1.58185
2023-12-18,4.8053
2023-12-19,4.54166
2023-12-20,4.55867
2023-12-21,5.20523
2023-12-22,4.46221
2023-12-23,1.82143
2023-12-24,1.45532
2023-12-25,1.73473
2023-12-26,6.06606
2023-12-27,5.46451
2023-12-28,5.37511
2023-12-29,5.4587
2023-12-30,1.63786
2023-12-31,1.37172
2024-01-01,1.87412
2024-01-02,6.17268
2024-01-03,4.92001
2024-01-04,4.73975
2024-01-05,4.44562
2024-01-06,1.6335
2024-01-07,1.5638
2024-01-08,4.76921
2024-01-09,4.47196
2024-01-10,4.81858
2024-01-11,4.45807
2024-01-12,4.17866
2024-01-13,1.44246
2024-01-14,1.53642
2024-01-15,5.27596
2024-01-16,4.60741
2024-01-17,4.34025
2024-01-18,4.3054
2024-01-19,4.36286
2024-01-20,1.57791
2024-01-21,1.50759
2024-01-22,5.89679
2024-01-23,4.98577
2024-01-24,5.23074
2024-01-25,5.74662
2024-01-26,4.99137
2024-01-27,1.71461
2024-01-28,1.80173
2024-01-29,5.60473
2024-01-30,5.19154
2024-01-31,5.43983
2024-02-01,4.97913
2024-02-02,4.4396
2024-02-03,1.55841
2024-02-04,1.63869
2024-02-05,5.54396
2024-02-06,4.6991
2024-02-07,4.49416
2024-02-08,4.50453
2024-02-09,1.47274
2024-02-10,1.29332
2024-02-11,1.36903
2024-02-12,1.81873
2024-02-13,6.25295
2024-02-14,5.25273
2024-02-15,4.7605
2024-02-16,4.4199
2024-02-17,1.48809
2024-02-18,1.49328
2024-02-19,5.59561
2024-02-20,5.40954
2024-02-21,5.20066
2024-02-22,5.61905
2024-02-23,5.12848
2024-02-24,1.75817
2024-02-25,1.81625
2024-02-26,6.27846
2024-02-27,5.14258
2024-02-28,4.92312
2024-02-29,4.93349
2024-03-01,1.82434
2024-03-02,1.44142
2024-03-03,2.08155
2024-03-04,5.97935
2024-03-05,4.97021
2024-03-06,4.70988
2024-03-07,4.26785
2024-03-08,4.50453
2024-03-09,1.8233
2024-03-10,1.49577
2024-03-11,4.81941
2024-03-12,4.06934
2024-03-13,4.60389
2024-03-14,4.08511
2024-03-15,4.36203
2024-03-16,1.28315
2024-03-17,1.27278
2024-03-18,4.97622
2024-03-19,4.09631
2024-03-20,4.35269
