date,토지증여세
2020-09-03,28.35249
2020-09-04,25.28735
2020-09-05,28.35249
2020-09-06,21.07279
2020-09-07,38.31417
2020-09-08,32.1839
2020-09-09,29.88505
2020-09-10,31.03448
2020-09-11,21.07279
2020-09-12,23.37164
2020-09-13,21.45593
2020-09-14,38.69731
2020-09-15,45.59386
2020-09-16,36.01532
2020-09-17,45.97701
2020-09-18,33.71647
2020-09-19,37.54789
2020-09-20,29.11877
2020-09-21,42.52873
2020-09-22,37.16475
2020-09-23,29.11877
2020-09-24,32.56704
2020-09-25,24.52107
2020-09-26,25.28735
2020-09-27,16.85823
2020-09-28,39.4636
2020-09-29,31.03448
2020-09-30,28.35249
2020-10-01,50.95785
2020-10-02,49.04214
2020-10-03,40.61302
2020-10-04,48.659
2020-10-05,71.6475
2020-10-06,52.49042
2020-10-07,43.67816
2020-10-08,32.56704
2020-10-09,31.41762
2020-10-10,21.07279
2020-10-11,29.88505
2020-10-12,46.36015
2020-10-13,45.59386
2020-10-14,37.16475
2020-10-15,37.93103
2020-10-16,27.5862
2020-10-17,28.73563
2020-10-18,26.05363
2020-10-19,45.59386
2020-10-20,44.0613
2020-10-21,48.659
2020-10-22,46.36015
2020-10-23,33.71647
2020-10-24,37.93103
2020-10-25,40.22988
2020-10-26,66.66666
2020-10-27,50.57471
2020-10-28,43.29501
2020-10-29,45.59386
2020-10-30,43.67816
2020-10-31,32.1839
2020-11-01,38.69731
2020-11-02,51.72413
2020-11-03,43.29501
2020-11-04,42.52873
2020-11-05,41.37931
2020-11-06,49.04214
2020-11-07,31.41762
2020-11-08,32.56704
2020-11-09,39.4636
2020-11-10,37.54789
2020-11-11,41.76245
2020-11-12,45.21072
2020-11-13,42.52873
2020-11-14,30.65134
2020-11-15,32.1839
2020-11-16,51.34099
2020-11-17,50.95785
2020-11-18,44.44444
2020-11-19,40.99616
2020-11-20,36.39846
2020-11-21,29.88505
2020-11-22,40.22988
2020-11-23,62.4521
2020-11-24,46.74329
2020-11-25,52.49042
2020-11-26,55.93869
2020-11-27,49.80842
2020-11-28,37.16475
2020-11-29,37.93103
2020-11-30,62.06896
2020-12-01,45.59386
2020-12-02,43.67816
2020-12-03,40.61302
2020-12-04,31.03448
2020-12-05,41.76245
2020-12-06,37.93103
2020-12-07,47.89272
2020-12-08,49.42528
2020-12-09,50.19157
2020-12-10,40.61302
2020-12-11,47.50957
2020-12-12,30.65134
2020-12-13,28.35249
2020-12-14,44.82758
2020-12-15,40.61302
2020-12-16,35.63218
2020-12-17,32.1839
2020-12-18,34.09961
2020-12-19,31.80076
2020-12-20,34.09961
2020-12-21,50.57471
2020-12-22,52.87356
2020-12-23,44.0613
2020-12-24,40.61302
2020-12-25,34.8659
2020-12-26,41.76245
2020-12-27,37.54789
2020-12-28,61.68582
2020-12-29,45.59386
2020-12-30,50.19157
2020-12-31,42.91187
2021-01-01,31.41762
2021-01-02,43.67816
2021-01-03,50.57471
2021-01-04,60.91954
2021-01-05,49.04214
2021-01-06,45.97701
2021-01-07,40.99616
2021-01-08,32.95019
2021-01-09,34.48275
2021-01-10,36.01532
2021-01-11,50.57471
2021-01-12,57.47126
2021-01-13,43.67816
2021-01-14,47.89272
2021-01-15,45.97701
2021-01-16,42.91187
2021-01-17,29.88505
2021-01-18,47.12643
2021-01-19,55.55555
2021-01-20,54.78927
2021-01-21,48.659
2021-01-22,60.91954
2021-01-23,48.659
2021-01-24,47.12643
2021-01-25,48.27586
2021-01-26,57.08812
2021-01-27,64.36781
2021-01-28,52.10727
2021-01-29,50.19157
2021-01-30,35.24904
2021-01-31,47.50957
2021-02-01,59.00383
2021-02-02,60.53639
2021-02-03,57.8544
2021-02-04,49.80842
2021-02-05,51.72413
2021-02-06,54.78927
2021-02-07,43.67816
2021-02-08,53.2567
2021-02-09,52.10727
2021-02-10,44.0613
2021-02-11,50.19157
2021-02-12,75.47892
2021-02-13,83.90804
2021-02-14,72.03065
2021-02-15,88.88888
2021-02-16,70.11494
2021-02-17,74.71264
2021-02-18,72.41379
2021-02-19,46.36015
2021-02-20,44.44444
2021-02-21,53.63984
2021-02-22,68.58237
2021-02-23,58.23754
2021-02-24,63.21839
2021-02-25,43.67816
2021-02-26,41.37931
2021-02-27,34.48275
2021-02-28,39.4636
2021-03-01,47.50957
2021-03-02,52.49042
2021-03-03,52.10727
2021-03-04,48.659
2021-03-05,45.59386
2021-03-06,45.21072
2021-03-07,39.08045
2021-03-08,71.6475
2021-03-09,63.60153
2021-03-10,52.10727
2021-03-11,52.87356
2021-03-12,43.67816
2021-03-13,37.54789
2021-03-14,47.89272
2021-03-15,81.99233
2021-03-16,76.24521
2021-03-17,57.47126
2021-03-18,49.04214
2021-03-19,43.29501
2021-03-20,48.27586
2021-03-21,44.82758
2021-03-22,70.11494
2021-03-23,61.30268
2021-03-24,50.95785
2021-03-25,53.2567
2021-03-26,41.76245
2021-03-27,34.09961
2021-03-28,44.82758
2021-03-29,73.94636
2021-03-30,78.54406
2021-03-31,51.72413
2021-04-01,47.89272
2021-04-02,47.12643
2021-04-03,48.659
2021-04-04,47.12643
2021-04-05,53.2567
2021-04-06,49.04214
2021-04-07,68.58237
2021-04-08,55.93869
2021-04-09,48.659
2021-04-10,39.84674
2021-04-11,44.82758
2021-04-12,54.40613
2021-04-13,51.72413
2021-04-14,47.12643
2021-04-15,47.89272
2021-04-16,49.80842
2021-04-17,34.48275
2021-04-18,48.27586
2021-04-19,75.47892
2021-04-20,52.87356
2021-04-21,42.91187
2021-04-22,57.8544
2021-04-23,36.01532
2021-04-24,31.80076
2021-04-25,41.37931
2021-04-26,66.66666
2021-04-27,41.37931
2021-04-28,45.21072
2021-04-29,50.19157
2021-04-30,36.39846
2021-05-01,31.03448
2021-05-02,32.95019
2021-05-03,53.2567
2021-05-04,48.659
2021-05-05,31.80076
2021-05-06,43.67816
2021-05-07,46.36015
2021-05-08,48.27586
2021-05-09,48.27586
2021-05-10,57.08812
2021-05-11,46.74329
2021-05-12,45.21072
2021-05-13,49.42528
2021-05-14,46.36015
2021-05-15,34.48275
2021-05-16,37.16475
2021-05-17,49.80842
2021-05-18,51.34099
2021-05-19,38.31417
2021-05-20,51.72413
2021-05-21,39.08045
2021-05-22,36.7816
2021-05-23,45.97701
2021-05-24,58.62068
2021-05-25,61.30268
2021-05-26,50.57471
2021-05-27,54.40613
2021-05-28,33.33333
2021-05-29,31.41762
2021-05-30,27.96934
2021-05-31,51.34099
2021-06-01,42.52873
2021-06-02,39.08045
2021-06-03,40.22988
2021-06-04,42.52873
2021-06-05,29.11877
2021-06-06,22.9885
2021-06-07,50.19157
2021-06-08,35.63218
2021-06-09,47.50957
2021-06-10,45.59386
2021-06-11,37.93103
2021-06-12,21.07279
2021-06-13,28.73563
2021-06-14,38.69731
2021-06-15,42.14559
2021-06-16,41.76245
2021-06-17,26.43678
2021-06-18,31.80076
2021-06-19,32.95019
2021-06-20,30.65134
2021-06-21,48.27586
2021-06-22,34.8659
2021-06-23,27.5862
2021-06-24,33.33333
2021-06-25,33.71647
2021-06-26,28.35249
2021-06-27,32.95019
2021-06-28,42.91187
2021-06-29,48.659
2021-06-30,39.84674
2021-07-01,32.56704
2021-07-02,27.5862
2021-07-03,19.92337
2021-07-04,29.11877
2021-07-05,34.48275
2021-07-06,40.22988
2021-07-07,28.73563
2021-07-08,31.41762
2021-07-09,29.11877
2021-07-10,28.73563
2021-07-11,24.52107
2021-07-12,45.97701
2021-07-13,37.93103
2021-07-14,35.24904
2021-07-15,27.5862
2021-07-16,31.41762
2021-07-17,26.05363
2021-07-18,27.20306
2021-07-19,37.54789
2021-07-20,36.01532
2021-07-21,36.01532
2021-07-22,40.99616
2021-07-23,25.67049
2021-07-24,24.52107
2021-07-25,29.11877
2021-07-26,32.95019
2021-07-27,40.22988
2021-07-28,29.50191
2021-07-29,35.63218
2021-07-30,36.7816
2021-07-31,24.90421
2021-08-01,31.41762
2021-08-02,38.31417
2021-08-03,33.71647
2021-08-04,45.59386
2021-08-05,44.44444
2021-08-06,35.63218
2021-08-07,25.28735
2021-08-08,23.37164
2021-08-09,45.97701
2021-08-10,46.36015
2021-08-11,47.89272
2021-08-12,41.37931
2021-08-13,45.21072
2021-08-14,33.71647
2021-08-15,28.73563
2021-08-16,29.50191
2021-08-17,34.09961
2021-08-18,40.22988
2021-08-19,44.0613
2021-08-20,33.71647
2021-08-21,26.43678
2021-08-22,34.09961
2021-08-23,44.82758
2021-08-24,49.42528
2021-08-25,39.08045
2021-08-26,36.39846
2021-08-27,40.22988
2021-08-28,31.03448
2021-08-29,37.93103
2021-08-30,39.84674
2021-08-31,42.14559
2021-09-01,41.37931
2021-09-02,31.80076
2021-09-03,39.4636
2021-09-04,22.60536
2021-09-05,34.09961
2021-09-06,42.52873
2021-09-07,35.63218
2021-09-08,39.84674
2021-09-09,45.21072
2021-09-10,33.33333
2021-09-11,30.65134
2021-09-12,30.65134
2021-09-13,48.27586
2021-09-14,36.39846
2021-09-15,39.4636
2021-09-16,48.27586
2021-09-17,40.99616
2021-09-18,26.05363
2021-09-19,28.35249
2021-09-20,39.84674
2021-09-21,63.60153
2021-09-22,60.53639
2021-09-23,87.73946
2021-09-24,72.03065
2021-09-25,48.27586
2021-09-26,44.44444
2021-09-27,70.88122
2021-09-28,64.36781
2021-09-29,56.70498
2021-09-30,44.0613
2021-10-01,40.22988
2021-10-02,39.84674
2021-10-03,35.63218
2021-10-04,42.91187
2021-10-05,54.78927
2021-10-06,54.02298
2021-10-07,55.55555
2021-10-08,41.37931
2021-10-09,35.63218
2021-10-10,41.76245
2021-10-11,40.99616
2021-10-12,47.50957
2021-10-13,43.67816
2021-10-14,47.50957
2021-10-15,43.29501
2021-10-16,24.90421
2021-10-17,35.24904
2021-10-18,49.42528
2021-10-19,46.36015
2021-10-20,39.4636
2021-10-21,47.12643
2021-10-22,32.1839
2021-10-23,28.73563
2021-10-24,44.44444
2021-10-25,57.8544
2021-10-26,47.12643
2021-10-27,40.61302
2021-10-28,39.84674
2021-10-29,32.1839
2021-10-30,23.37164
2021-10-31,38.31417
2021-11-01,50.95785
2021-11-02,47.50957
2021-11-03,42.52873
2021-11-04,37.16475
2021-11-05,29.11877
2021-11-06,38.69731
2021-11-07,39.08045
2021-11-08,50.19157
2021-11-09,47.50957
2021-11-10,47.12643
2021-11-11,44.0613
2021-11-12,46.36015
2021-11-13,28.35249
2021-11-14,37.54789
2021-11-15,72.41379
2021-11-16,59.38697
2021-11-17,44.44444
2021-11-18,50.57471
2021-11-19,50.57471
2021-11-20,30.26819
2021-11-21,44.82758
2021-11-22,60.91954
2021-11-23,42.52873
2021-11-24,45.97701
2021-11-25,46.74329
2021-11-26,48.27586
2021-11-27,40.61302
2021-11-28,35.24904
2021-11-29,65.90038
2021-11-30,70.49808
2021-12-01,60.15325
2021-12-02,44.0613
2021-12-03,44.82758
2021-12-04,31.80076
2021-12-05,36.01532
2021-12-06,67.0498
2021-12-07,56.70498
2021-12-08,59.00383
2021-12-09,63.98467
2021-12-10,43.29501
2021-12-11,35.63218
2021-12-12,51.34099
2021-12-13,52.49042
2021-12-14,47.50957
2021-12-15,53.63984
2021-12-16,44.0613
2021-12-17,39.08045
2021-12-18,23.75478
2021-12-19,41.76245
2021-12-20,42.91187
2021-12-21,48.27586
2021-12-22,44.44444
2021-12-23,39.84674
2021-12-24,27.96934
2021-12-25,29.50191
2021-12-26,32.56704
2021-12-27,39.4636
2021-12-28,43.29501
2021-12-29,48.27586
2021-12-30,35.63218
2021-12-31,31.41762
2022-01-01,32.1839
2022-01-02,22.60536
2022-01-03,49.42528
2022-01-04,47.50957
2022-01-05,54.40613
2022-01-06,42.14559
2022-01-07,45.21072
2022-01-08,39.4636
2022-01-09,39.84674
2022-01-10,58.23754
2022-01-11,52.87356
2022-01-12,40.61302
2022-01-13,43.29501
2022-01-14,41.37931
2022-01-15,40.61302
2022-01-16,32.95019
2022-01-17,40.99616
2022-01-18,62.06896
2022-01-19,35.63218
2022-01-20,37.16475
2022-01-21,41.76245
2022-01-22,27.96934
2022-01-23,40.99616
2022-01-24,57.08812
2022-01-25,37.16475
2022-01-26,40.61302
2022-01-27,39.84674
2022-01-28,44.0613
2022-01-29,32.1839
2022-01-30,31.80076
2022-01-31,47.12643
2022-02-01,51.72413
2022-02-02,57.8544
2022-02-03,83.90804
2022-02-04,53.63984
2022-02-05,53.2567
2022-02-06,49.80842
2022-02-07,63.21839
2022-02-08,53.2567
2022-02-09,45.21072
2022-02-10,65.51724
2022-02-11,47.50957
2022-02-12,41.37931
2022-02-13,40.22988
2022-02-14,49.80842
2022-02-15,60.15325
2022-02-16,52.10727
2022-02-17,52.10727
2022-02-18,55.55555
2022-02-19,41.76245
2022-02-20,40.22988
2022-02-21,60.53639
2022-02-22,57.47126
2022-02-23,56.32183
2022-02-24,47.89272
2022-02-25,36.7816
2022-02-26,41.37931
2022-02-27,42.52873
2022-02-28,37.93103
2022-03-01,31.80076
2022-03-02,45.59386
2022-03-03,35.63218
2022-03-04,32.1839
2022-03-05,31.41762
2022-03-06,40.99616
2022-03-07,38.31417
2022-03-08,35.24904
2022-03-09,25.28735
2022-03-10,43.67816
2022-03-11,44.82758
2022-03-12,31.03448
2022-03-13,31.03448
2022-03-14,53.2567
2022-03-15,51.34099
2022-03-16,47.12643
2022-03-17,41.76245
2022-03-18,43.29501
2022-03-19,30.65134
2022-03-20,36.7816
2022-03-21,39.08045
2022-03-22,46.36015
2022-03-23,45.97701
2022-03-24,48.659
2022-03-25,33.33333
2022-03-26,32.95019
2022-03-27,28.73563
2022-03-28,52.10727
2022-03-29,38.69731
2022-03-30,40.99616
2022-03-31,33.33333
2022-04-01,38.69731
2022-04-02,28.73563
2022-04-03,40.61302
2022-04-04,46.74329
2022-04-05,52.49042
2022-04-06,41.76245
2022-04-07,49.80842
2022-04-08,39.84674
2022-04-09,23.37164
2022-04-10,29.50191
2022-04-11,44.0613
2022-04-12,45.97701
2022-04-13,35.24904
2022-04-14,36.01532
2022-04-15,35.63218
2022-04-16,21.45593
2022-04-17,24.90421
2022-04-18,50.95785
2022-04-19,39.84674
2022-04-20,39.08045
2022-04-21,30.26819
2022-04-22,35.24904
2022-04-23,20.68965
2022-04-24,24.90421
2022-04-25,44.82758
2022-04-26,47.12643
2022-04-27,40.61302
2022-04-28,41.76245
2022-04-29,29.11877
2022-04-30,30.65134
2022-05-01,32.95019
2022-05-02,47.89272
2022-05-03,35.24904
2022-05-04,32.56704
2022-05-05,26.43678
2022-05-06,37.54789
2022-05-07,33.33333
2022-05-08,41.37931
2022-05-09,68.19923
2022-05-10,42.52873
2022-05-11,37.93103
2022-05-12,40.61302
2022-05-13,34.8659
2022-05-14,28.35249
2022-05-15,34.09961
2022-05-16,53.63984
2022-05-17,39.4636
2022-05-18,38.31417
2022-05-19,35.24904
2022-05-20,40.99616
2022-05-21,26.05363
2022-05-22,29.88505
2022-05-23,39.4636
2022-05-24,37.93103
2022-05-25,35.24904
2022-05-26,42.91187
2022-05-27,28.73563
2022-05-28,30.26819
2022-05-29,26.43678
2022-05-30,47.89272
2022-05-31,34.48275
2022-06-01,29.50191
2022-06-02,31.41762
2022-06-03,26.05363
2022-06-04,21.83908
2022-06-05,33.33333
2022-06-06,27.96934
2022-06-07,35.24904
2022-06-08,33.71647
2022-06-09,34.48275
2022-06-10,38.31417
2022-06-11,26.43678
2022-06-12,26.05363
2022-06-13,49.42528
2022-06-14,35.24904
2022-06-15,36.39846
2022-06-16,33.71647
2022-06-17,28.73563
2022-06-18,19.54022
2022-06-19,20.30651
2022-06-20,39.4636
2022-06-21,44.0613
2022-06-22,32.1839
2022-06-23,30.26819
2022-06-24,28.73563
2022-06-25,19.54022
2022-06-26,26.05363
2022-06-27,39.4636
2022-06-28,31.80076
2022-06-29,29.88505
2022-06-30,29.50191
2022-07-01,28.35249
2022-07-02,18.3908
2022-07-03,24.13793
2022-07-04,39.08045
2022-07-05,35.63218
2022-07-06,33.33333
2022-07-07,29.88505
2022-07-08,32.95019
2022-07-09,31.41762
2022-07-10,26.81992
2022-07-11,47.50957
2022-07-12,48.659
2022-07-13,37.93103
2022-07-14,37.16475
2022-07-15,43.29501
2022-07-16,26.81992
2022-07-17,28.35249
2022-07-18,48.659
2022-07-19,33.33333
2022-07-20,35.63218
2022-07-21,40.99616
2022-07-22,42.14559
2022-07-23,30.65134
2022-07-24,40.61302
2022-07-25,58.23754
2022-07-26,38.69731
2022-07-27,37.54789
2022-07-28,42.52873
2022-07-29,41.76245
2022-07-30,23.37164
2022-07-31,36.7816
2022-08-01,54.40613
2022-08-02,40.22988
2022-08-03,39.08045
2022-08-04,37.54789
2022-08-05,35.24904
2022-08-06,27.5862
2022-08-07,22.9885
2022-08-08,52.10727
2022-08-09,32.1839
2022-08-10,35.63218
2022-08-11,29.50191
2022-08-12,36.7816
2022-08-13,24.52107
2022-08-14,21.45593
2022-08-15,26.05363
2022-08-16,36.01532
2022-08-17,33.71647
2022-08-18,33.71647
2022-08-19,28.35249
2022-08-20,31.80076
2022-08-21,22.22222
2022-08-22,37.93103
2022-08-23,38.69731
2022-08-24,35.63218
2022-08-25,34.48275
2022-08-26,22.60536
2022-08-27,21.07279
2022-08-28,27.20306
2022-08-29,47.50957
2022-08-30,35.63218
2022-08-31,33.71647
2022-09-01,37.93103
2022-09-02,22.60536
2022-09-03,18.3908
2022-09-04,27.5862
2022-09-05,33.33333
2022-09-06,29.50191
2022-09-07,30.26819
2022-09-08,32.1839
2022-09-09,23.37164
2022-09-10,42.52873
2022-09-11,36.01532
2022-09-12,42.52873
2022-09-13,67.0498
2022-09-14,55.55555
2022-09-15,50.57471
2022-09-16,47.50957
2022-09-17,29.11877
2022-09-18,32.95019
2022-09-19,62.83524
2022-09-20,51.72413
2022-09-21,49.04214
2022-09-22,42.14559
2022-09-23,42.52873
2022-09-24,34.09961
2022-09-25,29.88505
2022-09-26,49.42528
2022-09-27,42.91187
2022-09-28,34.48275
2022-09-29,35.24904
2022-09-30,35.63218
2022-10-01,23.75478
2022-10-02,26.43678
2022-10-03,27.20306
2022-10-04,34.09961
2022-10-05,36.01532
2022-10-06,35.63218
2022-10-07,24.52107
2022-10-08,24.52107
2022-10-09,16.47509
2022-10-10,21.83908
2022-10-11,36.39846
2022-10-12,33.33333
2022-10-13,32.95019
2022-10-14,24.52107
2022-10-15,27.20306
2022-10-16,22.22222
2022-10-17,32.95019
2022-10-18,38.31417
2022-10-19,29.11877
2022-10-20,28.73563
2022-10-21,30.65134
2022-10-22,13.7931
2022-10-23,22.60536
2022-10-24,26.81992
2022-10-25,30.26819
2022-10-26,37.93103
2022-10-27,29.50191
2022-10-28,27.5862
2022-10-29,21.07279
2022-10-30,14.94252
2022-10-31,34.09961
2022-11-01,34.48275
2022-11-02,25.28735
2022-11-03,27.96934
2022-11-04,31.80076
2022-11-05,26.81992
2022-11-06,26.43678
2022-11-07,39.84674
2022-11-08,35.63218
2022-11-09,35.24904
2022-11-10,40.22988
2022-11-11,25.67049
2022-11-12,20.68965
2022-11-13,24.90421
2022-11-14,38.31417
2022-11-15,28.35249
2022-11-16,44.82758
2022-11-17,38.69731
2022-11-18,23.37164
2022-11-19,21.83908
2022-11-20,21.83908
2022-11-21,41.76245
2022-11-22,42.14559
2022-11-23,39.08045
2022-11-24,31.41762
2022-11-25,33.71647
2022-11-26,17.24137
2022-11-27,14.17624
2022-11-28,35.63218
2022-11-29,29.50191
2022-11-30,34.48275
2022-12-01,27.96934
2022-12-02,28.73563
2022-12-03,13.40996
2022-12-04,23.37164
2022-12-05,44.0613
2022-12-06,41.37931
2022-12-07,32.1839
2022-12-08,39.4636
2022-12-09,35.24904
2022-12-10,25.67049
2022-12-11,29.88505
2022-12-12,50.19157
2022-12-13,36.39846
2022-12-14,37.16475
2022-12-15,33.33333
2022-12-16,37.54789
2022-12-17,27.96934
2022-12-18,33.71647
2022-12-19,46.36015
2022-12-20,45.21072
2022-12-21,34.8659
2022-12-22,37.93103
2022-12-23,27.20306
2022-12-24,21.83908
2022-12-25,26.81992
2022-12-26,40.61302
2022-12-27,37.93103
2022-12-28,38.31417
2022-12-29,28.73563
2022-12-30,24.52107
2022-12-31,21.83908
2023-01-01,30.26819
2023-01-02,36.01532
2023-01-03,31.41762
2023-01-04,30.65134
2023-01-05,32.1839
2023-01-06,32.95019
2023-01-07,25.28735
2023-01-08,27.20306
2023-01-09,39.84674
2023-01-10,34.48275
2023-01-11,40.22988
2023-01-12,26.43678
2023-01-13,20.68965
2023-01-14,17.62452
2023-01-15,13.7931
2023-01-16,26.05363
2023-01-17,32.56704
2023-01-18,20.68965
2023-01-19,22.60536
2023-01-20,27.5862
2023-01-21,29.50191
2023-01-22,43.29501
2023-01-23,38.31417
2023-01-24,34.09961
2023-01-25,63.98467
2023-01-26,38.69731
2023-01-27,34.09961
2023-01-28,22.9885
2023-01-29,32.56704
2023-01-30,38.69731
2023-01-31,30.26819
2023-02-01,43.67816
2023-02-02,32.1839
2023-02-03,25.67049
2023-02-04,18.00766
2023-02-05,31.80076
2023-02-06,44.0613
2023-02-07,38.69731
2023-02-08,34.09961
2023-02-09,29.88505
2023-02-10,39.08045
2023-02-11,26.05363
2023-02-12,19.54022
2023-02-13,37.16475
2023-02-14,31.41762
2023-02-15,47.89272
2023-02-16,31.41762
2023-02-17,32.1839
2023-02-18,27.5862
2023-02-19,25.28735
2023-02-20,45.97701
2023-02-21,38.31417
2023-02-22,37.93103
2023-02-23,40.99616
2023-02-24,25.67049
2023-02-25,29.11877
2023-02-26,31.41762
2023-02-27,31.03448
2023-02-28,30.26819
2023-03-01,24.90421
2023-03-02,32.56704
2023-03-03,22.22222
2023-03-04,21.07279
2023-03-05,21.07279
2023-03-06,37.93103
2023-03-07,29.50191
2023-03-08,31.80076
2023-03-09,30.26819
2023-03-10,19.54022
2023-03-11,20.68965
2023-03-12,24.13793
2023-03-13,26.81992
2023-03-14,25.28735
2023-03-15,29.88505
2023-03-16,28.73563
2023-03-17,26.43678
2023-03-18,14.17624
2023-03-19,30.26819
2023-03-20,32.1839
2023-03-21,34.8659
2023-03-22,32.1839
2023-03-23,42.14559
2023-03-24,25.28735
2023-03-25,18.77394
2023-03-26,17.62452
2023-03-27,37.54789
2023-03-28,26.81992
2023-03-29,22.60536
2023-03-30,27.20306
2023-03-31,23.37164
2023-04-01,18.00766
2023-04-02,15.70881
2023-04-03,29.50191
2023-04-04,26.43678
2023-04-05,32.95019
2023-04-06,26.43678
2023-04-07,22.9885
2023-04-08,29.88505
2023-04-09,22.22222
2023-04-10,31.03448
2023-04-11,37.54789
2023-04-12,34.48275
2023-04-13,24.52107
2023-04-14,31.41762
2023-04-15,12.64367
2023-04-16,24.90421
2023-04-17,37.16475
2023-04-18,32.1839
2023-04-19,23.37164
2023-04-20,25.67049
2023-04-21,31.03448
2023-04-22,18.3908
2023-04-23,14.94252
2023-04-24,32.1839
2023-04-25,20.68965
2023-04-26,29.88505
2023-04-27,24.90421
2023-04-28,22.60536
2023-04-29,22.60536
2023-04-30,17.62452
2023-05-01,29.88505
2023-05-02,27.96934
2023-05-03,19.54022
2023-05-04,20.30651
2023-05-05,14.55938
2023-05-06,20.30651
2023-05-07,23.37164
2023-05-08,36.39846
2023-05-09,31.80076
2023-05-10,29.11877
2023-05-11,28.35249
2023-05-12,22.9885
2023-05-13,16.85823
2023-05-14,18.00766
2023-05-15,34.09961
2023-05-16,26.43678
2023-05-17,27.20306
2023-05-18,25.28735
2023-05-19,24.52107
2023-05-20,20.30651
2023-05-21,23.75478
2023-05-22,27.20306
2023-05-23,31.80076
2023-05-24,29.88505
2023-05-25,26.43678
2023-05-26,26.05363
2023-05-27,21.83908
2023-05-28,16.85823
2023-05-29,21.83908
