date,실손의료보험
2023-05-30,11.13956
2023-05-31,10.6274
2023-06-01,11.07554
2023-06-02,10.69142
2023-06-03,4.67349
2023-06-04,4.92957
2023-06-05,9.73111
2023-06-06,5.50576
2023-06-07,9.41101
2023-06-08,10.49935
2023-06-09,9.41101
2023-06-10,5.12163
2023-06-11,4.16133
2023-06-12,11.5877
2023-06-13,10.24327
2023-06-14,9.73111
2023-06-15,10.43533
2023-06-16,10.37131
2023-06-17,4.54545
2023-06-18,4.86555
2023-06-19,10.17925
2023-06-20,10.43533
2023-06-21,10.69142
2023-06-22,7.61843
2023-06-23,7.61843
2023-06-24,3.26504
2023-06-25,3.96927
2023-06-26,9.34699
2023-06-27,8.25864
2023-06-28,7.17029
2023-06-29,8.51472
2023-06-30,7.68245
2023-07-01,4.48143
2023-07-02,3.71318
2023-07-03,8.4507
2023-07-04,7.61843
2023-07-05,9.41101
2023-07-06,9.41101
2023-07-07,8.00256
2023-07-08,4.09731
2023-07-09,4.16133
2023-07-10,8.19462
2023-07-11,8.70678
2023-07-12,9.28297
2023-07-13,9.0909
2023-07-14,7.36235
2023-07-15,4.60947
2023-07-16,4.03329
2023-07-17,9.73111
2023-07-18,10.56338
2023-07-19,8.32266
2023-07-20,8.96286
2023-07-21,10.43533
2023-07-22,5.82586
2023-07-23,4.22535
2023-07-24,10.37131
2023-07-25,9.28297
2023-07-26,8.25864
2023-07-27,8.25864
2023-07-28,8.64276
2023-07-29,3.96927
2023-07-30,4.48143
2023-07-31,8.51472
2023-08-01,8.57874
2023-08-02,9.0909
2023-08-03,11.65172
2023-08-04,8.89884
2023-08-05,5.6338
2023-08-06,5.18565
2023-08-07,11.65172
2023-08-08,11.01152
2023-08-09,9.02688
2023-08-10,12.22791
2023-08-11,9.15492
2023-08-12,5.05761
2023-08-13,3.07298
2023-08-14,9.02688
2023-08-15,5.6338
2023-08-16,10.30729
2023-08-17,12.86811
2023-08-18,11.01152
2023-08-19,6.08194
2023-08-20,5.18565
2023-08-21,11.90781
2023-08-22,11.20358
2023-08-23,11.77976
2023-08-24,8.83482
2023-08-25,11.13956
2023-08-26,6.01792
2023-08-27,5.56978
2023-08-28,12.29193
2023-08-29,10.43533
2023-08-30,11.01152
2023-08-31,9.73111
2023-09-01,7.29833
2023-09-02,5.18565
2023-09-03,5.50576
2023-09-04,11.13956
2023-09-05,9.98719
2023-09-06,9.60307
2023-09-07,8.51472
2023-09-08,8.32266
2023-09-09,4.09731
2023-09-10,3.4571
2023-09-11,10.37131
2023-09-12,10.43533
2023-09-13,10.17925
2023-09-14,9.02688
2023-09-15,8.19462
2023-09-16,4.48143
2023-09-17,5.50576
2023-09-18,9.98719
2023-09-19,11.90781
2023-09-20,11.45966
2023-09-21,12.80409
2023-09-22,10.11523
2023-09-23,5.18565
2023-09-24,4.54545
2023-09-25,9.79513
2023-09-26,10.30729
2023-09-27,7.10627
2023-09-28,3.64916
2023-09-29,4.67349
2023-09-30,4.35339
2023-10-01,3.96927
2023-10-02,5.05761
2023-10-03,5.18565
2023-10-04,11.20358
2023-10-05,10.24327
2023-10-06,10.6274
2023-10-07,5.9539
2023-10-08,4.48143
2023-10-09,5.37772
2023-10-10,10.56338
2023-10-11,10.37131
2023-10-12,11.01152
2023-10-13,9.92317
2023-10-14,6.33802
2023-10-15,4.60947
2023-10-16,9.85915
2023-10-17,10.30729
2023-10-18,11.2676
2023-10-19,11.01152
2023-10-20,8.51472
2023-10-21,5.50576
2023-10-22,4.35339
2023-10-23,9.79513
2023-10-24,10.75544
2023-10-25,13.50832
2023-10-26,9.60307
2023-10-27,8.06658
2023-10-28,4.22535
2023-10-29,5.18565
2023-10-30,9.60307
2023-10-31,11.5877
2023-11-01,11.97183
2023-11-02,9.28297
2023-11-03,8.06658
2023-11-04,4.73751
2023-11-05,5.50576
2023-11-06,8.83482
2023-11-07,10.49935
2023-11-08,10.6274
2023-11-09,10.56338
2023-11-10,8.7708
2023-11-11,6.20998
2023-11-12,4.67349
2023-11-13,9.66709
2023-11-14,11.13956
2023-11-15,10.37131
2023-11-16,6.78617
2023-11-17,5.88988
2023-11-18,4.16133
2023-11-19,3.39308
2023-11-20,7.23431
2023-11-21,8.83482
2023-11-22,7.29833
2023-11-23,6.85019
2023-11-24,5.50576
2023-11-25,3.137
2023-11-26,3.39308
2023-11-27,9.41101
2023-11-28,8.64276
2023-11-29,8.1306
2023-11-30,7.42637
2023-12-01,8.89884
2023-12-02,7.04225
2023-12-03,4.73751
2023-12-04,10.88348
2023-12-05,9.34699
2023-12-06,10.37131
2023-12-07,11.01152
2023-12-08,10.05121
2023-12-09,6.14596
2023-12-10,4.60947
2023-12-11,12.09987
2023-12-12,11.5877
2023-12-13,11.20358
2023-12-14,10.24327
2023-12-15,8.38668
2023-12-16,4.73751
2023-12-17,4.92957
2023-12-18,19.97439
2023-12-19,19.59026
2023-12-20,11.71574
2023-12-21,10.56338
2023-12-22,8.89884
2023-12-23,5.3137
2023-12-24,3.71318
2023-12-25,5.44174
2023-12-26,10.88348
2023-12-27,11.2676
2023-12-28,9.21895
2023-12-29,8.70678
2023-12-30,4.28937
2023-12-31,4.73751
2024-01-01,5.82586
2024-01-02,14.53265
2024-01-03,11.65172
2024-01-04,11.52368
2024-01-05,9.0909
2024-01-06,5.82586
2024-01-07,6.33802
2024-01-08,13.18822
2024-01-09,11.20358
2024-01-10,11.5877
2024-01-11,10.75544
2024-01-12,12.22791
2024-01-13,6.08194
2024-01-14,5.88988
2024-01-15,17.41357
2024-01-16,16.64532
2024-01-17,16.06914
2024-01-18,17.22151
2024-01-19,25.92829
2024-01-20,8.06658
2024-01-21,7.55441
2024-01-22,30.79385
2024-01-23,27.33674
2024-01-24,25.22407
2024-01-25,23.87964
2024-01-26,21.83098
2024-01-27,5.76184
2024-01-28,5.50576
2024-01-29,25.35211
2024-01-30,22.79129
2024-01-31,24.32778
2024-02-01,25.03201
2024-02-02,21.51088
2024-02-03,6.78617
2024-02-04,5.6338
2024-02-05,19.3982
2024-02-06,17.22151
2024-02-07,13.70038
2024-02-08,12.61203
2024-02-09,3.64916
2024-02-10,3.58514
2024-02-11,3.84122
2024-02-12,5.9539
2024-02-13,18.56594
2024-02-14,15.30089
2024-02-15,17.98975
2024-02-16,14.85275
2024-02-17,4.60947
2024-02-18,7.74647
2024-02-19,15.42893
2024-02-20,14.98079
2024-02-21,15.74903
2024-02-22,13.57234
2024-02-23,11.5877
2024-02-24,4.09731
2024-02-25,6.59411
2024-02-26,14.27656
2024-02-27,12.86811
2024-02-28,14.4046
2024-02-29,10.24327
2024-03-01,4.73751
2024-03-02,2.94494
2024-03-03,4.80153
2024-03-04,15.23687
2024-03-05,15.87708
2024-03-06,14.53265
2024-03-07,14.34058
2024-03-08,15.04481
2024-03-09,5.18565
2024-03-10,5.88988
2024-03-11,11.07554
2024-03-12,15.36491
2024-03-13,15.87708
2024-03-14,14.72471
2024-03-15,15.30089
2024-03-16,3.4571
2024-03-17,6.97823
2024-03-18,15.36491
2024-03-19,14.27656
2024-03-20,15.17285
