date,최근상장주
2020-09-12,6.4935
2020-09-14,7.14285
2020-09-15,5.84415
2020-09-16,6.4935
2020-09-17,8.44155
2020-09-18,3.24675
2020-09-19,5.1948
2020-09-20,8.44155
2020-09-21,4.54545
2020-09-22,3.24675
2020-09-23,6.4935
2020-09-24,9.0909
2020-09-25,3.8961
2020-09-26,3.24675
2020-09-27,5.84415
2020-09-28,3.24675
2020-10-05,7.7922
2020-10-06,4.54545
2020-10-08,3.24675
2020-10-11,4.54545
2020-10-12,4.54545
2020-10-13,7.14285
2020-10-15,6.4935
2020-10-16,11.68831
2020-10-20,3.24675
2020-10-21,4.54545
2020-10-25,3.8961
2020-10-27,5.84415
2020-10-28,4.54545
2020-10-29,5.84415
2020-10-30,6.4935
2020-11-02,3.24675
2020-11-03,6.4935
2020-11-04,14.93506
2020-11-05,28.57142
2020-11-06,20.77922
2020-11-07,9.0909
2020-11-08,4.54545
2020-11-09,16.23376
2020-11-10,9.0909
2020-11-11,11.03896
2020-11-12,12.98701
2020-11-15,4.54545
2020-11-16,11.68831
2020-11-17,3.8961
2020-11-18,16.88311
2020-11-19,12.98701
2020-11-20,10.38961
2020-11-21,4.54545
2020-11-22,14.28571
2020-11-23,40.25974
2020-11-24,33.11688
2020-11-25,31.16883
2020-11-26,40.90909
2020-11-27,34.41558
2020-11-28,16.23376
2020-11-29,20.77922
2020-11-30,25.97402
2020-12-01,31.16883
2020-12-02,33.76623
2020-12-03,35.06493
2020-12-04,36.36363
2020-12-05,18.18181
2020-12-06,18.18181
2020-12-07,22.72727
2020-12-08,40.25974
2020-12-09,42.20779
2020-12-10,43.50649
2020-12-11,42.85714
2020-12-12,33.11688
2020-12-13,22.72727
2020-12-14,38.96103
2020-12-15,81.16883
2020-12-16,61.03896
2020-12-17,64.93506
2020-12-18,73.37662
2020-12-19,26.62337
2020-12-20,23.37662
2020-12-21,54.54545
2020-12-22,61.03896
2020-12-23,45.45454
2020-12-24,47.40259
2020-12-25,34.41558
2020-12-26,19.48051
2020-12-27,20.12987
2020-12-28,42.85714
2020-12-29,44.80519
2020-12-30,69.48051
2020-12-31,30.51948
2021-01-01,15.58441
2021-01-02,20.77922
2021-01-03,29.22077
2021-01-04,53.24675
2021-01-05,71.42857
2021-01-06,81.16883
2021-01-07,53.24675
2021-01-08,51.94805
2021-01-09,22.07792
2021-01-10,22.07792
2021-01-11,40.25974
2021-01-12,40.90909
2021-01-13,41.55844
2021-01-14,59.0909
2021-01-15,45.45454
2021-01-16,29.87012
2021-01-17,24.02597
2021-01-18,41.55844
2021-01-19,44.80519
2021-01-20,45.45454
2021-01-21,47.40259
2021-01-22,51.2987
2021-01-23,35.71428
2021-01-24,31.81818
2021-01-25,42.20779
2021-01-26,40.25974
2021-01-27,47.40259
2021-01-28,51.2987
2021-01-29,32.46753
2021-01-30,20.12987
2021-01-31,9.74025
2021-02-01,32.46753
2021-02-02,54.54545
2021-02-03,51.2987
2021-02-04,48.05194
2021-02-05,63.63636
2021-02-06,31.81818
2021-02-07,21.42857
2021-02-08,67.53246
2021-02-09,100.0
2021-02-10,62.98701
2021-02-11,28.57142
2021-02-12,22.72727
2021-02-13,20.77922
2021-02-14,22.07792
2021-02-15,48.05194
2021-02-16,53.24675
2021-02-17,37.66233
2021-02-18,29.22077
2021-02-19,27.27272
2021-02-20,24.67532
2021-02-21,23.37662
2021-02-22,22.07792
2021-02-23,34.41558
2021-02-24,27.27272
2021-02-25,35.06493
2021-02-26,17.53246
2021-02-27,11.03896
2021-02-28,21.42857
2021-03-01,24.02597
2021-03-02,26.62337
2021-03-03,29.22077
2021-03-04,24.67532
2021-03-05,25.32467
2021-03-06,12.33766
2021-03-07,19.48051
2021-03-08,27.27272
2021-03-09,31.81818
2021-03-10,37.66233
2021-03-11,48.70129
2021-03-12,50.64935
2021-03-13,27.27272
2021-03-14,21.42857
2021-03-15,40.90909
2021-03-16,52.5974
2021-03-17,44.80519
2021-03-18,83.11688
2021-03-19,51.2987
2021-03-20,18.83116
2021-03-21,22.72727
2021-03-22,32.46753
2021-03-23,33.76623
2021-03-24,37.66233
2021-03-25,40.90909
2021-03-26,27.92207
2021-03-27,28.57142
2021-03-28,16.23376
2021-03-29,24.02597
2021-03-30,20.77922
2021-03-31,28.57142
2021-04-01,23.37662
2021-04-02,33.76623
2021-04-03,7.7922
2021-04-04,11.68831
2021-04-05,24.02597
2021-04-06,24.02597
2021-04-07,31.16883
2021-04-08,23.37662
2021-04-09,26.62337
2021-04-10,16.88311
2021-04-11,14.93506
2021-04-12,20.77922
2021-04-13,23.37662
2021-04-14,34.41558
2021-04-15,27.92207
2021-04-16,27.27272
2021-04-17,12.33766
2021-04-18,19.48051
2021-04-19,22.07792
2021-04-20,18.83116
2021-04-21,35.06493
2021-04-22,27.92207
2021-04-23,28.57142
2021-04-24,12.33766
2021-04-25,7.14285
2021-04-26,24.02597
2021-04-27,28.57142
2021-04-28,43.50649
2021-04-29,33.11688
2021-04-30,33.76623
2021-05-01,31.16883
2021-05-02,18.83116
2021-05-03,25.32467
2021-05-04,20.12987
2021-05-05,12.98701
2021-05-06,12.98701
2021-05-07,27.27272
2021-05-08,15.58441
2021-05-09,10.38961
2021-05-10,24.02597
2021-05-11,84.41558
2021-05-12,55.84415
2021-05-13,32.46753
2021-05-14,20.77922
2021-05-15,11.68831
2021-05-16,10.38961
2021-05-17,25.97402
2021-05-18,25.97402
2021-05-19,11.68831
2021-05-20,38.96103
2021-05-21,29.22077
2021-05-22,11.68831
2021-05-23,17.53246
2021-05-24,20.12987
2021-05-25,22.72727
2021-05-26,26.62337
2021-05-27,27.27272
2021-05-28,21.42857
2021-05-29,9.74025
2021-05-30,9.74025
2021-05-31,25.97402
2021-06-01,18.18181
2021-06-02,18.18181
2021-06-03,12.33766
2021-06-04,21.42857
2021-06-05,8.44155
2021-06-06,6.4935
2021-06-07,16.88311
2021-06-08,16.23376
2021-06-09,16.88311
2021-06-10,17.53246
2021-06-11,21.42857
2021-06-12,10.38961
2021-06-13,7.14285
2021-06-14,14.93506
2021-06-15,22.72727
2021-06-16,20.77922
2021-06-17,24.02597
2021-06-18,16.88311
2021-06-19,15.58441
2021-06-20,5.84415
2021-06-21,15.58441
2021-06-22,24.67532
2021-06-23,29.22077
2021-06-24,28.57142
2021-06-25,11.68831
2021-06-26,15.58441
2021-06-27,4.54545
2021-06-28,19.48051
2021-06-29,29.87012
2021-06-30,29.22077
2021-07-01,28.57142
2021-07-02,24.02597
2021-07-03,21.42857
2021-07-04,11.03896
2021-07-05,24.67532
2021-07-06,22.07792
2021-07-07,21.42857
2021-07-08,22.07792
2021-07-09,17.53246
2021-07-10,5.84415
2021-07-11,15.58441
2021-07-12,30.51948
2021-07-13,41.55844
2021-07-14,40.25974
2021-07-15,33.76623
2021-07-16,33.76623
2021-07-17,24.02597
2021-07-18,25.97402
2021-07-19,24.02597
2021-07-20,33.76623
2021-07-21,47.40259
2021-07-22,75.32467
2021-07-23,59.74025
2021-07-24,39.61038
2021-07-25,28.57142
2021-07-26,37.66233
2021-07-27,25.32467
2021-07-28,58.44155
2021-07-29,62.98701
2021-07-30,46.10389
2021-07-31,19.48051
2021-08-01,16.23376
2021-08-02,29.87012
2021-08-03,38.96103
2021-08-04,44.80519
2021-08-05,51.94805
2021-08-06,93.50649
2021-08-07,33.11688
2021-08-08,37.66233
2021-08-09,68.18181
2021-08-10,62.33766
2021-08-11,58.44155
2021-08-12,79.22077
2021-08-13,47.40259
2021-08-14,24.67532
2021-08-15,11.03896
2021-08-16,18.83116
2021-08-17,34.41558
2021-08-18,60.38961
2021-08-19,39.61038
2021-08-20,41.55844
2021-08-21,16.88311
2021-08-22,14.28571
2021-08-23,29.87012
2021-08-24,33.76623
2021-08-25,42.85714
2021-08-26,27.27272
2021-08-27,29.87012
2021-08-28,7.14285
2021-08-29,11.03896
2021-08-30,22.07792
2021-08-31,20.77922
2021-09-01,28.57142
2021-09-02,36.36363
2021-09-03,35.06493
2021-09-04,11.03896
2021-09-05,5.84415
2021-09-06,22.07792
2021-09-07,27.27272
2021-09-08,20.77922
2021-09-09,14.28571
2021-09-10,20.77922
2021-09-11,9.0909
2021-09-13,3.24675
2021-09-14,7.14285
2021-09-15,3.24675
2021-09-16,8.44155
2021-09-17,6.4935
2021-09-19,3.24675
2021-09-22,6.4935
2021-09-23,4.54545
2021-09-24,4.54545
2021-09-27,6.4935
2021-09-28,4.54545
2021-09-30,7.14285
2021-10-07,7.7922
2021-10-08,9.74025
2021-10-09,3.24675
2021-10-14,3.24675
2021-10-17,3.24675
2021-10-18,3.8961
2021-10-19,7.14285
2021-10-20,5.84415
2021-10-21,3.24675
2021-10-22,3.24675
2021-10-24,3.24675
2021-10-25,8.44155
2021-10-26,8.44155
2021-10-28,5.1948
2021-10-29,9.0909
2021-11-01,4.54545
2021-11-02,5.84415
2021-11-03,9.0909
2021-11-04,3.24675
2021-11-05,7.7922
2021-11-08,5.84415
2021-11-09,5.84415
2021-11-10,5.84415
2021-11-11,4.54545
2021-11-12,3.8961
2021-11-13,7.14285
2021-11-14,4.54545
2021-11-15,7.14285
2021-11-16,20.12987
2021-11-17,14.28571
2021-11-18,9.74025
2021-11-19,6.4935
2021-11-20,3.8961
2021-11-21,3.8961
2021-11-22,7.14285
2021-11-23,9.0909
2021-11-24,12.33766
2021-11-25,7.14285
2021-11-26,9.0909
2021-11-27,3.8961
2021-11-28,4.54545
2021-11-29,7.14285
2021-12-01,3.24675
2021-12-02,5.1948
2021-12-06,3.24675
2021-12-07,3.8961
2021-12-08,4.54545
2021-12-09,5.1948
2021-12-10,9.0909
2021-12-13,4.54545
2021-12-15,3.8961
2021-12-21,3.24675
2021-12-23,3.8961
2021-12-24,3.24675
2021-12-30,3.24675
2022-01-02,3.8961
2022-01-03,6.4935
2022-01-05,5.84415
2022-01-10,3.24675
2022-01-11,3.24675
2022-01-13,3.24675
2022-01-17,3.8961
2022-01-18,3.8961
2022-01-19,4.54545
2022-01-20,18.18181
2022-01-21,6.4935
2022-01-22,3.8961
2022-01-23,3.24675
2022-01-24,9.0909
2022-01-25,12.98701
2022-01-26,11.03896
2022-01-27,24.67532
2022-01-28,8.44155
2022-01-30,3.24675
2022-02-03,3.24675
2022-02-04,3.8961
2022-02-08,5.1948
2022-02-09,3.24675
2022-02-10,5.84415
2022-02-11,3.24675
2022-02-14,3.24675
2022-02-16,3.8961
2022-02-17,5.84415
2022-02-18,5.1948
2022-02-20,3.8961
2022-02-21,5.1948
2022-02-22,3.8961
2022-02-24,3.24675
2022-02-25,3.8961
2022-02-27,3.24675
2022-02-28,3.24675
2022-03-02,4.54545
2022-03-04,4.54545
2022-03-11,5.1948
2022-03-14,3.8961
2022-03-15,3.24675
2022-03-18,3.8961
2022-03-19,3.8961
2022-03-21,3.8961
2022-03-22,8.44155
2022-03-23,3.8961
2022-03-24,3.24675
2022-03-25,6.4935
2022-03-28,3.24675
2022-03-29,3.8961
2022-04-06,3.24675
2022-04-20,3.24675
2022-05-16,4.54545
2022-05-20,3.24675
2022-05-25,3.8961
2022-05-26,3.24675
2022-06-01,3.8961
2022-06-08,7.14285
2022-06-14,6.4935
2022-06-16,3.24675
2022-06-17,3.8961
2022-06-19,3.8961
2022-06-20,4.54545
2022-06-24,3.24675
2022-06-27,3.24675
2022-06-30,5.1948
2022-07-06,3.24675
2022-07-10,4.54545
2022-07-12,3.24675
2022-07-18,3.24675
2022-07-19,7.7922
2022-07-20,3.24675
2022-07-21,6.4935
2022-07-22,7.7922
2022-07-26,3.24675
2022-07-27,3.8961
2022-07-28,3.8961
2022-07-29,3.8961
2022-07-30,4.54545
2022-08-01,6.4935
2022-08-03,5.1948
2022-08-04,5.1948
2022-08-05,4.54545
2022-08-09,3.8961
2022-08-10,6.4935
2022-08-11,6.4935
2022-08-12,5.1948
2022-08-13,4.54545
2022-08-17,8.44155
2022-08-18,3.24675
2022-08-23,4.54545
2022-08-24,6.4935
2022-08-25,5.1948
2022-08-26,3.24675
2022-08-31,4.54545
2022-09-01,5.84415
2022-09-05,3.24675
2022-09-07,3.24675
2022-09-08,3.8961
2022-09-16,3.8961
2022-09-28,4.54545
2022-09-30,5.1948
2022-10-02,3.24675
2022-10-03,3.24675
2022-10-04,7.14285
2022-10-05,4.54545
2022-10-06,3.24675
2022-10-14,5.84415
2022-10-19,3.8961
2022-10-21,3.24675
2022-11-03,6.4935
2022-11-08,3.8961
2022-11-09,6.4935
2022-11-16,3.24675
2022-11-18,5.1948
2022-11-29,3.8961
2022-12-13,5.84415
2022-12-22,3.24675
2022-12-27,3.24675
2023-01-06,3.24675
2023-01-17,4.54545
2023-01-18,3.24675
2023-01-20,4.54545
2023-01-25,5.1948
2023-01-27,3.24675
2023-01-28,3.24675
2023-02-01,5.84415
2023-02-02,6.4935
2023-02-03,4.54545
2023-02-06,7.14285
2023-02-07,12.33766
2023-02-08,6.4935
2023-02-09,17.53246
2023-02-10,6.4935
2023-02-13,4.54545
2023-02-14,7.7922
2023-02-15,3.8961
2023-02-16,11.03896
2023-02-17,7.14285
2023-02-18,3.24675
2023-02-20,3.8961
2023-02-21,7.7922
2023-02-22,4.54545
2023-02-23,7.14285
2023-02-24,3.8961
2023-03-01,3.24675
2023-03-03,16.88311
2023-03-04,7.14285
2023-03-05,7.7922
2023-03-06,23.37662
2023-03-07,16.23376
2023-03-08,4.54545
2023-03-13,8.44155
2023-03-15,9.74025
2023-03-16,18.18181
2023-03-17,17.53246
2023-03-18,12.33766
2023-03-20,12.98701
2023-03-21,14.28571
2023-03-22,20.12987
2023-03-23,4.54545
2023-03-24,20.77922
2023-03-25,6.4935
2023-03-26,3.8961
2023-03-27,11.68831
2023-03-28,14.93506
2023-03-29,20.12987
2023-03-30,22.07792
2023-03-31,18.83116
2023-04-01,13.63636
2023-04-02,6.4935
2023-04-03,13.63636
2023-04-04,8.44155
2023-04-05,19.48051
2023-04-06,9.74025
2023-04-07,11.68831
2023-04-08,5.84415
2023-04-09,3.8961
2023-04-10,11.03896
2023-04-11,14.93506
2023-04-12,10.38961
2023-04-13,9.74025
2023-04-14,19.48051
2023-04-15,7.7922
2023-04-16,5.84415
2023-04-17,7.14285
2023-04-18,18.83116
2023-04-19,8.44155
2023-04-20,9.74025
2023-04-21,11.03896
2023-04-22,3.8961
2023-04-23,8.44155
2023-04-24,15.58441
2023-04-25,14.28571
2023-04-26,18.18181
2023-04-27,9.74025
2023-04-28,16.88311
2023-04-30,5.1948
2023-05-02,7.7922
2023-05-03,9.74025
2023-05-04,8.44155
2023-05-05,6.4935
2023-05-08,9.74025
2023-05-09,9.0909
2023-05-10,11.03896
2023-05-11,7.7922
2023-05-12,7.14285
2023-05-15,7.14285
2023-05-16,3.24675
2023-05-17,9.74025
2023-05-18,12.98701
2023-05-19,15.58441
2023-05-20,4.54545
2023-05-22,12.98701
2023-05-23,22.07792
2023-05-24,12.98701
2023-05-25,15.58441
2023-05-26,12.98701
2023-05-27,4.54545
2023-05-28,7.7922
2023-05-30,7.14285
2023-05-31,8.44155
2023-06-01,12.98701
2023-06-02,9.74025
2023-06-06,3.8961
2023-06-07,18.83116
2023-06-08,20.12987
2023-06-09,24.67532
2023-06-10,6.4935
2023-06-11,3.24675
2023-06-12,15.58441
2023-06-13,10.38961
2023-06-14,11.68831
2023-06-15,12.33766
2023-06-16,9.0909
2023-06-17,9.0909
2023-06-18,6.4935
2023-06-19,10.38961
2023-06-20,11.68831
2023-06-21,15.58441
2023-06-22,7.7922
2023-06-23,12.98701
2023-06-24,8.44155
2023-06-25,4.54545
2023-06-26,10.38961
2023-06-27,14.28571
2023-06-28,19.48051
2023-06-29,12.98701
2023-06-30,37.01298
2023-07-01,12.98701
2023-07-02,6.4935
2023-07-03,27.27272
2023-07-04,25.97402
2023-07-05,26.62337
2023-07-06,37.01298
2023-07-07,17.53246
2023-07-08,6.4935
2023-07-09,6.4935
2023-07-10,22.07792
2023-07-11,23.37662
2023-07-12,20.12987
2023-07-13,29.22077
2023-07-14,34.41558
2023-07-15,9.74025
2023-07-16,6.4935
2023-07-17,19.48051
2023-07-18,19.48051
2023-07-19,28.57142
2023-07-20,24.02597
2023-07-21,16.88311
2023-07-22,9.0909
2023-07-23,6.4935
2023-07-24,20.77922
2023-07-25,12.98701
2023-07-26,24.02597
2023-07-27,26.62337
2023-07-28,24.02597
2023-07-29,9.0909
2023-07-30,4.54545
2023-07-31,14.93506
2023-08-01,20.12987
2023-08-02,12.33766
2023-08-03,3.8961
2023-08-04,16.88311
2023-08-05,12.33766
2023-08-06,9.0909
2023-08-07,24.02597
2023-08-08,22.07792
2023-08-09,18.18181
2023-08-10,21.42857
2023-08-11,17.53246
2023-08-12,7.7922
2023-08-13,5.1948
2023-08-14,15.58441
2023-08-15,10.38961
2023-08-16,22.07792
2023-08-17,24.02597
2023-08-18,7.7922
2023-08-19,5.84415
2023-08-21,7.7922
2023-08-22,11.03896
2023-08-23,18.18181
2023-08-24,18.83116
2023-08-25,12.33766
2023-08-26,5.1948
2023-08-27,6.4935
2023-08-28,14.28571
2023-08-29,11.68831
2023-08-30,12.98701
2023-08-31,18.18181
2023-09-01,13.63636
2023-09-02,9.0909
2023-09-04,9.74025
2023-09-05,21.42857
2023-09-06,18.83116
2023-09-07,7.14285
2023-09-08,6.4935
2023-09-09,7.7922
2023-09-11,15.58441
2023-09-12,13.63636
2023-09-13,6.4935
2023-09-14,5.1948
2023-09-15,3.8961
2023-09-16,3.8961
2023-09-17,7.7922
2023-09-18,12.98701
2023-09-19,13.63636
2023-09-20,26.62337
2023-09-21,21.42857
2023-09-22,18.18181
2023-09-23,3.24675
2023-09-24,5.84415
2023-09-25,24.02597
2023-09-26,24.02597
2023-09-27,25.97402
2023-09-28,8.44155
2023-09-29,6.4935
2023-09-30,3.24675
2023-10-02,4.54545
2023-10-03,9.0909
2023-10-04,20.12987
2023-10-05,51.94805
2023-10-06,22.07792
2023-10-10,17.53246
2023-10-11,17.53246
2023-10-12,11.68831
2023-10-13,7.14285
2023-10-15,7.14285
2023-10-16,5.1948
2023-10-17,10.38961
2023-10-18,14.93506
2023-10-19,11.68831
2023-10-20,12.98701
2023-10-22,3.8961
2023-10-23,5.84415
2023-10-24,9.74025
2023-10-25,3.8961
2023-10-26,13.63636
2023-10-27,11.68831
2023-10-28,5.84415
2023-10-30,9.0909
2023-10-31,10.38961
2023-11-01,5.1948
2023-11-02,12.98701
2023-11-03,6.4935
2023-11-04,5.84415
2023-11-05,3.8961
2023-11-06,15.58441
2023-11-07,11.03896
2023-11-08,13.63636
2023-11-09,14.28571
2023-11-10,7.14285
2023-11-11,6.4935
2023-11-12,3.8961
2023-11-13,18.18181
2023-11-14,18.83116
2023-11-15,15.58441
2023-11-16,22.07792
2023-11-17,37.01298
2023-11-18,5.84415
2023-11-19,9.0909
2023-11-20,22.72727
2023-11-21,28.57142
2023-11-22,36.36363
2023-11-23,24.02597
2023-11-24,38.96103
2023-11-25,16.23376
2023-11-26,14.28571
2023-11-27,32.46753
2023-11-28,23.37662
2023-11-29,32.46753
2023-11-30,25.32467
2023-12-01,22.72727
2023-12-02,5.1948
2023-12-03,12.33766
2023-12-04,14.93506
2023-12-05,20.77922
2023-12-06,20.12987
2023-12-07,25.97402
2023-12-08,27.27272
2023-12-09,11.68831
2023-12-10,9.74025
2023-12-11,34.41558
2023-12-12,42.85714
2023-12-13,29.87012
2023-12-14,27.92207
2023-12-15,27.27272
2023-12-16,7.14285
2023-12-17,9.0909
2023-12-18,29.22077
2023-12-19,31.81818
2023-12-20,24.67532
2023-12-21,21.42857
2023-12-22,22.72727
2023-12-23,7.14285
2023-12-24,5.84415
2023-12-25,9.74025
2023-12-26,22.72727
2023-12-27,14.93506
2023-12-28,4.54545
2023-12-29,11.03896
2023-12-30,8.44155
2024-01-01,3.24675
2024-01-02,12.98701
2024-01-03,11.03896
2024-01-04,5.84415
2024-01-05,12.33766
2024-01-06,6.4935
2024-01-07,3.8961
2024-01-08,6.4935
2024-01-09,24.02597
2024-01-10,17.53246
2024-01-11,22.07792
2024-01-12,9.74025
2024-01-13,5.1948
2024-01-14,3.8961
2024-01-15,9.74025
2024-01-16,3.8961
2024-01-17,15.58441
2024-01-18,9.74025
2024-01-19,3.8961
2024-01-20,5.84415
2024-01-21,13.63636
2024-01-22,5.84415
2024-01-23,16.88311
2024-01-24,16.23376
2024-01-25,16.23376
2024-01-26,22.72727
2024-01-27,6.4935
2024-01-28,9.0909
2024-01-29,34.41558
2024-01-30,12.33766
2024-01-31,10.38961
2024-02-01,15.58441
2024-02-02,12.98701
2024-02-03,5.1948
2024-02-04,3.24675
2024-02-05,15.58441
2024-02-06,15.58441
2024-02-07,8.44155
2024-02-08,3.8961
2024-02-09,3.24675
2024-02-10,5.1948
2024-02-11,7.14285
2024-02-12,4.54545
2024-02-13,13.63636
2024-02-14,18.18181
2024-02-15,21.42857
2024-02-16,16.23376
2024-02-17,5.84415
2024-02-18,5.1948
2024-02-19,24.67532
2024-02-20,25.32467
2024-02-21,13.63636
2024-02-22,20.12987
2024-02-23,27.27272
2024-02-24,12.33766
2024-02-25,9.74025
2024-02-26,21.42857
2024-02-27,25.32467
2024-02-28,25.32467
2024-02-29,28.57142
2024-03-01,5.84415
2024-03-02,3.24675
2024-03-03,4.54545
2024-03-04,16.88311
2024-03-05,12.33766
2024-03-06,16.88311
2024-03-07,22.07792
2024-03-08,18.83116
2024-03-09,5.84415
2024-03-10,6.4935
2024-03-11,20.77922
2024-03-12,13.63636
2024-03-13,20.12987
2024-03-14,20.77922
2024-03-15,21.42857
2024-03-16,11.68831
2024-03-17,3.24675
2024-03-18,11.03896
2024-03-19,14.28571
2024-03-20,12.98701
