date,부동산실거래가조회
2023-05-29,24.79812
2023-05-30,31.33628
2023-05-31,29.94269
2023-06-01,29.29148
2023-06-02,27.2597
2023-06-03,22.06303
2023-06-04,23.02682
2023-06-05,29.21333
2023-06-06,26.73873
2023-06-07,30.5939
2023-06-08,29.95571
2023-06-09,27.09038
2023-06-10,23.28731
2023-06-11,24.38134
2023-06-12,33.1206
2023-06-13,30.80229
2023-06-14,27.14248
2023-06-15,28.22349
2023-06-16,26.7778
2023-06-17,21.15134
2023-06-18,21.91977
2023-06-19,29.76035
2023-06-20,28.4449
2023-06-21,27.52018
2023-06-22,27.94998
2023-06-23,27.40296
2023-06-24,21.02109
2023-06-25,20.08335
2023-06-26,28.64027
2023-06-27,27.89789
2023-06-28,27.62438
2023-06-29,28.30164
2023-06-30,25.34514
2023-07-01,22.05001
2023-07-02,22.1542
2023-07-03,27.31179
2023-07-04,27.22063
2023-07-05,26.85595
2023-07-06,26.38707
2023-07-07,23.79525
2023-07-08,21.68533
2023-07-09,21.17738
2023-07-10,29.55196
2023-07-11,25.61865
2023-07-12,26.81687
2023-07-13,27.45506
2023-07-14,24.66788
2023-07-15,21.58114
2023-07-16,21.62021
2023-07-17,29.33055
2023-07-18,28.86168
2023-07-19,28.61422
2023-07-20,27.18155
2023-07-21,26.50429
2023-07-22,25.9182
2023-07-23,23.07892
2023-07-24,35.94686
2023-07-25,32.261
2023-07-26,30.19015
2023-07-27,28.69236
2023-07-28,27.35087
2023-07-29,25.14977
2023-07-30,22.03698
2023-07-31,27.93696
2023-08-01,27.36389
2023-08-02,25.1628
2023-08-03,25.93123
2023-08-04,23.33941
2023-08-05,20.04428
2023-08-06,20.61734
2023-08-07,26.64756
2023-08-08,28.00208
2023-08-09,27.57228
2023-08-10,24.79812
2023-08-11,25.03256
2023-08-12,22.71424
2023-08-13,22.38864
2023-08-14,26.73873
2023-08-15,25.52748
2023-08-16,30.47668
2023-08-17,30.89346
2023-08-18,27.71555
2023-08-19,23.76921
2023-08-20,23.26126
2023-08-21,30.56785
2023-08-22,29.63011
2023-08-23,28.32768
2023-08-24,27.31179
2023-08-25,28.34071
2023-08-26,25.30606
2023-08-27,22.62307
2023-08-28,31.10184
2023-08-29,29.82547
2023-08-30,28.91377
2023-08-31,28.91377
2023-09-01,25.34514
2023-09-02,21.94581
2023-09-03,24.17296
2023-09-04,29.01797
2023-09-05,26.54337
2023-09-06,29.66918
2023-09-07,27.55926
2023-09-08,27.31179
2023-09-09,23.48267
2023-09-10,22.01094
2023-09-11,31.90935
2023-09-12,28.67934
2023-09-13,27.41599
2023-09-14,26.28288
2023-09-15,30.13805
2023-09-16,22.29747
2023-09-17,22.54493
2023-09-18,29.42172
2023-09-19,25.65772
2023-09-20,24.3553
2023-09-21,24.58973
2023-09-22,22.92263
2023-09-23,20.30476
2023-09-24,19.04141
2023-09-25,24.45949
2023-09-26,22.34957
2023-09-27,18.83302
2023-09-28,15.88955
2023-09-29,17.36129
2023-09-30,19.11956
2023-10-01,19.14561
2023-10-02,21.71138
2023-10-03,23.30033
2023-10-04,30.82834
2023-10-05,25.42328
2023-10-06,25.9182
2023-10-07,20.85178
2023-10-08,18.70278
2023-10-09,25.68377
2023-10-10,31.31023
2023-10-11,27.92393
2023-10-12,28.56212
2023-10-13,25.85308
2023-10-14,21.19041
2023-10-15,20.22662
2023-10-16,30.52878
2023-10-17,27.94998
2023-10-18,27.45506
2023-10-19,29.60406
2023-10-20,31.80515
2023-10-21,21.43787
2023-10-22,22.23235
2023-10-23,35.36077
2023-10-24,35.08726
2023-10-25,33.78483
2023-10-26,31.71398
2023-10-27,29.66918
2023-10-28,21.20343
2023-10-29,22.18025
2023-10-30,37.96561
2023-10-31,32.88616
2023-11-01,33.25084
2023-11-02,34.64443
2023-11-03,30.45063
2023-11-04,23.23521
2023-11-05,22.6882
2023-11-06,34.21463
2023-11-07,32.48241
2023-11-08,26.30893
2023-11-09,31.79213
2023-11-10,29.47382
2023-11-11,20.23964
2023-11-12,21.85464
2023-11-13,33.70669
2023-11-14,36.31153
2023-11-15,34.17556
2023-11-16,31.87027
2023-11-17,29.38265
2023-11-18,22.85751
2023-11-19,21.3988
2023-11-20,34.82677
2023-11-21,36.20734
2023-11-22,34.50117
2023-11-23,34.51419
2023-11-24,29.86454
2023-11-25,20.78666
2023-11-26,21.78952
2023-11-27,36.42875
2023-11-28,33.64157
2023-11-29,31.59676
2023-11-30,24.10784
2023-12-01,22.6361
2023-12-02,21.76348
2023-12-03,22.2584
2023-12-04,34.67048
2023-12-05,33.70669
2023-12-06,30.91951
2023-12-07,31.46652
2023-12-08,30.28132
2023-12-09,22.6882
2023-12-10,25.28002
2023-12-11,34.34488
2023-12-12,27.18155
2023-12-13,29.89059
2023-12-14,30.05991
2023-12-15,28.45793
2023-12-16,20.40896
2023-12-17,23.30033
2023-12-18,32.05261
2023-12-19,28.4449
2023-12-20,28.83563
2023-12-21,28.41885
2023-12-22,27.16853
2023-12-23,21.22948
2023-12-24,19.86194
2023-12-25,23.66501
2023-12-26,32.45636
2023-12-27,28.56212
2023-12-28,28.21047
2023-12-29,22.97473
2023-12-30,20.29174
2023-12-31,19.58843
2024-01-01,21.04714
2024-01-02,33.31596
2024-01-03,33.1727
2024-01-04,33.58947
2024-01-05,30.2162
2024-01-06,25.38421
2024-01-07,26.75175
2024-01-08,32.58661
2024-01-09,36.025
2024-01-10,36.16827
2024-01-11,34.43605
2024-01-12,33.00338
2024-01-13,27.2597
2024-01-14,26.12659
2024-01-15,40.58348
2024-01-16,39.0336
2024-01-17,36.5069
2024-01-18,35.45194
2024-01-19,33.25084
2024-01-20,27.52018
2024-01-21,26.19171
2024-01-22,37.00182
2024-01-23,36.68924
2024-01-24,34.81375
2024-01-25,34.05834
2024-01-26,31.37535
2024-01-27,26.75175
2024-01-28,27.16853
2024-01-29,39.17686
2024-01-30,38.23912
2024-01-31,33.71971
2024-02-01,35.84266
2024-02-02,33.4983
2024-02-03,25.84006
2024-02-04,32.22193
2024-02-05,39.4634
2024-02-06,31.76608
2024-02-07,29.7864
2024-02-08,25.56655
2024-02-09,19.02839
2024-02-10,20.64339
2024-02-11,24.60276
2024-02-12,26.89502
2024-02-13,50.95076
2024-02-14,47.3691
2024-02-15,46.5616
2024-02-16,39.8411
2024-02-17,30.50273
2024-02-18,29.86454
2024-02-19,42.44594
2024-02-20,43.34462
2024-02-21,38.96848
2024-02-22,37.10601
2024-02-23,32.7429
2024-02-24,26.7257
2024-02-25,27.67647
2024-02-26,41.06538
2024-02-27,39.04662
2024-02-28,34.38395
2024-02-29,33.71971
2024-03-01,25.86611
2024-03-02,26.12659
2024-03-03,27.07736
2024-03-04,35.47798
2024-03-05,34.8398
2024-03-06,35.24355
2024-03-07,31.12789
2024-03-08,31.53164
2024-03-09,25.04558
2024-03-10,25.52748
2024-03-11,34.74863
2024-03-12,35.54311
2024-03-13,34.98306
2024-03-14,35.53008
2024-03-15,31.97447
2024-03-16,25.33211
2024-03-17,25.04558
2024-03-18,36.74133
2024-03-19,37.3144
2024-03-20,32.46939
