date,블루밍테일
2021-12-06,4.38871
2021-12-07,5.79937
2021-12-08,5.32915
2021-12-09,3.60501
2021-12-10,1.72413
2021-12-11,2.03761
2021-12-12,2.50783
2021-12-13,4.23197
2021-12-14,3.91849
2021-12-15,1.09717
2021-12-16,1.56739
2021-12-17,1.41065
2021-12-18,2.66457
2021-12-19,1.56739
2021-12-20,2.50783
2021-12-21,3.91849
2021-12-22,3.13479
2021-12-23,1.25391
2021-12-24,2.66457
2021-12-25,3.91849
2021-12-26,3.13479
2021-12-27,4.23197
2021-12-29,1.56739
2021-12-30,1.72413
2021-12-31,0.94043
2022-01-01,2.19435
2022-01-02,7.83699
2022-01-03,4.38871
2022-01-04,2.19435
2022-01-05,5.95611
2022-01-06,6.89655
2022-01-07,5.64263
2022-01-08,4.54545
2022-01-09,6.89655
2022-01-10,6.11285
2022-01-11,7.83699
2022-01-12,2.97805
2022-01-13,4.23197
2022-01-14,3.29153
2022-01-15,2.19435
2022-01-16,4.70219
2022-01-17,3.60501
2022-01-18,2.19435
2022-01-19,10.6583
2022-01-20,6.26959
2022-01-21,5.64263
2022-01-22,9.56112
2022-01-23,5.01567
2022-01-24,4.85893
2022-01-25,6.58307
2022-01-26,4.07523
2022-01-27,2.82131
2022-01-28,3.60501
2022-01-29,2.19435
2022-01-30,4.70219
2022-01-31,8.15047
2022-02-01,7.36677
2022-02-02,7.99373
2022-02-03,7.83699
2022-02-04,6.89655
2022-02-05,5.01567
2022-02-06,8.93416
2022-02-07,10.97178
2022-02-08,10.34482
2022-02-09,18.33855
2022-02-10,15.20376
2022-02-11,13.0094
2022-02-12,6.89655
2022-02-13,6.26959
2022-02-14,5.32915
2022-02-15,8.46394
2022-02-16,10.97178
2022-02-17,7.05329
2022-02-18,5.17241
2022-02-19,8.30721
2022-02-20,6.58307
2022-02-21,5.01567
2022-02-22,7.52351
2022-02-23,3.29153
2022-02-24,5.17241
2022-02-25,19.43573
2022-02-26,13.63636
2022-02-27,7.68025
2022-02-28,10.34482
2022-03-01,7.99373
2022-03-02,4.54545
2022-03-03,8.62068
2022-03-04,6.26959
2022-03-05,3.91849
2022-03-06,9.56112
2022-03-07,6.89655
2022-03-08,8.93416
2022-03-09,10.6583
2022-03-10,12.2257
2022-03-11,10.34482
2022-03-12,15.20376
2022-03-13,22.57053
2022-03-14,18.02507
2022-03-15,14.89028
2022-03-16,15.98746
2022-03-17,25.39184
2022-03-18,15.20376
2022-03-19,20.84639
2022-03-20,17.24137
2022-03-21,5.79937
2022-03-22,7.05329
2022-03-23,5.95611
2022-03-24,14.10658
2022-03-25,5.64263
2022-03-26,9.71786
2022-03-27,5.48589
2022-03-28,2.35109
2022-03-29,3.29153
2022-03-30,3.44827
2022-03-31,5.01567
2022-04-01,3.76175
2022-04-02,2.19435
2022-04-03,2.03761
2022-04-04,2.82131
2022-04-05,3.13479
2022-04-06,7.68025
2022-04-07,4.70219
2022-04-08,6.26959
2022-04-09,4.70219
2022-04-10,4.54545
2022-04-11,3.29153
2022-04-12,4.07523
2022-04-13,5.32915
2022-04-14,7.99373
2022-04-15,4.23197
2022-04-16,4.38871
2022-04-17,4.07523
2022-04-18,5.17241
2022-04-19,4.85893
2022-04-20,9.56112
2022-04-21,16.61442
2022-04-22,12.53918
2022-04-23,12.69592
2022-04-24,5.79937
2022-04-25,6.73981
2022-04-26,3.13479
2022-04-27,4.38871
2022-04-28,2.50783
2022-04-29,3.91849
2022-04-30,3.44827
2022-05-01,3.44827
2022-05-02,3.91849
2022-05-03,4.23197
2022-05-04,4.54545
2022-05-05,5.64263
2022-05-06,4.38871
2022-05-07,4.70219
2022-05-08,14.42006
2022-05-09,12.69592
2022-05-10,10.50156
2022-05-11,6.26959
2022-05-12,15.3605
2022-05-13,44.04388
2022-05-14,25.39184
2022-05-15,30.87774
2022-05-16,20.21943
2022-05-17,10.50156
2022-05-18,10.97178
2022-05-19,14.26332
2022-05-20,9.24764
2022-05-21,8.46394
2022-05-22,8.93416
2022-05-23,6.42633
2022-05-24,13.47962
2022-05-25,9.0909
2022-05-26,9.8746
2022-05-27,9.0909
2022-05-28,10.18808
2022-05-29,7.99373
2022-05-30,7.68025
2022-05-31,8.62068
2022-06-01,10.18808
2022-06-02,9.8746
2022-06-03,14.10658
2022-06-04,28.3699
2022-06-05,23.51097
2022-06-06,21.47335
2022-06-07,7.99373
2022-06-08,11.442
2022-06-09,13.63636
2022-06-10,11.28526
2022-06-11,6.42633
2022-06-12,11.28526
2022-06-13,9.40438
2022-06-14,18.02507
2022-06-15,14.89028
2022-06-16,12.85266
2022-06-17,7.99373
2022-06-18,8.15047
2022-06-19,13.63636
2022-06-20,15.98746
2022-06-21,10.97178
2022-06-22,9.24764
2022-06-23,12.53918
2022-06-24,20.84639
2022-06-25,21.78683
2022-06-26,20.68965
2022-06-27,15.20376
2022-06-28,26.95924
2022-06-29,36.99059
2022-06-30,26.8025
2022-07-01,12.06896
2022-07-02,7.52351
2022-07-03,7.68025
2022-07-04,9.0909
2022-07-05,11.75548
2022-07-06,9.24764
2022-07-07,8.46394
2022-07-08,8.77742
2022-07-09,5.01567
2022-07-10,3.91849
2022-07-11,6.89655
2022-07-12,7.52351
2022-07-13,8.46394
2022-07-14,8.30721
2022-07-15,18.65203
2022-07-16,17.39811
2022-07-17,13.94984
2022-07-18,14.42006
2022-07-19,6.26959
2022-07-20,9.0909
2022-07-21,8.77742
2022-07-22,6.58307
2022-07-23,10.50156
2022-07-24,10.6583
2022-07-25,11.12852
2022-07-26,15.04702
2022-07-27,15.3605
2022-07-28,14.10658
2022-07-29,10.34482
2022-07-30,11.28526
2022-07-31,8.77742
2022-08-01,14.10658
2022-08-02,15.98746
2022-08-03,9.24764
2022-08-04,10.34482
2022-08-05,6.58307
2022-08-06,10.18808
2022-08-07,7.36677
2022-08-08,7.83699
2022-08-09,10.6583
2022-08-10,8.46394
2022-08-11,22.25705
2022-08-12,13.0094
2022-08-13,8.77742
2022-08-14,8.62068
2022-08-15,9.56112
2022-08-16,6.89655
2022-08-17,8.46394
2022-08-18,4.85893
2022-08-19,6.26959
2022-08-20,8.15047
2022-08-21,8.30721
2022-08-22,7.99373
2022-08-23,8.77742
2022-08-24,7.52351
2022-08-25,6.58307
2022-08-26,21.47335
2022-08-27,23.98119
2022-08-28,26.17554
2022-08-29,12.69592
2022-08-30,17.55485
2022-08-31,17.71159
2022-09-01,13.63636
2022-09-02,13.16614
2022-09-03,45.76802
2022-09-04,29.1536
2022-09-05,31.5047
2022-09-06,11.28526
2022-09-07,10.18808
2022-09-08,9.40438
2022-09-09,7.52351
2022-09-10,7.99373
2022-09-11,6.58307
2022-09-12,10.18808
2022-09-13,20.68965
2022-09-14,18.65203
2022-09-15,13.32288
2022-09-16,11.28526
2022-09-17,4.38871
2022-09-18,8.46394
2022-09-19,11.28526
2022-09-20,13.7931
2022-09-21,14.5768
2022-09-22,13.16614
2022-09-23,10.97178
2022-09-24,8.62068
2022-09-25,7.36677
2022-09-26,10.18808
2022-09-27,9.24764
2022-09-28,8.46394
2022-09-29,9.40438
2022-09-30,9.24764
2022-10-01,9.56112
2022-10-02,13.47962
2022-10-03,16.77115
2022-10-04,14.89028
2022-10-05,11.442
2022-10-06,18.02507
2022-10-07,26.17554
2022-10-08,24.45141
2022-10-09,22.88401
2022-10-10,13.63636
2022-10-11,13.16614
2022-10-12,11.28526
2022-10-13,7.83699
2022-10-14,9.0909
2022-10-15,28.68338
2022-10-16,13.63636
2022-10-17,14.5768
2022-10-18,10.6583
2022-10-19,11.59874
2022-10-20,10.34482
2022-10-21,7.83699
2022-10-22,7.21003
2022-10-23,6.11285
2022-10-24,15.04702
2022-10-25,13.7931
2022-10-26,9.71786
2022-10-27,11.442
2022-10-28,14.73354
2022-10-29,12.69592
2022-10-30,11.442
2022-10-31,5.48589
2022-11-01,9.8746
2022-11-02,9.71786
2022-11-03,10.81504
2022-11-04,13.32288
2022-11-05,48.74608
2022-11-06,50.94043
2022-11-07,37.46081
2022-11-08,16.1442
2022-11-09,12.2257
2022-11-10,11.59874
2022-11-11,16.61442
2022-11-12,14.89028
2022-11-13,12.38244
2022-11-14,15.51724
2022-11-15,13.7931
2022-11-16,14.73354
2022-11-17,15.04702
2022-11-18,15.04702
2022-11-19,13.7931
2022-11-20,10.34482
2022-11-21,12.38244
2022-11-22,16.92789
2022-11-23,11.59874
2022-11-24,26.17554
2022-11-25,23.98119
2022-11-26,19.43573
2022-11-27,9.56112
2022-11-28,10.18808
2022-11-29,10.18808
2022-11-30,8.93416
2022-12-01,14.10658
2022-12-02,9.56112
2022-12-03,6.89655
2022-12-04,7.05329
2022-12-05,9.8746
2022-12-06,15.20376
2022-12-07,7.68025
2022-12-08,12.38244
2022-12-09,14.73354
2022-12-10,13.94984
2022-12-11,7.52351
2022-12-12,9.40438
2022-12-13,7.52351
2022-12-14,6.89655
2022-12-15,7.52351
2022-12-16,7.21003
2022-12-17,6.73981
2022-12-18,6.26959
2022-12-19,5.48589
2022-12-20,5.32915
2022-12-21,7.05329
2022-12-22,9.8746
2022-12-23,8.15047
2022-12-24,8.77742
2022-12-25,7.83699
2022-12-26,8.93416
2022-12-27,7.99373
2022-12-28,10.81504
2022-12-29,23.98119
2022-12-30,21.63009
2022-12-31,13.63636
2023-01-01,8.93416
2023-01-02,8.46394
2023-01-03,10.03134
2023-01-04,6.58307
2023-01-05,8.30721
2023-01-06,8.62068
2023-01-07,6.73981
2023-01-08,7.36677
2023-01-09,7.52351
2023-01-10,9.56112
2023-01-11,7.52351
2023-01-12,7.05329
2023-01-13,8.46394
2023-01-14,6.73981
2023-01-15,7.68025
2023-01-16,7.05329
2023-01-17,18.80877
2023-01-18,11.28526
2023-01-19,7.52351
2023-01-20,6.42633
2023-01-21,6.89655
2023-01-22,6.11285
2023-01-23,9.56112
2023-01-24,20.68965
2023-01-25,8.30721
2023-01-26,22.88401
2023-01-27,46.39498
2023-01-28,29.78056
2023-01-29,28.05642
2023-01-30,12.2257
2023-01-31,12.06896
2023-02-01,13.63636
2023-02-02,10.34482
2023-02-03,10.6583
2023-02-04,12.53918
2023-02-05,10.6583
2023-02-06,16.45768
2023-02-07,18.96551
2023-02-08,14.73354
2023-02-09,17.24137
2023-02-10,15.20376
2023-02-11,31.34796
2023-02-12,25.2351
2023-02-13,18.33855
2023-02-14,29.1536
2023-02-15,29.62382
2023-02-16,20.06269
2023-02-17,9.0909
2023-02-18,10.50156
2023-02-19,10.34482
2023-02-20,11.59874
2023-02-21,10.97178
2023-02-22,16.92789
2023-02-23,9.40438
2023-02-24,10.18808
2023-02-25,10.03134
2023-02-26,7.99373
2023-02-27,10.97178
2023-02-28,9.24764
2023-03-01,8.62068
2023-03-02,6.26959
2023-03-03,6.89655
2023-03-04,4.70219
2023-03-05,7.36677
2023-03-06,6.89655
2023-03-07,8.77742
2023-03-08,8.30721
2023-03-09,7.68025
2023-03-10,5.64263
2023-03-11,4.38871
2023-03-12,6.58307
2023-03-13,6.42633
2023-03-14,6.58307
2023-03-15,4.70219
2023-03-16,6.11285
2023-03-17,7.52351
2023-03-18,5.48589
2023-03-19,7.05329
2023-03-20,10.6583
2023-03-21,12.53918
2023-03-22,13.7931
2023-03-23,9.24764
2023-03-24,11.12852
2023-03-25,4.38871
2023-03-26,5.32915
2023-03-27,5.01567
2023-03-28,7.68025
2023-03-29,15.3605
2023-03-30,8.77742
2023-03-31,7.99373
2023-04-01,34.48275
2023-04-02,25.86206
2023-04-03,19.74921
2023-04-04,36.52037
2023-04-05,38.40125
2023-04-06,15.51724
2023-04-07,10.6583
2023-04-08,9.0909
2023-04-09,6.11285
2023-04-10,12.85266
2023-04-11,12.38244
2023-04-12,9.40438
2023-04-13,12.06896
2023-04-14,10.97178
2023-04-15,13.47962
2023-04-16,9.56112
2023-04-17,17.08463
2023-04-18,14.5768
2023-04-19,10.6583
2023-04-20,8.46394
2023-04-21,9.24764
2023-04-22,6.58307
2023-04-23,9.24764
2023-04-24,8.93416
2023-04-25,12.69592
2023-04-26,8.62068
2023-04-27,8.77742
2023-04-28,8.46394
2023-04-29,11.91222
2023-04-30,16.92789
2023-05-01,15.67398
2023-05-02,10.34482
2023-05-03,11.28526
2023-05-04,11.28526
2023-05-05,30.40752
2023-05-06,24.76489
2023-05-07,14.73354
2023-05-08,12.06896
2023-05-09,30.87774
2023-05-10,10.97178
2023-05-11,11.442
2023-05-12,10.6583
2023-05-13,6.73981
2023-05-14,8.77742
2023-05-15,12.69592
2023-05-16,46.70846
2023-05-17,41.37931
2023-05-18,39.18495
2023-05-19,14.5768
2023-05-20,11.442
2023-05-21,8.46394
2023-05-22,15.98746
2023-05-23,13.47962
2023-05-24,10.50156
2023-05-25,10.18808
2023-05-26,9.40438
2023-05-27,7.83699
2023-05-28,18.65203
2023-05-29,34.48275
2023-05-30,24.13793
2023-05-31,17.08463
2023-06-01,16.45768
2023-06-02,15.04702
2023-06-03,15.04702
2023-06-04,15.83072
2023-06-05,11.59874
2023-06-06,16.61442
2023-06-07,17.39811
2023-06-08,20.06269
2023-06-09,55.32915
2023-06-10,44.35736
2023-06-11,16.1442
2023-06-12,24.45141
2023-06-13,19.90595
2023-06-14,20.84639
2023-06-15,28.68338
2023-06-16,25.54858
2023-06-17,19.90595
2023-06-18,21.15987
2023-06-19,58.46394
2023-06-20,42.78996
2023-06-21,28.68338
2023-06-22,15.20376
2023-06-23,15.04702
2023-06-24,13.94984
2023-06-25,23.82445
2023-06-26,33.69905
2023-06-27,37.46081
2023-06-28,34.01253
2023-06-29,38.08777
2023-06-30,26.95924
2023-07-01,30.40752
2023-07-02,23.04075
2023-07-03,27.5862
2023-07-04,29.62382
2023-07-05,24.29467
2023-07-06,18.80877
2023-07-07,17.86833
2023-07-08,15.20376
2023-07-09,18.33855
2023-07-10,23.35423
2023-07-11,31.34796
2023-07-12,16.45768
2023-07-13,37.14733
2023-07-14,94.67084
2023-07-15,55.17241
2023-07-16,43.41692
2023-07-17,25.70532
2023-07-18,28.05642
2023-07-19,16.61442
2023-07-20,21.15987
2023-07-21,16.92789
2023-07-22,21.00313
2023-07-23,18.18181
2023-07-24,22.10031
2023-07-25,19.27899
2023-07-26,25.2351
2023-07-27,23.82445
2023-07-28,32.75862
2023-07-29,36.52037
2023-07-30,36.67711
2023-07-31,40.90909
2023-08-01,36.52037
2023-08-02,37.61755
2023-08-03,44.82758
2023-08-04,42.31974
2023-08-05,35.89341
2023-08-06,32.75862
2023-08-07,32.2884
2023-08-08,38.08777
2023-08-09,46.0815
2023-08-10,45.2978
2023-08-11,44.67084
2023-08-12,37.46081
2023-08-13,48.74608
2023-08-14,46.0815
2023-08-15,25.39184
2023-08-16,26.95924
2023-08-17,25.07836
2023-08-18,42.63322
2023-08-19,35.42319
2023-08-20,31.5047
2023-08-21,98.58934
2023-08-22,99.37304
2023-08-23,52.97805
2023-08-24,48.90282
2023-08-25,39.34169
2023-08-26,35.57993
2023-08-27,37.46081
2023-08-28,44.5141
2023-08-29,45.61128
2023-08-30,42.31974
2023-08-31,36.05015
2023-09-01,30.25078
2023-09-02,25.86206
2023-09-03,30.25078
2023-09-04,24.13793
2023-09-05,29.9373
2023-09-06,23.51097
2023-09-07,32.13166
2023-09-08,34.95297
2023-09-09,26.95924
2023-09-10,30.09404
2023-09-11,21.78683
2023-09-12,23.66771
2023-09-13,25.86206
2023-09-14,28.68338
2023-09-15,25.70532
2023-09-16,29.62382
2023-09-17,23.04075
2023-09-18,16.45768
2023-09-19,18.80877
2023-09-20,34.32601
2023-09-21,24.29467
2023-09-22,17.08463
2023-09-23,18.65203
2023-09-24,17.71159
2023-09-25,19.43573
2023-09-26,20.84639
2023-09-27,15.04702
2023-09-28,29.9373
2023-09-29,22.88401
2023-09-30,18.33855
2023-10-01,18.96551
2023-10-02,18.49529
2023-10-03,23.66771
2023-10-04,17.24137
2023-10-05,16.1442
2023-10-06,19.43573
2023-10-07,15.20376
2023-10-08,12.69592
2023-10-09,15.51724
2023-10-10,17.86833
2023-10-11,13.16614
2023-10-12,14.42006
2023-10-13,10.81504
2023-10-14,13.94984
2023-10-15,10.6583
2023-10-16,13.0094
2023-10-17,12.38244
2023-10-18,15.51724
2023-10-19,20.37617
2023-10-20,43.57366
2023-10-21,57.99373
2023-10-22,55.48589
2023-10-23,20.53291
2023-10-24,23.19749
2023-10-25,35.10971
2023-10-26,23.19749
2023-10-27,19.12225
2023-10-28,17.24137
2023-10-29,22.25705
2023-10-30,25.39184
2023-10-31,22.41379
2023-11-01,23.82445
2023-11-02,25.54858
2023-11-03,28.05642
2023-11-04,20.53291
2023-11-05,23.35423
2023-11-06,28.84012
2023-11-07,27.42946
2023-11-08,33.69905
2023-11-09,33.22884
2023-11-10,26.0188
2023-11-11,22.72727
2023-11-12,24.29467
2023-11-13,22.57053
2023-11-14,20.21943
2023-11-15,17.71159
2023-11-16,21.15987
2023-11-17,17.08463
2023-11-18,17.08463
2023-11-19,15.04702
2023-11-20,44.04388
2023-11-21,37.77429
2023-11-22,31.81818
2023-11-23,25.70532
2023-11-24,23.04075
2023-11-25,20.84639
2023-11-26,35.73667
2023-11-27,47.80564
2023-11-28,27.5862
2023-11-29,31.34796
2023-11-30,29.78056
2023-12-01,32.2884
2023-12-02,25.2351
2023-12-03,19.12225
2023-12-04,26.64576
2023-12-05,100.0
2023-12-06,43.57366
2023-12-07,33.22884
2023-12-08,20.84639
2023-12-09,25.2351
2023-12-10,18.18181
2023-12-11,24.92163
2023-12-12,23.82445
2023-12-13,25.39184
2023-12-14,23.82445
2023-12-15,25.07836
2023-12-16,21.31661
2023-12-17,18.33855
2023-12-18,21.78683
2023-12-19,19.43573
2023-12-20,21.78683
2023-12-21,28.3699
2023-12-22,25.70532
2023-12-23,36.36363
2023-12-24,20.06269
2023-12-25,21.00313
2023-12-26,18.49529
2023-12-27,18.80877
2023-12-28,42.63322
2023-12-29,63.0094
2023-12-30,32.2884
2023-12-31,21.15987
2024-01-01,20.53291
2024-01-02,28.68338
2024-01-03,30.25078
2024-01-04,35.73667
2024-01-05,24.13793
2024-01-06,19.74921
2024-01-07,21.94357
2024-01-08,23.04075
2024-01-09,26.8025
2024-01-10,26.95924
2024-01-11,29.9373
2024-01-12,24.92163
2024-01-13,21.47335
2024-01-14,22.41379
2024-01-15,27.5862
2024-01-16,21.63009
2024-01-17,22.72727
2024-01-18,23.82445
2024-01-19,40.75235
2024-01-20,26.33228
2024-01-21,27.5862
2024-01-22,26.17554
2024-01-23,25.54858
2024-01-24,23.04075
2024-01-25,21.63009
2024-01-26,20.06269
2024-01-27,17.55485
2024-01-28,11.91222
2024-01-29,22.10031
2024-01-30,20.84639
2024-01-31,23.35423
2024-02-01,19.12225
2024-02-02,38.24451
2024-02-03,28.52664
2024-02-04,19.74921
2024-02-05,28.99686
2024-02-06,26.17554
2024-02-07,21.31661
2024-02-08,24.76489
2024-02-09,17.24137
2024-02-10,21.63009
2024-02-11,25.54858
2024-02-12,26.8025
2024-02-13,33.38557
2024-02-14,35.89341
2024-02-15,27.11598
2024-02-16,36.36363
2024-02-17,34.63949
2024-02-18,27.11598
2024-02-19,32.2884
2024-02-20,31.97492
2024-02-21,43.7304
2024-02-22,29.9373
2024-02-23,51.25391
2024-02-24,38.87147
2024-02-25,34.79623
2024-02-26,31.66144
2024-02-27,32.91536
2024-02-28,34.01253
2024-02-29,28.21316
2024-03-01,20.84639
2024-03-02,21.15987
2024-03-03,22.25705
2024-03-04,22.88401
2024-03-05,24.13793
2024-03-06,46.55172
2024-03-07,28.3699
2024-03-08,36.67711
2024-03-09,22.10031
2024-03-10,25.07836
2024-03-11,29.1536
2024-03-12,28.3699
2024-03-13,27.42946
2024-03-14,20.37617
2024-03-15,15.3605
2024-03-16,14.73354
2024-03-17,12.69592
2024-03-18,16.45768
2024-03-19,19.90595
2024-03-20,20.68965
