date,자산운용
2023-09-06,21.6
2023-09-07,21.0
2023-09-08,19.2
2023-09-09,5.6
2023-09-10,6.0
2023-09-11,21.4
2023-09-12,20.39999
2023-09-13,23.6
2023-09-14,22.2
2023-09-15,21.0
2023-09-16,6.4
2023-09-17,6.8
2023-09-18,26.8
2023-09-19,25.0
2023-09-20,22.4
2023-09-21,17.6
2023-09-22,19.8
2023-09-23,3.8
2023-09-24,5.6
2023-09-25,20.39999
2023-09-26,22.4
2023-09-27,11.0
2023-09-28,3.4
2023-09-29,3.8
2023-09-30,7.6
2023-10-01,7.4
2023-10-02,3.2
2023-10-03,6.8
2023-10-04,21.0
2023-10-05,22.6
2023-10-06,21.0
2023-10-07,6.6
2023-10-08,4.8
2023-10-09,6.2
2023-10-10,22.8
2023-10-11,19.2
2023-10-12,20.8
2023-10-13,19.2
2023-10-14,4.2
2023-10-15,5.6
2023-10-16,27.2
2023-10-17,23.8
2023-10-18,21.6
2023-10-19,20.8
2023-10-20,19.4
2023-10-21,5.4
2023-10-22,5.2
2023-10-23,22.4
2023-10-24,23.4
2023-10-25,21.2
2023-10-26,23.2
2023-10-27,22.6
2023-10-28,2.6
2023-10-29,7.6
2023-10-30,24.6
2023-10-31,21.8
2023-11-01,23.8
2023-11-02,21.6
2023-11-03,19.2
2023-11-04,6.6
2023-11-05,6.0
2023-11-06,21.0
2023-11-07,19.6
2023-11-08,20.39999
2023-11-09,17.8
2023-11-10,16.6
2023-11-11,7.2
2023-11-12,7.4
2023-11-13,17.39999
2023-11-14,21.8
2023-11-15,17.8
2023-11-16,25.2
2023-11-17,23.2
2023-11-18,7.2
2023-11-19,8.8
2023-11-20,22.4
2023-11-21,19.2
2023-11-22,21.6
2023-11-23,20.6
2023-11-24,23.2
2023-11-25,3.8
2023-11-26,7.6
2023-11-27,20.0
2023-11-28,20.8
2023-11-29,20.39999
2023-11-30,20.39999
2023-12-01,23.2
2023-12-02,6.0
2023-12-03,5.0
2023-12-04,22.6
2023-12-05,22.6
2023-12-06,27.4
2023-12-07,24.2
2023-12-08,20.8
2023-12-09,5.8
2023-12-10,6.4
2023-12-11,22.4
2023-12-12,23.0
2023-12-13,18.8
2023-12-14,21.8
2023-12-15,22.8
2023-12-16,9.2
2023-12-17,6.2
2023-12-18,21.4
2023-12-19,20.6
2023-12-20,20.0
2023-12-21,18.8
2023-12-22,16.8
2023-12-23,6.0
2023-12-24,5.2
2023-12-25,4.8
2023-12-26,21.4
2023-12-27,17.8
2023-12-28,19.0
2023-12-29,15.4
2023-12-30,6.8
2023-12-31,4.4
2024-01-01,6.6
2024-01-02,25.0
2024-01-03,22.8
2024-01-04,28.19999
2024-01-05,23.2
2024-01-06,12.4
2024-01-07,12.0
2024-01-08,20.6
2024-01-09,25.0
2024-01-10,25.8
2024-01-11,22.4
2024-01-12,18.2
2024-01-13,7.4
2024-01-14,5.8
2024-01-15,21.0
2024-01-16,20.39999
2024-01-17,21.4
2024-01-18,22.6
2024-01-19,20.39999
2024-01-20,7.0
2024-01-21,8.59999
2024-01-22,20.0
2024-01-23,21.8
2024-01-24,25.4
2024-01-25,18.8
2024-01-26,16.8
2024-01-27,6.4
2024-01-28,8.59999
2024-01-29,22.8
2024-01-30,21.4
2024-01-31,18.4
2024-02-01,19.2
2024-02-02,19.4
2024-02-03,7.8
2024-02-04,6.4
2024-02-05,20.39999
2024-02-06,22.6
2024-02-07,19.0
2024-02-08,14.4
2024-02-09,4.2
2024-02-10,3.2
2024-02-11,3.6
2024-02-12,8.8
2024-02-13,20.6
2024-02-14,24.4
2024-02-15,18.6
2024-02-16,17.6
2024-02-17,8.8
2024-02-18,8.0
2024-02-19,21.8
2024-02-20,16.6
2024-02-21,21.2
2024-02-22,17.8
2024-02-23,16.6
2024-02-24,5.6
2024-02-25,6.2
2024-02-26,19.4
2024-02-27,18.2
2024-02-28,16.4
2024-02-29,17.6
2024-03-01,5.6
2024-03-02,9.8
2024-03-03,6.2
2024-03-04,21.0
2024-03-05,19.0
2024-03-06,22.2
2024-03-07,18.4
2024-03-08,18.4
2024-03-09,6.4
2024-03-10,7.4
2024-03-11,19.8
2024-03-12,20.39999
2024-03-13,20.8
2024-03-14,18.8
2024-03-15,17.8
2024-03-16,6.6
2024-03-17,5.6
2024-03-18,20.39999
2024-03-19,20.6
2024-03-20,19.6
