date,연말정산환급
2020-10-05,0.62623
2020-10-06,0.51887
2020-10-07,0.89461
2020-10-08,0.48309
2020-10-09,0.12524
2020-10-10,0.32206
2020-10-11,0.08946
2020-10-12,0.6799
2020-10-13,0.39363
2020-10-14,0.41152
2020-10-15,0.76936
2020-10-16,0.51887
2020-10-17,0.32206
2020-10-18,0.2147
2020-10-19,0.84093
2020-10-20,0.71569
2020-10-21,0.76936
2020-10-22,0.59044
2020-10-23,0.51887
2020-10-24,0.23259
2020-10-25,0.35784
2020-10-26,0.62623
2020-10-27,0.64412
2020-10-28,0.69779
2020-10-29,0.75147
2020-10-30,2.61227
2020-10-31,0.71569
2020-11-01,0.94829
2020-11-02,1.10932
2020-11-03,1.16299
2020-11-04,0.85882
2020-11-05,0.84093
2020-11-06,0.75147
2020-11-07,0.53676
2020-11-08,0.53676
2020-11-09,1.05564
2020-11-10,1.00196
2020-11-11,0.89461
2020-11-12,1.19878
2020-11-13,1.01986
2020-11-14,0.55466
2020-11-15,0.64412
2020-11-16,0.9125
2020-11-17,1.07353
2020-11-18,1.16299
2020-11-19,1.27035
2020-11-20,1.12721
2020-11-21,0.73358
2020-11-22,0.85882
2020-11-23,1.32402
2020-11-24,2.52281
2020-11-25,2.82698
2020-11-26,2.37967
2020-11-27,2.16496
2020-11-28,1.3777
2020-11-29,1.86079
2020-11-30,2.52281
2020-12-01,2.43335
2020-12-02,2.29021
2020-12-03,2.09339
2020-12-04,1.41349
2020-12-05,1.23456
2020-12-06,1.27035
2020-12-07,1.77133
2020-12-08,1.68187
2020-12-09,1.77133
2020-12-10,2.03972
2020-12-11,1.43138
2020-12-12,0.76936
2020-12-13,0.93039
2020-12-14,1.87869
2020-12-15,2.16496
2020-12-16,1.59241
2020-12-17,1.78922
2020-12-18,1.35981
2020-12-19,0.84093
2020-12-20,1.21667
2020-12-21,2.18285
2020-12-22,1.87869
2020-12-23,2.46913
2020-12-24,2.0755
2020-12-25,1.62819
2020-12-26,1.28824
2020-12-27,1.89658
2020-12-28,3.34585
2020-12-29,3.09536
2020-12-30,3.45321
2020-12-31,2.89855
2021-01-01,2.02182
2021-01-02,1.95025
2021-01-03,2.16496
2021-01-04,3.2385
2021-01-05,3.91841
2021-01-06,3.29218
2021-01-07,2.93433
2021-01-08,2.73752
2021-01-09,2.57648
2021-01-10,2.48702
2021-01-11,5.47504
2021-01-12,3.91841
2021-01-13,6.97799
2021-01-14,8.64197
2021-01-15,47.87976
2021-01-16,12.20254
2021-01-17,9.55448
2021-01-18,42.4405
2021-01-19,36.55394
2021-01-20,36.21399
2021-01-21,33.45857
2021-01-22,24.53032
2021-01-23,10.62801
2021-01-24,9.35766
2021-01-25,24.54821
2021-01-26,23.6536
2021-01-27,17.05135
2021-01-28,14.17069
2021-01-29,12.45303
2021-01-30,6.06548
2021-01-31,6.28019
2021-02-01,16.60404
2021-02-02,14.51064
2021-02-03,13.04347
2021-02-04,12.14886
2021-02-05,11.91626
2021-02-06,4.29414
2021-02-07,4.1689
2021-02-08,14.49275
2021-02-09,14.97584
2021-02-10,12.11307
2021-02-11,3.77527
2021-02-12,2.45124
2021-02-13,2.18285
2021-02-14,3.34585
2021-02-15,14.29593
2021-02-16,15.47682
2021-02-17,17.03345
2021-02-18,14.58221
2021-02-19,13.86652
2021-02-20,4.13311
2021-02-21,3.04168
2021-02-22,11.54052
2021-02-23,12.91823
2021-02-24,11.09321
2021-02-25,15.65575
2021-02-26,11.88047
2021-02-27,3.25639
2021-02-28,2.61227
2021-03-01,3.43531
2021-03-02,8.71354
2021-03-03,7.44319
2021-03-04,7.35373
2021-03-05,8.12309
2021-03-06,2.32599
2021-03-07,2.09339
2021-03-08,8.1052
2021-03-09,9.5008
2021-03-10,13.83073
2021-03-11,6.92431
2021-03-12,4.22258
2021-03-13,1.66398
2021-03-14,1.57452
2021-03-15,5.58239
2021-03-16,5.06351
2021-03-17,4.75934
2021-03-18,4.1689
2021-03-19,5.86867
2021-03-20,1.8429
2021-03-21,1.53873
2021-03-22,4.25836
2021-03-23,3.79316
2021-03-24,3.45321
2021-03-25,5.20665
2021-03-26,3.25639
2021-03-27,1.21667
2021-03-28,0.85882
2021-03-29,2.66595
2021-03-30,3.04168
2021-03-31,3.90051
2021-04-01,3.16693
2021-04-02,1.96815
2021-04-03,0.84093
2021-04-04,1.05564
2021-04-05,2.68384
2021-04-06,2.5407
2021-04-07,2.03972
2021-04-08,1.96815
2021-04-09,1.93236
2021-04-10,0.76936
2021-04-11,0.78726
2021-04-12,1.75344
2021-04-13,1.62819
2021-04-14,1.53873
2021-04-15,1.78922
2021-04-16,1.25246
2021-04-17,0.50098
2021-04-18,0.66201
2021-04-19,1.05564
2021-04-20,1.41349
2021-04-21,1.00196
2021-04-22,1.55662
2021-04-23,1.55662
2021-04-24,0.64412
2021-04-25,0.57255
2021-04-26,1.62819
2021-04-27,1.6103
2021-04-28,1.10932
2021-04-29,1.3777
2021-04-30,1.35981
2021-05-01,1.05564
2021-05-02,1.35981
2021-05-03,3.39953
2021-05-04,2.89855
2021-05-05,1.32402
2021-05-06,2.70173
2021-05-07,2.18285
2021-05-08,1.10932
2021-05-09,1.00196
2021-05-10,3.05958
2021-05-11,2.23653
2021-05-12,2.48702
2021-05-13,2.29021
2021-05-14,1.98604
2021-05-15,0.60833
2021-05-16,1.09142
2021-05-17,1.82501
2021-05-18,1.57452
2021-05-19,1.07353
2021-05-20,1.82501
2021-05-21,1.59241
2021-05-22,0.64412
2021-05-23,1.05564
2021-05-24,1.48505
2021-05-25,1.77133
2021-05-26,1.82501
2021-05-27,1.44927
2021-05-28,1.69976
2021-05-29,0.50098
2021-05-30,0.59044
2021-05-31,2.29021
2021-06-01,1.52084
2021-06-02,1.16299
2021-06-03,1.10932
2021-06-04,0.80515
2021-06-05,0.55466
2021-06-06,0.6799
2021-06-07,1.16299
2021-06-08,1.25246
2021-06-09,1.07353
2021-06-10,1.48505
2021-06-11,1.39559
2021-06-12,0.42941
2021-06-13,0.73358
2021-06-14,1.48505
2021-06-15,1.64609
2021-06-16,1.50295
2021-06-17,1.39559
2021-06-18,1.50295
2021-06-19,0.6799
2021-06-20,0.25049
2021-06-21,1.30613
2021-06-22,1.23456
2021-06-23,1.39559
2021-06-24,0.96618
2021-06-25,1.16299
2021-06-26,0.48309
2021-06-27,0.53676
2021-06-28,0.80515
2021-06-29,0.9125
2021-06-30,1.1451
2021-07-01,1.12721
2021-07-02,0.76936
2021-07-03,0.26838
2021-07-04,0.51887
2021-07-05,0.94829
2021-07-06,0.94829
2021-07-07,0.98407
2021-07-08,0.66201
2021-07-09,0.94829
2021-07-10,0.25049
2021-07-11,0.32206
2021-07-12,0.6799
2021-07-13,0.53676
2021-07-14,0.35784
2021-07-15,0.35784
2021-07-16,0.41152
2021-07-17,0.25049
2021-07-18,0.2147
2021-07-19,0.60833
2021-07-20,0.64412
2021-07-21,0.48309
2021-07-22,0.4473
2021-07-23,0.55466
2021-07-24,0.17892
2021-07-25,0.10735
2021-07-26,0.6799
2021-07-27,0.84093
2021-07-28,1.3777
2021-07-29,1.01986
2021-07-30,1.1451
2021-07-31,0.69779
2021-08-01,0.75147
2021-08-02,1.10932
2021-08-03,0.78726
2021-08-04,0.64412
2021-08-05,0.93039
2021-08-06,0.87672
2021-08-07,0.33995
2021-08-08,0.30416
2021-08-09,0.76936
2021-08-10,1.27035
2021-08-11,0.78726
2021-08-12,0.96618
2021-08-13,0.78726
2021-08-14,0.41152
2021-08-15,0.53676
2021-08-16,0.73358
2021-08-17,1.05564
2021-08-18,0.82304
2021-08-19,0.6799
2021-08-20,0.89461
2021-08-21,0.6799
2021-08-22,0.51887
2021-08-23,0.6799
2021-08-24,0.89461
2021-08-25,0.94829
2021-08-26,1.71765
2021-08-27,0.76936
2021-08-28,0.60833
2021-08-29,0.39363
2021-08-30,1.25246
2021-08-31,1.35981
2021-09-01,1.21667
2021-09-02,0.84093
2021-09-03,0.80515
2021-09-04,0.37573
2021-09-05,0.48309
2021-09-06,0.76936
2021-09-07,0.84093
2021-09-08,0.84093
2021-09-09,0.64412
2021-09-10,0.84093
2021-09-11,0.37573
2021-09-12,0.32206
2021-09-13,0.73358
2021-09-14,0.9125
2021-09-15,0.62623
2021-09-16,0.64412
2021-09-17,0.66201
2021-09-18,0.12524
2021-09-19,0.25049
2021-09-20,0.28627
2021-09-21,0.14313
2021-09-22,0.26838
2021-09-23,0.78726
2021-09-24,1.16299
2021-09-25,0.51887
2021-09-26,0.30416
2021-09-27,0.94829
2021-09-28,0.96618
2021-09-29,0.9125
2021-09-30,0.73358
2021-10-01,0.73358
2021-10-02,0.41152
2021-10-03,0.4473
2021-10-04,0.50098
2021-10-05,0.57255
2021-10-06,0.60833
2021-10-07,0.55466
2021-10-08,0.71569
2021-10-09,0.35784
2021-10-10,0.30416
2021-10-11,0.53676
2021-10-12,0.84093
2021-10-13,0.75147
2021-10-14,0.6799
2021-10-15,0.6799
2021-10-16,0.37573
2021-10-17,0.33995
2021-10-18,0.62623
2021-10-19,0.51887
2021-10-20,0.60833
2021-10-21,0.82304
2021-10-22,0.82304
2021-10-23,0.35784
2021-10-24,0.33995
2021-10-25,0.85882
2021-10-26,0.66201
2021-10-27,0.6799
2021-10-28,0.66201
2021-10-29,1.1451
2021-10-30,0.51887
2021-10-31,0.41152
2021-11-01,0.98407
2021-11-02,0.80515
2021-11-03,0.73358
2021-11-04,0.6799
2021-11-05,0.87672
2021-11-06,0.33995
2021-11-07,0.76936
2021-11-08,0.75147
2021-11-09,1.12721
2021-11-10,0.96618
2021-11-11,1.12721
2021-11-12,0.96618
2021-11-13,0.60833
2021-11-14,0.55466
2021-11-15,1.19878
2021-11-16,1.30613
2021-11-17,1.35981
2021-11-18,0.98407
2021-11-19,1.00196
2021-11-20,0.64412
2021-11-21,0.53676
2021-11-22,1.12721
2021-11-23,1.78922
2021-11-24,2.02182
2021-11-25,2.20075
2021-11-26,1.57452
2021-11-27,0.64412
2021-11-28,1.1451
2021-11-29,1.50295
2021-11-30,1.39559
2021-12-01,1.50295
2021-12-02,2.25442
2021-12-03,2.95222
2021-12-04,1.48505
2021-12-05,1.59241
2021-12-06,2.64805
2021-12-07,2.84487
2021-12-08,2.82698
2021-12-09,2.59438
2021-12-10,2.20075
2021-12-11,1.68187
2021-12-12,1.98604
2021-12-13,3.22061
2021-12-14,2.89855
2021-12-15,2.63016
2021-12-16,2.75541
2021-12-17,2.61227
2021-12-18,1.66398
2021-12-19,2.20075
2021-12-20,4.00787
2021-12-21,3.97208
2021-12-22,4.07944
2021-12-23,3.61424
2021-12-24,3.16693
2021-12-25,2.05761
2021-12-26,2.37967
2021-12-27,3.90051
2021-12-28,3.43531
2021-12-29,3.05958
2021-12-30,3.54267
2021-12-31,3.38164
2022-01-01,1.32402
2022-01-02,2.27232
2022-01-03,3.41742
2022-01-04,3.52478
2022-01-05,3.2385
2022-01-06,3.41742
2022-01-07,2.55859
2022-01-08,1.34192
2022-01-09,1.73555
2022-01-10,4.88459
2022-01-11,4.81302
2022-01-12,3.9363
2022-01-13,4.45517
2022-01-14,4.22258
2022-01-15,11.00375
2022-01-16,7.92628
2022-01-17,32.74288
2022-01-18,32.22401
2022-01-19,24.97763
2022-01-20,27.87618
2022-01-21,24.26194
2022-01-22,9.0356
2022-01-23,10.16281
2022-01-24,25.89014
2022-01-25,26.15852
2022-01-26,18.96582
2022-01-27,16.49668
2022-01-28,12.86455
2022-01-29,5.94023
2022-01-30,4.72356
2022-01-31,3.77527
2022-02-01,3.82894
2022-02-02,5.26033
2022-02-03,22.47271
2022-02-04,19.66362
2022-02-05,10.62801
2022-02-06,9.966
2022-02-07,24.10091
2022-02-08,22.34746
2022-02-09,19.6994
2022-02-10,25.5144
2022-02-11,19.19842
2022-02-12,6.10127
2022-02-13,6.62014
2022-02-14,25.01341
2022-02-15,27.24995
2022-02-16,27.24995
2022-02-17,25.72911
2022-02-18,24.1188
2022-02-19,7.99785
2022-02-20,8.08731
2022-02-21,26.69529
2022-02-22,24.08302
2022-02-23,26.10484
2022-02-24,22.16854
2022-02-25,25.06709
2022-02-26,8.65986
2022-02-27,6.7275
2022-02-28,17.91018
2022-03-01,8.65986
2022-03-02,12.86455
2022-03-03,13.07926
2022-03-04,14.40329
2022-03-05,6.17283
2022-03-06,5.49293
2022-03-07,11.8268
2022-03-08,11.61209
2022-03-09,5.65396
2022-03-10,21.72123
2022-03-11,10.77115
2022-03-12,4.18679
2022-03-13,3.77527
2022-03-14,8.37359
2022-03-15,10.03757
2022-03-16,7.62211
2022-03-17,7.8726
2022-03-18,6.79906
2022-03-19,2.66595
2022-03-20,2.39756
2022-03-21,6.0118
2022-03-22,4.47307
2022-03-23,4.81302
2022-03-24,4.4015
2022-03-25,6.0297
2022-03-26,1.89658
2022-03-27,1.78922
2022-03-28,3.72159
2022-03-29,3.73948
2022-03-30,3.56056
2022-03-31,5.3319
2022-04-01,3.54267
2022-04-02,1.32402
2022-04-03,1.52084
2022-04-04,3.39953
2022-04-05,4.15101
2022-04-06,3.16693
2022-04-07,3.05958
2022-04-08,3.95419
2022-04-09,1.34192
2022-04-10,1.12721
2022-04-11,3.25639
2022-04-12,2.5407
2022-04-13,2.61227
2022-04-14,2.57648
2022-04-15,2.27232
2022-04-16,0.82304
2022-04-17,1.05564
2022-04-18,2.03972
2022-04-19,2.50492
2022-04-20,2.59438
2022-04-21,2.14707
2022-04-22,1.71765
2022-04-23,0.84093
2022-04-24,0.85882
2022-04-25,3.0059
2022-04-26,1.73555
2022-04-27,1.43138
2022-04-28,1.75344
2022-04-29,2.43335
2022-04-30,0.98407
2022-05-01,1.3777
2022-05-02,3.73948
2022-05-03,3.16693
2022-05-04,2.63016
2022-05-05,1.75344
2022-05-06,2.11129
2022-05-07,1.53873
2022-05-08,1.75344
2022-05-09,3.05958
2022-05-10,3.41742
2022-05-11,2.80908
2022-05-12,2.34388
2022-05-13,2.23653
2022-05-14,0.71569
2022-05-15,1.05564
2022-05-16,2.29021
2022-05-17,2.12918
2022-05-18,1.48505
2022-05-19,1.53873
2022-05-20,1.73555
2022-05-21,1.01986
2022-05-22,0.80515
2022-05-23,1.91447
2022-05-24,2.36178
2022-05-25,2.09339
2022-05-26,2.3081
2022-05-27,1.43138
2022-05-28,0.80515
2022-05-29,1.07353
2022-05-30,2.14707
2022-05-31,2.32599
2022-06-01,0.84093
2022-06-02,1.23456
2022-06-03,1.12721
2022-06-04,0.71569
2022-06-05,0.41152
2022-06-06,0.50098
2022-06-07,1.32402
2022-06-08,1.78922
2022-06-09,1.23456
2022-06-10,1.10932
2022-06-11,0.51887
2022-06-12,0.53676
2022-06-13,1.53873
2022-06-14,1.23456
2022-06-15,1.32402
2022-06-16,1.34192
2022-06-17,1.6103
2022-06-18,0.69779
2022-06-19,0.78726
2022-06-20,1.69976
2022-06-21,2.21864
2022-06-22,1.68187
2022-06-23,1.12721
2022-06-24,1.82501
2022-06-25,0.53676
2022-06-26,0.62623
2022-06-27,1.35981
2022-06-28,1.39559
2022-06-29,1.69976
2022-06-30,1.32402
2022-07-01,1.44927
2022-07-02,0.33995
2022-07-03,0.66201
2022-07-04,0.87672
2022-07-05,1.03775
2022-07-06,1.07353
2022-07-07,1.41349
2022-07-08,1.10932
2022-07-09,0.46519
2022-07-10,0.46519
2022-07-11,1.28824
2022-07-12,0.78726
2022-07-13,0.75147
2022-07-14,0.78726
2022-07-15,1.00196
2022-07-16,0.6799
2022-07-17,0.71569
2022-07-18,1.18089
2022-07-19,1.46716
2022-07-20,1.34192
2022-07-21,1.50295
2022-07-22,1.39559
2022-07-23,0.94829
2022-07-24,0.71569
2022-07-25,1.64609
2022-07-26,1.43138
2022-07-27,1.10932
2022-07-28,1.46716
2022-07-29,1.35981
2022-07-30,0.4473
2022-07-31,0.82304
2022-08-01,1.48505
2022-08-02,1.27035
2022-08-03,1.43138
2022-08-04,1.09142
2022-08-05,0.84093
2022-08-06,0.59044
2022-08-07,0.57255
2022-08-08,1.03775
2022-08-09,1.07353
2022-08-10,1.39559
2022-08-11,1.01986
2022-08-12,1.09142
2022-08-13,0.39363
2022-08-14,0.35784
2022-08-15,0.60833
2022-08-16,1.12721
2022-08-17,1.07353
2022-08-18,0.69779
2022-08-19,1.12721
2022-08-20,0.6799
2022-08-21,0.75147
2022-08-22,1.25246
2022-08-23,1.00196
2022-08-24,1.30613
2022-08-25,1.39559
2022-08-26,1.55662
2022-08-27,0.66201
2022-08-28,0.69779
2022-08-29,1.23456
2022-08-30,1.59241
2022-08-31,1.34192
2022-09-01,1.1451
2022-09-02,1.46716
2022-09-03,0.48309
2022-09-04,0.71569
2022-09-05,1.30613
2022-09-06,1.09142
2022-09-07,1.25246
2022-09-08,0.9125
2022-09-09,0.50098
2022-09-10,0.42941
2022-09-11,0.64412
2022-09-12,0.75147
2022-09-13,1.28824
2022-09-14,1.23456
2022-09-15,1.35981
2022-09-16,0.96618
2022-09-17,0.62623
2022-09-18,0.55466
2022-09-19,0.89461
2022-09-20,1.1451
2022-09-21,1.09142
2022-09-22,1.01986
2022-09-23,1.05564
2022-09-24,0.48309
2022-09-25,0.89461
2022-09-26,0.98407
2022-09-27,1.01986
2022-09-28,0.89461
2022-09-29,1.44927
2022-09-30,1.1451
2022-10-01,0.39363
2022-10-02,0.2147
2022-10-03,0.62623
2022-10-04,0.89461
2022-10-05,1.01986
2022-10-06,0.6799
2022-10-07,0.55466
2022-10-08,0.37573
2022-10-09,0.37573
2022-10-10,0.53676
2022-10-11,0.84093
2022-10-12,0.55466
2022-10-13,0.89461
2022-10-14,0.64412
2022-10-15,0.25049
2022-10-16,0.39363
2022-10-17,0.78726
2022-10-18,0.96618
2022-10-19,0.66201
2022-10-20,0.9125
2022-10-21,0.82304
2022-10-22,0.60833
2022-10-23,0.28627
2022-10-24,1.00196
2022-10-25,1.41349
2022-10-26,0.96618
2022-10-27,2.20075
2022-10-28,1.43138
2022-10-29,0.50098
2022-10-30,0.48309
2022-10-31,1.41349
2022-11-01,1.43138
2022-11-02,1.27035
2022-11-03,1.32402
2022-11-04,1.46716
2022-11-05,0.93039
2022-11-06,1.03775
2022-11-07,1.46716
2022-11-08,1.46716
2022-11-09,1.27035
2022-11-10,1.78922
2022-11-11,1.39559
2022-11-12,0.9125
2022-11-13,0.94829
2022-11-14,1.68187
2022-11-15,1.62819
2022-11-16,2.09339
2022-11-17,1.53873
2022-11-18,1.55662
2022-11-19,0.9125
2022-11-20,1.34192
2022-11-21,2.09339
2022-11-22,1.68187
2022-11-23,1.78922
2022-11-24,1.59241
2022-11-25,1.78922
2022-11-26,0.98407
2022-11-27,0.82304
2022-11-28,1.96815
2022-11-29,1.75344
2022-11-30,2.46913
2022-12-01,2.39756
2022-12-02,2.05761
2022-12-03,1.41349
2022-12-04,1.50295
2022-12-05,2.79119
2022-12-06,3.04168
2022-12-07,2.82698
2022-12-08,3.45321
2022-12-09,7.31794
2022-12-10,2.97011
2022-12-11,5.58239
2022-12-12,6.69171
2022-12-13,6.13705
2022-12-14,4.84881
2022-12-15,4.65199
2022-12-16,3.88262
2022-12-17,2.59438
2022-12-18,2.95222
2022-12-19,4.79513
2022-12-20,6.08337
2022-12-21,5.68974
2022-12-22,5.65396
2022-12-23,5.7792
2022-12-24,2.75541
2022-12-25,2.88065
2022-12-26,6.2444
2022-12-27,7.80103
2022-12-28,7.01377
2022-12-29,6.20862
2022-12-30,6.54857
2022-12-31,5.20665
2023-01-01,4.54464
2023-01-02,8.30202
2023-01-03,7.76525
2023-01-04,9.41134
2023-01-05,9.01771
2023-01-06,7.1748
2023-01-07,4.52674
2023-01-08,5.02773
2023-01-09,9.35766
2023-01-10,11.37949
2023-01-11,10.78904
2023-01-12,10.78904
2023-01-13,11.23635
2023-01-14,7.24637
2023-01-15,23.20629
2023-01-16,88.03005
2023-01-17,82.57291
2023-01-18,87.99427
2023-01-19,69.8336
2023-01-20,57.34478
2023-01-21,22.77688
2023-01-22,18.87636
2023-01-23,26.12274
2023-01-24,28.55609
2023-01-25,95.92055
2023-01-26,100.0
2023-01-27,74.80765
2023-01-28,33.67328
2023-01-29,31.20415
2023-01-30,82.57291
2023-01-31,79.28073
2023-02-01,69.51154
2023-02-02,65.8794
2023-02-03,61.63893
2023-02-04,28.93183
2023-02-05,29.82644
2023-02-06,75.72016
2023-02-07,76.31061
2023-02-08,77.36625
2023-02-09,84.16532
2023-02-10,96.79728
2023-02-11,37.18017
2023-02-12,34.12059
2023-02-13,90.60654
2023-02-14,93.91662
2023-02-15,95.74163
2023-02-16,91.05385
2023-02-17,78.26086
2023-02-18,35.96349
2023-02-19,33.95956
2023-02-20,98.65807
2023-02-21,99.89264
2023-02-22,80.37215
2023-02-23,79.3344
2023-02-24,86.56289
2023-02-25,32.04508
2023-02-26,27.21417
2023-02-27,64.57326
2023-02-28,72.35641
2023-03-01,36.03506
2023-03-02,55.93129
2023-03-03,57.38056
2023-03-04,25.21023
2023-03-05,23.59992
2023-03-06,49.6511
2023-03-07,40.66917
2023-03-08,43.76453
2023-03-09,46.25156
2023-03-10,70.87135
2023-03-11,19.00161
2023-03-12,13.38343
2023-03-13,27.8225
2023-03-14,22.20432
2023-03-15,25.83646
2023-03-16,18.69744
2023-03-17,20.80873
2023-03-18,7.38951
2023-03-19,5.65396
2023-03-20,17.83861
2023-03-21,13.06137
2023-03-22,7.85471
2023-03-23,8.28412
2023-03-24,9.80497
2023-03-25,3.59634
2023-03-26,3.13115
2023-03-27,6.9422
2023-03-28,6.7096
2023-03-29,5.65396
2023-03-30,6.08337
2023-03-31,8.28412
2023-04-01,3.0059
2023-04-02,1.87869
2023-04-03,5.52871
2023-04-04,4.13311
2023-04-05,5.17087
2023-04-06,4.15101
2023-04-07,3.52478
2023-04-08,1.10932
2023-04-09,1.25246
2023-04-10,5.314
2023-04-11,4.45517
2023-04-12,3.2385
2023-04-13,3.09536
2023-04-14,2.7733
2023-04-15,1.35981
2023-04-16,0.93039
2023-04-17,3.02379
2023-04-18,2.64805
2023-04-19,2.12918
2023-04-20,2.80908
2023-04-21,2.34388
2023-04-22,1.1451
2023-04-23,1.12721
2023-04-24,2.50492
2023-04-25,3.97208
2023-04-26,2.50492
2023-04-27,2.71962
2023-04-28,2.29021
2023-04-29,1.07353
2023-04-30,0.89461
2023-05-01,3.72159
2023-05-02,5.94023
2023-05-03,5.18876
2023-05-04,4.75934
2023-05-05,2.34388
2023-05-06,2.09339
2023-05-07,1.91447
2023-05-08,4.49096
2023-05-09,3.73948
2023-05-10,3.97208
2023-05-11,3.29218
2023-05-12,2.09339
2023-05-13,0.98407
2023-05-14,1.09142
2023-05-15,2.46913
2023-05-16,2.0755
2023-05-17,2.09339
2023-05-18,2.55859
2023-05-19,1.77133
2023-05-20,0.89461
2023-05-21,1.16299
2023-05-22,2.50492
2023-05-23,1.64609
2023-05-24,1.77133
2023-05-25,2.37967
2023-05-26,1.52084
2023-05-27,0.73358
2023-05-28,0.96618
