date,바이오주식
2020-06-29,18.18181
2020-06-30,16.97443
2020-07-01,16.15767
2020-07-02,19.88636
2020-07-03,17.25852
2020-07-04,9.30397
2020-07-05,8.62926
2020-07-06,15.51846
2020-07-07,16.51278
2020-07-08,15.05681
2020-07-09,15.3409
2020-07-10,11.8963
2020-07-11,6.17897
2020-07-12,8.7713
2020-07-13,13.92045
2020-07-14,15.0213
2020-07-15,18.57244
2020-07-16,13.1392
2020-07-17,13.92045
2020-07-18,7.59943
2020-07-19,6.60511
2020-07-20,17.04545
2020-07-21,18.57244
2020-07-22,28.58664
2020-07-23,32.13778
2020-07-24,31.99573
2020-07-25,15.09232
2020-07-26,17.47159
2020-07-27,25.21306
2020-07-28,22.94034
2020-07-29,19.49573
2020-07-30,20.66761
2020-07-31,17.72017
2020-08-01,12.39346
2020-08-02,19.63778
2020-08-03,27.59232
2020-08-04,27.59232
2020-08-05,28.30255
2020-08-06,26.24289
2020-08-07,22.15909
2020-08-08,14.31107
2020-08-09,13.92045
2020-08-10,23.68607
2020-08-11,30.75284
2020-08-12,31.32102
2020-08-13,24.57386
2020-08-14,24.0767
2020-08-15,13.4588
2020-08-16,15.09232
2020-08-17,19.0696
2020-08-18,34.87215
2020-08-19,44.03409
2020-08-20,51.70454
2020-08-21,43.11079
2020-08-22,24.0767
2020-08-23,22.65625
2020-08-24,44.03409
2020-08-25,45.09943
2020-08-26,55.25568
2020-08-27,45.49005
2020-08-28,33.23863
2020-08-29,18.60795
2020-08-30,23.08238
2020-08-31,30.85937
2020-09-01,29.97159
2020-09-02,31.71164
2020-09-03,26.5625
2020-09-04,22.72727
2020-09-05,14.41761
2020-09-06,13.81392
2020-09-07,25.71022
2020-09-08,27.59232
2020-09-09,23.97017
2020-09-10,24.85795
2020-09-11,20.73863
2020-09-12,12.2159
2020-09-13,13.74289
2020-09-14,19.35369
2020-09-15,20.77414
2020-09-16,23.82812
2020-09-17,19.92187
2020-09-18,20.09943
2020-09-19,10.44034
2020-09-20,11.36363
2020-09-21,20.41903
2020-09-22,20.6321
2020-09-23,17.1875
2020-09-24,20.59659
2020-09-25,15.09232
2020-09-26,8.55823
2020-09-27,8.23863
2020-09-28,11.5767
2020-09-29,11.8963
2020-09-30,7.31534
2020-10-01,6.8892
2020-10-02,8.48721
2020-10-03,6.5696
2020-10-04,6.53409
2020-10-05,13.74289
2020-10-06,13.56534
2020-10-07,14.59517
2020-10-08,12.74857
2020-10-09,8.20312
2020-10-10,8.06107
2020-10-11,6.53409
2020-10-12,12.78409
2020-10-13,13.1392
2020-10-14,11.50568
2020-10-15,12.99715
2020-10-16,12.67755
2020-10-17,6.14346
2020-10-18,5.75284
2020-10-19,11.04403
2020-10-20,12.32244
2020-10-21,15.3409
2020-10-22,11.68323
2020-10-23,10.79545
2020-10-24,6.49857
2020-10-25,6.8892
2020-10-26,11.04403
2020-10-27,10.90198
2020-10-28,10.26278
2020-10-29,13.06818
2020-10-30,11.2571
2020-10-31,6.49857
2020-11-01,6.99573
2020-11-02,11.68323
2020-11-03,16.44176
2020-11-04,19.31818
2020-11-05,22.5142
2020-11-06,29.90056
2020-11-07,14.91477
2020-11-08,12.25142
2020-11-09,16.69034
2020-11-10,22.62073
2020-11-11,18.39488
2020-11-12,17.75568
2020-11-13,13.10369
2020-11-14,6.92471
2020-11-15,7.06676
2020-11-16,13.35227
2020-11-17,17.54261
2020-11-18,31.00142
2020-11-19,29.4034
2020-11-20,21.66193
2020-11-21,10.83096
2020-11-22,12.5
2020-11-23,21.2713
2020-11-24,20.77414
2020-11-25,22.30113
2020-11-26,18.89204
2020-11-27,15.26988
2020-11-28,11.11505
2020-11-29,10.79545
2020-11-30,16.86789
2020-12-01,19.10511
2020-12-02,19.24715
2020-12-03,23.36647
2020-12-04,23.11789
2020-12-05,13.4588
2020-12-06,11.39914
2020-12-07,23.89914
2020-12-08,30.14914
2020-12-09,23.54403
2020-12-10,19.14062
2020-12-11,18.03977
2020-12-12,11.75426
2020-12-13,10.08522
2020-12-14,22.40767
2020-12-15,19.3892
2020-12-16,17.79119
2020-12-17,15.90909
2020-12-18,20.6321
2020-12-19,12.10937
2020-12-20,11.2571
2020-12-21,20.34801
2020-12-22,21.5909
2020-12-23,29.79403
2020-12-24,15.09232
2020-12-25,7.03125
2020-12-26,7.84801
2020-12-27,9.01988
2020-12-28,14.87926
2020-12-29,26.38494
2020-12-30,29.54545
2020-12-31,17.11647
2021-01-01,14.84375
2021-01-02,10.29829
2021-01-03,12.78409
2021-01-04,31.81818
2021-01-05,37.60653
2021-01-06,38.63636
2021-01-07,36.86079
2021-01-08,42.32954
2021-01-09,23.22443
2021-01-10,25.9588
2021-01-11,39.87926
2021-01-12,30.25568
2021-01-13,25.67471
2021-01-14,24.78693
2021-01-15,22.44318
2021-01-16,16.19318
2021-01-17,16.51278
2021-01-18,28.65767
2021-01-19,30.68181
2021-01-20,27.76988
2021-01-21,28.23153
2021-01-22,26.70454
2021-01-23,17.75568
2021-01-24,14.95028
2021-01-25,24.53835
2021-01-26,23.97017
2021-01-27,21.66193
2021-01-28,16.47727
2021-01-29,13.60085
2021-01-30,9.90767
2021-01-31,9.76562
2021-02-01,13.42329
2021-02-02,16.19318
2021-02-03,12.8196
2021-02-04,12.28693
2021-02-05,12.32244
2021-02-06,15.51846
2021-02-07,14.27556
2021-02-08,18.35937
2021-02-09,24.43181
2021-02-10,13.52982
2021-02-11,9.05539
2021-02-12,9.26846
2021-02-13,11.61221
2021-02-14,14.31107
2021-02-15,19.81534
2021-02-16,26.63352
2021-02-17,24.60937
2021-02-18,17.1875
2021-02-19,13.67187
2021-02-20,11.68323
2021-02-21,23.97017
2021-02-22,26.45596
2021-02-23,25.14204
2021-02-24,24.75142
2021-02-25,25.21306
2021-02-26,25.49715
2021-02-27,15.73153
2021-02-28,23.57954
2021-03-01,19.35369
2021-03-02,20.59659
2021-03-03,18.32386
2021-03-04,15.625
2021-03-05,14.45312
2021-03-06,11.75426
2021-03-07,9.12642
2021-03-08,11.71875
2021-03-09,16.51278
2021-03-10,17.86221
2021-03-11,17.54261
2021-03-12,16.97443
2021-03-13,29.61647
2021-03-14,43.78551
2021-03-15,40.58948
2021-03-16,35.75994
2021-03-17,31.74715
2021-03-18,36.96732
2021-03-19,27.48579
2021-03-20,19.0696
2021-03-21,17.54261
2021-03-22,24.18323
2021-03-23,22.26562
2021-03-24,20.3125
2021-03-25,19.28267
2021-03-26,13.56534
2021-03-27,14.0625
2021-03-28,10.47585
2021-03-29,15.76704
2021-03-30,19.10511
2021-03-31,20.09943
2021-04-01,17.36505
2021-04-02,14.7017
2021-04-03,10.40482
2021-04-04,9.83664
2021-04-05,12.74857
2021-04-06,17.36505
2021-04-07,12.74857
2021-04-08,17.47159
2021-04-09,17.47159
2021-04-10,12.99715
2021-04-11,10.08522
2021-04-12,17.47159
2021-04-13,20.09943
2021-04-14,17.96875
2021-04-15,17.64914
2021-04-16,16.97443
2021-04-17,46.76846
2021-04-18,21.02272
2021-04-19,23.86363
2021-04-20,15.16335
2021-04-21,14.98579
2021-04-22,13.49431
2021-04-23,13.4588
2021-04-24,17.72017
2021-04-25,10.40482
2021-04-26,22.05255
2021-04-27,15.66051
2021-04-28,13.74289
2021-04-29,15.19886
2021-04-30,12.53551
2021-05-01,11.71875
2021-05-02,7.49289
2021-05-03,14.02698
2021-05-04,14.80823
2021-05-05,6.53409
2021-05-06,10.19176
2021-05-07,9.12642
2021-05-08,6.07244
2021-05-09,6.67613
2021-05-10,12.64204
2021-05-11,12.14488
2021-05-12,12.74857
2021-05-13,14.02698
2021-05-14,15.37642
2021-05-15,7.38636
2021-05-16,6.81818
2021-05-17,12.25142
2021-05-18,12.10937
2021-05-19,6.53409
2021-05-20,9.6946
2021-05-21,9.30397
2021-05-22,8.70028
2021-05-23,7.84801
2021-05-24,10.36931
2021-05-25,8.80681
2021-05-26,7.2088
2021-05-27,7.06676
2021-05-28,8.4517
2021-05-29,5.46875
2021-05-30,4.11931
2021-05-31,6.60511
2021-06-01,7.17329
2021-06-02,8.06107
2021-06-03,7.56392
2021-06-04,6.07244
2021-06-05,3.94176
2021-06-06,13.88494
2021-06-07,15.23437
2021-06-08,13.4588
2021-06-09,11.11505
2021-06-10,9.76562
2021-06-11,8.41619
2021-06-12,10.9375
2021-06-13,10.75994
2021-06-14,13.1392
2021-06-15,13.03267
2021-06-16,9.16193
2021-06-17,7.8125
2021-06-18,8.52272
2021-06-19,5.39772
2021-06-20,5.39772
2021-06-21,10.26278
2021-06-22,9.97869
2021-06-23,16.9034
2021-06-24,15.66051
2021-06-25,11.96732
2021-06-26,9.6946
2021-06-27,8.1321
2021-06-28,11.82528
2021-06-29,9.87215
2021-06-30,11.18607
2021-07-01,11.07954
2021-07-02,13.1392
2021-07-03,8.06107
2021-07-04,7.38636
2021-07-05,13.10369
2021-07-06,12.60653
2021-07-07,13.17471
2021-07-08,15.76704
2021-07-09,12.96164
2021-07-10,7.45738
2021-07-11,4.93607
2021-07-12,7.31534
2021-07-13,10.08522
2021-07-14,9.58806
2021-07-15,9.375
2021-07-16,9.19744
2021-07-17,5.3267
2021-07-18,4.72301
2021-07-19,6.64062
2021-07-20,7.8125
2021-07-21,7.56392
2021-07-22,7.88352
2021-07-23,7.67045
2021-07-24,3.72869
2021-07-25,4.11931
2021-07-26,6.8892
2021-07-27,6.74715
2021-07-28,6.8892
2021-07-29,7.59943
2021-07-30,6.71164
2021-07-31,3.83522
2021-08-01,5.22017
2021-08-02,8.09659
2021-08-03,8.34517
2021-08-04,9.30397
2021-08-05,11.22159
2021-08-06,12.42897
2021-08-07,6.53409
2021-08-08,7.77698
2021-08-09,11.04403
2021-08-10,24.57386
2021-08-11,21.73295
2021-08-12,19.0696
2021-08-13,15.23437
2021-08-14,8.55823
2021-08-15,8.09659
2021-08-16,12.64204
2021-08-17,20.59659
2021-08-18,14.34659
2021-08-19,12.96164
2021-08-20,14.52414
2021-08-21,7.8125
2021-08-22,6.00142
2021-08-23,14.91477
2021-08-24,18.07528
2021-08-25,18.07528
2021-08-26,13.4588
2021-08-27,12.67755
2021-08-28,8.23863
2021-08-29,8.27414
2021-08-30,13.28125
2021-08-31,16.12215
2021-09-01,15.9446
2021-09-02,17.93323
2021-09-03,14.09801
2021-09-04,10.75994
2021-09-05,8.02556
2021-09-06,12.07386
2021-09-07,11.32812
2021-09-08,12.46448
2021-09-09,10.15625
2021-09-10,10.0142
2021-09-11,5.50426
2021-09-12,4.47443
2021-09-13,7.91903
2021-09-14,9.76562
2021-09-15,9.73011
2021-09-16,8.23863
2021-09-17,9.23295
2021-09-18,8.02556
2021-09-19,6.10795
2021-09-20,3.48011
2021-09-21,4.19034
2021-09-22,7.17329
2021-09-23,14.3821
2021-09-24,12.10937
2021-09-25,6.67613
2021-09-26,6.32102
2021-09-27,12.42897
2021-09-28,12.28693
2021-09-29,10.86647
2021-09-30,13.63636
2021-10-01,10.47585
2021-10-02,5.68181
2021-10-03,5.14914
2021-10-04,5.53977
2021-10-05,20.66761
2021-10-06,16.65482
2021-10-07,10.0142
2021-10-08,7.8125
2021-10-09,4.82954
2021-10-10,5.25568
2021-10-11,4.61647
2021-10-12,41.51278
2021-10-13,15.19886
2021-10-14,14.66619
2021-10-15,12.14488
2021-10-16,6.78267
2021-10-17,13.42329
2021-10-18,12.57102
2021-10-19,10.26278
2021-10-20,8.34517
2021-10-21,7.70596
2021-10-22,8.62926
2021-10-23,5.11363
2021-10-24,3.97727
2021-10-25,10.19176
2021-10-26,10.15625
2021-10-27,8.87784
2021-10-28,9.33948
2021-10-29,9.87215
2021-10-30,5.22017
2021-10-31,4.65198
2021-11-01,7.8125
2021-11-02,11.5767
2021-11-03,9.73011
2021-11-04,9.90767
2021-11-05,7.91903
2021-11-06,5.14914
2021-11-07,4.82954
2021-11-08,18.53693
2021-11-09,12.14488
2021-11-10,9.375
2021-11-11,9.90767
2021-11-12,8.38068
2021-11-13,3.69318
2021-11-14,5.82386
2021-11-15,9.83664
2021-11-16,10.61789
2021-11-17,9.62357
2021-11-18,8.52272
2021-11-19,9.16193
2021-11-20,5.43323
2021-11-21,4.36789
2021-11-22,9.6946
2021-11-23,9.73011
2021-11-24,8.91335
2021-11-25,10.08522
2021-11-26,9.83664
2021-11-27,9.87215
2021-11-28,9.12642
2021-11-29,14.3821
2021-11-30,12.25142
2021-12-01,10.3338
2021-12-02,10.97301
2021-12-03,8.66477
2021-12-04,4.04829
2021-12-05,4.36789
2021-12-06,7.03125
2021-12-07,8.48721
2021-12-08,8.16761
2021-12-09,9.0909
2021-12-10,8.59375
2021-12-11,4.97159
2021-12-12,5.3267
2021-12-13,9.6946
2021-12-14,8.48721
2021-12-15,10.90198
2021-12-16,9.80113
2021-12-17,8.73579
2021-12-18,5.9659
2021-12-19,6.25
2021-12-20,7.70596
2021-12-21,10.04971
2021-12-22,7.74147
2021-12-23,7.38636
2021-12-24,6.53409
2021-12-25,4.0838
2021-12-26,4.47443
2021-12-27,8.27414
2021-12-28,7.38636
2021-12-29,7.31534
2021-12-30,7.5284
2021-12-31,3.30255
2022-01-01,3.51562
2022-01-02,4.79403
2022-01-03,8.09659
2022-01-04,8.27414
2022-01-05,7.06676
2022-01-06,7.74147
2022-01-07,7.49289
2022-01-08,5.53977
2022-01-09,6.71164
2022-01-10,6.14346
2022-01-11,7.06676
2022-01-12,7.13778
2022-01-13,10.9375
2022-01-14,9.94318
2022-01-15,4.97159
2022-01-16,5.46875
2022-01-17,8.30965
2022-01-18,11.82528
2022-01-19,16.79687
2022-01-20,13.38778
2022-01-21,9.44602
2022-01-22,6.14346
2022-01-23,6.07244
2022-01-24,9.80113
2022-01-25,9.30397
2022-01-26,7.56392
2022-01-27,11.64772
2022-01-28,9.87215
2022-01-29,3.69318
2022-01-30,3.4446
2022-01-31,3.69318
2022-02-01,5.46875
2022-02-02,5.04261
2022-02-03,11.32812
2022-02-04,9.33948
2022-02-05,4.6875
2022-02-06,4.58096
2022-02-07,6.92471
2022-02-08,9.58806
2022-02-09,7.99005
2022-02-10,6.81818
2022-02-11,6.28551
2022-02-12,4.0838
2022-02-13,9.33948
2022-02-14,7.13778
2022-02-15,7.70596
2022-02-16,5.9659
2022-02-17,7.10227
2022-02-18,7.17329
2022-02-19,4.01278
2022-02-20,5.78835
2022-02-21,6.10795
2022-02-22,6.03693
2022-02-23,6.53409
2022-02-24,6.99573
2022-02-25,4.93607
2022-02-26,4.82954
2022-02-27,4.54545
2022-02-28,4.11931
2022-03-01,3.58664
2022-03-02,5.50426
2022-03-03,5.82386
2022-03-04,6.71164
2022-03-05,6.14346
2022-03-06,5.22017
2022-03-07,5.75284
2022-03-08,7.8125
2022-03-09,3.40909
2022-03-10,6.85369
2022-03-11,6.5696
2022-03-12,4.6875
2022-03-13,7.74147
2022-03-14,8.1321
2022-03-15,6.64062
2022-03-16,6.28551
2022-03-17,9.12642
2022-03-18,6.53409
2022-03-19,2.87642
2022-03-20,4.58096
2022-03-21,5.36221
2022-03-22,6.5696
2022-03-23,4.97159
2022-03-24,4.97159
2022-03-25,5.85937
2022-03-26,5.50426
2022-03-27,4.54545
2022-03-28,5.93039
2022-03-29,6.5696
2022-03-30,7.5284
2022-03-31,10.19176
2022-04-01,9.19744
2022-04-02,5.11363
2022-04-03,4.47443
2022-04-04,6.28551
2022-04-05,5.07812
2022-04-06,5.11363
2022-04-07,5.29119
2022-04-08,6.28551
2022-04-09,4.58096
2022-04-10,3.48011
2022-04-11,5.36221
2022-04-12,3.79971
2022-04-13,5.04261
2022-04-14,4.72301
2022-04-15,4.43892
2022-04-16,4.22585
2022-04-17,4.79403
2022-04-18,5.14914
2022-04-19,4.97159
2022-04-20,4.47443
2022-04-21,5.39772
2022-04-22,4.4034
2022-04-23,3.19602
2022-04-24,1.91761
2022-04-25,5.39772
2022-04-26,5.50426
2022-04-27,6.71164
2022-04-28,4.29687
2022-04-29,5.6463
2022-04-30,3.72869
2022-05-01,3.26704
2022-05-02,4.22585
2022-05-03,4.97159
2022-05-04,5.07812
2022-05-05,2.8409
2022-05-06,3.97727
2022-05-07,3.05397
2022-05-08,2.94744
2022-05-09,4.90056
2022-05-10,4.90056
2022-05-11,5.3267
2022-05-12,5.36221
2022-05-13,6.42755
2022-05-14,4.15482
2022-05-15,4.36789
2022-05-16,5.78835
2022-05-17,5.18465
2022-05-18,6.67613
2022-05-19,6.42755
2022-05-20,5.6463
2022-05-21,3.72869
2022-05-22,5.04261
2022-05-23,6.17897
2022-05-24,7.03125
2022-05-25,8.16761
2022-05-26,6.92471
2022-05-27,6.35653
2022-05-28,3.83522
2022-05-29,3.58664
2022-05-30,5.29119
2022-05-31,6.03693
2022-06-01,3.16051
2022-06-02,5.0071
2022-06-03,4.6875
2022-06-04,4.26136
2022-06-05,2.94744
2022-06-06,2.69886
2022-06-07,4.50994
2022-06-08,4.19034
2022-06-09,4.11931
2022-06-10,4.22585
2022-06-11,2.66335
2022-06-12,7.63494
2022-06-13,6.74715
2022-06-14,6.74715
2022-06-15,4.93607
2022-06-16,4.11931
2022-06-17,5.78835
2022-06-18,3.19602
2022-06-19,2.76988
2022-06-20,5.89488
2022-06-21,5.85937
2022-06-22,6.39204
2022-06-23,5.6463
2022-06-24,4.97159
2022-06-25,3.69318
2022-06-26,3.30255
2022-06-27,4.43892
2022-06-28,5.11363
2022-06-29,4.33238
2022-06-30,4.54545
2022-07-01,3.94176
2022-07-02,2.69886
2022-07-03,2.5213
2022-07-04,3.26704
2022-07-05,5.68181
2022-07-06,5.82386
2022-07-07,5.85937
2022-07-08,4.50994
2022-07-09,2.73437
2022-07-10,3.33806
2022-07-11,7.74147
2022-07-12,9.23295
2022-07-13,8.16761
2022-07-14,5.75284
2022-07-15,6.28551
2022-07-16,3.40909
2022-07-17,3.19602
2022-07-18,7.45738
2022-07-19,8.4517
2022-07-20,5.29119
2022-07-21,7.24431
2022-07-22,4.22585
2022-07-23,2.2017
2022-07-24,2.27272
2022-07-25,5.22017
2022-07-26,4.29687
2022-07-27,5.6463
2022-07-28,4.90056
2022-07-29,3.55113
2022-07-30,2.8409
2022-07-31,2.48579
2022-08-01,3.30255
2022-08-02,4.0838
2022-08-03,4.43892
2022-08-04,4.26136
2022-08-05,6.81818
2022-08-06,5.93039
2022-08-07,5.46875
2022-08-08,6.53409
2022-08-09,7.06676
2022-08-10,6.10795
2022-08-11,5.36221
2022-08-12,4.93607
2022-08-13,3.26704
2022-08-14,3.48011
2022-08-15,2.80539
2022-08-16,6.14346
2022-08-17,5.50426
2022-08-18,5.0071
2022-08-19,3.90625
2022-08-20,2.76988
2022-08-21,2.80539
2022-08-22,3.33806
2022-08-23,5.07812
2022-08-24,5.82386
2022-08-25,5.57528
2022-08-26,5.3267
2022-08-27,2.80539
2022-08-28,2.48579
2022-08-29,4.58096
2022-08-30,4.65198
2022-08-31,6.46306
2022-09-01,6.28551
2022-09-02,5.18465
2022-09-03,3.4446
2022-09-04,3.16051
2022-09-05,5.39772
2022-09-06,3.16051
2022-09-07,5.61079
2022-09-08,3.79971
2022-09-09,1.63352
2022-09-10,2.2017
2022-09-11,2.55681
2022-09-12,3.26704
2022-09-13,7.95454
2022-09-14,6.25
2022-09-15,5.29119
2022-09-16,4.01278
2022-09-17,2.55681
2022-09-18,3.23153
2022-09-19,4.47443
2022-09-20,4.36789
2022-09-21,4.36789
2022-09-22,3.23153
2022-09-23,4.15482
2022-09-24,2.27272
2022-09-25,2.41477
2022-09-26,4.11931
2022-09-27,4.29687
2022-09-28,4.79403
2022-09-29,4.0838
2022-09-30,4.43892
2022-10-01,1.17187
2022-10-02,1.24289
2022-10-03,1.63352
2022-10-04,2.09517
2022-10-05,2.27272
2022-10-06,3.08948
2022-10-07,2.80539
2022-10-08,1.66903
2022-10-09,1.38494
2022-10-10,1.98863
2022-10-11,3.26704
2022-10-12,3.55113
2022-10-13,3.7642
2022-10-14,3.72869
2022-10-15,2.59232
2022-10-16,1.66903
2022-10-17,4.0838
2022-10-18,3.55113
2022-10-19,3.55113
2022-10-20,2.34375
2022-10-21,3.125
2022-10-22,1.98863
2022-10-23,1.59801
2022-10-24,2.91193
2022-10-25,3.30255
2022-10-26,3.55113
2022-10-27,2.2017
2022-10-28,2.66335
2022-10-29,2.62784
2022-10-30,1.13636
2022-10-31,2.09517
2022-11-01,3.48011
2022-11-02,2.48579
2022-11-03,2.94744
2022-11-04,2.62784
2022-11-05,1.63352
2022-11-06,1.24289
2022-11-07,2.62784
2022-11-08,3.48011
2022-11-09,3.69318
2022-11-10,3.79971
2022-11-11,3.55113
2022-11-12,1.95312
2022-11-13,1.77556
2022-11-14,3.51562
2022-11-15,4.22585
2022-11-16,3.69318
2022-11-17,2.41477
2022-11-18,2.62784
2022-11-19,1.91761
2022-11-20,1.49147
2022-11-21,2.62784
2022-11-22,2.05965
2022-11-23,1.95312
2022-11-24,1.98863
2022-11-25,2.34375
2022-11-26,1.8821
2022-11-27,1.91761
2022-11-28,2.34375
2022-11-29,2.09517
2022-11-30,2.37926
2022-12-01,2.13068
2022-12-02,1.81107
2022-12-03,1.13636
2022-12-04,0.85227
2022-12-05,2.62784
2022-12-06,1.98863
2022-12-07,2.16619
2022-12-08,2.55681
2022-12-09,1.98863
2022-12-10,1.5625
2022-12-11,2.2017
2022-12-12,2.09517
2022-12-13,3.16051
2022-12-14,3.69318
2022-12-15,3.62215
2022-12-16,4.97159
2022-12-17,2.62784
2022-12-18,2.5213
2022-12-19,2.73437
2022-12-20,2.45028
2022-12-21,2.48579
2022-12-22,2.87642
2022-12-23,2.66335
2022-12-24,1.20738
2022-12-25,1.49147
2022-12-26,2.8409
2022-12-27,2.55681
2022-12-28,2.94744
2022-12-29,3.16051
2022-12-30,1.59801
2022-12-31,1.2784
2023-01-01,1.38494
2023-01-02,2.8409
2023-01-03,3.125
2023-01-04,3.01846
2023-01-05,2.73437
2023-01-06,3.4446
2023-01-07,1.52698
2023-01-08,2.76988
2023-01-09,3.94176
2023-01-10,2.8409
2023-01-11,3.125
2023-01-12,3.30255
2023-01-13,3.4446
2023-01-14,2.94744
2023-01-15,3.125
2023-01-16,3.16051
2023-01-17,3.30255
2023-01-18,2.62784
2023-01-19,2.5213
2023-01-20,2.8409
2023-01-21,2.09517
2023-01-22,1.84659
2023-01-23,2.98295
2023-01-24,2.48579
2023-01-25,3.55113
2023-01-26,4.58096
2023-01-27,4.93607
2023-01-28,2.94744
2023-01-29,2.62784
2023-01-30,3.08948
2023-01-31,3.30255
2023-02-01,3.48011
2023-02-02,3.97727
2023-02-03,4.04829
2023-02-04,2.27272
2023-02-05,1.66903
2023-02-06,2.98295
2023-02-07,3.05397
2023-02-08,3.58664
2023-02-09,3.65767
2023-02-10,2.73437
2023-02-11,2.23721
2023-02-12,1.74005
2023-02-13,2.59232
2023-02-14,2.69886
2023-02-15,3.90625
2023-02-16,3.62215
2023-02-17,3.40909
2023-02-18,2.8409
2023-02-19,2.2017
2023-02-20,4.97159
2023-02-21,5.04261
2023-02-22,3.4446
2023-02-23,3.7642
2023-02-24,4.19034
2023-02-25,2.30823
2023-02-26,1.98863
2023-02-27,3.01846
2023-02-28,5.71732
2023-03-01,4.47443
2023-03-02,4.33238
2023-03-03,4.50994
2023-03-04,2.69886
2023-03-05,3.26704
2023-03-06,5.14914
2023-03-07,7.17329
2023-03-08,6.25
2023-03-09,6.28551
2023-03-10,5.3267
2023-03-11,3.125
2023-03-12,4.36789
2023-03-13,5.11363
2023-03-14,4.58096
2023-03-15,5.39772
2023-03-16,3.97727
2023-03-17,6.53409
2023-03-18,4.33238
2023-03-19,4.26136
2023-03-20,5.75284
2023-03-21,5.82386
2023-03-22,3.62215
2023-03-23,4.01278
2023-03-24,4.75852
2023-03-25,2.80539
2023-03-26,2.66335
2023-03-27,3.51562
2023-03-28,3.87073
2023-03-29,4.11931
2023-03-30,8.41619
2023-03-31,5.61079
2023-04-01,2.87642
2023-04-02,2.87642
2023-04-03,5.43323
2023-04-04,9.83664
2023-04-05,9.65909
2023-04-06,7.67045
2023-04-07,10.0142
2023-04-08,4.58096
2023-04-09,9.6946
2023-04-10,7.35085
2023-04-11,6.81818
2023-04-12,10.22727
2023-04-13,9.94318
2023-04-14,12.14488
2023-04-15,4.22585
2023-04-16,4.86505
2023-04-17,6.17897
2023-04-18,5.39772
2023-04-19,4.97159
2023-04-20,5.36221
2023-04-21,3.62215
2023-04-22,2.05965
2023-04-23,2.8409
2023-04-24,4.36789
2023-04-25,4.50994
2023-04-26,4.22585
2023-04-27,3.37357
2023-04-28,3.65767
2023-04-29,3.30255
2023-04-30,1.98863
2023-05-01,3.62215
2023-05-02,3.83522
2023-05-03,3.65767
2023-05-04,4.75852
2023-05-05,3.26704
2023-05-06,2.98295
2023-05-07,4.86505
2023-05-08,6.46306
2023-05-09,5.29119
2023-05-10,3.51562
2023-05-11,4.26136
2023-05-12,3.69318
2023-05-13,2.05965
2023-05-14,2.37926
2023-05-15,3.37357
2023-05-16,4.29687
2023-05-17,5.22017
2023-05-18,3.30255
2023-05-19,4.04829
2023-05-20,2.98295
2023-05-21,2.73437
2023-05-22,4.36789
2023-05-23,3.97727
2023-05-24,4.15482
2023-05-25,3.05397
2023-05-26,3.7642
2023-05-27,2.59232
2023-05-28,2.37926
2023-05-29,3.37357
