date,코오롱오두막
2020-10-30,5.14865
2020-10-31,4.06091
2020-11-01,6.09137
2020-11-02,7.32414
2020-11-03,5.8013
2020-11-04,5.3662
2020-11-05,6.01885
2020-11-06,6.96156
2020-11-07,5.00362
2020-11-08,5.87382
2020-11-09,8.19434
2020-11-10,5.29369
2020-11-11,3.55329
2020-11-12,4.78607
2020-11-13,3.55329
2020-11-14,6.01885
2020-11-15,7.10659
2020-11-16,6.52646
2020-11-17,6.59898
2020-11-18,6.88905
2020-11-19,5.94633
2020-11-20,5.00362
2020-11-21,5.14865
2020-11-22,8.55692
2020-11-23,5.29369
2020-11-24,5.65627
2020-11-25,5.65627
2020-11-26,5.8013
2020-11-27,4.9311
2020-11-28,3.62581
2020-11-29,5.14865
2020-11-30,6.88905
2020-12-01,5.65627
2020-12-02,5.3662
2020-12-03,4.71356
2020-12-04,4.06091
2020-12-05,3.77084
2020-12-06,4.78607
2020-12-07,7.68672
2020-12-08,4.85859
2020-12-09,3.69833
2020-12-10,4.56852
2020-12-11,3.26323
2020-12-12,3.98839
2020-12-13,4.49601
2020-12-14,4.35097
2020-12-15,4.85859
2020-12-16,3.77084
2020-12-17,3.04568
2020-12-18,3.04568
2020-12-19,2.39303
2020-12-20,2.90065
2020-12-21,2.82813
2020-12-22,2.75562
2020-12-23,2.10297
2020-12-24,1.37781
2020-12-25,3.04568
2020-12-26,2.32052
2020-12-27,3.69833
2020-12-28,2.97316
2020-12-29,4.49601
2020-12-30,3.84336
2020-12-31,3.33575
2021-01-01,2.248
2021-01-02,2.03045
2021-01-03,4.35097
2021-01-04,3.04568
2021-01-05,2.90065
2021-01-06,2.248
2021-01-07,2.39303
2021-01-08,1.74039
2021-01-09,3.91588
2021-01-10,2.32052
2021-01-11,1.74039
2021-01-12,1.66787
2021-01-13,2.39303
2021-01-14,2.61058
2021-01-15,1.52284
2021-01-16,3.04568
2021-01-17,2.90065
2021-01-18,4.35097
2021-01-19,2.82813
2021-01-20,2.6831
2021-01-21,3.04568
2021-01-22,3.91588
2021-01-23,3.84336
2021-01-24,3.69833
2021-01-25,2.6831
2021-01-26,3.69833
2021-01-27,2.53807
2021-01-28,2.248
2021-01-29,1.30529
2021-01-30,3.77084
2021-01-31,5.72878
2021-02-01,4.42349
2021-02-02,3.40826
2021-02-03,3.1182
2021-02-04,2.39303
2021-02-05,2.90065
2021-02-06,3.69833
2021-02-07,3.33575
2021-02-08,3.84336
2021-02-09,2.97316
2021-02-10,2.53807
2021-02-11,2.10297
2021-02-12,5.00362
2021-02-13,4.27846
2021-02-14,4.49601
2021-02-15,6.30891
2021-02-16,6.30891
2021-02-17,7.97679
2021-02-18,8.77447
2021-02-19,8.77447
2021-02-20,11.96519
2021-02-21,11.45757
2021-02-22,12.18274
2021-02-23,13.12545
2021-02-24,10.44234
2021-02-25,8.62944
2021-02-26,11.31254
2021-02-27,16.0261
2021-02-28,21.17476
2021-03-01,15.08339
2021-03-02,9.28208
2021-03-03,6.96156
2021-03-04,4.78607
2021-03-05,5.58375
2021-03-06,8.4844
2021-03-07,8.19434
2021-03-08,8.84699
2021-03-09,7.75924
2021-03-10,11.09499
2021-03-11,9.7897
2021-03-12,8.4844
2021-03-13,8.12182
2021-03-14,10.00725
2021-03-15,8.12182
2021-03-16,7.68672
2021-03-17,6.38143
2021-03-18,6.38143
2021-03-19,5.3662
2021-03-20,5.94633
2021-03-21,6.16388
2021-03-22,6.96156
2021-03-23,6.74401
2021-03-24,4.71356
2021-03-25,6.96156
2021-03-26,6.6715
2021-03-27,7.10659
2021-03-28,9.71718
2021-03-29,8.70195
2021-03-30,6.74401
2021-03-31,5.29369
2021-04-01,4.49601
2021-04-02,7.10659
2021-04-03,8.9195
2021-04-04,11.09499
2021-04-05,10.87744
2021-04-06,10.73241
2021-04-07,7.83176
2021-04-08,8.04931
2021-04-09,8.41189
2021-04-10,7.90427
2021-04-11,11.74764
2021-04-12,10.65989
2021-04-13,7.97679
2021-04-14,7.54169
2021-04-15,6.96156
2021-04-16,7.17911
2021-04-17,8.41189
2021-04-18,10.73241
2021-04-19,9.13705
2021-04-20,6.74401
2021-04-21,7.83176
2021-04-22,5.65627
2021-04-23,6.59898
2021-04-24,5.43872
2021-04-25,8.99202
2021-04-26,10.29731
2021-04-27,8.70195
2021-04-28,7.90427
2021-04-29,6.96156
2021-04-30,6.16388
2021-05-01,8.12182
2021-05-02,8.33937
2021-05-03,7.46918
2021-05-04,6.09137
2021-05-05,6.38143
2021-05-06,7.10659
2021-05-07,5.43872
2021-05-08,4.64104
2021-05-09,6.16388
2021-05-10,8.55692
2021-05-11,5.8013
2021-05-12,5.87382
2021-05-13,5.14865
2021-05-14,6.38143
2021-05-15,7.97679
2021-05-16,6.09137
2021-05-17,5.3662
2021-05-18,6.2364
2021-05-19,5.94633
2021-05-20,8.84699
2021-05-21,6.01885
2021-05-22,6.30891
2021-05-23,9.20957
2021-05-24,7.25163
2021-05-25,7.90427
2021-05-26,7.83176
2021-05-27,6.96156
2021-05-28,6.01885
2021-05-29,5.87382
2021-05-30,9.20957
2021-05-31,9.13705
2021-06-01,7.54169
2021-06-02,7.61421
2021-06-03,5.58375
2021-06-04,4.85859
2021-06-05,5.22117
2021-06-06,7.46918
2021-06-07,5.72878
2021-06-08,6.01885
2021-06-09,5.65627
2021-06-10,4.56852
2021-06-11,4.13343
2021-06-12,4.49601
2021-06-13,6.81653
2021-06-14,7.68672
2021-06-15,7.61421
2021-06-16,4.9311
2021-06-17,6.2364
2021-06-18,4.78607
2021-06-19,5.58375
2021-06-20,5.58375
2021-06-21,6.96156
2021-06-22,6.01885
2021-06-23,7.68672
2021-06-24,6.52646
2021-06-25,7.03408
2021-06-26,5.87382
2021-06-27,7.17911
2021-06-28,6.45395
2021-06-29,6.30891
2021-06-30,4.13343
2021-07-01,4.27846
2021-07-02,4.56852
2021-07-03,4.20594
2021-07-04,4.13343
2021-07-05,4.13343
2021-07-06,4.56852
2021-07-07,3.77084
2021-07-08,7.32414
2021-07-09,8.19434
2021-07-10,5.51124
2021-07-11,6.2364
2021-07-12,7.75924
2021-07-13,7.54169
2021-07-14,7.32414
2021-07-15,5.8013
2021-07-16,6.88905
2021-07-17,3.69833
2021-07-18,4.71356
2021-07-19,7.75924
2021-07-20,8.19434
2021-07-21,6.2364
2021-07-22,5.58375
2021-07-23,7.90427
2021-07-24,5.72878
2021-07-25,6.01885
2021-07-26,4.20594
2021-07-27,6.30891
2021-07-28,7.68672
2021-07-29,7.46918
2021-07-30,6.74401
2021-07-31,7.25163
2021-08-01,9.06453
2021-08-02,7.25163
2021-08-03,6.16388
2021-08-04,5.8013
2021-08-05,6.81653
2021-08-06,8.55692
2021-08-07,7.10659
2021-08-08,6.6715
2021-08-09,7.46918
2021-08-10,6.96156
2021-08-11,7.97679
2021-08-12,5.51124
2021-08-13,6.59898
2021-08-14,8.70195
2021-08-15,9.49963
2021-08-16,11.02248
2021-08-17,10.2248
2021-08-18,10.87744
2021-08-19,8.26686
2021-08-20,6.96156
2021-08-21,8.9195
2021-08-22,8.77447
2021-08-23,8.62944
2021-08-24,8.04931
2021-08-25,6.88905
2021-08-26,5.58375
2021-08-27,5.51124
2021-08-28,5.29369
2021-08-29,6.16388
2021-08-30,6.96156
2021-08-31,6.38143
2021-09-01,6.16388
2021-09-02,5.94633
2021-09-03,5.3662
2021-09-04,4.9311
2021-09-05,6.59898
2021-09-06,7.54169
2021-09-07,6.88905
2021-09-08,5.65627
2021-09-09,5.58375
2021-09-10,6.16388
2021-09-11,5.65627
2021-09-12,7.54169
2021-09-13,6.6715
2021-09-14,5.8013
2021-09-15,4.9311
2021-09-16,3.40826
2021-09-17,5.43872
2021-09-18,7.03408
2021-09-19,6.52646
2021-09-20,4.64104
2021-09-21,5.07614
2021-09-22,5.87382
2021-09-23,6.30891
2021-09-24,5.29369
2021-09-25,6.16388
2021-09-26,8.70195
2021-09-27,6.09137
2021-09-28,5.65627
2021-09-29,4.27846
2021-09-30,4.56852
2021-10-01,3.84336
2021-10-02,5.43872
2021-10-03,7.83176
2021-10-04,6.81653
2021-10-05,8.9195
2021-10-06,4.85859
2021-10-07,5.87382
2021-10-08,6.09137
2021-10-09,6.2364
2021-10-10,6.09137
2021-10-11,8.62944
2021-10-12,9.42712
2021-10-13,6.88905
2021-10-14,5.43872
2021-10-15,5.65627
2021-10-16,5.72878
2021-10-17,4.78607
2021-10-18,5.22117
2021-10-19,4.13343
2021-10-20,4.71356
2021-10-21,3.33575
2021-10-22,5.3662
2021-10-23,3.26323
2021-10-24,5.72878
2021-10-25,4.71356
2021-10-26,4.06091
2021-10-27,4.42349
2021-10-28,4.42349
2021-10-29,3.04568
2021-10-30,6.81653
2021-10-31,6.01885
2021-11-01,5.65627
2021-11-02,3.91588
2021-11-03,3.62581
2021-11-04,3.1182
2021-11-05,3.1182
2021-11-06,2.6831
2021-11-07,3.77084
2021-11-08,3.26323
2021-11-09,3.26323
2021-11-10,2.61058
2021-11-11,3.33575
2021-11-12,3.04568
2021-11-13,2.17548
2021-11-14,3.55329
2021-11-15,2.75562
2021-11-16,1.95794
2021-11-17,2.03045
2021-11-18,2.97316
2021-11-19,3.91588
2021-11-20,2.90065
2021-11-21,4.13343
2021-11-22,3.1182
2021-11-23,4.9311
2021-11-24,3.77084
2021-11-25,3.04568
2021-11-26,2.82813
2021-11-27,2.75562
2021-11-28,3.1182
2021-11-29,3.26323
2021-11-30,3.48078
2021-12-01,2.75562
2021-12-02,2.97316
2021-12-03,1.95794
2021-12-04,1.8129
2021-12-05,4.13343
2021-12-06,3.04568
2021-12-07,3.04568
2021-12-08,3.1182
2021-12-09,3.33575
2021-12-10,1.66787
2021-12-11,2.53807
2021-12-12,2.53807
2021-12-13,3.26323
2021-12-14,2.248
2021-12-15,1.95794
2021-12-16,1.88542
2021-12-17,2.75562
2021-12-18,1.66787
2021-12-19,2.53807
2021-12-20,2.97316
2021-12-21,2.17548
2021-12-22,1.66787
2021-12-23,3.19071
2021-12-24,1.45032
2021-12-25,1.52284
2021-12-26,3.04568
2021-12-27,1.8129
2021-12-28,3.19071
2021-12-29,2.39303
2021-12-30,3.69833
2021-12-31,1.52284
2022-01-01,1.52284
2022-01-02,3.33575
2022-01-03,1.8129
2022-01-04,2.46555
2022-01-05,1.37781
2022-01-06,4.85859
2022-01-07,3.62581
2022-01-08,2.97316
2022-01-09,4.35097
2022-01-10,2.75562
2022-01-11,2.82813
2022-01-12,1.88542
2022-01-13,2.03045
2022-01-14,2.03045
2022-01-15,3.1182
2022-01-16,1.95794
2022-01-17,3.04568
2022-01-18,6.6715
2022-01-19,5.8013
2022-01-20,14.72081
2022-01-21,6.38143
2022-01-22,3.91588
2022-01-23,6.30891
2022-01-24,6.96156
2022-01-25,6.6715
2022-01-26,5.07614
2022-01-27,3.69833
2022-01-28,3.33575
2022-01-29,4.71356
2022-01-30,4.13343
2022-01-31,5.72878
2022-02-01,4.20594
2022-02-02,4.9311
2022-02-03,5.07614
2022-02-04,5.94633
2022-02-05,5.3662
2022-02-06,6.81653
2022-02-07,5.8013
2022-02-08,3.55329
2022-02-09,4.20594
2022-02-10,3.48078
2022-02-11,3.40826
2022-02-12,4.42349
2022-02-13,4.64104
2022-02-14,4.78607
2022-02-15,3.77084
2022-02-16,3.55329
2022-02-17,4.56852
2022-02-18,5.22117
2022-02-19,4.49601
2022-02-20,5.00362
2022-02-21,3.33575
2022-02-22,4.06091
2022-02-23,3.77084
2022-02-24,3.84336
2022-02-25,3.91588
2022-02-26,3.40826
2022-02-27,5.00362
2022-02-28,3.55329
2022-03-01,5.43872
2022-03-02,3.1182
2022-03-03,3.33575
2022-03-04,4.42349
2022-03-05,3.84336
2022-03-06,6.59898
2022-03-07,4.64104
2022-03-08,2.90065
2022-03-09,2.53807
2022-03-10,3.04568
2022-03-11,3.26323
2022-03-12,4.42349
2022-03-13,6.74401
2022-03-14,4.35097
2022-03-15,4.78607
2022-03-16,3.26323
2022-03-17,6.2364
2022-03-18,6.59898
2022-03-19,4.71356
2022-03-20,9.71718
2022-03-21,6.96156
2022-03-22,5.07614
2022-03-23,5.8013
2022-03-24,5.14865
2022-03-25,2.97316
2022-03-26,3.84336
2022-03-27,5.65627
2022-03-28,5.29369
2022-03-29,4.20594
2022-03-30,4.71356
2022-03-31,3.84336
2022-04-01,5.14865
2022-04-02,5.94633
2022-04-03,5.00362
2022-04-04,6.30891
2022-04-05,4.42349
2022-04-06,5.3662
2022-04-07,3.55329
2022-04-08,3.84336
2022-04-09,4.56852
2022-04-10,6.81653
2022-04-11,5.65627
2022-04-12,5.43872
2022-04-13,4.9311
2022-04-14,2.97316
2022-04-15,2.61058
2022-04-16,5.87382
2022-04-17,5.94633
2022-04-18,4.64104
2022-04-19,3.48078
2022-04-20,3.48078
2022-04-21,4.20594
2022-04-22,3.33575
2022-04-23,4.06091
2022-04-24,4.13343
2022-04-25,3.98839
2022-04-26,6.45395
2022-04-27,3.62581
2022-04-28,5.29369
2022-04-29,4.42349
2022-04-30,9.71718
2022-05-01,7.61421
2022-05-02,4.64104
2022-05-03,3.91588
2022-05-04,5.43872
2022-05-05,5.14865
2022-05-06,5.58375
2022-05-07,5.43872
2022-05-08,4.49601
2022-05-09,7.97679
2022-05-10,3.69833
2022-05-11,3.69833
2022-05-12,3.77084
2022-05-13,3.77084
2022-05-14,3.40826
2022-05-15,4.42349
2022-05-16,4.20594
2022-05-17,4.06091
2022-05-18,3.19071
2022-05-19,3.69833
2022-05-20,3.77084
2022-05-21,3.69833
2022-05-22,4.42349
2022-05-23,4.06091
2022-05-24,5.72878
2022-05-25,4.42349
2022-05-26,5.22117
2022-05-27,3.48078
2022-05-28,4.71356
2022-05-29,3.48078
2022-05-30,4.27846
2022-05-31,3.91588
2022-06-01,3.62581
2022-06-02,2.03045
2022-06-03,3.69833
2022-06-04,4.35097
2022-06-05,3.98839
2022-06-06,5.3662
2022-06-07,5.43872
2022-06-08,3.91588
2022-06-09,3.19071
2022-06-10,4.42349
2022-06-11,3.33575
2022-06-12,3.69833
2022-06-13,5.00362
2022-06-14,1.74039
2022-06-15,3.40826
2022-06-16,2.53807
2022-06-17,2.97316
2022-06-18,2.97316
2022-06-19,3.55329
2022-06-20,3.91588
2022-06-21,3.77084
2022-06-22,6.59898
2022-06-23,1.88542
2022-06-24,2.75562
2022-06-25,2.82813
2022-06-26,2.97316
2022-06-27,3.48078
2022-06-28,2.03045
2022-06-29,2.75562
2022-06-30,2.248
2022-07-01,0.87019
2022-07-02,1.74039
2022-07-03,3.04568
2022-07-04,2.248
2022-07-05,2.46555
2022-07-06,2.6831
2022-07-07,6.96156
2022-07-08,3.26323
2022-07-09,2.53807
2022-07-10,4.78607
2022-07-11,2.46555
2022-07-12,3.1182
2022-07-13,3.33575
2022-07-14,2.248
2022-07-15,2.03045
2022-07-16,2.248
2022-07-17,3.91588
2022-07-18,3.33575
2022-07-19,3.77084
2022-07-20,3.55329
2022-07-21,4.42349
2022-07-22,2.39303
2022-07-23,2.90065
2022-07-24,5.58375
2022-07-25,4.9311
2022-07-26,5.29369
2022-07-27,3.84336
2022-07-28,2.61058
2022-07-29,1.52284
2022-07-30,1.52284
2022-07-31,2.61058
2022-08-01,2.39303
2022-08-02,1.95794
2022-08-03,2.6831
2022-08-04,2.90065
2022-08-05,1.45032
2022-08-06,2.97316
2022-08-07,4.20594
2022-08-08,4.85859
2022-08-09,3.55329
2022-08-10,4.13343
2022-08-11,3.1182
2022-08-12,3.1182
2022-08-13,3.26323
2022-08-14,2.6831
2022-08-15,3.55329
2022-08-16,4.42349
2022-08-17,3.40826
2022-08-18,3.98839
2022-08-19,2.97316
2022-08-20,4.49601
2022-08-21,6.16388
2022-08-22,5.87382
2022-08-23,7.90427
2022-08-24,5.72878
2022-08-25,3.55329
2022-08-26,3.69833
2022-08-27,4.06091
2022-08-28,6.81653
2022-08-29,3.62581
2022-08-30,4.35097
2022-08-31,3.33575
2022-09-01,2.82813
2022-09-02,2.75562
2022-09-03,3.84336
2022-09-04,3.40826
2022-09-05,3.26323
2022-09-06,2.32052
2022-09-07,2.75562
2022-09-08,2.53807
2022-09-09,2.10297
2022-09-10,2.97316
2022-09-11,4.9311
2022-09-12,4.78607
2022-09-13,5.72878
2022-09-14,4.78607
2022-09-15,3.84336
2022-09-16,4.35097
2022-09-17,3.40826
2022-09-18,6.2364
2022-09-19,3.77084
2022-09-20,4.9311
2022-09-21,3.55329
2022-09-22,3.40826
2022-09-23,3.40826
2022-09-24,4.56852
2022-09-25,3.55329
2022-09-26,5.22117
2022-09-27,5.87382
2022-09-28,4.06091
2022-09-29,2.90065
2022-09-30,3.33575
2022-10-01,3.1182
2022-10-02,2.75562
2022-10-03,5.58375
2022-10-04,4.42349
2022-10-05,3.26323
2022-10-06,3.26323
2022-10-07,2.82813
2022-10-08,2.32052
2022-10-09,3.55329
2022-10-10,4.56852
2022-10-11,3.84336
2022-10-12,2.39303
2022-10-13,2.248
2022-10-14,4.85859
2022-10-15,4.06091
2022-10-16,3.40826
2022-10-17,4.56852
2022-10-18,3.77084
2022-10-19,2.10297
2022-10-20,3.84336
2022-10-21,2.97316
2022-10-22,2.32052
2022-10-23,2.03045
2022-10-24,3.04568
2022-10-25,2.75562
2022-10-26,3.91588
2022-10-27,5.3662
2022-10-28,5.07614
2022-10-29,3.91588
2022-10-30,3.48078
2022-10-31,4.06091
2022-11-01,5.3662
2022-11-02,5.65627
2022-11-03,3.62581
2022-11-04,3.40826
2022-11-05,4.06091
2022-11-06,5.29369
2022-11-07,3.91588
2022-11-08,4.71356
2022-11-09,3.26323
2022-11-10,3.98839
2022-11-11,1.95794
2022-11-12,3.48078
2022-11-13,4.27846
2022-11-14,4.06091
2022-11-15,3.33575
2022-11-16,2.6831
2022-11-17,2.03045
2022-11-18,2.248
2022-11-19,2.75562
2022-11-20,2.03045
2022-11-21,3.48078
2022-11-22,2.03045
2022-11-23,2.82813
2022-11-24,2.32052
2022-11-25,2.17548
2022-11-26,2.10297
2022-11-27,1.8129
2022-11-28,2.90065
2022-11-29,2.10297
2022-11-30,2.46555
2022-12-01,1.45032
2022-12-02,1.45032
2022-12-03,2.248
2022-12-04,1.74039
2022-12-05,1.74039
2022-12-06,2.03045
2022-12-07,1.45032
2022-12-08,1.52284
2022-12-09,0.94271
2022-12-10,0.87019
2022-12-11,1.01522
2022-12-12,1.37781
2022-12-13,1.8129
2022-12-14,1.30529
2022-12-15,0.58013
2022-12-16,1.08774
2022-12-17,1.30529
2022-12-18,1.88542
2022-12-19,1.16026
2022-12-20,1.52284
2022-12-22,1.01522
2022-12-23,0.72516
2022-12-24,0.36258
2022-12-25,1.30529
2022-12-26,2.03045
2022-12-27,1.74039
2022-12-28,1.52284
2022-12-29,1.30529
2022-12-30,0.43509
2022-12-31,0.43509
2023-01-01,1.59535
2023-01-02,1.16026
2023-01-03,0.43509
2023-01-04,0.79767
2023-01-05,0.50761
2023-01-06,0.36258
2023-01-07,0.43509
2023-01-08,1.37781
2023-01-09,1.30529
2023-01-10,0.79767
2023-01-11,1.37781
2023-01-12,0.87019
2023-01-13,0.50761
2023-01-15,0.87019
2023-01-16,1.74039
2023-01-17,0.36258
2023-01-18,0.79767
2023-01-19,0.72516
2023-01-21,0.72516
2023-01-22,1.01522
2023-01-23,0.94271
2023-01-24,1.37781
2023-01-25,1.30529
2023-01-26,0.79767
2023-01-27,0.58013
2023-01-28,0.58013
2023-01-29,0.72516
2023-01-30,1.16026
2023-01-31,1.01522
2023-02-01,1.08774
2023-02-02,0.87019
2023-02-03,0.58013
2023-02-04,0.72516
2023-02-05,1.45032
2023-02-06,1.8129
2023-02-07,0.87019
2023-02-08,1.16026
2023-02-09,1.37781
2023-02-10,0.79767
2023-02-11,0.94271
2023-02-12,2.248
2023-02-13,1.8129
2023-02-14,1.52284
2023-02-15,0.79767
2023-02-16,1.45032
2023-02-17,1.45032
2023-02-18,1.45032
2023-02-19,1.8129
2023-02-20,0.94271
2023-02-21,1.52284
2023-02-22,0.72516
2023-02-23,1.59535
2023-02-24,0.79767
2023-02-25,1.37781
2023-02-26,1.74039
2023-02-27,1.30529
2023-02-28,1.23277
2023-03-01,1.66787
2023-03-02,1.45032
2023-03-03,1.16026
2023-03-04,1.23277
2023-03-05,3.04568
2023-03-06,1.8129
2023-03-07,0.94271
2023-03-08,1.52284
2023-03-09,0.79767
2023-03-10,1.01522
2023-03-11,0.79767
2023-03-12,1.66787
2023-03-13,1.59535
2023-03-14,0.58013
2023-03-15,1.16026
2023-03-16,0.94271
2023-03-17,1.01522
2023-03-18,1.08774
2023-03-19,1.88542
2023-03-20,1.66787
2023-03-21,3.55329
2023-03-22,3.1182
2023-03-23,3.19071
2023-03-24,3.26323
2023-03-25,4.06091
2023-03-26,3.04568
2023-03-27,3.40826
2023-03-28,3.04568
2023-03-29,2.248
2023-03-30,2.10297
2023-03-31,2.97316
2023-04-01,2.32052
2023-04-02,2.6831
2023-04-03,2.17548
2023-04-04,2.17548
2023-04-05,2.10297
2023-04-06,1.88542
2023-04-07,2.53807
2023-04-08,2.39303
2023-04-09,3.77084
2023-04-10,3.04568
2023-04-11,2.32052
2023-04-12,2.53807
2023-04-13,2.10297
2023-04-14,1.95794
2023-04-15,2.39303
2023-04-16,2.6831
2023-04-17,3.04568
2023-04-18,3.04568
2023-04-19,1.23277
2023-04-20,1.74039
2023-04-21,1.45032
2023-04-22,2.10297
2023-04-23,2.10297
2023-04-24,2.03045
2023-04-25,0.87019
2023-04-26,1.01522
2023-04-27,1.8129
2023-04-28,1.74039
2023-04-29,1.52284
2023-04-30,2.10297
2023-05-01,2.248
2023-05-02,2.17548
2023-05-03,2.6831
2023-05-04,1.01522
2023-05-05,2.61058
2023-05-06,2.46555
2023-05-07,1.66787
2023-05-08,2.75562
2023-05-09,2.03045
2023-05-10,1.23277
2023-05-11,1.16026
2023-05-12,1.08774
2023-05-13,1.59535
2023-05-14,2.248
2023-05-15,1.52284
2023-05-16,1.30529
2023-05-17,1.30529
2023-05-18,1.08774
2023-05-19,0.94271
2023-05-20,2.61058
2023-05-21,2.10297
2023-05-22,1.16026
2023-05-23,2.53807
2023-05-24,1.59535
2023-05-25,1.74039
2023-05-26,1.45032
2023-05-27,1.30529
2023-05-28,2.248
2023-05-29,1.16026
2023-05-30,1.16026
2023-05-31,1.95794
2023-06-01,1.30529
2023-06-02,1.45032
2023-06-03,1.52284
2023-06-04,1.74039
2023-06-05,2.32052
2023-06-06,1.95794
2023-06-07,2.10297
2023-06-08,1.66787
2023-06-09,2.248
2023-06-10,1.16026
2023-06-11,2.03045
2023-06-12,1.23277
2023-06-13,1.8129
2023-06-14,1.23277
2023-06-15,1.23277
2023-06-16,1.30529
2023-06-17,1.23277
2023-06-18,1.74039
2023-06-19,1.88542
2023-06-20,1.45032
2023-06-21,1.23277
2023-06-22,2.32052
2023-06-23,1.08774
2023-06-24,1.66787
2023-06-25,0.72516
2023-06-26,0.87019
2023-06-27,0.65264
2023-06-28,1.37781
2023-06-29,1.16026
2023-06-30,0.87019
2023-07-01,0.36258
2023-07-02,0.94271
2023-07-03,1.52284
2023-07-04,0.65264
2023-07-05,0.65264
2023-07-06,0.50761
2023-07-07,1.74039
2023-07-08,0.87019
2023-07-09,0.72516
2023-07-10,1.01522
2023-07-11,0.87019
2023-07-12,1.08774
2023-07-13,0.58013
2023-07-14,1.59535
2023-07-15,1.52284
2023-07-16,2.248
2023-07-17,1.52284
2023-07-18,1.01522
2023-07-19,0.43509
2023-07-21,1.45032
2023-07-22,1.01522
2023-07-23,1.37781
2023-07-24,1.16026
2023-07-25,0.58013
2023-07-26,0.94271
2023-07-27,0.43509
2023-07-28,0.72516
2023-07-29,0.72516
2023-07-30,1.01522
2023-08-01,1.95794
2023-08-02,0.94271
2023-08-03,0.79767
2023-08-04,1.45032
2023-08-05,1.01522
2023-08-06,1.08774
2023-08-07,2.61058
