date,스테픈코인
2022-05-29,17.91117
2022-05-30,14.50707
2022-05-31,8.54075
2022-06-01,6.39336
2022-06-02,9.24841
2022-06-03,4.80722
2022-06-04,3.61151
2022-06-05,6.72279
2022-06-06,5.27086
2022-06-07,3.4529
2022-06-08,5.46608
2022-06-09,4.68521
2022-06-10,3.84333
2022-06-11,3.94094
2022-06-12,7.02781
2022-06-13,6.95461
2022-06-14,4.83162
2022-06-15,3.58711
2022-06-16,2.63543
2022-06-17,2.87945
2022-06-18,2.306
2022-06-19,2.47681
2022-06-20,4.5754
2022-06-21,3.12347
2022-06-22,2.75744
2022-06-23,2.55002
2022-06-24,2.72083
2022-06-25,1.84236
2022-06-26,9.30941
2022-06-27,5.91752
2022-06-28,2.98926
2022-06-29,3.25768
2022-06-30,2.97706
2022-07-01,2.39141
2022-07-02,2.06198
2022-07-03,1.57393
2022-07-04,2.02537
2022-07-05,2.80624
2022-07-06,2.13518
2022-07-07,2.45241
2022-07-08,1.63494
2022-07-09,1.2079
2022-07-10,1.1713
2022-07-11,1.73255
2022-07-12,1.62274
2022-07-13,1.58613
2022-07-14,1.68374
2022-07-15,1.68374
2022-07-16,1.56173
2022-07-17,1.2201
2022-07-18,3.57491
2022-07-19,3.68472
2022-07-20,2.18399
2022-07-21,1.67154
2022-07-22,1.37872
2022-07-23,1.26891
2022-07-24,1.76915
2022-07-25,1.41532
2022-07-26,1.51293
2022-07-27,1.68374
2022-07-28,1.43972
2022-07-29,1.02489
2022-07-30,0.89067
2022-07-31,1.11029
2022-08-01,1.07369
2022-08-02,1.30551
2022-08-03,1.1957
2022-08-04,1.67154
2022-08-05,1.2079
2022-08-06,1.1713
2022-08-07,1.13469
2022-08-08,1.53733
2022-08-09,3.89214
2022-08-10,2.42801
2022-08-11,1.40312
2022-08-12,1.36652
2022-08-13,1.41532
2022-08-14,1.26891
2022-08-15,1.92776
2022-08-16,3.4407
2022-08-17,1.73255
2022-08-18,1.43972
2022-08-19,1.76915
2022-08-20,0.98828
2022-08-21,0.81747
2022-08-22,1.2201
2022-08-23,1.2323
2022-08-24,1.08589
2022-08-25,1.00048
2022-08-26,0.98828
2022-08-27,1.53733
2022-08-28,1.02489
2022-08-29,2.02537
2022-08-30,1.00048
2022-08-31,1.29331
2022-09-01,0.97608
2022-09-02,0.81747
2022-09-03,0.64665
2022-09-04,1.03709
2022-09-05,0.87847
2022-09-06,0.62225
2022-09-07,1.01268
2022-09-08,0.68326
2022-09-09,1.02489
2022-09-10,1.68374
2022-09-11,1.1713
2022-09-12,0.91508
2022-09-13,0.96388
2022-09-14,1.2079
2022-09-15,1.32991
2022-09-16,0.89067
2022-09-17,0.67105
2022-09-18,0.86627
2022-09-19,1.01268
2022-09-20,0.76866
2022-09-21,0.82967
2022-09-22,0.90287
2022-09-23,0.67105
2022-09-24,0.62225
2022-09-25,0.50024
2022-09-26,0.79306
2022-09-27,3.85553
2022-09-28,2.67203
2022-09-29,1.13469
2022-09-30,0.73206
2022-10-01,0.61005
2022-10-02,0.41483
2022-10-03,0.63445
2022-10-04,0.59785
2022-10-05,0.78086
2022-10-06,0.59785
2022-10-07,65.9346
2022-10-08,58.36993
2022-10-09,12.27428
2022-10-10,33.76037
2022-10-11,24.42654
2022-10-12,9.24841
2022-10-13,4.5632
2022-10-14,3.11127
2022-10-15,4.17276
2022-10-16,2.55002
2022-10-17,1.89116
2022-10-18,1.69594
2022-10-19,2.3548
2022-10-20,2.97706
2022-10-21,2.69643
2022-10-22,2.17179
2022-10-23,1.90336
2022-10-24,1.93997
2022-10-25,2.15959
2022-10-26,2.12298
2022-10-27,2.73304
2022-10-28,1.86676
2022-10-29,1.91556
2022-10-30,2.24499
2022-10-31,2.26939
2022-11-01,1.83016
2022-11-02,1.72035
2022-11-03,1.61054
2022-11-04,1.73255
2022-11-05,1.96437
2022-11-06,4.6242
2022-11-07,2.3426
2022-11-08,10.45632
2022-11-09,4.6242
2022-11-10,3.96534
2022-11-11,1.51293
2022-11-12,2.04978
2022-11-13,1.25671
2022-11-14,2.09858
2022-11-15,1.69594
2022-11-16,1.89116
2022-11-17,1.95217
2022-11-18,1.70815
2022-11-19,1.06149
2022-11-20,1.75695
2022-11-21,1.90336
2022-11-22,2.02537
2022-11-23,1.2201
2022-11-24,1.37872
2022-11-25,1.58613
2022-11-26,1.12249
2022-11-27,2.12298
2022-11-28,5.7345
2022-11-29,2.96486
2022-11-30,1.80575
2022-12-01,1.06149
2022-12-02,0.84187
2022-12-03,0.75646
2022-12-04,1.1591
2022-12-05,0.75646
2022-12-06,1.1835
2022-12-07,1.80575
2022-12-08,1.84236
2022-12-09,1.25671
2022-12-10,0.87847
2022-12-11,0.89067
2022-12-12,1.69594
2022-12-13,1.46412
2022-12-14,0.70766
2022-12-15,1.43972
2022-12-16,1.48853
2022-12-17,3.36749
2022-12-18,2.83064
2022-12-19,1.70815
2022-12-20,0.87847
2022-12-21,1.00048
2022-12-22,0.90287
2022-12-23,0.89067
2022-12-24,0.45143
2022-12-25,1.52513
2022-12-26,1.47632
2022-12-27,0.85407
2022-12-28,2.57442
2022-12-29,2.73304
2022-12-30,2.98926
2022-12-31,1.84236
2023-01-01,1.2445
2023-01-02,1.13469
2023-01-03,0.68326
2023-01-04,0.98828
2023-01-05,0.71986
2023-01-06,0.69546
2023-01-07,0.58565
2023-01-08,0.51244
2023-01-09,1.78135
2023-01-10,1.2201
2023-01-11,0.74426
2023-01-12,0.52464
2023-01-13,1.64714
2023-01-14,4.97803
2023-01-15,6.8204
2023-01-16,2.78184
2023-01-17,2.00097
2023-01-18,1.34211
2023-01-19,1.54953
2023-01-20,0.80527
2023-01-21,2.96486
2023-01-22,3.08687
2023-01-23,12.5915
2023-01-24,4.31918
2023-01-25,3.30649
2023-01-26,9.65104
2023-01-27,3.80673
2023-01-28,2.22059
2023-01-29,2.72083
2023-01-30,3.05026
2023-01-31,2.62323
2023-02-01,2.46461
2023-02-02,2.61102
2023-02-03,3.4651
2023-02-04,2.23279
2023-02-05,2.70863
2023-02-06,2.42801
2023-02-07,1.76915
2023-02-08,2.45241
2023-02-09,1.58613
2023-02-10,2.41581
2023-02-11,1.72035
2023-02-12,1.52513
2023-02-13,2.3792
2023-02-14,1.74475
2023-02-15,1.2079
2023-02-16,1.81795
2023-02-17,1.51293
2023-02-18,1.40312
2023-02-19,1.69594
2023-02-20,3.23328
2023-02-21,2.79404
2023-02-22,2.08638
2023-02-23,1.86676
2023-02-24,1.56173
2023-02-25,1.65934
2023-02-26,1.68374
2023-02-27,1.59834
2023-02-28,1.32991
2023-03-01,1.43972
2023-03-02,18.48462
2023-03-03,3.63591
2023-03-04,1.98877
2023-03-05,4.20937
2023-03-06,2.90385
2023-03-07,2.40361
2023-03-08,2.3182
2023-03-09,1.90336
2023-03-10,1.91556
2023-03-11,1.00048
2023-03-12,1.06149
2023-03-13,1.41532
2023-03-14,1.68374
2023-03-15,1.89116
2023-03-16,1.43972
2023-03-17,1.51293
2023-03-18,5.40507
2023-03-19,6.96681
2023-03-20,3.02586
2023-03-21,1.67154
2023-03-22,1.39092
2023-03-23,1.39092
2023-03-24,1.2079
2023-03-25,0.90287
2023-03-26,1.2323
2023-03-27,1.2079
2023-03-28,1.2201
2023-03-29,1.35431
2023-03-30,1.03709
2023-03-31,0.90287
2023-04-01,1.70815
2023-04-02,1.01268
2023-04-03,1.64714
2023-04-04,2.04978
2023-04-05,2.42801
2023-04-06,2.3426
2023-04-07,1.40312
2023-04-08,1.28111
2023-04-09,1.43972
2023-04-10,2.04978
2023-04-11,1.72035
2023-04-12,1.75695
2023-04-13,1.50073
2023-04-14,2.12298
2023-04-15,1.79355
2023-04-16,1.2445
2023-04-17,1.39092
2023-04-18,1.36652
2023-04-19,1.07369
2023-04-20,1.30551
2023-04-21,2.74524
2023-04-22,1.34211
2023-04-23,1.28111
2023-04-24,3.20888
2023-04-25,1.50073
2023-04-26,1.35431
2023-04-27,1.12249
2023-04-28,1.2323
2023-04-29,1.36652
2023-04-30,0.91508
2023-05-01,0.97608
2023-05-02,1.30551
2023-05-03,1.98877
2023-05-04,1.43972
2023-05-05,0.89067
2023-05-06,4.36798
2023-05-07,4.27037
2023-05-08,4.22157
2023-05-09,4.29477
2023-05-10,4.06295
2023-05-11,2.14738
2023-05-12,1.45192
2023-05-13,1.1469
2023-05-14,0.95168
2023-05-15,1.56173
2023-05-16,1.2079
2023-05-17,1.43972
2023-05-18,0.96388
2023-05-19,1.11029
2023-05-20,0.68326
2023-05-21,0.76866
2023-05-22,3.79453
2023-05-23,12.10346
2023-05-24,3.24548
2023-05-25,2.367
2023-05-26,1.93997
2023-05-27,1.12249
2023-05-28,1.46412
2023-05-29,1.41532
2023-05-30,2.25719
2023-05-31,1.98877
2023-06-01,1.92776
2023-06-02,1.59834
2023-06-03,1.12249
2023-06-04,1.03709
2023-06-05,1.68374
2023-06-06,2.62323
2023-06-07,2.25719
2023-06-08,2.07418
2023-06-09,1.64714
2023-06-10,3.4773
2023-06-11,2.13518
2023-06-12,2.15959
2023-06-13,1.56173
2023-06-14,2.15959
2023-06-15,2.03757
2023-06-16,1.1713
2023-06-17,0.95168
2023-06-18,0.92728
2023-06-19,0.92728
2023-06-20,1.09809
2023-06-21,1.81795
2023-06-22,1.51293
2023-06-23,1.06149
2023-06-24,1.68374
2023-06-25,1.67154
2023-06-26,1.47632
2023-06-27,1.2323
2023-06-28,1.40312
2023-06-29,1.41532
2023-06-30,1.69594
2023-07-01,1.2323
2023-07-02,0.95168
2023-07-03,1.54953
2023-07-04,1.72035
2023-07-05,1.32991
2023-07-06,1.53733
2023-07-07,1.2201
2023-07-08,0.98828
2023-07-09,0.96388
2023-07-10,1.74475
2023-07-11,1.70815
2023-07-12,2.95265
2023-07-13,3.4529
2023-07-14,3.05026
2023-07-15,2.46461
2023-07-16,2.58662
2023-07-17,6.13714
2023-07-18,12.6037
2023-07-19,4.97803
2023-07-20,3.52611
2023-07-21,2.52562
2023-07-22,2.04978
2023-07-23,1.78135
2023-07-24,2.86725
2023-07-25,2.19619
2023-07-26,2.3792
2023-07-27,2.09858
2023-07-28,1.72035
2023-07-29,1.59834
2023-07-30,1.32991
2023-07-31,1.70815
2023-08-01,1.64714
2023-08-02,1.30551
2023-08-03,1.26891
2023-08-04,1.2323
2023-08-05,1.34211
2023-08-06,1.42752
2023-08-07,1.43972
2023-08-08,1.04929
2023-08-09,2.01317
2023-08-10,1.2323
2023-08-11,1.02489
2023-08-12,1.1469
2023-08-13,1.1835
2023-08-14,1.46412
2023-08-15,1.63494
2023-08-16,1.83016
2023-08-17,1.70815
2023-08-18,2.04978
2023-08-19,1.1957
2023-08-20,1.06149
2023-08-21,0.93948
2023-08-22,1.07369
2023-08-23,1.07369
2023-08-24,0.48804
2023-08-25,0.70766
2023-08-26,0.56124
2023-08-27,0.61005
2023-08-28,1.42752
2023-08-29,1.91556
2023-08-30,1.31771
2023-08-31,0.74426
2023-09-01,1.09809
2023-09-02,0.69546
2023-09-03,0.75646
2023-09-04,0.96388
2023-09-05,0.95168
2023-09-06,0.98828
2023-09-07,0.70766
2023-09-08,0.76866
2023-09-09,0.68326
2023-09-10,0.54904
2023-09-11,1.95217
2023-09-12,1.37872
2023-09-13,0.98828
2023-09-14,0.98828
2023-09-15,0.92728
2023-09-16,0.69546
2023-09-17,0.82967
2023-09-18,0.84187
2023-09-19,0.98828
2023-09-20,0.92728
2023-09-21,1.26891
2023-09-22,1.12249
2023-09-23,0.92728
2023-09-24,1.02489
2023-09-25,1.06149
2023-09-26,1.65934
2023-09-27,1.40312
2023-09-28,0.79306
2023-09-29,0.98828
2023-09-30,1.06149
2023-10-01,1.13469
2023-10-02,1.25671
2023-10-03,1.1713
2023-10-04,1.1957
2023-10-05,1.2201
2023-10-06,1.06149
2023-10-07,0.59785
2023-10-08,0.81747
2023-10-09,0.95168
2023-10-10,1.97657
2023-10-11,1.43972
2023-10-12,1.25671
2023-10-13,0.92728
2023-10-14,0.70766
2023-10-15,1.2323
2023-10-16,1.35431
2023-10-17,1.09809
2023-10-18,1.47632
2023-10-19,1.36652
2023-10-20,1.51293
2023-10-21,1.31771
2023-10-22,1.01268
2023-10-23,1.84236
2023-10-24,1.83016
2023-10-25,1.78135
2023-10-26,2.306
2023-10-27,1.57393
2023-10-28,1.61054
2023-10-29,2.06198
2023-10-30,3.79453
2023-10-31,2.94045
2023-11-01,1.95217
2023-11-02,3.59931
2023-11-03,2.73304
2023-11-04,1.90336
2023-11-05,2.11078
2023-11-06,9.62664
2023-11-07,5.6857
2023-11-08,3.64812
2023-11-09,4.18496
2023-11-10,3.24548
2023-11-11,3.58711
2023-11-12,3.72132
2023-11-13,5.05124
2023-11-14,4.612
2023-11-15,4.08735
2023-11-16,4.73401
2023-11-17,3.87994
2023-11-18,3.12347
2023-11-19,3.26988
2023-11-20,4.18496
2023-11-21,4.27037
2023-11-22,4.79502
2023-11-23,5.6979
2023-11-24,4.35578
2023-11-25,12.27428
2023-11-26,11.408
2023-11-27,8.84577
2023-11-28,5.66129
2023-11-29,5.01464
2023-11-30,5.41727
2023-12-01,3.85553
2023-12-02,3.20888
2023-12-03,3.35529
2023-12-04,7.77208
2023-12-05,7.51586
2023-12-06,7.56466
2023-12-07,4.97803
2023-12-08,4.5876
2023-12-09,4.33138
2023-12-10,4.25817
2023-12-11,4.50219
2023-12-12,4.11176
2023-12-13,3.70912
2023-12-14,3.11127
2023-12-15,2.91605
2023-12-16,1.73255
2023-12-17,1.90336
2023-12-18,2.76964
2023-12-19,3.12347
2023-12-20,3.00146
2023-12-21,3.22108
2023-12-22,3.07467
2023-12-23,2.3426
2023-12-24,2.3304
2023-12-25,2.98926
2023-12-26,4.94143
2023-12-27,6.857
2023-12-28,5.29526
2023-12-29,3.09907
2023-12-30,2.85505
2023-12-31,2.56222
2024-01-01,8.44314
2024-01-02,5.58809
2024-01-03,8.56515
2024-01-04,7.28404
2024-01-05,4.19716
2024-01-06,3.64812
2024-01-07,24.31673
2024-01-08,15.67837
2024-01-09,10.06588
2024-01-10,7.91849
2024-01-11,8.11371
2024-01-12,8.38213
2024-01-13,4.75841
2024-01-14,4.47779
2024-01-15,4.94143
2024-01-16,5.18545
2024-01-17,5.11224
2024-01-18,4.22157
2024-01-19,3.92874
2024-01-20,2.92825
2024-01-21,2.74524
2024-01-22,3.58711
2024-01-23,4.25817
2024-01-24,3.24548
2024-01-25,2.56222
2024-01-26,2.62323
2024-01-27,2.44021
2024-01-28,2.85505
2024-01-29,3.5017
2024-01-30,2.91605
2024-01-31,2.65983
2024-02-01,3.03806
2024-02-02,2.65983
2024-02-03,2.19619
2024-02-04,1.68374
2024-02-05,2.59882
2024-02-06,3.4285
2024-02-07,3.75793
2024-02-08,2.17179
2024-02-09,1.31771
2024-02-10,2.01317
2024-02-11,2.26939
2024-02-12,2.25719
2024-02-13,4.25817
2024-02-14,4.40458
2024-02-15,4.31918
2024-02-16,3.81893
2024-02-17,3.01366
2024-02-18,3.4407
2024-02-19,4.72181
2024-02-20,3.94094
2024-02-21,4.07515
2024-02-22,3.81893
2024-02-23,2.98926
2024-02-24,3.30649
2024-02-25,2.70863
2024-02-26,3.26988
2024-02-27,4.5632
2024-02-28,5.57589
2024-02-29,6.35675
2024-03-01,5.39287
2024-03-02,5.46608
2024-03-03,8.65056
2024-03-04,10.52952
2024-03-05,11.04197
2024-03-06,6.51537
2024-03-07,6.14934
2024-03-08,6.24694
2024-03-09,9.90727
2024-03-10,12.40849
2024-03-11,13.54319
2024-03-12,9.02879
2024-03-13,7.41825
2024-03-14,6.01512
2024-03-15,5.22205
2024-03-16,4.84382
2024-03-17,4.31918
2024-03-18,4.88042
2024-03-19,5.7101
2024-03-20,4.72181
