date,4세대실비보험
2022-05-31,18.18181
2022-06-01,6.61157
2022-06-02,11.01928
2022-06-03,9.0909
2022-06-04,6.33608
2022-06-05,2.75482
2022-06-06,2.75482
2022-06-07,16.8044
2022-06-08,15.42699
2022-06-09,17.90633
2022-06-10,15.97796
2022-06-11,7.43801
2022-06-12,5.78512
2022-06-13,14.87603
2022-06-14,16.52892
2022-06-15,15.42699
2022-06-16,14.04958
2022-06-17,12.67217
2022-06-18,5.78512
2022-06-19,5.23415
2022-06-20,14.32506
2022-06-21,18.4573
2022-06-22,18.18181
2022-06-23,16.52892
2022-06-24,23.69146
2022-06-25,4.40771
2022-06-26,6.33608
2022-06-27,9.0909
2022-06-28,24.5179
2022-06-29,28.37465
2022-06-30,25.61983
2022-07-01,7.71349
2022-07-02,5.23415
2022-07-03,3.58126
2022-07-04,13.7741
2022-07-05,13.7741
2022-07-06,14.87603
2022-07-07,9.0909
2022-07-08,13.49862
2022-07-09,3.85674
2022-07-10,5.23415
2022-07-11,11.01928
2022-07-12,10.46831
2022-07-13,14.04958
2022-07-14,11.01928
2022-07-15,9.91735
2022-07-16,5.23415
2022-07-17,4.13223
2022-07-18,11.01928
2022-07-19,11.29476
2022-07-20,11.01928
2022-07-21,14.04958
2022-07-22,12.39669
2022-07-23,4.68319
2022-07-24,3.30578
2022-07-25,13.49862
2022-07-26,12.67217
2022-07-27,12.94765
2022-07-28,9.36639
2022-07-29,11.84573
2022-07-30,2.20385
2022-07-31,2.47933
2022-08-01,10.7438
2022-08-02,13.22314
2022-08-03,13.22314
2022-08-04,18.4573
2022-08-05,12.94765
2022-08-06,3.30578
2022-08-07,6.33608
2022-08-08,10.19283
2022-08-09,10.46831
2022-08-10,13.49862
2022-08-11,13.22314
2022-08-12,14.87603
2022-08-13,6.33608
2022-08-14,5.50964
2022-08-15,5.23415
2022-08-16,12.94765
2022-08-17,12.12121
2022-08-18,14.60055
2022-08-19,11.01928
2022-08-20,7.43801
2022-08-21,5.50964
2022-08-22,12.67217
2022-08-23,14.87603
2022-08-24,17.07988
2022-08-25,14.60055
2022-08-26,14.32506
2022-08-27,4.95867
2022-08-28,6.0606
2022-08-29,12.39669
2022-08-30,15.42699
2022-08-31,14.04958
2022-09-01,8.53994
2022-09-02,9.91735
2022-09-03,3.0303
2022-09-04,6.33608
2022-09-05,7.98898
2022-09-06,9.36639
2022-09-07,8.81542
2022-09-08,11.29476
2022-09-09,4.95867
2022-09-10,3.30578
2022-09-11,2.47933
2022-09-12,5.50964
2022-09-13,10.46831
2022-09-14,15.70247
2022-09-15,17.35537
2022-09-16,13.7741
2022-09-17,6.0606
2022-09-18,2.20385
2022-09-19,11.29476
2022-09-20,11.01928
2022-09-21,9.64187
2022-09-22,19.28374
2022-09-23,12.12121
2022-09-24,6.61157
2022-09-25,6.88705
2022-09-26,17.63085
2022-09-27,13.49862
2022-09-28,11.29476
2022-09-29,13.22314
2022-09-30,12.67217
2022-10-01,4.68319
2022-10-02,2.20385
2022-10-03,4.13223
2022-10-04,14.32506
2022-10-05,15.42699
2022-10-06,12.39669
2022-10-07,14.32506
2022-10-08,4.68319
2022-10-09,3.0303
2022-10-10,5.78512
2022-10-11,11.01928
2022-10-12,12.12121
2022-10-13,15.97796
2022-10-14,14.60055
2022-10-15,3.30578
2022-10-16,8.26446
2022-10-17,11.57024
2022-10-18,14.32506
2022-10-19,13.7741
2022-10-20,21.21212
2022-10-21,15.70247
2022-10-22,11.01928
2022-10-23,8.26446
2022-10-24,17.07988
2022-10-25,18.18181
2022-10-26,17.07988
2022-10-27,16.25344
2022-10-28,13.7741
2022-10-29,7.71349
2022-10-30,6.33608
2022-10-31,12.39669
2022-11-01,12.67217
2022-11-02,12.39669
2022-11-03,17.35537
2022-11-04,12.39669
2022-11-05,3.30578
2022-11-06,6.0606
2022-11-07,9.91735
2022-11-08,14.60055
2022-11-09,20.38567
2022-11-10,15.42699
2022-11-11,11.57024
2022-11-12,4.95867
2022-11-13,7.16253
2022-11-14,14.04958
2022-11-15,14.32506
2022-11-16,15.15151
2022-11-17,14.32506
2022-11-18,15.70247
2022-11-19,6.61157
2022-11-20,7.16253
2022-11-21,17.63085
2022-11-22,20.11019
2022-11-23,14.60055
2022-11-24,14.32506
2022-11-25,13.22314
2022-11-26,6.61157
2022-11-27,3.58126
2022-11-28,10.19283
2022-11-29,25.34435
2022-11-30,12.67217
2022-12-01,15.70247
2022-12-02,14.60055
2022-12-03,7.16253
2022-12-04,3.58126
2022-12-05,13.7741
2022-12-06,17.07988
2022-12-07,19.00826
2022-12-08,16.52892
2022-12-09,15.42699
2022-12-10,7.71349
2022-12-11,8.53994
2022-12-12,13.7741
2022-12-13,24.79338
2022-12-14,25.06887
2022-12-15,22.58953
2022-12-16,15.42699
2022-12-17,7.98898
2022-12-18,11.01928
2022-12-19,23.69146
2022-12-20,26.44628
2022-12-21,24.5179
2022-12-22,37.46556
2022-12-23,21.21212
2022-12-24,8.53994
2022-12-25,8.53994
2022-12-26,21.4876
2022-12-27,26.17079
2022-12-28,26.99724
2022-12-29,22.31404
2022-12-30,18.4573
2022-12-31,7.71349
2023-01-01,6.88705
2023-01-02,16.8044
2023-01-03,17.07988
2023-01-04,19.28374
2023-01-05,11.01928
2023-01-06,16.8044
2023-01-07,8.81542
2023-01-08,6.61157
2023-01-09,17.35537
2023-01-10,20.11019
2023-01-11,18.4573
2023-01-12,25.34435
2023-01-13,20.66115
2023-01-14,8.81542
2023-01-15,7.98898
2023-01-16,17.63085
2023-01-17,14.32506
2023-01-18,12.94765
2023-01-19,15.97796
2023-01-20,15.42699
2023-01-21,6.33608
2023-01-22,6.61157
2023-01-23,6.0606
2023-01-24,10.19283
2023-01-25,18.18181
2023-01-26,27.5482
2023-01-27,20.38567
2023-01-28,7.16253
2023-01-29,7.43801
2023-01-30,15.70247
2023-01-31,25.89531
2023-02-01,18.73278
2023-02-02,15.97796
2023-02-03,14.60055
2023-02-04,9.36639
2023-02-05,4.95867
2023-02-06,20.11019
2023-02-07,23.14049
2023-02-08,23.14049
2023-02-09,30.02754
2023-02-10,16.8044
2023-02-11,9.64187
2023-02-12,6.88705
2023-02-13,18.4573
2023-02-14,17.90633
2023-02-15,13.7741
2023-02-16,16.8044
2023-02-17,13.22314
2023-02-18,7.16253
2023-02-19,6.0606
2023-02-20,8.81542
2023-02-21,22.03856
2023-02-22,15.70247
2023-02-23,12.94765
2023-02-24,14.87603
2023-02-25,7.71349
2023-02-26,5.50964
2023-02-27,17.07988
2023-02-28,17.35537
2023-03-01,10.19283
2023-03-02,14.87603
2023-03-03,12.39669
2023-03-04,11.29476
2023-03-05,5.50964
2023-03-06,17.07988
2023-03-07,15.70247
2023-03-08,15.15151
2023-03-09,20.11019
2023-03-10,14.87603
2023-03-11,9.0909
2023-03-12,6.88705
2023-03-13,15.97796
2023-03-14,11.84573
2023-03-15,18.4573
2023-03-16,22.03856
2023-03-17,14.60055
2023-03-18,13.22314
2023-03-19,11.84573
2023-03-20,13.49862
2023-03-21,15.97796
2023-03-22,18.18181
2023-03-23,20.11019
2023-03-24,15.42699
2023-03-25,9.36639
2023-03-26,9.91735
2023-03-27,21.21212
2023-03-28,20.38567
2023-03-29,17.63085
2023-03-30,19.55922
2023-03-31,20.11019
2023-04-01,8.53994
2023-04-02,8.26446
2023-04-03,17.63085
2023-04-04,19.28374
2023-04-05,21.4876
2023-04-06,13.49862
2023-04-07,15.42699
2023-04-08,9.0909
2023-04-09,7.98898
2023-04-10,12.12121
2023-04-11,14.87603
2023-04-12,17.90633
2023-04-13,19.28374
2023-04-14,18.4573
2023-04-15,6.61157
2023-04-16,10.46831
2023-04-17,18.4573
2023-04-18,20.38567
2023-04-19,24.79338
2023-04-20,22.86501
2023-04-21,18.18181
2023-04-22,8.26446
2023-04-23,4.95867
2023-04-24,17.90633
2023-04-25,17.63085
2023-04-26,22.03856
2023-04-27,21.21212
2023-04-28,13.7741
2023-04-29,7.98898
2023-04-30,5.50964
2023-05-01,9.91735
2023-05-02,14.87603
2023-05-03,17.35537
2023-05-04,12.39669
2023-05-05,8.81542
2023-05-06,6.33608
2023-05-07,4.68319
2023-05-08,15.70247
2023-05-09,19.28374
2023-05-10,17.90633
2023-05-11,19.83471
2023-05-12,14.32506
2023-05-13,6.61157
2023-05-14,9.0909
2023-05-15,15.97796
2023-05-16,17.90633
2023-05-17,14.04958
2023-05-18,16.25344
2023-05-19,15.70247
2023-05-20,4.95867
2023-05-21,7.16253
2023-05-22,22.58953
2023-05-23,20.38567
2023-05-24,16.25344
2023-05-25,17.07988
2023-05-26,13.49862
2023-05-27,3.85674
2023-05-28,7.71349
2023-05-29,6.0606
2023-05-30,19.28374
2023-05-31,17.35537
2023-06-01,21.4876
2023-06-02,17.63085
2023-06-03,8.81542
2023-06-04,9.36639
2023-06-05,15.97796
2023-06-06,7.71349
2023-06-07,15.42699
2023-06-08,19.28374
2023-06-09,22.86501
2023-06-10,6.88705
2023-06-11,7.98898
2023-06-12,20.38567
2023-06-13,25.06887
2023-06-14,22.03856
2023-06-15,19.00826
2023-06-16,15.97796
2023-06-17,5.23415
2023-06-18,6.33608
2023-06-19,15.70247
2023-06-20,21.4876
2023-06-21,25.34435
2023-06-22,19.55922
2023-06-23,23.41597
2023-06-24,9.64187
2023-06-25,9.0909
2023-06-26,25.89531
2023-06-27,26.72176
2023-06-28,25.89531
2023-06-29,21.21212
2023-06-30,18.4573
2023-07-01,8.26446
2023-07-02,7.98898
2023-07-03,19.55922
2023-07-04,17.90633
2023-07-05,23.41597
2023-07-06,17.63085
2023-07-07,14.04958
2023-07-08,8.81542
2023-07-09,5.23415
2023-07-10,14.87603
2023-07-11,19.83471
2023-07-12,14.04958
2023-07-13,19.00826
2023-07-14,12.67217
2023-07-15,8.53994
2023-07-16,4.95867
2023-07-17,20.11019
2023-07-18,20.93663
2023-07-19,15.70247
2023-07-20,14.60055
2023-07-21,15.97796
2023-07-22,4.95867
2023-07-23,9.36639
2023-07-24,16.25344
2023-07-25,27.5482
2023-07-26,21.76308
2023-07-27,17.90633
2023-07-28,19.00826
2023-07-29,7.71349
2023-07-30,5.78512
2023-07-31,12.12121
2023-08-01,17.63085
2023-08-02,14.60055
2023-08-03,16.52892
2023-08-04,12.39669
2023-08-05,6.0606
2023-08-06,9.91735
2023-08-07,15.70247
2023-08-08,17.07988
2023-08-09,21.76308
2023-08-10,21.4876
2023-08-11,18.73278
2023-08-12,10.19283
2023-08-13,7.43801
2023-08-14,15.15151
2023-08-15,12.39669
2023-08-16,24.79338
2023-08-17,25.89531
2023-08-18,19.28374
2023-08-19,17.07988
2023-08-20,8.81542
2023-08-21,28.37465
2023-08-22,25.06887
2023-08-23,20.38567
2023-08-24,18.4573
2023-08-25,19.00826
2023-08-26,6.88705
2023-08-27,8.26446
2023-08-28,17.35537
2023-08-29,24.24242
2023-08-30,22.31404
2023-08-31,16.52892
2023-09-01,15.97796
2023-09-02,8.26446
2023-09-03,6.61157
2023-09-04,22.86501
2023-09-05,17.63085
2023-09-06,13.49862
2023-09-07,16.25344
2023-09-08,15.42699
2023-09-09,9.91735
2023-09-10,7.43801
2023-09-11,18.73278
2023-09-12,16.52892
2023-09-13,21.4876
2023-09-14,20.66115
2023-09-15,14.87603
2023-09-16,6.61157
2023-09-17,4.40771
2023-09-18,15.15151
2023-09-19,19.55922
2023-09-20,16.52892
2023-09-21,24.79338
2023-09-22,18.4573
2023-09-23,8.26446
2023-09-24,4.40771
2023-09-25,13.22314
2023-09-26,17.63085
2023-09-27,11.01928
2023-09-28,6.0606
2023-09-29,10.46831
2023-09-30,6.61157
2023-10-01,4.95867
2023-10-02,8.81542
2023-10-03,7.98898
2023-10-04,16.25344
2023-10-05,19.00826
2023-10-06,16.52892
2023-10-07,7.16253
2023-10-08,7.98898
2023-10-09,6.88705
2023-10-10,15.97796
2023-10-11,16.25344
2023-10-12,23.14049
2023-10-13,20.11019
2023-10-14,8.26446
2023-10-15,10.19283
2023-10-16,23.41597
2023-10-17,26.72176
2023-10-18,18.73278
2023-10-19,19.28374
2023-10-20,16.8044
2023-10-21,7.43801
2023-10-22,1.65289
2023-10-23,13.22314
2023-10-24,19.55922
2023-10-25,16.25344
2023-10-26,18.18181
2023-10-27,14.60055
2023-10-28,7.98898
2023-10-29,8.53994
2023-10-30,18.73278
2023-10-31,22.31404
2023-11-01,14.32506
2023-11-02,16.52892
2023-11-03,15.97796
2023-11-04,5.78512
2023-11-05,11.29476
2023-11-06,17.07988
2023-11-07,19.00826
2023-11-08,19.55922
2023-11-09,16.25344
2023-11-10,18.18181
2023-11-11,8.81542
2023-11-12,3.0303
2023-11-13,20.66115
2023-11-14,25.89531
2023-11-15,25.89531
2023-11-16,18.4573
2023-11-17,16.25344
2023-11-18,6.33608
2023-11-19,7.71349
2023-11-20,14.87603
2023-11-21,22.58953
2023-11-22,17.63085
2023-11-23,23.41597
2023-11-24,23.41597
2023-11-25,6.0606
2023-11-26,6.61157
2023-11-27,23.14049
2023-11-28,32.2314
2023-11-29,21.4876
2023-11-30,22.31404
2023-12-01,18.18181
2023-12-02,12.39669
2023-12-03,9.36639
2023-12-04,20.93663
2023-12-05,27.82369
2023-12-06,22.31404
2023-12-07,21.21212
2023-12-08,18.73278
2023-12-09,16.8044
2023-12-10,14.32506
2023-12-11,28.09917
2023-12-12,26.72176
2023-12-13,29.2011
2023-12-14,31.95592
2023-12-15,25.06887
2023-12-16,13.22314
2023-12-17,11.84573
2023-12-18,31.68044
2023-12-19,29.47658
2023-12-20,27.27272
2023-12-21,23.41597
2023-12-22,19.83471
2023-12-23,15.97796
2023-12-24,11.57024
2023-12-25,15.70247
2023-12-26,30.30303
2023-12-27,28.65013
2023-12-28,33.05785
2023-12-29,31.95592
2023-12-30,15.97796
2023-12-31,16.25344
2024-01-01,17.35537
2024-01-02,30.30303
2024-01-03,31.40495
2024-01-04,31.95592
2024-01-05,23.69146
2024-01-06,20.66115
2024-01-07,12.39669
2024-01-08,26.44628
2024-01-09,22.03856
2024-01-10,25.06887
2024-01-11,31.68044
2024-01-12,27.27272
2024-01-13,13.49862
2024-01-14,12.39669
2024-01-15,30.02754
2024-01-16,30.85399
2024-01-17,28.92561
2024-01-18,29.75206
2024-01-19,40.22038
2024-01-20,13.22314
2024-01-21,14.60055
2024-01-22,25.34435
2024-01-23,27.27272
2024-01-24,30.85399
2024-01-25,30.85399
2024-01-26,26.72176
2024-01-27,15.42699
2024-01-28,10.19283
2024-01-29,24.79338
2024-01-30,20.93663
2024-01-31,26.72176
2024-02-01,27.27272
2024-02-02,24.79338
2024-02-03,13.7741
2024-02-04,15.15151
2024-02-05,23.69146
2024-02-06,21.21212
2024-02-07,13.22314
2024-02-08,14.04958
2024-02-09,8.26446
2024-02-10,6.61157
2024-02-11,4.95867
2024-02-12,7.43801
2024-02-13,26.44628
2024-02-14,26.44628
2024-02-15,23.69146
2024-02-16,18.73278
2024-02-17,8.53994
2024-02-18,12.39669
2024-02-19,22.31404
2024-02-20,23.69146
2024-02-21,23.69146
2024-02-22,18.18181
2024-02-23,15.70247
2024-02-24,10.46831
2024-02-25,6.88705
2024-02-26,20.93663
2024-02-27,21.4876
2024-02-28,25.61983
2024-02-29,15.15151
2024-03-01,7.71349
2024-03-02,6.0606
2024-03-03,6.33608
2024-03-04,18.18181
2024-03-05,22.03856
2024-03-06,26.44628
2024-03-07,34.43526
2024-03-08,27.82369
2024-03-09,12.94765
2024-03-10,16.8044
2024-03-11,23.14049
2024-03-12,29.75206
2024-03-13,38.84297
2024-03-14,33.88429
2024-03-15,38.29201
2024-03-16,19.00826
2024-03-17,16.52892
2024-03-18,40.22038
2024-03-19,33.60881
2024-03-20,31.95592
