date,스테이블코인
2021-02-12,3.45749
2021-02-13,2.95847
2021-02-14,4.36642
2021-02-15,3.66244
2021-02-16,3.77829
2021-02-17,3.05649
2021-02-18,3.19907
2021-02-19,3.1456
2021-02-20,3.27036
2021-02-21,3.99215
2021-02-22,3.60007
2021-02-23,6.13081
2021-02-24,5.10604
2021-02-25,4.3486
2021-02-26,2.53074
2021-02-27,2.04954
2021-02-28,2.63767
2021-03-01,2.11192
2021-03-02,2.32578
2021-03-03,2.45945
2021-03-04,2.57529
2021-03-05,1.66636
2021-03-06,1.49705
2021-03-07,1.43468
2021-03-08,1.96043
2021-03-09,2.12974
2021-03-10,2.0941
2021-03-11,1.82676
2021-03-12,1.72874
2021-03-13,1.79112
2021-03-14,2.89609
2021-03-15,6.67438
2021-03-16,3.60007
2021-03-17,3.68027
2021-03-18,4.00998
2021-03-19,5.42684
2021-03-20,3.89413
2021-03-21,6.59418
2021-03-22,7.85956
2021-03-23,7.36054
2021-03-24,4.54464
2021-03-25,3.64462
2021-03-26,3.36838
2021-03-27,4.41097
2021-03-28,3.83175
2021-03-29,6.87934
2021-03-30,13.76759
2021-03-31,11.59329
2021-04-01,7.20905
2021-04-02,6.88825
2021-04-03,6.08625
2021-04-04,4.80306
2021-04-05,5.62288
2021-04-06,4.41097
2021-04-07,5.3199
2021-04-08,5.09713
2021-04-09,4.96346
2021-04-10,4.15255
2021-04-11,3.61789
2021-04-12,4.13473
2021-04-13,4.40206
2021-04-14,5.06148
2021-04-15,4.41097
2021-04-16,4.68722
2021-04-17,4.64266
2021-04-18,3.90304
2021-04-19,6.87043
2021-04-20,7.69025
2021-04-21,9.10711
2021-04-22,6.58527
2021-04-23,6.3625
2021-04-24,4.76742
2021-04-25,4.31295
2021-04-26,4.67831
2021-04-27,4.97237
2021-04-28,6.15754
2021-04-29,7.03083
2021-04-30,4.06344
2021-05-01,3.42184
2021-05-02,2.80698
2021-05-03,3.88522
2021-05-04,7.82391
2021-05-05,4.43771
2021-05-06,4.07235
2021-05-07,4.82088
2021-05-08,3.55551
2021-05-09,2.96738
2021-05-10,3.85849
2021-05-11,3.58224
2021-05-12,5.46248
2021-05-13,5.43575
2021-05-14,4.22384
2021-05-15,2.905
2021-05-16,5.3199
2021-05-17,3.66244
2021-05-18,4.24166
2021-05-19,4.67831
2021-05-20,7.51202
2021-05-21,6.87934
2021-05-22,4.23275
2021-05-23,4.06344
2021-05-24,10.76456
2021-05-25,9.91801
2021-05-26,7.14667
2021-05-27,6.2823
2021-05-28,9.55266
2021-05-29,6.96845
2021-05-30,4.87435
2021-05-31,5.18624
2021-06-01,3.07431
2021-06-02,2.905
2021-06-03,3.51096
2021-06-04,2.03172
2021-06-05,1.67528
2021-06-06,9.14275
2021-06-07,19.38157
2021-06-08,5.51595
2021-06-09,2.43272
2021-06-10,2.52183
2021-06-11,4.38424
2021-06-12,2.13865
2021-06-13,2.27232
2021-06-14,2.20103
2021-06-15,4.13473
2021-06-16,5.20406
2021-06-17,2.88718
2021-06-18,9.32097
2021-06-19,3.44858
2021-06-20,1.39012
2021-06-21,1.80894
2021-06-22,2.06736
2021-06-23,1.42577
2021-06-24,1.63963
2021-06-25,2.28123
2021-06-26,2.64658
2021-06-27,1.63072
2021-06-28,4.44662
2021-06-29,2.86936
2021-06-30,3.35056
2021-07-01,3.13669
2021-07-02,2.12083
2021-07-03,1.2921
2021-07-04,1.54161
2021-07-05,1.42577
2021-07-06,2.05845
2021-07-07,2.0139
2021-07-08,3.48422
2021-07-09,2.32578
2021-07-10,1.82676
2021-07-11,1.33666
2021-07-12,1.44359
2021-07-13,1.42577
2021-07-14,1.23863
2021-07-15,12.77847
2021-07-16,5.53377
2021-07-17,9.86455
2021-07-18,7.68134
2021-07-19,20.22812
2021-07-20,22.09053
2021-07-21,7.82391
2021-07-22,5.82783
2021-07-23,2.79807
2021-07-24,1.91587
2021-07-25,2.04063
2021-07-26,2.75351
2021-07-27,3.02085
2021-07-28,2.08518
2021-07-29,1.43468
2021-07-30,2.5842
2021-07-31,1.60399
2021-08-01,1.27428
2021-08-02,1.94261
2021-08-03,1.4525
2021-08-04,2.28123
2021-08-05,2.0139
2021-08-06,1.67528
2021-08-07,2.29014
2021-08-08,5.8813
2021-08-09,5.00801
2021-08-10,2.68223
2021-08-11,1.79112
2021-08-12,2.00499
2021-08-13,1.9337
2021-08-14,1.60399
2021-08-15,1.19408
2021-08-16,1.47032
2021-08-17,1.94261
2021-08-18,3.05649
2021-08-19,4.35751
2021-08-20,2.12083
2021-08-21,1.72874
2021-08-22,1.67528
2021-08-23,2.39707
2021-08-24,2.70896
2021-08-25,4.108
2021-08-26,2.00499
2021-08-27,3.88522
2021-08-28,2.94956
2021-08-29,7.2536
2021-08-30,10.18535
2021-08-31,3.5466
2021-09-01,2.27232
2021-09-02,3.51096
2021-09-03,4.14364
2021-09-04,2.5842
2021-09-05,2.49509
2021-09-06,3.12778
2021-09-07,2.61094
2021-09-08,4.86544
2021-09-09,3.24362
2021-09-10,3.76938
2021-09-11,4.44662
2021-09-12,6.08625
2021-09-13,6.67438
2021-09-14,4.20602
2021-09-15,4.61593
2021-09-16,4.07235
2021-09-17,5.75654
2021-09-18,3.39511
2021-09-19,2.56638
2021-09-20,2.77134
2021-09-21,2.81589
2021-09-22,3.44858
2021-09-23,2.94065
2021-09-24,3.82284
2021-09-25,2.47727
2021-09-26,2.31687
2021-09-27,4.09018
2021-09-28,4.13473
2021-09-29,2.57529
2021-09-30,4.99019
2021-10-01,11.89627
2021-10-02,7.44965
2021-10-03,8.62591
2021-10-04,7.43183
2021-10-05,5.37337
2021-10-06,4.06344
2021-10-07,5.09713
2021-10-08,3.00302
2021-10-09,2.83371
2021-10-10,3.20798
2021-10-11,2.59312
2021-10-12,3.39511
2021-10-13,3.49313
2021-10-14,4.37533
2021-10-15,3.52878
2021-10-16,2.06736
2021-10-17,1.44359
2021-10-18,2.65549
2021-10-19,2.87827
2021-10-20,2.55747
2021-10-21,3.7872
2021-10-22,3.32382
2021-10-23,1.71983
2021-10-24,1.92479
2021-10-25,2.78025
2021-10-26,3.43967
2021-10-27,2.96738
2021-10-28,1.49705
2021-10-29,1.68419
2021-10-30,1.23863
2021-10-31,2.59312
2021-11-01,3.68918
2021-11-02,14.34681
2021-11-03,7.14667
2021-11-04,3.64462
2021-11-05,3.05649
2021-11-06,2.7446
2021-11-07,2.36143
2021-11-08,8.64373
2021-11-09,6.27339
2021-11-10,4.35751
2021-11-11,3.25253
2021-11-12,2.6644
2021-11-13,2.04063
2021-11-14,2.13865
2021-11-15,2.55747
2021-11-16,3.65353
2021-11-17,3.49313
2021-11-18,5.30208
2021-11-19,2.9852
2021-11-20,1.84459
2021-11-21,2.10301
2021-11-22,2.84263
2021-11-23,2.92283
2021-11-24,4.59811
2021-11-25,4.00106
2021-11-26,3.25253
2021-11-27,2.00499
2021-11-28,1.7733
2021-11-29,2.6644
2021-11-30,6.21101
2021-12-01,12.74282
2021-12-02,4.19711
2021-12-03,6.55854
2021-12-04,4.51791
2021-12-05,4.66048
2021-12-06,4.73177
2021-12-07,5.11495
2021-12-08,5.51595
2021-12-09,5.99714
2021-12-10,4.94564
2021-12-11,2.52183
2021-12-12,2.95847
2021-12-13,3.53769
2021-12-14,3.89413
2021-12-15,7.43183
2021-12-16,15.55872
2021-12-17,5.72981
2021-12-18,7.27143
2021-12-19,3.36838
2021-12-20,2.99411
2021-12-21,3.31491
2021-12-22,9.68633
2021-12-23,6.54963
2021-12-24,2.96738
2021-12-25,2.28123
2021-12-26,2.84263
2021-12-27,2.71787
2021-12-28,2.45054
2021-12-29,2.81589
2021-12-30,2.41489
2021-12-31,2.08518
2022-01-01,2.12974
2022-01-02,2.41489
2022-01-03,3.41293
2022-01-04,4.24166
2022-01-05,3.9476
2022-01-06,2.52183
2022-01-07,2.51292
2022-01-08,3.13669
2022-01-09,3.07431
2022-01-10,5.19515
2022-01-11,2.95847
2022-01-12,19.0875
2022-01-13,8.66155
2022-01-14,6.57636
2022-01-15,3.28818
2022-01-16,3.09214
2022-01-17,6.64765
2022-01-18,10.4705
2022-01-19,6.00605
2022-01-20,3.77829
2022-01-21,3.37729
2022-01-22,3.81393
2022-01-23,3.32382
2022-01-24,4.54464
2022-01-25,2.97629
2022-01-26,2.99411
2022-01-27,2.54856
2022-01-28,2.34361
2022-01-29,1.96043
2022-01-30,1.74656
2022-01-31,1.46141
2022-02-01,2.12974
2022-02-02,3.07431
2022-02-03,3.03867
2022-02-04,2.20103
2022-02-05,1.87132
2022-02-06,2.29905
2022-02-07,5.08821
2022-02-08,5.32881
2022-02-09,12.37747
2022-02-10,4.66939
2022-02-11,5.10604
2022-02-12,28.45303
2022-02-13,8.04669
2022-02-14,3.91195
2022-02-15,4.09018
2022-02-16,6.53181
2022-02-17,2.56638
2022-02-18,2.85154
2022-02-19,2.11192
2022-02-20,2.47727
2022-02-21,2.16538
2022-02-22,2.0941
2022-02-23,1.99607
2022-02-24,4.99019
2022-02-25,7.99322
2022-02-26,3.59116
2022-02-27,4.78524
2022-02-28,3.02976
2022-03-01,2.72678
2022-03-02,3.59116
2022-03-03,3.82284
2022-03-04,2.36143
2022-03-05,1.75548
2022-03-06,3.27927
2022-03-07,2.91391
2022-03-08,3.39511
2022-03-09,2.77134
2022-03-10,2.88718
2022-03-11,2.52183
2022-03-12,5.07039
2022-03-13,2.88718
2022-03-14,2.2545
2022-03-15,2.11192
2022-03-16,2.91391
2022-03-17,3.56442
2022-03-18,4.50008
2022-03-19,2.32578
2022-03-20,2.29014
2022-03-21,2.54856
2022-03-22,2.55747
2022-03-23,2.46836
2022-03-24,4.09018
2022-03-25,2.97629
2022-03-26,1.33666
2022-03-27,2.05845
2022-03-28,2.95847
2022-03-29,2.39707
2022-03-30,2.19212
2022-03-31,2.75351
2022-04-01,2.59312
2022-04-02,1.66636
2022-04-03,1.84459
2022-04-04,2.14756
2022-04-05,4.41988
2022-04-06,2.78025
2022-04-07,4.509
2022-04-08,7.21796
2022-04-09,2.68223
2022-04-10,1.98716
2022-04-11,2.54856
2022-04-12,2.23667
2022-04-13,3.17234
2022-04-14,2.38816
2022-04-15,9.37444
2022-04-16,5.99714
2022-04-17,2.905
2022-04-18,2.83371
2022-04-19,4.108
2022-04-20,3.72482
2022-04-21,3.12778
2022-04-22,4.62484
2022-04-23,2.75351
2022-04-24,3.23471
2022-04-25,2.72678
2022-04-26,3.19016
2022-04-27,3.01194
2022-04-28,2.39707
2022-04-29,2.03172
2022-04-30,1.44359
2022-05-01,1.87132
2022-05-02,2.44163
2022-05-03,2.1743
2022-05-04,2.42381
2022-05-05,2.56638
2022-05-06,3.28818
2022-05-07,3.5466
2022-05-08,4.75851
2022-05-09,4.8387
2022-05-10,12.01211
2022-05-11,73.9173
2022-05-12,100.0
2022-05-13,89.41365
2022-05-14,48.65442
2022-05-15,26.26091
2022-05-16,35.43931
2022-05-17,36.03635
2022-05-18,31.18873
2022-05-19,23.1955
2022-05-20,15.63892
2022-05-21,7.13776
2022-05-22,18.98948
2022-05-23,14.98841
2022-05-24,15.37159
2022-05-25,9.37444
2022-05-26,7.46747
2022-05-27,7.04865
2022-05-28,4.90999
2022-05-29,5.14168
2022-05-30,4.9189
2022-05-31,9.08928
2022-06-01,4.25057
2022-06-02,3.65353
2022-06-03,4.22384
2022-06-04,3.48422
2022-06-05,4.29513
2022-06-06,3.43967
2022-06-07,2.92283
2022-06-08,3.16342
2022-06-09,5.4001
2022-06-10,5.83674
2022-06-11,4.90108
2022-06-12,5.36446
2022-06-13,6.91498
2022-06-14,6.70112
2022-06-15,7.88629
2022-06-16,5.87239
2022-06-17,3.80502
2022-06-18,2.22776
2022-06-19,3.69809
2022-06-20,3.76938
2022-06-21,3.18125
2022-06-22,2.94065
2022-06-23,3.57333
2022-06-24,3.1456
2022-06-25,1.5327
2022-06-26,1.91587
2022-06-27,2.67332
2022-06-28,5.05257
2022-06-29,3.84958
2022-06-30,3.20798
2022-07-01,3.04758
2022-07-02,1.6931
2022-07-03,1.88023
2022-07-04,2.20103
2022-07-05,1.65745
2022-07-06,2.504
2022-07-07,2.20103
2022-07-08,2.16538
2022-07-09,1.82676
2022-07-10,1.39903
2022-07-11,1.5327
2022-07-12,1.6931
2022-07-13,1.55052
2022-07-14,1.1317
2022-07-15,1.39012
2022-07-16,1.44359
2022-07-17,0.92675
2022-07-18,1.30101
2022-07-19,3.10996
2022-07-20,2.08518
2022-07-21,1.62181
2022-07-22,1.22972
2022-07-23,0.93566
2022-07-24,1.04259
2022-07-25,1.68419
2022-07-26,1.86241
2022-07-27,1.27428
2022-07-28,1.14061
2022-07-29,1.98716
2022-07-30,1.17626
2022-07-31,1.96934
2022-08-01,1.24754
2022-08-02,1.60399
2022-08-03,2.07627
2022-08-04,1.64854
2022-08-05,1.58617
2022-08-06,1.06041
2022-08-07,0.83764
2022-08-08,0.98912
2022-08-09,1.2119
2022-08-10,1.2921
2022-08-11,1.58617
2022-08-12,1.25646
2022-08-13,0.98021
2022-08-14,2.41489
2022-08-15,1.80894
2022-08-16,2.07627
2022-08-17,1.75548
2022-08-18,1.47032
2022-08-19,1.62181
2022-08-20,1.12279
2022-08-21,0.91783
2022-08-22,1.22081
2022-08-23,1.30992
2022-08-24,1.86241
2022-08-25,1.22081
2022-08-26,1.17626
2022-08-27,1.0515
2022-08-28,0.78417
2022-08-29,2.78025
2022-08-30,2.39707
2022-08-31,1.1317
2022-09-01,1.2921
2022-09-02,1.22081
2022-09-03,1.19408
2022-09-04,1.51488
2022-09-05,0.91783
2022-09-06,1.08715
2022-09-07,2.08518
2022-09-08,2.76243
2022-09-09,2.19212
2022-09-10,1.22081
2022-09-11,1.36339
2022-09-12,1.30101
2022-09-13,1.30101
2022-09-14,1.55943
2022-09-15,2.06736
2022-09-16,1.66636
2022-09-17,0.98021
2022-09-18,1.48814
2022-09-19,1.95152
2022-09-20,1.17626
2022-09-21,4.09909
2022-09-22,2.08518
2022-09-23,2.16538
2022-09-24,1.17626
2022-09-25,1.40794
2022-09-26,1.89805
2022-09-27,4.54464
2022-09-28,6.98627
2022-09-29,2.62876
2022-09-30,1.76439
2022-10-01,0.8911
2022-10-02,1.09606
2022-10-03,1.38121
2022-10-04,1.63963
2022-10-05,1.23863
2022-10-06,1.06932
2022-10-07,1.59508
2022-10-08,0.93566
2022-10-09,1.34557
2022-10-10,0.90892
2022-10-11,2.06736
2022-10-12,1.51488
2022-10-13,1.43468
2022-10-14,1.3723
2022-10-15,0.81981
2022-10-16,0.7307
2022-10-17,1.39903
2022-10-18,1.20299
2022-10-19,1.12279
2022-10-20,1.02477
2022-10-21,1.22972
2022-10-22,1.03368
2022-10-23,1.20299
2022-10-24,2.20103
2022-10-25,1.60399
2022-10-26,1.44359
2022-10-27,1.63072
2022-10-28,1.43468
2022-10-29,0.78417
2022-10-30,1.17626
2022-10-31,1.23863
2022-11-01,1.28319
2022-11-02,1.41685
2022-11-03,1.48814
2022-11-04,1.0515
2022-11-05,0.81981
2022-11-06,1.12279
2022-11-07,2.03172
2022-11-08,2.28123
2022-11-09,3.02976
2022-11-10,3.01194
2022-11-11,1.57725
2022-11-12,1.71983
2022-11-13,2.73569
2022-11-14,3.66244
2022-11-15,2.20103
2022-11-16,2.20103
2022-11-17,1.96934
2022-11-18,1.7733
2022-11-19,1.16734
2022-11-20,1.06932
2022-11-21,1.63072
2022-11-22,1.70201
2022-11-23,1.3723
2022-11-24,0.95348
2022-11-25,1.54161
2022-11-26,1.03368
2022-11-27,0.77526
2022-11-28,1.10497
2022-11-29,1.63072
2022-11-30,1.56834
2022-12-01,1.09606
2022-12-02,1.62181
2022-12-03,0.60595
2022-12-04,0.9713
2022-12-05,2.21885
2022-12-06,1.96043
2022-12-07,1.9337
2022-12-08,3.98324
2022-12-09,2.6644
2022-12-10,1.28319
2022-12-11,2.08518
2022-12-12,2.2545
2022-12-13,1.84459
2022-12-14,1.92479
2022-12-15,1.72874
2022-12-16,1.92479
2022-12-17,1.16734
2022-12-18,0.99803
2022-12-19,1.48814
2022-12-20,1.49705
2022-12-21,1.62181
2022-12-22,1.09606
2022-12-23,0.99803
2022-12-24,0.83764
2022-12-25,0.9713
2022-12-26,1.73765
2022-12-27,1.56834
2022-12-28,1.60399
2022-12-29,1.34557
2022-12-30,1.49705
2022-12-31,0.63268
2023-01-01,0.57921
2023-01-02,0.80199
2023-01-03,1.25646
2023-01-04,2.29014
2023-01-05,1.36339
2023-01-06,1.11388
2023-01-07,0.4901
2023-01-08,0.69506
2023-01-09,0.90001
2023-01-10,0.86437
2023-01-11,0.73961
2023-01-12,1.40794
2023-01-13,1.68419
2023-01-14,1.12279
2023-01-15,0.98021
2023-01-16,1.18517
2023-01-17,1.23863
2023-01-18,1.03368
2023-01-19,1.39903
2023-01-20,1.27428
2023-01-21,0.50793
2023-01-22,0.82872
2023-01-23,0.98021
2023-01-24,1.30992
2023-01-25,1.39903
2023-01-26,1.41685
2023-01-27,1.44359
2023-01-28,0.99803
2023-01-29,1.40794
2023-01-30,1.2119
2023-01-31,0.98021
2023-02-01,1.4525
2023-02-02,1.23863
2023-02-03,1.08715
2023-02-04,0.79308
2023-02-05,0.85546
2023-02-06,1.31883
2023-02-07,1.0515
2023-02-08,0.93566
2023-02-09,1.16734
2023-02-10,1.5327
2023-02-11,1.10497
2023-02-12,0.69506
2023-02-13,2.31687
2023-02-14,4.50008
2023-02-15,2.56638
2023-02-16,1.8535
2023-02-17,1.41685
2023-02-18,1.62181
2023-02-19,1.71983
2023-02-20,3.26145
2023-02-21,3.92978
2023-02-22,2.62876
2023-02-23,1.58617
2023-02-24,1.75548
2023-02-25,1.0515
2023-02-26,1.3723
2023-02-27,1.1317
2023-02-28,1.2119
2023-03-01,0.98021
2023-03-02,1.16734
2023-03-03,1.44359
2023-03-04,1.24754
2023-03-05,0.76635
2023-03-06,1.55052
2023-03-07,1.22972
2023-03-08,2.20103
2023-03-09,1.63072
2023-03-10,2.68223
2023-03-11,3.04758
2023-03-12,4.08126
2023-03-13,3.49313
2023-03-14,2.52183
2023-03-15,2.68223
2023-03-16,2.40598
2023-03-17,1.39903
2023-03-18,1.12279
2023-03-19,0.98912
2023-03-20,1.98716
2023-03-21,1.20299
2023-03-22,1.39012
2023-03-23,1.18517
2023-03-24,2.00499
2023-03-25,1.96043
2023-03-26,1.06932
2023-03-27,1.51488
2023-03-28,1.19408
2023-03-29,1.22081
2023-03-30,1.10497
2023-03-31,0.85546
2023-04-01,0.54357
2023-04-02,0.51684
2023-04-03,0.93566
2023-04-04,0.8109
2023-04-05,0.86437
2023-04-06,0.77526
2023-04-07,0.69506
2023-04-08,0.49901
2023-04-09,0.91783
2023-04-10,1.07823
2023-04-11,0.88219
2023-04-12,1.14952
2023-04-13,0.93566
2023-04-14,0.76635
2023-04-15,0.84655
2023-04-16,0.8109
2023-04-17,1.33666
2023-04-18,1.71983
2023-04-19,1.08715
2023-04-20,0.94457
2023-04-21,0.8109
2023-04-22,0.66833
2023-04-23,1.04259
2023-04-24,3.02085
2023-04-25,2.72678
2023-04-26,1.59508
2023-04-27,1.68419
2023-04-28,1.04259
2023-04-29,0.52575
2023-04-30,0.4099
2023-05-01,0.70397
2023-05-02,0.92675
2023-05-03,0.84655
2023-05-04,0.59704
2023-05-05,0.49901
2023-05-06,0.57921
2023-05-07,0.51684
2023-05-08,0.80199
2023-05-09,0.74852
2023-05-10,1.20299
2023-05-11,0.72179
2023-05-12,0.82872
2023-05-13,1.39012
2023-05-14,0.72179
2023-05-15,0.81981
2023-05-16,0.88219
2023-05-17,0.76635
2023-05-18,1.16734
2023-05-19,1.08715
2023-05-20,0.78417
2023-05-21,0.72179
2023-05-22,0.88219
2023-05-23,0.72179
2023-05-24,1.22081
2023-05-25,0.96239
2023-05-26,0.63268
2023-05-27,0.36535
2023-05-28,0.47228
