date,걷기앱테크
2023-09-06,15.44117
2023-09-07,16.91176
2023-09-08,12.5
2023-09-09,15.80882
2023-09-10,18.0147
2023-09-11,14.70588
2023-09-12,10.66176
2023-09-13,9.92647
2023-09-14,11.02941
2023-09-15,14.70588
2023-09-16,15.07352
2023-09-17,12.13235
2023-09-18,13.60294
2023-09-19,12.5
2023-09-20,6.61764
2023-09-21,12.86764
2023-09-22,12.13235
2023-09-23,13.60294
2023-09-24,13.23529
2023-09-25,14.70588
2023-09-26,15.80882
2023-09-27,9.92647
2023-09-28,10.29411
2023-09-29,11.7647
2023-09-30,14.33823
2023-10-01,34.55882
2023-10-02,100.0
2023-10-03,31.61764
2023-10-04,14.33823
2023-10-05,16.17647
2023-10-06,19.11764
2023-10-07,15.44117
2023-10-08,70.22058
2023-10-09,45.22058
2023-10-10,22.05882
2023-10-11,23.16176
2023-10-12,23.89705
2023-10-13,21.32352
2023-10-14,18.0147
2023-10-15,16.17647
2023-10-16,12.5
2023-10-17,13.60294
2023-10-18,20.95588
2023-10-19,20.95588
2023-10-20,18.0147
2023-10-21,13.97058
2023-10-22,20.22058
2023-10-23,16.91176
2023-10-24,20.22058
2023-10-25,14.33823
2023-10-26,15.80882
2023-10-27,15.80882
2023-10-28,17.64705
2023-10-29,18.38235
2023-10-30,15.80882
2023-10-31,23.89705
2023-11-01,26.47058
2023-11-02,15.80882
2023-11-03,14.70588
2023-11-04,42.27941
2023-11-05,29.04411
2023-11-06,19.48529
2023-11-07,24.63235
2023-11-08,20.58823
2023-11-09,19.11764
2023-11-10,19.48529
2023-11-11,8.45588
2023-11-12,13.60294
2023-11-13,11.7647
2023-11-14,15.80882
2023-11-15,13.97058
2023-11-16,9.55882
2023-11-17,8.82352
2023-11-18,10.66176
2023-11-19,10.66176
2023-11-20,15.80882
2023-11-21,15.07352
2023-11-22,14.70588
2023-11-23,14.33823
2023-11-24,16.17647
2023-11-25,10.29411
2023-11-26,12.5
2023-11-27,17.27941
2023-11-28,14.70588
2023-11-29,7.35294
2023-11-30,20.95588
2023-12-01,17.64705
2023-12-02,18.38235
2023-12-03,15.44117
2023-12-04,19.48529
2023-12-05,13.60294
2023-12-06,16.17647
2023-12-07,17.64705
2023-12-08,6.25
2023-12-09,16.54411
2023-12-10,13.60294
2023-12-11,7.35294
2023-12-12,13.97058
2023-12-13,13.97058
2023-12-14,10.66176
2023-12-15,11.02941
2023-12-16,11.02941
2023-12-17,9.92647
2023-12-18,12.13235
2023-12-19,9.55882
2023-12-20,23.16176
2023-12-21,9.19117
2023-12-22,9.55882
2023-12-23,14.33823
2023-12-24,15.07352
2023-12-25,15.44117
2023-12-26,8.08823
2023-12-27,5.5147
2023-12-28,9.92647
2023-12-29,13.60294
2023-12-30,9.55882
2023-12-31,14.33823
2024-01-01,31.25
2024-01-02,19.48529
2024-01-03,15.80882
2024-01-04,23.52941
2024-01-05,13.97058
2024-01-06,13.60294
2024-01-07,21.32352
2024-01-08,18.38235
2024-01-09,21.32352
2024-01-10,18.38235
2024-01-11,19.48529
2024-01-12,15.44117
2024-01-13,15.80882
2024-01-14,20.58823
2024-01-15,18.0147
2024-01-16,12.13235
2024-01-17,16.91176
2024-01-18,11.39705
2024-01-19,12.13235
2024-01-20,12.13235
2024-01-21,30.14705
2024-01-22,15.07352
2024-01-23,15.80882
2024-01-24,11.02941
2024-01-25,12.5
2024-01-26,6.98529
2024-01-27,9.55882
2024-01-28,19.48529
2024-01-29,14.33823
2024-01-30,16.54411
2024-01-31,12.13235
2024-02-01,15.80882
2024-02-02,13.97058
2024-02-03,13.60294
2024-02-04,12.5
2024-02-05,8.82352
2024-02-06,11.7647
2024-02-07,11.39705
2024-02-08,12.86764
2024-02-09,11.7647
2024-02-10,11.02941
2024-02-11,19.11764
2024-02-12,29.04411
2024-02-13,17.64705
2024-02-14,18.38235
2024-02-15,14.33823
2024-02-16,15.80882
2024-02-17,12.13235
2024-02-18,14.70588
2024-02-19,18.38235
2024-02-20,15.07352
2024-02-21,13.23529
2024-02-22,10.66176
2024-02-23,11.39705
2024-02-24,12.13235
2024-02-25,16.17647
2024-02-26,17.64705
2024-02-27,17.27941
2024-02-28,11.7647
2024-02-29,14.70588
2024-03-01,15.07352
2024-03-02,15.80882
2024-03-03,24.2647
2024-03-04,16.17647
2024-03-05,16.91176
2024-03-06,27.94117
2024-03-07,18.38235
2024-03-08,23.52941
2024-03-09,23.89705
2024-03-10,25.73529
2024-03-11,25.73529
2024-03-12,31.98529
2024-03-13,26.83823
2024-03-14,27.20588
2024-03-15,18.0147
2024-03-16,15.44117
2024-03-17,19.48529
2024-03-18,14.33823
2024-03-19,20.95588
2024-03-20,21.32352
