date,개인형퇴직연금IRP
2021-04-09,34.56146
2021-04-10,20.05216
2021-04-11,18.97619
2021-04-12,38.60449
2021-04-13,37.88718
2021-04-14,36.746
2021-04-15,38.50668
2021-04-16,33.28985
2021-04-17,16.75904
2021-04-18,20.37821
2021-04-19,35.80045
2021-04-20,39.8761
2021-04-21,33.94196
2021-04-22,31.43136
2021-04-23,32.80078
2021-04-24,18.3567
2021-04-25,20.67166
2021-04-26,32.73557
2021-04-27,34.8549
2021-04-28,35.70264
2021-04-29,32.2791
2021-04-30,29.54026
2021-05-01,16.66123
2021-05-02,12.87903
2021-05-03,28.56211
2021-05-04,29.8011
2021-05-05,17.63938
2021-05-06,31.62699
2021-05-07,29.149
2021-05-08,15.58526
2021-05-09,16.13955
2021-05-10,29.96413
2021-05-11,28.82295
2021-05-12,27.16009
2021-05-13,27.35572
2021-05-14,25.46462
2021-05-15,14.54189
2021-05-16,18.61754
2021-05-17,32.80078
2021-05-18,30.58363
2021-05-19,17.90022
2021-05-20,30.90968
2021-05-21,28.33387
2021-05-22,13.3355
2021-05-23,14.37887
2021-05-24,32.63775
2021-05-25,40.69122
2021-05-26,36.90903
2021-05-27,57.6133
2021-05-28,34.00717
2021-05-29,18.78056
2021-05-30,20.08477
2021-05-31,33.12683
2021-06-01,35.60482
2021-06-02,32.21388
2021-06-03,35.18095
2021-06-04,39.32181
2021-06-05,16.4982
2021-06-06,15.71568
2021-06-07,29.18161
2021-06-08,26.99706
2021-06-09,28.75774
2021-06-10,30.74665
2021-06-11,27.97522
2021-06-12,13.82458
2021-06-13,14.93315
2021-06-14,27.2579
2021-06-15,32.50733
2021-06-16,31.13791
2021-06-17,28.33387
2021-06-18,24.58428
2021-06-19,13.23769
2021-06-20,13.43332
2021-06-21,28.07303
2021-06-22,26.80143
2021-06-23,29.54026
2021-06-24,27.91
2021-06-25,29.34463
2021-06-26,16.33518
2021-06-27,16.72644
2021-06-28,26.21454
2021-06-29,26.6384
2021-06-30,26.18193
2021-07-01,28.00782
2021-07-02,25.66025
2021-07-03,14.18324
2021-07-04,14.44408
2021-07-05,34.65927
2021-07-06,30.19237
2021-07-07,26.83403
2021-07-08,23.80176
2021-07-09,23.60612
2021-07-10,13.53113
2021-07-11,14.15063
2021-07-12,26.57319
2021-07-13,27.64916
2021-07-14,24.38865
2021-07-15,22.49755
2021-07-16,21.68242
2021-07-17,11.50961
2021-07-18,10.85751
2021-07-19,23.05184
2021-07-20,22.23671
2021-07-21,22.75839
2021-07-22,23.18226
2021-07-23,21.74763
2021-07-24,12.29214
2021-07-25,13.20508
2021-07-26,29.60547
2021-07-27,29.27942
2021-07-28,28.30127
2021-07-29,27.38832
2021-07-30,25.43201
2021-07-31,12.91164
2021-08-01,15.16139
2021-08-02,27.74698
2021-08-03,28.33387
2021-08-04,28.17085
2021-08-05,29.63808
2021-08-06,28.17085
2021-08-07,15.32442
2021-08-08,15.48744
2021-08-09,28.30127
2021-08-10,32.47473
2021-08-11,31.10531
2021-08-12,26.76882
2021-08-13,29.31203
2021-08-14,23.89957
2021-08-15,14.37887
2021-08-16,19.0414
2021-08-17,28.23606
2021-08-18,32.70296
2021-08-19,30.58363
2021-08-20,30.58363
2021-08-21,18.71535
2021-08-22,16.00912
2021-08-23,30.74665
2021-08-24,30.87707
2021-08-25,35.60482
2021-08-26,31.49657
2021-08-27,28.17085
2021-08-28,15.12879
2021-08-29,16.43299
2021-08-30,31.26834
2021-08-31,31.49657
2021-09-01,31.52918
2021-09-02,31.6922
2021-09-03,28.23606
2021-09-04,17.54157
2021-09-05,17.28073
2021-09-06,30.90968
2021-09-07,31.49657
2021-09-08,28.04043
2021-09-09,26.21454
2021-09-10,28.82295
2021-09-11,14.80273
2021-09-12,12.94424
2021-09-13,27.2253
2021-09-14,28.98597
2021-09-15,28.13824
2021-09-16,26.14933
2021-09-17,24.77991
2021-09-18,12.74861
2021-09-19,11.24877
2021-09-20,14.21584
2021-09-21,12.716
2021-09-22,18.68275
2021-09-23,36.41995
2021-09-24,36.94163
2021-09-25,17.86762
2021-09-26,23.31268
2021-09-27,35.11574
2021-09-28,30.90968
2021-09-29,33.51809
2021-09-30,34.59406
2021-10-01,29.67068
2021-10-02,18.29149
2021-10-03,17.31333
2021-10-04,23.96478
2021-10-05,33.22464
2021-10-06,31.46397
2021-10-07,31.13791
2021-10-08,29.08379
2021-10-09,14.24845
2021-10-10,14.41147
2021-10-11,17.05249
2021-10-12,29.34463
2021-10-13,33.25725
2021-10-14,30.77926
2021-10-15,30.74665
2021-10-16,16.30257
2021-10-17,13.66155
2021-10-18,27.51874
2021-10-19,32.24649
2021-10-20,28.39908
2021-10-21,30.90968
2021-10-22,28.4969
2021-10-23,14.86794
2021-10-24,14.5745
2021-10-25,33.42028
2021-10-26,35.18095
2021-10-27,33.22464
2021-10-28,31.10531
2021-10-29,30.90968
2021-10-30,17.01988
2021-10-31,15.91131
2021-11-01,36.28953
2021-11-02,35.57222
2021-11-03,36.19171
2021-11-04,34.95272
2021-11-05,31.00749
2021-11-06,15.94391
2021-11-07,17.63938
2021-11-08,33.74633
2021-11-09,35.96348
2021-11-10,38.27844
2021-11-11,35.21356
2021-11-12,31.92044
2021-11-13,25.00815
2021-11-14,22.07368
2021-11-15,37.10466
2021-11-16,40.10433
2021-11-17,41.24551
2021-11-18,39.38702
2021-11-19,37.07205
2021-11-20,21.09553
2021-11-21,19.56309
2021-11-22,39.68046
2021-11-23,37.33289
2021-11-24,37.03945
2021-11-25,40.39778
2021-11-26,34.33322
2021-11-27,20.11737
2021-11-28,20.47603
2021-11-29,36.97424
2021-11-30,39.45223
2021-12-01,41.60417
2021-12-02,37.3981
2021-12-03,38.6697
2021-12-04,24.55167
2021-12-05,27.84479
2021-12-06,46.00586
2021-12-07,54.09194
2021-12-08,46.26671
2021-12-09,48.84251
2021-12-10,53.70068
2021-12-11,27.35572
2021-12-12,41.8324
2021-12-13,54.18976
2021-12-14,50.40756
2021-12-15,54.12455
2021-12-16,47.17965
2021-12-17,41.34333
2021-12-18,27.06227
2021-12-19,28.56211
2021-12-20,57.18943
2021-12-21,62.24323
2021-12-22,54.67883
2021-12-23,55.13531
2021-12-24,57.87414
2021-12-25,31.23573
2021-12-26,53.57026
2021-12-27,100.0
2021-12-28,89.69677
2021-12-29,84.8712
2021-12-30,96.8699
2021-12-31,94.91359
2022-01-01,33.06162
2022-01-02,38.14802
2022-01-03,51.51613
2022-01-04,53.11379
2022-01-05,51.05966
2022-01-06,46.46234
2022-01-07,46.10368
2022-01-08,30.19237
2022-01-09,33.90935
2022-01-10,53.92892
2022-01-11,48.94033
2022-01-12,46.62536
2022-01-13,42.71274
2022-01-14,44.50603
2022-01-15,26.57319
2022-01-16,30.15976
2022-01-17,55.7548
2022-01-18,59.43919
2022-01-19,58.29801
2022-01-20,60.64558
2022-01-21,65.76459
2022-01-22,39.2566
2022-01-23,36.06129
2022-01-24,66.05803
2022-01-25,73.32898
2022-01-26,69.84023
2022-01-27,57.67851
2022-01-28,54.71144
2022-01-29,29.31203
2022-01-30,25.3342
2022-01-31,23.4431
2022-02-01,30.15976
2022-02-02,32.01825
2022-02-03,63.41701
2022-02-04,59.83045
2022-02-05,35.14835
2022-02-06,38.93055
2022-02-07,63.58004
2022-02-08,63.58004
2022-02-09,63.77567
2022-02-10,63.02575
2022-02-11,53.96152
2022-02-12,33.15943
2022-02-13,29.86631
2022-02-14,54.80925
2022-02-15,57.58069
2022-02-16,56.01565
2022-02-17,57.28725
2022-02-18,54.64623
2022-02-19,29.40984
2022-02-20,29.63808
2022-02-21,66.97098
2022-02-22,65.34072
2022-02-23,62.56928
2022-02-24,61.98239
2022-02-25,71.37267
2022-02-26,45.02771
2022-02-27,34.26801
2022-02-28,67.134
2022-03-01,37.82197
2022-03-02,58.65666
2022-03-03,55.36354
2022-03-04,58.20019
2022-03-05,27.35572
2022-03-06,27.45353
2022-03-07,50.34235
2022-03-08,51.71177
2022-03-09,24.7147
2022-03-10,55.7222
2022-03-11,56.53733
2022-03-12,24.81252
2022-03-13,25.46462
2022-03-14,51.09227
2022-03-15,50.96185
2022-03-16,48.35343
2022-03-17,44.70166
2022-03-18,42.81056
2022-03-19,25.62764
2022-03-20,21.74763
2022-03-21,44.70166
2022-03-22,45.32116
2022-03-23,41.60417
2022-03-24,41.44114
2022-03-25,44.73426
2022-03-26,22.95402
2022-03-27,21.87805
2022-03-28,38.53928
2022-03-29,39.58265
2022-03-30,41.76719
2022-03-31,44.40821
2022-04-01,36.22432
2022-04-02,18.74796
2022-04-03,17.7698
2022-04-04,37.88718
2022-04-05,39.2566
2022-04-06,38.93055
2022-04-07,34.98532
2022-04-08,34.00717
2022-04-09,15.8787
2022-04-10,15.12879
2022-04-11,34.39843
2022-04-12,38.24584
2022-04-13,39.71307
2022-04-14,42.51711
2022-04-15,40.49559
2022-04-16,18.3893
2022-04-17,23.21486
2022-04-18,45.6146
2022-04-19,36.77861
2022-04-20,38.08281
2022-04-21,37.985
2022-04-22,31.72481
2022-04-23,17.47636
2022-04-24,16.07433
2022-04-25,43.0714
2022-04-26,41.63677
2022-04-27,39.64786
2022-04-28,36.22432
2022-04-29,32.86599
2022-04-30,15.8461
2022-05-01,16.30257
2022-05-02,36.35474
2022-05-03,32.57254
2022-05-04,31.56178
2022-05-05,17.67199
2022-05-06,29.37724
2022-05-07,16.4982
2022-05-08,14.31366
2022-05-09,35.60482
2022-05-10,41.04988
2022-05-11,40.23475
2022-05-12,39.15878
2022-05-13,35.18095
2022-05-14,15.16139
2022-05-15,15.91131
2022-05-16,36.64819
2022-05-17,35.08314
2022-05-18,33.77893
2022-05-19,31.72481
2022-05-20,34.43104
2022-05-21,15.25921
2022-05-22,14.44408
2022-05-23,35.80045
2022-05-24,36.28953
2022-05-25,48.28822
2022-05-26,35.14835
2022-05-27,41.50635
2022-05-28,19.23703
2022-05-29,17.41115
2022-05-30,38.34365
2022-05-31,37.43071
2022-06-01,21.22595
2022-06-02,33.06162
2022-06-03,32.44212
2022-06-04,12.81382
2022-06-05,12.81382
2022-06-06,14.73752
2022-06-07,34.07238
2022-06-08,37.46331
2022-06-09,33.32246
2022-06-10,35.93087
2022-06-11,13.00945
2022-06-12,16.00912
2022-06-13,34.56146
2022-06-14,35.21356
2022-06-15,35.08314
2022-06-16,35.44179
2022-06-17,31.92044
2022-06-18,13.62895
2022-06-19,12.42256
2022-06-20,31.95304
2022-06-21,33.45288
2022-06-22,29.73589
2022-06-23,29.21421
2022-06-24,29.57287
2022-06-25,13.82458
2022-06-26,13.98761
2022-06-27,33.90935
2022-06-28,34.2354
2022-06-29,33.64851
2022-06-30,34.8549
2022-07-01,30.02934
2022-07-02,14.15063
2022-07-03,15.81349
2022-07-04,32.67036
2022-07-05,34.8549
2022-07-06,34.69188
2022-07-07,32.63775
2022-07-08,30.09455
2022-07-09,14.44408
2022-07-10,14.5745
2022-07-11,35.40919
2022-07-12,33.12683
2022-07-13,31.98565
2022-07-14,33.84414
2022-07-15,28.82295
2022-07-16,13.3355
2022-07-17,14.63971
2022-07-18,29.31203
2022-07-19,29.73589
2022-07-20,28.39908
2022-07-21,31.56178
2022-07-22,29.89892
2022-07-23,16.23736
2022-07-24,17.28073
2022-07-25,36.0939
2022-07-26,33.5507
2022-07-27,28.85555
2022-07-28,30.97489
2022-07-29,27.48614
2022-07-30,14.90055
2022-07-31,13.46592
2022-08-01,33.84414
2022-08-02,31.56178
2022-08-03,31.23573
2022-08-04,32.9312
2022-08-05,27.09488
2022-08-06,12.87903
2022-08-07,14.44408
2022-08-08,27.64916
2022-08-09,26.99706
2022-08-10,29.67068
2022-08-11,31.26834
2022-08-12,29.27942
2022-08-13,14.08542
2022-08-14,11.86827
2022-08-15,14.96576
2022-08-16,32.80078
2022-08-17,30.58363
2022-08-18,33.48549
2022-08-19,30.4206
2022-08-20,15.61786
2022-08-21,13.75937
2022-08-22,30.388
2022-08-23,31.82262
2022-08-24,30.35539
2022-08-25,35.70264
2022-08-26,32.50733
2022-08-27,14.41147
2022-08-28,12.716
2022-08-29,32.01825
2022-08-30,36.55037
2022-08-31,31.79002
2022-09-01,32.9312
2022-09-02,29.34463
2022-09-03,16.07433
2022-09-04,16.36778
2022-09-05,31.49657
2022-09-06,33.02901
2022-09-07,30.77926
2022-09-08,31.0401
2022-09-09,13.98761
2022-09-10,10.7923
2022-09-11,13.53113
2022-09-12,16.13955
2022-09-13,38.76752
2022-09-14,40.75643
2022-09-15,37.20247
2022-09-16,31.82262
2022-09-17,14.28105
2022-09-18,12.78121
2022-09-19,30.77926
2022-09-20,30.97489
2022-09-21,30.35539
2022-09-22,27.81219
2022-09-23,27.94261
2022-09-24,14.05282
2022-09-25,16.13955
2022-09-26,29.8011
2022-09-27,31.85523
2022-09-28,30.84447
2022-09-29,31.75741
2022-09-30,26.11672
2022-10-01,4.49951
2022-10-02,4.01043
2022-10-03,5.24942
2022-10-04,12.19432
2022-10-05,13.40071
2022-10-06,10.1728
2022-10-07,10.53146
2022-10-08,3.45614
2022-10-09,3.58656
2022-10-10,4.4343
2022-10-11,11.31398
2022-10-12,10.30322
2022-10-13,10.69448
2022-10-14,11.15096
2022-10-15,3.94522
2022-10-16,3.61917
2022-10-17,9.81415
2022-10-18,10.1728
2022-10-19,8.11868
2022-10-20,8.77078
2022-10-21,6.68405
2022-10-22,3.13009
2022-10-23,3.32572
2022-10-24,7.27094
2022-10-25,7.89044
2022-10-26,7.04271
2022-10-27,8.18389
2022-10-28,6.3906
2022-10-29,3.71698
2022-10-30,2.64101
2022-10-31,8.93381
2022-11-01,9.65112
2022-11-02,7.98826
2022-11-03,7.07531
2022-11-04,6.26018
2022-11-05,7.95565
2022-11-06,4.95598
2022-11-07,8.93381
2022-11-08,8.54254
2022-11-09,7.40136
2022-11-10,8.77078
2022-11-11,7.07531
2022-11-12,4.27127
2022-11-13,3.16269
2022-11-14,7.49918
2022-11-15,8.57515
2022-11-16,7.56439
2022-11-17,7.20573
2022-11-18,6.26018
2022-11-19,2.93446
2022-11-20,4.30388
2022-11-21,7.92305
2022-11-22,8.2817
2022-11-23,7.33615
2022-11-24,7.46657
2022-11-25,8.31431
2022-11-26,2.73883
2022-11-27,4.17345
2022-11-28,8.34691
2022-11-29,8.80339
2022-11-30,9.68373
2022-12-01,9.5533
2022-12-02,6.22758
2022-12-03,2.67362
2022-12-04,3.22791
2022-12-05,9.09683
2022-12-06,10.20541
2022-12-07,8.67297
2022-12-08,11.47701
2022-12-09,8.64036
2022-12-10,4.4343
2022-12-11,6.29279
2022-12-12,11.83567
2022-12-13,11.57482
2022-12-14,9.65112
2022-12-15,9.97717
2022-12-16,8.8686
2022-12-17,3.71698
2022-12-18,5.51027
2022-12-19,12.42256
2022-12-20,12.35735
2022-12-21,10.27062
2022-12-22,10.20541
2022-12-23,9.61851
2022-12-24,4.53211
2022-12-25,4.04303
2022-12-26,10.89012
2022-12-27,14.21584
2022-12-28,12.09651
2022-12-29,13.59634
2022-12-30,14.05282
2022-12-31,4.27127
2023-01-01,4.17345
2023-01-02,7.76002
2023-01-03,8.70557
2023-01-04,9.29246
2023-01-05,8.77078
2023-01-06,7.14052
2023-01-07,3.48875
2023-01-08,3.65177
2023-01-09,8.18389
2023-01-10,9.87936
2023-01-11,7.85784
2023-01-12,7.98826
2023-01-13,7.53179
2023-01-14,2.80404
2023-01-15,4.40169
2023-01-16,10.46625
2023-01-17,10.59667
2023-01-18,10.59667
2023-01-19,8.77078
2023-01-20,9.5533
2023-01-21,4.20606
2023-01-22,3.8148
2023-01-23,4.62993
2023-01-24,5.83632
2023-01-25,14.05282
2023-01-26,13.00945
2023-01-27,12.22693
2023-01-28,5.60808
2023-01-29,5.7385
2023-01-30,11.37919
2023-01-31,13.36811
2023-02-01,11.4118
2023-02-02,10.92272
2023-02-03,10.7597
2023-02-04,4.53211
2023-02-05,3.29312
2023-02-06,9.35767
2023-02-07,8.96641
2023-02-08,9.16204
2023-02-09,8.60776
2023-02-10,9.03162
2023-02-11,4.62993
2023-02-12,4.62993
2023-02-13,11.21617
2023-02-14,10.10759
2023-02-15,10.82491
2023-02-16,12.29214
2023-02-17,9.84675
2023-02-18,4.23866
2023-02-19,8.05347
2023-02-20,20.86729
2023-02-21,12.32474
2023-02-22,11.11835
2023-02-23,11.18356
2023-02-24,11.11835
2023-02-25,4.49951
2023-02-26,5.34724
2023-02-27,9.68373
2023-02-28,11.90088
2023-03-01,6.3906
2023-03-02,9.87936
2023-03-03,9.42288
2023-03-04,3.48875
2023-03-05,4.40169
2023-03-06,8.77078
2023-03-07,10.72709
2023-03-08,9.22725
2023-03-09,9.32507
2023-03-10,8.41212
2023-03-11,2.96706
2023-03-12,3.55396
2023-03-13,8.18389
2023-03-14,9.94457
2023-03-15,8.47733
2023-03-16,8.2491
2023-03-17,7.27094
2023-03-18,3.26051
2023-03-19,2.38017
2023-03-20,8.34691
2023-03-21,6.52103
2023-03-22,8.11868
2023-03-23,6.55363
2023-03-24,6.78187
2023-03-25,2.83664
2023-03-26,3.39093
2023-03-27,6.58624
2023-03-28,6.48842
2023-03-29,6.09716
2023-03-30,6.3906
2023-03-31,6.52103
2023-04-01,2.41278
2023-04-02,2.21715
2023-04-03,6.22758
2023-04-04,5.86892
2023-04-05,7.49918
2023-04-06,7.0101
2023-04-07,5.0864
2023-04-08,2.15194
2023-04-09,1.98891
2023-04-10,6.87968
2023-04-11,6.94489
2023-04-12,4.92337
2023-04-13,5.7059
2023-04-14,6.22758
2023-04-15,2.80404
2023-04-16,2.02151
2023-04-17,5.96674
2023-04-18,5.86892
2023-04-19,5.02119
2023-04-20,6.81447
2023-04-21,5.0864
2023-04-22,2.28236
2023-04-23,2.90185
2023-04-24,4.82556
2023-04-25,5.90153
2023-04-26,5.83632
2023-04-27,5.0864
2023-04-28,4.69514
2023-04-29,1.66286
2023-04-30,1.9563
2023-05-01,3.45614
2023-05-02,6.52103
2023-05-03,5.57548
2023-05-04,7.07531
2023-05-05,2.77143
2023-05-06,2.44538
2023-05-07,1.85849
2023-05-08,6.42321
2023-05-09,6.52103
2023-05-10,6.81447
2023-05-11,5.99934
2023-05-12,6.03195
2023-05-13,2.38017
2023-05-14,2.28236
2023-05-15,6.52103
2023-05-16,6.29279
2023-05-17,5.86892
2023-05-18,6.68405
2023-05-19,6.12976
2023-05-20,2.11933
2023-05-21,1.98891
2023-05-22,5.60808
2023-05-23,4.69514
2023-05-24,5.41245
2023-05-25,5.93413
2023-05-26,5.41245
2023-05-27,2.44538
2023-05-28,2.21715
