date,케이비손해보험
2020-06-11,41.18796
2020-06-12,35.36537
2020-06-13,14.45877
2020-06-14,11.95779
2020-06-15,45.40836
2020-06-16,38.25713
2020-06-17,36.8894
2020-06-18,39.27315
2020-06-19,36.8894
2020-06-20,10.78546
2020-06-21,11.37162
2020-06-22,47.55763
2020-06-23,39.89839
2020-06-24,44.74404
2020-06-25,43.25908
2020-06-26,43.64986
2020-06-27,15.16217
2020-06-28,11.7624
2020-06-29,49.43337
2020-06-30,55.45134
2020-07-01,40.64087
2020-07-02,35.32629
2020-07-03,35.36537
2020-07-04,14.65416
2020-07-05,11.29347
2020-07-06,43.02461
2020-07-07,41.61781
2020-07-08,39.07776
2020-07-09,36.38139
2020-07-10,39.19499
2020-07-11,14.69323
2020-07-12,10.51191
2020-07-13,40.91441
2020-07-14,38.06174
2020-07-15,40.7581
2020-07-16,37.00664
2020-07-17,38.17897
2020-07-18,15.16217
2020-07-19,12.15318
2020-07-20,45.05666
2020-07-21,43.22
2020-07-22,42.20398
2020-07-23,41.77413
2020-07-24,41.03165
2020-07-25,15.70926
2020-07-26,12.85658
2020-07-27,45.91637
2020-07-28,48.26103
2020-07-29,46.42438
2020-07-30,40.60179
2020-07-31,46.26807
2020-08-01,15.39663
2020-08-02,12.62211
2020-08-03,41.42243
2020-08-04,38.2962
2020-08-05,43.9234
2020-08-06,38.13989
2020-08-07,37.78819
2020-08-08,14.34153
2020-08-09,13.5209
2020-08-10,50.13677
2020-08-11,43.64986
2020-08-12,39.82024
2020-08-13,38.33528
2020-08-14,39.46854
2020-08-15,12.66119
2020-08-16,10.3556
2020-08-17,24.18913
2020-08-18,44.07971
2020-08-19,44.90035
2020-08-20,42.47753
2020-08-21,41.22704
2020-08-22,17.46776
2020-08-23,13.24736
2020-08-24,50.254
2020-08-25,48.65181
2020-08-26,45.13481
2020-08-27,42.5166
2020-08-28,43.10277
2020-08-29,15.70926
2020-08-30,11.68425
2020-08-31,52.83313
2020-09-01,40.79718
2020-09-02,36.06877
2020-09-03,39.82024
2020-09-04,39.58577
2020-09-05,13.59906
2020-09-06,13.59906
2020-09-07,44.07971
2020-09-08,40.25009
2020-09-09,42.08675
2020-09-10,40.21101
2020-09-11,37.39742
2020-09-12,14.06799
2020-09-13,11.21531
2020-09-14,47.40132
2020-09-15,41.42243
2020-09-16,39.46854
2020-09-17,38.68698
2020-09-18,35.75615
2020-09-19,13.13012
2020-09-20,11.17624
2020-09-21,42.98554
2020-09-22,40.17194
2020-09-23,38.25713
2020-09-24,42.79015
2020-09-25,44.15787
2020-09-26,15.08401
2020-09-27,12.38765
2020-09-28,49.74599
2020-09-29,45.21297
2020-09-30,11.37162
2020-10-01,10.55099
2020-10-02,9.61313
2020-10-03,10.51191
2020-10-04,12.85658
2020-10-05,56.11567
2020-10-06,48.10472
2020-10-07,40.32825
2020-10-08,40.64087
2020-10-09,15.35756
2020-10-10,13.91168
2020-10-11,12.77842
2020-10-12,47.94841
2020-10-13,42.59476
2020-10-14,42.00859
2020-10-15,41.73505
2020-10-16,39.703
2020-10-17,14.65416
2020-10-18,12.30949
2020-10-19,45.01758
2020-10-20,42.12583
2020-10-21,43.10277
2020-10-22,40.28917
2020-10-23,41.18796
2020-10-24,14.53692
2020-10-25,13.98983
2020-10-26,57.40523
2020-10-27,47.32317
2020-10-28,43.72801
2020-10-29,39.93747
2020-10-30,45.52559
2020-10-31,15.70926
2020-11-01,12.07502
2020-11-02,50.09769
2020-11-03,40.95349
2020-11-04,40.60179
2020-11-05,39.31223
2020-11-06,37.51465
2020-11-07,16.76436
2020-11-08,12.70027
2020-11-09,43.64986
2020-11-10,40.87534
2020-11-11,38.92145
2020-11-12,39.27315
2020-11-13,38.60883
2020-11-14,14.73231
2020-11-15,12.42672
2020-11-16,44.47049
2020-11-17,42.36029
2020-11-18,40.28917
2020-11-19,36.49863
2020-11-20,38.06174
2020-11-21,16.25635
2020-11-22,10.82454
2020-11-23,45.6819
2020-11-24,46.58069
2020-11-25,46.81516
2020-11-26,44.2751
2020-11-27,43.29816
2020-11-28,18.32747
2020-11-29,14.30246
2020-11-30,61.89917
2020-12-01,45.56467
2020-12-02,39.27315
2020-12-03,40.32825
2020-12-04,44.15787
2020-12-05,18.87456
2020-12-06,13.83352
2020-12-07,50.254
2020-12-08,45.01758
2020-12-09,48.72997
2020-12-10,41.8132
2020-12-11,41.85228
2020-12-12,17.35052
2020-12-13,14.06799
2020-12-14,55.56858
2020-12-15,52.09066
2020-12-16,44.00156
2020-12-17,43.96248
2020-12-18,38.25713
2020-12-19,17.31144
2020-12-20,13.1692
2020-12-21,54.4744
2020-12-22,45.83821
2020-12-23,42.32121
2020-12-24,43.22
2020-12-25,13.67721
2020-12-26,16.3345
2020-12-27,13.91168
2020-12-28,61.03946
2020-12-29,46.61977
2020-12-30,50.76201
2020-12-31,58.03048
2021-01-01,13.71629
2021-01-02,15.24032
2021-01-03,13.48182
2021-01-04,54.90425
2021-01-05,47.24501
2021-01-06,45.13481
2021-01-07,47.4404
2021-01-08,75.81086
2021-01-09,28.40953
2021-01-10,17.70222
2021-01-11,45.87729
2021-01-12,42.04767
2021-01-13,42.43845
2021-01-14,43.53262
2021-01-15,43.72801
2021-01-16,16.52989
2021-01-17,15.9828
2021-01-18,47.40132
2021-01-19,51.07463
2021-01-20,45.91637
2021-01-21,45.79914
2021-01-22,44.58772
2021-01-23,15.67018
2021-01-24,14.26338
2021-01-25,61.23485
2021-01-26,55.45134
2021-01-27,53.49745
2021-01-28,46.42438
2021-01-29,53.38022
2021-01-30,18.71824
2021-01-31,13.98983
2021-02-01,56.85814
2021-02-02,46.11176
2021-02-03,45.21297
2021-02-04,43.10277
2021-02-05,44.54865
2021-02-06,17.54591
2021-02-07,13.83352
2021-02-08,48.80812
2021-02-09,43.06369
2021-02-10,42.75107
2021-02-11,11.64517
2021-02-12,10.39468
2021-02-13,8.98788
2021-02-14,11.87964
2021-02-15,57.17076
2021-02-16,48.1438
2021-02-17,47.04962
2021-02-18,45.83821
2021-02-19,45.17389
2021-02-20,17.7413
2021-02-21,19.1481
2021-02-22,51.93434
2021-02-23,49.39429
2021-02-24,54.43532
2021-02-25,56.2329
2021-02-26,59.08558
2021-02-27,17.7413
2021-02-28,16.56897
2021-03-01,17.81946
2021-03-02,59.59359
2021-03-03,42.47753
2021-03-04,39.03868
2021-03-05,44.00156
2021-03-06,14.65416
2021-03-07,12.34857
2021-03-08,48.53458
2021-03-09,43.5717
2021-03-10,45.44744
2021-03-11,43.29816
2021-03-12,38.84329
2021-03-13,13.79445
2021-03-14,13.91168
2021-03-15,52.44236
2021-03-16,43.37631
2021-03-17,43.9234
2021-03-18,44.23602
2021-03-19,41.22704
2021-03-20,14.9277
2021-03-21,12.70027
2021-03-22,52.7159
2021-03-23,41.89136
2021-03-24,51.97342
2021-03-25,48.06565
2021-03-26,41.61781
2021-03-27,14.9277
2021-03-28,11.95779
2021-03-29,56.77999
2021-03-30,48.1438
2021-03-31,50.9574
2021-04-01,40.09378
2021-04-02,40.44548
2021-04-03,14.73231
2021-04-04,14.576
2021-04-05,44.54865
2021-04-06,42.5166
2021-04-07,38.6479
2021-04-08,39.703
2021-04-09,35.95154
2021-04-10,14.69323
2021-04-11,11.21531
2021-04-12,47.0887
2021-04-13,42.82923
2021-04-14,41.93044
2021-04-15,41.8132
2021-04-16,36.8894
2021-04-17,12.89566
2021-04-18,11.7624
2021-04-19,41.69597
2021-04-20,41.89136
2021-04-21,40.28917
2021-04-22,39.31223
2021-04-23,39.89839
2021-04-24,13.05197
2021-04-25,9.6522
2021-04-26,51.34818
2021-04-27,46.22899
2021-04-28,45.56467
2021-04-29,41.85228
2021-04-30,45.6819
2021-05-01,14.69323
2021-05-02,11.60609
2021-05-03,46.0336
2021-05-04,38.88237
2021-05-05,13.05197
2021-05-06,44.15787
2021-05-07,38.25713
2021-05-08,12.85658
2021-05-09,11.80148
2021-05-10,49.04259
2021-05-11,46.26807
2021-05-12,41.1098
2021-05-13,42.28214
2021-05-14,42.98554
2021-05-15,13.48182
2021-05-16,13.75537
2021-05-17,48.18288
2021-05-18,40.60179
2021-05-19,14.53692
2021-05-20,44.82219
2021-05-21,42.59476
2021-05-22,14.69323
2021-05-23,11.68425
2021-05-24,57.36615
2021-05-25,49.31613
2021-05-26,44.31418
2021-05-27,43.61078
2021-05-28,40.60179
2021-05-29,13.05197
2021-05-30,14.18522
2021-05-31,52.09066
2021-06-01,43.61078
2021-06-02,38.25713
2021-06-03,37.47557
2021-06-04,36.61586
2021-06-05,12.58304
2021-06-06,10.94177
2021-06-07,46.0336
2021-06-08,41.07073
2021-06-09,37.08479
2021-06-10,39.97655
2021-06-11,37.28018
2021-06-12,13.20828
2021-06-13,11.7624
2021-06-14,49.47245
2021-06-15,43.96248
2021-06-16,39.03868
2021-06-17,39.31223
2021-06-18,37.74912
2021-06-19,13.71629
2021-06-20,12.42672
2021-06-21,45.44744
2021-06-22,41.73505
2021-06-23,42.00859
2021-06-24,47.67487
2021-06-25,45.64282
2021-06-26,17.3896
2021-06-27,14.77139
2021-06-28,51.6608
2021-06-29,53.10668
2021-06-30,59.00742
2021-07-01,41.1098
2021-07-02,40.28917
2021-07-03,13.91168
2021-07-04,12.85658
2021-07-05,45.48651
2021-07-06,39.03868
2021-07-07,39.85932
2021-07-08,38.17897
2021-07-09,33.02071
2021-07-10,12.85658
2021-07-11,12.30949
2021-07-12,42.82923
2021-07-13,39.3513
2021-07-14,41.42243
2021-07-15,41.22704
2021-07-16,36.10785
2021-07-17,11.72332
2021-07-18,11.60609
2021-07-19,41.07073
2021-07-20,39.15592
2021-07-21,39.89839
2021-07-22,38.88237
2021-07-23,39.58577
2021-07-24,14.30246
2021-07-25,12.77842
2021-07-26,53.88823
2021-07-27,44.58772
2021-07-28,44.9785
2021-07-29,40.52364
2021-07-30,42.20398
2021-07-31,17.23329
2021-08-01,13.20828
2021-08-02,44.74404
2021-08-03,39.93747
2021-08-04,37.9445
2021-08-05,39.39038
2021-08-06,36.8894
2021-08-07,13.32551
2021-08-08,10.23837
2021-08-09,46.26807
2021-08-10,42.43845
2021-08-11,40.83626
2021-08-12,38.10082
2021-08-13,35.87338
2021-08-14,13.83352
2021-08-15,13.63813
2021-08-16,18.60101
2021-08-17,49.86322
2021-08-18,43.49355
2021-08-19,40.83626
2021-08-20,38.60883
2021-08-21,14.77139
2021-08-22,11.80148
2021-08-23,42.5166
2021-08-24,49.98046
2021-08-25,48.18288
2021-08-26,43.25908
2021-08-27,41.69597
2021-08-28,14.576
2021-08-29,10.74638
2021-08-30,48.8472
2021-08-31,47.12778
2021-09-01,40.71903
2021-09-02,38.06174
2021-09-03,34.97459
2021-09-04,13.91168
2021-09-05,10.78546
2021-09-06,44.50957
2021-09-07,39.82024
2021-09-08,38.17897
2021-09-09,38.37436
2021-09-10,37.47557
2021-09-11,15.12309
2021-09-12,12.30949
2021-09-13,44.11879
2021-09-14,35.87338
2021-09-15,39.11684
2021-09-16,39.07776
2021-09-17,38.41344
2021-09-18,13.05197
2021-09-19,10.16021
2021-09-20,8.2454
2021-09-21,9.26143
2021-09-22,13.48182
2021-09-23,45.09574
2021-09-24,46.50254
2021-09-25,13.32551
2021-09-26,11.68425
2021-09-27,48.61273
2021-09-28,43.88432
2021-09-29,46.30715
2021-09-30,54.55255
2021-10-01,41.14888
2021-10-02,14.45877
2021-10-03,10.47284
2021-10-04,18.36654
2021-10-05,46.81516
2021-10-06,41.77413
2021-10-07,40.99257
2021-10-08,36.8894
2021-10-09,11.80148
2021-10-10,9.69128
2021-10-11,17.97577
2021-10-12,42.82923
2021-10-13,40.13286
2021-10-14,42.1649
2021-10-15,40.44548
2021-10-16,13.32551
2021-10-17,13.5209
2021-10-18,42.98554
2021-10-19,39.97655
2021-10-20,41.65689
2021-10-21,39.27315
2021-10-22,37.08479
2021-10-23,14.96678
2021-10-24,11.91871
2021-10-25,52.98944
2021-10-26,42.59476
2021-10-27,42.36029
2021-10-28,40.52364
2021-10-29,42.04767
2021-10-30,15.55295
2021-10-31,12.38765
2021-11-01,46.69792
2021-11-02,40.36733
2021-11-03,40.79718
2021-11-04,35.09183
2021-11-05,36.34232
2021-11-06,12.1141
2021-11-07,10.74638
2021-11-08,39.58577
2021-11-09,37.39742
2021-11-10,36.57678
2021-11-11,39.11684
2021-11-12,34.11488
2021-11-13,14.84955
2021-11-14,12.50488
2021-11-15,43.61078
2021-11-16,40.56271
2021-11-17,35.32629
2021-11-18,36.42047
2021-11-19,33.99765
2021-11-20,13.20828
2021-11-21,11.56701
2021-11-22,45.60375
2021-11-23,40.64087
2021-11-24,41.14888
2021-11-25,43.88432
2021-11-26,44.04064
2021-11-27,15.90465
2021-11-28,13.05197
2021-11-29,51.19187
2021-11-30,56.89722
2021-12-01,43.9234
2021-12-02,37.28018
2021-12-03,38.72606
2021-12-04,16.3345
2021-12-05,13.83352
2021-12-06,45.76006
2021-12-07,40.87534
2021-12-08,35.87338
2021-12-09,36.10785
2021-12-10,37.47557
2021-12-11,12.50488
2021-12-12,11.72332
2021-12-13,44.82219
2021-12-14,38.72606
2021-12-15,39.23407
2021-12-16,36.96756
2021-12-17,35.28722
2021-12-18,18.40562
2021-12-19,12.15318
2021-12-20,41.34427
2021-12-21,42.75107
2021-12-22,37.86635
2021-12-23,37.63188
2021-12-24,37.31926
2021-12-25,16.45173
2021-12-26,22.07893
2021-12-27,52.7159
2021-12-28,41.4615
2021-12-29,42.24306
2021-12-30,42.20398
2021-12-31,50.09769
2022-01-01,12.07502
2022-01-02,12.85658
2022-01-03,42.75107
2022-01-04,38.80422
2022-01-05,38.06174
2022-01-06,36.65494
2022-01-07,35.48261
2022-01-08,11.95779
2022-01-09,12.42672
2022-01-10,43.14185
2022-01-11,39.07776
2022-01-12,40.95349
2022-01-13,37.31926
2022-01-14,38.41344
2022-01-15,15.20125
2022-01-16,13.59906
2022-01-17,45.60375
2022-01-18,40.13286
2022-01-19,39.03868
2022-01-20,41.38335
2022-01-21,40.4064
2022-01-22,15.24032
2022-01-23,12.15318
2022-01-24,48.80812
2022-01-25,45.76006
2022-01-26,44.82219
2022-01-27,37.67096
2022-01-28,40.87534
2022-01-29,16.17819
2022-01-30,10.27745
2022-01-31,12.85658
2022-02-01,11.68425
2022-02-02,12.58304
2022-02-03,47.51856
2022-02-04,42.98554
2022-02-05,16.76436
2022-02-06,13.79445
2022-02-07,42.36029
2022-02-08,41.85228
2022-02-09,41.1098
2022-02-10,40.25009
2022-02-11,36.61586
2022-02-12,13.09105
2022-02-13,10.78546
2022-02-14,40.91441
2022-02-15,37.63188
2022-02-16,36.42047
2022-02-17,37.82727
2022-02-18,36.69402
2022-02-19,15.16217
2022-02-20,11.99687
2022-02-21,44.54865
2022-02-22,42.63384
2022-02-23,37.71004
2022-02-24,43.5717
2022-02-25,41.69597
2022-02-26,14.30246
2022-02-27,12.97381
2022-02-28,57.01445
2022-03-01,15.51387
2022-03-02,38.84329
2022-03-03,38.56975
2022-03-04,35.63892
2022-03-05,14.2243
2022-03-06,10.43376
2022-03-07,39.46854
2022-03-08,39.31223
2022-03-09,11.48886
2022-03-10,37.74912
2022-03-11,34.23212
2022-03-12,11.48886
2022-03-13,9.3005
2022-03-14,42.5166
2022-03-15,38.88237
2022-03-16,36.38139
2022-03-17,34.85736
2022-03-18,34.34935
2022-03-19,12.97381
2022-03-20,9.49589
2022-03-21,40.71903
2022-03-22,35.40445
2022-03-23,36.34232
2022-03-24,36.26416
2022-03-25,40.28917
2022-03-26,15.70926
2022-03-27,11.25439
2022-03-28,41.65689
2022-03-29,41.42243
2022-03-30,40.87534
2022-03-31,39.97655
2022-04-01,37.35834
2022-04-02,14.06799
2022-04-03,13.32551
2022-04-04,41.50058
2022-04-05,35.95154
2022-04-06,38.33528
2022-04-07,34.89644
2022-04-08,35.24814
2022-04-09,13.8726
2022-04-10,10.43376
2022-04-11,37.82727
2022-04-12,37.31926
2022-04-13,36.45955
2022-04-14,34.70105
2022-04-15,35.16998
2022-04-16,11.99687
2022-04-17,10.7073
2022-04-18,38.25713
2022-04-19,34.50566
2022-04-20,34.19304
2022-04-21,36.45955
2022-04-22,35.01367
2022-04-23,13.59906
2022-04-24,10.31652
2022-04-25,45.79914
2022-04-26,43.06369
2022-04-27,38.60883
2022-04-28,38.2962
2022-04-29,42.36029
2022-04-30,16.17819
2022-05-01,12.62211
2022-05-02,44.43141
2022-05-03,37.43649
2022-05-04,34.42751
2022-05-05,12.97381
2022-05-06,36.53771
2022-05-07,14.18522
2022-05-08,11.33255
2022-05-09,47.94841
2022-05-10,42.75107
2022-05-11,41.4615
2022-05-12,37.35834
2022-05-13,38.53067
2022-05-14,12.85658
2022-05-15,10.7073
2022-05-16,46.93239
2022-05-17,41.07073
2022-05-18,35.44353
2022-05-19,35.87338
2022-05-20,40.79718
2022-05-21,13.91168
2022-05-22,10.3556
2022-05-23,38.21805
2022-05-24,41.53966
2022-05-25,45.56467
2022-05-26,40.01563
2022-05-27,37.28018
2022-05-28,12.85658
2022-05-29,12.30949
2022-05-30,45.72098
2022-05-31,47.75302
2022-06-01,14.576
2022-06-02,45.13481
2022-06-03,37.98358
2022-06-04,12.4658
2022-06-05,8.83157
2022-06-06,12.27041
2022-06-07,38.60883
2022-06-08,40.79718
2022-06-09,37.2411
2022-06-10,38.72606
2022-06-11,11.80148
2022-06-12,9.26143
2022-06-13,43.80617
2022-06-14,41.26611
2022-06-15,36.61586
2022-06-16,33.91949
2022-06-17,34.85736
2022-06-18,12.42672
2022-06-19,9.33958
2022-06-20,40.25009
2022-06-21,37.90543
2022-06-22,38.49159
2022-06-23,35.16998
2022-06-24,40.44548
2022-06-25,15.24032
2022-06-26,11.48886
2022-06-27,48.18288
2022-06-28,40.87534
2022-06-29,42.79015
2022-06-30,44.9785
2022-07-01,34.31027
2022-07-02,15.43571
2022-07-03,11.80148
2022-07-04,38.21805
2022-07-05,34.27119
2022-07-06,35.79523
2022-07-07,32.47362
2022-07-08,32.31731
2022-07-09,11.37162
2022-07-10,9.14419
2022-07-11,39.62485
2022-07-12,38.21805
2022-07-13,36.92848
2022-07-14,33.25517
2022-07-15,34.58382
2022-07-16,13.98983
2022-07-17,9.49589
2022-07-18,35.83431
2022-07-19,36.81125
2022-07-20,37.5928
2022-07-21,35.87338
2022-07-22,33.76318
2022-07-23,11.52794
2022-07-24,10.31652
2022-07-25,48.65181
2022-07-26,37.20203
2022-07-27,40.4064
2022-07-28,41.89136
2022-07-29,39.39038
2022-07-30,13.91168
2022-07-31,12.34857
2022-08-01,44.70496
2022-08-02,34.27119
2022-08-03,35.87338
2022-08-04,35.63892
2022-08-05,35.13091
2022-08-06,12.93474
2022-08-07,9.76944
2022-08-08,37.08479
2022-08-09,38.10082
2022-08-10,38.6479
2022-08-11,37.90543
2022-08-12,35.75615
2022-08-13,14.49785
2022-08-14,9.26143
2022-08-15,13.79445
2022-08-16,46.50254
2022-08-17,36.65494
2022-08-18,36.61586
2022-08-19,34.81828
2022-08-20,13.48182
2022-08-21,11.80148
2022-08-22,42.00859
2022-08-23,36.14693
2022-08-24,43.14185
2022-08-25,40.60179
2022-08-26,37.43649
2022-08-27,15.20125
2022-08-28,11.059
2022-08-29,45.36928
2022-08-30,43.45447
2022-08-31,46.07268
2022-09-01,35.01367
2022-09-02,35.79523
2022-09-03,12.34857
2022-09-04,11.01992
2022-09-05,38.6479
2022-09-06,34.07581
2022-09-07,35.16998
2022-09-08,32.00468
2022-09-09,9.26143
2022-09-10,8.40171
2022-09-11,9.33958
2022-09-12,11.059
2022-09-13,40.56271
2022-09-14,39.85932
2022-09-15,38.92145
2022-09-16,35.13091
2022-09-17,12.03595
2022-09-18,10.62915
2022-09-19,41.38335
2022-09-20,36.38139
2022-09-21,35.24814
2022-09-22,37.5928
2022-09-23,36.65494
2022-09-24,12.07502
2022-09-25,12.85658
2022-09-26,45.52559
2022-09-27,38.92145
2022-09-28,39.78116
2022-09-29,38.60883
2022-09-30,44.70496
2022-10-01,14.06799
2022-10-02,10.19929
2022-10-03,13.63813
2022-10-04,46.93239
2022-10-05,38.21805
2022-10-06,37.39742
2022-10-07,38.37436
2022-10-08,11.4107
2022-10-09,10.12114
2022-10-10,15.20125
2022-10-11,42.24306
2022-10-12,36.22508
2022-10-13,37.47557
2022-10-14,37.04572
2022-10-15,15.12309
2022-10-16,11.25439
2022-10-17,42.32121
2022-10-18,37.63188
2022-10-19,35.71707
2022-10-20,38.41344
2022-10-21,35.24814
2022-10-22,14.14615
2022-10-23,12.50488
2022-10-24,45.36928
2022-10-25,44.82219
2022-10-26,39.82024
2022-10-27,37.71004
2022-10-28,37.55373
2022-10-29,13.63813
2022-10-30,11.44978
2022-10-31,47.63579
2022-11-01,39.31223
2022-11-02,36.77217
2022-11-03,35.28722
2022-11-04,32.43454
2022-11-05,14.26338
2022-11-06,12.27041
2022-11-07,38.25713
2022-11-08,36.8894
2022-11-09,37.08479
2022-11-10,40.56271
2022-11-11,35.95154
2022-11-12,12.8175
2022-11-13,12.73935
2022-11-14,43.02461
2022-11-15,39.66393
2022-11-16,40.44548
2022-11-17,36.73309
2022-11-18,36.96756
2022-11-19,14.45877
2022-11-20,12.66119
2022-11-21,42.75107
2022-11-22,39.11684
2022-11-23,36.38139
2022-11-24,41.50058
2022-11-25,37.78819
2022-11-26,14.34153
2022-11-27,11.80148
2022-11-28,42.00859
2022-11-29,43.37631
2022-11-30,46.15084
2022-12-01,43.49355
2022-12-02,36.96756
2022-12-03,12.50488
2022-12-04,12.8175
2022-12-05,42.8683
2022-12-06,38.13989
2022-12-07,35.44353
2022-12-08,34.27119
2022-12-09,37.04572
2022-12-10,13.55998
2022-12-11,10.55099
2022-12-12,42.39937
2022-12-13,39.97655
2022-12-14,43.22
2022-12-15,39.58577
2022-12-16,38.41344
2022-12-17,14.18522
2022-12-18,19.1481
2022-12-19,46.61977
2022-12-20,44.6268
2022-12-21,39.703
2022-12-22,41.42243
2022-12-23,43.68894
2022-12-24,19.1481
2022-12-25,13.48182
2022-12-26,53.65377
2022-12-27,45.52559
2022-12-28,41.34427
2022-12-29,44.58772
2022-12-30,44.19695
2022-12-31,15.55295
2023-01-01,11.60609
2023-01-02,47.40132
2023-01-03,41.61781
2023-01-04,36.42047
2023-01-05,37.39742
2023-01-06,33.52872
2023-01-07,15.2794
2023-01-08,11.91871
2023-01-09,42.47753
2023-01-10,39.62485
2023-01-11,40.28917
2023-01-12,39.15592
2023-01-13,34.74013
2023-01-14,11.95779
2023-01-15,12.58304
2023-01-16,44.82219
2023-01-17,44.19695
2023-01-18,38.49159
2023-01-19,36.77217
2023-01-20,36.57678
2023-01-21,12.8175
2023-01-22,9.69128
2023-01-23,8.28448
2023-01-24,22.35248
2023-01-25,100.0
2023-01-26,49.70691
2023-01-27,45.99452
2023-01-28,13.8726
2023-01-29,13.13012
2023-01-30,50.05861
2023-01-31,50.56662
2023-02-01,44.9785
2023-02-02,39.39038
2023-02-03,38.06174
2023-02-04,13.32551
2023-02-05,11.25439
2023-02-06,43.9234
2023-02-07,39.11684
2023-02-08,39.23407
2023-02-09,41.03165
2023-02-10,43.22
2023-02-11,13.63813
2023-02-12,10.90269
2023-02-13,48.41735
2023-02-14,42.47753
2023-02-15,41.18796
2023-02-16,37.35834
2023-02-17,38.21805
2023-02-18,13.91168
2023-02-19,10.94177
2023-02-20,45.52559
2023-02-21,41.96951
2023-02-22,41.22704
2023-02-23,39.39038
2023-02-24,39.85932
2023-02-25,13.20828
2023-02-26,12.4658
2023-02-27,45.91637
2023-02-28,48.8472
2023-03-01,16.72528
2023-03-02,43.45447
2023-03-03,38.53067
2023-03-04,10.86361
2023-03-05,11.25439
2023-03-06,42.94646
2023-03-07,39.07776
2023-03-08,37.28018
2023-03-09,36.96756
2023-03-10,37.28018
2023-03-11,11.52794
2023-03-12,11.7624
2023-03-13,43.10277
2023-03-14,42.8683
2023-03-15,39.62485
2023-03-16,38.56975
2023-03-17,38.33528
2023-03-18,12.19226
2023-03-19,11.99687
2023-03-20,45.48651
2023-03-21,44.47049
2023-03-22,39.85932
2023-03-23,38.2962
2023-03-24,41.50058
2023-03-25,12.4658
2023-03-26,12.1141
2023-03-27,49.78507
2023-03-28,43.53262
2023-03-29,38.72606
2023-03-30,37.67096
2023-03-31,40.44548
2023-04-01,13.13012
2023-04-02,10.0039
2023-04-03,40.91441
2023-04-04,36.53771
2023-04-05,33.33333
2023-04-06,37.08479
2023-04-07,34.19304
2023-04-08,11.72332
2023-04-09,10.66822
2023-04-10,38.41344
2023-04-11,37.00664
2023-04-12,35.05275
2023-04-13,36.49863
2023-04-14,38.49159
2023-04-15,13.20828
2023-04-16,10.39468
2023-04-17,40.64087
2023-04-18,38.88237
2023-04-19,35.95154
2023-04-20,35.91246
2023-04-21,33.99765
2023-04-22,12.93474
2023-04-23,11.44978
2023-04-24,42.67291
2023-04-25,42.12583
2023-04-26,44.00156
2023-04-27,40.09378
2023-04-28,42.32121
2023-04-29,13.95076
2023-04-30,13.05197
2023-05-01,24.22821
2023-05-02,48.18288
2023-05-03,37.12387
2023-05-04,38.25713
2023-05-05,14.41969
2023-05-06,12.66119
2023-05-07,13.40367
2023-05-08,44.2751
2023-05-09,43.14185
2023-05-10,43.64986
2023-05-11,43.29816
2023-05-12,38.68698
2023-05-13,13.28644
2023-05-14,10.27745
2023-05-15,50.87924
2023-05-16,42.98554
2023-05-17,40.09378
2023-05-18,35.83431
2023-05-19,35.67799
2023-05-20,11.80148
2023-05-21,10.47284
2023-05-22,46.15084
2023-05-23,39.74208
2023-05-24,46.30715
2023-05-25,43.10277
2023-05-26,37.2411
2023-05-27,10.39468
2023-05-28,8.9488
2023-05-29,14.81047
