date,주식회사설립
2020-06-14,26.98412
2020-06-15,29.36507
2020-06-16,34.92063
2020-06-17,34.12698
2020-06-18,35.71428
2020-06-19,31.74603
2020-06-20,38.09523
2020-06-21,23.01587
2020-06-22,32.53968
2020-06-23,28.57142
2020-06-24,24.60317
2020-06-25,26.19047
2020-06-26,32.53968
2020-06-27,22.22222
2020-06-28,14.28571
2020-06-29,37.30158
2020-06-30,40.47619
2020-07-01,47.61904
2020-07-02,35.71428
2020-07-03,34.92063
2020-07-04,18.25396
2020-07-05,15.07936
2020-07-06,45.23809
2020-07-07,28.57142
2020-07-08,46.82539
2020-07-09,34.12698
2020-07-10,34.12698
2020-07-11,23.01587
2020-07-12,24.60317
2020-07-13,30.95238
2020-07-14,36.50793
2020-07-15,44.44444
2020-07-16,18.25396
2020-07-17,35.71428
2020-07-18,16.66666
2020-07-19,23.01587
2020-07-20,29.36507
2020-07-21,37.30158
2020-07-22,46.82539
2020-07-23,45.23809
2020-07-24,30.95238
2020-07-25,20.63492
2020-07-26,20.63492
2020-07-27,33.33333
2020-07-28,32.53968
2020-07-29,33.33333
2020-07-30,32.53968
2020-07-31,33.33333
2020-08-01,22.22222
2020-08-02,15.07936
2020-08-03,26.19047
2020-08-04,27.77777
2020-08-05,31.74603
2020-08-06,19.04761
2020-08-07,16.66666
2020-08-08,9.5238
2020-08-09,15.07936
2020-08-10,24.60317
2020-08-11,34.12698
2020-08-12,37.30158
2020-08-13,30.95238
2020-08-14,26.98412
2020-08-15,11.90476
2020-08-16,14.28571
2020-08-17,18.25396
2020-08-18,26.98412
2020-08-19,29.36507
2020-08-20,43.65079
2020-08-21,21.42857
2020-08-22,13.49206
2020-08-23,15.07936
2020-08-24,29.36507
2020-08-25,30.95238
2020-08-26,35.71428
2020-08-27,31.74603
2020-08-28,30.95238
2020-08-29,11.90476
2020-08-30,20.63492
2020-08-31,32.53968
2020-09-01,44.44444
2020-09-02,28.57142
2020-09-03,38.88888
2020-09-04,32.53968
2020-09-05,23.80952
2020-09-06,19.04761
2020-09-07,53.1746
2020-09-08,40.47619
2020-09-09,30.95238
2020-09-10,35.71428
2020-09-11,27.77777
2020-09-12,22.22222
2020-09-13,24.60317
2020-09-14,49.20634
2020-09-15,28.57142
2020-09-16,39.68253
2020-09-17,32.53968
2020-09-18,26.19047
2020-09-19,23.80952
2020-09-20,8.73015
2020-09-21,38.88888
2020-09-22,23.01587
2020-09-23,39.68253
2020-09-24,27.77777
2020-09-25,34.12698
2020-09-26,26.19047
2020-09-27,12.69841
2020-09-28,28.57142
2020-09-29,19.04761
2020-09-30,20.63492
2020-10-01,11.11111
2020-10-02,15.87301
2020-10-03,12.69841
2020-10-04,20.63492
2020-10-05,35.71428
2020-10-06,29.36507
2020-10-07,34.92063
2020-10-08,31.74603
2020-10-09,13.49206
2020-10-10,17.46031
2020-10-11,19.04761
2020-10-12,38.09523
2020-10-13,42.85714
2020-10-14,47.61904
2020-10-15,30.15873
2020-10-16,28.57142
2020-10-17,31.74603
2020-10-18,23.01587
2020-10-19,27.77777
2020-10-20,36.50793
2020-10-21,36.50793
2020-10-22,58.73015
2020-10-23,31.74603
2020-10-24,16.66666
2020-10-25,26.98412
2020-10-26,36.50793
2020-10-27,29.36507
2020-10-28,33.33333
2020-10-29,30.95238
2020-10-30,30.95238
2020-10-31,27.77777
2020-11-01,18.25396
2020-11-02,42.85714
2020-11-03,30.95238
2020-11-04,36.50793
2020-11-05,32.53968
2020-11-06,34.92063
2020-11-07,17.46031
2020-11-08,21.42857
2020-11-09,29.36507
2020-11-10,31.74603
2020-11-11,38.88888
2020-11-12,32.53968
2020-11-13,28.57142
2020-11-14,17.46031
2020-11-15,13.49206
2020-11-16,31.74603
2020-11-17,38.09523
2020-11-18,33.33333
2020-11-19,43.65079
2020-11-20,23.80952
2020-11-21,23.80952
2020-11-22,24.60317
2020-11-23,35.71428
2020-11-24,25.39682
2020-11-25,28.57142
2020-11-26,21.42857
2020-11-27,28.57142
2020-11-28,21.42857
2020-11-29,16.66666
2020-11-30,26.19047
2020-12-01,29.36507
2020-12-02,33.33333
2020-12-03,26.19047
2020-12-04,18.25396
2020-12-05,23.80952
2020-12-06,23.80952
2020-12-07,34.92063
2020-12-08,33.33333
2020-12-09,27.77777
2020-12-10,44.44444
2020-12-11,35.71428
2020-12-12,30.95238
2020-12-13,20.63492
2020-12-14,34.92063
2020-12-15,42.85714
2020-12-16,43.65079
2020-12-17,34.92063
2020-12-18,32.53968
2020-12-19,13.49206
2020-12-20,14.28571
2020-12-21,45.23809
2020-12-22,38.09523
2020-12-23,33.33333
2020-12-24,24.60317
2020-12-25,24.60317
2020-12-26,17.46031
2020-12-27,20.63492
2020-12-28,45.23809
2020-12-29,37.30158
2020-12-30,36.50793
2020-12-31,38.09523
2021-01-01,24.60317
2021-01-02,20.63492
2021-01-03,31.74603
2021-01-04,43.65079
2021-01-05,50.0
2021-01-06,38.09523
2021-01-07,34.12698
2021-01-08,31.74603
2021-01-09,22.22222
2021-01-10,19.84126
2021-01-11,46.03174
2021-01-12,34.92063
2021-01-13,42.06349
2021-01-14,58.73015
2021-01-15,38.88888
2021-01-16,29.36507
2021-01-17,25.39682
2021-01-18,42.85714
2021-01-19,36.50793
2021-01-20,38.09523
2021-01-21,53.1746
2021-01-22,45.23809
2021-01-23,20.63492
2021-01-24,26.98412
2021-01-25,34.12698
2021-01-26,39.68253
2021-01-27,35.71428
2021-01-28,44.44444
2021-01-29,42.06349
2021-01-30,26.98412
2021-01-31,20.63492
2021-02-01,31.74603
2021-02-02,37.30158
2021-02-03,45.23809
2021-02-04,45.23809
2021-02-05,28.57142
2021-02-06,43.65079
2021-02-07,40.47619
2021-02-08,59.5238
2021-02-09,52.38095
2021-02-10,50.0
2021-02-11,22.22222
2021-02-12,29.36507
2021-02-13,42.85714
2021-02-14,37.30158
2021-02-15,74.60317
2021-02-16,65.87301
2021-02-17,67.46031
2021-02-18,60.31746
2021-02-19,61.90476
2021-02-20,37.30158
2021-02-21,51.5873
2021-02-22,83.33333
2021-02-23,98.41269
2021-02-24,69.84126
2021-02-25,62.69841
2021-02-26,63.49206
2021-02-27,36.50793
2021-02-28,34.12698
2021-03-01,34.92063
2021-03-02,46.03174
2021-03-03,72.22222
2021-03-04,76.19047
2021-03-05,41.26984
2021-03-06,38.88888
2021-03-07,30.15873
2021-03-08,61.11111
2021-03-09,37.30158
2021-03-10,61.90476
2021-03-11,51.5873
2021-03-12,88.09523
2021-03-13,77.77777
2021-03-14,73.01587
2021-03-15,76.98412
2021-03-16,71.42857
2021-03-17,88.88888
2021-03-18,78.57142
2021-03-19,70.63492
2021-03-20,49.20634
2021-03-21,50.79365
2021-03-22,74.60317
2021-03-23,60.31746
2021-03-24,75.39682
2021-03-25,63.49206
2021-03-26,64.28571
2021-03-27,46.82539
2021-03-28,42.85714
2021-03-29,59.5238
2021-03-30,70.63492
2021-03-31,51.5873
2021-04-01,67.46031
2021-04-02,72.22222
2021-04-03,46.82539
2021-04-04,52.38095
2021-04-05,71.42857
2021-04-06,78.57142
2021-04-07,56.3492
2021-04-08,57.14285
2021-04-09,62.69841
2021-04-10,57.9365
2021-04-11,32.53968
2021-04-12,59.5238
2021-04-13,52.38095
2021-04-14,50.79365
2021-04-15,60.31746
2021-04-16,62.69841
2021-04-17,39.68253
2021-04-18,38.09523
2021-04-19,50.79365
2021-04-20,36.50793
2021-04-21,46.82539
2021-04-22,64.28571
2021-04-23,49.20634
2021-04-24,28.57142
2021-04-25,27.77777
2021-04-26,42.06349
2021-04-27,42.85714
2021-04-28,41.26984
2021-04-29,54.7619
2021-04-30,41.26984
2021-05-01,28.57142
2021-05-02,29.36507
2021-05-03,42.06349
2021-05-04,49.20634
2021-05-05,26.19047
2021-05-06,63.49206
2021-05-07,48.41269
2021-05-08,26.98412
2021-05-09,24.60317
2021-05-10,67.46031
2021-05-11,69.84126
2021-05-12,62.69841
2021-05-13,80.15873
2021-05-14,74.60317
2021-05-15,50.0
2021-05-16,31.74603
2021-05-17,71.42857
2021-05-18,58.73015
2021-05-19,34.92063
2021-05-20,53.96825
2021-05-21,53.1746
2021-05-22,15.87301
2021-05-23,26.98412
2021-05-24,58.73015
2021-05-25,77.77777
2021-05-26,49.20634
2021-05-27,48.41269
2021-05-28,49.20634
2021-05-29,30.15873
2021-05-30,38.88888
2021-05-31,38.88888
2021-06-01,51.5873
2021-06-02,57.9365
2021-06-03,39.68253
2021-06-04,40.47619
2021-06-05,23.01587
2021-06-06,30.95238
2021-06-07,34.12698
2021-06-08,48.41269
2021-06-09,67.46031
2021-06-10,53.1746
2021-06-11,50.0
2021-06-12,25.39682
2021-06-13,35.71428
2021-06-14,62.69841
2021-06-15,61.11111
2021-06-16,56.3492
2021-06-17,65.87301
2021-06-18,53.1746
2021-06-19,22.22222
2021-06-20,25.39682
2021-06-21,50.79365
2021-06-22,47.61904
2021-06-23,52.38095
2021-06-24,37.30158
2021-06-25,33.33333
2021-06-26,41.26984
2021-06-27,11.90476
2021-06-28,34.92063
2021-06-29,65.87301
2021-06-30,56.3492
2021-07-01,48.41269
2021-07-02,44.44444
2021-07-03,25.39682
2021-07-04,41.26984
2021-07-05,40.47619
2021-07-06,60.31746
2021-07-07,41.26984
2021-07-08,47.61904
2021-07-09,38.09523
2021-07-10,48.41269
2021-07-11,37.30158
2021-07-12,38.09523
2021-07-13,38.09523
2021-07-14,47.61904
2021-07-15,36.50793
2021-07-16,50.0
2021-07-17,34.92063
2021-07-18,22.22222
2021-07-19,46.03174
2021-07-20,39.68253
2021-07-21,58.73015
2021-07-22,57.9365
2021-07-23,40.47619
2021-07-24,26.98412
2021-07-25,25.39682
2021-07-26,43.65079
2021-07-27,46.03174
2021-07-28,42.06349
2021-07-29,44.44444
2021-07-30,27.77777
2021-07-31,23.01587
2021-08-01,20.63492
2021-08-02,34.92063
2021-08-03,49.20634
2021-08-04,43.65079
2021-08-05,34.92063
2021-08-06,44.44444
2021-08-07,33.33333
2021-08-08,31.74603
2021-08-09,57.14285
2021-08-10,48.41269
2021-08-11,52.38095
2021-08-12,59.5238
2021-08-13,50.79365
2021-08-14,25.39682
2021-08-15,23.80952
2021-08-16,38.09523
2021-08-17,57.14285
2021-08-18,68.25396
2021-08-19,55.55555
2021-08-20,34.92063
2021-08-21,30.15873
2021-08-22,36.50793
2021-08-23,58.73015
2021-08-24,52.38095
2021-08-25,62.69841
2021-08-26,63.49206
2021-08-27,42.85714
2021-08-28,34.92063
2021-08-29,39.68253
2021-08-30,56.3492
2021-08-31,47.61904
2021-09-01,47.61904
2021-09-02,80.15873
2021-09-03,59.5238
2021-09-04,33.33333
2021-09-05,28.57142
2021-09-06,57.14285
2021-09-07,64.28571
2021-09-08,49.20634
2021-09-09,53.1746
2021-09-10,50.79365
2021-09-11,41.26984
2021-09-12,38.88888
2021-09-13,53.1746
2021-09-14,65.87301
2021-09-15,58.73015
2021-09-16,57.14285
2021-09-17,46.03174
2021-09-18,46.82539
2021-09-19,36.50793
2021-09-20,35.71428
2021-09-21,44.44444
2021-09-22,42.85714
2021-09-23,57.9365
2021-09-24,62.69841
2021-09-25,35.71428
2021-09-26,38.09523
2021-09-27,58.73015
2021-09-28,77.77777
2021-09-29,73.01587
2021-09-30,76.19047
2021-10-01,61.11111
2021-10-02,42.85714
2021-10-03,50.79365
2021-10-04,34.12698
2021-10-05,58.73015
2021-10-06,52.38095
2021-10-07,61.90476
2021-10-08,69.04761
2021-10-09,35.71428
2021-10-10,47.61904
2021-10-11,54.7619
2021-10-12,80.95238
2021-10-13,73.01587
2021-10-14,64.28571
2021-10-15,57.9365
2021-10-16,48.41269
2021-10-17,38.09523
2021-10-18,51.5873
2021-10-19,83.33333
2021-10-20,56.3492
2021-10-21,50.79365
2021-10-22,64.28571
2021-10-23,42.85714
2021-10-24,38.09523
2021-10-25,49.20634
2021-10-26,70.63492
2021-10-27,80.95238
2021-10-28,70.63492
2021-10-29,55.55555
2021-10-30,40.47619
2021-10-31,46.82539
2021-11-01,69.04761
2021-11-02,64.28571
2021-11-03,68.25396
2021-11-04,59.5238
2021-11-05,52.38095
2021-11-06,34.12698
2021-11-07,41.26984
2021-11-08,60.31746
2021-11-09,58.73015
2021-11-10,42.85714
2021-11-11,45.23809
2021-11-12,49.20634
2021-11-13,30.15873
2021-11-14,43.65079
2021-11-15,54.7619
2021-11-16,56.3492
2021-11-17,47.61904
2021-11-18,57.9365
2021-11-19,51.5873
2021-11-20,34.12698
2021-11-21,25.39682
2021-11-22,53.96825
2021-11-23,58.73015
2021-11-24,53.96825
2021-11-25,38.09523
2021-11-26,46.82539
2021-11-27,39.68253
2021-11-28,35.71428
2021-11-29,65.87301
2021-11-30,42.85714
2021-12-01,45.23809
2021-12-02,54.7619
2021-12-03,48.41269
2021-12-04,34.12698
2021-12-05,42.06349
2021-12-06,53.96825
2021-12-07,70.63492
2021-12-08,48.41269
2021-12-09,71.42857
2021-12-10,43.65079
2021-12-11,30.95238
2021-12-12,30.15873
2021-12-13,47.61904
2021-12-14,65.07936
2021-12-15,65.07936
2021-12-16,53.1746
2021-12-17,48.41269
2021-12-18,32.53968
2021-12-19,35.71428
2021-12-20,61.11111
2021-12-21,72.22222
2021-12-22,57.14285
2021-12-23,70.63492
2021-12-24,53.1746
2021-12-25,42.06349
2021-12-26,28.57142
2021-12-27,52.38095
2021-12-28,52.38095
2021-12-29,69.04761
2021-12-30,67.46031
2021-12-31,62.69841
2022-01-01,42.06349
2022-01-02,37.30158
2022-01-03,59.5238
2022-01-04,69.04761
2022-01-05,73.80952
2022-01-06,78.57142
2022-01-07,58.73015
2022-01-08,55.55555
2022-01-09,46.03174
2022-01-10,63.49206
2022-01-11,100.0
2022-01-12,64.28571
2022-01-13,76.98412
2022-01-14,83.33333
2022-01-15,44.44444
2022-01-16,61.11111
2022-01-17,69.84126
2022-01-18,68.25396
2022-01-19,69.04761
2022-01-20,73.01587
2022-01-21,62.69841
2022-01-22,53.96825
2022-01-23,54.7619
2022-01-24,73.80952
2022-01-25,72.22222
2022-01-26,54.7619
2022-01-27,61.90476
2022-01-28,53.1746
2022-01-29,35.71428
2022-01-30,31.74603
2022-01-31,40.47619
2022-02-01,34.12698
2022-02-02,45.23809
2022-02-03,74.60317
2022-02-04,60.31746
2022-02-05,53.1746
2022-02-06,49.20634
2022-02-07,67.46031
2022-02-08,73.01587
2022-02-09,47.61904
2022-02-10,78.57142
2022-02-11,57.14285
2022-02-12,52.38095
2022-02-13,41.26984
2022-02-14,61.90476
2022-02-15,52.38095
2022-02-16,55.55555
2022-02-17,56.3492
2022-02-18,59.5238
2022-02-19,32.53968
2022-02-20,34.12698
2022-02-21,99.20634
2022-02-22,53.96825
2022-02-23,64.28571
2022-02-24,60.31746
2022-02-25,54.7619
2022-02-26,30.15873
2022-02-27,35.71428
2022-02-28,41.26984
2022-03-01,34.12698
2022-03-02,42.85714
2022-03-03,52.38095
2022-03-04,47.61904
2022-03-05,34.92063
2022-03-06,34.92063
2022-03-07,48.41269
2022-03-08,46.03174
2022-03-09,42.85714
2022-03-10,57.14285
2022-03-11,49.20634
2022-03-12,45.23809
2022-03-13,38.09523
2022-03-14,53.96825
2022-03-15,52.38095
2022-03-16,73.01587
2022-03-17,59.5238
2022-03-18,52.38095
2022-03-19,37.30158
2022-03-20,28.57142
2022-03-21,53.96825
2022-03-22,73.80952
2022-03-23,54.7619
2022-03-24,66.66666
2022-03-25,53.96825
2022-03-26,42.06349
2022-03-27,43.65079
2022-03-28,47.61904
2022-03-29,81.74603
2022-03-30,71.42857
2022-03-31,71.42857
2022-04-01,54.7619
2022-04-02,31.74603
2022-04-03,42.85714
2022-04-04,55.55555
2022-04-05,56.3492
2022-04-06,53.96825
2022-04-07,63.49206
2022-04-08,55.55555
2022-04-09,35.71428
2022-04-10,33.33333
2022-04-11,65.87301
2022-04-12,70.63492
2022-04-13,71.42857
2022-04-14,65.07936
2022-04-15,57.14285
2022-04-16,31.74603
2022-04-17,35.71428
2022-04-18,47.61904
2022-04-19,57.9365
2022-04-20,59.5238
2022-04-21,70.63492
2022-04-22,60.31746
2022-04-23,38.09523
2022-04-24,35.71428
2022-04-25,59.5238
2022-04-26,46.03174
2022-04-27,63.49206
2022-04-28,42.85714
2022-04-29,54.7619
2022-04-30,36.50793
2022-05-01,45.23809
2022-05-02,78.57142
2022-05-03,80.95238
2022-05-04,50.79365
2022-05-05,42.06349
2022-05-06,30.95238
2022-05-07,38.88888
2022-05-08,29.36507
2022-05-09,61.11111
2022-05-10,50.0
2022-05-11,65.07936
2022-05-12,69.84126
2022-05-13,62.69841
2022-05-14,37.30158
2022-05-15,27.77777
2022-05-16,61.11111
2022-05-17,61.90476
2022-05-18,65.07936
2022-05-19,60.31746
2022-05-20,66.66666
2022-05-21,35.71428
2022-05-22,46.82539
2022-05-23,63.49206
2022-05-24,56.3492
2022-05-25,65.07936
2022-05-26,53.96825
2022-05-27,56.3492
2022-05-28,40.47619
2022-05-29,38.88888
2022-05-30,50.79365
2022-05-31,66.66666
2022-06-01,26.98412
2022-06-02,65.07936
2022-06-03,50.79365
2022-06-04,30.15873
2022-06-05,34.92063
2022-06-06,38.88888
2022-06-07,52.38095
2022-06-08,53.96825
2022-06-09,67.46031
2022-06-10,65.07936
2022-06-11,39.68253
2022-06-12,34.92063
2022-06-13,61.90476
2022-06-14,60.31746
2022-06-15,58.73015
2022-06-16,70.63492
2022-06-17,47.61904
2022-06-18,26.98412
2022-06-19,19.84126
2022-06-20,73.01587
2022-06-21,69.04761
2022-06-22,67.46031
2022-06-23,67.46031
2022-06-24,62.69841
2022-06-25,21.42857
2022-06-26,26.98412
2022-06-27,56.3492
2022-06-28,68.25396
2022-06-29,50.79365
2022-06-30,66.66666
2022-07-01,45.23809
2022-07-02,35.71428
2022-07-03,32.53968
2022-07-04,53.1746
2022-07-05,55.55555
2022-07-06,60.31746
2022-07-07,57.14285
2022-07-08,52.38095
2022-07-09,25.39682
2022-07-10,25.39682
2022-07-11,63.49206
2022-07-12,58.73015
2022-07-13,64.28571
2022-07-14,64.28571
2022-07-15,53.1746
2022-07-16,43.65079
2022-07-17,38.09523
2022-07-18,64.28571
2022-07-19,64.28571
2022-07-20,44.44444
2022-07-21,52.38095
2022-07-22,51.5873
2022-07-23,40.47619
2022-07-24,28.57142
2022-07-25,52.38095
2022-07-26,50.0
2022-07-27,63.49206
2022-07-28,53.96825
2022-07-29,48.41269
2022-07-30,30.15873
2022-07-31,50.0
2022-08-01,61.90476
2022-08-02,47.61904
2022-08-03,37.30158
2022-08-04,52.38095
2022-08-05,50.79365
2022-08-06,34.12698
2022-08-07,29.36507
2022-08-08,44.44444
2022-08-09,45.23809
2022-08-10,57.9365
2022-08-11,46.82539
2022-08-12,45.23809
2022-08-13,30.95238
2022-08-14,17.46031
2022-08-15,28.57142
2022-08-16,53.96825
2022-08-17,69.84126
2022-08-18,47.61904
2022-08-19,69.84126
2022-08-20,45.23809
2022-08-21,27.77777
2022-08-22,55.55555
2022-08-23,53.1746
2022-08-24,45.23809
2022-08-25,54.7619
2022-08-26,59.5238
2022-08-27,42.06349
2022-08-28,26.98412
2022-08-29,57.14285
2022-08-30,59.5238
2022-08-31,52.38095
2022-09-01,64.28571
2022-09-02,47.61904
2022-09-03,35.71428
2022-09-04,31.74603
2022-09-05,42.85714
2022-09-06,42.85714
2022-09-07,50.0
2022-09-08,46.82539
2022-09-09,28.57142
2022-09-10,30.15873
2022-09-11,37.30158
2022-09-12,27.77777
2022-09-13,65.87301
2022-09-14,57.9365
2022-09-15,54.7619
2022-09-16,67.46031
2022-09-17,21.42857
2022-09-18,33.33333
2022-09-19,48.41269
2022-09-20,50.0
2022-09-21,42.85714
2022-09-22,53.1746
2022-09-23,44.44444
2022-09-24,21.42857
2022-09-25,18.25396
2022-09-26,49.20634
2022-09-27,54.7619
2022-09-28,52.38095
2022-09-29,59.5238
2022-09-30,46.03174
2022-10-01,25.39682
2022-10-02,30.15873
2022-10-03,32.53968
2022-10-04,50.0
2022-10-05,44.44444
2022-10-06,49.20634
2022-10-07,45.23809
2022-10-08,35.71428
2022-10-09,28.57142
2022-10-10,37.30158
2022-10-11,49.20634
2022-10-12,59.5238
2022-10-13,43.65079
2022-10-14,50.0
2022-10-15,43.65079
2022-10-16,32.53968
2022-10-17,52.38095
2022-10-18,53.1746
2022-10-19,38.88888
2022-10-20,43.65079
2022-10-21,53.96825
2022-10-22,26.98412
2022-10-23,27.77777
2022-10-24,41.26984
2022-10-25,42.06349
2022-10-26,40.47619
2022-10-27,46.03174
2022-10-28,52.38095
2022-10-29,25.39682
2022-10-30,12.69841
2022-10-31,30.95238
2022-11-01,42.85714
2022-11-02,26.19047
2022-11-03,46.82539
2022-11-04,37.30158
2022-11-05,27.77777
2022-11-06,17.46031
2022-11-07,36.50793
2022-11-08,45.23809
2022-11-09,42.85714
2022-11-10,37.30158
2022-11-11,53.1746
2022-11-12,17.46031
2022-11-13,21.42857
2022-11-14,42.85714
2022-11-15,42.06349
2022-11-16,42.85714
2022-11-17,36.50793
2022-11-18,40.47619
2022-11-19,15.07936
2022-11-20,27.77777
2022-11-21,34.12698
2022-11-22,54.7619
2022-11-23,41.26984
2022-11-24,42.85714
2022-11-25,46.82539
2022-11-26,33.33333
2022-11-27,30.15873
2022-11-28,30.95238
2022-11-29,43.65079
2022-11-30,47.61904
2022-12-01,31.74603
2022-12-02,42.85714
2022-12-03,21.42857
2022-12-04,19.84126
2022-12-05,41.26984
2022-12-06,50.79365
2022-12-07,57.9365
2022-12-08,45.23809
2022-12-09,44.44444
2022-12-10,23.80952
2022-12-11,43.65079
2022-12-12,51.5873
2022-12-13,49.20634
2022-12-14,51.5873
2022-12-15,36.50793
2022-12-16,45.23809
2022-12-17,38.88888
2022-12-18,26.19047
2022-12-19,43.65079
2022-12-20,49.20634
2022-12-21,51.5873
2022-12-22,53.96825
2022-12-23,57.9365
2022-12-24,21.42857
2022-12-25,34.12698
2022-12-26,45.23809
2022-12-27,50.0
2022-12-28,53.96825
2022-12-29,60.31746
2022-12-30,47.61904
2022-12-31,31.74603
2023-01-01,34.12698
2023-01-02,79.36507
2023-01-03,66.66666
2023-01-04,71.42857
2023-01-05,65.07936
2023-01-06,65.87301
2023-01-07,53.96825
2023-01-08,45.23809
2023-01-09,87.30158
2023-01-10,59.5238
2023-01-11,82.53968
2023-01-12,63.49206
2023-01-13,57.9365
2023-01-14,55.55555
2023-01-15,42.85714
2023-01-16,71.42857
2023-01-17,65.87301
2023-01-18,69.84126
2023-01-19,72.22222
2023-01-20,52.38095
2023-01-21,45.23809
2023-01-22,30.95238
2023-01-23,33.33333
2023-01-24,42.85714
2023-01-25,62.69841
2023-01-26,67.46031
2023-01-27,59.5238
2023-01-28,42.06349
2023-01-29,46.82539
2023-01-30,56.3492
2023-01-31,74.60317
2023-02-01,73.80952
2023-02-02,76.98412
2023-02-03,91.26984
2023-02-04,46.82539
2023-02-05,38.88888
2023-02-06,65.07936
2023-02-07,79.36507
2023-02-08,55.55555
2023-02-09,60.31746
2023-02-10,66.66666
2023-02-11,50.79365
2023-02-12,42.06349
2023-02-13,53.96825
2023-02-14,62.69841
2023-02-15,58.73015
2023-02-16,59.5238
2023-02-17,62.69841
2023-02-18,28.57142
2023-02-19,34.92063
2023-02-20,71.42857
2023-02-21,61.11111
2023-02-22,72.22222
2023-02-23,79.36507
2023-02-24,46.82539
2023-02-25,27.77777
2023-02-26,32.53968
2023-02-27,46.03174
2023-02-28,51.5873
2023-03-01,42.85714
2023-03-02,51.5873
2023-03-03,55.55555
2023-03-04,41.26984
2023-03-05,42.85714
2023-03-06,57.14285
2023-03-07,71.42857
2023-03-08,75.39682
2023-03-09,59.5238
2023-03-10,49.20634
2023-03-11,33.33333
2023-03-12,27.77777
2023-03-13,66.66666
2023-03-14,53.96825
2023-03-15,70.63492
2023-03-16,78.57142
2023-03-17,64.28571
2023-03-18,49.20634
2023-03-19,39.68253
2023-03-20,56.3492
2023-03-21,65.07936
2023-03-22,80.95238
2023-03-23,63.49206
2023-03-24,38.09523
2023-03-25,31.74603
2023-03-26,23.80952
2023-03-27,61.90476
2023-03-28,42.85714
2023-03-29,64.28571
2023-03-30,50.79365
2023-03-31,40.47619
2023-04-01,31.74603
2023-04-02,23.80952
2023-04-03,38.09523
2023-04-04,32.53968
2023-04-05,41.26984
2023-04-06,45.23809
2023-04-07,36.50793
2023-04-08,19.84126
2023-04-09,28.57142
2023-04-10,42.85714
2023-04-11,50.79365
2023-04-12,39.68253
2023-04-13,47.61904
2023-04-14,33.33333
2023-04-15,23.80952
2023-04-16,19.04761
2023-04-17,51.5873
2023-04-18,31.74603
2023-04-19,45.23809
2023-04-20,61.11111
2023-04-21,37.30158
2023-04-22,29.36507
2023-04-23,24.60317
2023-04-24,43.65079
2023-04-25,52.38095
2023-04-26,46.03174
2023-04-27,34.92063
2023-04-28,26.98412
2023-04-29,24.60317
2023-04-30,28.57142
2023-05-01,34.92063
2023-05-02,46.03174
2023-05-03,39.68253
2023-05-04,42.85714
2023-05-05,29.36507
2023-05-06,15.07936
2023-05-07,25.39682
2023-05-08,46.82539
2023-05-09,38.88888
2023-05-10,41.26984
2023-05-11,33.33333
2023-05-12,49.20634
2023-05-13,30.15873
2023-05-14,26.19047
2023-05-15,49.20634
2023-05-16,58.73015
2023-05-17,63.49206
2023-05-18,44.44444
2023-05-19,30.95238
2023-05-20,24.60317
2023-05-21,29.36507
2023-05-22,53.1746
2023-05-23,37.30158
2023-05-24,44.44444
2023-05-25,42.85714
2023-05-26,30.15873
2023-05-27,22.22222
2023-05-28,26.98412
2023-05-29,34.12698
