date,5대골절
2023-05-31,69.74063
2023-06-01,68.29971
2023-06-02,70.60518
2023-06-03,37.46397
2023-06-04,25.64841
2023-06-05,69.16426
2023-06-06,34.29394
2023-06-07,78.38616
2023-06-08,61.67146
2023-06-09,68.29971
2023-06-10,35.1585
2023-06-11,25.93659
2023-06-12,74.35158
2023-06-13,69.45244
2023-06-14,70.317
2023-06-15,62.53602
2023-06-16,66.5706
2023-06-17,31.12391
2023-06-18,19.88472
2023-06-19,66.85878
2023-06-20,71.75792
2023-06-21,76.36887
2023-06-22,72.0461
2023-06-23,64.84149
2023-06-24,31.12391
2023-06-25,21.90201
2023-06-26,75.7925
2023-06-27,68.87608
2023-06-28,66.85878
2023-06-29,61.95965
2023-06-30,58.50144
2023-07-01,29.68299
2023-07-02,27.08933
2023-07-03,59.36599
2023-07-04,65.41786
2023-07-05,58.78962
2023-07-06,61.67146
2023-07-07,67.72334
2023-07-08,30.83573
2023-07-09,26.51296
2023-07-10,71.18155
2023-07-11,60.80691
2023-07-12,67.14697
2023-07-13,65.70605
2023-07-14,61.67146
2023-07-15,31.4121
2023-07-16,24.78386
2023-07-17,73.77521
2023-07-18,69.16426
2023-07-19,67.43515
2023-07-20,66.85878
2023-07-21,58.50144
2023-07-22,36.02305
2023-07-23,22.1902
2023-07-24,77.80979
2023-07-25,76.65706
2023-07-26,72.62247
2023-07-27,68.87608
2023-07-28,55.61959
2023-07-29,30.54755
2023-07-30,21.61383
2023-07-31,56.19596
2023-08-01,57.92507
2023-08-02,54.46685
2023-08-03,58.50144
2023-08-04,57.3487
2023-08-05,24.20749
2023-08-06,24.49567
2023-08-07,80.11527
2023-08-08,68.01152
2023-08-09,73.19884
2023-08-10,63.11239
2023-08-11,68.29971
2023-08-12,29.39481
2023-08-13,28.24207
2023-08-14,66.28242
2023-08-15,33.14121
2023-08-16,69.45244
2023-08-17,79.5389
2023-08-18,71.75792
2023-08-19,36.59942
2023-08-20,31.4121
2023-08-21,70.317
2023-08-22,77.52161
2023-08-23,70.02881
2023-08-24,56.19596
2023-08-25,54.17867
2023-08-26,34.58213
2023-08-27,25.36023
2023-08-28,76.94524
2023-08-29,69.16426
2023-08-30,75.21613
2023-08-31,68.29971
2023-09-01,68.58789
2023-09-02,32.27665
2023-09-03,23.63112
2023-09-04,73.77521
2023-09-05,72.0461
2023-09-06,59.65417
2023-09-07,65.12968
2023-09-08,61.38328
2023-09-09,27.95389
2023-09-10,24.49567
2023-09-11,77.52161
2023-09-12,78.96253
2023-09-13,64.26512
2023-09-14,63.40057
2023-09-15,57.63688
2023-09-16,31.70028
2023-09-17,26.51296
2023-09-18,81.26801
2023-09-19,78.09798
2023-09-20,62.53602
2023-09-21,67.14697
2023-09-22,58.21325
2023-09-23,34.87031
2023-09-24,25.64841
2023-09-25,70.89337
2023-09-26,63.68876
2023-09-27,60.51873
2023-09-28,23.9193
2023-09-29,20.74927
2023-09-30,15.85014
2023-10-01,20.17291
2023-10-02,32.27665
2023-10-03,33.71757
2023-10-04,80.11527
2023-10-05,83.86167
2023-10-06,66.85878
2023-10-07,33.14121
2023-10-08,21.32564
2023-10-09,28.53025
2023-10-10,79.5389
2023-10-11,69.45244
2023-10-12,70.89337
2023-10-13,68.29971
2023-10-14,31.98847
2023-10-15,28.24207
2023-10-16,71.18155
2023-10-17,85.30259
2023-10-18,69.45244
2023-10-19,80.97982
2023-10-20,59.94236
2023-10-21,33.71757
2023-10-22,24.49567
2023-10-23,78.38616
2023-10-24,75.7925
2023-10-25,67.14697
2023-10-26,71.46974
2023-10-27,73.77521
2023-10-28,36.31123
2023-10-29,32.85302
2023-10-30,78.38616
2023-10-31,71.46974
2023-11-01,65.12968
2023-11-02,71.46974
2023-11-03,73.48703
2023-11-04,35.73487
2023-11-05,25.93659
2023-11-06,74.92795
2023-11-07,79.25072
2023-11-08,84.14985
2023-11-09,82.70893
2023-11-10,76.94524
2023-11-11,33.42939
2023-11-12,33.14121
2023-11-13,79.82708
2023-11-14,70.02881
2023-11-15,72.91066
2023-11-16,77.23342
2023-11-17,65.70605
2023-11-18,30.25936
2023-11-19,29.10662
2023-11-20,85.87896
2023-11-21,77.80979
2023-11-22,72.62247
2023-11-23,75.50432
2023-11-24,71.75792
2023-11-25,37.17579
2023-11-26,28.81844
2023-11-27,71.75792
2023-11-28,88.47262
2023-11-29,74.0634
2023-11-30,68.01152
2023-12-01,51.00864
2023-12-02,30.25936
2023-12-03,29.10662
2023-12-04,84.43804
2023-12-05,71.75792
2023-12-06,82.99711
2023-12-07,70.89337
2023-12-08,70.89337
2023-12-09,31.12391
2023-12-10,33.14121
2023-12-11,93.65994
2023-12-12,78.38616
2023-12-13,84.43804
2023-12-14,76.08069
2023-12-15,66.28242
2023-12-16,42.36311
2023-12-17,28.53025
2023-12-18,87.89625
2023-12-19,78.38616
2023-12-20,72.91066
2023-12-21,70.60518
2023-12-22,62.53602
2023-12-23,33.71757
2023-12-24,29.39481
2023-12-25,34.87031
2023-12-26,100.0
2023-12-27,78.96253
2023-12-28,74.0634
2023-12-29,68.01152
2023-12-30,31.98847
2023-12-31,22.47838
2024-01-01,33.14121
2024-01-02,72.91066
2024-01-03,77.80979
2024-01-04,69.45244
2024-01-05,63.68876
2024-01-06,40.34582
2024-01-07,28.81844
2024-01-08,68.58789
2024-01-09,78.67435
2024-01-10,82.13256
2024-01-11,82.70893
2024-01-12,80.97982
2024-01-13,36.59942
2024-01-14,34.00576
2024-01-15,86.45533
2024-01-16,99.13544
2024-01-17,82.13256
2024-01-18,82.70893
2024-01-19,64.26512
2024-01-20,33.71757
2024-01-21,29.97118
2024-01-22,79.82708
2024-01-23,75.50432
2024-01-24,74.92795
2024-01-25,72.0461
2024-01-26,64.55331
2024-01-27,37.75216
2024-01-28,32.56484
2024-01-29,65.99423
2024-01-30,67.72334
2024-01-31,70.89337
2024-02-01,72.0461
2024-02-02,62.8242
2024-02-03,27.6657
2024-02-04,25.64841
2024-02-05,68.58789
2024-02-06,63.11239
2024-02-07,62.8242
2024-02-08,48.70317
2024-02-09,16.71469
2024-02-10,15.56195
2024-02-11,15.27377
2024-02-12,37.46397
2024-02-13,75.7925
2024-02-14,72.91066
2024-02-15,61.95965
2024-02-16,65.41786
2024-02-17,31.70028
2024-02-18,28.24207
2024-02-19,81.84438
2024-02-20,75.50432
2024-02-21,81.26801
2024-02-22,72.91066
2024-02-23,70.60518
2024-02-24,32.85302
2024-02-25,27.37752
2024-02-26,74.0634
2024-02-27,72.33429
2024-02-28,70.60518
2024-02-29,54.46685
2024-03-01,26.51296
2024-03-02,34.87031
2024-03-03,26.80115
2024-03-04,65.70605
2024-03-05,60.23054
2024-03-06,67.14697
2024-03-07,54.75504
2024-03-08,65.41786
2024-03-09,35.44668
2024-03-10,34.58213
2024-03-11,69.45244
2024-03-12,76.08069
2024-03-13,67.14697
2024-03-14,71.46974
2024-03-15,64.26512
2024-03-16,30.83573
2024-03-17,22.1902
2024-03-18,62.8242
2024-03-19,71.18155
2024-03-20,75.21613
