date,FX
2020-11-26,1.19369
2020-11-27,1.24395
2020-11-28,0.95704
2020-11-29,1.09526
2020-11-30,1.23767
2020-12-01,1.13924
2020-12-02,1.20625
2020-12-03,1.29002
2020-12-04,1.19788
2020-12-05,1.07222
2020-12-06,1.18531
2020-12-07,1.30887
2020-12-08,1.25861
2020-12-09,1.07432
2020-12-10,1.22301
2020-12-11,1.67116
2020-12-12,1.0806
2020-12-13,1.07013
2020-12-14,1.1183
2020-12-15,1.14761
2020-12-16,1.26698
2020-12-17,1.0073
2020-12-18,1.32772
2020-12-19,1.08269
2020-12-20,0.96751
2020-12-21,1.23767
2020-12-22,1.14133
2020-12-23,1.10783
2020-12-24,1.00102
2020-12-25,1.05338
2020-12-26,1.02615
2020-12-27,1.06385
2020-12-28,1.22091
2020-12-29,1.2251
2020-12-30,1.10992
2020-12-31,1.17903
2021-01-01,1.36122
2021-01-02,1.23557
2021-01-03,1.06594
2021-01-04,1.24395
2021-01-05,1.1518
2021-01-06,1.10573
2021-01-07,1.16227
2021-01-08,1.08688
2021-01-09,1.12039
2021-01-10,1.13924
2021-01-11,1.20416
2021-01-12,1.14552
2021-01-13,1.21254
2021-01-14,1.23767
2021-01-15,1.18531
2021-01-16,1.24185
2021-01-17,1.06175
2021-01-18,1.24604
2021-01-19,1.20835
2021-01-20,1.21672
2021-01-21,1.2963
2021-01-22,1.14761
2021-01-23,1.16437
2021-01-24,1.10783
2021-01-25,1.20206
2021-01-26,1.21463
2021-01-27,1.23557
2021-01-28,1.26698
2021-01-29,1.20625
2021-01-30,1.14552
2021-01-31,1.06385
2021-02-01,1.1183
2021-02-02,1.28583
2021-02-03,1.25232
2021-02-04,1.28164
2021-02-05,1.13714
2021-02-06,1.14971
2021-02-07,1.10364
2021-02-08,1.17903
2021-02-09,1.10364
2021-02-10,1.07222
2021-02-11,1.06385
2021-02-12,0.94238
2021-02-13,0.99893
2021-02-14,1.19997
2021-02-15,1.17065
2021-02-16,1.19997
2021-02-17,1.09107
2021-02-18,1.23138
2021-02-19,1.31934
2021-02-20,1.12667
2021-02-21,1.14761
2021-02-22,1.16856
2021-02-23,1.27746
2021-02-24,1.42405
2021-02-25,1.30468
2021-02-26,1.09107
2021-02-27,0.98008
2021-02-28,1.03034
2021-03-01,1.02825
2021-03-02,1.07641
2021-03-03,1.18112
2021-03-04,1.29421
2021-03-05,1.08479
2021-03-06,1.03243
2021-03-07,1.25861
2021-03-08,1.1874
2021-03-09,1.17065
2021-03-10,1.1874
2021-03-11,0.99474
2021-03-12,1.03453
2021-03-13,0.97798
2021-03-14,1.01149
2021-03-15,1.02825
2021-03-16,1.06385
2021-03-17,1.05966
2021-03-18,1.06804
2021-03-19,1.03034
2021-03-20,1.2628
2021-03-21,1.34447
2021-03-22,1.10992
2021-03-23,1.13505
2021-03-24,1.2251
2021-03-25,1.45337
2021-03-26,1.31306
2021-03-27,1.1518
2021-03-28,1.08898
2021-03-29,1.23767
2021-03-30,1.1539
2021-03-31,1.04709
2021-04-01,1.01149
2021-04-02,1.045
2021-04-03,1.10154
2021-04-04,1.14133
2021-04-05,1.17065
2021-04-06,1.07432
2021-04-07,1.21254
2021-04-08,1.21672
2021-04-09,3.23134
2021-04-10,2.201
2021-04-11,1.37588
2021-04-12,1.41567
2021-04-13,1.23976
2021-04-14,1.15599
2021-04-15,1.10992
2021-04-16,1.23767
2021-04-17,1.18112
2021-04-18,1.34447
2021-04-19,1.19788
2021-04-20,1.05756
2021-04-21,1.06175
2021-04-22,1.20416
2021-04-23,1.19578
2021-04-24,1.36751
2021-04-25,1.48687
2021-04-26,1.20416
2021-04-27,1.35075
2021-04-28,1.19369
2021-04-29,1.04291
2021-04-30,1.04291
2021-05-01,1.06594
2021-05-02,0.92144
2021-05-03,1.05756
2021-05-04,1.07851
2021-05-05,0.77904
2021-05-06,0.98846
2021-05-07,0.99474
2021-05-08,0.89212
2021-05-09,0.96123
2021-05-10,1.06385
2021-05-11,1.04081
2021-05-12,1.08269
2021-05-13,1.17275
2021-05-14,1.14343
2021-05-15,1.045
2021-05-16,1.07013
2021-05-17,1.08479
2021-05-18,1.38007
2021-05-19,1.14761
2021-05-20,1.13086
2021-05-21,1.1518
2021-05-22,1.10992
2021-05-23,0.99683
2021-05-24,0.99683
2021-05-25,1.11411
2021-05-26,1.05756
2021-05-27,1.1874
2021-05-28,1.12248
2021-05-29,1.10992
2021-05-30,1.07641
2021-05-31,1.06594
2021-06-01,1.09945
2021-06-02,1.20625
2021-06-03,1.21882
2021-06-04,1.17693
2021-06-05,1.18531
2021-06-06,1.09735
2021-06-07,1.1183
2021-06-08,1.15809
2021-06-09,1.09735
2021-06-10,1.14761
2021-06-11,1.05966
2021-06-12,1.27327
2021-06-13,1.09526
2021-06-14,1.20625
2021-06-15,0.96961
2021-06-16,1.07851
2021-06-17,1.41777
2021-06-18,1.21672
2021-06-19,1.14343
2021-06-20,1.09526
2021-06-21,1.1539
2021-06-22,1.12458
2021-06-23,1.08898
2021-06-24,1.06594
2021-06-25,1.02825
2021-06-26,0.99474
2021-06-27,0.94867
2021-06-28,1.16227
2021-06-29,1.2251
2021-06-30,1.13505
2021-07-01,0.96333
2021-07-02,0.96123
2021-07-03,1.00102
2021-07-04,1.01149
2021-07-05,1.01777
2021-07-06,0.98846
2021-07-07,0.9005
2021-07-08,1.05756
2021-07-09,1.04709
2021-07-10,1.05338
2021-07-11,0.92144
2021-07-12,1.01987
2021-07-13,1.25232
2021-07-14,1.53295
2021-07-15,1.19578
2021-07-16,1.14343
2021-07-17,1.08479
2021-07-18,1.1183
2021-07-19,1.22301
2021-07-20,1.11201
2021-07-21,1.10783
2021-07-22,0.94867
2021-07-23,1.03243
2021-07-24,1.0094
2021-07-25,1.02196
2021-07-26,1.12039
2021-07-27,1.00521
2021-07-28,1.41986
2021-07-29,1.68164
2021-07-30,1.56227
2021-07-31,1.30677
2021-08-01,1.19578
2021-08-02,1.06594
2021-08-03,1.02406
2021-08-04,1.21044
2021-08-05,1.0094
2021-08-06,1.10364
2021-08-07,1.04081
2021-08-08,1.05128
2021-08-09,1.39054
2021-08-10,1.84079
2021-08-11,1.2251
2021-08-12,1.10992
2021-08-13,1.17275
2021-08-14,1.34238
2021-08-15,1.09526
2021-08-16,1.57274
2021-08-17,1.57483
2021-08-18,1.21882
2021-08-19,1.08898
2021-08-20,1.13086
2021-08-21,1.14552
2021-08-22,1.06594
2021-08-23,1.39473
2021-08-24,1.72771
2021-08-25,1.42195
2021-08-26,1.14343
2021-08-27,1.10364
2021-08-28,1.4052
2021-08-29,1.22301
2021-08-30,1.30468
2021-08-31,1.334
2021-09-01,1.41567
2021-09-02,1.1895
2021-09-03,1.07013
2021-09-04,1.28583
2021-09-05,1.91409
2021-09-06,1.7654
2021-09-07,1.4073
2021-09-08,1.17065
2021-09-09,0.95914
2021-09-10,0.92982
2021-09-11,0.97589
2021-09-12,0.94448
2021-09-13,1.07851
2021-09-14,1.07013
2021-09-15,0.8628
2021-09-16,1.50153
2021-09-17,1.00102
2021-09-18,1.03872
2021-09-19,0.78741
2021-09-20,0.78951
2021-09-21,0.90678
2021-09-22,0.95076
2021-09-23,0.89631
2021-09-24,0.88793
2021-09-25,0.76438
2021-09-26,0.94448
2021-09-27,0.96333
2021-09-28,1.08479
2021-09-29,1.07013
2021-09-30,1.02615
2021-10-01,1.0073
2021-10-02,0.96961
2021-10-03,0.92563
2021-10-04,1.07641
2021-10-05,1.11411
2021-10-06,1.0094
2021-10-07,1.00521
2021-10-08,0.86699
2021-10-09,0.89003
2021-10-10,0.98008
2021-10-11,0.91306
2021-10-12,0.79788
2021-10-13,0.91097
2021-10-14,1.00521
2021-10-15,0.87956
2021-10-16,0.85652
2021-10-17,0.70574
2021-10-18,0.7937
2021-10-19,1.07641
2021-10-20,0.9382
2021-10-21,0.86071
2021-10-22,0.73925
2021-10-23,0.95076
2021-10-24,0.80626
2021-10-25,0.74553
2021-10-26,0.87537
2021-10-27,0.74553
2021-10-28,0.91725
2021-10-29,0.83558
2021-10-30,0.71202
2021-10-31,0.77904
2021-11-01,0.84814
2021-11-02,0.8272
2021-11-03,0.78532
2021-11-04,0.8272
2021-11-05,0.66804
2021-11-06,0.83139
2021-11-07,0.76647
2021-11-08,0.81254
2021-11-09,0.89841
2021-11-10,0.83977
2021-11-11,0.75809
2021-11-12,0.8272
2021-11-13,0.77275
2021-11-14,0.69108
2021-11-15,0.83558
2021-11-16,0.77275
2021-11-17,0.9717
2021-11-18,0.80836
2021-11-19,0.84186
2021-11-20,0.81254
2021-11-21,0.82511
2021-11-22,0.71202
2021-11-23,0.74134
2021-11-24,0.81254
2021-11-25,0.84605
2021-11-26,0.88584
2021-11-27,0.7937
2021-11-28,0.79788
2021-11-29,0.76228
2021-11-30,0.86699
2021-12-01,2.31618
2021-12-02,1.73818
2021-12-03,1.06594
2021-12-04,1.14343
2021-12-05,1.20625
2021-12-06,0.9005
2021-12-07,0.95495
2021-12-08,1.045
2021-12-09,0.84814
2021-12-10,1.02196
2021-12-11,0.87537
2021-12-12,0.91725
2021-12-13,0.76019
2021-12-14,0.77066
2021-12-15,0.81883
2021-12-16,0.81254
2021-12-17,0.87328
2021-12-18,0.68899
2021-12-19,0.73296
2021-12-20,0.80626
2021-12-21,0.80417
2021-12-22,0.78532
2021-12-23,0.70155
2021-12-24,0.69317
2021-12-25,0.74972
2021-12-26,0.73296
2021-12-27,1.60624
2021-12-28,1.16437
2021-12-29,1.03453
2021-12-30,0.8272
2021-12-31,2.85648
2022-01-01,1.63766
2022-01-02,1.32353
2022-01-03,1.14971
2022-01-04,1.21254
2022-01-05,1.21044
2022-01-06,1.22929
2022-01-07,1.1874
2022-01-08,1.00102
2022-01-09,1.04919
2022-01-10,1.05128
2022-01-11,0.95914
2022-01-12,0.99683
2022-01-13,1.03243
2022-01-14,0.92982
2022-01-15,1.03662
2022-01-16,0.95076
2022-01-17,0.87118
2022-01-18,0.96751
2022-01-19,0.93191
2022-01-20,0.95076
2022-01-21,0.9738
2022-01-22,1.03453
2022-01-23,0.95495
2022-01-24,0.94867
2022-01-25,0.98217
2022-01-26,1.05547
2022-01-27,0.85443
2022-01-28,1.04919
2022-01-29,0.88375
2022-01-30,0.94657
2022-01-31,0.89422
2022-02-01,1.07432
2022-02-02,0.8272
2022-02-03,1.27536
2022-02-04,1.10992
2022-02-05,0.94867
2022-02-06,1.13924
2022-02-07,1.94969
2022-02-08,1.54761
2022-02-09,1.23348
2022-02-10,1.30887
2022-02-11,1.2984
2022-02-12,1.11201
2022-02-13,1.08269
2022-02-14,1.04919
2022-02-15,1.09317
2022-02-16,0.90469
2022-02-17,1.05756
2022-02-18,0.86909
2022-02-19,0.95285
2022-02-20,0.91306
2022-02-21,0.96961
2022-02-22,0.88375
2022-02-23,0.9382
2022-02-24,0.92982
2022-02-25,0.90888
2022-02-26,0.87956
2022-02-27,0.83767
2022-02-28,0.81883
2022-03-01,0.96333
2022-03-02,0.81673
2022-03-03,0.86699
2022-03-04,0.83977
2022-03-05,1.02825
2022-03-06,0.77904
2022-03-07,1.10364
2022-03-08,1.1518
2022-03-09,1.13505
2022-03-10,0.99683
2022-03-11,1.16018
2022-03-12,1.90153
2022-03-13,1.46384
2022-03-14,1.37169
2022-03-15,1.39473
2022-03-16,1.11411
2022-03-17,1.08479
2022-03-18,1.03872
2022-03-19,1.14343
2022-03-20,1.03662
2022-03-21,1.10154
2022-03-22,1.045
2022-03-23,0.9717
2022-03-24,0.87746
2022-03-25,0.87328
2022-03-26,1.0073
2022-03-27,0.9382
2022-03-28,0.94029
2022-03-29,0.87746
2022-03-30,1.07432
2022-03-31,1.14133
2022-04-01,0.76647
2022-04-02,0.8628
2022-04-03,0.98217
2022-04-04,1.08688
2022-04-05,1.1518
2022-04-06,0.90469
2022-04-07,0.82092
2022-04-08,0.84186
2022-04-09,0.79579
2022-04-10,0.79998
2022-04-11,0.94448
2022-04-12,1.09945
2022-04-13,0.92354
2022-04-14,0.94867
2022-04-15,0.93191
2022-04-16,1.05966
2022-04-17,0.78741
2022-04-18,1.01568
2022-04-19,1.04709
2022-04-20,0.94448
2022-04-21,0.97589
2022-04-22,0.84814
2022-04-23,0.89212
2022-04-24,0.82092
2022-04-25,0.9005
2022-04-26,0.98636
2022-04-27,0.94448
2022-04-28,0.87537
2022-04-29,0.80626
2022-04-30,0.91097
2022-05-01,0.79788
2022-05-02,0.81045
2022-05-03,0.87746
2022-05-04,0.99055
2022-05-05,0.99683
2022-05-06,0.95495
2022-05-07,0.77275
2022-05-08,0.81673
2022-05-09,0.98427
2022-05-10,0.96751
2022-05-11,0.85862
2022-05-12,0.86699
2022-05-13,0.89212
2022-05-14,0.83139
2022-05-15,0.8293
2022-05-16,0.9005
2022-05-17,0.95076
2022-05-18,0.82301
2022-05-19,0.87537
2022-05-20,0.89631
2022-05-21,0.88375
2022-05-22,0.95914
2022-05-23,0.90259
2022-05-24,0.86071
2022-05-25,0.81464
2022-05-26,0.80207
2022-05-27,0.91306
2022-05-28,0.78951
2022-05-29,0.77275
2022-05-30,0.89003
2022-05-31,0.85862
2022-06-01,0.75809
2022-06-02,0.77275
2022-06-03,0.89631
2022-06-04,0.74553
2022-06-05,0.74762
2022-06-06,0.69108
2022-06-07,0.84605
2022-06-08,0.84605
2022-06-09,0.85862
2022-06-10,0.78322
2022-06-11,0.83767
2022-06-12,0.81464
2022-06-13,0.81254
2022-06-14,0.85024
2022-06-15,0.81673
2022-06-16,0.87328
2022-06-17,0.75391
2022-06-18,0.85652
2022-06-19,0.72878
2022-06-20,0.87118
2022-06-21,0.88584
2022-06-22,0.85233
2022-06-23,0.82511
2022-06-24,0.94029
2022-06-25,3.29207
2022-06-26,1.71305
2022-06-27,1.10154
2022-06-28,1.05966
2022-06-29,1.03034
2022-06-30,0.83558
2022-07-01,0.80836
2022-07-02,0.76019
2022-07-03,0.73715
2022-07-04,0.75181
2022-07-05,0.84814
2022-07-06,1.01568
2022-07-07,0.90888
2022-07-08,0.88375
2022-07-09,0.81254
2022-07-10,0.84186
2022-07-11,0.73506
2022-07-12,0.84605
2022-07-13,0.86909
2022-07-14,0.78532
2022-07-15,0.84814
2022-07-16,0.80836
2022-07-17,0.82511
2022-07-18,0.77904
2022-07-19,0.96542
2022-07-20,0.87328
2022-07-21,0.86699
2022-07-22,1.09107
2022-07-23,1.07851
2022-07-24,0.87537
2022-07-25,0.99264
2022-07-26,1.02406
2022-07-27,1.06175
2022-07-28,0.90888
2022-07-29,0.94029
2022-07-30,0.83767
2022-07-31,0.85862
2022-08-01,0.94448
2022-08-02,1.03662
2022-08-03,1.13714
2022-08-04,1.04291
2022-08-05,1.18112
2022-08-06,1.12877
2022-08-07,1.045
2022-08-08,1.05128
2022-08-09,1.03662
2022-08-10,1.05966
2022-08-11,1.1162
2022-08-12,1.10783
2022-08-13,1.26489
2022-08-14,1.23138
2022-08-15,1.19369
2022-08-16,1.10573
2022-08-17,1.05756
2022-08-18,1.045
2022-08-19,1.16437
2022-08-20,1.334
2022-08-21,1.4408
2022-08-22,1.35285
2022-08-23,1.19369
2022-08-24,1.24185
2022-08-25,1.10154
2022-08-26,1.09945
2022-08-27,1.03453
2022-08-28,1.01987
2022-08-29,1.07013
2022-08-30,1.06594
2022-08-31,0.98217
2022-09-01,0.93191
2022-09-02,0.90259
2022-09-03,1.05547
2022-09-04,0.94029
2022-09-05,1.0094
2022-09-06,1.0806
2022-09-07,0.98636
2022-09-08,0.85233
2022-09-09,0.90469
2022-09-10,0.85652
2022-09-11,0.72459
2022-09-12,0.77485
2022-09-13,0.87537
2022-09-14,0.91306
2022-09-15,0.88165
2022-09-16,0.80417
2022-09-17,0.86909
2022-09-18,0.74762
2022-09-19,0.86909
2022-09-20,0.86909
2022-09-21,0.85233
2022-09-22,0.86909
2022-09-23,0.81254
2022-09-24,0.69108
2022-09-25,0.73087
2022-09-26,0.83767
2022-09-27,0.74134
2022-09-28,1.05756
2022-09-29,0.85862
2022-09-30,0.72668
2022-10-01,0.76228
2022-10-02,0.7204
2022-10-03,0.7937
2022-10-04,0.81883
2022-10-05,0.78532
2022-10-06,0.8293
2022-10-07,0.78322
2022-10-08,0.87328
2022-10-09,0.82511
2022-10-10,0.71412
2022-10-11,0.77485
2022-10-12,0.69317
2022-10-13,0.80207
2022-10-14,0.83558
2022-10-15,0.79579
2022-10-16,0.78113
2022-10-17,0.80417
2022-10-18,0.75181
2022-10-19,0.87537
2022-10-20,0.75181
2022-10-21,0.77275
2022-10-22,0.72668
2022-10-23,0.67014
2022-10-24,0.80626
2022-10-25,0.74343
2022-10-26,0.76438
2022-10-27,0.91097
2022-10-28,0.70993
2022-10-29,0.7937
2022-10-30,0.59684
2022-10-31,0.70993
2022-11-01,0.72249
2022-11-02,0.7937
2022-11-03,0.82301
2022-11-04,0.73925
2022-11-05,0.7183
2022-11-06,0.72249
2022-11-07,0.78113
2022-11-08,0.8628
2022-11-09,0.91935
2022-11-10,0.94448
2022-11-11,0.95285
2022-11-12,0.90678
2022-11-13,0.78741
2022-11-14,1.07641
2022-11-15,0.94867
2022-11-16,0.77275
2022-11-17,1.02196
2022-11-18,0.90259
2022-11-19,0.78532
2022-11-20,0.8293
2022-11-21,0.84814
2022-11-22,0.82092
2022-11-23,0.70155
2022-11-24,0.71202
2022-11-25,0.79579
2022-11-26,0.83558
2022-11-27,0.80626
2022-11-28,0.83977
2022-11-29,0.96542
2022-11-30,1.17903
2022-12-01,0.9361
2022-12-02,0.96123
2022-12-03,0.91725
2022-12-04,0.85652
2022-12-05,0.85652
2022-12-06,0.85862
2022-12-07,0.89631
2022-12-08,0.94657
2022-12-09,0.91516
2022-12-10,0.80207
2022-12-11,0.66176
2022-12-12,0.85652
2022-12-13,0.80417
2022-12-14,0.85652
2022-12-15,0.84186
2022-12-16,0.95495
2022-12-17,0.93191
2022-12-18,0.83767
2022-12-19,0.73087
2022-12-20,0.77066
2022-12-21,0.83349
2022-12-22,0.71412
2022-12-23,0.70574
2022-12-24,0.77694
2022-12-25,0.70365
2022-12-26,0.81254
2022-12-27,0.89841
2022-12-28,0.71621
2022-12-29,0.77066
2022-12-30,0.85024
2022-12-31,0.94867
2023-01-01,0.85652
2023-01-02,0.87537
2023-01-03,0.80626
2023-01-04,0.78113
2023-01-05,0.88375
2023-01-06,0.9361
2023-01-07,0.76019
2023-01-08,0.80626
2023-01-09,0.80207
2023-01-10,0.88375
2023-01-11,0.89841
2023-01-12,0.84186
2023-01-13,0.88793
2023-01-14,0.72878
2023-01-15,0.71202
2023-01-16,0.87746
2023-01-17,0.8649
2023-01-18,0.90469
2023-01-19,0.80626
2023-01-20,0.73296
2023-01-21,0.70155
2023-01-22,0.81883
2023-01-23,0.77485
2023-01-24,0.78532
2023-01-25,0.73925
2023-01-26,0.74553
2023-01-27,0.79788
2023-01-28,1.04709
2023-01-29,0.84814
2023-01-30,0.76647
2023-01-31,0.8293
2023-02-01,0.76647
2023-02-02,0.85443
2023-02-03,0.90259
2023-02-04,0.79788
2023-02-05,0.75391
2023-02-06,0.85652
2023-02-07,0.84814
2023-02-08,0.84814
2023-02-09,0.72878
2023-02-10,0.84186
2023-02-11,0.75391
2023-02-12,0.63244
2023-02-13,0.83977
2023-02-14,0.99264
2023-02-15,0.78532
2023-02-16,0.9717
2023-02-17,0.99055
2023-02-18,0.87746
2023-02-19,0.70365
2023-02-20,0.77066
2023-02-21,0.75809
2023-02-22,0.89422
2023-02-23,0.77694
2023-02-24,0.83349
2023-02-25,0.65967
2023-02-26,0.72878
2023-02-27,0.73296
2023-02-28,0.73296
2023-03-01,0.68061
2023-03-02,0.69108
2023-03-03,0.756
2023-03-04,0.72878
2023-03-05,0.60522
2023-03-06,0.69317
2023-03-07,0.80207
2023-03-08,0.81883
2023-03-09,0.70783
2023-03-10,0.70993
2023-03-11,0.65967
2023-03-12,0.55496
2023-03-13,0.72249
2023-03-14,0.76438
2023-03-15,0.67851
2023-03-16,0.78951
2023-03-17,0.81254
2023-03-18,0.66386
2023-03-19,0.63035
2023-03-20,0.76857
2023-03-21,0.73296
2023-03-22,0.76019
2023-03-23,0.71621
2023-03-24,0.72249
2023-03-25,0.7183
2023-03-26,0.65338
2023-03-27,0.74134
2023-03-28,0.76857
2023-03-29,0.74762
2023-03-30,0.73715
2023-03-31,0.73296
2023-04-01,0.69108
2023-04-02,0.68061
2023-04-03,0.72249
2023-04-04,0.78741
2023-04-05,0.83977
2023-04-06,0.84605
2023-04-07,0.86699
2023-04-08,0.73715
2023-04-09,0.64291
2023-04-10,0.7937
2023-04-11,0.82301
2023-04-12,0.73925
2023-04-13,0.82301
2023-04-14,0.87328
2023-04-15,0.69527
2023-04-16,0.84814
2023-04-17,0.9717
2023-04-18,0.92354
2023-04-19,0.76438
2023-04-20,1.20625
2023-04-21,0.95076
2023-04-22,0.94448
2023-04-23,0.89212
2023-04-24,0.88584
2023-04-25,0.81673
2023-04-26,0.91097
2023-04-27,0.88375
2023-04-28,0.75181
2023-04-29,0.67642
2023-04-30,0.6827
2023-05-01,0.73925
2023-05-02,0.67433
2023-05-03,0.84186
2023-05-04,0.76438
2023-05-05,0.71621
2023-05-06,0.72668
2023-05-07,0.70993
2023-05-08,0.89212
2023-05-09,0.84396
2023-05-10,0.86909
2023-05-11,0.84186
2023-05-12,0.77066
2023-05-13,0.83558
2023-05-14,0.76857
2023-05-15,0.80417
2023-05-16,0.83349
2023-05-17,0.77275
2023-05-18,0.7916
2023-05-19,0.83977
2023-05-20,0.73715
2023-05-21,0.92354
2023-05-22,1.0073
2023-05-23,0.86071
2023-05-24,0.89212
2023-05-25,0.77904
2023-05-26,0.90469
2023-05-27,1.05966
2023-05-28,0.96123
2023-05-29,0.91516
