date,큐알코드만들기
2020-11-08,11.22914
2020-11-09,13.00263
2020-11-10,13.00263
2020-11-11,12.86215
2020-11-12,14.53028
2020-11-13,14.37225
2020-11-14,10.79894
2020-11-15,9.63125
2020-11-16,14.40737
2020-11-17,13.89815
2020-11-18,15.28533
2020-11-19,13.99473
2020-11-20,12.83582
2020-11-21,10.64091
2020-11-22,9.75417
2020-11-23,13.42405
2020-11-24,16.40035
2020-11-25,17.74363
2020-11-26,13.88937
2020-11-27,13.62598
2020-11-28,12.06321
2020-11-29,9.72783
2020-11-30,12.20368
2020-12-01,13.68744
2020-12-02,12.61633
2020-12-03,12.66022
2020-12-04,12.64266
2020-12-05,9.65759
2020-12-06,9.52589
2020-12-07,13.78402
2020-12-08,13.06409
2020-12-09,12.98507
2020-12-10,11.69446
2020-12-11,10.91308
2020-12-12,8.12115
2020-12-13,8.21773
2020-12-14,10.19315
2020-12-15,10.9043
2020-12-16,10.69359
2020-12-17,9.93854
2020-12-18,8.98156
2020-12-19,6.64618
2020-12-20,5.54872
2020-12-21,8.98156
2020-12-22,10.21071
2020-12-23,10.7287
2020-12-24,9.49956
2020-12-25,6.19841
2020-12-26,5.66286
2020-12-27,5.10096
2020-12-28,8.49868
2020-12-29,8.5338
2020-12-30,8.66549
2020-12-31,6.26865
2021-01-01,3.55575
2021-01-02,4.99561
2021-01-03,4.73222
2021-01-04,7.32221
2021-01-05,8.33187
2021-01-06,8.28797
2021-01-07,6.68129
2021-01-08,6.42669
2021-01-09,4.6971
2021-01-10,4.44249
2021-01-11,8.07726
2021-01-12,8.09482
2021-01-13,7.33099
2021-01-14,8.07726
2021-01-15,7.67339
2021-01-16,6.35645
2021-01-17,4.66198
2021-01-18,7.53292
2021-01-19,8.47234
2021-01-20,9.3942
2021-01-21,9.28007
2021-01-22,9.05179
2021-01-23,6.57594
2021-01-24,5.39947
2021-01-25,7.65583
2021-01-26,9.05179
2021-01-27,8.58647
2021-01-28,7.80509
2021-01-29,8.12993
2021-01-30,5.90869
2021-01-31,4.91659
2021-02-01,7.89288
2021-02-02,8.93766
2021-02-03,8.41088
2021-02-04,8.49868
2021-02-05,7.83143
2021-02-06,6.05794
2021-02-07,5.20632
2021-02-08,7.43634
2021-02-09,7.79631
2021-02-10,6.75153
2021-02-11,3.91571
2021-02-12,2.7568
2021-02-13,4.02985
2021-02-14,4.31957
2021-02-15,7.65583
2021-02-16,7.91044
2021-02-17,7.52414
2021-02-18,10.21071
2021-02-19,12.86215
2021-02-20,9.21861
2021-02-21,7.62071
2021-02-22,8.60403
2021-02-23,9.26251
2021-02-24,10.10535
2021-02-25,10.3863
2021-02-26,10.93064
2021-02-27,7.68217
2021-02-28,7.07638
2021-03-01,6.92712
2021-03-02,9.06057
2021-03-03,10.84284
2021-03-04,10.12291
2021-03-05,9.10447
2021-03-06,7.95434
2021-03-07,7.94556
2021-03-08,9.20105
2021-03-09,9.75417
2021-03-10,10.85162
2021-03-11,10.41264
2021-03-12,10.27216
2021-03-13,8.04214
2021-03-14,8.13871
2021-03-15,10.37752
2021-03-16,10.66725
2021-03-17,11.26426
2021-03-18,10.36874
2021-03-19,9.06057
2021-03-20,8.21773
2021-03-21,7.52414
2021-03-22,11.3345
2021-03-23,12.58999
2021-03-24,11.15891
2021-03-25,10.19315
2021-03-26,13.55575
2021-03-27,11.2467
2021-03-28,8.70061
2021-03-29,17.928
2021-03-30,15.48726
2021-03-31,12.89727
2021-04-01,13.37137
2021-04-02,12.01931
2021-04-03,8.8762
2021-04-04,9.71905
2021-04-05,17.26953
2021-04-06,20.12291
2021-04-07,16.78665
2021-04-08,16.48814
2021-04-09,14.90781
2021-04-10,12.41439
2021-04-11,10.79894
2021-04-12,12.2827
2021-04-13,14.17032
2021-04-14,14.44249
2021-04-15,14.25812
2021-04-16,13.6611
2021-04-17,11.31694
2021-04-18,9.44688
2021-04-19,11.79982
2021-04-20,12.77436
2021-04-21,12.33538
2021-04-22,13.44161
2021-04-23,12.29148
2021-04-24,10.68481
2021-04-25,9.45566
2021-04-26,12.02809
2021-04-27,12.40561
2021-04-28,12.77436
2021-04-29,13.0992
2021-04-30,11.11501
2021-05-01,9.56101
2021-05-02,8.20895
2021-05-03,11.60667
2021-05-04,10.68481
2021-05-05,8.88498
2021-05-06,11.97541
2021-05-07,11.79982
2021-05-08,8.09482
2021-05-09,7.08516
2021-05-10,11.46619
2021-05-11,11.41352
2021-05-12,11.47497
2021-05-13,23.41527
2021-05-14,21.51009
2021-05-15,16.00526
2021-05-16,12.98507
2021-05-17,15.57506
2021-05-18,15.69798
2021-05-19,13.08165
2021-05-20,14.33713
2021-05-21,13.03775
2021-05-22,10.76382
2021-05-23,9.90342
2021-05-24,12.61633
2021-05-25,15.09218
2021-05-26,13.37137
2021-05-27,14.1791
2021-05-28,12.99385
2021-05-29,9.38542
2021-05-30,9.08691
2021-05-31,11.56277
2021-06-01,11.01843
2021-06-02,10.99209
2021-06-03,11.00965
2021-06-04,10.79894
2021-06-05,8.84986
2021-06-06,7.69095
2021-06-07,10.26338
2021-06-08,10.71992
2021-06-09,10.85162
2021-06-10,10.70237
2021-06-11,10.41264
2021-06-12,9.03424
2021-06-13,7.69095
2021-06-14,10.35996
2021-06-15,11.31694
2021-06-16,12.06321
2021-06-17,11.41352
2021-06-18,11.91395
2021-06-19,8.5338
2021-06-20,7.69095
2021-06-21,11.59789
2021-06-22,10.75504
2021-06-23,13.47673
2021-06-24,12.16856
2021-06-25,10.41264
2021-06-26,8.03336
2021-06-27,6.41791
2021-06-28,10.2985
2021-06-29,12.3266
2021-06-30,13.11676
2021-07-01,11.77348
2021-07-02,11.27304
2021-07-03,7.35733
2021-07-04,6.5496
2021-07-05,11.75592
2021-07-06,12.08955
2021-07-07,14.44249
2021-07-08,16.05794
2021-07-09,13.95961
2021-07-10,9.80684
2021-07-11,8.00702
2021-07-12,12.57243
2021-07-13,14.6093
2021-07-14,15.10096
2021-07-15,13.96839
2021-07-16,12.46707
2021-07-17,7.70851
2021-07-18,7.56804
2021-07-19,9.85952
2021-07-20,10.76382
2021-07-21,9.21861
2021-07-22,10.24582
2021-07-23,10.46532
2021-07-24,7.41
2021-07-25,6.14574
2021-07-26,9.26251
2021-07-27,12.73046
2021-07-28,12.94995
2021-07-29,11.12379
2021-07-30,18.65671
2021-07-31,18.23529
2021-08-01,10.88674
2021-08-02,12.78314
2021-08-03,13.2309
2021-08-04,13.01141
2021-08-05,13.49429
2021-08-06,11.86128
2021-08-07,12.20368
2021-08-08,10.21949
2021-08-09,12.38805
2021-08-10,11.68568
2021-08-11,12.44951
2021-08-12,11.60667
2021-08-13,10.67603
2021-08-14,8.5338
2021-08-15,8.57769
2021-08-16,8.66549
2021-08-17,9.76294
2021-08-18,9.89464
2021-08-19,11.07111
2021-08-20,10.84284
2021-08-21,8.4899
2021-08-22,9.02546
2021-08-23,12.58999
2021-08-24,14.60052
2021-08-25,13.74012
2021-08-26,12.78314
2021-08-27,12.50219
2021-08-28,8.95522
2021-08-29,7.85776
2021-08-30,11.86128
2021-08-31,10.71115
2021-09-01,12.1949
2021-09-02,11.29938
2021-09-03,11.86128
2021-09-04,9.78928
2021-09-05,8.34942
2021-09-06,13.11676
2021-09-07,13.53819
2021-09-08,12.3266
2021-09-09,13.16944
2021-09-10,11.39596
2021-09-11,9.18349
2021-09-12,7.98946
2021-09-13,12.87093
2021-09-14,10.8604
2021-09-15,11.21158
2021-09-16,11.30816
2021-09-17,10.28094
2021-09-18,6.48814
2021-09-19,5.61018
2021-09-20,5.03072
2021-09-21,3.76646
2021-09-22,6.00526
2021-09-23,11.43107
2021-09-24,10.89552
2021-09-25,8.06848
2021-09-26,6.89201
2021-09-27,11.73836
2021-09-28,12.29148
2021-09-29,11.88762
2021-09-30,11.51887
2021-10-01,11.07111
2021-10-02,7.91044
2021-10-03,7.75241
2021-10-04,8.21773
2021-10-05,11.36084
2021-10-06,10.92186
2021-10-07,12.27392
2021-10-08,12.12467
2021-10-09,8.32309
2021-10-10,7.38366
2021-10-11,7.69095
2021-10-12,11.30816
2021-10-13,11.64179
2021-10-14,11.68568
2021-10-15,10.96575
2021-10-16,7.9719
2021-10-17,6.29499
2021-10-18,11.61545
2021-10-19,12.01053
2021-10-20,10.80772
2021-10-21,11.36084
2021-10-22,9.38542
2021-10-23,6.82177
2021-10-24,6.83055
2021-10-25,11.32572
2021-10-26,13.01141
2021-10-27,12.49341
2021-10-28,12.87093
2021-10-29,13.00263
2021-10-30,9.0079
2021-10-31,10.2546
2021-11-01,17.48024
2021-11-02,17.27831
2021-11-03,13.88059
2021-11-04,12.8007
2021-11-05,12.31782
2021-11-06,9.77172
2021-11-07,9.64003
2021-11-08,13.20456
2021-11-09,14.04741
2021-11-10,13.68744
2021-11-11,12.03687
2021-11-12,11.17647
2021-11-13,8.23529
2021-11-14,7.89288
2021-11-15,12.20368
2021-11-16,12.58999
2021-11-17,11.51009
2021-11-18,11.22914
2021-11-19,9.58735
2021-11-20,7.78753
2021-11-21,7.76119
2021-11-22,10.89552
2021-11-23,12.12467
2021-11-24,9.85952
2021-11-25,11.23792
2021-11-26,10.40386
2021-11-27,8.27919
2021-11-28,7.90166
2021-11-29,11.05355
2021-11-30,11.2906
2021-12-01,11.26426
2021-12-02,11.11501
2021-12-03,13.08165
2021-12-04,9.42932
2021-12-05,10.64969
2021-12-06,19.20983
2021-12-07,18.06848
2021-12-08,17.90166
2021-12-09,16.98858
2021-12-10,16.25109
2021-12-11,13.05531
2021-12-12,22.3705
2021-12-13,85.18876
2021-12-14,100.0
2021-12-15,48.27919
2021-12-16,39.49956
2021-12-17,32.1949
2021-12-18,28.57769
2021-12-19,26.40035
2021-12-20,30.13169
2021-12-21,28.12993
2021-12-22,23.81913
2021-12-23,22.7568
2021-12-24,18.89376
2021-12-25,16.32133
2021-12-26,14.30201
2021-12-27,16.09306
2021-12-28,18.57769
2021-12-29,18.22651
2021-12-30,17.13784
2021-12-31,17.43634
2022-01-01,16.53204
2022-01-02,21.22036
2022-01-03,28.86742
2022-01-04,22.99385
2022-01-05,16.47058
2022-01-06,15.39947
2022-01-07,14.62686
2022-01-08,13.45917
2022-01-09,17.42756
2022-01-10,25.54872
2022-01-11,18.60403
2022-01-12,15.56628
2022-01-13,14.53028
2022-01-14,13.5733
2022-01-15,11.49253
2022-01-16,11.13257
2022-01-17,12.08077
2022-01-18,11.74714
2022-01-19,10.62335
2022-01-20,9.29762
2022-01-21,9.25373
2022-01-22,9.07813
2022-01-23,7.60316
2022-01-24,8.61281
2022-01-25,9.89464
2022-01-26,9.12203
2022-01-27,9.33274
2022-01-28,7.75241
2022-01-29,5.91747
2022-01-30,4.6532
2022-01-31,4.37225
2022-02-01,3.86303
2022-02-02,4.73222
2022-02-03,8.86742
2022-02-04,8.26163
2022-02-05,5.66286
2022-02-06,5.89113
2022-02-07,7.57682
2022-02-08,8.31431
2022-02-09,7.81387
2022-02-10,7.80509
2022-02-11,7.91922
2022-02-12,5.77699
2022-02-13,5.57506
2022-02-14,7.72607
2022-02-15,7.5856
2022-02-16,7.12906
2022-02-17,7.69973
2022-02-18,8.84108
2022-02-19,5.42581
2022-02-20,4.61808
2022-02-21,7.5856
2022-02-22,7.91044
2022-02-23,7.51536
2022-02-24,7.5856
2022-02-25,7.26953
2022-02-26,4.47761
2022-02-27,5.13608
2022-02-28,6.56716
2022-03-01,6.56716
2022-03-02,8.03336
2022-03-03,8.63037
2022-03-04,7.4978
2022-03-05,5.44337
2022-03-06,5.71553
2022-03-07,8.25285
2022-03-08,8.45478
2022-03-09,5.05706
2022-03-10,7.8841
2022-03-11,7.26075
2022-03-12,4.58296
2022-03-13,4.58296
2022-03-14,7.41878
2022-03-15,7.65583
2022-03-16,6.9359
2022-03-17,5.80333
2022-03-18,6.5935
2022-03-19,3.38893
2022-03-20,3.51185
2022-03-21,6.40035
2022-03-22,6.76909
2022-03-23,7.57682
2022-03-24,6.41791
2022-03-25,6.90079
2022-03-26,4.12642
2022-03-27,4.02985
2022-03-28,6.73397
2022-03-29,6.73397
2022-03-30,8.12115
2022-03-31,7.95434
2022-04-01,6.88323
2022-04-02,3.7489
2022-04-03,4.04741
2022-04-04,7.23441
2022-04-05,8.49868
2022-04-06,7.82265
2022-04-07,7.59438
2022-04-08,6.69007
2022-04-09,3.24846
2022-04-10,3.59086
2022-04-11,8.0597
2022-04-12,8.58647
2022-04-13,8.11237
2022-04-14,7.19051
2022-04-15,7.32221
2022-04-16,3.48551
2022-04-17,3.37137
2022-04-18,7.50658
2022-04-19,6.43546
2022-04-20,6.98858
2022-04-21,8.31431
2022-04-22,5.82089
2022-04-23,3.09043
2022-04-24,3.08165
2022-04-25,6.96224
2022-04-26,7.5417
2022-04-27,7.81387
2022-04-28,7.72607
2022-04-29,7.24319
2022-04-30,3.45039
2022-05-01,3.78402
2022-05-02,7.87532
2022-05-03,8.42844
2022-05-04,7.48024
2022-05-05,3.56453
2022-05-06,4.85513
2022-05-07,2.90605
2022-05-08,3.60842
2022-05-09,7.90166
2022-05-10,8.65671
2022-05-11,8.82352
2022-05-12,8.48112
2022-05-13,7.41878
2022-05-14,3.20456
2022-05-15,3.52941
2022-05-16,9.14837
2022-05-17,10.0
2022-05-18,8.81474
2022-05-19,8.71817
2022-05-20,6.83933
2022-05-21,3.46795
2022-05-22,3.95083
2022-05-23,7.23441
2022-05-24,8.55136
2022-05-25,7.64705
2022-05-26,7.41878
2022-05-27,6.53204
2022-05-28,3.44161
2022-05-29,3.65232
2022-05-30,7.19051
2022-05-31,6.73397
2022-06-01,3.84547
2022-06-02,7.31343
2022-06-03,6.83933
2022-06-04,2.72168
2022-06-05,2.99385
2022-06-06,3.50307
2022-06-07,7.14661
2022-06-08,7.5856
2022-06-09,8.49868
2022-06-10,6.86567
2022-06-11,3.46795
2022-06-12,3.24846
2022-06-13,6.97102
2022-06-14,7.75241
2022-06-15,7.0676
2022-06-16,6.98858
2022-06-17,6.60228
2022-06-18,3.02019
2022-06-19,3.69622
2022-06-20,6.33889
2022-06-21,7.93678
2022-06-22,8.15627
2022-06-23,8.58647
2022-06-24,7.40122
2022-06-25,3.11676
2022-06-26,2.97629
2022-06-27,8.00702
2022-06-28,7.40122
2022-06-29,8.0158
2022-06-30,8.3582
2022-07-01,8.59525
2022-07-02,3.51185
2022-07-03,3.51185
2022-07-04,9.9561
2022-07-05,11.56277
2022-07-06,9.75417
2022-07-07,12.09833
2022-07-08,9.64003
2022-07-09,3.75768
2022-07-10,4.02985
2022-07-11,10.79016
2022-07-12,10.7287
2022-07-13,9.68393
2022-07-14,10.32484
2022-07-15,9.42054
2022-07-16,3.35381
2022-07-17,3.92449
2022-07-18,8.85864
2022-07-19,7.78753
2022-07-20,7.48024
2022-07-21,7.21685
2022-07-22,6.06672
2022-07-23,3.36259
2022-07-24,3.2309
2022-07-25,5.6014
2022-07-26,5.23266
2022-07-27,5.85601
2022-07-28,6.0316
2022-07-29,5.19754
2022-07-30,2.88849
2022-07-31,2.73046
2022-08-01,5.26777
2022-08-02,5.53994
2022-08-03,5.17998
2022-08-04,5.63652
2022-08-05,5.0834
2022-08-06,2.89727
2022-08-07,2.73924
2022-08-08,5.35557
2022-08-09,6.02282
2022-08-10,6.18964
2022-08-11,5.75943
2022-08-12,5.81211
2022-08-13,3.13432
2022-08-14,2.99385
2022-08-15,3.43283
2022-08-16,6.4618
2022-08-17,6.25109
2022-08-18,7.29587
2022-08-19,6.97102
2022-08-20,3.705
2022-08-21,3.66988
2022-08-22,7.0676
2022-08-23,8.02458
2022-08-24,8.07726
2022-08-25,8.0597
2022-08-26,7.37489
2022-08-27,3.1431
2022-08-28,3.45917
2022-08-29,7.46268
2022-08-30,7.64705
2022-08-31,7.08516
2022-09-01,8.50746
2022-09-02,8.95522
2022-09-03,3.5733
2022-09-04,4.07374
2022-09-05,7.64705
2022-09-06,8.02458
2022-09-07,7.86654
2022-09-08,6.90079
2022-09-09,1.8086
2022-09-10,1.87006
2022-09-11,2.03687
2022-09-12,3.47673
2022-09-13,8.05092
2022-09-14,9.93854
2022-09-15,9.12203
2022-09-16,9.52589
2022-09-17,3.72256
2022-09-18,3.95083
2022-09-19,9.35908
2022-09-20,9.61369
2022-09-21,10.04389
2022-09-22,10.9482
2022-09-23,8.13871
2022-09-24,3.71378
2022-09-25,4.01229
2022-09-26,9.10447
2022-09-27,10.07901
2022-09-28,10.21071
2022-09-29,10.02633
2022-09-30,8.36698
2022-10-01,3.33625
2022-10-02,2.98507
2022-10-03,4.10008
2022-10-04,9.70149
2022-10-05,10.42142
2022-10-06,10.17559
2022-10-07,8.95522
2022-10-08,3.187
2022-10-09,3.5733
2022-10-10,4.6093
2022-10-11,10.9482
2022-10-12,11.3345
2022-10-13,11.28182
2022-10-14,9.4381
2022-10-15,3.92449
2022-10-16,4.59174
2022-10-17,10.4741
2022-10-18,10.64091
2022-10-19,10.56189
2022-10-20,9.78928
2022-10-21,9.51712
2022-10-22,3.71378
2022-10-23,4.04741
2022-10-24,12.08955
2022-10-25,11.94907
2022-10-26,11.29938
2022-10-27,10.42142
2022-10-28,9.4381
2022-10-29,4.18788
2022-10-30,3.72256
2022-10-31,8.78841
2022-11-01,10.2546
2022-11-02,10.53555
2022-11-03,10.17559
2022-11-04,9.19227
2022-11-05,4.20544
2022-11-06,4.78489
2022-11-07,11.07111
2022-11-08,11.86128
2022-11-09,9.66637
2022-11-10,11.07989
2022-11-11,9.99122
2022-11-12,3.78402
2022-11-13,4.47761
2022-11-14,10.80772
2022-11-15,10.06145
2022-11-16,9.60491
2022-11-17,9.17471
2022-11-18,8.51624
2022-11-19,4.42493
2022-11-20,4.47761
2022-11-21,9.64881
2022-11-22,11.2906
2022-11-23,10.01755
2022-11-24,10.76382
2022-11-25,8.9201
2022-11-26,4.37225
2022-11-27,4.93415
2022-11-28,10.36874
2022-11-29,10.06145
2022-11-30,10.35118
2022-12-01,9.9122
2022-12-02,9.50834
2022-12-03,4.1791
2022-12-04,4.52151
2022-12-05,10.20193
2022-12-06,9.56979
2022-12-07,10.2985
2022-12-08,10.30728
2022-12-09,8.34942
2022-12-10,4.10886
2022-12-11,4.57418
2022-12-12,9.68393
2022-12-13,9.19227
2022-12-14,9.8683
2022-12-15,9.17471
2022-12-16,9.42054
2022-12-17,3.88059
2022-12-18,4.67954
2022-12-19,9.67515
2022-12-20,10.22827
2022-12-21,9.58735
2022-12-22,10.2985
2022-12-23,9.56979
2022-12-24,3.38893
2022-12-25,3.58208
2022-12-26,6.83933
2022-12-27,7.28709
2022-12-28,5.72431
2022-12-29,5.9877
2022-12-30,4.82879
2022-12-31,2.99385
2023-01-01,2.80948
2023-01-02,6.13696
2023-01-03,6.82177
2023-01-04,6.40913
2023-01-05,6.55838
2023-01-06,6.77787
2023-01-07,3.63476
2023-01-08,3.48551
2023-01-09,7.05004
2023-01-10,6.77787
2023-01-11,6.24231
2023-01-12,7.16417
2023-01-13,5.9877
2023-01-14,3.51185
2023-01-15,4.44249
2023-01-16,6.69885
2023-01-17,6.55838
2023-01-18,5.73309
2023-01-19,5.84723
2023-01-20,4.97805
2023-01-21,2.21246
2023-01-22,1.51887
2023-01-23,2.14223
2023-01-24,3.28358
2023-01-25,6.4618
2023-01-26,6.67251
2023-01-27,6.44424
2023-01-28,3.7928
2023-01-29,3.80158
2023-01-30,6.25109
2023-01-31,7.07638
2023-02-01,7.36611
2023-02-02,8.08604
2023-02-03,7.07638
2023-02-04,4.35469
2023-02-05,3.98595
2023-02-06,6.90079
2023-02-07,8.29675
2023-02-08,8.34064
2023-02-09,7.74363
2023-02-10,7.66461
2023-02-11,4.46883
2023-02-12,4.31079
2023-02-13,7.85776
2023-02-14,8.07726
2023-02-15,8.15627
2023-02-16,7.84021
2023-02-17,7.91044
2023-02-18,4.25812
2023-02-19,4.59174
2023-02-20,8.78841
2023-02-21,9.73661
2023-02-22,9.66637
2023-02-23,9.36786
2023-02-24,8.43722
2023-02-25,4.52151
2023-02-26,4.52151
2023-02-27,9.0079
2023-02-28,9.62247
2023-03-01,9.93854
2023-03-02,14.64442
2023-03-03,12.01931
2023-03-04,7.57682
2023-03-05,8.94644
2023-03-06,15.70676
2023-03-07,14.10008
2023-03-08,15.61896
2023-03-09,13.74012
2023-03-10,12.35294
2023-03-11,5.19754
2023-03-12,6.54082
2023-03-13,11.34328
2023-03-14,12.05443
2023-03-15,12.36172
2023-03-16,10.56189
2023-03-17,11.15891
2023-03-18,5.05706
2023-03-19,5.56628
2023-03-20,10.2985
2023-03-21,11.61545
2023-03-22,12.21246
2023-03-23,11.7208
2023-03-24,11.2028
2023-03-25,4.54784
2023-03-26,5.14486
2023-03-27,11.32572
2023-03-28,11.75592
2023-03-29,12.92361
2023-03-30,11.10623
2023-03-31,10.79894
2023-04-01,4.67076
2023-04-02,4.94293
2023-04-03,12.64266
2023-04-04,12.68656
2023-04-05,13.89815
2023-04-06,13.39771
2023-04-07,11.91395
2023-04-08,4.06496
2023-04-09,5.28533
2023-04-10,13.33625
2023-04-11,13.52941
2023-04-12,14.16154
2023-04-13,13.59086
2023-04-14,11.87884
2023-04-15,4.86391
2023-04-16,4.72344
2023-04-17,13.05531
2023-04-18,12.2827
2023-04-19,13.40649
2023-04-20,11.55399
2023-04-21,11.63301
2023-04-22,4.50395
2023-04-23,4.54784
2023-04-24,12.23002
2023-04-25,12.34416
2023-04-26,12.33538
2023-04-27,12.23002
2023-04-28,10.85162
2023-04-29,4.53906
2023-04-30,4.75856
2023-05-01,8.11237
2023-05-02,11.66812
2023-05-03,14.34591
2023-05-04,12.50219
2023-05-05,4.81123
2023-05-06,4.88147
2023-05-07,5.69798
2023-05-08,13.97717
2023-05-09,13.89815
2023-05-10,14.55662
2023-05-11,14.21422
2023-05-12,11.52765
2023-05-13,5.20632
2023-05-14,5.54872
2023-05-15,12.8007
2023-05-16,15.71553
2023-05-17,15.28533
2023-05-18,13.83669
2023-05-19,12.25636
2023-05-20,5.25899
2023-05-21,6.37401
2023-05-22,14.73222
2023-05-23,15.80333
2023-05-24,12.94995
2023-05-25,14.5654
2023-05-26,13.87181
2023-05-27,4.27568
2023-05-28,4.95171
