date,R&D
2020-10-08,11.17329
2020-10-09,6.42609
2020-10-10,5.57699
2020-10-11,6.77344
2020-10-12,11.36626
2020-10-13,12.73639
2020-10-14,12.89077
2020-10-15,11.65573
2020-10-16,12.46622
2020-10-17,6.79274
2020-10-18,7.58394
2020-10-19,14.70474
2020-10-20,13.06445
2020-10-21,12.75569
2020-10-22,13.14164
2020-10-23,11.30837
2020-10-24,6.13662
2020-10-25,8.35584
2020-10-26,14.04862
2020-10-27,13.97143
2020-10-28,12.40833
2020-10-29,12.29255
2020-10-30,10.53647
2020-10-31,6.56117
2020-11-01,7.66113
2020-11-02,12.87147
2020-11-03,12.40833
2020-11-04,11.40486
2020-11-05,11.19258
2020-11-06,13.04515
2020-11-07,5.88575
2020-11-08,7.54534
2020-11-09,12.71709
2020-11-10,12.33114
2020-11-11,17.61868
2020-11-12,12.98726
2020-11-13,11.63643
2020-11-14,5.80856
2020-11-15,7.25588
2020-11-16,13.29602
2020-11-17,14.91702
2020-11-18,13.81705
2020-11-19,12.6399
2020-11-20,12.29255
2020-11-21,7.66113
2020-11-22,8.08568
2020-11-23,11.28907
2020-11-24,13.54689
2020-11-25,12.25395
2020-11-26,11.40486
2020-11-27,10.49787
2020-11-28,6.09803
2020-11-29,7.23658
2020-11-30,16.57661
2020-12-01,11.8873
2020-12-02,12.17676
2020-12-03,18.13971
2020-12-04,13.06445
2020-12-05,7.54534
2020-12-06,9.24353
2020-12-07,13.50829
2020-12-08,14.37668
2020-12-09,18.2362
2020-12-10,14.04862
2020-12-11,11.25048
2020-12-12,7.50675
2020-12-13,8.16287
2020-12-14,12.52412
2020-12-15,13.37321
2020-12-16,13.37321
2020-12-17,11.96449
2020-12-18,11.17329
2020-12-19,5.71208
2020-12-20,6.54187
2020-12-21,26.55345
2020-12-22,21.18873
2020-12-23,13.25742
2020-12-24,8.93477
2020-12-25,4.59282
2020-12-26,6.3103
2020-12-27,8.10497
2020-12-28,13.35391
2020-12-29,14.12582
2020-12-30,11.34697
2020-12-31,6.96642
2021-01-01,4.55422
2021-01-02,4.95947
2021-01-03,5.96294
2021-01-04,11.71362
2021-01-05,13.54689
2021-01-06,13.4504
2021-01-07,12.04168
2021-01-08,10.71015
2021-01-09,5.96294
2021-01-10,6.86993
2021-01-11,12.23465
2021-01-12,12.15746
2021-01-13,13.14164
2021-01-14,12.52412
2021-01-15,10.18911
2021-01-16,5.36472
2021-01-17,6.65766
2021-01-18,11.52064
2021-01-19,13.31532
2021-01-20,11.15399
2021-01-21,13.25742
2021-01-22,11.8487
2021-01-23,6.11732
2021-01-24,6.65766
2021-01-25,12.6206
2021-01-26,13.72057
2021-01-27,12.36974
2021-01-28,11.19258
2021-01-29,10.67155
2021-01-30,4.92087
2021-01-31,5.96294
2021-02-01,13.4697
2021-02-02,11.77151
2021-02-03,17.17483
2021-02-04,13.99073
2021-02-05,11.46275
2021-02-06,5.75067
2021-02-07,5.11385
2021-02-08,12.06098
2021-02-09,10.57506
2021-02-10,7.75762
2021-02-11,4.7279
2021-02-12,3.64724
2021-02-13,4.12967
2021-02-14,5.19104
2021-02-15,11.8487
2021-02-16,11.32767
2021-02-17,11.57854
2021-02-18,11.50135
2021-02-19,10.45928
2021-02-20,4.12967
2021-02-21,5.55769
2021-02-22,11.11539
2021-02-23,11.15399
2021-02-24,10.15052
2021-02-25,11.17329
2021-02-26,10.32419
2021-02-27,4.51563
2021-02-28,4.6893
2021-03-01,5.67348
2021-03-02,13.58548
2021-03-03,15.34156
2021-03-04,14.2416
2021-03-05,12.09957
2021-03-06,6.19451
2021-03-07,6.2717
2021-03-08,13.4504
2021-03-09,14.56966
2021-03-10,14.87842
2021-03-11,13.95214
2021-03-12,13.23813
2021-03-13,6.17522
2021-03-14,6.63836
2021-03-15,15.72751
2021-03-16,14.39598
2021-03-17,14.29949
2021-03-18,14.49247
2021-03-19,10.69085
2021-03-20,6.19451
2021-03-21,8.58741
2021-03-22,15.26437
2021-03-23,14.62755
2021-03-24,14.58896
2021-03-25,13.04515
2021-03-26,10.74874
2021-03-27,5.98224
2021-03-28,6.79274
2021-03-29,12.98726
2021-03-30,13.08375
2021-03-31,13.54689
2021-04-01,12.38903
2021-04-02,11.32767
2021-04-03,6.75414
2021-04-04,7.81551
2021-04-05,14.49247
2021-04-06,14.83983
2021-04-07,14.31879
2021-04-08,11.26978
2021-04-09,11.34697
2021-04-10,7.60324
2021-04-11,8.37514
2021-04-12,14.29949
2021-04-13,14.49247
2021-04-14,15.09069
2021-04-15,13.85565
2021-04-16,14.14511
2021-04-17,7.85411
2021-04-18,9.18564
2021-04-19,14.06792
2021-04-20,14.01003
2021-04-21,14.83983
2021-04-22,14.76263
2021-04-23,10.247
2021-04-24,5.90505
2021-04-25,7.58394
2021-04-26,13.02585
2021-04-27,13.4504
2021-04-28,12.85218
2021-04-29,14.93631
2021-04-30,11.67502
2021-05-01,5.21034
2021-05-02,6.86993
2021-05-03,11.81011
2021-05-04,10.07333
2021-05-05,6.00154
2021-05-06,11.61713
2021-05-07,9.74527
2021-05-08,4.94017
2021-05-09,7.15939
2021-05-10,13.10304
2021-05-11,13.79776
2021-05-12,13.83635
2021-05-13,12.85218
2021-05-14,11.90659
2021-05-15,6.2717
2021-05-16,6.79274
2021-05-17,14.49247
2021-05-18,12.06098
2021-05-19,7.96989
2021-05-20,13.52759
2021-05-21,11.40486
2021-05-22,6.36819
2021-05-23,7.42956
2021-05-24,13.73986
2021-05-25,14.41528
2021-05-26,13.70127
2021-05-27,13.37321
2021-05-28,10.74874
2021-05-29,6.00154
2021-05-30,6.88923
2021-05-31,13.83635
2021-06-01,13.66267
2021-06-02,13.39251
2021-06-03,12.87147
2021-06-04,12.06098
2021-06-05,9.34002
2021-06-06,9.34002
2021-06-07,15.26437
2021-06-08,15.22578
2021-06-09,13.31532
2021-06-10,14.18371
2021-06-11,12.04168
2021-06-12,6.98571
2021-06-13,7.73832
2021-06-14,13.58548
2021-06-15,12.21536
2021-06-16,12.96796
2021-06-17,12.13817
2021-06-18,10.40138
2021-06-19,5.46121
2021-06-20,5.26823
2021-06-21,11.55924
2021-06-22,11.19258
2021-06-23,11.44345
2021-06-24,10.20841
2021-06-25,9.43651
2021-06-26,4.11038
2021-06-27,5.22964
2021-06-28,11.21188
2021-06-29,10.09262
2021-06-30,9.74527
2021-07-01,11.34697
2021-07-02,8.78039
2021-07-03,4.86298
2021-07-04,5.38402
2021-07-05,12.21536
2021-07-06,11.94519
2021-07-07,13.25742
2021-07-08,13.10304
2021-07-09,10.57506
2021-07-10,5.44191
2021-07-11,5.38402
2021-07-12,12.33114
2021-07-13,12.48552
2021-07-14,13.37321
2021-07-15,11.40486
2021-07-16,8.6839
2021-07-17,4.88228
2021-07-18,5.19104
2021-07-19,11.11539
2021-07-20,11.0575
2021-07-21,11.0382
2021-07-22,10.57506
2021-07-23,9.61018
2021-07-24,4.41914
2021-07-25,4.76649
2021-07-26,10.09262
2021-07-27,10.20841
2021-07-28,9.18564
2021-07-29,10.71015
2021-07-30,7.41026
2021-07-31,4.41914
2021-08-01,4.43844
2021-08-02,9.18564
2021-08-03,9.32072
2021-08-04,9.03126
2021-08-05,9.68737
2021-08-06,7.23658
2021-08-07,4.36125
2021-08-08,4.61211
2021-08-09,9.97684
2021-08-10,9.28213
2021-08-11,9.5137
2021-08-12,9.66808
2021-08-13,8.52952
2021-08-14,4.30335
2021-08-15,4.88228
2021-08-16,5.73137
2021-08-17,9.10845
2021-08-18,10.38209
2021-08-19,10.84523
2021-08-20,9.08915
2021-08-21,4.67001
2021-08-22,4.99807
2021-08-23,10.07333
2021-08-24,10.98031
2021-08-25,9.70667
2021-08-26,10.98031
2021-08-27,8.43303
2021-08-28,4.63141
2021-08-29,5.65418
2021-08-30,11.13469
2021-08-31,11.65573
2021-09-01,11.67502
2021-09-02,10.72944
2021-09-03,10.01543
2021-09-04,5.03666
2021-09-05,5.09455
2021-09-06,11.25048
2021-09-07,12.50482
2021-09-08,11.21188
2021-09-09,12.46622
2021-09-10,10.2663
2021-09-11,5.92435
2021-09-12,7.64183
2021-09-13,12.04168
2021-09-14,12.81358
2021-09-15,11.13469
2021-09-16,12.04168
2021-09-17,7.1015
2021-09-18,4.14897
2021-09-19,3.97529
2021-09-20,3.41566
2021-09-21,3.51215
2021-09-22,4.97877
2021-09-23,9.61018
2021-09-24,9.91895
2021-09-25,5.44191
2021-09-26,6.71555
2021-09-27,14.10652
2021-09-28,12.35044
2021-09-29,10.90312
2021-09-30,11.92589
2021-10-01,10.67155
2021-10-02,4.63141
2021-10-03,5.07526
2021-10-04,7.64183
2021-10-05,12.27325
2021-10-06,11.42416
2021-10-07,11.36626
2021-10-08,9.43651
2021-10-09,4.7086
2021-10-10,6.25241
2021-10-11,6.90852
2021-10-12,12.44693
2021-10-13,12.35044
2021-10-14,12.91007
2021-10-15,10.88382
2021-10-16,6.38749
2021-10-17,6.85063
2021-10-18,12.36974
2021-10-19,13.33461
2021-10-20,11.59783
2021-10-21,12.44693
2021-10-22,11.26978
2021-10-23,6.2717
2021-10-24,7.37167
2021-10-25,13.4311
2021-10-26,12.25395
2021-10-27,11.55924
2021-10-28,11.44345
2021-10-29,11.46275
2021-10-30,5.17174
2021-10-31,5.84716
2021-11-01,10.32419
2021-11-02,10.94172
2021-11-03,11.79081
2021-11-04,11.96449
2021-11-05,10.18911
2021-11-06,5.24893
2021-11-07,5.13315
2021-11-08,10.90312
2021-11-09,11.55924
2021-11-10,11.77151
2021-11-11,9.78386
2021-11-12,10.36279
2021-11-13,5.69278
2021-11-14,6.13662
2021-11-15,11.61713
2021-11-16,13.04515
2021-11-17,11.73292
2021-11-18,11.77151
2021-11-19,11.0382
2021-11-20,5.09455
2021-11-21,5.30683
2021-11-22,11.0575
2021-11-23,11.94519
2021-11-24,13.08375
2021-11-25,11.63643
2021-11-26,9.34002
2021-11-27,4.97877
2021-11-28,6.17522
2021-11-29,11.98379
2021-11-30,11.48205
2021-12-01,11.59783
2021-12-02,11.53994
2021-12-03,10.57506
2021-12-04,5.90505
2021-12-05,5.86646
2021-12-06,11.38556
2021-12-07,10.43998
2021-12-08,10.2663
2021-12-09,10.42068
2021-12-10,9.24353
2021-12-11,5.80856
2021-12-12,6.15592
2021-12-13,11.65573
2021-12-14,12.02238
2021-12-15,10.72944
2021-12-16,10.247
2021-12-17,8.49093
2021-12-18,5.26823
2021-12-19,6.09803
2021-12-20,11.17329
2021-12-21,10.78734
2021-12-22,9.89965
2021-12-23,8.76109
2021-12-24,8.14357
2021-12-25,2.97182
2021-12-26,4.24546
2021-12-27,9.70667
2021-12-28,9.68737
2021-12-29,10.53647
2021-12-30,9.34002
2021-12-31,6.13662
2022-01-01,3.76302
2022-01-02,4.90158
2022-01-03,11.44345
2022-01-04,13.06445
2022-01-05,11.26978
2022-01-06,12.02238
2022-01-07,10.84523
2022-01-08,4.97877
2022-01-09,4.84368
2022-01-10,12.04168
2022-01-11,13.16094
2022-01-12,11.8294
2022-01-13,11.8487
2022-01-14,9.74527
2022-01-15,4.86298
2022-01-16,5.34542
2022-01-17,11.57854
2022-01-18,11.75221
2022-01-19,11.59783
2022-01-20,10.82593
2022-01-21,9.41721
2022-01-22,5.03666
2022-01-23,5.21034
2022-01-24,10.88382
2022-01-25,11.11539
2022-01-26,10.45928
2022-01-27,9.72597
2022-01-28,7.96989
2022-01-29,3.9367
2022-01-30,3.57005
2022-01-31,4.26476
2022-02-01,3.49285
2022-02-02,4.36125
2022-02-03,10.80663
2022-02-04,10.42068
2022-02-05,4.7086
2022-02-06,6.3296
2022-02-07,10.51717
2022-02-08,10.2663
2022-02-09,11.28907
2022-02-10,11.8873
2022-02-11,9.4751
2022-02-12,4.80509
2022-02-13,4.84368
2022-02-14,10.03473
2022-02-15,9.59089
2022-02-16,12.00308
2022-02-17,10.247
2022-02-18,10.32419
2022-02-19,4.32265
2022-02-20,5.05596
2022-02-21,11.98379
2022-02-22,10.53647
2022-02-23,10.34349
2022-02-24,9.88035
2022-02-25,9.35932
2022-02-26,4.88228
2022-02-27,4.28406
2022-02-28,7.1401
2022-03-01,5.38402
2022-03-02,10.76804
2022-03-03,10.63296
2022-03-04,9.99614
2022-03-05,5.17174
2022-03-06,5.59629
2022-03-07,11.26978
2022-03-08,10.49787
2022-03-09,5.67348
2022-03-10,13.04515
2022-03-11,10.67155
2022-03-12,5.03666
2022-03-13,6.13662
2022-03-14,11.13469
2022-03-15,12.6399
2022-03-16,13.39251
2022-03-17,13.37321
2022-03-18,10.53647
2022-03-19,6.83133
2022-03-20,8.18216
2022-03-21,13.37321
2022-03-22,11.73292
2022-03-23,12.08027
2022-03-24,11.77151
2022-03-25,10.11192
2022-03-26,5.96294
2022-03-27,5.86646
2022-03-28,12.31184
2022-03-29,13.73986
2022-03-30,11.63643
2022-03-31,11.96449
2022-04-01,10.55576
2022-04-02,4.94017
2022-04-03,5.90505
2022-04-04,12.94866
2022-04-05,12.94866
2022-04-06,11.50135
2022-04-07,14.45387
2022-04-08,13.99073
2022-04-09,5.84716
2022-04-10,8.12427
2022-04-11,12.06098
2022-04-12,13.58548
2022-04-13,12.38903
2022-04-14,13.60478
2022-04-15,10.67155
2022-04-16,6.86993
2022-04-17,7.0822
2022-04-18,13.75916
2022-04-19,14.33809
2022-04-20,12.60131
2022-04-21,13.14164
2022-04-22,11.13469
2022-04-23,6.3103
2022-04-24,7.1401
2022-04-25,13.4697
2022-04-26,13.50829
2022-04-27,14.66615
2022-04-28,10.40138
2022-04-29,10.20841
2022-04-30,4.45773
2022-05-01,5.46121
2022-05-02,11.868
2022-05-03,11.53994
2022-05-04,10.72944
2022-05-05,4.57352
2022-05-06,9.08915
2022-05-07,4.20686
2022-05-08,5.03666
2022-05-09,11.23118
2022-05-10,14.39598
2022-05-11,12.17676
2022-05-12,11.38556
2022-05-13,9.4751
2022-05-14,5.36472
2022-05-15,6.00154
2022-05-16,11.15399
2022-05-17,12.79428
2022-05-18,12.79428
2022-05-19,12.36974
2022-05-20,9.68737
2022-05-21,5.15245
2022-05-22,5.30683
2022-05-23,12.21536
2022-05-24,13.60478
2022-05-25,13.21883
2022-05-26,12.42763
2022-05-27,11.32767
2022-05-28,11.67502
2022-05-29,49.71053
2022-05-30,37.30219
2022-05-31,21.88344
2022-06-01,12.73639
2022-06-02,16.28714
2022-06-03,16.05557
2022-06-04,9.34002
2022-06-05,7.31377
2022-06-06,9.14704
2022-06-07,14.60825
2022-06-08,15.65032
2022-06-09,14.2609
2022-06-10,11.53994
2022-06-11,6.77344
2022-06-12,8.31725
2022-06-13,12.11887
2022-06-14,12.44693
2022-06-15,12.83288
2022-06-16,12.75569
2022-06-17,11.55924
2022-06-18,6.42609
2022-06-19,5.90505
2022-06-20,12.04168
2022-06-21,10.92242
2022-06-22,10.15052
2022-06-23,9.68737
2022-06-24,9.01196
2022-06-25,4.11038
2022-06-26,3.84021
2022-06-27,10.63296
2022-06-28,10.69085
2022-06-29,10.98031
2022-06-30,10.05403
2022-07-01,10.03473
2022-07-02,4.03319
2022-07-03,4.16827
2022-07-04,10.3049
2022-07-05,9.82246
2022-07-06,11.25048
2022-07-07,10.76804
2022-07-08,9.59089
2022-07-09,4.14897
2022-07-10,5.36472
2022-07-11,11.98379
2022-07-12,11.28907
2022-07-13,9.64878
2022-07-14,9.4558
2022-07-15,10.2663
2022-07-16,3.55075
2022-07-17,5.28753
2022-07-18,10.09262
2022-07-19,11.34697
2022-07-20,10.43998
2022-07-21,10.74874
2022-07-22,9.01196
2022-07-23,4.59282
2022-07-24,4.6893
2022-07-25,9.41721
2022-07-26,8.85758
2022-07-27,9.4751
2022-07-28,10.15052
2022-07-29,7.66113
2022-07-30,3.58934
2022-07-31,3.57005
2022-08-01,7.912
2022-08-02,8.20146
2022-08-03,8.7032
2022-08-04,10.05403
2022-08-05,8.41373
2022-08-06,3.49285
2022-08-07,4.22616
2022-08-08,8.04708
2022-08-09,9.64878
2022-08-10,8.54882
2022-08-11,10.09262
2022-08-12,9.22423
2022-08-13,3.956
2022-08-14,3.9367
2022-08-15,4.7472
2022-08-16,9.14704
2022-08-17,10.01543
2022-08-18,9.86105
2022-08-19,10.47857
2022-08-20,6.00154
2022-08-21,4.7086
2022-08-22,10.84523
2022-08-23,9.62948
2022-08-24,9.78386
2022-08-25,9.86105
2022-08-26,7.8734
2022-08-27,3.8981
2022-08-28,4.09108
2022-08-29,9.01196
2022-08-30,10.38209
2022-08-31,9.74527
2022-09-01,10.15052
2022-09-02,8.41373
2022-09-03,4.30335
2022-09-04,4.57352
2022-09-05,9.72597
2022-09-06,11.32767
2022-09-07,10.92242
2022-09-08,8.08568
2022-09-09,4.36125
2022-09-10,6.94712
2022-09-11,7.75762
2022-09-12,9.84175
2022-09-13,14.83983
2022-09-14,16.36433
2022-09-15,15.59243
2022-09-16,12.08027
2022-09-17,7.56464
2022-09-18,8.20146
2022-09-19,14.72404
2022-09-20,12.38903
2022-09-21,13.4504
2022-09-22,12.19606
2022-09-23,9.66808
2022-09-24,5.76997
2022-09-25,6.59976
2022-09-26,12.75569
2022-09-27,13.18023
2022-09-28,11.77151
2022-09-29,11.92589
2022-09-30,10.03473
2022-10-01,5.21034
2022-10-02,5.03666
2022-10-03,7.1015
2022-10-04,11.17329
2022-10-05,10.76804
2022-10-06,9.41721
2022-10-07,9.78386
2022-10-08,5.03666
2022-10-09,5.55769
2022-10-10,6.90852
2022-10-11,11.57854
2022-10-12,12.21536
2022-10-13,11.92589
2022-10-14,9.86105
2022-10-15,6.71555
2022-10-16,10.22771
2022-10-17,13.35391
2022-10-18,14.10652
2022-10-19,12.31184
2022-10-20,13.72057
2022-10-21,11.42416
2022-10-22,6.07873
2022-10-23,8.93477
2022-10-24,13.64338
2022-10-25,14.78193
2022-10-26,13.18023
2022-10-27,12.75569
2022-10-28,9.39791
2022-10-29,5.26823
2022-10-30,4.61211
2022-10-31,10.71015
2022-11-01,11.40486
2022-11-02,11.94519
2022-11-03,27.82709
2022-11-04,33.80934
2022-11-05,19.64492
2022-11-06,17.09764
2022-11-07,18.00463
2022-11-08,15.57313
2022-11-09,14.68544
2022-11-10,12.27325
2022-11-11,10.47857
2022-11-12,5.92435
2022-11-13,7.04361
2022-11-14,13.37321
2022-11-15,11.73292
2022-11-16,9.82246
2022-11-17,11.57854
2022-11-18,10.05403
2022-11-19,5.21034
2022-11-20,5.57699
2022-11-21,12.38903
2022-11-22,13.14164
2022-11-23,11.81011
2022-11-24,10.69085
2022-11-25,9.20494
2022-11-26,5.84716
2022-11-27,5.88575
2022-11-28,11.11539
2022-11-29,12.00308
2022-11-30,11.75221
2022-12-01,11.53994
2022-12-02,9.93824
2022-12-03,4.7279
2022-12-04,6.25241
2022-12-05,11.15399
2022-12-06,10.57506
2022-12-07,10.84523
2022-12-08,11.67502
2022-12-09,9.14704
2022-12-10,5.59629
2022-12-11,6.96642
2022-12-12,13.4697
2022-12-13,19.25897
2022-12-14,18.02392
2022-12-15,14.64685
2022-12-16,14.01003
2022-12-17,7.81551
2022-12-18,11.0382
2022-12-19,10.22771
2022-12-20,11.55924
2022-12-21,11.90659
2022-12-22,10.74874
2022-12-23,9.59089
2022-12-24,5.22964
2022-12-25,5.07526
2022-12-26,10.51717
2022-12-27,10.42068
2022-12-28,10.2663
2022-12-29,9.16634
2022-12-30,7.54534
2022-12-31,4.24546
2023-01-01,5.30683
2023-01-02,10.09262
2023-01-03,13.99073
2023-01-04,13.06445
2023-01-05,12.25395
2023-01-06,11.67502
2023-01-07,5.90505
2023-01-08,4.76649
2023-01-09,11.23118
2023-01-10,12.25395
2023-01-11,12.56271
2023-01-12,12.54341
2023-01-13,10.247
2023-01-14,4.01389
2023-01-15,5.09455
2023-01-16,10.92242
2023-01-17,12.29255
2023-01-18,11.0961
2023-01-19,10.49787
2023-01-20,7.23658
2023-01-21,3.37707
2023-01-22,3.49285
2023-01-23,3.45426
2023-01-24,4.84368
2023-01-25,9.16634
2023-01-26,10.11192
2023-01-27,9.16634
2023-01-28,7.1401
2023-01-29,5.07526
2023-01-30,10.34349
2023-01-31,10.47857
2023-02-01,11.15399
2023-02-02,11.8294
2023-02-03,9.5137
2023-02-04,4.61211
2023-02-05,4.82439
2023-02-06,11.46275
2023-02-07,11.48205
2023-02-08,9.95754
2023-02-09,10.72944
2023-02-10,10.42068
2023-02-11,4.53492
2023-02-12,4.63141
2023-02-13,13.4697
2023-02-14,10.94172
2023-02-15,10.57506
2023-02-16,10.2856
2023-02-17,9.22423
2023-02-18,4.45773
2023-02-19,5.09455
2023-02-20,10.88382
2023-02-21,10.53647
2023-02-22,10.18911
2023-02-23,9.89965
2023-02-24,8.79969
2023-02-25,4.07178
2023-02-26,4.67001
2023-02-27,10.99961
2023-02-28,11.11539
2023-03-01,7.58394
2023-03-02,15.824
2023-03-03,12.54341
2023-03-04,5.30683
2023-03-05,6.36819
2023-03-06,14.68544
2023-03-07,14.74334
2023-03-08,13.73986
2023-03-09,14.16441
2023-03-10,11.34697
2023-03-11,4.99807
2023-03-12,6.09803
2023-03-13,13.37321
2023-03-14,14.12582
2023-03-15,14.39598
2023-03-16,13.04515
2023-03-17,9.55229
2023-03-18,5.38402
2023-03-19,5.38402
2023-03-20,13.89424
2023-03-21,13.02585
2023-03-22,12.73639
2023-03-23,11.94519
2023-03-24,9.93824
2023-03-25,5.63489
2023-03-26,6.19451
2023-03-27,12.81358
2023-03-28,12.50482
2023-03-29,12.85218
2023-03-30,11.59783
2023-03-31,10.86453
2023-04-01,5.75067
2023-04-02,6.3103
2023-04-03,12.56271
2023-04-04,13.56619
2023-04-05,13.39251
2023-04-06,13.31532
2023-04-07,12.02238
2023-04-08,6.25241
2023-04-09,7.1401
2023-04-10,12.91007
2023-04-11,12.98726
2023-04-12,13.25742
2023-04-13,14.55036
2023-04-14,10.13122
2023-04-15,6.69625
2023-04-16,7.44886
2023-04-17,12.52412
2023-04-18,13.31532
2023-04-19,12.77499
2023-04-20,12.56271
2023-04-21,11.61713
2023-04-22,6.25241
2023-04-23,6.92782
2023-04-24,12.98726
2023-04-25,13.18023
2023-04-26,12.35044
2023-04-27,11.96449
2023-04-28,8.89617
2023-04-29,5.4998
2023-04-30,4.65071
2023-05-01,6.96642
2023-05-02,10.99961
2023-05-03,12.79428
2023-05-04,9.22423
2023-05-05,5.26823
2023-05-06,4.65071
2023-05-07,6.3296
2023-05-08,11.67502
2023-05-09,11.23118
2023-05-10,11.34697
2023-05-11,11.48205
2023-05-12,9.06985
2023-05-13,4.88228
2023-05-14,5.19104
2023-05-15,12.56271
2023-05-16,13.12234
2023-05-17,11.67502
2023-05-18,10.84523
2023-05-19,11.23118
2023-05-20,6.96642
2023-05-21,6.54187
2023-05-22,15.18718
2023-05-23,12.36974
2023-05-24,12.6785
2023-05-25,12.19606
2023-05-26,9.80316
2023-05-27,4.12967
2023-05-28,4.92087
2023-05-29,7.33307
