date,고배당ETF
2020-08-02,1.40532
2020-08-03,1.47928
2020-08-04,1.59023
2020-08-05,1.59023
2020-08-06,1.59023
2020-08-07,1.59023
2020-08-08,1.18343
2020-08-09,1.59023
2020-08-10,1.40532
2020-08-11,1.99704
2020-08-12,2.47781
2020-08-13,1.84911
2020-08-14,1.10946
2020-08-15,0.85059
2020-08-16,1.14644
2020-08-17,1.36834
2020-08-18,1.81213
2020-08-19,1.6642
2020-08-20,2.32988
2020-08-21,1.10946
2020-08-22,1.36834
2020-08-23,1.33136
2020-08-24,1.62721
2020-08-25,1.92307
2020-08-26,2.18195
2020-08-27,1.62721
2020-08-28,1.4423
2020-08-29,1.59023
2020-08-30,1.10946
2020-08-31,1.62721
2020-09-01,1.6642
2020-09-02,1.84911
2020-09-03,1.4423
2020-09-04,1.55325
2020-09-05,1.47928
2020-09-06,1.22041
2020-09-07,1.36834
2020-09-08,1.81213
2020-09-09,1.10946
2020-09-10,1.99704
2020-09-11,1.59023
2020-09-12,0.96153
2020-09-13,0.88757
2020-09-14,1.33136
2020-09-15,1.77514
2020-09-16,1.88609
2020-09-17,1.29437
2020-09-18,1.40532
2020-09-19,1.62721
2020-09-20,1.92307
2020-09-21,1.36834
2020-09-22,1.81213
2020-09-23,1.18343
2020-09-24,0.8136
2020-09-25,1.33136
2020-09-26,0.59171
2020-09-27,1.51627
2020-09-28,1.29437
2020-09-29,0.99852
2020-09-30,1.10946
2020-10-01,0.96153
2020-10-02,0.92455
2020-10-03,0.70266
2020-10-04,0.99852
2020-10-05,1.47928
2020-10-06,2.66272
2020-10-07,2.77366
2020-10-08,2.40384
2020-10-09,2.21893
2020-10-10,1.18343
2020-10-11,1.73816
2020-10-12,1.59023
2020-10-13,1.88609
2020-10-14,2.071
2020-10-15,1.88609
2020-10-16,1.59023
2020-10-17,1.0355
2020-10-18,2.47781
2020-10-19,2.88461
2020-10-20,1.96005
2020-10-21,1.73816
2020-10-22,7.98816
2020-10-23,4.95562
2020-10-24,3.88313
2020-10-25,2.29289
2020-10-26,2.92159
2020-10-27,2.47781
2020-10-28,1.96005
2020-10-29,1.40532
2020-10-30,0.92455
2020-10-31,0.66568
2020-11-01,1.07248
2020-11-02,1.0355
2020-11-03,1.07248
2020-11-04,0.99852
2020-11-05,1.4423
2020-11-06,1.33136
2020-11-07,1.6642
2020-11-08,1.92307
2020-11-09,2.25591
2020-11-10,2.29289
2020-11-11,1.51627
2020-11-12,1.70118
2020-11-13,1.40532
2020-11-14,1.62721
2020-11-15,2.29289
2020-11-16,2.29289
2020-11-17,2.071
2020-11-18,2.03402
2020-11-19,2.29289
2020-11-20,2.36686
2020-11-21,1.73816
2020-11-22,1.99704
2020-11-23,2.47781
2020-11-24,2.88461
2020-11-25,1.84911
2020-11-26,2.77366
2020-11-27,1.99704
2020-11-28,1.96005
2020-11-29,1.25739
2020-11-30,1.92307
2020-12-01,2.03402
2020-12-02,2.36686
2020-12-03,1.62721
2020-12-04,1.81213
2020-12-05,1.99704
2020-12-06,2.25591
2020-12-07,1.84911
2020-12-08,3.25443
2020-12-09,2.18195
2020-12-10,2.55177
2020-12-11,2.03402
2020-12-12,1.51627
2020-12-13,1.62721
2020-12-14,2.66272
2020-12-15,2.51479
2020-12-16,2.51479
2020-12-17,2.18195
2020-12-18,2.51479
2020-12-19,1.96005
2020-12-20,1.88609
2020-12-21,2.44082
2020-12-22,2.40384
2020-12-23,1.99704
2020-12-24,2.32988
2020-12-25,2.62573
2020-12-26,2.77366
2020-12-27,2.21893
2020-12-28,2.84763
2020-12-29,3.29142
2020-12-30,3.1065
2020-12-31,2.071
2021-01-01,2.32988
2021-01-02,1.92307
2021-01-03,2.21893
2021-01-04,1.96005
2021-01-05,1.84911
2021-01-06,2.44082
2021-01-07,2.66272
2021-01-08,2.58875
2021-01-09,6.87869
2021-01-10,3.88313
2021-01-11,2.88461
2021-01-12,2.47781
2021-01-13,2.84763
2021-01-14,3.14349
2021-01-15,2.55177
2021-01-16,2.32988
2021-01-17,3.06952
2021-01-18,2.18195
2021-01-19,2.92159
2021-01-20,3.29142
2021-01-21,4.43786
2021-01-22,4.69674
2021-01-23,3.06952
2021-01-24,2.66272
2021-01-25,3.03254
2021-01-26,4.54881
2021-01-27,3.69822
2021-01-28,3.40236
2021-01-29,3.03254
2021-01-30,2.14497
2021-01-31,2.58875
2021-02-01,2.32988
2021-02-02,2.88461
2021-02-03,6.61982
2021-02-04,7.02662
2021-02-05,4.58579
2021-02-06,3.18047
2021-02-07,3.43934
2021-02-08,3.21745
2021-02-09,3.66124
2021-02-10,4.73372
2021-02-11,3.66124
2021-02-12,3.18047
2021-02-13,3.29142
2021-02-14,2.92159
2021-02-15,5.17751
2021-02-16,6.0281
2021-02-17,4.9926
2021-02-18,4.54881
2021-02-19,3.06952
2021-02-20,2.81065
2021-02-21,3.66124
2021-02-22,3.66124
2021-02-23,2.6997
2021-02-24,4.14201
2021-02-25,4.51183
2021-02-26,2.62573
2021-02-27,2.62573
2021-02-28,2.62573
2021-03-01,3.25443
2021-03-02,3.77218
2021-03-03,4.28994
2021-03-04,4.3639
2021-03-05,3.84615
2021-03-06,3.58727
2021-03-07,4.47485
2021-03-08,3.7352
2021-03-09,3.92011
2021-03-10,4.21597
2021-03-11,4.69674
2021-03-12,3.1065
2021-03-13,3.14349
2021-03-14,3.36538
2021-03-15,4.17899
2021-03-16,3.84615
2021-03-17,3.3284
2021-03-18,4.3639
2021-03-19,2.99556
2021-03-20,2.73668
2021-03-21,4.06804
2021-03-22,3.47633
2021-03-23,3.36538
2021-03-24,3.92011
2021-03-25,4.03106
2021-03-26,4.47485
2021-03-27,3.80917
2021-03-28,4.10502
2021-03-29,5.36242
2021-03-30,4.54881
2021-03-31,4.43786
2021-04-01,6.73076
2021-04-02,5.3994
2021-04-03,6.10207
2021-04-04,4.14201
2021-04-05,5.73224
2021-04-06,5.36242
2021-04-07,6.17603
2021-04-08,4.54881
2021-04-09,4.3639
2021-04-10,3.58727
2021-04-11,3.80917
2021-04-12,4.73372
2021-04-13,5.17751
2021-04-14,5.28846
2021-04-15,3.36538
2021-04-16,4.51183
2021-04-17,3.55029
2021-04-18,3.58727
2021-04-19,5.06656
2021-04-20,4.40088
2021-04-21,4.28994
2021-04-22,7.47041
2021-04-23,10.24408
2021-04-24,6.32396
2021-04-25,5.99112
2021-04-26,5.91715
2021-04-27,5.58431
2021-04-28,4.80769
2021-04-29,4.69674
2021-04-30,6.17603
2021-05-01,5.47337
2021-05-02,5.02958
2021-05-03,4.51183
2021-05-04,5.43639
2021-05-05,5.47337
2021-05-06,4.58579
2021-05-07,5.3994
2021-05-08,4.40088
2021-05-09,3.99408
2021-05-10,4.88165
2021-05-11,4.51183
2021-05-12,4.95562
2021-05-13,4.47485
2021-05-14,4.51183
2021-05-15,7.32248
2021-05-16,3.62426
2021-05-17,4.06804
2021-05-18,6.0281
2021-05-19,5.43639
2021-05-20,5.99112
2021-05-21,4.25295
2021-05-22,5.10355
2021-05-23,3.66124
2021-05-24,4.51183
2021-05-25,4.9926
2021-05-26,4.58579
2021-05-27,4.80769
2021-05-28,3.66124
2021-05-29,3.58727
2021-05-30,3.88313
2021-05-31,4.10502
2021-06-01,3.14349
2021-06-02,4.28994
2021-06-03,5.02958
2021-06-04,3.51331
2021-06-05,3.1065
2021-06-06,2.84763
2021-06-07,3.7352
2021-06-08,5.36242
2021-06-09,5.65828
2021-06-10,5.21449
2021-06-11,4.10502
2021-06-12,3.55029
2021-06-13,3.7352
2021-06-14,3.62426
2021-06-15,5.06656
2021-06-16,5.14053
2021-06-17,6.80473
2021-06-18,4.54881
2021-06-19,2.18195
2021-06-20,3.03254
2021-06-21,3.14349
2021-06-22,3.66124
2021-06-23,3.62426
2021-06-24,3.14349
2021-06-25,3.03254
2021-06-26,3.18047
2021-06-27,2.29289
2021-06-28,2.99556
2021-06-29,3.06952
2021-06-30,2.77366
2021-07-01,2.66272
2021-07-02,2.92159
2021-07-03,1.62721
2021-07-04,2.66272
2021-07-05,2.62573
2021-07-06,3.62426
2021-07-07,2.95857
2021-07-08,2.62573
2021-07-09,2.62573
2021-07-10,2.6997
2021-07-11,2.92159
2021-07-12,3.18047
2021-07-13,3.03254
2021-07-14,2.66272
2021-07-15,3.18047
2021-07-16,3.06952
2021-07-17,2.95857
2021-07-18,2.84763
2021-07-19,3.9571
2021-07-20,3.47633
2021-07-21,3.43934
2021-07-22,3.14349
2021-07-23,3.36538
2021-07-24,2.03402
2021-07-25,2.47781
2021-07-26,3.25443
2021-07-27,3.1065
2021-07-28,3.43934
2021-07-29,3.3284
2021-07-30,2.95857
2021-07-31,2.40384
2021-08-01,2.55177
2021-08-02,2.73668
2021-08-03,3.92011
2021-08-04,4.10502
2021-08-05,4.58579
2021-08-06,3.88313
2021-08-07,3.18047
2021-08-08,2.95857
2021-08-09,3.80917
2021-08-10,4.10502
2021-08-11,3.06952
2021-08-12,4.73372
2021-08-13,3.3284
2021-08-14,2.51479
2021-08-15,2.25591
2021-08-16,2.18195
2021-08-17,3.29142
2021-08-18,4.06804
2021-08-19,3.51331
2021-08-20,3.40236
2021-08-21,1.92307
2021-08-22,2.40384
2021-08-23,2.92159
2021-08-24,3.66124
2021-08-25,4.21597
2021-08-26,4.03106
2021-08-27,3.55029
2021-08-28,2.51479
2021-08-29,2.99556
2021-08-30,3.3284
2021-08-31,2.99556
2021-09-01,4.06804
2021-09-02,4.62278
2021-09-03,3.80917
2021-09-04,3.29142
2021-09-05,2.66272
2021-09-06,3.51331
2021-09-07,3.9571
2021-09-08,3.99408
2021-09-09,4.40088
2021-09-10,3.7352
2021-09-11,2.66272
2021-09-12,3.25443
2021-09-13,2.77366
2021-09-14,3.06952
2021-09-15,3.62426
2021-09-16,3.69822
2021-09-17,3.36538
2021-09-18,2.25591
2021-09-19,1.73816
2021-09-20,1.70118
2021-09-21,1.59023
2021-09-22,3.03254
2021-09-23,3.25443
2021-09-24,3.58727
2021-09-25,3.40236
2021-09-26,2.77366
2021-09-27,3.62426
2021-09-28,3.47633
2021-09-29,3.62426
2021-09-30,4.21597
2021-10-01,2.66272
2021-10-02,11.72337
2021-10-03,24.1494
2021-10-04,18.1213
2021-10-05,18.41715
2021-10-06,14.01627
2021-10-07,10.31804
2021-10-08,8.28402
2021-10-09,8.21005
2021-10-10,6.50887
2021-10-11,8.57988
2021-10-12,7.87721
2021-10-13,7.50739
2021-10-14,7.6923
2021-10-15,7.65532
2021-10-16,5.17751
2021-10-17,4.54881
2021-10-18,6.17603
2021-10-19,8.98668
2021-10-20,12.79585
2021-10-21,17.82544
2021-10-22,10.05917
2021-10-23,3.7352
2021-10-24,6.43491
2021-10-25,7.10059
2021-10-26,5.47337
2021-10-27,4.40088
2021-10-28,5.14053
2021-10-29,3.88313
2021-10-30,3.36538
2021-10-31,2.73668
2021-11-01,3.62426
2021-11-02,4.77071
2021-11-03,5.10355
2021-11-04,4.80769
2021-11-05,4.03106
2021-11-06,2.21893
2021-11-07,3.06952
2021-11-08,4.10502
2021-11-09,4.06804
2021-11-10,4.40088
2021-11-11,3.55029
2021-11-12,4.54881
2021-11-13,2.03402
2021-11-14,2.99556
2021-11-15,3.88313
2021-11-16,4.58579
2021-11-17,3.84615
2021-11-18,4.03106
2021-11-19,3.77218
2021-11-20,2.44082
2021-11-21,2.32988
2021-11-22,3.9571
2021-11-23,5.28846
2021-11-24,3.47633
2021-11-25,4.58579
2021-11-26,3.62426
2021-11-27,3.03254
2021-11-28,1.92307
2021-11-29,2.66272
2021-11-30,4.3639
2021-12-01,3.7352
2021-12-02,3.55029
2021-12-03,3.43934
2021-12-04,2.84763
2021-12-05,2.18195
2021-12-06,2.88461
2021-12-07,5.6213
2021-12-08,3.80917
2021-12-09,4.77071
2021-12-10,3.03254
2021-12-11,2.62573
2021-12-12,2.21893
2021-12-13,3.14349
2021-12-14,3.66124
2021-12-15,4.14201
2021-12-16,2.81065
2021-12-17,3.80917
2021-12-18,1.4423
2021-12-19,1.92307
2021-12-20,2.73668
2021-12-21,3.55029
2021-12-22,3.03254
2021-12-23,4.14201
2021-12-24,4.73372
2021-12-25,1.77514
2021-12-26,1.73816
2021-12-27,3.99408
2021-12-28,5.10355
2021-12-29,3.55029
2021-12-30,3.25443
2021-12-31,2.071
2022-01-01,1.84911
2022-01-02,2.10798
2022-01-03,3.88313
2022-01-04,2.73668
2022-01-05,4.25295
2022-01-06,2.62573
2022-01-07,3.69822
2022-01-08,2.73668
2022-01-09,2.84763
2022-01-10,4.32692
2022-01-11,3.29142
2022-01-12,3.84615
2022-01-13,3.80917
2022-01-14,3.06952
2022-01-15,2.66272
2022-01-16,1.47928
2022-01-17,2.36686
2022-01-18,2.84763
2022-01-19,3.06952
2022-01-20,3.21745
2022-01-21,3.06952
2022-01-22,2.73668
2022-01-23,2.36686
2022-01-24,2.36686
2022-01-25,3.14349
2022-01-26,3.9571
2022-01-27,4.43786
2022-01-28,4.62278
2022-01-29,3.06952
2022-01-30,2.40384
2022-01-31,2.81065
2022-02-01,3.1065
2022-02-02,3.58727
2022-02-03,4.9926
2022-02-04,7.21153
2022-02-05,11.8713
2022-02-06,6.50887
2022-02-07,5.3994
2022-02-08,4.84467
2022-02-09,8.06213
2022-02-10,5.95414
2022-02-11,4.88165
2022-02-12,3.29142
2022-02-13,3.18047
2022-02-14,4.17899
2022-02-15,4.25295
2022-02-16,3.80917
2022-02-17,4.58579
2022-02-18,3.51331
2022-02-19,3.80917
2022-02-20,3.62426
2022-02-21,3.14349
2022-02-22,3.03254
2022-02-23,3.47633
2022-02-24,3.77218
2022-02-25,5.32544
2022-02-26,3.1065
2022-02-27,2.77366
2022-02-28,3.06952
2022-03-01,3.92011
2022-03-02,3.21745
2022-03-03,3.51331
2022-03-04,3.62426
2022-03-05,3.21745
2022-03-06,2.44082
2022-03-07,2.18195
2022-03-08,2.51479
2022-03-09,3.06952
2022-03-10,2.25591
2022-03-11,3.43934
2022-03-12,2.77366
2022-03-13,3.14349
2022-03-14,2.51479
2022-03-15,2.77366
2022-03-16,3.29142
2022-03-17,2.66272
2022-03-18,3.1065
2022-03-19,3.03254
2022-03-20,3.29142
2022-03-21,3.58727
2022-03-22,4.25295
2022-03-23,3.77218
2022-03-24,3.47633
2022-03-25,3.43934
2022-03-26,4.77071
2022-03-27,3.25443
2022-03-28,4.32692
2022-03-29,3.36538
2022-03-30,4.65976
2022-03-31,3.29142
2022-04-01,3.06952
2022-04-02,2.51479
2022-04-03,3.21745
2022-04-04,3.66124
2022-04-05,3.29142
2022-04-06,3.62426
2022-04-07,4.62278
2022-04-08,5.99112
2022-04-09,3.66124
2022-04-10,4.80769
2022-04-11,5.47337
2022-04-12,4.17899
2022-04-13,5.95414
2022-04-14,6.0281
2022-04-15,3.43934
2022-04-16,3.58727
2022-04-17,2.95857
2022-04-18,3.58727
2022-04-19,3.25443
2022-04-20,3.84615
2022-04-21,4.95562
2022-04-22,5.14053
2022-04-23,3.06952
2022-04-24,2.66272
2022-04-25,2.92159
2022-04-26,4.28994
2022-04-27,4.91863
2022-04-28,4.65976
2022-04-29,4.21597
2022-04-30,2.92159
2022-05-01,2.36686
2022-05-02,3.47633
2022-05-03,5.32544
2022-05-04,3.92011
2022-05-05,3.03254
2022-05-06,2.36686
2022-05-07,2.55177
2022-05-08,2.95857
2022-05-09,3.03254
2022-05-10,3.58727
2022-05-11,3.03254
2022-05-12,3.40236
2022-05-13,4.88165
2022-05-14,3.03254
2022-05-15,2.95857
2022-05-16,3.14349
2022-05-17,2.84763
2022-05-18,3.9571
2022-05-19,2.36686
2022-05-20,2.14497
2022-05-21,2.55177
2022-05-22,2.44082
2022-05-23,2.73668
2022-05-24,3.43934
2022-05-25,3.21745
2022-05-26,3.55029
2022-05-27,3.84615
2022-05-28,1.88609
2022-05-29,2.44082
2022-05-30,2.81065
2022-05-31,2.51479
2022-06-01,2.47781
2022-06-02,2.99556
2022-06-03,3.3284
2022-06-04,3.7352
2022-06-05,2.51479
2022-06-06,3.29142
2022-06-07,2.77366
2022-06-08,3.40236
2022-06-09,3.40236
2022-06-10,2.73668
2022-06-11,2.58875
2022-06-12,2.03402
2022-06-13,3.14349
2022-06-14,4.06804
2022-06-15,3.36538
2022-06-16,3.36538
2022-06-17,3.66124
2022-06-18,2.21893
2022-06-19,2.77366
2022-06-20,3.47633
2022-06-21,3.03254
2022-06-22,3.29142
2022-06-23,2.99556
2022-06-24,3.18047
2022-06-25,2.29289
2022-06-26,2.66272
2022-06-27,3.1065
2022-06-28,3.21745
2022-06-29,3.1065
2022-06-30,2.88461
2022-07-01,2.40384
2022-07-02,2.25591
2022-07-03,1.84911
2022-07-04,2.18195
2022-07-05,2.51479
2022-07-06,2.55177
2022-07-07,2.21893
2022-07-08,2.92159
2022-07-09,1.59023
2022-07-10,1.59023
2022-07-11,1.92307
2022-07-12,2.18195
2022-07-13,2.21893
2022-07-14,1.99704
2022-07-15,2.44082
2022-07-16,1.77514
2022-07-17,2.36686
2022-07-18,2.55177
2022-07-19,2.21893
2022-07-20,1.92307
2022-07-21,2.40384
2022-07-22,3.03254
2022-07-23,2.18195
2022-07-24,1.47928
2022-07-25,1.88609
2022-07-26,2.14497
2022-07-27,2.44082
2022-07-28,2.47781
2022-07-29,2.66272
2022-07-30,1.51627
2022-07-31,1.96005
2022-08-01,2.47781
2022-08-02,3.80917
2022-08-03,3.18047
2022-08-04,3.03254
2022-08-05,2.25591
2022-08-06,2.29289
2022-08-07,2.10798
2022-08-08,2.58875
2022-08-09,2.88461
2022-08-10,2.73668
2022-08-11,2.58875
2022-08-12,2.25591
2022-08-13,3.7352
2022-08-14,3.43934
2022-08-15,3.58727
2022-08-16,4.47485
2022-08-17,4.73372
2022-08-18,3.88313
2022-08-19,3.77218
2022-08-20,2.21893
2022-08-21,2.51479
2022-08-22,3.3284
2022-08-23,3.03254
2022-08-24,2.92159
2022-08-25,3.3284
2022-08-26,2.92159
2022-08-27,2.18195
2022-08-28,1.99704
2022-08-29,2.81065
2022-08-30,3.1065
2022-08-31,2.99556
2022-09-01,2.29289
2022-09-02,2.58875
2022-09-03,1.84911
2022-09-04,2.81065
2022-09-05,2.18195
2022-09-06,3.06952
2022-09-07,2.51479
2022-09-08,2.25591
2022-09-09,4.88165
2022-09-10,5.17751
2022-09-11,6.25
2022-09-12,7.9142
2022-09-13,6.32396
2022-09-14,4.95562
2022-09-15,4.73372
2022-09-16,4.47485
2022-09-17,2.92159
2022-09-18,3.55029
2022-09-19,3.69822
2022-09-20,3.58727
2022-09-21,2.6997
2022-09-22,2.66272
2022-09-23,2.25591
2022-09-24,2.66272
2022-09-25,2.29289
2022-09-26,2.88461
2022-09-27,3.21745
2022-09-28,2.55177
2022-09-29,3.03254
2022-09-30,2.99556
2022-10-01,2.03402
2022-10-02,2.21893
2022-10-03,2.36686
2022-10-04,2.55177
2022-10-05,2.99556
2022-10-06,3.7352
2022-10-07,3.03254
2022-10-08,1.88609
2022-10-09,2.03402
2022-10-10,2.36686
2022-10-11,2.44082
2022-10-12,2.36686
2022-10-13,2.03402
2022-10-14,1.6642
2022-10-15,1.73816
2022-10-16,2.29289
2022-10-17,2.14497
2022-10-18,2.62573
2022-10-19,4.10502
2022-10-20,2.84763
2022-10-21,2.21893
2022-10-22,1.40532
2022-10-23,1.33136
2022-10-24,2.47781
2022-10-25,4.3639
2022-10-26,1.84911
2022-10-27,2.88461
2022-10-28,2.84763
2022-10-29,1.62721
2022-10-30,2.29289
2022-10-31,1.36834
2022-11-01,1.81213
2022-11-02,2.62573
2022-11-03,2.32988
2022-11-04,1.77514
2022-11-05,1.40532
2022-11-06,1.62721
2022-11-07,2.21893
2022-11-08,1.92307
2022-11-09,1.77514
2022-11-10,1.84911
2022-11-11,1.73816
2022-11-12,1.99704
2022-11-13,2.14497
2022-11-14,2.29289
2022-11-15,2.99556
2022-11-16,2.58875
2022-11-17,1.70118
2022-11-18,1.55325
2022-11-19,0.77662
2022-11-20,1.29437
2022-11-21,1.81213
2022-11-22,1.51627
2022-11-23,1.77514
2022-11-24,2.44082
2022-11-25,1.6642
2022-11-26,0.85059
2022-11-27,1.70118
2022-11-28,1.77514
2022-11-29,1.73816
2022-11-30,1.92307
2022-12-01,2.29289
2022-12-02,1.88609
2022-12-03,0.51775
2022-12-04,1.73816
2022-12-05,1.62721
2022-12-06,1.88609
2022-12-07,2.32988
2022-12-08,1.92307
2022-12-09,1.59023
2022-12-10,1.81213
2022-12-11,1.10946
2022-12-12,1.22041
2022-12-13,1.59023
2022-12-14,1.62721
2022-12-15,1.62721
2022-12-16,1.73816
2022-12-17,1.14644
2022-12-18,0.85059
2022-12-19,1.29437
2022-12-20,1.40532
2022-12-21,1.4423
2022-12-22,1.59023
2022-12-23,1.77514
2022-12-24,1.29437
2022-12-25,0.92455
2022-12-26,2.40384
2022-12-27,2.55177
2022-12-28,2.10798
2022-12-29,2.03402
2022-12-30,1.77514
2022-12-31,1.96005
2023-01-01,2.66272
2023-01-02,1.59023
2023-01-03,1.81213
2023-01-04,1.84911
2023-01-05,1.99704
2023-01-06,2.29289
2023-01-07,2.071
2023-01-08,1.99704
2023-01-09,1.59023
2023-01-10,2.55177
2023-01-11,2.21893
2023-01-12,1.59023
2023-01-13,2.29289
2023-01-14,1.40532
2023-01-15,2.14497
2023-01-16,1.70118
2023-01-17,2.51479
2023-01-18,1.73816
2023-01-19,1.81213
2023-01-20,1.96005
2023-01-21,2.77366
2023-01-22,1.96005
2023-01-23,1.77514
2023-01-24,2.77366
2023-01-25,3.36538
2023-01-26,3.66124
2023-01-27,2.58875
2023-01-28,2.10798
2023-01-29,2.77366
2023-01-30,2.40384
2023-01-31,3.1065
2023-02-01,3.36538
2023-02-02,2.66272
2023-02-03,5.17751
2023-02-04,2.84763
2023-02-05,3.25443
2023-02-06,3.99408
2023-02-07,3.69822
2023-02-08,3.84615
2023-02-09,3.77218
2023-02-10,5.25147
2023-02-11,3.3284
2023-02-12,3.43934
2023-02-13,4.58579
2023-02-14,4.06804
2023-02-15,3.66124
2023-02-16,3.99408
2023-02-17,2.92159
2023-02-18,2.73668
2023-02-19,2.77366
2023-02-20,2.84763
2023-02-21,8.321
2023-02-22,3.9571
2023-02-23,3.80917
2023-02-24,3.18047
2023-02-25,2.071
2023-02-26,2.44082
2023-02-27,4.28994
2023-02-28,3.1065
2023-03-01,4.51183
2023-03-02,2.99556
2023-03-03,3.77218
2023-03-04,5.54733
2023-03-05,5.47337
2023-03-06,4.3639
2023-03-07,4.10502
2023-03-08,3.40236
2023-03-09,3.62426
2023-03-10,3.36538
2023-03-11,1.73816
2023-03-12,2.21893
2023-03-13,2.071
2023-03-14,1.92307
2023-03-15,2.62573
2023-03-16,2.40384
2023-03-17,2.73668
2023-03-18,1.25739
2023-03-19,1.29437
2023-03-20,2.36686
2023-03-21,3.21745
2023-03-22,2.55177
2023-03-23,2.77366
2023-03-24,1.73816
2023-03-25,1.84911
2023-03-26,1.59023
2023-03-27,2.58875
2023-03-28,2.88461
2023-03-29,2.73668
2023-03-30,3.06952
2023-03-31,3.1065
2023-04-01,2.32988
2023-04-02,2.55177
2023-04-03,2.32988
2023-04-04,2.25591
2023-04-05,2.36686
2023-04-06,2.03402
2023-04-07,2.18195
2023-04-08,2.25591
2023-04-09,2.51479
2023-04-10,2.25591
2023-04-11,2.36686
2023-04-12,3.66124
2023-04-13,3.18047
2023-04-14,2.92159
2023-04-15,2.14497
2023-04-16,2.14497
2023-04-17,3.03254
2023-04-18,3.25443
2023-04-19,2.99556
2023-04-20,2.55177
2023-04-21,2.40384
2023-04-22,2.10798
2023-04-23,2.32988
2023-04-24,3.03254
2023-04-25,3.62426
2023-04-26,3.25443
2023-04-27,2.58875
2023-04-28,2.55177
2023-04-29,2.58875
2023-04-30,2.62573
2023-05-01,2.55177
2023-05-02,3.21745
2023-05-03,3.84615
2023-05-04,3.88313
2023-05-05,3.25443
2023-05-06,3.1065
2023-05-07,2.84763
2023-05-08,3.36538
2023-05-09,3.58727
2023-05-10,2.92159
2023-05-11,2.73668
2023-05-12,3.14349
2023-05-13,3.21745
2023-05-14,2.40384
2023-05-15,3.06952
2023-05-16,3.47633
2023-05-17,4.40088
2023-05-18,4.14201
2023-05-19,3.29142
2023-05-20,2.77366
2023-05-21,4.40088
2023-05-22,3.80917
2023-05-23,4.9926
2023-05-24,4.32692
2023-05-25,3.58727
2023-05-26,3.55029
2023-05-27,3.18047
2023-05-28,2.47781
2023-05-29,4.28994
