date,신혼부부특별공급
2020-12-10,14.74395
2020-12-11,14.96904
2020-12-12,11.22678
2020-12-13,11.11423
2020-12-14,18.00787
2020-12-15,18.03601
2020-12-16,19.35846
2020-12-17,18.54248
2020-12-18,18.57062
2020-12-19,12.57737
2020-12-20,13.05571
2020-12-21,17.86719
2020-12-22,17.22003
2020-12-23,13.16826
2020-12-24,9.06021
2020-12-25,7.28756
2020-12-26,9.22903
2020-12-27,13.67473
2020-12-28,19.92121
2020-12-29,15.75689
2020-12-30,13.59032
2020-12-31,10.66404
2021-01-01,8.44119
2021-01-02,10.861
2021-01-03,12.04276
2021-01-04,15.6162
2021-01-05,13.75914
2021-01-06,11.28306
2021-01-07,10.32639
2021-01-08,9.34158
2021-01-09,8.10354
2021-01-10,9.36972
2021-01-11,13.28081
2021-01-12,13.08384
2021-01-13,12.94316
2021-01-14,12.38041
2021-01-15,11.28306
2021-01-16,9.81992
2021-01-17,11.14237
2021-01-18,16.54473
2021-01-19,15.13787
2021-01-20,15.30669
2021-01-21,17.5014
2021-01-22,13.05571
2021-01-23,12.0709
2021-01-24,14.80022
2021-01-25,18.26111
2021-01-26,15.10973
2021-01-27,16.23522
2021-01-28,32.52673
2021-01-29,16.48846
2021-01-30,11.64884
2021-01-31,16.12267
2021-02-01,18.71131
2021-02-02,15.50365
2021-02-03,12.91502
2021-02-04,14.20934
2021-02-05,10.07315
2021-02-06,8.58187
2021-02-07,10.32639
2021-02-08,12.40855
2021-02-09,13.9561
2021-02-10,10.72031
2021-02-11,9.14462
2021-02-12,9.08835
2021-02-13,10.1857
2021-02-14,13.53404
2021-02-15,16.48846
2021-02-16,15.02532
2021-02-17,15.33483
2021-02-18,14.80022
2021-02-19,11.56443
2021-02-20,8.69442
2021-02-21,11.45188
2021-02-22,13.81541
2021-02-23,10.6359
2021-02-24,11.70512
2021-02-25,10.21384
2021-02-26,7.8503
2021-02-27,7.3157
2021-02-28,7.54079
2021-03-01,9.79178
2021-03-02,14.12492
2021-03-03,14.51885
2021-03-04,10.24198
2021-03-05,8.27236
2021-03-06,8.01913
2021-03-07,8.32864
2021-03-08,14.54698
2021-03-09,11.31119
2021-03-10,11.81767
2021-03-11,12.01463
2021-03-12,10.49521
2021-03-13,8.15981
2021-03-14,8.83511
2021-03-15,11.70512
2021-03-16,10.38266
2021-03-17,12.35227
2021-03-18,10.24198
2021-03-19,9.81992
2021-03-20,8.86325
2021-03-21,11.19864
2021-03-22,15.6162
2021-03-23,11.56443
2021-03-24,10.77658
2021-03-25,10.27011
2021-03-26,9.45413
2021-03-27,8.18795
2021-03-28,9.14462
2021-03-29,13.84355
2021-03-30,13.731
2021-03-31,11.50815
2021-04-01,9.22903
2021-04-02,8.3005
2021-04-03,8.01913
2021-04-04,7.87844
2021-04-05,11.76139
2021-04-06,10.29825
2021-04-07,9.42599
2021-04-08,8.49746
2021-04-09,9.34158
2021-04-10,6.97805
2021-04-11,7.42824
2021-04-12,10.72031
2021-04-13,10.12943
2021-04-14,9.2009
2021-04-15,9.06021
2021-04-16,7.25942
2021-04-17,5.34608
2021-04-18,7.3157
2021-04-19,11.39561
2021-04-20,11.25492
2021-04-21,18.79572
2021-04-22,16.43218
2021-04-23,11.02982
2021-04-24,9.7355
2021-04-25,12.94316
2021-04-26,15.6162
2021-04-27,17.67023
2021-04-28,12.21159
2021-04-29,14.54698
2021-04-30,12.04276
2021-05-01,8.7507
2021-05-02,8.86325
2021-05-03,13.64659
2021-05-04,11.17051
2021-05-05,8.72256
2021-05-06,12.23972
2021-05-07,10.15756
2021-05-08,9.98874
2021-05-09,10.88913
2021-05-10,22.31288
2021-05-11,13.53404
2021-05-12,10.52335
2021-05-13,9.56668
2021-05-14,7.59707
2021-05-15,7.25942
2021-05-16,8.49746
2021-05-17,11.59257
2021-05-18,9.62296
2021-05-19,7.34383
2021-05-20,11.81767
2021-05-21,9.00393
2021-05-22,8.38491
2021-05-23,9.39786
2021-05-24,12.66178
2021-05-25,10.77658
2021-05-26,9.93247
2021-05-27,11.8458
2021-05-28,10.69217
2021-05-29,8.86325
2021-05-30,9.84805
2021-05-31,12.71806
2021-06-01,11.17051
2021-06-02,11.81767
2021-06-03,12.12718
2021-06-04,11.70512
2021-06-05,8.35678
2021-06-06,10.27011
2021-06-07,14.12492
2021-06-08,12.91502
2021-06-09,10.6359
2021-06-10,8.41305
2021-06-11,8.66629
2021-06-12,7.03432
2021-06-13,7.34383
2021-06-14,10.83286
2021-06-15,11.6207
2021-06-16,10.83286
2021-06-17,10.55149
2021-06-18,9.11648
2021-06-19,7.51266
2021-06-20,9.06021
2021-06-21,12.80247
2021-06-22,10.55149
2021-06-23,8.3005
2021-06-24,7.3157
2021-06-25,8.66629
2021-06-26,7.73776
2021-06-27,7.68148
2021-06-28,11.17051
2021-06-29,8.9758
2021-06-30,9.03207
2021-07-01,8.86325
2021-07-02,8.7507
2021-07-03,7.28756
2021-07-04,9.2009
2021-07-05,16.74169
2021-07-06,14.74395
2021-07-07,12.97129
2021-07-08,10.94541
2021-07-09,11.78953
2021-07-10,8.69442
2021-07-11,9.87619
2021-07-12,14.77208
2021-07-13,13.61845
2021-07-14,13.22453
2021-07-15,15.13787
2021-07-16,14.88463
2021-07-17,10.74845
2021-07-18,10.97355
2021-07-19,13.89983
2021-07-20,12.43669
2021-07-21,10.97355
2021-07-22,11.67698
2021-07-23,10.1857
2021-07-24,8.18795
2021-07-25,8.46933
2021-07-26,10.69217
2021-07-27,15.67248
2021-07-28,16.01012
2021-07-29,10.861
2021-07-30,7.76589
2021-07-31,7.3157
2021-08-01,7.79403
2021-08-02,14.09679
2021-08-03,14.06865
2021-08-04,10.66404
2021-08-05,8.72256
2021-08-06,7.82217
2021-08-07,6.6404
2021-08-08,7.17501
2021-08-09,9.51041
2021-08-10,9.53854
2021-08-11,10.97355
2021-08-12,9.70737
2021-08-13,7.96285
2021-08-14,7.82217
2021-08-15,7.54079
2021-08-16,10.91727
2021-08-17,12.15531
2021-08-18,11.42374
2021-08-19,10.80472
2021-08-20,9.84805
2021-08-21,8.13168
2021-08-22,12.35227
2021-08-23,15.6162
2021-08-24,13.98424
2021-08-25,12.60551
2021-08-26,11.50815
2021-08-27,9.7355
2021-08-28,8.66629
2021-08-29,11.19864
2021-08-30,15.30669
2021-08-31,18.12042
2021-09-01,20.31513
2021-09-02,15.98199
2021-09-03,13.14012
2021-09-04,10.21384
2021-09-05,10.35453
2021-09-06,13.28081
2021-09-07,10.32639
2021-09-08,43.07822
2021-09-09,24.67642
2021-09-10,14.15306
2021-09-11,10.12943
2021-09-12,11.78953
2021-09-13,19.33033
2021-09-14,14.91277
2021-09-15,12.88688
2021-09-16,12.32414
2021-09-17,9.28531
2021-09-18,7.37197
2021-09-19,8.13168
2021-09-20,8.01913
2021-09-21,9.28531
2021-09-22,12.83061
2021-09-23,14.80022
2021-09-24,14.06865
2021-09-25,9.9606
2021-09-26,13.9561
2021-09-27,26.19583
2021-09-28,20.25886
2021-09-29,15.8413
2021-09-30,12.40855
2021-10-01,10.49521
2021-10-02,9.17276
2021-10-03,8.66629
2021-10-04,11.50815
2021-10-05,15.70061
2021-10-06,14.1812
2021-10-07,12.18345
2021-10-08,11.28306
2021-10-09,8.5256
2021-10-10,9.7355
2021-10-11,12.21159
2021-10-12,17.36072
2021-10-13,15.58806
2021-10-14,12.54924
2021-10-15,12.7462
2021-10-16,7.00619
2021-10-17,9.2009
2021-10-18,11.42374
2021-10-19,9.90433
2021-10-20,10.24198
2021-10-21,9.25717
2021-10-22,10.24198
2021-10-23,6.13393
2021-10-24,10.861
2021-10-25,17.9516
2021-10-26,16.26336
2021-10-27,13.11198
2021-10-28,11.70512
2021-10-29,11.56443
2021-10-30,8.77884
2021-10-31,11.14237
2021-11-01,14.85649
2021-11-02,12.85875
2021-11-03,13.67473
2021-11-04,18.45807
2021-11-05,12.71806
2021-11-06,10.24198
2021-11-07,11.00168
2021-11-08,15.44738
2021-11-09,13.89983
2021-11-10,13.33708
2021-11-11,11.11423
2021-11-12,9.7355
2021-11-13,7.76589
2021-11-14,11.25492
2021-11-15,29.31907
2021-11-16,21.97523
2021-11-17,15.89758
2021-11-18,12.57737
2021-11-19,9.98874
2021-11-20,6.94991
2021-11-21,9.53854
2021-11-22,15.33483
2021-11-23,12.26786
2021-11-24,12.01463
2021-11-25,14.43444
2021-11-26,13.16826
2021-11-27,9.84805
2021-11-28,11.48002
2021-11-29,15.6162
2021-11-30,15.13787
2021-12-01,14.85649
2021-12-02,13.16826
2021-12-03,11.22678
2021-12-04,8.80697
2021-12-05,11.28306
2021-12-06,20.34327
2021-12-07,14.99718
2021-12-08,14.71581
2021-12-09,12.91502
2021-12-10,8.80697
2021-12-11,8.7507
2021-12-12,10.52335
2021-12-13,15.86944
2021-12-14,12.68992
2021-12-15,10.52335
2021-12-16,9.39786
2021-12-17,10.43894
2021-12-18,8.24423
2021-12-19,9.51041
2021-12-20,12.43669
2021-12-21,10.97355
2021-12-22,10.6359
2021-12-23,11.02982
2021-12-24,7.45638
2021-12-25,6.07765
2021-12-26,7.90658
2021-12-27,13.47777
2021-12-28,14.77208
2021-12-29,13.14012
2021-12-30,12.57737
2021-12-31,10.43894
2022-01-01,8.66629
2022-01-02,13.39335
2022-01-03,16.43218
2022-01-04,15.95385
2022-01-05,13.22453
2022-01-06,11.59257
2022-01-07,11.87394
2022-01-08,10.80472
2022-01-09,12.85875
2022-01-10,23.52279
2022-01-11,18.99268
2022-01-12,16.96679
2022-01-13,20.54023
2022-01-14,11.70512
2022-01-15,8.69442
2022-01-16,12.80247
2022-01-17,14.09679
2022-01-18,11.53629
2022-01-19,11.42374
2022-01-20,10.57962
2022-01-21,10.91727
2022-01-22,8.21609
2022-01-23,10.55149
2022-01-24,14.4063
2022-01-25,12.09904
2022-01-26,9.7355
2022-01-27,8.58187
2022-01-28,6.78109
2022-01-29,6.07765
2022-01-30,5.71187
2022-01-31,7.59707
2022-02-01,9.08835
2022-02-02,10.35453
2022-02-03,12.26786
2022-02-04,11.33933
2022-02-05,9.53854
2022-02-06,11.81767
2022-02-07,15.95385
2022-02-08,12.57737
2022-02-09,11.98649
2022-02-10,10.32639
2022-02-11,9.56668
2022-02-12,9.7355
2022-02-13,12.18345
2022-02-14,17.2763
2022-02-15,13.22453
2022-02-16,11.22678
2022-02-17,13.87169
2022-02-18,11.87394
2022-02-19,9.25717
2022-02-20,13.11198
2022-02-21,16.82611
2022-02-22,12.94316
2022-02-23,11.00168
2022-02-24,9.22903
2022-02-25,8.27236
2022-02-26,6.6404
2022-02-27,10.66404
2022-02-28,13.39335
2022-03-01,12.15531
2022-03-02,10.77658
2022-03-03,10.66404
2022-03-04,10.80472
2022-03-05,9.17276
2022-03-06,10.66404
2022-03-07,12.54924
2022-03-08,9.62296
2022-03-09,9.48227
2022-03-10,15.10973
2022-03-11,11.76139
2022-03-12,10.46707
2022-03-13,12.83061
2022-03-14,14.04051
2022-03-15,15.05346
2022-03-16,13.14012
2022-03-17,11.36747
2022-03-18,9.81992
2022-03-19,10.04501
2022-03-20,13.75914
2022-03-21,21.29994
2022-03-22,15.33483
2022-03-23,12.23972
2022-03-24,11.87394
2022-03-25,11.90208
2022-03-26,9.51041
2022-03-27,13.78728
2022-03-28,14.09679
2022-03-29,14.09679
2022-03-30,17.2763
2022-03-31,16.91052
2022-04-01,11.05796
2022-04-02,8.38491
2022-04-03,11.33933
2022-04-04,15.47552
2022-04-05,13.59032
2022-04-06,13.64659
2022-04-07,13.16826
2022-04-08,15.02532
2022-04-09,10.12943
2022-04-10,12.38041
2022-04-11,20.45582
2022-04-12,15.50365
2022-04-13,13.56218
2022-04-14,11.90208
2022-04-15,10.15756
2022-04-16,9.70737
2022-04-17,12.12718
2022-04-18,20.51209
2022-04-19,16.96679
2022-04-20,12.91502
2022-04-21,12.83061
2022-04-22,12.38041
2022-04-23,10.77658
2022-04-24,12.80247
2022-04-25,16.74169
2022-04-26,14.09679
2022-04-27,16.20709
2022-04-28,14.04051
2022-04-29,12.12718
2022-04-30,10.66404
2022-05-01,12.40855
2022-05-02,19.66797
2022-05-03,14.09679
2022-05-04,12.91502
2022-05-05,8.86325
2022-05-06,13.16826
2022-05-07,10.83286
2022-05-08,13.84355
2022-05-09,16.74169
2022-05-10,15.53179
2022-05-11,14.37816
2022-05-12,13.92796
2022-05-13,12.60551
2022-05-14,10.72031
2022-05-15,12.32414
2022-05-16,18.65503
2022-05-17,15.22228
2022-05-18,13.14012
2022-05-19,13.44963
2022-05-20,12.66178
2022-05-21,10.27011
2022-05-22,12.01463
2022-05-23,16.43218
2022-05-24,13.84355
2022-05-25,15.05346
2022-05-26,13.25267
2022-05-27,13.36522
2022-05-28,9.67923
2022-05-29,13.87169
2022-05-30,18.90827
2022-05-31,14.37816
2022-06-01,11.95835
2022-06-02,11.6207
2022-06-03,10.57962
2022-06-04,7.93472
2022-06-05,9.17276
2022-06-06,12.26786
2022-06-07,14.71581
2022-06-08,17.7265
2022-06-09,12.296
2022-06-10,11.50815
2022-06-11,8.32864
2022-06-12,10.57962
2022-06-13,16.01012
2022-06-14,12.77433
2022-06-15,13.42149
2022-06-16,13.28081
2022-06-17,12.54924
2022-06-18,10.10129
2022-06-19,11.0861
2022-06-20,19.6117
2022-06-21,15.55993
2022-06-22,14.37816
2022-06-23,14.71581
2022-06-24,12.85875
2022-06-25,9.06021
2022-06-26,11.90208
2022-06-27,14.54698
2022-06-28,11.90208
2022-06-29,12.94316
2022-06-30,10.52335
2022-07-01,9.03207
2022-07-02,8.27236
2022-07-03,10.80472
2022-07-04,17.10748
2022-07-05,12.04276
2022-07-06,10.72031
2022-07-07,10.32639
2022-07-08,9.51041
2022-07-09,7.56893
2022-07-10,9.56668
2022-07-11,11.8458
2022-07-12,10.77658
2022-07-13,11.87394
2022-07-14,10.15756
2022-07-15,8.27236
2022-07-16,7.37197
2022-07-17,8.72256
2022-07-18,12.77433
2022-07-19,10.07315
2022-07-20,11.76139
2022-07-21,9.42599
2022-07-22,8.44119
2022-07-23,6.10579
2022-07-24,9.14462
2022-07-25,14.6314
2022-07-26,12.91502
2022-07-27,11.45188
2022-07-28,8.91952
2022-07-29,7.51266
2022-07-30,6.49971
2022-07-31,6.78109
2022-08-01,10.01688
2022-08-02,9.42599
2022-08-03,9.76364
2022-08-04,9.84805
2022-08-05,10.15756
2022-08-06,6.55599
2022-08-07,9.48227
2022-08-08,11.11423
2022-08-09,9.87619
2022-08-10,9.51041
2022-08-11,7.54079
2022-08-12,9.11648
2022-08-13,6.75295
2022-08-14,8.35678
2022-08-15,8.41305
2022-08-16,15.36297
2022-08-17,12.7462
2022-08-18,12.21159
2022-08-19,11.93021
2022-08-20,8.24423
2022-08-21,10.24198
2022-08-22,12.32414
2022-08-23,12.18345
2022-08-24,10.43894
2022-08-25,10.4108
2022-08-26,10.01688
2022-08-27,7.70962
2022-08-28,7.51266
2022-08-29,11.39561
2022-08-30,11.50815
2022-08-31,9.70737
2022-09-01,9.17276
2022-09-02,8.32864
2022-09-03,6.69667
2022-09-04,8.49746
2022-09-05,10.43894
2022-09-06,9.28531
2022-09-07,8.15981
2022-09-08,6.47158
2022-09-09,5.51491
2022-09-10,7.17501
2022-09-11,9.59482
2022-09-12,10.72031
2022-09-13,14.65953
2022-09-14,12.18345
2022-09-15,10.6359
2022-09-16,8.69442
2022-09-17,7.0906
2022-09-18,9.34158
2022-09-19,11.50815
2022-09-20,10.60776
2022-09-21,12.23972
2022-09-22,11.05796
2022-09-23,8.10354
2022-09-24,5.48677
2022-09-25,8.13168
2022-09-26,10.91727
2022-09-27,10.80472
2022-09-28,10.91727
2022-09-29,9.28531
2022-09-30,7.42824
2022-10-01,7.73776
2022-10-02,8.3005
2022-10-03,16.76983
2022-10-04,17.97974
2022-10-05,13.64659
2022-10-06,12.5211
2022-10-07,8.77884
2022-10-08,6.33089
2022-10-09,6.78109
2022-10-10,9.98874
2022-10-11,16.40405
2022-10-12,12.18345
2022-10-13,10.1857
2022-10-14,8.46933
2022-10-15,7.48452
2022-10-16,8.27236
2022-10-17,10.66404
2022-10-18,8.58187
2022-10-19,9.70737
2022-10-20,10.83286
2022-10-21,7.40011
2022-10-22,5.65559
2022-10-23,8.5256
2022-10-24,10.88913
2022-10-25,10.21384
2022-10-26,17.7265
2022-10-27,15.19414
2022-10-28,10.77658
2022-10-29,7.96285
2022-10-30,7.14687
2022-10-31,12.26786
2022-11-01,12.09904
2022-11-02,10.21384
2022-11-03,10.57962
2022-11-04,9.39786
2022-11-05,6.94991
2022-11-06,11.50815
2022-11-07,13.44963
2022-11-08,11.64884
2022-11-09,10.6359
2022-11-10,10.91727
2022-11-11,8.55374
2022-11-12,6.80922
2022-11-13,8.21609
2022-11-14,12.43669
2022-11-15,12.0709
2022-11-16,11.98649
2022-11-17,12.83061
2022-11-18,8.15981
2022-11-19,6.49971
2022-11-20,7.90658
2022-11-21,9.67923
2022-11-22,9.22903
2022-11-23,10.35453
2022-11-24,7.34383
2022-11-25,8.91952
2022-11-26,5.51491
2022-11-27,8.15981
2022-11-28,13.92796
2022-11-29,9.2009
2022-11-30,8.46933
2022-12-01,7.45638
2022-12-02,6.49971
2022-12-03,4.92402
2022-12-04,7.20315
2022-12-05,11.02982
2022-12-06,9.79178
2022-12-07,7.82217
2022-12-08,5.9651
2022-12-09,6.27462
2022-12-10,5.4305
2022-12-11,6.30275
2022-12-12,8.18795
2022-12-13,6.58413
2022-12-14,6.61226
2022-12-15,6.24648
2022-12-16,5.40236
2022-12-17,4.78334
2022-12-18,6.04952
2022-12-19,8.91952
2022-12-20,7.40011
2022-12-21,6.61226
2022-12-22,5.62746
2022-12-23,4.44569
2022-12-24,3.74226
2022-12-25,4.89589
2022-12-26,7.54079
2022-12-27,6.10579
2022-12-28,7.59707
2022-12-29,7.54079
2022-12-30,5.03657
2022-12-31,4.44569
2023-01-01,6.58413
2023-01-02,9.51041
2023-01-03,8.41305
2023-01-04,9.59482
2023-01-05,8.32864
2023-01-06,5.99324
2023-01-07,6.27462
2023-01-08,8.18795
2023-01-09,10.04501
2023-01-10,9.00393
2023-01-11,8.21609
2023-01-12,8.55374
2023-01-13,6.38716
2023-01-14,6.35903
2023-01-15,7.76589
2023-01-16,8.49746
2023-01-17,8.55374
2023-01-18,6.27462
2023-01-19,6.69667
2023-01-20,5.74001
2023-01-21,6.33089
2023-01-22,7.11873
2023-01-23,7.90658
2023-01-24,10.94541
2023-01-25,11.95835
2023-01-26,9.22903
2023-01-27,8.41305
2023-01-28,6.02138
2023-01-29,8.41305
2023-01-30,11.42374
2023-01-31,8.61001
2023-02-01,8.80697
2023-02-02,7.0906
2023-02-03,6.58413
2023-02-04,6.16207
2023-02-05,7.48452
2023-02-06,9.87619
2023-02-07,8.5256
2023-02-08,7.51266
2023-02-09,7.70962
2023-02-10,6.80922
2023-02-11,4.92402
2023-02-12,9.62296
2023-02-13,11.50815
2023-02-14,9.51041
2023-02-15,7.59707
2023-02-16,6.72481
2023-02-17,5.40236
2023-02-18,5.76814
2023-02-19,7.70962
2023-02-20,9.00393
2023-02-21,8.15981
2023-02-22,8.18795
2023-02-23,8.89138
2023-02-24,6.47158
2023-02-25,5.88069
2023-02-26,7.65334
2023-02-27,8.89138
2023-02-28,6.8655
2023-03-01,7.42824
2023-03-02,7.8503
2023-03-03,7.34383
2023-03-04,6.24648
2023-03-05,9.08835
2023-03-06,9.9606
2023-03-07,7.93472
2023-03-08,7.99099
2023-03-09,7.42824
2023-03-10,5.34608
2023-03-11,4.67079
2023-03-12,5.90883
2023-03-13,7.65334
2023-03-14,7.51266
2023-03-15,6.83736
2023-03-16,6.27462
2023-03-17,6.30275
2023-03-18,5.93697
2023-03-19,7.03432
2023-03-20,8.15981
2023-03-21,8.46933
2023-03-22,8.72256
2023-03-23,9.39786
2023-03-24,6.49971
2023-03-25,6.02138
2023-03-26,6.61226
2023-03-27,8.91952
2023-03-28,12.21159
2023-03-29,11.73325
2023-03-30,6.78109
2023-03-31,7.00619
2023-04-01,6.30275
2023-04-02,8.69442
2023-04-03,13.14012
2023-04-04,11.36747
2023-04-05,9.79178
2023-04-06,7.51266
2023-04-07,5.99324
2023-04-08,5.85256
2023-04-09,6.30275
2023-04-10,9.67923
2023-04-11,9.22903
2023-04-12,7.59707
2023-04-13,7.28756
2023-04-14,5.76814
2023-04-15,6.04952
2023-04-16,6.80922
2023-04-17,10.04501
2023-04-18,9.42599
2023-04-19,8.32864
2023-04-20,7.45638
2023-04-21,5.76814
2023-04-22,5.45863
2023-04-23,6.80922
2023-04-24,8.32864
2023-04-25,8.46933
2023-04-26,6.94991
2023-04-27,5.71187
2023-04-28,5.79628
2023-04-29,4.83961
2023-04-30,6.24648
2023-05-01,6.1902
2023-05-02,9.08835
2023-05-03,6.92177
2023-05-04,6.47158
2023-05-05,5.17726
2023-05-06,5.31795
2023-05-07,7.11873
2023-05-08,9.14462
2023-05-09,8.01913
2023-05-10,6.80922
2023-05-11,7.0906
2023-05-12,5.45863
2023-05-13,5.12099
2023-05-14,6.47158
2023-05-15,9.65109
2023-05-16,8.35678
2023-05-17,7.56893
2023-05-18,7.00619
2023-05-19,6.07765
2023-05-20,5.23353
2023-05-21,7.73776
2023-05-22,9.00393
2023-05-23,9.70737
2023-05-24,8.86325
2023-05-25,6.13393
2023-05-26,6.44344
2023-05-27,5.2054
2023-05-28,6.92177
