date,다이어트어플
2020-09-09,50.0
2020-09-10,45.77922
2020-09-11,25.64935
2020-09-12,28.8961
2020-09-13,43.18181
2020-09-14,61.68831
2020-09-15,49.35064
2020-09-16,36.03896
2020-09-17,44.15584
2020-09-18,33.11688
2020-09-19,28.57142
2020-09-20,31.81818
2020-09-21,50.0
2020-09-22,38.31168
2020-09-23,33.11688
2020-09-24,35.38961
2020-09-25,23.37662
2020-09-26,33.11688
2020-09-27,36.03896
2020-09-28,41.23376
2020-09-29,25.97402
2020-09-30,22.40259
2020-10-01,23.05194
2020-10-02,29.54545
2020-10-03,26.62337
2020-10-04,61.68831
2020-10-05,76.94805
2020-10-06,54.87012
2020-10-07,44.48051
2020-10-08,30.84415
2020-10-09,32.7922
2020-10-10,34.41558
2020-10-11,40.90909
2020-10-12,67.53246
2020-10-13,43.50649
2020-10-14,41.88311
2020-10-15,29.87012
2020-10-16,27.5974
2020-10-17,21.75324
2020-10-18,36.36363
2020-10-19,59.74025
2020-10-20,42.85714
2020-10-21,49.02597
2020-10-22,29.87012
2020-10-23,21.10389
2020-10-24,21.75324
2020-10-25,39.93506
2020-10-26,53.57142
2020-10-27,38.96103
2020-10-28,36.03896
2020-10-29,35.71428
2020-10-30,27.27272
2020-10-31,18.50649
2020-11-01,38.31168
2020-11-02,54.87012
2020-11-03,40.90909
2020-11-04,30.84415
2020-11-05,30.84415
2020-11-06,22.07792
2020-11-07,14.93506
2020-11-08,29.54545
2020-11-09,43.18181
2020-11-10,39.28571
2020-11-11,27.92207
2020-11-12,28.24675
2020-11-13,27.5974
2020-11-14,25.32467
2020-11-15,35.06493
2020-11-16,50.97402
2020-11-17,34.0909
2020-11-18,39.61038
2020-11-19,27.92207
2020-11-20,27.27272
2020-11-21,31.4935
2020-11-22,34.41558
2020-11-23,48.37662
2020-11-24,36.68831
2020-11-25,37.01298
2020-11-26,26.2987
2020-11-27,27.92207
2020-11-28,19.80519
2020-11-29,40.25974
2020-11-30,43.50649
2020-12-01,40.25974
2020-12-02,32.46753
2020-12-03,29.87012
2020-12-04,25.64935
2020-12-05,21.75324
2020-12-06,31.16883
2020-12-07,37.66233
2020-12-08,28.8961
2020-12-09,29.54545
2020-12-10,25.0
2020-12-11,22.40259
2020-12-12,19.80519
2020-12-13,26.94805
2020-12-14,32.14285
2020-12-15,32.46753
2020-12-16,34.0909
2020-12-17,18.18181
2020-12-18,21.75324
2020-12-19,14.93506
2020-12-20,25.97402
2020-12-21,37.01298
2020-12-22,21.42857
2020-12-23,22.07792
2020-12-24,14.93506
2020-12-25,16.55844
2020-12-26,31.4935
2020-12-27,46.42857
2020-12-28,50.97402
2020-12-29,36.03896
2020-12-30,28.24675
2020-12-31,24.35064
2021-01-01,65.25974
2021-01-02,59.0909
2021-01-03,74.02597
2021-01-04,74.35064
2021-01-05,50.64935
2021-01-06,42.53246
2021-01-07,32.7922
2021-01-08,25.97402
2021-01-09,24.02597
2021-01-10,37.01298
2021-01-11,45.12987
2021-01-12,42.53246
2021-01-13,38.63636
2021-01-14,38.96103
2021-01-15,37.01298
2021-01-16,38.96103
2021-01-17,43.83116
2021-01-18,63.31168
2021-01-19,49.02597
2021-01-20,38.96103
2021-01-21,37.01298
2021-01-22,34.0909
2021-01-23,35.06493
2021-01-24,47.72727
2021-01-25,64.93506
2021-01-26,51.2987
2021-01-27,45.45454
2021-01-28,40.58441
2021-01-29,36.36363
2021-01-30,27.92207
2021-01-31,53.24675
2021-02-01,66.55844
2021-02-02,46.75324
2021-02-03,42.53246
2021-02-04,32.14285
2021-02-05,29.22077
2021-02-06,29.22077
2021-02-07,36.68831
2021-02-08,45.12987
2021-02-09,35.38961
2021-02-10,25.64935
2021-02-11,19.80519
2021-02-12,26.2987
2021-02-13,36.36363
2021-02-14,53.57142
2021-02-15,83.11688
2021-02-16,54.22077
2021-02-17,50.97402
2021-02-18,47.40259
2021-02-19,29.87012
2021-02-20,37.98701
2021-02-21,34.41558
2021-02-22,58.44155
2021-02-23,46.75324
2021-02-24,50.97402
2021-02-25,34.41558
2021-02-26,31.81818
2021-02-27,32.14285
2021-02-28,35.06493
2021-03-01,63.31168
2021-03-02,63.96103
2021-03-03,52.27272
2021-03-04,45.12987
2021-03-05,39.93506
2021-03-06,32.7922
2021-03-07,52.27272
2021-03-08,72.72727
2021-03-09,50.32467
2021-03-10,54.54545
2021-03-11,43.83116
2021-03-12,37.98701
2021-03-13,30.1948
2021-03-14,52.5974
2021-03-15,65.25974
2021-03-16,50.64935
2021-03-17,42.20779
2021-03-18,44.48051
2021-03-19,35.06493
2021-03-20,27.27272
2021-03-21,46.42857
2021-03-22,64.28571
2021-03-23,52.92207
2021-03-24,43.50649
2021-03-25,45.12987
2021-03-26,34.41558
2021-03-27,37.01298
2021-03-28,54.87012
2021-03-29,77.5974
2021-03-30,64.61038
2021-03-31,65.90909
2021-04-01,60.06493
2021-04-02,44.15584
2021-04-03,32.7922
2021-04-04,56.4935
2021-04-05,74.35064
2021-04-06,60.71428
2021-04-07,49.02597
2021-04-08,42.85714
2021-04-09,45.77922
2021-04-10,32.46753
2021-04-11,48.70129
2021-04-12,70.45454
2021-04-13,54.22077
2021-04-14,53.8961
2021-04-15,57.46753
2021-04-16,31.81818
2021-04-17,26.94805
2021-04-18,47.07792
2021-04-19,73.37662
2021-04-20,54.87012
2021-04-21,48.37662
2021-04-22,47.72727
2021-04-23,31.16883
2021-04-24,33.76623
2021-04-25,49.67532
2021-04-26,69.48051
2021-04-27,57.46753
2021-04-28,48.05194
2021-04-29,50.97402
2021-04-30,36.68831
2021-05-01,34.0909
2021-05-02,40.25974
2021-05-03,61.68831
2021-05-04,52.5974
2021-05-05,30.1948
2021-05-06,48.05194
2021-05-07,35.06493
2021-05-08,31.16883
2021-05-09,48.70129
2021-05-10,65.25974
2021-05-11,49.35064
2021-05-12,52.5974
2021-05-13,51.62337
2021-05-14,43.18181
2021-05-15,31.4935
2021-05-16,56.16883
2021-05-17,71.10389
2021-05-18,56.16883
2021-05-19,38.31168
2021-05-20,55.1948
2021-05-21,45.77922
2021-05-22,36.68831
2021-05-23,51.62337
2021-05-24,78.8961
2021-05-25,58.44155
2021-05-26,49.35064
2021-05-27,50.97402
2021-05-28,38.96103
2021-05-29,32.14285
2021-05-30,58.44155
2021-05-31,84.41558
2021-06-01,63.31168
2021-06-02,54.87012
2021-06-03,49.02597
2021-06-04,40.90909
2021-06-05,33.44155
2021-06-06,44.15584
2021-06-07,74.67532
2021-06-08,57.14285
2021-06-09,52.5974
2021-06-10,55.84415
2021-06-11,39.61038
2021-06-12,30.84415
2021-06-13,47.07792
2021-06-14,77.27272
2021-06-15,51.62337
2021-06-16,49.67532
2021-06-17,44.15584
2021-06-18,30.84415
2021-06-19,27.92207
2021-06-20,42.85714
2021-06-21,73.37662
2021-06-22,47.72727
2021-06-23,51.94805
2021-06-24,45.12987
2021-06-25,30.84415
2021-06-26,25.64935
2021-06-27,42.20779
2021-06-28,52.27272
2021-06-29,45.77922
2021-06-30,46.42857
2021-07-01,45.45454
2021-07-02,41.88311
2021-07-03,24.67532
2021-07-04,41.55844
2021-07-05,47.40259
2021-07-06,46.42857
2021-07-07,38.31168
2021-07-08,49.02597
2021-07-09,32.7922
2021-07-10,31.81818
2021-07-11,36.36363
2021-07-12,50.0
2021-07-13,48.70129
2021-07-14,38.96103
2021-07-15,34.74025
2021-07-16,26.94805
2021-07-17,35.38961
2021-07-18,41.23376
2021-07-19,46.75324
2021-07-20,47.40259
2021-07-21,42.20779
2021-07-22,37.01298
2021-07-23,35.06493
2021-07-24,26.94805
2021-07-25,32.46753
2021-07-26,44.80519
2021-07-27,36.68831
2021-07-28,38.63636
2021-07-29,37.33766
2021-07-30,24.67532
2021-07-31,29.87012
2021-08-01,39.93506
2021-08-02,55.1948
2021-08-03,40.90909
2021-08-04,31.16883
2021-08-05,38.63636
2021-08-06,27.92207
2021-08-07,22.07792
2021-08-08,36.68831
2021-08-09,50.64935
2021-08-10,44.15584
2021-08-11,37.01298
2021-08-12,35.38961
2021-08-13,25.32467
2021-08-14,20.12987
2021-08-15,30.1948
2021-08-16,40.90909
2021-08-17,47.07792
2021-08-18,39.28571
2021-08-19,38.63636
2021-08-20,34.41558
2021-08-21,19.48051
2021-08-22,41.23376
2021-08-23,46.75324
2021-08-24,39.28571
2021-08-25,29.54545
2021-08-26,33.76623
2021-08-27,27.5974
2021-08-28,24.35064
2021-08-29,39.28571
2021-08-30,56.81818
2021-08-31,60.06493
2021-09-01,50.97402
2021-09-02,39.61038
2021-09-03,40.58441
2021-09-04,25.64935
2021-09-05,40.90909
2021-09-06,38.63636
2021-09-07,33.44155
2021-09-08,28.24675
2021-09-09,32.46753
2021-09-10,22.07792
2021-09-11,22.40259
2021-09-12,29.22077
2021-09-13,30.84415
2021-09-14,23.37662
2021-09-15,25.97402
2021-09-16,22.40259
2021-09-17,10.38961
2021-09-18,12.98701
2021-09-19,13.96103
2021-09-20,16.23376
2021-09-21,17.53246
2021-09-22,36.68831
2021-09-23,43.18181
2021-09-24,33.76623
2021-09-25,27.27272
2021-09-26,40.58441
2021-09-27,52.27272
2021-09-28,41.23376
2021-09-29,42.53246
2021-09-30,26.62337
2021-10-01,31.4935
2021-10-02,23.05194
2021-10-03,25.0
2021-10-04,36.68831
2021-10-05,44.80519
2021-10-06,40.25974
2021-10-07,37.66233
2021-10-08,19.48051
2021-10-09,18.83116
2021-10-10,21.42857
2021-10-11,30.84415
2021-10-12,50.64935
2021-10-13,34.0909
2021-10-14,29.87012
2021-10-15,22.07792
2021-10-16,17.20779
2021-10-17,30.84415
2021-10-18,27.5974
2021-10-19,28.24675
2021-10-20,26.62337
2021-10-21,20.77922
2021-10-22,21.42857
2021-10-23,16.55844
2021-10-24,16.55844
2021-10-25,26.2987
2021-10-26,23.37662
2021-10-27,26.94805
2021-10-28,23.37662
2021-10-29,20.12987
2021-10-30,14.28571
2021-10-31,20.77922
2021-11-01,37.01298
2021-11-02,30.84415
2021-11-03,28.24675
2021-11-04,23.70129
2021-11-05,13.96103
2021-11-06,14.61038
2021-11-07,20.45454
2021-11-08,30.84415
2021-11-09,26.94805
2021-11-10,22.40259
2021-11-11,16.88311
2021-11-12,18.18181
2021-11-13,13.96103
2021-11-14,20.77922
2021-11-15,29.87012
2021-11-16,25.97402
2021-11-17,22.07792
2021-11-18,24.02597
2021-11-19,19.48051
2021-11-20,16.55844
2021-11-21,26.62337
2021-11-22,30.1948
2021-11-23,25.32467
2021-11-24,19.80519
2021-11-25,22.72727
2021-11-26,17.85714
2021-11-27,15.90909
2021-11-28,17.20779
2021-11-29,37.01298
2021-11-30,22.07792
2021-12-01,22.07792
2021-12-02,20.12987
2021-12-03,18.18181
2021-12-04,15.90909
2021-12-05,21.10389
2021-12-06,27.92207
2021-12-07,20.45454
2021-12-08,25.0
2021-12-09,19.80519
2021-12-10,17.20779
2021-12-11,11.03896
2021-12-12,21.42857
2021-12-13,29.22077
2021-12-14,19.48051
2021-12-15,23.05194
2021-12-16,16.23376
2021-12-17,12.33766
2021-12-18,10.38961
2021-12-19,22.07792
2021-12-20,30.1948
2021-12-21,22.40259
2021-12-22,17.53246
2021-12-23,18.50649
2021-12-24,7.14285
2021-12-25,10.38961
2021-12-26,28.24675
2021-12-27,27.92207
2021-12-28,26.62337
2021-12-29,24.02597
2021-12-30,22.07792
2021-12-31,21.10389
2022-01-01,38.31168
2022-01-02,67.20779
2022-01-03,75.0
2022-01-04,43.18181
2022-01-05,39.93506
2022-01-06,34.0909
2022-01-07,30.1948
2022-01-08,25.97402
2022-01-09,39.28571
2022-01-10,53.24675
2022-01-11,42.53246
2022-01-12,38.63636
2022-01-13,37.98701
2022-01-14,27.5974
2022-01-15,20.45454
2022-01-16,37.98701
2022-01-17,40.58441
2022-01-18,39.28571
2022-01-19,38.31168
2022-01-20,29.87012
2022-01-21,20.77922
2022-01-22,19.15584
2022-01-23,30.1948
2022-01-24,46.75324
2022-01-25,36.36363
2022-01-26,29.54545
2022-01-27,28.24675
2022-01-28,17.20779
2022-01-29,15.58441
2022-01-30,15.58441
2022-01-31,17.85714
2022-02-01,21.75324
2022-02-02,39.93506
2022-02-03,47.07792
2022-02-04,34.74025
2022-02-05,32.14285
2022-02-06,53.8961
2022-02-07,61.03896
2022-02-08,37.33766
2022-02-09,39.93506
2022-02-10,25.64935
2022-02-11,25.97402
2022-02-12,20.45454
2022-02-13,30.84415
2022-02-14,48.37662
2022-02-15,40.25974
2022-02-16,31.4935
2022-02-17,36.03896
2022-02-18,26.62337
2022-02-19,20.77922
2022-02-20,41.23376
2022-02-21,45.77922
2022-02-22,44.80519
2022-02-23,35.06493
2022-02-24,29.54545
2022-02-25,20.45454
2022-02-26,26.62337
2022-02-27,39.28571
2022-02-28,42.53246
2022-03-01,44.15584
2022-03-02,44.15584
2022-03-03,32.46753
2022-03-04,25.64935
2022-03-05,18.18181
2022-03-06,37.98701
2022-03-07,41.55844
2022-03-08,38.96103
2022-03-09,26.94805
2022-03-10,37.33766
2022-03-11,32.14285
2022-03-12,27.5974
2022-03-13,53.24675
2022-03-14,49.35064
2022-03-15,44.15584
2022-03-16,42.53246
2022-03-17,34.0909
2022-03-18,29.87012
2022-03-19,22.07792
2022-03-20,39.93506
2022-03-21,47.07792
2022-03-22,49.35064
2022-03-23,34.41558
2022-03-24,34.0909
2022-03-25,23.70129
2022-03-26,25.0
2022-03-27,37.66233
2022-03-28,43.18181
2022-03-29,41.88311
2022-03-30,48.05194
2022-03-31,34.74025
2022-04-01,26.94805
2022-04-02,22.40259
2022-04-03,37.01298
2022-04-04,39.93506
2022-04-05,29.87012
2022-04-06,35.06493
2022-04-07,33.11688
2022-04-08,22.40259
2022-04-09,20.77922
2022-04-10,34.0909
2022-04-11,52.27272
2022-04-12,40.25974
2022-04-13,43.50649
2022-04-14,31.81818
2022-04-15,29.22077
2022-04-16,28.57142
2022-04-17,37.01298
2022-04-18,48.70129
2022-04-19,53.57142
2022-04-20,34.0909
2022-04-21,37.66233
2022-04-22,21.42857
2022-04-23,25.32467
2022-04-24,43.18181
2022-04-25,49.02597
2022-04-26,40.58441
2022-04-27,39.28571
2022-04-28,30.51948
2022-04-29,25.32467
2022-04-30,17.20779
2022-05-01,32.46753
2022-05-02,53.8961
2022-05-03,38.31168
2022-05-04,28.24675
2022-05-05,17.53246
2022-05-06,17.85714
2022-05-07,23.37662
2022-05-08,36.68831
2022-05-09,60.71428
2022-05-10,47.07792
2022-05-11,44.80519
2022-05-12,43.50649
2022-05-13,29.54545
2022-05-14,24.02597
2022-05-15,39.28571
2022-05-16,58.76623
2022-05-17,38.63636
2022-05-18,40.90909
2022-05-19,32.7922
2022-05-20,28.57142
2022-05-21,22.40259
2022-05-22,33.11688
2022-05-23,45.12987
2022-05-24,38.31168
2022-05-25,39.61038
2022-05-26,40.90909
2022-05-27,23.70129
2022-05-28,25.0
2022-05-29,27.5974
2022-05-30,42.20779
2022-05-31,28.24675
2022-06-01,32.14285
2022-06-02,42.20779
2022-06-03,27.92207
2022-06-04,18.18181
2022-06-05,25.64935
2022-06-06,38.96103
2022-06-07,50.64935
2022-06-08,41.55844
2022-06-09,33.76623
2022-06-10,32.14285
2022-06-11,23.37662
2022-06-12,40.25974
2022-06-13,50.32467
2022-06-14,38.31168
2022-06-15,38.31168
2022-06-16,32.14285
2022-06-17,21.42857
2022-06-18,24.67532
2022-06-19,37.01298
2022-06-20,47.40259
2022-06-21,39.28571
2022-06-22,35.06493
2022-06-23,33.44155
2022-06-24,32.46753
2022-06-25,19.80519
2022-06-26,33.44155
2022-06-27,44.48051
2022-06-28,37.66233
2022-06-29,33.44155
2022-06-30,22.72727
2022-07-01,26.62337
2022-07-02,23.05194
2022-07-03,36.68831
2022-07-04,49.67532
2022-07-05,42.53246
2022-07-06,35.71428
2022-07-07,28.8961
2022-07-08,23.37662
2022-07-09,24.35064
2022-07-10,27.5974
2022-07-11,45.12987
2022-07-12,36.03896
2022-07-13,32.7922
2022-07-14,24.67532
2022-07-15,23.70129
2022-07-16,16.88311
2022-07-17,26.94805
2022-07-18,38.96103
2022-07-19,31.4935
2022-07-20,26.94805
2022-07-21,25.97402
2022-07-22,23.70129
2022-07-23,23.37662
2022-07-24,27.5974
2022-07-25,43.18181
2022-07-26,27.27272
2022-07-27,27.27272
2022-07-28,30.51948
2022-07-29,23.70129
2022-07-30,18.50649
2022-07-31,26.2987
2022-08-01,39.61038
2022-08-02,29.87012
2022-08-03,30.51948
2022-08-04,34.74025
2022-08-05,26.94805
2022-08-06,30.1948
2022-08-07,30.1948
2022-08-08,47.72727
2022-08-09,34.74025
2022-08-10,33.11688
2022-08-11,30.84415
2022-08-12,27.5974
2022-08-13,22.72727
2022-08-14,22.40259
2022-08-15,42.85714
2022-08-16,43.83116
2022-08-17,37.33766
2022-08-18,31.4935
2022-08-19,23.70129
2022-08-20,23.05194
2022-08-21,35.06493
2022-08-22,47.40259
2022-08-23,42.20779
2022-08-24,39.28571
2022-08-25,27.92207
2022-08-26,20.77922
2022-08-27,16.23376
2022-08-28,26.2987
2022-08-29,45.45454
2022-08-30,46.42857
2022-08-31,34.0909
2022-09-01,34.74025
2022-09-02,25.0
2022-09-03,16.88311
2022-09-04,23.70129
2022-09-05,26.62337
2022-09-06,26.62337
2022-09-07,19.15584
2022-09-08,11.68831
2022-09-09,13.96103
2022-09-10,15.25974
2022-09-11,28.57142
2022-09-12,31.4935
2022-09-13,42.85714
2022-09-14,34.74025
2022-09-15,33.11688
2022-09-16,25.0
2022-09-17,17.20779
2022-09-18,29.54545
2022-09-19,52.92207
2022-09-20,40.25974
2022-09-21,31.16883
2022-09-22,28.8961
2022-09-23,15.58441
2022-09-24,16.88311
2022-09-25,21.75324
2022-09-26,37.01298
2022-09-27,27.92207
2022-09-28,26.94805
2022-09-29,23.37662
2022-09-30,17.20779
2022-10-01,14.93506
2022-10-02,17.85714
2022-10-03,30.84415
2022-10-04,40.25974
2022-10-05,40.58441
2022-10-06,22.72727
2022-10-07,20.45454
2022-10-08,20.77922
2022-10-09,20.45454
2022-10-10,25.32467
2022-10-11,28.24675
2022-10-12,25.97402
2022-10-13,21.42857
2022-10-14,18.18181
2022-10-15,12.01298
2022-10-16,15.90909
2022-10-17,31.16883
2022-10-18,29.54545
2022-10-19,23.05194
2022-10-20,21.42857
2022-10-21,16.55844
2022-10-22,16.23376
2022-10-23,25.64935
2022-10-24,26.62337
2022-10-25,20.12987
2022-10-26,21.42857
2022-10-27,17.85714
2022-10-28,12.66233
2022-10-29,11.68831
2022-10-30,16.23376
2022-10-31,22.40259
2022-11-01,27.27272
2022-11-02,24.67532
2022-11-03,21.75324
2022-11-04,9.41558
2022-11-05,10.06493
2022-11-06,18.83116
2022-11-07,20.45454
2022-11-08,13.96103
2022-11-09,20.77922
2022-11-10,20.12987
2022-11-11,12.01298
2022-11-12,11.03896
2022-11-13,18.50649
2022-11-14,29.87012
2022-11-15,25.64935
2022-11-16,18.18181
2022-11-17,16.88311
2022-11-18,20.12987
2022-11-19,12.66233
2022-11-20,22.07792
2022-11-21,29.87012
2022-11-22,22.72727
2022-11-23,25.64935
2022-11-24,16.55844
2022-11-25,17.53246
2022-11-26,14.61038
2022-11-27,20.77922
2022-11-28,23.70129
2022-11-29,20.12987
2022-11-30,16.88311
2022-12-01,20.77922
2022-12-02,10.71428
2022-12-03,5.1948
2022-12-04,14.93506
2022-12-05,23.37662
2022-12-06,14.93506
2022-12-07,12.01298
2022-12-08,17.85714
2022-12-09,13.96103
2022-12-10,17.20779
2022-12-11,12.01298
2022-12-12,20.45454
2022-12-13,15.90909
2022-12-14,16.23376
2022-12-15,14.61038
2022-12-16,13.31168
2022-12-17,12.66233
2022-12-18,15.58441
2022-12-19,20.12987
2022-12-20,19.48051
2022-12-21,13.63636
2022-12-22,12.98701
2022-12-23,10.06493
2022-12-24,12.98701
2022-12-25,10.71428
2022-12-26,21.42857
2022-12-27,11.68831
2022-12-28,16.23376
2022-12-29,17.53246
2022-12-30,11.36363
2022-12-31,16.55844
2023-01-01,40.25974
2023-01-02,52.5974
2023-01-03,37.66233
2023-01-04,33.44155
2023-01-05,21.75324
2023-01-06,18.83116
2023-01-07,11.68831
2023-01-08,25.64935
2023-01-09,38.96103
2023-01-10,25.0
2023-01-11,22.72727
2023-01-12,20.77922
2023-01-13,22.07792
2023-01-14,17.85714
2023-01-15,18.18181
2023-01-16,33.44155
2023-01-17,24.67532
2023-01-18,21.42857
2023-01-19,17.20779
2023-01-20,8.76623
2023-01-21,10.38961
2023-01-22,11.03896
2023-01-23,15.90909
2023-01-24,35.06493
2023-01-25,37.01298
2023-01-26,28.57142
2023-01-27,21.10389
2023-01-28,23.37662
2023-01-29,32.14285
2023-01-30,42.20779
2023-01-31,30.84415
2023-02-01,35.71428
2023-02-02,23.37662
2023-02-03,25.97402
2023-02-04,20.77922
2023-02-05,25.97402
2023-02-06,42.85714
2023-02-07,35.38961
2023-02-08,30.51948
2023-02-09,28.57142
2023-02-10,18.18181
2023-02-11,13.96103
2023-02-12,36.36363
2023-02-13,42.20779
2023-02-14,37.01298
2023-02-15,33.44155
2023-02-16,23.70129
2023-02-17,18.50649
2023-02-18,15.58441
2023-02-19,29.54545
2023-02-20,36.03896
2023-02-21,34.41558
2023-02-22,26.2987
2023-02-23,20.12987
2023-02-24,17.85714
2023-02-25,14.61038
2023-02-26,26.2987
2023-02-27,31.4935
2023-02-28,24.02597
2023-03-01,32.46753
2023-03-02,35.71428
2023-03-03,21.42857
2023-03-04,24.02597
2023-03-05,28.57142
2023-03-06,50.0
2023-03-07,33.44155
2023-03-08,30.51948
2023-03-09,28.57142
2023-03-10,22.72727
2023-03-11,16.23376
2023-03-12,29.22077
2023-03-13,35.06493
2023-03-14,35.06493
2023-03-15,28.8961
2023-03-16,25.64935
2023-03-17,15.90909
2023-03-18,18.50649
2023-03-19,29.54545
2023-03-20,36.68831
2023-03-21,40.25974
2023-03-22,29.22077
2023-03-23,26.62337
2023-03-24,25.64935
2023-03-25,19.80519
2023-03-26,21.42857
2023-03-27,38.31168
2023-03-28,31.4935
2023-03-29,29.22077
2023-03-30,25.0
2023-03-31,23.05194
2023-04-01,21.75324
2023-04-02,24.35064
2023-04-03,38.96103
2023-04-04,35.38961
2023-04-05,31.81818
2023-04-06,31.4935
2023-04-07,20.12987
2023-04-08,19.15584
2023-04-09,27.27272
2023-04-10,33.44155
2023-04-11,31.16883
2023-04-12,32.7922
2023-04-13,28.24675
2023-04-14,21.10389
2023-04-15,21.10389
2023-04-16,27.5974
2023-04-17,38.96103
2023-04-18,30.84415
2023-04-19,29.54545
2023-04-20,23.37662
2023-04-21,17.20779
2023-04-22,16.88311
2023-04-23,25.0
2023-04-24,30.84415
2023-04-25,30.51948
2023-04-26,22.40259
2023-04-27,21.75324
2023-04-28,12.98701
2023-04-29,11.03896
2023-04-30,17.20779
2023-05-01,31.81818
2023-05-02,30.51948
2023-05-03,29.22077
2023-05-04,16.88311
2023-05-05,14.28571
2023-05-06,18.83116
2023-05-07,31.81818
2023-05-08,40.58441
2023-05-09,28.8961
2023-05-10,29.22077
2023-05-11,21.75324
2023-05-12,20.12987
2023-05-13,16.55844
2023-05-14,19.48051
2023-05-15,41.55844
2023-05-16,41.55844
2023-05-17,35.71428
2023-05-18,22.07792
2023-05-19,25.97402
2023-05-20,18.83116
2023-05-21,26.2987
2023-05-22,36.68831
2023-05-23,27.92207
2023-05-24,25.64935
2023-05-25,18.83116
2023-05-26,17.85714
2023-05-27,11.68831
2023-05-28,18.50649
2023-05-29,28.8961
