date,대출금리비교
2023-06-02,40.19323
2023-06-03,20.28985
2023-06-04,28.50241
2023-06-05,45.60386
2023-06-06,23.67149
2023-06-07,42.41545
2023-06-08,35.36231
2023-06-09,33.33333
2023-06-10,15.36231
2023-06-11,12.94685
2023-06-12,39.32367
2023-06-13,32.657
2023-06-14,31.69082
2023-06-15,29.85507
2023-06-16,23.67149
2023-06-17,11.11111
2023-06-18,13.33333
2023-06-19,25.7971
2023-06-20,23.96135
2023-06-21,31.01449
2023-06-22,27.05314
2023-06-23,24.05797
2023-06-24,9.08212
2023-06-25,12.36714
2023-06-26,24.63768
2023-06-27,26.95652
2023-06-28,22.99516
2023-06-29,20.96618
2023-06-30,24.44444
2023-07-01,11.88405
2023-07-02,11.11111
2023-07-03,26.57004
2023-07-04,26.76328
2023-07-05,28.50241
2023-07-06,22.1256
2023-07-07,18.55072
2023-07-08,9.56521
2023-07-09,11.40096
2023-07-10,24.73429
2023-07-11,20.67632
2023-07-12,21.44927
2023-07-13,21.54589
2023-07-14,18.55072
2023-07-15,9.46859
2023-07-16,9.95169
2023-07-17,22.02898
2023-07-18,22.1256
2023-07-19,20.86956
2023-07-20,19.03381
2023-07-21,20.09661
2023-07-22,9.75845
2023-07-23,10.5314
2023-07-24,25.12077
2023-07-25,21.25603
2023-07-26,19.71014
2023-07-27,22.02898
2023-07-28,18.35748
2023-07-29,10.14492
2023-07-30,9.75845
2023-07-31,22.80193
2023-08-01,20.48309
2023-08-02,20.96618
2023-08-03,16.71497
2023-08-04,18.84057
2023-08-05,7.05314
2023-08-06,7.9227
2023-08-07,24.2512
2023-08-08,21.0628
2023-08-09,20.09661
2023-08-10,16.81159
2023-08-11,17.77777
2023-08-12,8.11594
2023-08-13,11.69082
2023-08-14,24.63768
2023-08-15,15.36231
2023-08-16,22.1256
2023-08-17,22.31884
2023-08-18,23.1884
2023-08-19,11.98067
2023-08-20,9.66183
2023-08-21,23.67149
2023-08-22,22.02898
2023-08-23,21.93236
2023-08-24,21.35265
2023-08-25,22.60869
2023-08-26,9.27536
2023-08-27,9.56521
2023-08-28,27.34299
2023-08-29,22.41545
2023-08-30,23.47826
2023-08-31,17.19806
2023-09-01,15.55555
2023-09-02,7.82608
2023-09-03,13.33333
2023-09-04,23.1884
2023-09-05,19.61352
2023-09-06,19.71014
2023-09-07,18.06763
2023-09-08,14.58937
2023-09-09,6.8599
2023-09-10,10.33816
2023-09-11,18.93719
2023-09-12,16.61835
2023-09-13,17.97101
2023-09-14,18.55072
2023-09-15,16.03864
2023-09-16,7.14975
2023-09-17,8.11594
2023-09-18,18.26086
2023-09-19,17.97101
2023-09-20,15.65217
2023-09-21,15.74879
2023-09-22,16.13526
2023-09-23,7.43961
2023-09-24,11.20772
2023-09-25,20.28985
2023-09-26,20.57971
2023-09-27,11.49758
2023-09-28,4.83091
2023-09-29,4.54106
2023-09-30,5.314
2023-10-01,5.7971
2023-10-02,9.56521
2023-10-03,10.33816
2023-10-04,28.01932
2023-10-05,23.57487
2023-10-06,19.90338
2023-10-07,6.95652
2023-10-08,8.11594
2023-10-09,9.46859
2023-10-10,23.1884
2023-10-11,21.35265
2023-10-12,21.25603
2023-10-13,20.38647
2023-10-14,8.40579
2023-10-15,8.21256
2023-10-16,21.64251
2023-10-17,17.87439
2023-10-18,19.13043
2023-10-19,20.38647
2023-10-20,18.06763
2023-10-21,11.20772
2023-10-22,11.40096
2023-10-23,23.57487
2023-10-24,21.0628
2023-10-25,19.80676
2023-10-26,18.4541
2023-10-27,17.58454
2023-10-28,7.34299
2023-10-29,11.01449
2023-10-30,21.54589
2023-10-31,21.44927
2023-11-01,18.26086
2023-11-02,17.19806
2023-11-03,15.84541
2023-11-04,9.66183
2023-11-05,8.11594
2023-11-06,16.52173
2023-11-07,16.3285
2023-11-08,15.84541
2023-11-09,15.74879
2023-11-10,13.42995
2023-11-11,7.05314
2023-11-12,8.88888
2023-11-13,15.94202
2023-11-14,18.74396
2023-11-15,18.64734
2023-11-16,16.90821
2023-11-17,14.20289
2023-11-18,6.57004
2023-11-19,7.53623
2023-11-20,19.32367
2023-11-21,21.73913
2023-11-22,18.06763
2023-11-23,18.84057
2023-11-24,15.16908
2023-11-25,8.79227
2023-11-26,9.17874
2023-11-27,16.23188
2023-11-28,20.09661
2023-11-29,15.94202
2023-11-30,20.86956
2023-12-01,14.10628
2023-12-02,7.9227
2023-12-03,10.14492
2023-12-04,18.35748
2023-12-05,17.87439
2023-12-06,17.48792
2023-12-07,17.00483
2023-12-08,14.00966
2023-12-09,8.01932
2023-12-10,8.69565
2023-12-11,17.68115
2023-12-12,18.16425
2023-12-13,18.06763
2023-12-14,19.42028
2023-12-15,16.42512
2023-12-16,6.8599
2023-12-17,8.01932
2023-12-18,15.84541
2023-12-19,16.23188
2023-12-20,18.26086
2023-12-21,14.00966
2023-12-22,12.46376
2023-12-23,6.95652
2023-12-24,5.7971
2023-12-25,7.53623
2023-12-26,18.64734
2023-12-27,17.58454
2023-12-28,14.68599
2023-12-29,14.58937
2023-12-30,8.01932
2023-12-31,9.37198
2024-01-01,9.56521
2024-01-02,19.32367
2024-01-03,19.61352
2024-01-04,18.26086
2024-01-05,17.10144
2024-01-06,11.78743
2024-01-07,8.9855
2024-01-08,34.49275
2024-01-09,60.0
2024-01-10,42.99516
2024-01-11,32.85024
2024-01-12,25.12077
2024-01-13,13.14009
2024-01-14,17.3913
2024-01-15,38.06763
2024-01-16,30.14492
2024-01-17,30.24154
2024-01-18,25.12077
2024-01-19,23.28502
2024-01-20,14.87922
2024-01-21,14.7826
2024-01-22,27.14975
2024-01-23,28.11594
2024-01-24,28.50241
2024-01-25,22.22222
2024-01-26,22.22222
2024-01-27,12.657
2024-01-28,12.27053
2024-01-29,24.2512
2024-01-30,40.77294
2024-01-31,46.37681
2024-02-01,30.62801
2024-02-02,25.50724
2024-02-03,11.69082
2024-02-04,14.87922
2024-02-05,26.28019
2024-02-06,25.7971
2024-02-07,23.76811
2024-02-08,18.4541
2024-02-09,8.30917
2024-02-10,9.37198
2024-02-11,8.9855
2024-02-12,13.81642
2024-02-13,31.88405
2024-02-14,28.88888
2024-02-15,28.11594
2024-02-16,23.76811
2024-02-17,13.7198
2024-02-18,11.11111
2024-02-19,27.82608
2024-02-20,22.80193
2024-02-21,20.19323
2024-02-22,21.0628
2024-02-23,23.1884
2024-02-24,13.23671
2024-02-25,13.42995
2024-02-26,23.28502
2024-02-27,21.15942
2024-02-28,26.28019
2024-02-29,23.38164
2024-03-01,12.46376
2024-03-02,8.30917
2024-03-03,11.5942
2024-03-04,22.60869
2024-03-05,23.47826
2024-03-06,21.15942
2024-03-07,20.0
2024-03-08,17.87439
2024-03-09,9.37198
2024-03-10,11.69082
2024-03-11,18.74396
2024-03-12,24.63768
2024-03-13,19.32367
2024-03-14,18.35748
2024-03-15,16.13526
2024-03-16,9.66183
2024-03-17,10.72463
2024-03-18,16.71497
2024-03-19,18.26086
2024-03-20,20.38647
