date,증여취득세
2020-12-17,14.91544
2020-12-18,14.25006
2020-12-19,9.92514
2020-12-20,11.64402
2020-12-21,16.63432
2020-12-22,13.83421
2020-12-23,14.25006
2020-12-24,16.24618
2020-12-25,11.44995
2020-12-26,10.84003
2020-12-27,11.81036
2020-12-28,17.771
2020-12-29,17.46603
2020-12-30,15.49764
2020-12-31,12.05988
2021-01-01,8.92708
2021-01-02,13.77876
2021-01-03,10.61824
2021-01-04,15.63626
2021-01-05,14.02827
2021-01-06,14.6382
2021-01-07,10.28555
2021-01-08,10.11921
2021-01-09,9.86969
2021-01-10,8.70529
2021-01-11,11.89354
2021-01-12,11.56085
2021-01-13,12.64208
2021-01-14,15.71943
2021-01-15,12.39257
2021-01-16,9.92514
2021-01-17,10.03604
2021-01-18,14.22234
2021-01-19,15.63626
2021-01-20,17.02245
2021-01-21,14.66592
2021-01-22,15.1095
2021-01-23,11.75492
2021-01-24,10.09148
2021-01-25,14.38868
2021-01-26,13.16883
2021-01-27,13.97283
2021-01-28,13.44607
2021-01-29,12.42029
2021-01-30,8.81619
2021-01-31,9.7588
2021-02-01,13.80648
2021-02-02,15.13723
2021-02-03,14.13917
2021-02-04,11.25589
2021-02-05,9.34294
2021-02-06,9.12115
2021-02-07,9.0657
2021-02-08,13.4738
2021-02-09,10.84003
2021-02-10,10.47962
2021-02-11,5.82201
2021-02-12,7.59634
2021-02-13,9.12115
2021-02-14,8.34488
2021-02-15,14.44413
2021-02-16,14.27779
2021-02-17,13.39062
2021-02-18,12.91932
2021-02-19,9.84197
2021-02-20,7.76268
2021-02-21,9.89742
2021-02-22,14.33324
2021-02-23,12.58663
2021-02-24,12.0876
2021-02-25,11.67174
2021-02-26,8.70529
2021-02-27,7.29137
2021-02-28,7.70723
2021-03-01,8.84391
2021-03-02,10.25783
2021-03-03,10.95092
2021-03-04,11.00637
2021-03-05,9.23204
2021-03-06,7.12503
2021-03-07,6.34876
2021-03-08,10.70141
2021-03-09,10.31327
2021-03-10,10.11921
2021-03-11,9.48156
2021-03-12,9.42611
2021-03-13,5.68339
2021-03-14,6.65372
2021-03-15,12.36484
2021-03-16,20.70973
2021-03-17,19.82256
2021-03-18,17.02245
2021-03-19,12.94704
2021-03-20,11.81036
2021-03-21,11.25589
2021-03-22,17.05018
2021-03-23,14.69365
2021-03-24,12.86387
2021-03-25,12.14305
2021-03-26,11.56085
2021-03-27,8.34488
2021-03-28,9.28749
2021-03-29,13.61242
2021-03-30,11.53313
2021-03-31,10.8123
2021-04-01,10.00831
2021-04-02,10.00831
2021-04-03,7.65178
2021-04-04,6.26559
2021-04-05,10.25783
2021-04-06,11.31133
2021-04-07,11.28361
2021-04-08,10.341
2021-04-09,8.31716
2021-04-10,6.32104
2021-04-11,6.09925
2021-04-12,10.86775
2021-04-13,9.98059
2021-04-14,13.33518
2021-04-15,11.47768
2021-04-16,10.47962
2021-04-17,6.45966
2021-04-18,7.67951
2021-04-19,14.16689
2021-04-20,15.02633
2021-04-21,12.42029
2021-04-22,11.72719
2021-04-23,10.341
2021-04-24,6.95869
2021-04-25,16.05212
2021-04-26,16.60659
2021-04-27,13.30745
2021-04-28,12.80842
2021-04-29,11.89354
2021-04-30,9.09342
2021-05-01,6.7369
2021-05-02,6.65372
2021-05-03,10.78458
2021-05-04,9.73107
2021-05-05,7.01413
2021-05-06,9.23204
2021-05-07,7.45772
2021-05-08,5.98835
2021-05-09,6.79234
2021-05-10,11.25589
2021-05-11,10.39645
2021-05-12,10.14693
2021-05-13,10.00831
2021-05-14,9.34294
2021-05-15,7.23593
2021-05-16,6.93096
2021-05-17,11.53313
2021-05-18,11.33906
2021-05-19,7.70723
2021-05-20,12.30939
2021-05-21,11.11727
2021-05-22,7.29137
2021-05-23,6.87551
2021-05-24,13.00249
2021-05-25,12.94704
2021-05-26,10.25783
2021-05-27,12.05988
2021-05-28,8.56667
2021-05-29,6.0438
2021-05-30,8.56667
2021-05-31,12.30939
2021-06-01,11.67174
2021-06-02,9.7588
2021-06-03,10.2301
2021-06-04,7.81813
2021-06-05,5.37843
2021-06-06,5.98835
2021-06-07,10.03604
2021-06-08,11.25589
2021-06-09,9.98059
2021-06-10,8.20626
2021-06-11,9.31522
2021-06-12,5.4616
2021-06-13,6.40421
2021-06-14,9.67563
2021-06-15,8.26171
2021-06-16,9.01025
2021-06-17,7.06958
2021-06-18,7.15275
2021-06-19,6.29331
2021-06-20,7.06958
2021-06-21,10.36872
2021-06-22,8.28943
2021-06-23,8.62212
2021-06-24,7.40227
2021-06-25,5.76656
2021-06-26,4.26947
2021-06-27,5.04574
2021-06-28,8.67757
2021-06-29,7.2082
2021-06-30,6.29331
2021-07-01,5.4616
2021-07-02,5.29525
2021-07-03,4.0754
2021-07-04,5.10119
2021-07-05,7.65178
2021-07-06,7.23593
2021-07-07,8.17854
2021-07-08,6.79234
2021-07-09,4.96257
2021-07-10,3.68727
2021-07-11,4.13085
2021-07-12,6.76462
2021-07-13,7.67951
2021-07-14,7.73495
2021-07-15,6.48738
2021-07-16,5.82201
2021-07-17,3.99223
2021-07-18,5.68339
2021-07-19,7.81813
2021-07-20,7.81813
2021-07-21,7.18048
2021-07-22,6.26559
2021-07-23,6.01607
2021-07-24,4.65761
2021-07-25,6.43193
2021-07-26,7.62406
2021-07-27,7.59634
2021-07-28,7.45772
2021-07-29,6.626
2021-07-30,7.59634
2021-07-31,5.18436
2021-08-01,6.34876
2021-08-02,9.89742
2021-08-03,10.06376
2021-08-04,8.45578
2021-08-05,8.26171
2021-08-06,6.37649
2021-08-07,6.18242
2021-08-08,5.9329
2021-08-09,10.2301
2021-08-10,8.3726
2021-08-11,8.84391
2021-08-12,10.84003
2021-08-13,11.94898
2021-08-14,6.93096
2021-08-15,7.73495
2021-08-16,7.67951
2021-08-17,11.00637
2021-08-18,10.64596
2021-08-19,11.00637
2021-08-20,10.20238
2021-08-21,6.29331
2021-08-22,5.76656
2021-08-23,10.00831
2021-08-24,9.31522
2021-08-25,9.70335
2021-08-26,8.4835
2021-08-27,7.70723
2021-08-28,5.84973
2021-08-29,6.32104
2021-08-30,8.87163
2021-08-31,9.7588
2021-09-01,8.3726
2021-09-02,8.53895
2021-09-03,7.18048
2021-09-04,6.0438
2021-09-05,5.23981
2021-09-06,7.65178
2021-09-07,7.18048
2021-09-08,7.23593
2021-09-09,8.15081
2021-09-10,6.43193
2021-09-11,5.98835
2021-09-12,5.15663
2021-09-13,7.87357
2021-09-14,7.01413
2021-09-15,6.79234
2021-09-16,7.29137
2021-09-17,6.95869
2021-09-18,4.57443
2021-09-19,3.90906
2021-09-20,3.99223
2021-09-21,4.68533
2021-09-22,6.09925
2021-09-23,11.47768
2021-09-24,9.50928
2021-09-25,7.15275
2021-09-26,6.7369
2021-09-27,10.8123
2021-09-28,9.45383
2021-09-29,9.89742
2021-09-30,9.14887
2021-10-01,7.18048
2021-10-02,6.54283
2021-10-03,5.48932
2021-10-04,7.23593
2021-10-05,11.22816
2021-10-06,11.56085
2021-10-07,9.59245
2021-10-08,7.87357
2021-10-09,5.73884
2021-10-10,5.43387
2021-10-11,6.70917
2021-10-12,8.53895
2021-10-13,8.40033
2021-10-14,7.2082
2021-10-15,6.57055
2021-10-16,4.90712
2021-10-17,4.93484
2021-10-18,6.48738
2021-10-19,7.59634
2021-10-20,7.15275
2021-10-21,7.95675
2021-10-22,5.9329
2021-10-23,4.26947
2021-10-24,4.8794
2021-10-25,6.82007
2021-10-26,7.51316
2021-10-27,6.84779
2021-10-28,7.29137
2021-10-29,6.32104
2021-10-30,4.46354
2021-10-31,4.7685
2021-11-01,7.18048
2021-11-02,8.40033
2021-11-03,6.84779
2021-11-04,5.71111
2021-11-05,6.12697
2021-11-06,4.93484
2021-11-07,5.4616
2021-11-08,7.7904
2021-11-09,7.37454
2021-11-10,6.57055
2021-11-11,6.59828
2021-11-12,6.29331
2021-11-13,5.10119
2021-11-14,6.09925
2021-11-15,11.20044
2021-11-16,8.84391
2021-11-17,8.31716
2021-11-18,8.98253
2021-11-19,7.84585
2021-11-20,6.01607
2021-11-21,11.25589
2021-11-22,17.41059
2021-11-23,15.96894
2021-11-24,13.27973
2021-11-25,12.14305
2021-11-26,15.85805
2021-11-27,11.36678
2021-11-28,9.81425
2021-11-29,16.02439
2021-11-30,14.44413
2021-12-01,12.03215
2021-12-02,9.84197
2021-12-03,8.06764
2021-12-04,6.15469
2021-12-05,7.40227
2021-12-06,11.36678
2021-12-07,9.42611
2021-12-08,10.25783
2021-12-09,8.84391
2021-12-10,7.12503
2021-12-11,6.79234
2021-12-12,5.23981
2021-12-13,9.62018
2021-12-14,9.86969
2021-12-15,8.56667
2021-12-16,8.51122
2021-12-17,6.93096
2021-12-18,5.04574
2021-12-19,5.4616
2021-12-20,8.09537
2021-12-21,8.42805
2021-12-22,7.26365
2021-12-23,7.67951
2021-12-24,7.23593
2021-12-25,5.15663
2021-12-26,5.37843
2021-12-27,7.73495
2021-12-28,8.12309
2021-12-29,7.95675
2021-12-30,7.09731
2021-12-31,5.68339
2022-01-01,3.96451
2022-01-02,4.46354
2022-01-03,8.78846
2022-01-04,9.03798
2022-01-05,7.29137
2022-01-06,8.34488
2022-01-07,6.23787
2022-01-08,5.87746
2022-01-09,5.12891
2022-01-10,7.37454
2022-01-11,6.40421
2022-01-12,5.87746
2022-01-13,7.34682
2022-01-14,7.04186
2022-01-15,5.32298
2022-01-16,5.07346
2022-01-17,6.54283
2022-01-18,7.67951
2022-01-19,7.7904
2022-01-20,6.93096
2022-01-21,5.9329
2022-01-22,4.57443
2022-01-23,4.21402
2022-01-24,6.7369
2022-01-25,6.54283
2022-01-26,6.48738
2022-01-27,5.60022
2022-01-28,4.13085
2022-01-29,4.13085
2022-01-30,4.0754
2022-01-31,3.99223
2022-02-01,4.46354
2022-02-02,4.13085
2022-02-03,7.09731
2022-02-04,7.2082
2022-02-05,5.68339
2022-02-06,5.90518
2022-02-07,8.20626
2022-02-08,8.06764
2022-02-09,8.12309
2022-02-10,6.98641
2022-02-11,6.0438
2022-02-12,5.07346
2022-02-13,4.79622
2022-02-14,6.98641
2022-02-15,6.26559
2022-02-16,6.0438
2022-02-17,6.01607
2022-02-18,6.12697
2022-02-19,4.10313
2022-02-20,5.12891
2022-02-21,6.21014
2022-02-22,6.82007
2022-02-23,5.96063
2022-02-24,4.90712
2022-02-25,4.99029
2022-02-26,3.96451
2022-02-27,5.32298
2022-02-28,4.68533
2022-03-01,4.04768
2022-03-02,5.87746
2022-03-03,4.62988
2022-03-04,4.54671
2022-03-05,2.66149
2022-03-06,3.65955
2022-03-07,6.18242
2022-03-08,4.99029
2022-03-09,3.79817
2022-03-10,5.15663
2022-03-11,6.01607
2022-03-12,4.0754
2022-03-13,3.90906
2022-03-14,6.70917
2022-03-15,5.76656
2022-03-16,5.87746
2022-03-17,4.51899
2022-03-18,4.65761
2022-03-19,4.15858
2022-03-20,3.68727
2022-03-21,5.57249
2022-03-22,5.10119
2022-03-23,8.53895
2022-03-24,12.25395
2022-03-25,7.76268
2022-03-26,5.96063
2022-03-27,5.23981
2022-03-28,7.59634
2022-03-29,7.23593
2022-03-30,6.29331
2022-03-31,7.65178
2022-04-01,8.12309
2022-04-02,5.04574
2022-04-03,5.21208
2022-04-04,9.0657
2022-04-05,8.17854
2022-04-06,7.09731
2022-04-07,8.23398
2022-04-08,5.82201
2022-04-09,4.38037
2022-04-10,3.99223
2022-04-11,7.12503
2022-04-12,7.34682
2022-04-13,7.65178
2022-04-14,6.70917
2022-04-15,6.5151
2022-04-16,4.60216
2022-04-17,4.93484
2022-04-18,7.29137
2022-04-19,7.7904
2022-04-20,7.12503
2022-04-21,6.84779
2022-04-22,7.23593
2022-04-23,3.74272
2022-04-24,4.13085
2022-04-25,7.7904
2022-04-26,7.23593
2022-04-27,6.45966
2022-04-28,5.65566
2022-04-29,5.76656
2022-04-30,4.15858
2022-05-01,3.68727
2022-05-02,5.65566
2022-05-03,6.15469
2022-05-04,7.15275
2022-05-05,4.40809
2022-05-06,5.82201
2022-05-07,4.01996
2022-05-08,4.10313
2022-05-09,8.28943
2022-05-10,9.7588
2022-05-11,10.17466
2022-05-12,8.78846
2022-05-13,7.62406
2022-05-14,5.48932
2022-05-15,6.07152
2022-05-16,9.42611
2022-05-17,8.87163
2022-05-18,7.15275
2022-05-19,8.42805
2022-05-20,6.626
2022-05-21,4.43581
2022-05-22,5.62794
2022-05-23,7.73495
2022-05-24,8.78846
2022-05-25,7.04186
2022-05-26,6.70917
2022-05-27,6.21014
2022-05-28,3.85361
2022-05-29,3.16052
2022-05-30,7.62406
2022-05-31,6.01607
2022-06-01,4.01996
2022-06-02,5.76656
2022-06-03,5.4616
2022-06-04,4.15858
2022-06-05,3.46548
2022-06-06,4.8794
2022-06-07,6.87551
2022-06-08,4.71305
2022-06-09,5.60022
2022-06-10,5.37843
2022-06-11,3.90906
2022-06-12,3.68727
2022-06-13,6.23787
2022-06-14,6.21014
2022-06-15,5.26753
2022-06-16,6.70917
2022-06-17,5.29525
2022-06-18,3.68727
2022-06-19,4.13085
2022-06-20,5.3507
2022-06-21,7.59634
2022-06-22,5.68339
2022-06-23,5.15663
2022-06-24,4.26947
2022-06-25,2.911
2022-06-26,2.911
2022-06-27,4.96257
2022-06-28,5.62794
2022-06-29,4.40809
2022-06-30,4.57443
2022-07-01,4.46354
2022-07-02,3.32686
2022-07-03,4.35264
2022-07-04,4.54671
2022-07-05,5.62794
2022-07-06,5.62794
2022-07-07,4.68533
2022-07-08,4.68533
2022-07-09,2.63376
2022-07-10,3.16052
2022-07-11,5.37843
2022-07-12,5.10119
2022-07-13,3.71499
2022-07-14,4.99029
2022-07-15,3.57637
2022-07-16,2.63376
2022-07-17,3.6041
2022-07-18,6.54283
2022-07-19,6.59828
2022-07-20,6.29331
2022-07-21,7.81813
2022-07-22,8.81619
2022-07-23,6.48738
2022-07-24,5.84973
2022-07-25,9.78652
2022-07-26,6.26559
2022-07-27,6.84779
2022-07-28,7.48544
2022-07-29,4.96257
2022-07-30,3.63182
2022-07-31,4.74078
2022-08-01,8.45578
2022-08-02,6.76462
2022-08-03,6.29331
2022-08-04,5.73884
2022-08-05,4.62988
2022-08-06,3.41003
2022-08-07,4.0754
2022-08-08,6.23787
2022-08-09,6.68145
2022-08-10,5.65566
2022-08-11,5.18436
2022-08-12,4.21402
2022-08-13,2.60604
2022-08-14,2.93873
2022-08-15,3.71499
2022-08-16,5.54477
2022-08-17,5.23981
2022-08-18,5.40615
2022-08-19,4.68533
2022-08-20,2.85555
2022-08-21,2.49514
2022-08-22,5.37843
2022-08-23,6.57055
2022-08-24,6.01607
2022-08-25,5.12891
2022-08-26,5.01802
2022-08-27,3.52093
2022-08-28,3.04962
2022-08-29,6.23787
2022-08-30,5.23981
2022-08-31,4.13085
2022-09-01,4.7685
2022-09-02,4.99029
2022-09-03,3.71499
2022-09-04,4.24175
2022-09-05,4.90712
2022-09-06,4.71305
2022-09-07,4.54671
2022-09-08,4.32492
2022-09-09,3.29914
2022-09-10,2.85555
2022-09-11,3.93678
2022-09-12,3.41003
2022-09-13,6.65372
2022-09-14,6.98641
2022-09-15,6.29331
2022-09-16,6.01607
2022-09-17,3.4932
2022-09-18,3.35458
2022-09-19,5.73884
2022-09-20,6.07152
2022-09-21,10.03604
2022-09-22,8.03992
2022-09-23,6.98641
2022-09-24,3.43775
2022-09-25,3.6041
2022-09-26,5.23981
2022-09-27,6.57055
2022-09-28,6.95869
2022-09-29,6.32104
2022-09-30,4.8794
2022-10-01,3.10507
2022-10-02,2.63376
2022-10-03,3.85361
2022-10-04,4.7685
2022-10-05,4.35264
2022-10-06,4.82395
2022-10-07,3.71499
2022-10-08,2.80011
2022-10-09,2.85555
2022-10-10,2.4397
2022-10-11,4.71305
2022-10-12,5.10119
2022-10-13,4.15858
2022-10-14,4.32492
2022-10-15,3.07734
2022-10-16,3.27141
2022-10-17,4.96257
2022-10-18,4.65761
2022-10-19,5.51705
2022-10-20,5.3507
2022-10-21,3.54865
2022-10-22,2.38425
2022-10-23,3.6041
2022-10-24,5.40615
2022-10-25,4.68533
2022-10-26,4.93484
2022-10-27,5.37843
2022-10-28,4.93484
2022-10-29,3.0219
2022-10-30,2.46742
2022-10-31,4.43581
2022-11-01,5.18436
2022-11-02,4.57443
2022-11-03,3.57637
2022-11-04,4.0754
2022-11-05,2.82783
2022-11-06,2.49514
2022-11-07,6.26559
2022-11-08,4.71305
2022-11-09,8.95481
2022-11-10,16.24618
2022-11-11,8.78846
2022-11-12,4.49126
2022-11-13,3.77044
2022-11-14,6.98641
2022-11-15,7.45772
2022-11-16,6.5151
2022-11-17,7.06958
2022-11-18,5.73884
2022-11-19,3.16052
2022-11-20,4.38037
2022-11-21,8.31716
2022-11-22,7.7904
2022-11-23,7.95675
2022-11-24,5.76656
2022-11-25,7.18048
2022-11-26,5.21208
2022-11-27,4.13085
2022-11-28,8.34488
2022-11-29,6.95869
2022-11-30,6.54283
2022-12-01,6.59828
2022-12-02,6.5151
2022-12-03,2.99417
2022-12-04,4.8794
2022-12-05,6.79234
2022-12-06,7.18048
2022-12-07,8.70529
2022-12-08,9.50928
2022-12-09,8.01219
2022-12-10,5.71111
2022-12-11,5.07346
2022-12-12,11.36678
2022-12-13,9.09342
2022-12-14,15.58081
2022-12-15,10.70141
2022-12-16,10.95092
2022-12-17,6.37649
2022-12-18,6.18242
2022-12-19,13.50152
2022-12-20,12.22622
2022-12-21,19.98891
2022-12-22,17.85417
2022-12-23,11.6163
2022-12-24,7.26365
2022-12-25,7.18048
2022-12-26,12.05988
2022-12-27,10.2301
2022-12-28,9.03798
2022-12-29,8.56667
2022-12-30,6.0438
2022-12-31,3.04962
2023-01-01,5.60022
2023-01-02,9.1766
2023-01-03,8.67757
2023-01-04,7.73495
2023-01-05,6.76462
2023-01-06,5.01802
2023-01-07,3.65955
2023-01-08,3.10507
2023-01-09,6.37649
2023-01-10,6.37649
2023-01-11,5.60022
2023-01-12,5.54477
2023-01-13,4.04768
2023-01-14,2.93873
2023-01-15,2.96645
2023-01-16,4.57443
2023-01-17,4.96257
2023-01-18,4.99029
2023-01-19,4.71305
2023-01-20,4.46354
2023-01-21,2.38425
2023-01-22,3.13279
2023-01-23,3.16052
2023-01-24,3.10507
2023-01-25,4.99029
2023-01-26,5.43387
2023-01-27,4.96257
2023-01-28,3.29914
2023-01-29,2.3288
2023-01-30,5.62794
2023-01-31,4.90712
2023-02-01,4.62988
2023-02-02,4.85167
2023-02-03,4.38037
2023-02-04,3.10507
2023-02-05,2.52287
2023-02-06,5.23981
2023-02-07,6.0438
2023-02-08,4.57443
2023-02-09,4.7685
2023-02-10,4.71305
2023-02-11,3.41003
2023-02-12,3.38231
2023-02-13,5.76656
2023-02-14,5.01802
2023-02-15,4.40809
2023-02-16,4.93484
2023-02-17,3.90906
2023-02-18,2.63376
2023-02-19,2.57831
2023-02-20,4.57443
2023-02-21,4.46354
2023-02-22,4.26947
2023-02-23,4.10313
2023-02-24,3.71499
2023-02-25,2.30108
2023-02-26,2.57831
2023-02-27,4.32492
2023-02-28,4.65761
2023-03-01,2.80011
2023-03-02,6.29331
2023-03-03,4.1863
2023-03-04,3.68727
2023-03-05,2.82783
2023-03-06,5.23981
2023-03-07,5.68339
2023-03-08,4.46354
2023-03-09,4.1863
2023-03-10,3.57637
2023-03-11,2.60604
2023-03-12,2.35652
2023-03-13,3.57637
2023-03-14,3.38231
2023-03-15,4.43581
2023-03-16,3.85361
2023-03-17,3.43775
2023-03-18,1.46936
2023-03-19,2.4397
2023-03-20,4.10313
2023-03-21,4.93484
2023-03-22,4.82395
2023-03-23,5.73884
2023-03-24,4.04768
2023-03-25,2.60604
2023-03-26,2.66149
2023-03-27,4.10313
2023-03-28,4.85167
2023-03-29,4.35264
2023-03-30,4.0754
2023-03-31,2.71693
2023-04-01,1.77432
2023-04-02,2.49514
2023-04-03,3.77044
2023-04-04,3.96451
2023-04-05,3.82589
2023-04-06,3.35458
2023-04-07,3.57637
2023-04-08,2.46742
2023-04-09,2.27335
2023-04-10,4.90712
2023-04-11,4.35264
2023-04-12,4.29719
2023-04-13,3.93678
2023-04-14,3.79817
2023-04-15,2.3288
2023-04-16,2.27335
2023-04-17,4.21402
2023-04-18,4.35264
2023-04-19,4.51899
2023-04-20,3.82589
2023-04-21,3.35458
2023-04-22,1.88522
2023-04-23,2.16246
2023-04-24,3.99223
2023-04-25,3.68727
2023-04-26,3.21596
2023-04-27,3.16052
2023-04-28,3.68727
2023-04-29,2.13473
2023-04-30,2.2179
2023-05-01,2.85555
2023-05-02,4.74078
2023-05-03,3.52093
2023-05-04,3.41003
2023-05-05,2.38425
2023-05-06,2.13473
2023-05-07,1.88522
2023-05-08,4.26947
2023-05-09,5.76656
2023-05-10,4.10313
2023-05-11,3.74272
2023-05-12,3.32686
2023-05-13,1.82977
2023-05-14,1.94067
2023-05-15,4.71305
2023-05-16,3.71499
2023-05-17,2.85555
2023-05-18,3.77044
2023-05-19,2.99417
2023-05-20,1.99611
2023-05-21,1.52481
2023-05-22,4.1863
2023-05-23,3.71499
2023-05-24,2.71693
2023-05-25,2.55059
2023-05-26,3.52093
2023-05-27,1.35846
2023-05-28,2.13473
2023-05-29,2.63376
