date,개인연금IRP
2020-10-08,7.84982
2020-10-09,2.04778
2020-10-10,3.41296
2020-10-11,5.11945
2020-10-12,8.87372
2020-10-13,8.87372
2020-10-14,11.94539
2020-10-15,10.2389
2020-10-16,7.84982
2020-10-17,4.43686
2020-10-18,2.04778
2020-10-19,11.60409
2020-10-20,8.53242
2020-10-21,10.2389
2020-10-22,8.19112
2020-10-23,11.94539
2020-10-24,8.53242
2020-10-25,3.07167
2020-10-26,8.87372
2020-10-27,8.19112
2020-10-28,8.19112
2020-10-29,13.65187
2020-10-30,12.28668
2020-10-31,5.11945
2020-11-01,6.14334
2020-11-02,8.53242
2020-11-03,8.53242
2020-11-04,9.89761
2020-11-05,6.82593
2020-11-06,9.55631
2020-11-07,3.75426
2020-11-08,2.73037
2020-11-09,7.16723
2020-11-10,8.19112
2020-11-11,7.16723
2020-11-12,11.94539
2020-11-13,6.48464
2020-11-14,6.48464
2020-11-15,6.48464
2020-11-16,19.11262
2020-11-17,12.96928
2020-11-18,10.9215
2020-11-19,10.2389
2020-11-20,7.16723
2020-11-21,4.09556
2020-11-22,10.2389
2020-11-23,12.28668
2020-11-24,17.06484
2020-11-25,13.31058
2020-11-26,18.43003
2020-11-27,13.31058
2020-11-28,6.82593
2020-11-29,12.96928
2020-11-30,13.31058
2020-12-01,17.40614
2020-12-02,17.06484
2020-12-03,13.99317
2020-12-04,16.04095
2020-12-05,11.60409
2020-12-06,13.99317
2020-12-07,16.38225
2020-12-08,21.1604
2020-12-09,27.98634
2020-12-10,15.69965
2020-12-11,18.77133
2020-12-12,10.5802
2020-12-13,11.94539
2020-12-14,22.52559
2020-12-15,20.13651
2020-12-16,22.52559
2020-12-17,22.1843
2020-12-18,21.5017
2020-12-19,8.19112
2020-12-20,15.69965
2020-12-21,29.01023
2020-12-22,17.06484
2020-12-23,21.843
2020-12-24,16.04095
2020-12-25,26.96245
2020-12-26,21.1604
2020-12-27,24.23208
2020-12-28,46.75767
2020-12-29,34.47098
2020-12-30,33.78839
2020-12-31,44.3686
2021-01-01,9.21501
2021-01-02,15.35836
2021-01-03,14.33447
2021-01-04,21.1604
2021-01-05,14.67576
2021-01-06,18.43003
2021-01-07,14.33447
2021-01-08,16.04095
2021-01-09,11.94539
2021-01-10,12.62798
2021-01-11,16.72354
2021-01-12,18.08873
2021-01-13,13.99317
2021-01-14,17.40614
2021-01-15,27.98634
2021-01-16,12.62798
2021-01-17,18.43003
2021-01-18,30.37542
2021-01-19,34.12969
2021-01-20,44.0273
2021-01-21,35.49488
2021-01-22,36.17747
2021-01-23,20.13651
2021-01-24,16.04095
2021-01-25,23.89078
2021-01-26,33.44709
2021-01-27,29.69283
2021-01-28,23.54948
2021-01-29,25.25597
2021-01-30,7.50853
2021-01-31,15.69965
2021-02-01,22.1843
2021-02-02,21.843
2021-02-03,23.54948
2021-02-04,21.843
2021-02-05,19.79522
2021-02-06,12.96928
2021-02-07,8.87372
2021-02-08,20.13651
2021-02-09,22.86689
2021-02-10,24.91467
2021-02-11,8.87372
2021-02-12,11.60409
2021-02-13,10.2389
2021-02-14,10.2389
2021-02-15,27.98634
2021-02-16,26.96245
2021-02-17,20.47781
2021-02-18,23.54948
2021-02-19,29.35153
2021-02-20,16.38225
2021-02-21,14.67576
2021-02-22,20.47781
2021-02-23,31.39931
2021-02-24,16.04095
2021-02-25,25.59726
2021-02-26,18.43003
2021-02-27,12.62798
2021-02-28,10.5802
2021-03-01,20.81911
2021-03-02,24.91467
2021-03-03,19.11262
2021-03-04,20.13651
2021-03-05,13.65187
2021-03-06,13.31058
2021-03-07,11.26279
2021-03-08,18.08873
2021-03-09,18.77133
2021-03-10,21.1604
2021-03-11,21.5017
2021-03-12,17.74744
2021-03-13,7.16723
2021-03-14,6.82593
2021-03-15,17.74744
2021-03-16,13.65187
2021-03-17,12.28668
2021-03-18,13.65187
2021-03-19,15.35836
2021-03-20,5.46075
2021-03-21,5.80204
2021-03-22,13.65187
2021-03-23,15.35836
2021-03-24,13.31058
2021-03-25,13.99317
2021-03-26,16.04095
2021-03-27,12.96928
2021-03-28,9.55631
2021-03-29,13.99317
2021-03-30,16.04095
2021-03-31,16.72354
2021-04-01,11.60409
2021-04-02,11.60409
2021-04-03,8.19112
2021-04-04,9.89761
2021-04-05,15.01706
2021-04-06,14.67576
2021-04-07,14.33447
2021-04-08,11.26279
2021-04-09,17.40614
2021-04-10,4.77815
2021-04-11,7.50853
2021-04-12,14.33447
2021-04-13,17.40614
2021-04-14,18.77133
2021-04-15,11.94539
2021-04-16,14.67576
2021-04-17,5.46075
2021-04-18,6.82593
2021-04-19,14.33447
2021-04-20,17.74744
2021-04-21,14.67576
2021-04-22,14.67576
2021-04-23,11.94539
2021-04-24,6.14334
2021-04-25,10.9215
2021-04-26,13.99317
2021-04-27,17.06484
2021-04-28,13.31058
2021-04-29,9.21501
2021-04-30,12.62798
2021-05-01,4.77815
2021-05-02,3.75426
2021-05-03,12.28668
2021-05-04,17.40614
2021-05-05,6.14334
2021-05-06,12.62798
2021-05-07,10.2389
2021-05-08,8.53242
2021-05-09,4.77815
2021-05-10,16.04095
2021-05-11,13.99317
2021-05-12,11.26279
2021-05-13,11.26279
2021-05-14,12.28668
2021-05-15,4.43686
2021-05-16,10.9215
2021-05-17,12.62798
2021-05-18,12.96928
2021-05-19,5.80204
2021-05-20,10.5802
2021-05-21,11.94539
2021-05-22,13.99317
2021-05-23,8.87372
2021-05-24,10.5802
2021-05-25,15.01706
2021-05-26,10.2389
2021-05-27,18.77133
2021-05-28,14.33447
2021-05-29,6.14334
2021-05-30,6.14334
2021-05-31,10.9215
2021-06-01,11.94539
2021-06-02,11.26279
2021-06-03,17.06484
2021-06-04,9.89761
2021-06-05,4.77815
2021-06-06,6.48464
2021-06-07,16.04095
2021-06-08,18.77133
2021-06-09,11.26279
2021-06-10,13.31058
2021-06-11,10.5802
2021-06-12,2.38907
2021-06-13,5.46075
2021-06-14,12.28668
2021-06-15,15.01706
2021-06-16,14.33447
2021-06-17,12.62798
2021-06-18,13.65187
2021-06-19,4.77815
2021-06-20,5.11945
2021-06-21,9.55631
2021-06-22,10.9215
2021-06-23,10.9215
2021-06-24,15.69965
2021-06-25,12.96928
2021-06-26,10.2389
2021-06-27,7.16723
2021-06-28,13.65187
2021-06-29,20.81911
2021-06-30,17.06484
2021-07-01,16.38225
2021-07-02,14.67576
2021-07-03,7.84982
2021-07-04,10.2389
2021-07-05,14.33447
2021-07-06,17.40614
2021-07-07,16.04095
2021-07-08,7.50853
2021-07-09,7.16723
2021-07-10,4.09556
2021-07-11,11.94539
2021-07-12,12.96928
2021-07-13,15.01706
2021-07-14,10.9215
2021-07-15,4.77815
2021-07-16,11.26279
2021-07-17,6.48464
2021-07-18,5.11945
2021-07-19,12.62798
2021-07-20,8.19112
2021-07-21,13.31058
2021-07-22,8.87372
2021-07-23,13.31058
2021-07-24,8.53242
2021-07-25,8.53242
2021-07-26,14.67576
2021-07-27,17.74744
2021-07-28,18.08873
2021-07-29,15.69965
2021-07-30,17.40614
2021-07-31,6.14334
2021-08-01,6.48464
2021-08-02,17.74744
2021-08-03,17.74744
2021-08-04,12.96928
2021-08-05,15.69965
2021-08-06,11.60409
2021-08-07,8.87372
2021-08-08,4.09556
2021-08-09,21.5017
2021-08-10,10.9215
2021-08-11,14.33447
2021-08-12,13.31058
2021-08-13,12.96928
2021-08-14,11.94539
2021-08-15,5.80204
2021-08-16,17.74744
2021-08-17,21.843
2021-08-18,23.89078
2021-08-19,14.67576
2021-08-20,17.06484
2021-08-21,11.26279
2021-08-22,7.84982
2021-08-23,15.69965
2021-08-24,16.04095
2021-08-25,17.06484
2021-08-26,14.67576
2021-08-27,13.65187
2021-08-28,7.50853
2021-08-29,8.87372
2021-08-30,17.74744
2021-08-31,19.45392
2021-09-01,11.26279
2021-09-02,10.9215
2021-09-03,16.72354
2021-09-04,11.60409
2021-09-05,8.19112
2021-09-06,11.26279
2021-09-07,13.99317
2021-09-08,15.01706
2021-09-09,13.65187
2021-09-10,14.33447
2021-09-11,6.48464
2021-09-12,6.14334
2021-09-13,9.21501
2021-09-14,10.5802
2021-09-15,11.26279
2021-09-16,12.62798
2021-09-17,10.2389
2021-09-18,8.53242
2021-09-19,4.43686
2021-09-20,6.82593
2021-09-21,4.77815
2021-09-22,8.87372
2021-09-23,20.13651
2021-09-24,20.81911
2021-09-25,10.5802
2021-09-26,10.9215
2021-09-27,21.843
2021-09-28,16.72354
2021-09-29,13.99317
2021-09-30,19.45392
2021-10-01,16.04095
2021-10-02,4.77815
2021-10-03,5.46075
2021-10-04,11.60409
2021-10-05,17.74744
2021-10-06,18.77133
2021-10-07,15.69965
2021-10-08,25.25597
2021-10-09,5.80204
2021-10-10,5.46075
2021-10-11,6.48464
2021-10-12,12.28668
2021-10-13,11.26279
2021-10-14,12.96928
2021-10-15,12.96928
2021-10-16,6.14334
2021-10-17,7.84982
2021-10-18,11.60409
2021-10-19,16.04095
2021-10-20,17.06484
2021-10-21,16.38225
2021-10-22,15.35836
2021-10-23,10.2389
2021-10-24,11.26279
2021-10-25,15.69965
2021-10-26,22.52559
2021-10-27,11.94539
2021-10-28,13.99317
2021-10-29,12.96928
2021-10-30,9.89761
2021-10-31,10.9215
2021-11-01,13.65187
2021-11-02,16.72354
2021-11-03,19.79522
2021-11-04,15.01706
2021-11-05,16.04095
2021-11-06,3.41296
2021-11-07,6.48464
2021-11-08,17.74744
2021-11-09,23.89078
2021-11-10,12.28668
2021-11-11,11.94539
2021-11-12,12.62798
2021-11-13,3.41296
2021-11-14,5.46075
2021-11-15,18.08873
2021-11-16,20.81911
2021-11-17,20.13651
2021-11-18,13.31058
2021-11-19,14.33447
2021-11-20,12.62798
2021-11-21,9.55631
2021-11-22,18.77133
2021-11-23,14.67576
2021-11-24,18.77133
2021-11-25,17.06484
2021-11-26,21.1604
2021-11-27,10.9215
2021-11-28,10.9215
2021-11-29,20.81911
2021-11-30,13.99317
2021-12-01,18.77133
2021-12-02,14.33447
2021-12-03,16.04095
2021-12-04,6.82593
2021-12-05,8.53242
2021-12-06,28.32764
2021-12-07,26.96245
2021-12-08,25.93856
2021-12-09,27.98634
2021-12-10,23.89078
2021-12-11,10.5802
2021-12-12,12.96928
2021-12-13,22.1843
2021-12-14,16.38225
2021-12-15,21.843
2021-12-16,22.86689
2021-12-17,15.01706
2021-12-18,9.21501
2021-12-19,13.31058
2021-12-20,27.64505
2021-12-21,36.86006
2021-12-22,18.77133
2021-12-23,26.96245
2021-12-24,35.49488
2021-12-25,17.74744
2021-12-26,24.91467
2021-12-27,49.82935
2021-12-28,49.14675
2021-12-29,43.3447
2021-12-30,46.07508
2021-12-31,49.14675
2022-01-01,14.33447
2022-01-02,17.40614
2022-01-03,20.47781
2022-01-04,18.43003
2022-01-05,17.40614
2022-01-06,16.72354
2022-01-07,25.25597
2022-01-08,13.65187
2022-01-09,16.04095
2022-01-10,19.11262
2022-01-11,17.40614
2022-01-12,17.74744
2022-01-13,14.67576
2022-01-14,20.81911
2022-01-15,13.31058
2022-01-16,15.35836
2022-01-17,30.03412
2022-01-18,33.1058
2022-01-19,31.74061
2022-01-20,33.78839
2022-01-21,29.35153
2022-01-22,17.40614
2022-01-23,26.96245
2022-01-24,41.29692
2022-01-25,40.95563
2022-01-26,36.86006
2022-01-27,32.7645
2022-01-28,22.86689
2022-01-29,15.35836
2022-01-30,14.33447
2022-01-31,7.50853
2022-02-01,18.08873
2022-02-02,17.06484
2022-02-03,31.05802
2022-02-04,26.96245
2022-02-05,15.69965
2022-02-06,12.96928
2022-02-07,26.27986
2022-02-08,31.74061
2022-02-09,29.01023
2022-02-10,29.01023
2022-02-11,20.47781
2022-02-12,10.2389
2022-02-13,15.35836
2022-02-14,20.81911
2022-02-15,24.23208
2022-02-16,21.843
2022-02-17,18.08873
2022-02-18,29.01023
2022-02-19,10.9215
2022-02-20,9.21501
2022-02-21,31.74061
2022-02-22,18.08873
2022-02-23,23.54948
2022-02-24,24.23208
2022-02-25,23.89078
2022-02-26,12.28668
2022-02-27,11.60409
2022-02-28,19.79522
2022-03-01,15.01706
2022-03-02,25.59726
2022-03-03,15.01706
2022-03-04,15.35836
2022-03-05,15.35836
2022-03-06,8.87372
2022-03-07,15.69965
2022-03-08,18.77133
2022-03-09,7.50853
2022-03-10,16.38225
2022-03-11,11.94539
2022-03-12,8.87372
2022-03-13,4.77815
2022-03-14,11.94539
2022-03-15,13.31058
2022-03-16,13.65187
2022-03-17,12.28668
2022-03-18,16.72354
2022-03-19,8.87372
2022-03-20,10.2389
2022-03-21,11.94539
2022-03-22,19.11262
2022-03-23,12.62798
2022-03-24,13.99317
2022-03-25,11.60409
2022-03-26,7.50853
2022-03-27,5.11945
2022-03-28,18.77133
2022-03-29,14.33447
2022-03-30,13.31058
2022-03-31,13.65187
2022-04-01,12.28668
2022-04-02,7.16723
2022-04-03,4.77815
2022-04-04,16.72354
2022-04-05,15.35836
2022-04-06,16.38225
2022-04-07,8.53242
2022-04-08,7.16723
2022-04-09,4.09556
2022-04-10,5.46075
2022-04-11,11.60409
2022-04-12,9.55631
2022-04-13,18.08873
2022-04-14,10.5802
2022-04-15,9.55631
2022-04-16,3.41296
2022-04-17,7.16723
2022-04-18,13.99317
2022-04-19,10.2389
2022-04-20,7.84982
2022-04-21,9.21501
2022-04-22,9.55631
2022-04-23,4.77815
2022-04-24,2.73037
2022-04-25,11.60409
2022-04-26,15.01706
2022-04-27,9.21501
2022-04-28,6.14334
2022-04-29,11.94539
2022-04-30,6.82593
2022-05-01,9.55631
2022-05-02,13.31058
2022-05-03,17.06484
2022-05-04,12.62798
2022-05-05,8.87372
2022-05-06,8.87372
2022-05-07,5.46075
2022-05-08,9.21501
2022-05-09,12.28668
2022-05-10,9.55631
2022-05-11,12.28668
2022-05-12,8.19112
2022-05-13,10.5802
2022-05-14,5.46075
2022-05-15,3.07167
2022-05-16,10.2389
2022-05-17,12.62798
2022-05-18,10.9215
2022-05-19,6.48464
2022-05-20,10.9215
2022-05-21,7.84982
2022-05-22,5.80204
2022-05-23,16.04095
2022-05-24,9.21501
2022-05-25,16.72354
2022-05-26,11.60409
2022-05-27,25.93856
2022-05-28,14.33447
2022-05-29,4.09556
2022-05-30,10.2389
2022-05-31,9.89761
2022-06-01,5.46075
2022-06-02,16.04095
2022-06-03,10.2389
2022-06-04,5.11945
2022-06-05,2.04778
2022-06-06,4.09556
2022-06-07,7.16723
2022-06-08,13.31058
2022-06-09,7.16723
2022-06-10,10.9215
2022-06-11,4.43686
2022-06-12,5.80204
2022-06-13,8.87372
2022-06-14,8.53242
2022-06-15,10.9215
2022-06-16,10.5802
2022-06-17,7.84982
2022-06-18,5.46075
2022-06-19,4.43686
2022-06-20,8.87372
2022-06-21,11.94539
2022-06-22,9.21501
2022-06-23,8.19112
2022-06-24,5.80204
2022-06-25,1.70648
2022-06-26,3.07167
2022-06-27,7.50853
2022-06-28,10.2389
2022-06-29,17.06484
2022-06-30,14.33447
2022-07-01,10.2389
2022-07-02,6.14334
2022-07-03,8.19112
2022-07-04,5.46075
2022-07-05,9.89761
2022-07-06,9.55631
2022-07-07,12.28668
2022-07-08,11.94539
2022-07-09,2.38907
2022-07-10,4.77815
2022-07-11,9.55631
2022-07-12,12.96928
2022-07-13,6.14334
2022-07-14,9.55631
2022-07-15,8.19112
2022-07-16,4.77815
2022-07-17,7.84982
2022-07-18,9.21501
2022-07-19,9.55631
2022-07-20,11.60409
2022-07-21,17.06484
2022-07-22,11.94539
2022-07-23,4.43686
2022-07-24,10.2389
2022-07-25,15.01706
2022-07-26,20.13651
2022-07-27,16.04095
2022-07-28,10.2389
2022-07-29,9.21501
2022-07-30,9.21501
2022-07-31,11.26279
2022-08-01,17.06484
2022-08-02,15.01706
2022-08-03,15.69965
2022-08-04,14.67576
2022-08-05,18.43003
2022-08-06,5.46075
2022-08-07,6.48464
2022-08-08,7.84982
2022-08-09,9.55631
2022-08-10,7.50853
2022-08-11,8.53242
2022-08-12,8.53242
2022-08-13,4.77815
2022-08-14,4.77815
2022-08-15,7.16723
2022-08-16,14.67576
2022-08-17,11.26279
2022-08-18,12.62798
2022-08-19,9.89761
2022-08-20,5.11945
2022-08-21,5.46075
2022-08-22,11.26279
2022-08-23,7.50853
2022-08-24,7.84982
2022-08-25,10.2389
2022-08-26,13.65187
2022-08-27,5.46075
2022-08-28,6.14334
2022-08-29,7.84982
2022-08-30,14.67576
2022-08-31,9.55631
2022-09-01,10.5802
2022-09-02,8.53242
2022-09-03,1.70648
2022-09-04,5.80204
2022-09-05,12.28668
2022-09-06,8.19112
2022-09-07,10.2389
2022-09-08,5.11945
2022-09-09,3.75426
2022-09-10,7.16723
2022-09-11,4.43686
2022-09-12,4.77815
2022-09-13,11.94539
2022-09-14,11.26279
2022-09-15,9.89761
2022-09-16,7.84982
2022-09-17,3.07167
2022-09-18,3.75426
2022-09-19,7.16723
2022-09-20,10.5802
2022-09-21,13.65187
2022-09-22,9.21501
2022-09-23,11.94539
2022-09-24,2.38907
2022-09-25,7.16723
2022-09-26,12.96928
2022-09-27,8.19112
2022-09-28,8.19112
2022-09-29,10.9215
2022-09-30,7.84982
2022-10-01,5.11945
2022-10-02,1.70648
2022-10-03,7.50853
2022-10-04,9.55631
2022-10-05,12.28668
2022-10-06,11.94539
2022-10-07,7.84982
2022-10-08,2.38907
2022-10-09,1.70648
2022-10-10,5.80204
2022-10-11,10.9215
2022-10-12,7.84982
2022-10-13,5.80204
2022-10-14,8.53242
2022-10-15,4.77815
2022-10-16,5.46075
2022-10-17,10.9215
2022-10-18,8.53242
2022-10-19,8.19112
2022-10-20,10.9215
2022-10-21,10.2389
2022-10-23,8.53242
2022-10-24,11.26279
2022-10-25,8.87372
2022-10-26,15.01706
2022-10-27,13.99317
2022-10-28,10.5802
2022-10-29,3.41296
2022-10-30,2.38907
2022-10-31,13.65187
2022-11-01,15.01706
2022-11-02,10.2389
2022-11-03,4.43686
2022-11-04,7.50853
2022-11-05,10.9215
2022-11-06,8.87372
2022-11-07,16.04095
2022-11-08,17.06484
2022-11-09,12.62798
2022-11-10,10.5802
2022-11-11,12.28668
2022-11-12,8.19112
2022-11-13,3.75426
2022-11-14,13.65187
2022-11-15,11.94539
2022-11-16,11.94539
2022-11-17,10.9215
2022-11-18,12.96928
2022-11-19,6.82593
2022-11-20,10.5802
2022-11-21,16.72354
2022-11-22,16.38225
2022-11-23,15.35836
2022-11-24,15.69965
2022-11-25,12.62798
2022-11-26,6.48464
2022-11-27,6.14334
2022-11-28,18.77133
2022-11-29,15.69965
2022-11-30,23.54948
2022-12-01,16.38225
2022-12-02,16.38225
2022-12-03,4.77815
2022-12-04,11.26279
2022-12-05,23.54948
2022-12-06,24.57337
2022-12-07,17.06484
2022-12-08,24.57337
2022-12-09,26.27986
2022-12-10,8.19112
2022-12-11,14.33447
2022-12-12,33.44709
2022-12-13,39.93174
2022-12-14,29.69283
2022-12-15,22.52559
2022-12-16,24.57337
2022-12-17,10.9215
2022-12-18,18.77133
2022-12-19,31.39931
2022-12-20,33.1058
2022-12-21,37.54266
2022-12-22,31.74061
2022-12-23,43.686
2022-12-24,21.5017
2022-12-25,15.01706
2022-12-26,49.48805
2022-12-27,47.09897
2022-12-28,47.09897
2022-12-29,56.99658
2022-12-30,62.79863
2022-12-31,17.40614
2023-01-01,18.43003
2023-01-02,28.66894
2023-01-03,23.54948
2023-01-04,24.57337
2023-01-05,27.64505
2023-01-06,24.91467
2023-01-07,14.67576
2023-01-08,20.81911
2023-01-09,32.08191
2023-01-10,29.35153
2023-01-11,26.27986
2023-01-12,33.78839
2023-01-13,27.64505
2023-01-14,17.40614
2023-01-15,24.91467
2023-01-16,50.51194
2023-01-17,54.26621
2023-01-18,58.36177
2023-01-19,45.39249
2023-01-20,53.92491
2023-01-21,28.66894
2023-01-22,35.49488
2023-01-23,33.78839
2023-01-24,33.78839
2023-01-25,75.76791
2023-01-26,81.56996
2023-01-27,72.01365
2023-01-28,45.05119
2023-01-29,32.7645
2023-01-30,56.65529
2023-01-31,53.24232
2023-02-01,40.61433
2023-02-02,36.17747
2023-02-03,34.81228
2023-02-04,25.93856
2023-02-05,23.89078
2023-02-06,34.81228
2023-02-07,35.15358
2023-02-08,37.54266
2023-02-09,35.49488
2023-02-10,31.39931
2023-02-11,20.13651
2023-02-12,21.843
2023-02-13,30.37542
2023-02-14,35.15358
2023-02-15,29.35153
2023-02-16,31.39931
2023-02-17,34.12969
2023-02-18,14.33447
2023-02-19,25.93856
2023-02-20,52.55972
2023-02-21,47.09897
2023-02-22,32.08191
2023-02-23,33.44709
2023-02-24,39.59044
2023-02-25,13.65187
2023-02-26,20.13651
2023-02-27,29.01023
2023-02-28,24.23208
2023-03-01,17.74744
2023-03-02,24.57337
2023-03-03,23.20819
2023-03-04,21.1604
2023-03-05,16.38225
2023-03-06,25.93856
2023-03-07,22.52559
2023-03-08,21.1604
2023-03-09,22.52559
2023-03-10,21.1604
2023-03-11,9.89761
2023-03-12,13.31058
2023-03-13,19.11262
2023-03-14,22.1843
2023-03-15,24.23208
2023-03-16,22.1843
2023-03-17,12.96928
2023-03-18,6.48464
2023-03-19,10.5802
2023-03-20,19.79522
2023-03-21,25.25597
2023-03-22,16.72354
2023-03-23,13.65187
2023-03-24,21.5017
2023-03-25,9.55631
2023-03-26,8.53242
2023-03-27,17.06484
2023-03-28,18.08873
2023-03-29,13.65187
2023-03-30,15.35836
2023-03-31,12.62798
2023-04-01,9.89761
2023-04-02,8.87372
2023-04-03,19.45392
2023-04-04,17.06484
2023-04-05,21.843
2023-04-06,16.04095
2023-04-07,13.99317
2023-04-08,4.09556
2023-04-09,10.2389
2023-04-10,12.96928
2023-04-11,11.26279
2023-04-12,12.62798
2023-04-13,13.31058
2023-04-14,9.89761
2023-04-15,6.48464
2023-04-16,6.82593
2023-04-17,11.94539
2023-04-18,12.96928
2023-04-19,7.84982
2023-04-20,10.2389
2023-04-21,12.96928
2023-04-22,5.46075
2023-04-23,10.2389
2023-04-24,14.33447
2023-04-25,17.40614
2023-04-26,11.60409
2023-04-27,10.2389
2023-04-28,10.9215
2023-04-29,6.82593
2023-04-30,3.75426
2023-05-01,8.53242
2023-05-02,15.69965
2023-05-03,12.62798
2023-05-04,13.99317
2023-05-05,6.48464
2023-05-06,10.5802
2023-05-07,5.46075
2023-05-08,14.67576
2023-05-09,8.87372
2023-05-10,17.06484
2023-05-11,13.65187
2023-05-12,15.01706
2023-05-13,11.26279
2023-05-14,9.89761
2023-05-15,14.67576
2023-05-16,24.57337
2023-05-17,23.89078
2023-05-18,11.26279
2023-05-19,15.69965
2023-05-20,8.87372
2023-05-21,12.28668
2023-05-22,16.38225
2023-05-23,20.47781
2023-05-24,20.47781
2023-05-25,17.40614
2023-05-26,12.28668
2023-05-27,11.60409
2023-05-28,8.87372
2023-05-29,15.01706
2023-05-30,17.40614
2023-05-31,21.1604
2023-06-01,24.57337
2023-06-02,17.06484
2023-06-03,8.87372
