date,자동차보험다이렉트
2023-05-29,30.34591
2023-05-30,48.89937
2023-05-31,47.01257
2023-06-01,46.85534
2023-06-02,33.96226
2023-06-03,20.59748
2023-06-04,26.25786
2023-06-05,41.50943
2023-06-06,23.50628
2023-06-07,52.27987
2023-06-08,45.83333
2023-06-09,40.64465
2023-06-10,19.81132
2023-06-11,21.46226
2023-06-12,44.88993
2023-06-13,45.44025
2023-06-14,46.46226
2023-06-15,43.55345
2023-06-16,41.43081
2023-06-17,20.75471
2023-06-18,22.79874
2023-06-19,48.50628
2023-06-20,43.7893
2023-06-21,44.02515
2023-06-22,43.86792
2023-06-23,35.22012
2023-06-24,20.83333
2023-06-25,27.35849
2023-06-26,43.63207
2023-06-27,45.6761
2023-06-28,41.03773
2023-06-29,46.46226
2023-06-30,42.45283
2023-07-01,22.32704
2023-07-02,24.21383
2023-07-03,50.78616
2023-07-04,46.22641
2023-07-05,48.19182
2023-07-06,42.61006
2023-07-07,38.12893
2023-07-08,19.65408
2023-07-09,23.5849
2023-07-10,43.86792
2023-07-11,42.76729
2023-07-12,36.32075
2023-07-13,35.6132
2023-07-14,36.94968
2023-07-15,18.7893
2023-07-16,24.21383
2023-07-17,43.63207
2023-07-18,45.04716
2023-07-19,38.12893
2023-07-20,38.75786
2023-07-21,39.54402
2023-07-22,19.7327
2023-07-23,25.23584
2023-07-24,43.39622
2023-07-25,42.45283
2023-07-26,41.66666
2023-07-27,37.26415
2023-07-28,33.01886
2023-07-29,18.63207
2023-07-30,21.61949
2023-07-31,47.09119
2023-08-01,41.03773
2023-08-02,41.11635
2023-08-03,40.48742
2023-08-04,30.58176
2023-08-05,18.55345
2023-08-06,18.23899
2023-08-07,38.28616
2023-08-08,35.84905
2023-08-09,30.81761
2023-08-10,40.48742
2023-08-11,30.34591
2023-08-12,16.11635
2023-08-13,17.21698
2023-08-14,35.6132
2023-08-15,20.28301
2023-08-16,45.83333
2023-08-17,44.96855
2023-08-18,37.26415
2023-08-19,22.48427
2023-08-20,22.56289
2023-08-21,43.39622
2023-08-22,37.0283
2023-08-23,34.35534
2023-08-24,34.27672
2023-08-25,34.82704
2023-08-26,17.05974
2023-08-27,19.65408
2023-08-28,45.99056
2023-08-29,39.9371
2023-08-30,38.52201
2023-08-31,42.29559
2023-09-01,31.68238
2023-09-02,19.65408
2023-09-03,19.88993
2023-09-04,41.11635
2023-09-05,41.82389
2023-09-06,40.95911
2023-09-07,40.33018
2023-09-08,34.27672
2023-09-09,19.02515
2023-09-10,21.22641
2023-09-11,45.59748
2023-09-12,42.05974
2023-09-13,38.83647
2023-09-14,37.18553
2023-09-15,35.06289
2023-09-16,20.83333
2023-09-17,19.88993
2023-09-18,40.09433
2023-09-19,38.36477
2023-09-20,38.60062
2023-09-21,35.1415
2023-09-22,32.7044
2023-09-23,16.82389
2023-09-24,21.06918
2023-09-25,43.16037
2023-09-26,36.47798
2023-09-27,35.6132
2023-09-28,13.52201
2023-09-29,13.12893
2023-09-30,15.56603
2023-10-01,18.71069
2023-10-02,20.36163
2023-10-03,23.34905
2023-10-04,53.8522
2023-10-05,45.59748
2023-10-06,40.17295
2023-10-07,17.84591
2023-10-08,15.17295
2023-10-09,22.95597
2023-10-10,50.0
2023-10-11,48.03459
2023-10-12,55.97484
2023-10-13,37.97169
2023-10-14,23.03459
2023-10-15,21.30503
2023-10-16,46.14779
2023-10-17,40.8805
2023-10-18,39.70125
2023-10-19,42.13836
2023-10-20,37.97169
2023-10-21,20.6761
2023-10-22,21.46226
2023-10-23,43.23899
2023-10-24,43.08176
2023-10-25,38.52201
2023-10-26,40.80188
2023-10-27,30.50314
2023-10-28,20.36163
2023-10-29,19.18238
2023-10-30,40.80188
2023-10-31,41.03773
2023-11-01,42.84591
2023-11-02,38.83647
2023-11-03,33.49056
2023-11-04,20.59748
2023-11-05,22.6415
2023-11-06,42.21698
2023-11-07,43.00314
2023-11-08,38.12893
2023-11-09,39.9371
2023-11-10,39.62264
2023-11-11,21.14779
2023-11-12,27.75157
2023-11-13,43.39622
2023-11-14,44.81132
2023-11-15,42.21698
2023-11-16,37.34276
2023-11-17,38.91509
2023-11-18,20.36163
2023-11-19,22.48427
2023-11-20,45.51886
2023-11-21,46.06918
2023-11-22,40.25157
2023-11-23,38.05031
2023-11-24,36.00628
2023-11-25,20.75471
2023-11-26,21.85534
2023-11-27,45.99056
2023-11-28,36.32075
2023-11-29,44.96855
2023-11-30,38.99371
2023-12-01,39.77987
2023-12-02,18.94654
2023-12-03,24.29245
2023-12-04,48.1132
2023-12-05,41.43081
2023-12-06,38.91509
2023-12-07,40.56603
2023-12-08,31.761
2023-12-09,20.2044
2023-12-10,22.01257
2023-12-11,44.33962
2023-12-12,42.68867
2023-12-13,41.43081
2023-12-14,41.3522
2023-12-15,37.26415
2023-12-16,22.72012
2023-12-17,21.38364
2023-12-18,45.04716
2023-12-19,42.21698
2023-12-20,42.68867
2023-12-21,39.54402
2023-12-22,32.7044
2023-12-23,18.71069
2023-12-24,15.56603
2023-12-25,21.69811
2023-12-26,42.53144
2023-12-27,42.76729
2023-12-28,37.18553
2023-12-29,35.53459
2023-12-30,19.10377
2023-12-31,16.3522
2024-01-01,22.79874
2024-01-02,46.93396
2024-01-03,51.10062
2024-01-04,41.50943
2024-01-05,35.92767
2024-01-06,21.46226
2024-01-07,27.20125
2024-01-08,40.95911
2024-01-09,38.99371
2024-01-10,44.57547
2024-01-11,37.5
2024-01-12,33.56918
2024-01-13,20.36163
2024-01-14,21.61949
2024-01-15,45.04716
2024-01-16,41.03773
2024-01-17,39.77987
2024-01-18,41.43081
2024-01-19,58.80503
2024-01-20,48.50628
2024-01-21,42.13836
2024-01-22,61.79245
2024-01-23,56.52515
2024-01-24,62.0283
2024-01-25,65.17295
2024-01-26,48.34905
2024-01-27,47.32704
2024-01-28,55.03144
2024-01-29,67.29559
2024-01-30,63.36477
2024-01-31,64.15094
2024-02-01,72.40566
2024-02-02,66.98113
2024-02-03,48.5849
2024-02-04,52.4371
2024-02-05,74.60691
2024-02-06,67.29559
2024-02-07,66.82389
2024-02-08,55.18867
2024-02-09,45.99056
2024-02-10,57.78301
2024-02-11,50.47169
2024-02-12,57.7044
2024-02-13,91.98113
2024-02-14,74.37106
2024-02-15,82.38993
2024-02-16,87.57861
2024-02-17,60.92767
2024-02-18,62.0283
2024-02-19,100.0
2024-02-20,79.55974
2024-02-21,77.12264
2024-02-22,68.47484
2024-02-23,79.16666
2024-02-24,48.19182
2024-02-25,55.18867
2024-02-26,75.94339
2024-02-27,69.33962
2024-02-28,75.55031
2024-02-29,60.45597
2024-03-01,57.15408
2024-03-02,46.46226
2024-03-03,47.56289
2024-03-04,72.56289
2024-03-05,76.65094
2024-03-06,70.2044
2024-03-07,73.89937
2024-03-08,66.74528
2024-03-09,57.86163
2024-03-10,54.24528
2024-03-11,77.9088
2024-03-12,88.12893
2024-03-13,72.09119
2024-03-14,73.03459
2024-03-15,65.8805
2024-03-16,50.07861
2024-03-17,46.61949
2024-03-18,87.34276
2024-03-19,77.59433
2024-03-20,70.12578
