date,아파트월세
2023-06-03,49.02343
2023-06-04,48.24218
2023-06-05,56.44531
2023-06-06,58.39843
2023-06-07,66.99218
2023-06-08,58.00781
2023-06-09,56.05468
2023-06-10,48.82812
2023-06-11,49.80468
2023-06-12,61.13281
2023-06-13,61.52343
2023-06-14,62.10937
2023-06-15,58.59375
2023-06-16,47.65625
2023-06-17,50.0
2023-06-18,41.01562
2023-06-19,66.99218
2023-06-20,53.32031
2023-06-21,52.73437
2023-06-22,58.98437
2023-06-23,50.58593
2023-06-24,44.72656
2023-06-25,50.97656
2023-06-26,63.08593
2023-06-27,56.05468
2023-06-28,62.30468
2023-06-29,53.32031
2023-06-30,48.63281
2023-07-01,47.07031
2023-07-02,50.19531
2023-07-03,60.54687
2023-07-04,59.375
2023-07-05,63.47656
2023-07-06,67.57812
2023-07-07,55.46875
2023-07-08,41.99218
2023-07-09,51.36718
2023-07-10,65.23437
2023-07-11,59.76562
2023-07-12,63.67187
2023-07-13,61.13281
2023-07-14,53.71093
2023-07-15,50.0
2023-07-16,59.375
2023-07-17,70.50781
2023-07-18,54.6875
2023-07-19,58.00781
2023-07-20,58.00781
2023-07-21,52.73437
2023-07-22,51.5625
2023-07-23,48.82812
2023-07-24,63.47656
2023-07-25,65.42968
2023-07-26,62.10937
2023-07-27,56.44531
2023-07-28,42.96875
2023-07-29,44.33593
2023-07-30,50.0
2023-07-31,57.42187
2023-08-01,53.90625
2023-08-02,55.07812
2023-08-03,56.83593
2023-08-04,45.89843
2023-08-05,51.17187
2023-08-06,51.95312
2023-08-07,62.30468
2023-08-08,60.54687
2023-08-09,58.59375
2023-08-10,55.85937
2023-08-11,53.125
2023-08-12,55.85937
2023-08-13,66.79687
2023-08-14,61.32812
2023-08-15,67.77343
2023-08-16,72.85156
2023-08-17,66.60156
2023-08-18,62.10937
2023-08-19,49.60937
2023-08-20,52.14843
2023-08-21,69.92187
2023-08-22,79.10156
2023-08-23,68.16406
2023-08-24,63.86718
2023-08-25,61.13281
2023-08-26,55.46875
2023-08-27,55.27343
2023-08-28,76.17187
2023-08-29,73.4375
2023-08-30,66.01562
2023-08-31,56.64062
2023-09-01,51.95312
2023-09-02,54.29687
2023-09-03,58.59375
2023-09-04,78.32031
2023-09-05,68.55468
2023-09-06,70.3125
2023-09-07,68.16406
2023-09-08,51.95312
2023-09-09,55.27343
2023-09-10,62.5
2023-09-11,74.41406
2023-09-12,67.77343
2023-09-13,60.15625
2023-09-14,59.17968
2023-09-15,54.6875
2023-09-16,56.44531
2023-09-17,68.16406
2023-09-18,71.09375
2023-09-19,70.50781
2023-09-20,56.25
2023-09-21,53.125
2023-09-22,54.49218
2023-09-23,45.50781
2023-09-24,49.21875
2023-09-25,57.22656
2023-09-26,53.125
2023-09-27,43.16406
2023-09-28,36.52343
2023-09-29,41.40625
2023-09-30,46.28906
2023-10-01,47.46093
2023-10-02,50.19531
2023-10-03,57.03125
2023-10-04,65.03906
2023-10-05,54.49218
2023-10-06,64.84375
2023-10-07,50.97656
2023-10-08,54.10156
2023-10-09,62.69531
2023-10-10,76.5625
2023-10-11,66.60156
2023-10-12,71.67968
2023-10-13,60.35156
2023-10-14,58.59375
2023-10-15,53.71093
2023-10-16,68.94531
2023-10-17,64.84375
2023-10-18,64.25781
2023-10-19,61.13281
2023-10-20,62.89062
2023-10-21,51.36718
2023-10-22,59.76562
2023-10-23,75.58593
2023-10-24,68.75
2023-10-25,68.35937
2023-10-26,59.57031
2023-10-27,56.64062
2023-10-28,48.63281
2023-10-29,54.6875
2023-10-30,69.53125
2023-10-31,64.25781
2023-11-01,74.21875
2023-11-02,67.1875
2023-11-03,55.85937
2023-11-04,45.70312
2023-11-05,65.42968
2023-11-06,75.97656
2023-11-07,69.72656
2023-11-08,72.85156
2023-11-09,65.03906
2023-11-10,50.97656
2023-11-11,51.95312
2023-11-12,53.51562
2023-11-13,74.60937
2023-11-14,63.67187
2023-11-15,58.00781
2023-11-16,59.17968
2023-11-17,50.58593
2023-11-18,56.64062
2023-11-19,54.88281
2023-11-20,67.77343
2023-11-21,61.91406
2023-11-22,61.13281
2023-11-23,54.6875
2023-11-24,54.49218
2023-11-25,47.26562
2023-11-26,56.83593
2023-11-27,65.42968
2023-11-28,61.52343
2023-11-29,62.69531
2023-11-30,60.54687
2023-12-01,50.78125
2023-12-02,53.51562
2023-12-03,53.90625
2023-12-04,72.46093
2023-12-05,65.03906
2023-12-06,64.45312
2023-12-07,57.22656
2023-12-08,52.92968
2023-12-09,51.36718
2023-12-10,57.61718
2023-12-11,71.875
2023-12-12,69.72656
2023-12-13,63.08593
2023-12-14,66.01562
2023-12-15,52.92968
2023-12-16,47.65625
2023-12-17,54.49218
2023-12-18,68.94531
2023-12-19,60.35156
2023-12-20,58.98437
2023-12-21,58.20312
2023-12-22,52.92968
2023-12-23,41.99218
2023-12-24,45.11718
2023-12-25,49.80468
2023-12-26,68.94531
2023-12-27,55.07812
2023-12-28,55.46875
2023-12-29,48.4375
2023-12-30,45.50781
2023-12-31,44.92187
2024-01-01,53.32031
2024-01-02,67.77343
2024-01-03,68.75
2024-01-04,69.14062
2024-01-05,62.69531
2024-01-06,63.86718
2024-01-07,62.10937
2024-01-08,66.21093
2024-01-09,70.89843
2024-01-10,70.70312
2024-01-11,68.94531
2024-01-12,66.60156
2024-01-13,64.84375
2024-01-14,73.63281
2024-01-15,76.36718
2024-01-16,76.36718
2024-01-17,71.67968
2024-01-18,66.99218
2024-01-19,66.21093
2024-01-20,69.72656
2024-01-21,70.3125
2024-01-22,80.85937
2024-01-23,72.46093
2024-01-24,67.1875
2024-01-25,64.84375
2024-01-26,65.42968
2024-01-27,66.40625
2024-01-28,71.28906
2024-01-29,78.32031
2024-01-30,76.36718
2024-01-31,78.51562
2024-02-01,71.09375
2024-02-02,59.57031
2024-02-03,61.52343
2024-02-04,71.48437
2024-02-05,77.14843
2024-02-06,69.92187
2024-02-07,60.15625
2024-02-08,49.02343
2024-02-09,53.125
2024-02-10,50.0
2024-02-11,52.14843
2024-02-12,62.69531
2024-02-13,80.07812
2024-02-14,75.97656
2024-02-15,66.40625
2024-02-16,75.97656
2024-02-17,68.55468
2024-02-18,75.78125
2024-02-19,81.25
2024-02-20,75.0
2024-02-21,71.875
2024-02-22,66.40625
2024-02-23,65.42968
2024-02-24,60.15625
2024-02-25,60.35156
2024-02-26,77.92968
2024-02-27,67.38281
2024-02-28,77.92968
2024-02-29,63.86718
2024-03-01,55.85937
2024-03-02,61.71875
2024-03-03,66.79687
2024-03-04,83.98437
2024-03-05,77.92968
2024-03-06,68.16406
2024-03-07,78.32031
2024-03-08,61.13281
2024-03-09,58.00781
2024-03-10,62.5
2024-03-11,77.34375
2024-03-12,65.42968
2024-03-13,64.45312
2024-03-14,61.91406
2024-03-15,60.54687
2024-03-16,57.8125
2024-03-17,59.76562
2024-03-18,71.67968
2024-03-19,73.04687
2024-03-20,59.96093
