date,빌려준돈받는법
2020-08-04,56.82819
2020-08-05,45.59471
2020-08-06,48.45814
2020-08-07,46.47577
2020-08-08,33.03964
2020-08-09,30.61674
2020-08-10,49.55947
2020-08-11,52.4229
2020-08-12,51.10132
2020-08-13,44.93392
2020-08-14,47.57709
2020-08-15,41.85022
2020-08-16,35.46255
2020-08-17,43.83259
2020-08-18,50.0
2020-08-19,44.71365
2020-08-20,48.67841
2020-08-21,45.15418
2020-08-22,33.70044
2020-08-23,34.14096
2020-08-24,47.13656
2020-08-25,51.54185
2020-08-26,40.96916
2020-08-27,43.83259
2020-08-28,30.837
2020-08-29,31.93832
2020-08-30,24.6696
2020-08-31,45.59471
2020-09-01,46.47577
2020-09-02,37.66519
2020-09-03,35.46255
2020-09-04,34.14096
2020-09-05,27.53303
2020-09-06,32.59911
2020-09-07,41.62995
2020-09-08,42.07048
2020-09-09,42.95154
2020-09-10,35.02202
2020-09-11,33.9207
2020-09-12,25.55066
2020-09-13,27.31277
2020-09-14,39.42731
2020-09-15,44.27312
2020-09-16,43.39207
2020-09-17,39.86784
2020-09-18,30.17621
2020-09-19,22.90748
2020-09-20,27.31277
2020-09-21,35.24229
2020-09-22,47.13656
2020-09-23,42.07048
2020-09-24,34.80176
2020-09-25,41.62995
2020-09-26,31.05726
2020-09-27,30.61674
2020-09-28,43.61233
2020-09-29,34.14096
2020-09-30,35.90308
2020-10-01,27.53303
2020-10-02,36.12334
2020-10-03,34.80176
2020-10-04,44.05286
2020-10-05,60.79295
2020-10-06,100.0
2020-10-07,61.89427
2020-10-08,67.62114
2020-10-09,50.88105
2020-10-10,53.30396
2020-10-11,52.20264
2020-10-12,63.21585
2020-10-13,74.00881
2020-10-14,56.1674
2020-10-15,56.38766
2020-10-16,50.88105
2020-10-17,42.73127
2020-10-18,40.74889
2020-10-19,45.15418
2020-10-20,64.09691
2020-10-21,54.84581
2020-10-22,49.3392
2020-10-23,51.76211
2020-10-24,34.80176
2020-10-25,42.95154
2020-10-26,62.11453
2020-10-27,54.40528
2020-10-28,50.22026
2020-10-29,53.52422
2020-10-30,61.45374
2020-10-31,50.44052
2020-11-01,56.82819
2020-11-02,68.5022
2020-11-03,64.53744
2020-11-04,64.97797
2020-11-05,58.14977
2020-11-06,58.14977
2020-11-07,42.73127
2020-11-08,42.07048
2020-11-09,53.96475
2020-11-10,60.35242
2020-11-11,57.04845
2020-11-12,50.22026
2020-11-13,38.54625
2020-11-14,31.05726
2020-11-15,35.68281
2020-11-16,54.62555
2020-11-17,53.74449
2020-11-18,48.01762
2020-11-19,47.13656
2020-11-20,36.78414
2020-11-21,33.9207
2020-11-22,34.80176
2020-11-23,41.62995
2020-11-24,43.83259
2020-11-25,39.42731
2020-11-26,45.81497
2020-11-27,43.39207
2020-11-28,35.24229
2020-11-29,36.34361
2020-11-30,60.13215
2020-12-01,53.0837
2020-12-02,46.03524
2020-12-03,44.27312
2020-12-04,45.15418
2020-12-05,32.59911
2020-12-06,39.42731
2020-12-07,52.86343
2020-12-08,56.38766
2020-12-09,48.45814
2020-12-10,55.94713
2020-12-11,47.13656
2020-12-12,32.59911
2020-12-13,33.25991
2020-12-14,45.37444
2020-12-15,46.47577
2020-12-16,39.42731
2020-12-17,38.98678
2020-12-18,37.0044
2020-12-19,36.34361
2020-12-20,29.73568
2020-12-21,40.52863
2020-12-22,41.18942
2020-12-23,40.74889
2020-12-24,37.88546
2020-12-25,20.70484
2020-12-26,22.46696
2020-12-27,32.81938
2020-12-28,46.91629
2020-12-29,40.52863
2020-12-30,40.74889
2020-12-31,40.52863
2021-01-01,37.0044
2021-01-02,26.21145
2021-01-03,34.58149
2021-01-04,37.88546
2021-01-05,41.40969
2021-01-06,29.51541
2021-01-07,30.837
2021-01-08,32.15859
2021-01-09,30.837
2021-01-10,27.53303
2021-01-11,44.05286
2021-01-12,39.86784
2021-01-13,32.59911
2021-01-14,36.12334
2021-01-15,39.42731
2021-01-16,31.93832
2021-01-17,34.14096
2021-01-18,35.24229
2021-01-19,42.51101
2021-01-20,43.61233
2021-01-21,37.88546
2021-01-22,35.46255
2021-01-23,32.81938
2021-01-24,38.98678
2021-01-25,55.72687
2021-01-26,47.79735
2021-01-27,44.27312
2021-01-28,38.10572
2021-01-29,41.85022
2021-01-30,30.61674
2021-01-31,42.07048
2021-02-01,52.20264
2021-02-02,42.95154
2021-02-03,41.85022
2021-02-04,32.59911
2021-02-05,37.44493
2021-02-06,32.59911
2021-02-07,41.18942
2021-02-08,42.29074
2021-02-09,44.05286
2021-02-10,32.81938
2021-02-11,33.03964
2021-02-12,32.59911
2021-02-13,34.58149
2021-02-14,32.81938
2021-02-15,50.22026
2021-02-16,46.91629
2021-02-17,44.05286
2021-02-18,37.88546
2021-02-19,37.88546
2021-02-20,28.85462
2021-02-21,30.39647
2021-02-22,44.49339
2021-02-23,48.01762
2021-02-24,42.51101
2021-02-25,40.52863
2021-02-26,47.57709
2021-02-27,25.99118
2021-02-28,31.05726
2021-03-01,37.88546
2021-03-02,45.59471
2021-03-03,47.57709
2021-03-04,38.98678
2021-03-05,28.85462
2021-03-06,27.97356
2021-03-07,29.07488
2021-03-08,35.68281
2021-03-09,32.15859
2021-03-10,45.59471
2021-03-11,37.88546
2021-03-12,37.22466
2021-03-13,21.80616
2021-03-14,25.11013
2021-03-15,49.11894
2021-03-16,40.30837
2021-03-17,44.49339
2021-03-18,44.05286
2021-03-19,41.40969
2021-03-20,30.17621
2021-03-21,31.93832
2021-03-22,39.20704
2021-03-23,44.71365
2021-03-24,44.93392
2021-03-25,35.24229
2021-03-26,37.88546
2021-03-27,31.71806
2021-03-28,36.34361
2021-03-29,39.64757
2021-03-30,46.03524
2021-03-31,44.93392
2021-04-01,45.37444
2021-04-02,41.85022
2021-04-03,32.15859
2021-04-04,28.19383
2021-04-05,44.71365
2021-04-06,39.20704
2021-04-07,38.32599
2021-04-08,38.98678
2021-04-09,34.58149
2021-04-10,33.25991
2021-04-11,35.24229
2021-04-12,55.28634
2021-04-13,51.54185
2021-04-14,45.59471
2021-04-15,49.11894
2021-04-16,40.96916
2021-04-17,28.85462
2021-04-18,28.85462
2021-04-19,44.93392
2021-04-20,48.01762
2021-04-21,46.47577
2021-04-22,32.59911
2021-04-23,37.0044
2021-04-24,22.24669
2021-04-25,25.99118
2021-04-26,45.59471
2021-04-27,38.98678
2021-04-28,42.51101
2021-04-29,44.27312
2021-04-30,42.73127
2021-05-01,39.86784
2021-05-02,30.39647
2021-05-03,52.64317
2021-05-04,44.27312
2021-05-05,36.34361
2021-05-06,37.0044
2021-05-07,39.20704
2021-05-08,29.07488
2021-05-09,27.31277
2021-05-10,48.67841
2021-05-11,51.32158
2021-05-12,45.37444
2021-05-13,41.85022
2021-05-14,37.88546
2021-05-15,38.10572
2021-05-16,37.0044
2021-05-17,50.66079
2021-05-18,45.15418
2021-05-19,38.76651
2021-05-20,47.57709
2021-05-21,39.86784
2021-05-22,29.95594
2021-05-23,34.58149
2021-05-24,51.76211
2021-05-25,46.47577
2021-05-26,46.47577
2021-05-27,47.57709
2021-05-28,40.30837
2021-05-29,31.49779
2021-05-30,31.93832
2021-05-31,49.55947
2021-06-01,47.35682
2021-06-02,48.67841
2021-06-03,43.39207
2021-06-04,42.07048
2021-06-05,32.81938
2021-06-06,31.05726
2021-06-07,42.95154
2021-06-08,46.69603
2021-06-09,43.83259
2021-06-10,39.20704
2021-06-11,38.10572
2021-06-12,35.02202
2021-06-13,31.93832
2021-06-14,45.15418
2021-06-15,48.23788
2021-06-16,47.13656
2021-06-17,43.39207
2021-06-18,31.49779
2021-06-19,26.21145
2021-06-20,25.33039
2021-06-21,39.20704
2021-06-22,47.13656
2021-06-23,36.78414
2021-06-24,42.51101
2021-06-25,41.18942
2021-06-26,27.97356
2021-06-27,28.63436
2021-06-28,50.0
2021-06-29,50.22026
2021-06-30,50.44052
2021-07-01,41.62995
2021-07-02,38.76651
2021-07-03,26.87224
2021-07-04,32.37885
2021-07-05,46.2555
2021-07-06,37.22466
2021-07-07,42.73127
2021-07-08,40.30837
2021-07-09,42.73127
2021-07-10,30.39647
2021-07-11,31.71806
2021-07-12,42.29074
2021-07-13,46.03524
2021-07-14,48.67841
2021-07-15,40.0881
2021-07-16,49.3392
2021-07-17,38.54625
2021-07-18,42.95154
2021-07-19,53.74449
2021-07-20,42.07048
2021-07-21,54.40528
2021-07-22,45.37444
2021-07-23,42.29074
2021-07-24,32.59911
2021-07-25,42.51101
2021-07-26,59.03083
2021-07-27,66.29955
2021-07-28,56.1674
2021-07-29,48.67841
2021-07-30,57.04845
2021-07-31,48.45814
2021-08-01,38.76651
2021-08-02,56.38766
2021-08-03,54.62555
2021-08-04,50.66079
2021-08-05,50.66079
2021-08-06,50.44052
2021-08-07,33.70044
2021-08-08,47.35682
2021-08-09,60.35242
2021-08-10,67.40088
2021-08-11,55.5066
2021-08-12,58.14977
2021-08-13,62.55506
2021-08-14,43.1718
2021-08-15,39.86784
2021-08-16,40.0881
2021-08-17,57.04845
2021-08-18,65.19823
2021-08-19,61.45374
2021-08-20,62.99559
2021-08-21,46.91629
2021-08-22,44.71365
2021-08-23,60.35242
2021-08-24,61.674
2021-08-25,58.5903
2021-08-26,59.91189
2021-08-27,54.62555
2021-08-28,45.37444
2021-08-29,49.3392
2021-08-30,67.8414
2021-08-31,81.27753
2021-09-01,76.43171
2021-09-02,68.94273
2021-09-03,68.94273
2021-09-04,37.22466
2021-09-05,35.90308
2021-09-06,59.2511
2021-09-07,57.48898
2021-09-08,52.4229
2021-09-09,56.1674
2021-09-10,54.84581
2021-09-11,41.18942
2021-09-12,40.52863
2021-09-13,64.97797
2021-09-14,62.3348
2021-09-15,54.18502
2021-09-16,55.06607
2021-09-17,42.29074
2021-09-18,35.90308
2021-09-19,30.39647
2021-09-20,32.37885
2021-09-21,30.837
2021-09-22,34.58149
2021-09-23,55.06607
2021-09-24,46.2555
2021-09-25,39.86784
2021-09-26,45.81497
2021-09-27,70.04405
2021-09-28,66.74008
2021-09-29,66.07929
2021-09-30,68.06167
2021-10-01,68.28193
2021-10-02,53.0837
2021-10-03,47.35682
2021-10-04,49.55947
2021-10-05,62.55506
2021-10-06,62.99559
2021-10-07,59.91189
2021-10-08,54.84581
2021-10-09,39.64757
2021-10-10,45.81497
2021-10-11,55.28634
2021-10-12,56.38766
2021-10-13,61.89427
2021-10-14,55.72687
2021-10-15,53.96475
2021-10-16,39.42731
2021-10-17,29.95594
2021-10-18,41.40969
2021-10-19,50.22026
2021-10-20,43.83259
2021-10-21,53.0837
2021-10-22,37.44493
2021-10-23,33.25991
2021-10-24,34.58149
2021-10-25,56.82819
2021-10-26,56.82819
2021-10-27,56.60792
2021-10-28,53.74449
2021-10-29,49.11894
2021-10-30,36.34361
2021-10-31,53.30396
2021-11-01,65.19823
2021-11-02,59.47136
2021-11-03,55.72687
2021-11-04,48.01762
2021-11-05,56.1674
2021-11-06,33.9207
2021-11-07,37.44493
2021-11-08,59.47136
2021-11-09,65.63876
2021-11-10,57.04845
2021-11-11,53.96475
2021-11-12,58.5903
2021-11-13,44.49339
2021-11-14,42.51101
2021-11-15,59.2511
2021-11-16,70.26431
2021-11-17,53.0837
2021-11-18,58.5903
2021-11-19,57.48898
2021-11-20,50.22026
2021-11-21,48.67841
2021-11-22,72.68722
2021-11-23,59.91189
2021-11-24,57.26872
2021-11-25,50.88105
2021-11-26,50.66079
2021-11-27,37.88546
2021-11-28,38.54625
2021-11-29,63.87665
2021-11-30,75.11013
2021-12-01,81.93832
2021-12-02,58.37004
2021-12-03,52.20264
2021-12-04,40.96916
2021-12-05,43.61233
2021-12-06,64.7577
2021-12-07,56.82819
2021-12-08,61.89427
2021-12-09,61.45374
2021-12-10,62.99559
2021-12-11,43.39207
2021-12-12,44.05286
2021-12-13,59.91189
2021-12-14,61.23348
2021-12-15,70.26431
2021-12-16,57.92951
2021-12-17,55.5066
2021-12-18,47.57709
2021-12-19,50.88105
2021-12-20,72.90748
2021-12-21,64.97797
2021-12-22,51.32158
2021-12-23,50.44052
2021-12-24,49.11894
2021-12-25,35.68281
2021-12-26,40.0881
2021-12-27,67.62114
2021-12-28,67.8414
2021-12-29,70.04405
2021-12-30,54.40528
2021-12-31,59.2511
2022-01-01,50.44052
2022-01-02,50.88105
2022-01-03,69.38325
2022-01-04,56.38766
2022-01-05,61.89427
2022-01-06,54.40528
2022-01-07,53.74449
2022-01-08,42.51101
2022-01-09,44.05286
2022-01-10,70.92511
2022-01-11,65.19823
2022-01-12,51.32158
2022-01-13,54.84581
2022-01-14,56.1674
2022-01-15,43.1718
2022-01-16,47.13656
2022-01-17,53.74449
2022-01-18,61.45374
2022-01-19,62.99559
2022-01-20,56.60792
2022-01-21,57.70925
2022-01-22,40.96916
2022-01-23,36.56387
2022-01-24,56.60792
2022-01-25,71.14537
2022-01-26,60.79295
2022-01-27,61.674
2022-01-28,51.32158
2022-01-29,46.47577
2022-01-30,44.05286
2022-01-31,45.15418
2022-02-01,46.2555
2022-02-02,49.11894
2022-02-03,71.14537
2022-02-04,71.36563
2022-02-05,51.10132
2022-02-06,52.4229
2022-02-07,64.97797
2022-02-08,62.11453
2022-02-09,58.5903
2022-02-10,70.04405
2022-02-11,52.20264
2022-02-12,47.13656
2022-02-13,51.76211
2022-02-14,67.40088
2022-02-15,77.53303
2022-02-16,73.12775
2022-02-17,57.26872
2022-02-18,64.7577
2022-02-19,55.72687
2022-02-20,47.57709
2022-02-21,65.63876
2022-02-22,64.09691
2022-02-23,66.96035
2022-02-24,55.72687
2022-02-25,57.26872
2022-02-26,41.62995
2022-02-27,40.30837
2022-02-28,71.36563
2022-03-01,63.21585
2022-03-02,67.40088
2022-03-03,64.53744
2022-03-04,53.52422
2022-03-05,44.27312
2022-03-06,46.69603
2022-03-07,68.28193
2022-03-08,61.89427
2022-03-09,40.96916
2022-03-10,58.5903
2022-03-11,59.47136
2022-03-12,47.13656
2022-03-13,44.27312
2022-03-14,60.79295
2022-03-15,66.96035
2022-03-16,65.19823
2022-03-17,50.44052
2022-03-18,55.28634
2022-03-19,41.62995
2022-03-20,45.15418
2022-03-21,61.89427
2022-03-22,63.43612
2022-03-23,50.0
2022-03-24,53.96475
2022-03-25,56.60792
2022-03-26,37.66519
2022-03-27,38.10572
2022-03-28,63.43612
2022-03-29,57.04845
2022-03-30,57.04845
2022-03-31,75.11013
2022-04-01,79.73568
2022-04-02,49.55947
2022-04-03,51.98237
2022-04-04,64.7577
2022-04-05,75.33039
2022-04-06,64.31718
2022-04-07,52.86343
2022-04-08,56.60792
2022-04-09,49.11894
2022-04-10,43.83259
2022-04-11,68.06167
2022-04-12,74.88986
2022-04-13,61.89427
2022-04-14,56.82819
2022-04-15,58.14977
2022-04-16,45.15418
2022-04-17,41.40969
2022-04-18,62.99559
2022-04-19,60.35242
2022-04-20,65.85903
2022-04-21,63.65638
2022-04-22,56.82819
2022-04-23,38.10572
2022-04-24,47.13656
2022-04-25,61.01321
2022-04-26,59.2511
2022-04-27,56.1674
2022-04-28,62.77533
2022-04-29,46.03524
2022-04-30,50.0
2022-05-01,42.73127
2022-05-02,71.80616
2022-05-03,64.31718
2022-05-04,50.88105
2022-05-05,44.05286
2022-05-06,45.59471
2022-05-07,36.56387
2022-05-08,43.1718
2022-05-09,60.35242
2022-05-10,63.87665
2022-05-11,70.70484
2022-05-12,59.91189
2022-05-13,48.01762
2022-05-14,41.85022
2022-05-15,41.62995
2022-05-16,55.94713
2022-05-17,61.674
2022-05-18,59.91189
2022-05-19,53.74449
2022-05-20,54.18502
2022-05-21,42.73127
2022-05-22,43.39207
2022-05-23,59.69162
2022-05-24,61.89427
2022-05-25,59.03083
2022-05-26,59.03083
2022-05-27,53.74449
2022-05-28,37.66519
2022-05-29,45.59471
2022-05-30,68.28193
2022-05-31,73.34801
2022-06-01,54.62555
2022-06-02,54.40528
2022-06-03,64.7577
2022-06-04,42.95154
2022-06-05,48.89867
2022-06-06,43.61233
2022-06-07,64.53744
2022-06-08,71.36563
2022-06-09,58.14977
2022-06-10,64.97797
2022-06-11,42.51101
2022-06-12,39.86784
2022-06-13,65.4185
2022-06-14,64.7577
2022-06-15,72.90748
2022-06-16,70.48458
2022-06-17,57.26872
2022-06-18,41.40969
2022-06-19,40.74889
2022-06-20,69.38325
2022-06-21,55.72687
2022-06-22,59.91189
2022-06-23,59.91189
2022-06-24,56.38766
2022-06-25,41.40969
2022-06-26,48.67841
2022-06-27,67.40088
2022-06-28,61.23348
2022-06-29,59.47136
2022-06-30,57.04845
2022-07-01,61.674
2022-07-02,35.24229
2022-07-03,37.88546
2022-07-04,58.14977
2022-07-05,61.01321
2022-07-06,50.66079
2022-07-07,46.03524
2022-07-08,48.23788
2022-07-09,50.22026
2022-07-10,44.05286
2022-07-11,73.34801
2022-07-12,63.21585
2022-07-13,59.91189
2022-07-14,54.18502
2022-07-15,62.77533
2022-07-16,40.30837
2022-07-17,45.15418
2022-07-18,63.43612
2022-07-19,60.35242
2022-07-20,68.94273
2022-07-21,59.91189
2022-07-22,55.28634
2022-07-23,40.0881
2022-07-24,44.71365
2022-07-25,72.46696
2022-07-26,62.55506
2022-07-27,61.89427
2022-07-28,55.28634
2022-07-29,57.92951
2022-07-30,49.55947
2022-07-31,50.66079
2022-08-01,68.28193
2022-08-02,66.74008
2022-08-03,71.14537
2022-08-04,59.69162
2022-08-05,57.26872
2022-08-06,43.39207
2022-08-07,44.71365
2022-08-08,65.19823
2022-08-09,60.13215
2022-08-10,65.4185
2022-08-11,57.26872
2022-08-12,55.94713
2022-08-13,42.95154
2022-08-14,41.62995
2022-08-15,48.23788
2022-08-16,67.40088
2022-08-17,62.99559
2022-08-18,62.3348
2022-08-19,55.06607
2022-08-20,47.57709
2022-08-21,48.89867
2022-08-22,72.46696
2022-08-23,58.81057
2022-08-24,55.94713
2022-08-25,54.62555
2022-08-26,57.92951
2022-08-27,40.30837
2022-08-28,36.56387
2022-08-29,54.18502
2022-08-30,59.03083
2022-08-31,67.18061
2022-09-01,62.3348
2022-09-02,53.74449
2022-09-03,37.22466
2022-09-04,41.18942
2022-09-05,47.79735
2022-09-06,50.66079
2022-09-07,48.01762
2022-09-08,41.62995
2022-09-09,31.71806
2022-09-10,29.51541
2022-09-11,33.25991
2022-09-12,43.83259
2022-09-13,53.30396
2022-09-14,61.01321
2022-09-15,62.3348
2022-09-16,52.64317
2022-09-17,34.14096
2022-09-18,40.0881
2022-09-19,62.99559
2022-09-20,57.04845
2022-09-21,51.98237
2022-09-22,48.67841
2022-09-23,47.35682
2022-09-24,31.71806
2022-09-25,38.10572
2022-09-26,48.89867
2022-09-27,52.64317
2022-09-28,45.15418
2022-09-29,51.98237
2022-09-30,61.23348
2022-10-01,37.22466
2022-10-02,37.0044
2022-10-03,39.20704
2022-10-04,59.91189
2022-10-05,46.91629
2022-10-06,50.88105
2022-10-07,40.30837
2022-10-08,31.71806
2022-10-09,31.71806
2022-10-10,33.9207
2022-10-11,53.74449
2022-10-12,53.30396
2022-10-13,59.2511
2022-10-14,47.35682
2022-10-15,33.25991
2022-10-16,28.19383
2022-10-17,59.2511
2022-10-18,48.01762
2022-10-19,56.38766
2022-10-20,46.91629
2022-10-21,44.27312
2022-10-22,33.9207
2022-10-23,30.39647
2022-10-24,47.57709
2022-10-25,47.35682
2022-10-26,54.62555
2022-10-27,51.10132
2022-10-28,48.89867
2022-10-29,30.17621
2022-10-30,27.09251
2022-10-31,56.82819
2022-11-01,55.06607
2022-11-02,59.03083
2022-11-03,57.70925
2022-11-04,42.29074
2022-11-05,28.63436
2022-11-06,31.27753
2022-11-07,36.78414
2022-11-08,44.93392
2022-11-09,46.91629
2022-11-10,41.62995
2022-11-11,44.27312
2022-11-12,30.61674
2022-11-13,36.34361
2022-11-14,43.61233
2022-11-15,48.45814
2022-11-16,49.77973
2022-11-17,47.79735
2022-11-18,48.67841
2022-11-19,32.59911
2022-11-20,32.37885
2022-11-21,46.47577
2022-11-22,58.37004
2022-11-23,52.86343
2022-11-24,50.66079
2022-11-25,51.54185
2022-11-26,31.71806
2022-11-27,37.66519
2022-11-28,50.0
2022-11-29,47.57709
2022-11-30,59.91189
2022-12-01,61.01321
2022-12-02,47.57709
2022-12-03,30.61674
2022-12-04,35.24229
2022-12-05,54.18502
2022-12-06,53.30396
2022-12-07,52.20264
2022-12-08,43.1718
2022-12-09,46.91629
2022-12-10,36.12334
2022-12-11,31.49779
2022-12-12,58.14977
2022-12-13,53.74449
2022-12-14,51.32158
2022-12-15,43.39207
2022-12-16,41.18942
2022-12-17,30.837
2022-12-18,38.10572
2022-12-19,47.13656
2022-12-20,57.70925
2022-12-21,50.88105
2022-12-22,42.29074
2022-12-23,46.91629
2022-12-24,25.77092
2022-12-25,33.03964
2022-12-26,49.77973
2022-12-27,54.40528
2022-12-28,51.10132
2022-12-29,51.54185
2022-12-30,46.47577
2022-12-31,39.64757
2023-01-01,34.36123
2023-01-02,59.69162
2023-01-03,57.26872
2023-01-04,54.40528
2023-01-05,50.66079
2023-01-06,41.62995
2023-01-07,36.12334
2023-01-08,34.14096
2023-01-09,51.98237
2023-01-10,62.55506
2023-01-11,62.11453
2023-01-12,57.04845
2023-01-13,42.95154
2023-01-14,35.24229
2023-01-15,34.58149
2023-01-16,49.77973
2023-01-17,50.22026
2023-01-18,57.48898
2023-01-19,52.86343
2023-01-20,48.89867
2023-01-21,34.14096
2023-01-22,27.53303
2023-01-23,28.41409
2023-01-24,40.0881
2023-01-25,51.54185
2023-01-26,61.89427
2023-01-27,56.60792
2023-01-28,48.23788
2023-01-29,42.73127
2023-01-30,64.7577
2023-01-31,71.5859
2023-02-01,75.33039
2023-02-02,62.3348
2023-02-03,59.03083
2023-02-04,37.44493
2023-02-05,38.54625
2023-02-06,53.74449
2023-02-07,47.35682
2023-02-08,51.76211
2023-02-09,55.28634
2023-02-10,46.47577
2023-02-11,39.86784
2023-02-12,40.30837
2023-02-13,59.47136
2023-02-14,60.13215
2023-02-15,59.91189
2023-02-16,64.7577
2023-02-17,62.77533
2023-02-18,38.98678
2023-02-19,40.52863
2023-02-20,65.63876
2023-02-21,65.85903
2023-02-22,60.79295
2023-02-23,55.94713
2023-02-24,55.06607
2023-02-25,42.51101
2023-02-26,42.29074
2023-02-27,59.03083
2023-02-28,59.47136
2023-03-01,52.64317
2023-03-02,60.57268
2023-03-03,52.64317
2023-03-04,36.56387
2023-03-05,35.90308
2023-03-06,53.30396
2023-03-07,53.30396
2023-03-08,51.54185
2023-03-09,48.01762
2023-03-10,44.49339
2023-03-11,40.0881
2023-03-12,35.46255
2023-03-13,61.674
2023-03-14,55.5066
2023-03-15,61.23348
2023-03-16,55.5066
2023-03-17,42.07048
2023-03-18,35.68281
2023-03-19,31.49779
2023-03-20,51.10132
2023-03-21,56.1674
2023-03-22,51.98237
2023-03-23,50.22026
2023-03-24,41.18942
2023-03-25,37.44493
2023-03-26,34.80176
2023-03-27,50.88105
2023-03-28,46.47577
2023-03-29,54.18502
2023-03-30,50.88105
2023-03-31,60.79295
2023-04-01,34.58149
2023-04-02,32.81938
2023-04-03,66.07929
2023-04-04,51.32158
2023-04-05,44.71365
2023-04-06,51.10132
2023-04-07,47.79735
2023-04-08,30.837
2023-04-09,30.61674
2023-04-10,52.86343
2023-04-11,53.30396
2023-04-12,56.1674
2023-04-13,41.85022
2023-04-14,44.05286
2023-04-15,33.70044
2023-04-16,35.24229
2023-04-17,60.57268
2023-04-18,51.54185
2023-04-19,51.32158
2023-04-20,53.30396
2023-04-21,46.03524
2023-04-22,35.46255
2023-04-23,31.49779
2023-04-24,50.22026
2023-04-25,52.20264
2023-04-26,54.62555
2023-04-27,49.77973
2023-04-28,46.47577
2023-04-29,36.12334
2023-04-30,38.10572
2023-05-01,53.0837
2023-05-02,52.86343
2023-05-03,59.69162
2023-05-04,51.76211
2023-05-05,33.03964
2023-05-06,33.9207
2023-05-07,35.90308
2023-05-08,48.89867
2023-05-09,50.88105
2023-05-10,68.5022
2023-05-11,59.2511
2023-05-12,56.82819
2023-05-13,56.60792
2023-05-14,56.38766
2023-05-15,81.49779
2023-05-16,82.15859
2023-05-17,69.38325
2023-05-18,64.97797
2023-05-19,65.85903
2023-05-20,40.52863
2023-05-21,43.61233
2023-05-22,76.43171
2023-05-23,64.53744
2023-05-24,70.70484
2023-05-25,77.31277
2023-05-26,55.72687
2023-05-27,27.31277
2023-05-28,29.07488
2023-05-29,43.1718
