date,자동차보험료비교견적사이트
2020-08-13,53.85969
2020-08-14,51.9487
2020-08-15,26.20065
2020-08-16,25.52175
2020-08-17,41.71486
2020-08-18,69.32361
2020-08-19,74.0005
2020-08-20,63.81694
2020-08-21,59.51722
2020-08-22,30.09806
2020-08-23,29.14256
2020-08-24,70.45511
2020-08-25,75.10686
2020-08-26,61.02589
2020-08-27,63.86723
2020-08-28,50.84234
2020-08-29,30.57581
2020-08-30,30.19864
2020-08-31,73.62333
2020-09-01,68.34297
2020-09-02,70.5054
2020-09-03,63.16318
2020-09-04,55.31807
2020-09-05,28.89112
2020-09-06,32.18506
2020-09-07,75.25773
2020-09-08,69.72592
2020-09-09,63.26376
2020-09-10,63.16318
2020-09-11,60.79959
2020-09-12,29.57002
2020-09-13,29.87176
2020-09-14,72.24038
2020-09-15,67.84008
2020-09-16,62.3837
2020-09-17,57.60623
2020-09-18,50.79205
2020-09-19,25.89891
2020-09-20,26.62811
2020-09-21,62.20769
2020-09-22,66.75886
2020-09-23,59.29092
2020-09-24,55.61981
2020-09-25,51.67211
2020-09-26,25.64747
2020-09-27,27.68418
2020-09-28,66.02967
2020-09-29,48.95649
2020-09-30,22.52954
2020-10-01,22.32838
2020-10-02,23.15815
2020-10-03,25.54689
2020-10-04,33.392
2020-10-05,93.36183
2020-10-06,82.70052
2020-10-07,74.75484
2020-10-08,67.08574
2020-10-09,33.74402
2020-10-10,29.99748
2020-10-11,32.81367
2020-10-12,87.2014
2020-10-13,78.27508
2020-10-14,67.53834
2020-10-15,59.26577
2020-10-16,57.15363
2020-10-17,29.16771
2020-10-18,29.77118
2020-10-19,75.88634
2020-10-20,70.00251
2020-10-21,72.56726
2020-10-22,62.98717
2020-10-23,61.95624
2020-10-24,28.31279
2020-10-25,29.84661
2020-10-26,71.13402
2020-10-27,68.4184
2020-10-28,63.64093
2020-10-29,62.68544
2020-10-30,49.66054
2020-10-31,25.32059
2020-11-01,31.55644
2020-11-02,74.77998
2020-11-03,69.65049
2020-11-04,60.523
2020-11-05,59.66809
2020-11-06,55.2175
2020-11-07,30.47523
2020-11-08,33.97032
2020-11-09,70.7317
2020-11-10,70.90771
2020-11-11,66.18053
2020-11-12,60.84988
2020-11-13,50.64118
2020-11-14,29.36887
2020-11-15,29.49459
2020-11-16,72.26552
2020-11-17,66.40683
2020-11-18,60.44757
2020-11-19,57.00276
2020-11-20,53.3568
2020-11-21,25.22001
2020-11-22,32.31078
2020-11-23,69.37389
2020-11-24,61.15162
2020-11-25,61.00075
2020-11-26,55.84611
2020-11-27,54.46316
2020-11-28,27.86019
2020-11-29,30.6261
2020-11-30,69.22303
2020-12-01,69.24817
2020-12-02,67.13603
2020-12-03,61.05104
2020-12-04,56.349
2020-12-05,31.25471
2020-12-06,37.03796
2020-12-07,77.79733
2020-12-08,73.87477
2020-12-09,75.43374
2020-12-10,64.4707
2020-12-11,62.08197
2020-12-12,31.90847
2020-12-13,32.83882
2020-12-14,77.82247
2020-12-15,68.871
2020-12-16,70.12823
2020-12-17,61.42821
2020-12-18,56.77646
2020-12-19,28.18707
2020-12-20,30.82725
2020-12-21,73.72391
2020-12-22,70.53055
2020-12-23,63.08775
2020-12-24,59.91953
2020-12-25,30.32436
2020-12-26,32.88911
2020-12-27,37.16369
2020-12-28,86.72366
2020-12-29,68.14181
2020-12-30,58.68745
2020-12-31,56.90218
2021-01-01,35.32813
2021-01-02,34.57379
2021-01-03,38.11918
2021-01-04,93.63842
2021-01-05,82.47422
2021-01-06,75.45888
2021-01-07,65.45134
2021-01-08,60.44757
2021-01-09,38.11918
2021-01-10,33.59316
2021-01-11,79.306
2021-01-12,74.83027
2021-01-13,76.48981
2021-01-14,80.01005
2021-01-15,63.08775
2021-01-16,37.41513
2021-01-17,38.87352
2021-01-18,72.66784
2021-01-19,71.66205
2021-01-20,66.43198
2021-01-21,64.4707
2021-01-22,55.29293
2021-01-23,33.54287
2021-01-24,32.36107
2021-01-25,70.00251
2021-01-26,65.12446
2021-01-27,64.2444
2021-01-28,59.64294
2021-01-29,52.175
2021-01-30,32.96454
2021-01-31,34.34749
2021-02-01,69.97736
2021-02-02,64.82273
2021-02-03,62.98717
2021-02-04,60.34699
2021-02-05,56.5753
2021-02-06,29.218
2021-02-07,36.05732
2021-02-08,66.63314
2021-02-09,60.34699
2021-02-10,54.06084
2021-02-11,28.51395
2021-02-12,28.86597
2021-02-13,26.75383
2021-02-14,37.08825
2021-02-15,90.09303
2021-02-16,77.87276
2021-02-17,72.74327
2021-02-18,66.96002
2021-02-19,58.6623
2021-02-20,31.58159
2021-02-21,35.00125
2021-02-22,73.29645
2021-02-23,71.56147
2021-02-24,66.3314
2021-02-25,63.84209
2021-02-26,59.56751
2021-02-27,31.85818
2021-02-28,31.00326
2021-03-01,43.47498
2021-03-02,82.65023
2021-03-03,73.39703
2021-03-04,71.58662
2021-03-05,61.35277
2021-03-06,33.97032
2021-03-07,38.9741
2021-03-08,76.5401
2021-03-09,62.55971
2021-03-10,68.34297
2021-03-11,61.00075
2021-03-12,53.40709
2021-03-13,33.01483
2021-03-14,34.49836
2021-03-15,70.2791
2021-03-16,61.80538
2021-03-17,57.45536
2021-03-18,56.52501
2021-03-19,54.23686
2021-03-20,31.40558
2021-03-21,35.55443
2021-03-22,68.79557
2021-03-23,58.63716
2021-03-24,58.2097
2021-03-25,49.71083
2021-03-26,44.25446
2021-03-27,29.84661
2021-03-28,30.32436
2021-03-29,63.54035
2021-03-30,60.22127
2021-03-31,52.04928
2021-04-01,51.44581
2021-04-02,48.60447
2021-04-03,31.43072
2021-04-04,33.6183
2021-04-05,63.43977
2021-04-06,60.27156
2021-04-07,52.97963
2021-04-08,52.90419
2021-04-09,47.12094
2021-04-10,26.82926
2021-04-11,28.58938
2021-04-12,67.86522
2021-04-13,65.80336
2021-04-14,56.09756
2021-04-15,54.53859
2021-04-16,53.28136
2021-04-17,29.06713
2021-04-18,26.92984
2021-04-19,62.05682
2021-04-20,55.4438
2021-04-21,56.67588
2021-04-22,51.01835
2021-04-23,46.81921
2021-04-24,29.29343
2021-04-25,30.22378
2021-04-26,61.45335
2021-04-27,55.64495
2021-04-28,50.94292
2021-04-29,50.7669
2021-04-30,47.82499
2021-05-01,31.27985
2021-05-02,32.58737
2021-05-03,65.6525
2021-05-04,57.17877
2021-05-05,33.34171
2021-05-06,63.08775
2021-05-07,50.81719
2021-05-08,29.79632
2021-05-09,33.34171
2021-05-10,69.54991
2021-05-11,63.06261
2021-05-12,57.43022
2021-05-13,58.08398
2021-05-14,54.43801
2021-05-15,31.22957
2021-05-16,35.78073
2021-05-17,67.06059
2021-05-18,57.60623
2021-05-19,34.54865
2021-05-20,65.25018
2021-05-21,53.23107
2021-05-22,29.84661
2021-05-23,28.91626
2021-05-24,67.99094
2021-05-25,64.62157
2021-05-26,54.58888
2021-05-27,55.61981
2021-05-28,51.59668
2021-05-29,28.66482
2021-05-30,28.23736
2021-05-31,63.66607
2021-06-01,62.61
2021-06-02,62.10711
2021-06-03,57.48051
2021-06-04,54.262
2021-06-05,28.74025
2021-06-06,32.63766
2021-06-07,67.11088
2021-06-08,61.57907
2021-06-09,55.51923
2021-06-10,54.94091
2021-06-11,52.65275
2021-06-12,29.69575
2021-06-13,34.74981
2021-06-14,64.31983
2021-06-15,57.65652
2021-06-16,55.8964
2021-06-17,56.24842
2021-06-18,49.8617
2021-06-19,27.73447
2021-06-20,30.87754
2021-06-21,60.77445
2021-06-22,57.17877
2021-06-23,52.175
2021-06-24,50.7669
2021-06-25,45.61227
2021-06-26,27.75961
2021-06-27,30.52552
2021-06-28,61.45335
2021-06-29,55.97183
2021-06-30,50.69147
2021-07-01,56.49987
2021-07-02,49.81141
2021-07-03,28.36308
2021-07-04,30.02263
2021-07-05,69.17274
2021-07-06,60.79959
2021-07-07,52.14986
2021-07-08,51.99899
2021-07-09,46.66834
2021-07-10,25.47146
2021-07-11,31.48101
2021-07-12,62.48428
2021-07-13,57.50565
2021-07-14,51.69725
2021-07-15,52.32587
2021-07-16,47.85013
2021-07-17,26.87955
2021-07-18,29.49459
2021-07-19,62.03168
2021-07-20,61.42821
2021-07-21,54.33744
2021-07-22,48.75534
2021-07-23,44.83278
2021-07-24,24.91828
2021-07-25,26.55267
2021-07-26,56.65074
2021-07-27,50.21372
2021-07-28,46.41689
2021-07-29,42.54463
2021-07-30,41.91601
2021-07-31,25.044
2021-08-01,28.23736
2021-08-02,55.74553
2021-08-03,58.05883
2021-08-04,52.47674
2021-08-05,54.73975
2021-08-06,44.83278
2021-08-07,28.28765
2021-08-08,27.15614
2021-08-09,64.14382
2021-08-10,58.13427
2021-08-11,57.90797
2021-08-12,53.85969
2021-08-13,49.76112
2021-08-14,27.30701
2021-08-15,26.12522
2021-08-16,39.95473
2021-08-17,62.08197
2021-08-18,60.02011
2021-08-19,54.58888
2021-08-20,49.88684
2021-08-21,29.51973
2021-08-22,29.72089
2021-08-23,59.46693
2021-08-24,53.38194
2021-08-25,49.73598
2021-08-26,48.07643
2021-08-27,45.38596
2021-08-28,24.06336
2021-08-29,25.84862
2021-08-30,56.72617
2021-08-31,55.29293
2021-09-01,50.66633
2021-09-02,53.73397
2021-09-03,46.56776
2021-09-04,26.75383
2021-09-05,29.92205
2021-09-06,58.61201
2021-09-07,58.48629
2021-09-08,49.28337
2021-09-09,50.16343
2021-09-10,46.11516
2021-09-11,28.61453
2021-09-12,27.33215
2021-09-13,58.05883
2021-09-14,55.69524
2021-09-15,50.86748
2021-09-16,50.7669
2021-09-17,45.41111
2021-09-18,22.68041
2021-09-19,18.10409
2021-09-20,20.34196
2021-09-21,22.60497
2021-09-22,28.23736
2021-09-23,76.69097
2021-09-24,56.85189
2021-09-25,28.91626
2021-09-26,32.08448
2021-09-27,68.09152
2021-09-28,62.1574
2021-09-29,61.17676
2021-09-30,59.34121
2021-10-01,50.91777
2021-10-02,30.14835
2021-10-03,30.17349
2021-10-04,38.16947
2021-10-05,77.49559
2021-10-06,66.90973
2021-10-07,63.46492
2021-10-08,53.38194
2021-10-09,26.10007
2021-10-10,26.87955
2021-10-11,39.97988
2021-10-12,69.17274
2021-10-13,64.39527
2021-10-14,59.3915
2021-10-15,48.50389
2021-10-16,26.77897
2021-10-17,25.92406
2021-10-18,56.49987
2021-10-19,57.05305
2021-10-20,52.60246
2021-10-21,50.56575
2021-10-22,45.38596
2021-10-23,23.58561
2021-10-24,25.47146
2021-10-25,62.10711
2021-10-26,54.79004
2021-10-27,55.11692
2021-10-28,47.22152
2021-10-29,49.05707
2021-10-30,25.29544
2021-10-31,29.41916
2021-11-01,62.73573
2021-11-02,58.23485
2021-11-03,54.43801
2021-11-04,55.24264
2021-11-05,50.33945
2021-11-06,26.47724
2021-11-07,29.72089
2021-11-08,65.52677
2021-11-09,62.61
2021-11-10,56.07241
2021-11-11,51.59668
2021-11-12,49.08222
2021-11-13,26.20065
2021-11-14,30.52552
2021-11-15,62.68544
2021-11-16,55.74553
2021-11-17,53.00477
2021-11-18,48.55418
2021-11-19,47.87528
2021-11-20,26.65325
2021-11-21,28.56424
2021-11-22,63.49006
2021-11-23,57.17877
2021-11-24,52.82876
2021-11-25,48.001
2021-11-26,42.94694
2021-11-27,25.69776
2021-11-28,26.32637
2021-11-29,56.75132
2021-11-30,53.55795
2021-12-01,55.41865
2021-12-02,52.87905
2021-12-03,50.13829
2021-12-04,26.92984
2021-12-05,30.57581
2021-12-06,64.77244
2021-12-07,64.34498
2021-12-08,53.10535
2021-12-09,55.29293
2021-12-10,46.61805
2021-12-11,29.24314
2021-12-12,31.7576
2021-12-13,63.94267
2021-12-14,61.62936
2021-12-15,58.18456
2021-12-16,53.68368
2021-12-17,48.15187
2021-12-18,30.75182
2021-12-19,31.88332
2021-12-20,62.58486
2021-12-21,60.09554
2021-12-22,55.2175
2021-12-23,50.56575
2021-12-24,42.21775
2021-12-25,25.01885
2021-12-26,30.50037
2021-12-27,57.35479
2021-12-28,56.85189
2021-12-29,50.23887
2021-12-30,48.55418
2021-12-31,44.63163
2022-01-01,31.73246
2022-01-02,38.06889
2022-01-03,71.05858
2022-01-04,69.44933
2022-01-05,64.62157
2022-01-06,60.44757
2022-01-07,59.44179
2022-01-08,32.48679
2022-01-09,36.53507
2022-01-10,72.79356
2022-01-11,63.61579
2022-01-12,62.81116
2022-01-13,56.62559
2022-01-14,52.4013
2022-01-15,28.43852
2022-01-16,37.46542
2022-01-17,65.67764
2022-01-18,62.55971
2022-01-19,55.19235
2022-01-20,53.02992
2022-01-21,46.44204
2022-01-22,27.70932
2022-01-23,31.00326
2022-01-24,62.43399
2022-01-25,59.19034
2022-01-26,54.66431
2022-01-27,51.0435
2022-01-28,47.44782
2022-01-29,26.02464
2022-01-30,23.68619
2022-01-31,19.71335
2022-02-01,26.37666
2022-02-02,34.72466
2022-02-03,75.73547
2022-02-04,67.68921
2022-02-05,34.27206
2022-02-06,33.79431
2022-02-07,65.27533
2022-02-08,64.697
2022-02-09,58.81317
2022-02-10,57.10334
2022-02-11,52.12471
2022-02-12,32.88911
2022-02-13,33.54287
2022-02-14,65.45134
2022-02-15,60.47271
2022-02-16,59.74352
2022-02-17,56.95247
2022-02-18,55.46894
2022-02-19,33.46743
2022-02-20,33.97032
2022-02-21,71.28488
2022-02-22,66.18053
2022-02-23,61.15162
2022-02-24,57.78224
2022-02-25,54.91576
2022-02-26,30.55066
2022-02-27,33.81946
2022-02-28,62.96203
2022-03-01,40.91023
2022-03-02,67.46291
2022-03-03,61.05104
2022-03-04,58.31028
2022-03-05,37.01282
2022-03-06,34.8001
2022-03-07,67.13603
2022-03-08,60.59844
2022-03-09,35.55443
2022-03-10,61.22705
2022-03-11,56.65074
2022-03-12,33.03997
2022-03-13,34.8001
2022-03-14,70.958
2022-03-15,63.23862
2022-03-16,59.49207
2022-03-17,59.14005
2022-03-18,51.16922
2022-03-19,30.22378
2022-03-20,33.01483
2022-03-21,63.71636
2022-03-22,59.14005
2022-03-23,51.77269
2022-03-24,46.16545
2022-03-25,45.6877
2022-03-26,29.11742
2022-03-27,31.45587
2022-03-28,56.02212
2022-03-29,52.12471
2022-03-30,51.67211
2022-03-31,47.3221
2022-04-01,49.48453
2022-04-02,28.13678
2022-04-03,29.39401
2022-04-04,64.97359
2022-04-05,58.81317
2022-04-06,54.16142
2022-04-07,48.75534
2022-04-08,42.11717
2022-04-09,25.67261
2022-04-10,26.45209
2022-04-11,60.79959
2022-04-12,58.08398
2022-04-13,51.69725
2022-04-14,51.82298
2022-04-15,44.65677
2022-04-16,23.43474
2022-04-17,29.69575
2022-04-18,57.9834
2022-04-19,53.5831
2022-04-20,50.59089
2022-04-21,51.52124
2022-04-22,44.40533
2022-04-23,22.7307
2022-04-24,28.66482
2022-04-25,59.71838
2022-04-26,51.82298
2022-04-27,50.64118
2022-04-28,45.41111
2022-04-29,43.1481
2022-04-30,26.62811
2022-05-01,28.96655
2022-05-02,63.21347
2022-05-03,57.10334
2022-05-04,50.06286
2022-05-05,31.12899
2022-05-06,45.98943
2022-05-07,24.74226
2022-05-08,29.62031
2022-05-09,67.76464
2022-05-10,60.79959
2022-05-11,61.62936
2022-05-12,54.21171
2022-05-13,47.22152
2022-05-14,27.55846
2022-05-15,34.04576
2022-05-16,63.16318
2022-05-17,61.2522
2022-05-18,54.38772
2022-05-19,50.28916
2022-05-20,46.89464
2022-05-21,26.10007
2022-05-22,24.61654
2022-05-23,56.62559
2022-05-24,56.24842
2022-05-25,51.52124
2022-05-26,47.97586
2022-05-27,41.13653
2022-05-28,25.74805
2022-05-29,26.35152
2022-05-30,57.85768
2022-05-31,53.18078
2022-06-01,33.74402
2022-06-02,56.5753
2022-06-03,51.79783
2022-06-04,26.98013
2022-06-05,25.67261
2022-06-06,32.10963
2022-06-07,62.05682
2022-06-08,60.79959
2022-06-09,52.65275
2022-06-10,49.25823
2022-06-11,25.32059
2022-06-12,27.83505
2022-06-13,61.85567
2022-06-14,56.8016
2022-06-15,62.08197
2022-06-16,56.75132
2022-06-17,48.37817
2022-06-18,26.75383
2022-06-19,27.96077
2022-06-20,60.17098
2022-06-21,60.0704
2022-06-22,53.02992
2022-06-23,46.69348
2022-06-24,45.0088
2022-06-25,24.16394
2022-06-26,25.52175
2022-06-27,55.99698
2022-06-28,53.33165
2022-06-29,52.175
2022-06-30,51.2698
2022-07-01,46.56776
2022-07-02,28.16193
2022-07-03,28.23736
2022-07-04,62.45914
2022-07-05,57.93311
2022-07-06,52.80362
2022-07-07,49.53482
2022-07-08,44.30475
2022-07-09,24.99371
2022-07-10,27.3573
2022-07-11,55.54438
2022-07-12,54.0357
2022-07-13,52.07442
2022-07-14,49.83656
2022-07-15,43.77671
2022-07-16,23.96278
2022-07-17,26.20065
2022-07-18,56.24842
2022-07-19,52.72818
2022-07-20,53.30651
2022-07-21,48.95649
2022-07-22,42.51948
2022-07-23,23.00729
2022-07-24,26.57782
2022-07-25,60.27156
2022-07-26,53.02992
2022-07-27,53.48252
2022-07-28,44.95851
2022-07-29,45.18481
2022-07-30,24.76741
2022-07-31,26.37666
2022-08-01,59.8441
2022-08-02,52.07442
2022-08-03,47.74955
2022-08-04,47.87528
2022-08-05,44.58134
2022-08-06,23.10787
2022-08-07,24.46567
2022-08-08,51.4961
2022-08-09,52.4013
2022-08-10,53.28136
2022-08-11,48.10158
2022-08-12,46.74377
2022-08-13,25.79834
2022-08-14,24.86799
2022-08-15,30.6261
2022-08-16,59.36635
2022-08-17,57.40507
2022-08-18,51.7224
2022-08-19,44.95851
2022-08-20,26.40181
2022-08-21,26.65325
2022-08-22,57.90797
2022-08-23,50.99321
2022-08-24,50.81719
2022-08-25,46.64319
2022-08-26,42.97208
2022-08-27,24.91828
2022-08-28,22.15237
2022-08-29,53.5831
2022-08-30,51.74754
2022-08-31,51.24465
2022-09-01,47.67412
2022-09-02,46.06487
2022-09-03,23.20844
2022-09-04,25.42117
2022-09-05,52.97963
2022-09-06,49.88684
2022-09-07,45.76313
2022-09-08,39.82901
2022-09-09,19.41161
2022-09-10,16.87201
2022-09-11,20.81971
2022-09-12,26.82926
2022-09-13,69.57505
2022-09-14,57.95825
2022-09-15,51.37037
2022-09-16,48.6799
2022-09-17,25.74805
2022-09-18,26.85441
2022-09-19,57.63138
2022-09-20,53.25622
2022-09-21,50.11315
2022-09-22,45.53683
2022-09-23,39.15011
2022-09-24,22.78099
2022-09-25,23.10787
2022-09-26,51.09378
2022-09-27,49.76112
2022-09-28,48.85592
2022-09-29,49.38395
2022-09-30,44.55619
2022-10-01,30.57581
2022-10-02,27.55846
2022-10-03,35.95675
2022-10-04,72.86899
2022-10-05,59.31606
2022-10-06,54.66431
2022-10-07,42.09202
2022-10-08,21.47347
2022-10-09,22.17752
2022-10-10,31.5313
2022-10-11,60.27156
2022-10-12,56.22328
2022-10-13,49.71083
2022-10-14,41.81543
2022-10-15,27.30701
2022-10-16,30.17349
2022-10-17,58.98918
2022-10-18,53.18078
2022-10-19,49.30852
2022-10-20,46.79406
2022-10-21,44.58134
2022-10-22,22.93185
2022-10-23,28.28765
2022-10-24,54.36258
2022-10-25,52.02413
2022-10-26,52.52703
2022-10-27,49.58511
2022-10-28,42.01659
2022-10-29,24.39024
2022-10-30,22.40382
2022-10-31,53.53281
2022-11-01,56.39929
2022-11-02,49.73598
2022-11-03,48.62962
2022-11-04,48.50389
2022-11-05,25.34573
2022-11-06,27.3573
2022-11-07,56.37415
2022-11-08,53.05506
2022-11-09,53.02992
2022-11-10,50.33945
2022-11-11,42.74578
2022-11-12,24.21423
2022-11-13,27.8099
2022-11-14,55.84611
2022-11-15,56.09756
2022-11-16,54.66431
2022-11-17,50.64118
2022-11-18,40.68393
2022-11-19,23.05758
2022-11-20,25.01885
2022-11-21,56.5753
2022-11-22,53.05506
2022-11-23,52.35101
2022-11-24,44.73221
2022-11-25,40.75936
2022-11-26,25.09429
2022-11-27,26.80412
2022-11-28,54.0357
2022-11-29,50.59089
2022-11-30,56.75132
2022-12-01,28.66482
2022-12-02,18.17953
2022-12-03,6.56273
2022-12-04,9.05204
2022-12-05,27.55846
2022-12-06,25.06914
2022-12-07,17.92808
2022-12-08,16.04224
2022-12-09,14.96102
2022-12-10,25.92406
2022-12-11,41.46341
2022-12-12,73.89992
2022-12-13,71.63691
2022-12-14,68.66985
2022-12-15,60.72416
2022-12-16,57.37993
2022-12-17,39.85416
2022-12-18,41.99145
2022-12-19,77.11843
2022-12-20,68.14181
2022-12-21,65.52677
2022-12-22,52.87905
2022-12-23,48.07643
2022-12-24,30.75182
2022-12-25,29.09228
2022-12-26,61.85567
2022-12-27,58.436
2022-12-28,52.92934
2022-12-29,45.08423
2022-12-30,44.90822
2022-12-31,26.75383
2023-01-01,31.05355
2023-01-02,73.87477
2023-01-03,65.70279
2023-01-04,61.17676
2023-01-05,56.29871
2023-01-06,48.02615
2023-01-07,32.4365
2023-01-08,32.76338
2023-01-09,61.50364
2023-01-10,59.3915
2023-01-11,59.34121
2023-01-12,49.61025
2023-01-13,49.98742
2023-01-14,31.43072
2023-01-15,31.88332
2023-01-16,60.95046
2023-01-17,58.36057
2023-01-18,52.87905
2023-01-19,46.49233
2023-01-20,41.9663
2023-01-21,22.75584
2023-01-22,22.55468
2023-01-23,26.42695
2023-01-24,34.87553
2023-01-25,69.19788
2023-01-26,64.06839
2023-01-27,52.90419
2023-01-28,30.52552
2023-01-29,29.59517
2023-01-30,63.3392
2023-01-31,59.41664
2023-02-01,58.56172
2023-02-02,54.38772
2023-02-03,54.94091
2023-02-04,35.12698
2023-02-05,37.21398
2023-02-06,65.02388
2023-02-07,60.27156
2023-02-08,55.61981
2023-02-09,53.70882
2023-02-10,51.74754
2023-02-11,28.89112
2023-02-12,32.7131
2023-02-13,64.9233
2023-02-14,62.81116
2023-02-15,57.93311
2023-02-16,55.59466
2023-02-17,45.81342
2023-02-18,30.60095
2023-02-19,31.7576
2023-02-20,60.79959
2023-02-21,61.22705
2023-02-22,52.57731
2023-02-23,53.10535
2023-02-24,49.28337
2023-02-25,28.13678
2023-02-26,39.2004
2023-02-27,65.45134
2023-02-28,59.76866
2023-03-01,46.99522
2023-03-02,62.13226
2023-03-03,56.19813
2023-03-04,36.35906
2023-03-05,34.52351
2023-03-06,69.19788
2023-03-07,65.35076
2023-03-08,59.64294
2023-03-09,52.52703
2023-03-10,48.37817
2023-03-11,27.96077
2023-03-12,33.29142
2023-03-13,64.62157
2023-03-14,57.80739
2023-03-15,54.61403
2023-03-16,54.86547
2023-03-17,45.38596
2023-03-18,28.48881
2023-03-19,31.40558
2023-03-20,61.67965
2023-03-21,57.25421
2023-03-22,53.10535
2023-03-23,51.29494
2023-03-24,45.28539
2023-03-25,25.4966
2023-03-26,28.58938
2023-03-27,58.2097
2023-03-28,55.61981
2023-03-29,49.23309
2023-03-30,32.28564
2023-03-31,12.89917
2023-04-01,5.02891
2023-04-02,5.55695
2023-04-03,22.7307
2023-04-04,20.99572
2023-04-05,35.40357
2023-04-06,53.55795
2023-04-07,48.42846
2023-04-08,26.85441
2023-04-09,28.61453
2023-04-10,57.60623
2023-04-11,55.6701
2023-04-12,53.15564
2023-04-13,55.79582
2023-04-14,47.22152
2023-04-15,28.79054
2023-04-16,29.72089
2023-04-17,56.92733
2023-04-18,55.8964
2023-04-19,49.03193
2023-04-20,51.64697
2023-04-21,43.65099
2023-04-22,26.80412
2023-04-23,27.48302
2023-04-24,59.31606
2023-04-25,53.65853
2023-04-26,52.75333
2023-04-27,51.92356
2023-04-28,44.15388
2023-04-29,30.17349
2023-04-30,28.74025
2023-05-01,38.74779
2023-05-02,58.68745
2023-05-03,54.58888
2023-05-04,50.64118
2023-05-05,29.64546
2023-05-06,27.68418
2023-05-07,29.11742
2023-05-08,62.68544
2023-05-09,61.10133
2023-05-10,61.55393
2023-05-11,61.02589
2023-05-12,47.82499
2023-05-13,24.56625
2023-05-14,28.31279
2023-05-15,69.44933
2023-05-16,64.44556
2023-05-17,58.73774
2023-05-18,57.60623
2023-05-19,51.79783
2023-05-20,26.55267
2023-05-21,28.84083
2023-05-22,58.93889
2023-05-23,56.87704
2023-05-24,53.73397
2023-05-25,57.78224
2023-05-26,49.23309
2023-05-27,29.74603
2023-05-28,29.62031
