date,삼성증권CMA
2021-01-01,19.60352
2021-01-02,25.11013
2021-01-03,31.71806
2021-01-04,37.66519
2021-01-05,43.61233
2021-01-06,45.15418
2021-01-07,37.22466
2021-01-08,39.42731
2021-01-09,28.85462
2021-01-10,28.85462
2021-01-11,52.20264
2021-01-12,43.1718
2021-01-13,42.73127
2021-01-14,43.39207
2021-01-15,35.24229
2021-01-16,22.68722
2021-01-17,20.26431
2021-01-18,37.0044
2021-01-19,32.15859
2021-01-20,35.02202
2021-01-21,39.86784
2021-01-22,36.34361
2021-01-23,23.34801
2021-01-24,30.837
2021-01-25,51.54185
2021-01-26,42.51101
2021-01-27,44.27312
2021-01-28,40.74889
2021-01-29,38.32599
2021-01-30,22.68722
2021-01-31,27.7533
2021-02-01,38.54625
2021-02-02,36.56387
2021-02-03,35.68281
2021-02-04,31.49779
2021-02-05,38.10572
2021-02-06,17.62114
2021-02-07,26.65198
2021-02-08,35.24229
2021-02-09,24.22907
2021-02-10,31.93832
2021-02-11,20.92511
2021-02-12,18.5022
2021-02-13,20.48458
2021-02-14,23.56828
2021-02-15,35.46255
2021-02-16,34.36123
2021-02-17,29.07488
2021-02-18,28.19383
2021-02-19,29.95594
2021-02-20,19.60352
2021-02-21,21.5859
2021-02-22,28.19383
2021-02-23,24.6696
2021-02-24,24.88986
2021-02-25,27.31277
2021-02-26,24.00881
2021-02-27,15.19823
2021-02-28,18.28193
2021-03-01,22.24669
2021-03-02,26.65198
2021-03-03,27.53303
2021-03-04,22.68722
2021-03-05,27.7533
2021-03-06,12.99559
2021-03-07,18.72246
2021-03-08,28.63436
2021-03-09,25.33039
2021-03-10,34.80176
2021-03-11,22.46696
2021-03-12,32.59911
2021-03-13,15.4185
2021-03-14,22.68722
2021-03-15,29.07488
2021-03-16,34.36123
2021-03-17,21.5859
2021-03-18,31.71806
2021-03-19,27.7533
2021-03-20,18.72246
2021-03-21,20.26431
2021-03-22,34.80176
2021-03-23,28.41409
2021-03-24,22.02643
2021-03-25,22.24669
2021-03-26,19.16299
2021-03-27,13.21585
2021-03-28,15.4185
2021-03-29,18.94273
2021-03-30,22.24669
2021-03-31,24.6696
2021-04-01,20.70484
2021-04-02,22.24669
2021-04-03,15.19823
2021-04-04,12.3348
2021-04-05,23.56828
2021-04-06,16.96035
2021-04-07,20.26431
2021-04-08,17.62114
2021-04-09,19.82378
2021-04-10,14.97797
2021-04-11,14.97797
2021-04-12,26.65198
2021-04-13,14.7577
2021-04-14,23.56828
2021-04-15,25.55066
2021-04-16,21.36563
2021-04-17,13.43612
2021-04-18,15.19823
2021-04-19,25.11013
2021-04-20,25.99118
2021-04-21,24.6696
2021-04-22,27.7533
2021-04-23,20.92511
2021-04-24,14.97797
2021-04-25,15.4185
2021-04-26,26.43171
2021-04-27,35.02202
2021-04-28,33.9207
2021-04-29,19.16299
2021-04-30,14.97797
2021-05-01,13.65638
2021-05-02,15.19823
2021-05-03,34.80176
2021-05-04,25.77092
2021-05-05,14.7577
2021-05-06,22.46696
2021-05-07,20.04405
2021-05-08,12.3348
2021-05-09,9.47136
2021-05-10,18.72246
2021-05-11,26.87224
2021-05-12,17.40088
2021-05-13,23.56828
2021-05-14,20.48458
2021-05-15,8.37004
2021-05-16,10.13215
2021-05-17,20.70484
2021-05-18,16.96035
2021-05-19,10.35242
2021-05-20,19.16299
2021-05-21,20.70484
2021-05-22,9.2511
2021-05-23,11.674
2021-05-24,17.62114
2021-05-25,19.82378
2021-05-26,17.18061
2021-05-27,13.65638
2021-05-28,13.87665
2021-05-29,8.5903
2021-05-30,8.81057
2021-05-31,16.51982
2021-06-01,18.28193
2021-06-02,14.53744
2021-06-03,14.53744
2021-06-04,9.69162
2021-06-05,5.94713
2021-06-06,5.5066
2021-06-07,14.53744
2021-06-08,19.16299
2021-06-09,14.53744
2021-06-10,11.89427
2021-06-11,14.31718
2021-06-12,7.48898
2021-06-13,5.94713
2021-06-14,16.07929
2021-06-15,16.74008
2021-06-16,17.18061
2021-06-17,17.8414
2021-06-18,15.85903
2021-06-19,9.03083
2021-06-20,8.5903
2021-06-21,16.51982
2021-06-22,18.72246
2021-06-23,15.4185
2021-06-24,13.43612
2021-06-25,15.4185
2021-06-26,10.57268
2021-06-27,8.14977
2021-06-28,13.87665
2021-06-29,20.04405
2021-06-30,18.06167
2021-07-01,17.40088
2021-07-02,12.11453
2021-07-03,12.77533
2021-07-04,11.23348
2021-07-05,18.72246
2021-07-06,20.26431
2021-07-07,15.19823
2021-07-08,21.36563
2021-07-09,19.38325
2021-07-10,9.69162
2021-07-11,10.57268
2021-07-12,17.62114
2021-07-13,25.11013
2021-07-14,15.85903
2021-07-15,17.18061
2021-07-16,16.29955
2021-07-17,5.5066
2021-07-18,10.35242
2021-07-19,14.31718
2021-07-20,16.96035
2021-07-21,20.26431
2021-07-22,20.26431
2021-07-23,17.62114
2021-07-24,11.23348
2021-07-25,10.13215
2021-07-26,20.92511
2021-07-27,22.02643
2021-07-28,25.77092
2021-07-29,33.48017
2021-07-30,31.71806
2021-07-31,11.45374
2021-08-01,20.48458
2021-08-02,27.53303
2021-08-03,28.85462
2021-08-04,25.99118
2021-08-05,22.24669
2021-08-06,22.90748
2021-08-07,9.2511
2021-08-08,12.3348
2021-08-09,20.70484
2021-08-10,23.34801
2021-08-11,25.99118
2021-08-12,26.87224
2021-08-13,21.5859
2021-08-14,13.65638
2021-08-15,15.63876
2021-08-16,18.94273
2021-08-17,22.02643
2021-08-18,24.88986
2021-08-19,20.04405
2021-08-20,20.04405
2021-08-21,16.51982
2021-08-22,12.11453
2021-08-23,26.87224
2021-08-24,32.15859
2021-08-25,35.68281
2021-08-26,31.27753
2021-08-27,39.64757
2021-08-28,19.38325
2021-08-29,14.7577
2021-08-30,30.39647
2021-08-31,31.49779
2021-09-01,29.51541
2021-09-02,29.29515
2021-09-03,29.51541
2021-09-04,19.38325
2021-09-05,17.40088
2021-09-06,29.07488
2021-09-07,29.29515
2021-09-08,28.41409
2021-09-09,21.14537
2021-09-10,35.46255
2021-09-11,17.8414
2021-09-12,15.85903
2021-09-13,22.02643
2021-09-14,24.6696
2021-09-15,22.68722
2021-09-16,23.34801
2021-09-17,27.09251
2021-09-18,18.28193
2021-09-19,13.21585
2021-09-20,8.81057
2021-09-21,11.674
2021-09-22,15.19823
2021-09-23,34.36123
2021-09-24,27.09251
2021-09-25,21.14537
2021-09-26,19.16299
2021-09-27,27.31277
2021-09-28,23.34801
2021-09-29,25.55066
2021-09-30,20.92511
2021-10-01,24.6696
2021-10-02,15.4185
2021-10-03,15.19823
2021-10-04,13.43612
2021-10-05,22.02643
2021-10-06,21.80616
2021-10-07,22.46696
2021-10-08,27.31277
2021-10-09,11.674
2021-10-10,11.45374
2021-10-11,14.53744
2021-10-12,24.22907
2021-10-13,23.34801
2021-10-14,17.40088
2021-10-15,21.80616
2021-10-16,11.45374
2021-10-17,9.69162
2021-10-18,20.92511
2021-10-19,22.68722
2021-10-20,22.68722
2021-10-21,24.22907
2021-10-22,21.80616
2021-10-23,19.38325
2021-10-24,24.00881
2021-10-25,71.5859
2021-10-26,49.11894
2021-10-27,25.99118
2021-10-28,41.62995
2021-10-29,19.82378
2021-10-30,11.89427
2021-10-31,10.79295
2021-11-01,19.82378
2021-11-02,23.34801
2021-11-03,24.6696
2021-11-04,18.72246
2021-11-05,25.77092
2021-11-06,14.97797
2021-11-07,13.87665
2021-11-08,26.87224
2021-11-09,20.70484
2021-11-10,20.26431
2021-11-11,17.62114
2021-11-12,18.94273
2021-11-13,11.89427
2021-11-14,12.77533
2021-11-15,19.60352
2021-11-16,20.92511
2021-11-17,17.62114
2021-11-18,17.62114
2021-11-19,18.28193
2021-11-20,12.11453
2021-11-21,14.53744
2021-11-22,20.92511
2021-11-23,14.53744
2021-11-24,15.85903
2021-11-25,24.88986
2021-11-26,19.60352
2021-11-27,8.14977
2021-11-28,11.23348
2021-11-29,19.60352
2021-11-30,13.43612
2021-12-01,14.97797
2021-12-02,14.97797
2021-12-03,16.96035
2021-12-04,11.23348
2021-12-05,9.03083
2021-12-06,18.5022
2021-12-07,13.87665
2021-12-08,20.48458
2021-12-09,16.07929
2021-12-10,15.85903
2021-12-11,10.79295
2021-12-12,11.23348
2021-12-13,13.43612
2021-12-14,15.85903
2021-12-15,16.29955
2021-12-16,21.80616
2021-12-17,14.31718
2021-12-18,10.79295
2021-12-19,9.91189
2021-12-20,15.63876
2021-12-21,17.18061
2021-12-22,19.60352
2021-12-23,17.40088
2021-12-24,17.8414
2021-12-25,8.14977
2021-12-26,16.07929
2021-12-27,25.55066
2021-12-28,22.24669
2021-12-29,21.5859
2021-12-30,28.41409
2021-12-31,17.62114
2022-01-01,12.99559
2022-01-02,12.77533
2022-01-03,22.68722
2022-01-04,23.56828
2022-01-05,23.12775
2022-01-06,15.85903
2022-01-07,16.96035
2022-01-08,9.2511
2022-01-09,10.35242
2022-01-10,17.40088
2022-01-11,16.74008
2022-01-12,17.62114
2022-01-13,17.40088
2022-01-14,21.14537
2022-01-15,16.96035
2022-01-16,13.21585
2022-01-17,26.21145
2022-01-18,24.44933
2022-01-19,22.24669
2022-01-20,21.80616
2022-01-21,29.95594
2022-01-22,15.63876
2022-01-23,14.7577
2022-01-24,26.65198
2022-01-25,27.31277
2022-01-26,22.68722
2022-01-27,27.31277
2022-01-28,27.53303
2022-01-29,13.65638
2022-01-30,11.89427
2022-01-31,11.674
2022-02-01,15.85903
2022-02-02,16.74008
2022-02-03,35.46255
2022-02-04,29.07488
2022-02-05,25.55066
2022-02-06,17.40088
2022-02-07,26.87224
2022-02-08,26.87224
2022-02-09,30.39647
2022-02-10,23.78854
2022-02-11,22.68722
2022-02-12,14.09691
2022-02-13,16.96035
2022-02-14,16.96035
2022-02-15,24.44933
2022-02-16,16.07929
2022-02-17,16.51982
2022-02-18,16.51982
2022-02-19,10.35242
2022-02-20,14.31718
2022-02-21,23.56828
2022-02-22,17.62114
2022-02-23,21.5859
2022-02-24,22.68722
2022-02-25,22.90748
2022-02-26,11.674
2022-02-27,12.99559
2022-02-28,22.02643
2022-03-01,15.19823
2022-03-02,20.92511
2022-03-03,21.14537
2022-03-04,14.09691
2022-03-05,11.45374
2022-03-06,12.99559
2022-03-07,18.06167
2022-03-08,13.43612
2022-03-09,11.674
2022-03-10,16.51982
2022-03-11,14.7577
2022-03-12,9.91189
2022-03-13,18.06167
2022-03-14,21.80616
2022-03-15,18.06167
2022-03-16,24.22907
2022-03-17,16.74008
2022-03-18,25.55066
2022-03-19,16.96035
2022-03-20,13.87665
2022-03-21,16.96035
2022-03-22,13.87665
2022-03-23,17.62114
2022-03-24,14.97797
2022-03-25,17.40088
2022-03-26,13.87665
2022-03-27,11.01321
2022-03-28,20.04405
2022-03-29,12.99559
2022-03-30,18.72246
2022-03-31,19.82378
2022-04-01,17.18061
2022-04-02,14.31718
2022-04-03,12.77533
2022-04-04,18.06167
2022-04-05,16.29955
2022-04-06,15.63876
2022-04-07,14.53744
2022-04-08,15.4185
2022-04-09,5.28634
2022-04-10,4.62555
2022-04-11,13.87665
2022-04-12,15.4185
2022-04-13,15.85903
2022-04-14,22.46696
2022-04-15,20.26431
2022-04-16,10.13215
2022-04-17,11.89427
2022-04-18,17.18061
2022-04-19,15.19823
2022-04-20,19.16299
2022-04-21,14.97797
2022-04-22,17.18061
2022-04-23,11.674
2022-04-24,8.14977
2022-04-25,16.51982
2022-04-26,16.96035
2022-04-27,15.85903
2022-04-28,19.82378
2022-04-29,12.3348
2022-04-30,8.5903
2022-05-01,8.5903
2022-05-02,16.07929
2022-05-03,16.96035
2022-05-04,15.4185
2022-05-05,7.70925
2022-05-06,14.97797
2022-05-07,9.03083
2022-05-08,7.70925
2022-05-09,13.65638
2022-05-10,16.51982
2022-05-11,12.55506
2022-05-12,13.65638
2022-05-13,13.43612
2022-05-14,6.38766
2022-05-15,7.92951
2022-05-16,17.8414
2022-05-17,17.62114
2022-05-18,16.74008
2022-05-19,10.35242
2022-05-20,14.31718
2022-05-21,9.47136
2022-05-22,8.5903
2022-05-23,13.65638
2022-05-24,13.87665
2022-05-25,13.87665
2022-05-26,20.92511
2022-05-27,16.51982
2022-05-28,9.03083
2022-05-29,12.99559
2022-05-30,22.24669
2022-05-31,19.38325
2022-06-01,11.45374
2022-06-02,13.21585
2022-06-03,16.96035
2022-06-04,9.2511
2022-06-05,8.37004
2022-06-06,12.11453
2022-06-07,14.97797
2022-06-08,14.7577
2022-06-09,11.23348
2022-06-10,15.4185
2022-06-11,10.35242
2022-06-12,13.65638
2022-06-13,20.92511
2022-06-14,19.16299
2022-06-15,18.72246
2022-06-16,18.5022
2022-06-17,16.96035
2022-06-18,11.45374
2022-06-19,11.45374
2022-06-20,18.94273
2022-06-21,17.62114
2022-06-22,22.90748
2022-06-23,14.97797
2022-06-24,15.85903
2022-06-25,11.01321
2022-06-26,12.55506
2022-06-27,17.8414
2022-06-28,13.43612
2022-06-29,15.4185
2022-06-30,15.85903
2022-07-01,13.65638
2022-07-02,5.28634
2022-07-03,7.92951
2022-07-04,13.43612
2022-07-05,12.3348
2022-07-06,12.55506
2022-07-07,14.31718
2022-07-08,13.21585
2022-07-09,5.72687
2022-07-10,7.92951
2022-07-11,17.40088
2022-07-12,14.09691
2022-07-13,27.7533
2022-07-14,35.46255
2022-07-15,39.42731
2022-07-16,12.3348
2022-07-17,16.07929
2022-07-18,27.09251
2022-07-19,31.49779
2022-07-20,24.6696
2022-07-21,32.59911
2022-07-22,20.70484
2022-07-23,17.40088
2022-07-24,15.85903
2022-07-25,27.53303
2022-07-26,24.00881
2022-07-27,26.87224
2022-07-28,22.68722
2022-07-29,29.51541
2022-07-30,16.51982
2022-07-31,15.63876
2022-08-01,29.07488
2022-08-02,28.63436
2022-08-03,26.43171
2022-08-04,25.55066
2022-08-05,21.14537
2022-08-06,12.77533
2022-08-07,14.97797
2022-08-08,24.44933
2022-08-09,25.99118
2022-08-10,28.41409
2022-08-11,20.04405
2022-08-12,24.44933
2022-08-13,14.7577
2022-08-14,12.77533
2022-08-15,12.77533
2022-08-16,20.70484
2022-08-17,20.26431
2022-08-18,19.38325
2022-08-19,22.24669
2022-08-20,14.09691
2022-08-21,16.07929
2022-08-22,25.33039
2022-08-23,21.5859
2022-08-24,17.62114
2022-08-25,36.78414
2022-08-26,29.07488
2022-08-27,13.43612
2022-08-28,13.43612
2022-08-29,27.31277
2022-08-30,25.33039
2022-08-31,31.27753
2022-09-01,26.43171
2022-09-02,20.48458
2022-09-03,10.35242
2022-09-04,17.8414
2022-09-05,22.90748
2022-09-06,21.14537
2022-09-07,26.87224
2022-09-08,19.16299
2022-09-09,15.63876
2022-09-10,8.5903
2022-09-11,14.09691
2022-09-12,21.36563
2022-09-13,31.71806
2022-09-14,19.82378
2022-09-15,27.09251
2022-09-16,21.80616
2022-09-17,14.7577
2022-09-18,18.5022
2022-09-19,25.55066
2022-09-20,28.19383
2022-09-21,21.36563
2022-09-22,21.5859
2022-09-23,27.7533
2022-09-24,15.19823
2022-09-25,13.65638
2022-09-26,24.22907
2022-09-27,21.80616
2022-09-28,25.77092
2022-09-29,28.41409
2022-09-30,18.5022
2022-10-01,8.14977
2022-10-02,10.13215
2022-10-03,14.31718
2022-10-04,22.24669
2022-10-05,18.72246
2022-10-06,20.70484
2022-10-07,18.06167
2022-10-08,8.5903
2022-10-09,7.48898
2022-10-10,12.11453
2022-10-11,11.89427
2022-10-12,28.63436
2022-10-13,29.51541
2022-10-14,26.43171
2022-10-15,12.77533
2022-10-16,15.63876
2022-10-17,31.71806
2022-10-18,26.21145
2022-10-19,33.48017
2022-10-20,43.61233
2022-10-21,30.837
2022-10-22,18.5022
2022-10-23,17.62114
2022-10-24,28.63436
2022-10-25,33.48017
2022-10-26,32.15859
2022-10-27,28.19383
2022-10-28,26.65198
2022-10-29,17.62114
2022-10-30,14.7577
2022-10-31,29.51541
2022-11-01,27.31277
2022-11-02,25.33039
2022-11-03,48.45814
2022-11-04,34.14096
2022-11-05,20.04405
2022-11-06,15.19823
2022-11-07,25.77092
2022-11-08,31.05726
2022-11-09,28.85462
2022-11-10,20.48458
2022-11-11,23.34801
2022-11-12,20.48458
2022-11-13,21.80616
2022-11-14,32.59911
2022-11-15,32.81938
2022-11-16,33.70044
2022-11-17,24.22907
2022-11-18,24.22907
2022-11-19,17.18061
2022-11-20,19.16299
2022-11-21,27.97356
2022-11-22,25.55066
2022-11-23,25.11013
2022-11-24,32.81938
2022-11-25,28.63436
2022-11-26,14.97797
2022-11-27,16.74008
2022-11-28,25.33039
2022-11-29,21.80616
2022-11-30,27.31277
2022-12-01,27.09251
2022-12-02,22.68722
2022-12-03,11.23348
2022-12-04,5.94713
2022-12-05,18.06167
2022-12-06,25.77092
2022-12-07,20.04405
2022-12-08,14.97797
2022-12-09,14.53744
2022-12-10,12.55506
2022-12-11,14.09691
2022-12-12,17.18061
2022-12-13,25.99118
2022-12-14,19.82378
2022-12-15,17.18061
2022-12-16,19.60352
2022-12-17,13.43612
2022-12-18,12.99559
2022-12-19,18.94273
2022-12-20,18.06167
2022-12-21,17.18061
2022-12-22,20.48458
2022-12-23,22.24669
2022-12-24,12.11453
2022-12-25,9.69162
2022-12-26,20.26431
2022-12-27,22.46696
2022-12-28,18.72246
2022-12-29,17.40088
2022-12-30,19.60352
2022-12-31,17.62114
2023-01-01,15.4185
2023-01-02,20.70484
2023-01-03,19.82378
2023-01-04,16.51982
2023-01-05,15.85903
2023-01-06,16.74008
2023-01-07,11.23348
2023-01-08,11.01321
2023-01-09,22.24669
2023-01-10,21.14537
2023-01-11,17.8414
2023-01-12,22.24669
2023-01-13,29.95594
2023-01-14,16.96035
2023-01-15,19.82378
2023-01-16,28.19383
2023-01-17,33.48017
2023-01-18,24.88986
2023-01-19,20.70484
2023-01-20,25.55066
2023-01-21,18.72246
2023-01-22,13.87665
2023-01-23,14.53744
2023-01-24,20.04405
2023-01-25,35.46255
2023-01-26,27.97356
2023-01-27,31.05726
2023-01-28,20.04405
2023-01-29,19.16299
2023-01-30,27.97356
2023-01-31,38.98678
2023-02-01,31.27753
2023-02-02,26.65198
2023-02-03,24.88986
2023-02-04,18.72246
2023-02-05,18.28193
2023-02-06,25.55066
2023-02-07,26.43171
2023-02-08,24.6696
2023-02-09,25.77092
2023-02-10,24.22907
2023-02-11,15.63876
2023-02-12,14.97797
2023-02-13,25.99118
2023-02-14,21.36563
2023-02-15,18.72246
2023-02-16,30.837
2023-02-17,22.68722
2023-02-18,16.51982
2023-02-19,12.99559
2023-02-20,24.00881
2023-02-21,32.15859
2023-02-22,21.80616
2023-02-23,29.95594
2023-02-24,31.49779
2023-02-25,14.09691
2023-02-26,20.70484
2023-02-27,25.99118
2023-02-28,29.29515
2023-03-01,24.88986
2023-03-02,24.6696
2023-03-03,27.7533
2023-03-04,14.97797
2023-03-05,18.28193
2023-03-06,26.21145
2023-03-07,25.11013
2023-03-08,20.26431
2023-03-09,21.14537
2023-03-10,19.60352
2023-03-11,10.35242
2023-03-12,18.5022
2023-03-13,24.00881
2023-03-14,19.60352
2023-03-15,17.8414
2023-03-16,20.48458
2023-03-17,16.96035
2023-03-18,15.19823
2023-03-19,12.11453
2023-03-20,25.99118
2023-03-21,20.26431
2023-03-22,24.44933
2023-03-23,21.80616
2023-03-24,18.5022
2023-03-25,15.19823
2023-03-26,17.40088
2023-03-27,26.21145
2023-03-28,29.29515
2023-03-29,23.12775
2023-03-30,24.44933
2023-03-31,25.33039
2023-04-01,16.51982
2023-04-02,12.55506
2023-04-03,28.63436
2023-04-04,24.44933
2023-04-05,23.56828
2023-04-06,26.21145
2023-04-07,22.68722
2023-04-08,11.674
2023-04-09,17.40088
2023-04-10,28.19383
2023-04-11,23.34801
2023-04-12,30.17621
2023-04-13,24.22907
2023-04-14,20.92511
2023-04-15,15.85903
2023-04-16,20.04405
2023-04-17,24.44933
2023-04-18,25.33039
2023-04-19,33.03964
2023-04-20,24.6696
2023-04-21,24.6696
2023-04-22,13.65638
2023-04-23,13.87665
2023-04-24,28.41409
2023-04-25,25.99118
2023-04-26,24.88986
2023-04-27,21.14537
2023-04-28,21.80616
2023-04-29,16.07929
2023-04-30,16.29955
2023-05-01,18.06167
2023-05-02,25.11013
2023-05-03,18.5022
2023-05-04,19.16299
2023-05-05,12.99559
2023-05-06,11.45374
2023-05-07,9.03083
2023-05-08,23.34801
2023-05-09,23.34801
2023-05-10,21.14537
2023-05-11,20.70484
2023-05-12,17.40088
2023-05-13,13.43612
2023-05-14,12.99559
2023-05-15,31.27753
2023-05-16,28.63436
2023-05-17,25.33039
2023-05-18,32.37885
2023-05-19,21.5859
2023-05-20,15.19823
2023-05-21,16.29955
2023-05-22,24.44933
2023-05-23,19.16299
2023-05-24,21.80616
2023-05-25,21.80616
2023-05-26,20.92511
2023-05-27,13.65638
2023-05-28,10.57268
2023-05-29,15.85903
