date,디너의여왕체험단
2022-11-15,10.9993
2022-11-16,9.64607
2022-11-17,11.0687
2022-11-18,9.02151
2022-11-19,6.07217
2022-11-20,4.54545
2022-11-21,9.78487
2022-11-22,10.9993
2022-11-23,9.50728
2022-11-24,8.50104
2022-11-25,7.3213
2022-11-26,5.58639
2022-11-27,5.86398
2022-11-28,9.02151
2022-11-29,11.31158
2022-11-30,10.20124
2022-12-01,10.9646
2022-12-02,8.08466
2022-12-03,5.65579
2022-12-04,6.45385
2022-12-05,11.62387
2022-12-06,11.13809
2022-12-07,10.89521
2022-12-08,9.47258
2022-12-09,9.40319
2022-12-10,5.96807
2022-12-11,6.97432
2022-12-12,11.51977
2022-12-13,12.14434
2022-12-14,12.52602
2022-12-15,10.51353
2022-12-16,11.45038
2022-12-17,6.93962
2022-12-18,6.83553
2022-12-19,10.58292
2022-12-20,12.56072
2022-12-21,11.48507
2022-12-22,10.09715
2022-12-23,8.74392
2022-12-24,5.58639
2022-12-25,6.03747
2022-12-26,10.86051
2022-12-27,13.84455
2022-12-28,12.14434
2022-12-29,12.8036
2022-12-30,9.57668
2022-12-31,5.4129
2023-01-01,5.93337
2023-01-02,11.51977
2023-01-03,12.69951
2023-01-04,12.59541
2023-01-05,11.62387
2023-01-06,10.61762
2023-01-07,6.55794
2023-01-08,8.43164
2023-01-09,11.76266
2023-01-10,14.15683
2023-01-11,12.00555
2023-01-12,12.49132
2023-01-13,11.79736
2023-01-14,8.32755
2023-01-15,10.13185
2023-01-16,14.43442
2023-01-17,13.15058
2023-01-18,13.35877
2023-01-19,13.28938
2023-01-20,10.9299
2023-01-21,6.83553
2023-01-22,3.5739
2023-01-23,5.06592
2023-01-24,7.00902
2023-01-25,13.46287
2023-01-26,15.47536
2023-01-27,12.38723
2023-01-28,7.356
2023-01-29,7.63358
2023-01-30,13.11589
2023-01-31,13.84455
2023-02-01,14.29562
2023-02-02,15.02428
2023-02-03,27.09923
2023-02-04,20.12491
2023-02-05,15.64885
2023-02-06,21.72102
2023-02-07,21.02706
2023-02-08,19.36155
2023-02-09,20.95766
2023-02-10,16.6204
2023-02-11,12.73421
2023-02-12,11.90145
2023-02-13,17.41845
2023-02-14,16.09993
2023-02-15,15.82234
2023-02-16,15.05898
2023-02-17,13.80985
2023-02-18,9.57668
2023-02-19,9.99306
2023-02-20,15.16308
2023-02-21,15.57945
2023-02-22,18.11242
2023-02-23,15.57945
2023-02-24,14.85079
2023-02-25,9.88896
2023-02-26,10.13185
2023-02-27,18.32061
2023-02-28,17.14087
2023-03-01,12.69951
2023-03-02,17.14087
2023-03-03,14.88549
2023-03-04,9.64607
2023-03-05,10.51353
2023-03-06,17.24496
2023-03-07,18.11242
2023-03-08,16.27342
2023-03-09,17.86953
2023-03-10,15.82234
2023-03-11,8.67453
2023-03-12,9.1256
2023-03-13,19.25746
2023-03-14,18.04302
2023-03-15,17.66134
2023-03-16,18.00832
2023-03-17,17.21027
2023-03-18,10.61762
2023-03-19,12.10964
2023-03-20,20.74947
2023-03-21,19.53504
2023-03-22,22.93546
2023-03-23,23.56002
2023-03-24,19.63913
2023-03-25,11.45038
2023-03-26,11.90145
2023-03-27,21.82512
2023-03-28,23.76821
2023-03-29,21.79042
2023-03-30,21.72102
2023-03-31,17.66134
2023-04-01,11.45038
2023-04-02,12.9077
2023-04-03,21.44344
2023-04-04,22.76197
2023-04-05,24.70506
2023-04-06,22.69257
2023-04-07,18.84108
2023-04-08,13.70575
2023-04-09,13.80985
2023-04-10,24.0458
2023-04-11,24.14989
2023-04-12,23.80291
2023-04-13,23.80291
2023-04-14,22.83136
2023-04-15,13.49757
2023-04-16,15.54476
2023-04-17,23.31714
2023-04-18,25.95419
2023-04-19,23.80291
2023-04-20,21.02706
2023-04-21,22.58848
2023-04-22,13.98334
2023-04-23,14.26092
2023-04-24,25.15614
2023-04-25,25.71131
2023-04-26,26.23178
2023-04-27,23.83761
2023-04-28,22.27619
2023-04-29,15.51006
2023-04-30,13.46287
2023-05-01,21.37404
2023-05-02,28.90353
2023-05-03,27.7238
2023-05-04,22.2068
2023-05-05,16.82859
2023-05-06,15.68355
2023-05-07,16.30811
2023-05-08,27.41151
2023-05-09,29.5975
2023-05-10,27.93199
2023-05-11,25.95419
2023-05-12,23.9417
2023-05-13,14.05274
2023-05-14,15.12838
2023-05-15,28.10548
2023-05-16,27.41151
2023-05-17,27.02984
2023-05-18,27.6197
2023-05-19,23.45593
2023-05-20,15.96113
2023-05-21,18.52879
2023-05-22,28.31367
2023-05-23,32.13046
2023-05-24,29.80569
2023-05-25,28.62595
2023-05-26,22.1027
2023-05-27,15.23247
2023-05-28,15.47536
2023-05-29,22.1721
2023-05-30,31.71408
2023-05-31,30.08327
2023-06-01,28.14018
2023-06-02,25.12144
2023-06-03,15.99583
2023-06-04,16.6204
2023-06-05,26.71755
2023-06-06,22.58848
2023-06-07,28.76474
2023-06-08,33.3102
2023-06-09,29.63219
2023-06-10,17.52255
2023-06-11,17.07147
2023-06-12,27.82789
2023-06-13,30.43025
2023-06-14,31.81818
2023-06-15,28.17487
2023-06-16,27.93199
2023-06-17,18.4247
2023-06-18,18.52879
2023-06-19,31.02012
2023-06-20,43.99722
2023-06-21,32.89382
2023-06-22,30.49965
2023-06-23,29.90978
2023-06-24,18.28591
2023-06-25,19.29215
2023-06-26,32.72033
2023-06-27,34.59403
2023-06-28,32.68563
2023-06-29,37.09229
2023-06-30,30.04857
2023-07-01,20.229
2023-07-02,19.70853
2023-07-03,34.55933
2023-07-04,33.44899
2023-07-05,32.89382
2023-07-06,33.10201
2023-07-07,28.03608
2023-07-08,19.70853
2023-07-09,19.50034
2023-07-10,36.9535
2023-07-11,37.78625
2023-07-12,37.54337
2023-07-13,37.40458
2023-07-14,32.13046
2023-07-15,20.229
2023-07-16,23.28244
2023-07-17,37.89035
2023-07-18,42.15822
2023-07-19,36.8841
2023-07-20,39.00069
2023-07-21,30.08327
2023-07-22,21.13115
2023-07-23,24.18459
2023-07-24,37.75156
2023-07-25,41.88063
2023-07-26,37.82095
2023-07-27,39.52116
2023-07-28,33.3102
2023-07-29,23.45593
2023-07-30,24.28868
2023-07-31,39.24358
2023-08-01,39.90284
2023-08-02,40.52741
2023-08-03,43.16446
2023-08-04,35.63497
2023-08-05,21.68632
2023-08-06,24.87855
2023-08-07,41.39486
2023-08-08,44.2748
2023-08-09,44.3095
2023-08-10,37.89035
2023-08-11,37.43927
2023-08-12,22.83136
2023-08-13,23.49063
2023-08-14,34.94101
2023-08-15,29.84038
2023-08-16,44.51769
2023-08-17,39.10478
2023-08-18,33.93476
2023-08-19,23.10895
2023-08-20,24.14989
2023-08-21,38.16793
2023-08-22,37.78625
2023-08-23,38.61901
2023-08-24,40.77029
2023-08-25,36.46773
2023-08-26,23.35183
2023-08-27,28.34836
2023-08-28,36.46773
2023-08-29,42.5399
2023-08-30,37.95975
2023-08-31,39.90284
2023-09-01,31.60999
2023-09-02,23.38653
2023-09-03,24.42748
2023-09-04,39.17418
2023-09-05,41.04788
2023-09-06,38.89659
2023-09-07,40.21512
2023-09-08,36.67591
2023-09-09,23.76821
2023-09-10,23.73351
2023-09-11,40.6662
2023-09-12,40.7356
2023-09-13,41.88063
2023-09-14,40.35392
2023-09-15,35.1492
2023-09-16,24.67036
2023-09-17,27.16863
2023-09-18,39.59056
2023-09-19,41.63775
2023-09-20,44.93407
2023-09-21,38.16793
2023-09-22,34.00416
2023-09-23,24.77446
2023-09-24,24.70506
2023-09-25,36.78001
2023-09-26,37.47397
2023-09-27,32.30395
2023-09-28,18.84108
2023-09-29,15.57945
2023-09-30,15.61415
2023-10-01,16.6204
2023-10-02,21.40874
2023-10-03,22.93546
2023-10-04,41.29077
2023-10-05,40.6315
2023-10-06,32.54684
2023-10-07,20.2637
2023-10-08,20.99236
2023-10-09,25.12144
2023-10-10,35.60027
2023-10-11,36.78001
2023-10-12,39.45176
2023-10-13,35.60027
2023-10-14,22.24149
2023-10-15,25.60721
2023-10-16,38.16793
2023-10-17,39.52116
2023-10-18,42.5052
2023-10-19,45.55863
2023-10-20,44.10131
2023-10-21,25.29493
2023-10-22,23.907
2023-10-23,44.72588
2023-10-24,41.81124
2023-10-25,39.83344
2023-10-26,39.34767
2023-10-27,41.32546
2023-10-28,24.21929
2023-10-29,27.20333
2023-10-30,40.04163
2023-10-31,41.74184
2023-11-01,43.71963
2023-11-02,45.80152
2023-11-03,44.65648
2023-11-04,30.18736
2023-11-05,28.86884
2023-11-06,46.04441
2023-11-07,50.45107
2023-11-08,48.57737
2023-11-09,48.36918
2023-11-10,44.17071
2023-11-11,31.4018
2023-11-12,32.47744
2023-11-13,49.30603
2023-11-14,53.29632
2023-11-15,52.84524
2023-11-16,53.74739
2023-11-17,43.71963
2023-11-18,34.45523
2023-11-19,32.33865
2023-11-20,49.47952
2023-11-21,50.62456
2023-11-22,52.84524
2023-11-23,87.99444
2023-11-24,56.83553
2023-11-25,26.78695
2023-11-26,29.14642
2023-11-27,49.06315
2023-11-28,50.52047
2023-11-29,49.8265
2023-11-30,49.34073
2023-12-01,44.89937
2023-12-02,30.49965
2023-12-03,34.62873
2023-12-04,53.6086
2023-12-05,51.52671
2023-12-06,56.17626
2023-12-07,50.65926
2023-12-08,45.87092
2023-12-09,33.83067
2023-12-10,35.66967
2023-12-11,52.25537
2023-12-12,55.13532
2023-12-13,54.09437
2023-12-14,57.14781
2023-12-15,52.29007
2023-12-16,31.57529
2023-12-17,32.47744
2023-12-18,51.21443
2023-12-19,53.5739
2023-12-20,47.67522
2023-12-21,49.75711
2023-12-22,44.62179
2023-12-23,29.00763
2023-12-24,27.37682
2023-12-25,34.42054
2023-12-26,57.73768
2023-12-27,56.62734
2023-12-28,57.49479
2023-12-29,50.20818
2023-12-30,36.29424
2023-12-31,28.10548
2024-01-01,28.62595
2024-01-02,54.61485
2024-01-03,61.41568
2024-01-04,60.34004
2024-01-05,57.2866
2024-01-06,39.48646
2024-01-07,37.99444
2024-01-08,53.36571
2024-01-09,65.19777
2024-01-10,67.41845
2024-01-11,67.90423
2024-01-12,59.50728
2024-01-13,41.22137
2024-01-14,43.12977
2024-01-15,60.89521
2024-01-16,80.22206
2024-01-17,100.0
2024-01-18,70.64538
2024-01-19,70.43719
2024-01-20,43.06037
2024-01-21,46.1138
2024-01-22,72.38029
2024-01-23,71.82512
2024-01-24,75.26023
2024-01-25,76.33587
2024-01-26,64.7467
2024-01-27,43.33795
2024-01-28,45.94031
2024-01-29,71.89451
2024-01-30,77.96668
2024-01-31,71.26995
2024-02-01,74.60097
2024-02-02,67.59195
2024-02-03,67.41845
2024-02-04,49.16724
2024-02-05,70.68008
2024-02-06,70.99236
2024-02-07,64.98959
2024-02-08,70.54129
2024-02-09,38.41082
2024-02-10,29.63219
2024-02-11,30.84663
2024-02-12,43.06037
2024-02-13,68.3553
2024-02-14,77.7585
2024-02-15,77.20333
2024-02-16,72.72727
2024-02-17,61.65857
2024-02-18,49.68771
2024-02-19,69.95142
2024-02-20,68.52879
2024-02-21,75.19083
2024-02-22,75.26023
2024-02-23,63.87925
2024-02-24,44.69118
2024-02-25,49.02845
2024-02-26,70.68008
2024-02-27,74.53157
2024-02-28,73.69882
2024-02-29,70.68008
2024-03-01,51.94309
2024-03-02,44.24011
2024-03-03,46.56488
2024-03-04,72.41498
2024-03-05,83.10201
2024-03-06,71.82512
2024-03-07,70.229
2024-03-08,63.53226
2024-03-09,44.89937
2024-03-10,49.34073
2024-03-11,73.45593
2024-03-12,81.26301
2024-03-13,81.05482
2024-03-14,76.57876
2024-03-15,66.03053
2024-03-16,42.85218
2024-03-17,48.68147
2024-03-18,78.41776
2024-03-19,81.12421
2024-03-20,86.32893
